,avg,avg,avg,avg,avg,avg,avg,avg,avg,yoy_pct,yoy_pct,yoy_pct,yoy_pct,yoy_pct,yoy_pct,yoy_pct,yoy_pct,yoy_pct
1Q24,0.6572935483870969,0.20191557903316218,0.7415367456349268,1.085501612903226,1.2682048387096774,0.012044104404919842,0.006732913774870809,0.0007521460344681079,0.058887594760161796,-3.8,4.87,0.31,1.17,4.35,-1.0,-10.86,-4.06,9.8
2Q24,0.6589142857142858,0.19208396630348393,0.7309716178181276,1.076588888888889,1.2618349206349206,0.01198862817447732,0.006420786672962672,0.0007299118179765894,0.058156768955142164,-1.37,-4.92,-1.84,-1.12,0.79,-1.49,-11.87,-3.98,2.83
3Q24,0.6698015625,0.18039932749014656,0.7331155483985334,1.098678125,1.300478125,0.011939744588573477,0.006719865108572533,0.0007379808570051972,0.052915042370484694,2.3,-11.97,-1.7,0.94,2.7,-1.28,-2.92,-3.13,-9.77
4Q24,0.6523290322580645,0.17147679836116514,0.715050503081914,1.0667790322580644,1.2815693548387097,0.011844209871304646,0.006564786435923789,0.0007154578671055626,0.04978677191304421,0.15,-15.09,-2.67,-0.87,3.19,-1.4,-3.03,-5.46,-12.7
1Q25,0.6276606557377049,0.17112958336197673,0.6969208666662495,1.0531098360655737,1.2604918032786885,0.011547553805157222,0.006565142704901406,0.0006887484555772965,0.04900361574784505,-4.51,-15.25,-6.02,-2.98,-0.61,-4.12,-2.49,-8.43,-16.78
2Q25,0.6407920634920635,0.17641228169749962,0.7224543815536656,1.1341571428571429,1.3353015873015872,0.011687890344500825,0.0069219180404329235,0.0007148236526965032,0.05125892922295003,-2.75,-8.16,-1.17,5.35,5.82,-2.51,7.8,-2.07,-11.86
3Q25,0.654265625,0.1835815303772725,0.7260903474054974,1.16854375,1.348371875,0.011451531042827198,0.006779637489054718,0.0007210491783890903,0.05369300264004977,-2.32,1.76,-0.96,6.36,3.68,-4.09,0.89,-2.29,1.47
4Q25,0.6567725806451613,0.18532910082912718,0.7174653233738536,1.1641451612903226,1.3304354838709676,0.011224481607279927,0.0064921883823325,0.0006904142060539023,0.05465867226602326,0.68,8.08,0.34,9.13,3.81,-5.23,-1.11,-3.5,9.79
1Q26,0.695639344262295,0.19038850147246922,0.7292153261766713,1.1701491803278687,1.3478180327868852,0.010925611186356482,0.006374553721907155,0.000682509677481058,0.05696380329451181,10.83,11.25,4.63,11.11,6.93,-5.39,-2.9,-0.91,16.24
2Q26,0.7100507936507936,0.19818350742567012,0.7228921208748926,1.1631809523809524,1.3429349206349206,0.01056933784621479,0.006275493225357658,0.0006666495770453866,0.057530327345593775,10.81,12.34,0.06,2.56,0.57,-9.57,-9.34,-6.74,12.23
3Q26,0.703252380952381,0.19492613056780467,0.713871604099706,1.150354761904762,1.3461190476190477,0.010453088705797317,0.006225710570451282,0.0006916329127690944,0.057916538721061984,7.49,6.18,-1.68,-1.56,-0.17,-8.72,-8.17,-4.08,7.87
