period,period_type,profile,scenario,line,line_label,value_musd,per_night,per_100gbv,pct_of_revenue,driver,target_pct,unit,source
3Q26,quarter,historical,bear,addbacks,D&A and other add-backs,41.68669050000001,0.28899335602204884,0.16113831086275957,0.9000000000000002,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q26,quarter,historical,bear,adj_ebitda,Adjusted EBITDA,2377.49744874958,16.48202240108267,9.190125634272345,51.32927747945407,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q26,quarter,historical,bear,margin,Adjusted EBITDA margin,,,,51.32927747945407,memo,,%,"revenue less cash costs plus add-backs, over revenue"
4Q26,quarter,historical,bear,cor,Cost of revenue,525.008339566168,4.024366728552789,2.369988297256672,17.730357745863913,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
4Q26,quarter,historical,bear,ops,Operations and support,320.7438394375353,2.4586101563402187,1.4478991829201733,10.832024159289952,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
4Q26,quarter,historical,bear,pd,Product development,370.4221788083959,2.8394114522949634,1.6721567309686007,12.50973985042286,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
4Q26,quarter,historical,bear,brand,Brand and performance marketing,389.3140565451241,2.984224093302534,1.7574382889458464,13.147748288612817,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
4Q26,quarter,historical,bear,field,Field operations and policy,301.8137498530018,2.3135046085779263,1.3624451293361148,10.192725246871952,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
4Q26,quarter,historical,bear,ga,General and administrative,406.1425010227731,3.113219819551589,1.83340511359861,13.716071338760326,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
4Q26,quarter,historical,bear,revenue,Revenue,2961.0702,22.697605915433837,13.366838567087209,100.0,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,bear,nights,Nights,130.45738,1.0,0.5889096240761706,4.405751001783071,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,bear,gbv,GBV,22152.36,169.8053417905526,100.0,748.120054701844,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,bear,cash_costs,Total cash cost ex-SBC,2313.4446652329984,17.73333685862002,10.443332743026017,78.12866662982182,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,bear,addbacks,D&A and other add-backs,26.649631800000005,0.2042784532389046,0.1203015471037849,0.9000000000000001,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,bear,adj_ebitda,Adjusted EBITDA,674.2751665670016,5.168547510052721,3.0438073711649754,22.771333370178173,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,bear,margin,Adjusted EBITDA margin,,,,22.771333370178173,memo,,%,"revenue less cash costs plus add-backs, over revenue"
1Q27,quarter,historical,bear,cor,Cost of revenue,596.7096946204616,3.6514667350510246,1.963796224716449,21.620333211511962,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
1Q27,quarter,historical,bear,ops,Operations and support,307.1330094967021,1.8794498858052597,1.0107874062932016,11.128222090972988,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
1Q27,quarter,historical,bear,pd,Product development,417.2493124314921,2.553288472270551,1.3731847025540196,15.11802011660124,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
1Q27,quarter,historical,bear,brand,Brand and performance marketing,596.6406761046762,3.651044387606756,1.9635690819333558,21.61783249244791,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
1Q27,quarter,historical,bear,field,Field operations and policy,228.64118526740296,1.3991320901826216,0.7524675742505079,8.284260597610178,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
1Q27,quarter,historical,bear,ga,General and administrative,251.04667989122115,1.5362388257339419,0.8262049814886206,9.096069528993137,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
1Q27,quarter,historical,bear,revenue,Revenue,2759.9467999999997,16.88904005007085,9.083098791792933,100.00000000000001,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
1Q27,quarter,historical,bear,nights,Nights,163.41644,1.0,0.5378102464594978,5.920999636659664,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
1Q27,quarter,historical,bear,gbv,GBV,30385.52,185.93918702426757,100.0,1100.9458588114815,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
1Q27,quarter,historical,bear,cash_costs,Total cash cost ex-SBC,2397.4205578119563,14.670620396650156,7.8900099712361556,86.86473803813743,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
1Q27,quarter,historical,bear,addbacks,D&A and other add-backs,24.8395212,0.15200136045063764,0.0817478891261364,0.9,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
1Q27,quarter,historical,bear,adj_ebitda,Adjusted EBITDA,387.3657633880434,2.37042101387133,1.2748367096829125,14.035261961862576,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
1Q27,quarter,historical,bear,margin,Adjusted EBITDA margin,,,,14.035261961862576,memo,,%,"revenue less cash costs plus add-backs, over revenue"
2Q27,quarter,historical,bear,cor,Cost of revenue,647.491772273644,4.153438181388332,2.2968780942574267,17.48441402715657,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
2Q27,quarter,historical,bear,ops,Operations and support,331.15640443181945,2.124255030065626,1.1747267280966194,8.942315455992278,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
2Q27,quarter,historical,bear,pd,Product development,416.1366475983415,2.6693742141937746,1.4761811516616539,11.237062384489109,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
2Q27,quarter,historical,bear,brand,Brand and performance marketing,674.7167020793116,4.328076791147668,2.3934543714644008,18.219576951175004,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
2Q27,quarter,historical,bear,field,Field operations and policy,284.5588664469309,1.8253477671277196,1.009429084440097,7.68402819789624,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
2Q27,quarter,historical,bear,ga,General and administrative,246.66158504595964,1.5822496734038514,0.8749942711973846,6.660676571061657,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
2Q27,quarter,historical,bear,revenue,Revenue,3703.2511999999997,23.755089389540103,13.136717597112176,100.0,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
2Q27,quarter,historical,bear,nights,Nights,155.89296,1.0,0.5530064476581833,4.2096242350505415,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
2Q27,quarter,historical,bear,gbv,GBV,28190.079999999998,180.8297180321677,100.0,761.2251634455691,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
2Q27,quarter,historical,bear,cash_costs,Total cash cost ex-SBC,2600.7219778760073,16.68274165732697,9.225663701117583,70.22807358777087,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
2Q27,quarter,historical,bear,addbacks,D&A and other add-backs,33.3292608,0.21379580450586097,0.1182304583740096,0.9000000000000001,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
2Q27,quarter,historical,bear,adj_ebitda,Adjusted EBITDA,1135.8584829239924,7.286143536718993,4.0292843543686025,30.671926412229137,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
2Q27,quarter,historical,bear,margin,Adjusted EBITDA margin,,,,30.671926412229137,memo,,%,"revenue less cash costs plus add-backs, over revenue"
3Q27,quarter,historical,bear,cor,Cost of revenue,632.2463987536629,4.126392236547978,2.349023760345091,13.247246140661305,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
3Q27,quarter,historical,bear,ops,Operations and support,379.48931381668007,2.4767586837551687,1.4099398853195473,7.95131195336223,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
3Q27,quarter,historical,bear,pd,Product development,409.6951005446402,2.6738984762455353,1.522165294374886,8.58420364313129,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
3Q27,quarter,historical,bear,brand,Brand and performance marketing,440.90987016150524,2.877623453195306,1.638139439341559,9.238236212006006,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
3Q27,quarter,historical,bear,field,Field operations and policy,317.6977624586757,2.073472594169597,1.1803619508075156,6.656614360989339,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
3Q27,quarter,historical,bear,ga,General and administrative,341.78974572322556,2.230710299124269,1.2698723714818352,7.1614055831320425,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
3Q27,quarter,historical,bear,revenue,Revenue,4772.6628768,31.14905688875489,17.732166636014714,100.0,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q27,quarter,historical,bear,nights,Nights,153.22014062399998,1.0,0.5692681707617349,3.2103700717854142,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q27,quarter,historical,bear,gbv,GBV,26915.283251999997,175.66413359487586,100.0,563.9468771791043,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q27,quarter,historical,bear,cash_costs,Total cash cost ex-SBC,2521.8281914583895,16.45885574303785,9.369502701670434,52.83901789328221,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q27,quarter,historical,bear,addbacks,D&A and other add-backs,42.953965891200006,0.2803415119987941,0.15958949972413244,0.9000000000000001,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q27,quarter,historical,bear,adj_ebitda,Adjusted EBITDA,2293.7886512328105,14.970542657715834,8.522253434068414,48.06098210671779,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q27,quarter,historical,bear,margin,Adjusted EBITDA margin,,,,48.06098210671779,memo,,%,"revenue less cash costs plus add-backs, over revenue"
4Q27,quarter,historical,bear,cor,Cost of revenue,544.5930039707757,3.8970218577271334,2.339102975329169,17.6673993083111,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
4Q27,quarter,historical,bear,ops,Operations and support,335.0998022797785,2.3979214651725766,1.439300429549603,10.871131233501204,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
4Q27,quarter,historical,bear,pd,Product development,412.1557317791425,2.9493215737619574,1.770266403487067,13.370939100315791,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
4Q27,quarter,historical,bear,brand,Brand and performance marketing,453.67305061354887,3.2464129755835462,1.9485890835530433,14.717822083956328,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
4Q27,quarter,historical,bear,field,Field operations and policy,375.0383342195098,2.6837153163602396,1.6108419995098326,12.166796044510846,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
4Q27,quarter,historical,bear,ga,General and administrative,445.24334691914447,3.186091342158707,1.9123823294284847,14.444350078010803,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
4Q27,quarter,historical,bear,revenue,Revenue,3082.4740782,22.057699550006184,13.239656468446986,99.99999999999999,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q27,quarter,historical,bear,nights,Nights,139.745945456,1.0,0.6002283437777298,4.533564335360255,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q27,quarter,historical,bear,gbv,GBV,23282.13036,166.6032619696329,100.0,755.3066066202094,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q27,quarter,historical,bear,cash_costs,Total cash cost ex-SBC,2565.8032697819,18.36048453076416,11.0204832208572,83.23843784860607,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q27,quarter,historical,bear,addbacks,D&A and other add-backs,27.742266703800002,0.19851929595005569,0.1191569082160229,0.9,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q27,quarter,historical,bear,adj_ebitda,Adjusted EBITDA,544.4130751219001,3.8957343151920814,2.3383301558058114,17.66156215139393,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q27,quarter,historical,bear,margin,Adjusted EBITDA margin,,,,17.66156215139393,memo,,%,"revenue less cash costs plus add-backs, over revenue"
FY2026E,year,historical,bear,cor,Cost of revenue,2354.7278011491226,4.065445881018566,2.2550006240505494,16.96621209530103,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
FY2026E,year,historical,bear,ops,Operations and support,1311.0531605420772,2.2635379209100424,1.2555275789172209,9.446359778449384,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
FY2026E,year,historical,bear,pd,Product development,1487.6328819224134,2.5684034347103064,1.4246288150401445,10.718646538390782,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
FY2026E,year,historical,bear,brand,Brand and performance marketing,1858.6755437245288,3.2090099032666464,1.7799571181692073,13.392071676305935,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
FY2026E,year,historical,bear,field,Field operations and policy,970.4824222491397,1.6755413361188853,0.929380655689344,6.992490003560144,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
FY2026E,year,historical,bear,ga,General and administrative,1171.9165973961371,2.02331815229615,1.1222837124417708,8.443857306871454,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
FY2026E,year,historical,bear,revenue,Revenue,13878.924700000001,23.96201260589294,13.29112598253499,100.0,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2026E,year,historical,bear,nights,Nights,579.2053,1.0,0.5546748597931346,4.173272155587096,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2026E,year,historical,bear,gbv,GBV,104422.49,180.28579848975832,100.0,752.3817028850945,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2026E,year,historical,bear,cash_costs,Total cash cost ex-SBC,9154.488406983419,15.805256628320596,8.766778504308236,65.95963739887873,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2026E,year,historical,bear,addbacks,D&A and other add-backs,107.33632230000002,0.18531654026646516,0.10279042598965034,0.773376357463774,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2026E,year,historical,bear,adj_ebitda,Adjusted EBITDA,4831.772615316582,8.342072517838808,4.6271379042164025,34.81373895858504,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2026E,year,historical,bear,margin,Adjusted EBITDA margin,,,,34.81373895858504,memo,,%,"revenue less cash costs plus add-backs, over revenue"
FY2027E,year,historical,bear,cor,Cost of revenue,2421.040869618544,3.954169201055047,2.2257734609197697,16.908676024324397,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
FY2027E,year,historical,bear,ops,Operations and support,1352.8785300249801,2.2095912065442596,1.2437630300938252,9.448574392740767,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
FY2027E,year,historical,bear,pd,Product development,1655.2367923536162,2.703418363114644,1.5217347919199402,11.560260306493273,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
FY2027E,year,historical,bear,brand,Brand and performance marketing,2165.9402989590417,3.5375257514001466,1.991247853704857,15.127040300190002,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
FY2027E,year,historical,bear,field,Field operations and policy,1205.9361483925195,1.9695973067831622,1.108672186553705,8.422321116125334,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
FY2027E,year,historical,bear,ga,General and administrative,1284.7413575795508,2.0983060514228824,1.1811214150619216,8.972700817638827,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
FY2027E,year,historical,bear,revenue,Revenue,14318.334954999998,23.385445409011794,13.163499363982298,99.99999999999999,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2027E,year,historical,bear,nights,Nights,612.27548608,1.0,0.5628928221700505,4.276164009322828,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2027E,year,historical,bear,gbv,GBV,108773.013612,177.65371321396935,100.0,759.6764145681351,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2027E,year,historical,bear,cash_costs,Total cash cost ex-SBC,10085.773996928252,16.47260788032014,9.272312738254017,70.4395729575126,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2027E,year,historical,bear,addbacks,D&A and other add-backs,128.865014595,0.21046900868110613,0.1184714942758407,0.9,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2027E,year,historical,bear,adj_ebitda,Adjusted EBITDA,4361.425972666746,7.123306537372756,4.009658120004121,30.460427042487403,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2027E,year,historical,bear,margin,Adjusted EBITDA margin,,,,30.460427042487403,memo,,%,"revenue less cash costs plus add-backs, over revenue"
FY2028E,year,historical,bear,cor,Cost of revenue,2532.8596527492628,3.939807069162078,2.196767524494778,16.816072503142163,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
FY2028E,year,historical,bear,ops,Operations and support,1385.4580733264347,2.1550493354001525,1.2016178230519226,9.198284392043782,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
FY2028E,year,historical,bear,pd,Product development,1841.7237693889463,2.864760516125092,1.597340366368993,12.227507514357601,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
FY2028E,year,historical,bear,brand,Brand and performance marketing,2524.0001647915765,3.9260263319439845,2.1890836264122404,16.757252903060706,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
FY2028E,year,historical,bear,field,Field operations and policy,1498.51451263735,2.330906121751485,1.2996724918306113,9.94888471778068,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
FY2028E,year,historical,bear,ga,General and administrative,1408.428176154089,2.1907788213989297,1.2215399596264165,9.350786688858843,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
FY2028E,year,historical,bear,revenue,Revenue,15062.135657871278,23.42881828337685,13.063499363982299,100.0,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2028E,year,historical,bear,nights,Nights,642.889260384,1.0,0.5575825125269368,4.268247710596301,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2028E,year,historical,bear,gbv,GBV,115299.39442872,179.3456533398167,99.99999999999999,765.4916742730703,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2028E,year,historical,bear,cash_costs,Total cash cost ex-SBC,11190.98434904766,17.407328195781723,9.706021791784963,74.29878871924377,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2028E,year,historical,bear,addbacks,D&A and other add-backs,135.5592209208415,0.21085936455039167,0.11757149427584068,0.9,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2028E,year,historical,bear,adj_ebitda,Adjusted EBITDA,4006.7105297444605,6.232349452145519,3.475049066473177,26.601211280756225,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
FY2028E,year,historical,bear,margin,Adjusted EBITDA margin,,,,26.601211280756225,memo,,%,"revenue less cash costs plus add-backs, over revenue"
3Q26,quarter,historical,base,cor,Cost of revenue,632.8079994038552,4.29466571936272,2.376260821383731,13.263399535343698,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
3Q26,quarter,historical,base,ops,Operations and support,373.3564109709779,2.53385067952981,1.4019927255005757,7.825399256101583,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
3Q26,quarter,historical,base,pd,Product development,368.21070311401746,2.498928404280505,1.3826700494435402,7.7175473021703445,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
3Q26,quarter,historical,base,brand,Brand and performance marketing,378.3614871794045,2.5678185327102017,1.4207873148757548,7.930303627600905,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
3Q26,quarter,historical,base,field,Field operations and policy,255.6686723961379,1.7351415972760564,0.9600628469337795,5.358711890265996,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
3Q26,quarter,historical,base,ga,General and administrative,311.77409637336405,2.115911184974534,1.1707446350745785,6.534658867881381,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
3Q26,quarter,historical,base,revenue,Revenue,4771.0845,32.379826212114715,17.915925815637085,100.0,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q26,quarter,historical,base,nights,Nights,147.34744,1.0,0.553305187565644,3.088342702796398,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q26,quarter,historical,base,gbv,GBV,26630.41,180.7320846565098,100.0,558.1626148101129,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q26,quarter,historical,base,cash_costs,Total cash cost ex-SBC,2320.179369437757,15.746316118133826,8.71251839321196,48.63002047936391,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q26,quarter,historical,base,addbacks,D&A and other add-backs,42.939760500000006,0.29141843590903244,0.1612433323407338,0.9,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q26,quarter,historical,base,adj_ebitda,Adjusted EBITDA,2493.844891062243,16.924928529889918,9.364650754765858,52.26997952063609,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
3Q26,quarter,historical,base,margin,Adjusted EBITDA margin,,,,52.26997952063609,memo,,%,"revenue less cash costs plus add-backs, over revenue"
4Q26,quarter,historical,base,cor,Cost of revenue,543.0969094802065,4.052452127890524,2.3662250043142414,17.45840752572571,"gbv, imposed elasticity 1.0",-1.3031845753522755,% y/y change in cash cost per $ of GBV,historical fit only (no overlay)
4Q26,quarter,historical,base,ops,Operations and support,328.7696485864392,2.453196176857443,1.4324201621574344,10.568637764124265,"nights, imposed elasticity 1.0",-2.4684145638599424,% y/y change in cash cost per night,historical fit only (no overlay)
4Q26,quarter,historical,base,pd,Product development,370.4221788083959,2.7639968494142892,1.6138965373378398,11.90760109534357,"trend only, imposed elasticity 0.0",11.266483315064558,% y/y cash growth,historical fit only (no overlay)
4Q26,quarter,historical,base,brand,Brand and performance marketing,389.3140565451241,2.9049632751067596,1.6962067709237354,12.514899893581356,"trend only, imposed elasticity 0.0",16.531382051694564,% y/y cash growth,historical fit only (no overlay)
4Q26,quarter,historical,base,field,Field operations and policy,301.8137498530018,2.2520580608514615,1.3149757052227244,9.702112734989118,"trend only, imposed elasticity 0.0",24.261513732284236,% y/y cash growth,historical fit only (no overlay)
4Q26,quarter,historical,base,ga,General and administrative,406.1425010227731,3.030532882375942,1.7695268090451788,13.055867512042003,"trend only, imposed elasticity 0.0",9.627371131537618,% y/y cash growth,historical fit only (no overlay)
4Q26,quarter,historical,base,revenue,Revenue,3110.8043999999995,23.21203764959125,13.553498512550515,100.0,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,base,nights,Nights,134.01686,1.0,0.5838995575120992,4.308109503766937,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,base,gbv,GBV,22952.04,171.26233221700613,100.0,737.8168810613745,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,base,cash_costs,Total cash cost ex-SBC,2339.5590442959406,17.45719937249642,10.193250989001154,75.20752652580602,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
4Q26,quarter,historical,base,addbacks,D&A and other add-backs,27.9972396,0.20890833884632126,0.12198148661295467,0.9000000000000002,memo,,$m,"workstream-29 driver path (revenue, nights, GBV); identity for the rest"
