fy27_revenue_growth_pct,fy27_margin_pct,exit_ev_ebitda_x,fy27_revenue_musd,fy27_adj_ebitda_musd,price,upside_vs_spot_pct
6.0,34.0,12.0,15086.4837,5129.4045,126.6131,-30.4094
6.0,34.0,13.5,15086.4837,5129.4045,140.2058,-22.9385
6.0,34.0,15.0,15086.4837,5129.4045,153.7985,-15.4675
6.0,34.0,16.5,15086.4837,5129.4045,167.3912,-7.9965
6.0,34.0,18.0,15086.4837,5129.4045,180.9839,-0.5255
6.0,34.0,18.5,15086.4837,5129.4045,185.5148,1.9648
6.0,34.0,20.0,15086.4837,5129.4045,199.1076,9.4358
6.0,34.0,22.0,15086.4837,5129.4045,217.2312,19.3972
6.0,34.0,25.5,15086.4837,5129.4045,248.9475,36.8295
6.0,35.5,12.0,15086.4837,5355.7017,131.4105,-27.7726
6.0,35.5,13.5,15086.4837,5355.7017,145.6029,-19.972
6.0,35.5,15.0,15086.4837,5355.7017,159.7953,-12.1714
6.0,35.5,16.5,15086.4837,5355.7017,173.9877,-4.3708
6.0,35.5,18.0,15086.4837,5355.7017,188.1801,3.4297
6.0,35.5,18.5,15086.4837,5355.7017,192.9109,6.0299
6.0,35.5,20.0,15086.4837,5355.7017,207.1033,13.8305
6.0,35.5,22.0,15086.4837,5355.7017,226.0265,24.2313
6.0,35.5,25.5,15086.4837,5355.7017,259.1421,42.4327
6.0,36.5,12.0,15086.4837,5506.5666,134.6088,-26.0147
6.0,36.5,13.5,15086.4837,5506.5666,149.201,-17.9944
6.0,36.5,15.0,15086.4837,5506.5666,163.7931,-9.9741
6.0,36.5,16.5,15086.4837,5506.5666,178.3853,-1.9538
6.0,36.5,18.0,15086.4837,5506.5666,192.9775,6.0666
6.0,36.5,18.5,15086.4837,5506.5666,197.8416,8.74
6.0,36.5,20.0,15086.4837,5506.5666,212.4338,16.7603
6.0,36.5,22.0,15086.4837,5506.5666,231.89,27.4541
6.0,36.5,25.5,15086.4837,5506.5666,265.9384,46.1682
6.0,37.5,12.0,15086.4837,5657.4314,137.8071,-24.2569
6.0,37.5,13.5,15086.4837,5657.4314,152.799,-16.0168
6.0,37.5,15.0,15086.4837,5657.4314,167.791,-7.7767
6.0,37.5,16.5,15086.4837,5657.4314,182.783,0.4633
6.0,37.5,18.0,15086.4837,5657.4314,197.7749,8.7034
6.0,37.5,18.5,15086.4837,5657.4314,202.7723,11.4501
6.0,37.5,20.0,15086.4837,5657.4314,217.7642,19.6901
6.0,37.5,22.0,15086.4837,5657.4314,237.7535,30.6769
6.0,37.5,25.5,15086.4837,5657.4314,272.7348,49.9037
6.0,39.0,12.0,15086.4837,5883.7286,142.6045,-21.62
6.0,39.0,13.5,15086.4837,5883.7286,158.1961,-13.0504
6.0,39.0,15.0,15086.4837,5883.7286,173.7878,-4.4807
6.0,39.0,16.5,15086.4837,5883.7286,189.3794,4.089
6.0,39.0,18.0,15086.4837,5883.7286,204.9711,12.6586
6.0,39.0,18.5,15086.4837,5883.7286,210.1683,15.5152
6.0,39.0,20.0,15086.4837,5883.7286,225.76,24.0848
6.0,39.0,22.0,15086.4837,5883.7286,246.5488,35.5111
6.0,39.0,25.5,15086.4837,5883.7286,282.9293,55.5069
6.0,41.0,12.0,15086.4837,6185.4583,149.0011,-18.1043
6.0,41.0,13.5,15086.4837,6185.4583,165.3923,-9.0951
6.0,41.0,15.0,15086.4837,6185.4583,181.7835,-0.086
6.0,41.0,16.5,15086.4837,6185.4583,198.1747,8.9231
6.0,41.0,18.0,15086.4837,6185.4583,214.5659,17.9323
6.0,41.0,18.5,15086.4837,6185.4583,220.0297,20.9353
6.0,41.0,20.0,15086.4837,6185.4583,236.4209,29.9444
6.0,41.0,22.0,15086.4837,6185.4583,258.2759,41.9566
6.0,41.0,25.5,15086.4837,6185.4583,296.522,62.9779
8.0,32.0,12.0,15371.1343,4918.763,122.1475,-32.8638
8.0,32.0,13.5,15371.1343,4918.763,135.1821,-25.6997
8.0,32.0,15.0,15371.1343,4918.763,148.2166,-18.5355
8.0,32.0,16.5,15371.1343,4918.763,161.2511,-11.3713
8.0,32.0,18.0,15371.1343,4918.763,174.2856,-4.2071
8.0,32.0,18.5,15371.1343,4918.763,178.6305,-1.819
8.0,32.0,20.0,15371.1343,4918.763,191.665,5.3452
8.0,32.0,22.0,15371.1343,4918.763,209.0444,14.8974
8.0,32.0,25.5,15371.1343,4918.763,239.4583,31.6139
8.0,34.0,12.0,15371.1343,5226.1857,128.6648,-29.2817
8.0,34.0,13.5,15371.1343,5226.1857,142.514,-21.6698
8.0,34.0,15.0,15371.1343,5226.1857,156.3632,-14.0578
8.0,34.0,16.5,15371.1343,5226.1857,170.2123,-6.4459
8.0,34.0,18.0,15371.1343,5226.1857,184.0615,1.1661
8.0,34.0,18.5,15371.1343,5226.1857,188.6779,3.7034
8.0,34.0,20.0,15371.1343,5226.1857,202.5271,11.3153
8.0,34.0,22.0,15371.1343,5226.1857,220.9927,21.4646
8.0,34.0,25.5,15371.1343,5226.1857,253.3075,39.2258
8.0,35.5,12.0,15371.1343,5456.7527,133.5527,-26.5952
8.0,35.5,13.5,15371.1343,5456.7527,148.0129,-18.6474
8.0,35.5,15.0,15371.1343,5456.7527,162.4731,-10.6996
8.0,35.5,16.5,15371.1343,5456.7527,176.9333,-2.7519
8.0,35.5,18.0,15371.1343,5456.7527,191.3935,5.1959
8.0,35.5,18.5,15371.1343,5456.7527,196.2135,7.8452
8.0,35.5,20.0,15371.1343,5456.7527,210.6737,15.793
8.0,35.5,22.0,15371.1343,5456.7527,229.9539,26.39
8.0,35.5,25.5,15371.1343,5456.7527,263.6944,44.9348
8.0,36.5,12.0,15371.1343,5610.464,136.8114,-24.8041
8.0,36.5,13.5,15371.1343,5610.464,151.6789,-16.6325
8.0,36.5,15.0,15371.1343,5610.464,166.5464,-8.4608
8.0,36.5,16.5,15371.1343,5610.464,181.4139,-0.2892
8.0,36.5,18.0,15371.1343,5610.464,196.2814,7.8825
8.0,36.5,18.5,15371.1343,5610.464,201.2372,10.6064
8.0,36.5,20.0,15371.1343,5610.464,216.1047,18.778
8.0,36.5,22.0,15371.1343,5610.464,235.9281,29.6736
8.0,36.5,25.5,15371.1343,5610.464,270.6189,48.7408
8.0,37.5,12.0,15371.1343,5764.1754,140.07,-23.0131
8.0,37.5,13.5,15371.1343,5764.1754,155.3448,-14.6175
8.0,37.5,15.0,15371.1343,5764.1754,170.6197,-6.222
8.0,37.5,16.5,15371.1343,5764.1754,185.8945,2.1735
8.0,37.5,18.0,15371.1343,5764.1754,201.1694,10.5691
8.0,37.5,18.5,15371.1343,5764.1754,206.261,13.3676
8.0,37.5,20.0,15371.1343,5764.1754,221.5358,21.7631
8.0,37.5,22.0,15371.1343,5764.1754,241.9022,32.9572
8.0,37.5,25.5,15371.1343,5764.1754,277.5435,52.5467
8.0,39.0,12.0,15371.1343,5994.7424,144.958,-20.3265
8.0,39.0,13.5,15371.1343,5994.7424,160.8438,-11.5952
8.0,39.0,15.0,15371.1343,5994.7424,176.7296,-2.8638
8.0,39.0,16.5,15371.1343,5994.7424,192.6154,5.8676
8.0,39.0,18.0,15371.1343,5994.7424,208.5013,14.5989
8.0,39.0,18.5,15371.1343,5994.7424,213.7966,17.5094
8.0,39.0,20.0,15371.1343,5994.7424,229.6824,26.2407
8.0,39.0,22.0,15371.1343,5994.7424,250.8635,37.8825
8.0,39.0,25.5,15371.1343,5994.7424,287.9304,58.2557
8.0,41.0,12.0,15371.1343,6302.1651,151.4752,-16.7444
8.0,41.0,13.5,15371.1343,6302.1651,168.1757,-7.5653
8.0,41.0,15.0,15371.1343,6302.1651,184.8762,1.6138
8.0,41.0,16.5,15371.1343,6302.1651,201.5767,10.7929
8.0,41.0,18.0,15371.1343,6302.1651,218.2772,19.9721
8.0,41.0,18.5,15371.1343,6302.1651,223.844,23.0318
8.0,41.0,20.0,15371.1343,6302.1651,240.5445,32.2109
8.0,41.0,22.0,15371.1343,6302.1651,262.8118,44.4497
8.0,41.0,25.5,15371.1343,6302.1651,301.7796,65.8677
10.0,32.0,12.0,15655.785,5009.8512,124.0786,-31.8025
10.0,32.0,13.5,15655.785,5009.8512,137.3545,-24.5056
10.0,32.0,15.0,15655.785,5009.8512,150.6304,-17.2088
10.0,32.0,16.5,15655.785,5009.8512,163.9063,-9.9119
10.0,32.0,18.0,15655.785,5009.8512,177.1822,-2.615
10.0,32.0,18.5,15655.785,5009.8512,181.6075,-0.1828
10.0,32.0,20.0,15655.785,5009.8512,194.8834,7.1141
10.0,32.0,22.0,15655.785,5009.8512,212.5846,16.8433
10.0,32.0,25.5,15655.785,5009.8512,243.5617,33.8693
10.0,34.0,12.0,15655.785,5322.9669,130.7165,-28.154
10.0,34.0,13.5,15655.785,5322.9669,144.8222,-20.4011
10.0,34.0,15.0,15655.785,5322.9669,158.9278,-12.6482
10.0,34.0,16.5,15655.785,5322.9669,173.0335,-4.8953
10.0,34.0,18.0,15655.785,5322.9669,187.1391,2.8576
10.0,34.0,18.5,15655.785,5322.9669,191.841,5.4419
10.0,34.0,20.0,15655.785,5322.9669,205.9467,13.1948
10.0,34.0,22.0,15655.785,5322.9669,224.7542,23.532
10.0,34.0,25.5,15655.785,5322.9669,257.6674,41.6222
10.0,35.5,12.0,15655.785,5557.8037,135.695,-25.4177
10.0,35.5,13.5,15655.785,5557.8037,150.4229,-17.3228
10.0,35.5,15.0,15655.785,5557.8037,165.1509,-9.2278
10.0,35.5,16.5,15655.785,5557.8037,179.8789,-1.1329
10.0,35.5,18.0,15655.785,5557.8037,194.6068,6.9621
10.0,35.5,18.5,15655.785,5557.8037,199.5161,9.6604
10.0,35.5,20.0,15655.785,5557.8037,214.2441,17.7554
10.0,35.5,22.0,15655.785,5557.8037,233.8814,28.5486
10.0,35.5,25.5,15655.785,5557.8037,268.2466,47.4369
10.0,36.5,12.0,15655.785,5714.3615,139.014,-23.5935
10.0,36.5,13.5,15655.785,5714.3615,154.1568,-15.2705
10.0,36.5,15.0,15655.785,5714.3615,169.2996,-6.9475
10.0,36.5,16.5,15655.785,5714.3615,184.4425,1.3754
10.0,36.5,18.0,15655.785,5714.3615,199.5853,9.6984
10.0,36.5,18.5,15655.785,5714.3615,204.6329,12.4727
10.0,36.5,20.0,15655.785,5714.3615,219.7757,20.7957
10.0,36.5,22.0,15655.785,5714.3615,239.9662,31.893
10.0,36.5,25.5,15655.785,5714.3615,275.2995,51.3133
10.0,37.5,12.0,15655.785,5870.9194,142.3329,-21.7693
10.0,37.5,13.5,15655.785,5870.9194,157.8906,-13.2183
10.0,37.5,15.0,15655.785,5870.9194,173.4484,-4.6673
10.0,37.5,16.5,15655.785,5870.9194,189.0061,3.8837
10.0,37.5,18.0,15655.785,5870.9194,204.5638,12.4347
10.0,37.5,18.5,15655.785,5870.9194,209.7497,15.2851
10.0,37.5,20.0,15655.785,5870.9194,225.3074,23.8361
10.0,37.5,22.0,15655.785,5870.9194,246.051,35.2374
10.0,37.5,25.5,15655.785,5870.9194,282.3523,55.1898
10.0,39.0,12.0,15655.785,6105.7561,147.3114,-19.033
10.0,39.0,13.5,15655.785,6105.7561,163.4914,-10.1399
10.0,39.0,15.0,15655.785,6105.7561,179.6714,-1.2469
10.0,39.0,16.5,15655.785,6105.7561,195.8514,7.6462
10.0,39.0,18.0,15655.785,6105.7561,212.0315,16.5392
10.0,39.0,18.5,15655.785,6105.7561,217.4248,19.5036
10.0,39.0,20.0,15655.785,6105.7561,233.6048,28.3966
10.0,39.0,22.0,15655.785,6105.7561,255.1782,40.254
10.0,39.0,25.5,15655.785,6105.7561,292.9315,61.0045
10.0,41.0,12.0,15655.785,6418.8718,153.9494,-15.3845
10.0,41.0,13.5,15655.785,6418.8718,170.9591,-6.0354
10.0,41.0,15.0,15655.785,6418.8718,187.9689,3.3137
10.0,41.0,16.5,15655.785,6418.8718,204.9786,12.6628
10.0,41.0,18.0,15655.785,6418.8718,221.9884,22.0119
10.0,41.0,18.5,15655.785,6418.8718,227.6583,25.1282
10.0,41.0,20.0,15655.785,6418.8718,244.6681,34.4773
10.0,41.0,22.0,15655.785,6418.8718,267.3477,46.9428
10.0,41.0,25.5,15655.785,6418.8718,307.0372,68.7574
12.0,32.0,12.0,15940.4356,5100.9394,126.0096,-30.7411
12.0,32.0,13.5,15940.4356,5100.9394,139.5269,-23.3116
12.0,32.0,15.0,15940.4356,5100.9394,153.0442,-15.8821
12.0,32.0,16.5,15940.4356,5100.9394,166.5615,-8.4525
12.0,32.0,18.0,15940.4356,5100.9394,180.0788,-1.023
12.0,32.0,18.5,15940.4356,5100.9394,184.5845,1.4535
12.0,32.0,20.0,15940.4356,5100.9394,198.1018,8.883
12.0,32.0,22.0,15940.4356,5100.9394,216.1249,18.7891
12.0,32.0,25.5,15940.4356,5100.9394,247.6652,36.1247
12.0,34.0,12.0,15940.4356,5419.7481,132.7683,-27.0264
12.0,34.0,13.5,15940.4356,5419.7481,147.1304,-19.1325
12.0,34.0,15.0,15940.4356,5419.7481,161.4925,-11.2386
12.0,34.0,16.5,15940.4356,5419.7481,175.8546,-3.3447
12.0,34.0,18.0,15940.4356,5419.7481,190.2167,4.5492
12.0,34.0,18.5,15940.4356,5419.7481,195.0041,7.1804
12.0,34.0,20.0,15940.4356,5419.7481,209.3662,15.0743
12.0,34.0,22.0,15940.4356,5419.7481,228.5157,25.5995
12.0,34.0,25.5,15940.4356,5419.7481,262.0273,44.0185
12.0,35.5,12.0,15940.4356,5658.8546,137.8372,-24.2403
12.0,35.5,13.5,15940.4356,5658.8546,152.833,-15.9981
12.0,35.5,15.0,15940.4356,5658.8546,167.8287,-7.756
12.0,35.5,16.5,15940.4356,5658.8546,182.8245,0.4861
12.0,35.5,18.0,15940.4356,5658.8546,197.8202,8.7283
12.0,35.5,18.5,15940.4356,5658.8546,202.8188,11.4756
12.0,35.5,20.0,15940.4356,5658.8546,217.8145,19.7178
12.0,35.5,22.0,15940.4356,5658.8546,237.8088,30.7073
12.0,35.5,25.5,15940.4356,5658.8546,272.7989,49.9389
12.0,36.5,12.0,15940.4356,5818.259,141.2166,-22.3829
12.0,36.5,13.5,15940.4356,5818.259,156.6347,-13.9086
12.0,36.5,15.0,15940.4356,5818.259,172.0529,-5.4343
12.0,36.5,16.5,15940.4356,5818.259,187.471,3.04
12.0,36.5,18.0,15940.4356,5818.259,202.8892,11.5143
12.0,36.5,18.5,15940.4356,5818.259,208.0286,14.3391
12.0,36.5,20.0,15940.4356,5818.259,223.4467,22.8134
12.0,36.5,22.0,15940.4356,5818.259,244.0043,34.1125
12.0,36.5,25.5,15940.4356,5818.259,279.98,53.8859
12.0,37.5,12.0,15940.4356,5977.6634,144.5959,-20.5255
12.0,37.5,13.5,15940.4356,5977.6634,160.4365,-11.819
12.0,37.5,15.0,15940.4356,5977.6634,176.277,-3.1126
12.0,37.5,16.5,15940.4356,5977.6634,192.1176,5.5939
12.0,37.5,18.0,15940.4356,5977.6634,207.9582,14.3004
12.0,37.5,18.5,15940.4356,5977.6634,213.2384,17.2026
12.0,37.5,20.0,15940.4356,5977.6634,229.0789,25.9091
12.0,37.5,22.0,15940.4356,5977.6634,250.1997,37.5177
12.0,37.5,25.5,15940.4356,5977.6634,287.161,57.8328
12.0,39.0,12.0,15940.4356,6216.7699,149.6649,-17.7394
12.0,39.0,13.5,15940.4356,6216.7699,166.1391,-8.6847
12.0,39.0,15.0,15940.4356,6216.7699,182.6133,0.37
12.0,39.0,16.5,15940.4356,6216.7699,199.0874,9.4248
12.0,39.0,18.0,15940.4356,6216.7699,215.5616,18.4795
12.0,39.0,18.5,15940.4356,6216.7699,221.053,21.4978
12.0,39.0,20.0,15940.4356,6216.7699,237.5272,30.5525
12.0,39.0,22.0,15940.4356,6216.7699,259.4928,42.6255
12.0,39.0,25.5,15940.4356,6216.7699,297.9326,63.7532
12.0,41.0,12.0,15940.4356,6535.5786,156.4235,-14.0247
12.0,41.0,13.5,15940.4356,6535.5786,173.7425,-4.5056
12.0,41.0,15.0,15940.4356,6535.5786,191.0616,5.0135
12.0,41.0,16.5,15940.4356,6535.5786,208.3806,14.5326
12.0,41.0,18.0,15940.4356,6535.5786,225.6996,24.0517
12.0,41.0,18.5,15940.4356,6535.5786,231.4726,27.2247
12.0,41.0,20.0,15940.4356,6535.5786,248.7916,36.7438
12.0,41.0,22.0,15940.4356,6535.5786,271.8837,49.4359
12.0,41.0,25.5,15940.4356,6535.5786,312.2947,71.6471
14.0,32.0,12.0,16225.0863,5192.0276,127.9407,-29.6798
14.0,32.0,13.5,16225.0863,5192.0276,141.6993,-22.1176
14.0,32.0,15.0,16225.0863,5192.0276,155.458,-14.5554
14.0,32.0,16.5,16225.0863,5192.0276,169.2167,-6.9932
14.0,32.0,18.0,16225.0863,5192.0276,182.9753,0.569
14.0,32.0,18.5,16225.0863,5192.0276,187.5615,3.0898
14.0,32.0,20.0,16225.0863,5192.0276,201.3202,10.652
14.0,32.0,22.0,16225.0863,5192.0276,219.6651,20.7349
14.0,32.0,25.5,16225.0863,5192.0276,251.7687,38.3801
14.0,34.0,12.0,16225.0863,5516.5293,134.82,-25.8987
14.0,34.0,13.5,16225.0863,5516.5293,149.4386,-17.8638
14.0,34.0,15.0,16225.0863,5516.5293,164.0572,-9.829
14.0,34.0,16.5,16225.0863,5516.5293,178.6757,-1.7941
14.0,34.0,18.0,16225.0863,5516.5293,193.2943,6.2407
14.0,34.0,18.5,16225.0863,5516.5293,198.1672,8.919
14.0,34.0,20.0,16225.0863,5516.5293,212.7858,16.9538
14.0,34.0,22.0,16225.0863,5516.5293,232.2772,27.6669
14.0,34.0,25.5,16225.0863,5516.5293,266.3872,46.4149
14.0,35.5,12.0,16225.0863,5759.9056,139.9795,-23.0628
14.0,35.5,13.5,16225.0863,5759.9056,155.243,-14.6735
14.0,35.5,15.0,16225.0863,5759.9056,170.5065,-6.2842
14.0,35.5,16.5,16225.0863,5759.9056,185.7701,2.1051
14.0,35.5,18.0,16225.0863,5759.9056,201.0336,10.4944
14.0,35.5,18.5,16225.0863,5759.9056,206.1214,13.2909
14.0,35.5,20.0,16225.0863,5759.9056,221.3849,21.6802
14.0,35.5,22.0,16225.0863,5759.9056,241.7363,32.8659
14.0,35.5,25.5,16225.0863,5759.9056,277.3512,52.441
14.0,36.5,12.0,16225.0863,5922.1565,143.4192,-21.1723
14.0,36.5,13.5,16225.0863,5922.1565,159.1126,-12.5466
14.0,36.5,15.0,16225.0863,5922.1565,174.8061,-3.921
14.0,36.5,16.5,16225.0863,5922.1565,190.4996,4.7046
14.0,36.5,18.0,16225.0863,5922.1565,206.1931,13.3303
14.0,36.5,18.5,16225.0863,5922.1565,211.4242,16.2055
14.0,36.5,20.0,16225.0863,5922.1565,227.1177,24.8311
14.0,36.5,22.0,16225.0863,5922.1565,248.0424,36.332
14.0,36.5,25.5,16225.0863,5922.1565,284.6605,56.4584
14.0,37.5,12.0,16225.0863,6084.4073,146.8588,-19.2817
14.0,37.5,13.5,16225.0863,6084.4073,162.9823,-10.4198
14.0,37.5,15.0,16225.0863,6084.4073,179.1057,-1.5578
14.0,37.5,16.5,16225.0863,6084.4073,195.2291,7.3041
14.0,37.5,18.0,16225.0863,6084.4073,211.3526,16.1661
14.0,37.5,18.5,16225.0863,6084.4073,216.7271,19.1201
14.0,37.5,20.0,16225.0863,6084.4073,232.8505,27.982
14.0,37.5,22.0,16225.0863,6084.4073,254.3484,39.798
14.0,37.5,25.5,16225.0863,6084.4073,291.9698,60.4759
14.0,39.0,12.0,16225.0863,6327.7836,152.0183,-16.4459
14.0,39.0,13.5,16225.0863,6327.7836,168.7867,-7.2295
14.0,39.0,15.0,16225.0863,6327.7836,185.5551,1.987
14.0,39.0,16.5,16225.0863,6327.7836,202.3235,11.2034
14.0,39.0,18.0,16225.0863,6327.7836,219.0918,20.4198
14.0,39.0,18.5,16225.0863,6327.7836,224.6813,23.492
14.0,39.0,20.0,16225.0863,6327.7836,241.4497,32.7084
14.0,39.0,22.0,16225.0863,6327.7836,263.8075,44.997
14.0,39.0,25.5,16225.0863,6327.7836,302.9337,66.502
14.0,41.0,12.0,16225.0863,6652.2854,158.8977,-12.6648
14.0,41.0,13.5,16225.0863,6652.2854,176.5259,-2.9757
14.0,41.0,15.0,16225.0863,6652.2854,194.1542,6.7133
14.0,41.0,16.5,16225.0863,6652.2854,211.7825,16.4024
14.0,41.0,18.0,16225.0863,6652.2854,229.4108,26.0915
14.0,41.0,18.5,16225.0863,6652.2854,235.2869,29.3212
14.0,41.0,20.0,16225.0863,6652.2854,252.9152,39.0102
14.0,41.0,22.0,16225.0863,6652.2854,276.4196,51.929
14.0,41.0,25.5,16225.0863,6652.2854,317.5523,74.5368
16.0,32.0,12.0,16509.7369,5283.1158,129.8717,-28.6184
16.0,32.0,13.5,16509.7369,5283.1158,143.8717,-20.9235
16.0,32.0,15.0,16509.7369,5283.1158,157.8718,-13.2287
16.0,32.0,16.5,16509.7369,5283.1158,171.8718,-5.5338
16.0,32.0,18.0,16509.7369,5283.1158,185.8719,2.1611
16.0,32.0,18.5,16509.7369,5283.1158,190.5386,4.726
16.0,32.0,20.0,16509.7369,5283.1158,204.5386,12.4209
16.0,32.0,22.0,16509.7369,5283.1158,223.2053,22.6807
16.0,32.0,25.5,16509.7369,5283.1158,255.8721,40.6354
16.0,34.0,12.0,16509.7369,5613.3105,136.8717,-24.771
16.0,34.0,13.5,16509.7369,5613.3105,151.7468,-16.5952
16.0,34.0,15.0,16509.7369,5613.3105,166.6218,-8.4194
16.0,34.0,16.5,16509.7369,5613.3105,181.4969,-0.2436
16.0,34.0,18.0,16509.7369,5613.3105,196.3719,7.9322
16.0,34.0,18.5,16509.7369,5613.3105,201.3303,10.6575
16.0,34.0,20.0,16509.7369,5613.3105,216.2053,18.8333
16.0,34.0,22.0,16509.7369,5613.3105,236.0387,29.7344
16.0,34.0,25.5,16509.7369,5613.3105,270.7472,48.8112
16.0,35.5,12.0,16509.7369,5860.9566,142.1217,-21.8854
16.0,35.5,13.5,16509.7369,5860.9566,157.653,-13.3489
16.0,35.5,15.0,16509.7369,5860.9566,173.1843,-4.8124
16.0,35.5,16.5,16509.7369,5860.9566,188.7156,3.7241
16.0,35.5,18.0,16509.7369,5860.9566,204.2469,12.2606
16.0,35.5,18.5,16509.7369,5860.9566,209.424,15.1061
16.0,35.5,20.0,16509.7369,5860.9566,224.9554,23.6426
16.0,35.5,22.0,16509.7369,5860.9566,245.6638,35.0246
16.0,35.5,25.5,16509.7369,5860.9566,281.9035,54.9431
16.0,36.5,12.0,16509.7369,6026.054,145.6217,-19.9617
16.0,36.5,13.5,16509.7369,6026.054,161.5906,-11.1847
