city,dump_date,yearago_date,days_apart,matched,partial_scope,listings_yoy,reviews_ltm_all_yoy,reviews_l30d_all_yoy,reviews_ltm_matched_yoy,reviews_l30d_matched_yoy,blocked_30_yoy_pts,blocked_90_yoy_pts,blocked_30_matched_yoy_pts
paris,2025-06-06,2024-06-10,361,66468,False,-0.12337696198571202,0.050208197763425666,0.07101443923335427,0.0935725030311263,0.018636292550695988,0.06683506982471132,0.08898437379570323,0.056382018414876334
paris,2025-09-12,2024-09-06,371,67773,False,-0.14255036088035955,0.05323102275083946,-0.01683321754929723,0.18506763761151657,-0.06277701360232313,0.04913529436543662,0.032497616332389234,0.03498640068070369
paris,2025-12-13,2024-12-06,372,66688,False,-0.0987136250288363,0.042064942040594744,-0.03789731051344747,0.12811022464152821,-0.1653099789228868,0.006556486542088957,0.015834563805863233,0.010723568458093413
paris,2026-01-17,2024-12-06,407,36939,True,-0.4429919477980029,-0.06795663591977685,-0.08117879623367841,0.2163089148279982,-0.04808724399982822,-0.13048269862890538,-0.13039435237482766,-0.03027784545692458
paris,2026-02-18,2025-03-03,352,38491,True,-0.4079522216025283,-0.06712811903314386,-0.13930376036403225,0.18786736291534645,-0.1549837326234842,-0.1715363463665951,-0.17974754313122876,-0.09181626873814652
paris,2026-03-21,2025-03-03,383,28527,True,-0.5575966722439115,-0.17031161978704767,-0.1913402752575305,0.1947703166187642,-0.07815956348621145,-0.0968784641720426,-0.16190306186650105,0.00013554410441551923
paris,2026-04-19,2025-03-03,412,29136,True,-0.5446295779884737,-0.144747679258999,0.1860919572317914,0.18431210321790492,0.3804961089494163,-0.1454397453573648,-0.15941021764470664,-0.04633786381109273
paris,2026-05-23,2025-06-06,351,30664,True,-0.5265837844268634,-0.17583568826759222,-0.32790842010895804,0.13310548978983494,-0.2301192428495984,-0.06501981250519717,-0.14374075572035983,0.014842595008261572
paris,2026-06-16,2025-06-06,375,63051,False,-0.07585509487835351,-0.005202345263806363,-0.06106475415488588,0.02973309203461283,-0.13787912828577853,-0.015197830137694268,-0.009116806826416246,-0.015336262179294069
paris,2026-07-15,2025-06-06,404,62179,False,-0.07119148176789003,-0.008350614790061606,-0.08328735949244881,0.012944455077186001,-0.1559653968181507,-0.13554598561866693,-0.019565992923854747,-0.11839742249526908
paris,2026-08-15,2025-09-12,337,63454,False,-0.04091481069722547,-0.010668341245006374,0.02315469072725307,-0.0022864802002641182,-0.11297688952989249,-0.10693350573727678,-0.023417892314760325,-0.09619251741418977
rome,2023-12-15,2022-12-13,367,19903,False,0.2039945863921584,0.34939964949379365,0.1516195727084768,0.22600322908257597,-0.08368769194424763,-0.07549451887405834,-0.04407113567785481,0.004815019511296481
rome,2024-03-22,2023-03-15,373,20046,False,0.21641791044776126,0.2619646259686814,0.1374261708676483,0.1854192378955053,-0.13658057271195956,-0.08510126375376914,-0.10496551580471603,-0.044577471814825964
rome,2024-06-15,2023-06-10,371,21188,False,0.22802407068860453,0.21377299404181893,0.19311848256023012,0.11888382771656314,-0.13247422680412368,-0.13610759377572612,-0.13160638070763442,-0.09112862626644014
rome,2024-09-11,2023-09-07,370,22641,False,0.2158563575355179,0.15333379127169477,0.04735517977134496,0.05571662905382824,-0.2028858126419102,-0.10511866936301417,-0.0875635035773199,-0.08000971688529657
rome,2024-12-12,2023-12-15,363,23278,False,0.20063357972544882,0.11033567823662138,0.06716383556599004,0.01897874954788903,-0.15176166076805242,-0.07357541190377859,-0.07896338365689737,-0.05304579431222611
rome,2025-03-05,2024-03-22,348,22948,False,0.13932317435187014,0.09172189638423944,0.02578073575660067,0.07887050149572428,-0.1886228804645096,-0.09667334077209044,-0.0461316529437078,-0.06855354133984082
rome,2025-06-12,2024-06-15,362,24398,False,0.1261048909840896,0.06581850272098833,0.015200889073065937,0.023397515184848006,-0.19482134529546313,-0.13376154770727444,-0.07545435712077275,-0.11229472361122506
rome,2025-09-14,2024-09-11,368,26147,False,0.10542849593376591,0.05658646792679067,0.10593529554852843,0.01605813803165468,-0.09769219878238711,-0.03061480166292374,-0.029795129312389923,-0.021418645861220442
rome,2025-12-16,2024-12-12,369,27465,False,0.054330865038159315,0.06618512811490418,-0.01147441980847208,0.015766800305034412,-0.1771811424100157,-0.041351925316442384,0.01227642873991952,-0.028744462649432645
rome,2026-01-18,2024-12-12,402,27185,False,0.05904048571509635,0.06956079585330355,0.20390820464153214,0.014763290669842943,-0.009338444903175036,-0.03763693297533499,0.05244138327686876,-0.024090491079639453
rome,2026-02-18,2025-03-05,350,25148,False,-0.04973655260262866,0.037519458150918394,-0.2202773519660618,0.07271136316843552,-0.31028052873658474,-0.08671262444585637,-0.08182751791756337,-0.0770651078945973
rome,2026-03-24,2025-03-05,384,22379,True,-0.12966822998089278,0.008406710373931814,0.1317243592028805,0.08076223022918905,0.03635494939842765,0.06247629117563036,-0.013079195752363382,0.06857172646975584
rome,2026-04-20,2025-03-05,411,21891,True,-0.14179839036535236,0.013216745551506648,0.545791593882571,0.07194382875057403,0.40255871012968814,0.12976067901475397,-0.02160699446463399,0.13641679228906856
rome,2026-05-25,2025-06-12,347,30006,False,0.009749648847393155,0.07169169790780217,0.028258126762654046,0.07782509821908912,-0.07029869670955535,0.13213403698850967,0.05698256246157407,0.13568175253838122
rome,2026-06-20,2025-06-12,373,29705,False,0.021344570216750736,0.08019005343575825,0.024398842214635508,0.07107576879965971,-0.07734065519481881,0.03423182170493311,0.017742924098585466,0.0391359479324469
rome,2026-07-18,2025-06-12,401,29399,False,0.02318984273871494,0.08725859993713447,-0.1433130473504527,0.0667350928428685,-0.23254192894258796,-0.02104459371280354,0.039397860616022795,-0.014853112917672995
rome,2026-08-25,2025-09-14,345,31001,False,-0.004488473387867842,0.07118430694650613,-0.07868690201253714,0.09008294129872096,-0.17054594199366313,-0.09461744425852014,0.004789898445469176,-0.09483349999462376
san-diego,2025-12-11,2025-03-16,270,10350,False,0.013316911708105561,-0.01090258393918131,-0.15560936238902345,0.04033530266942997,-0.2315049226441631,-0.05117526900382352,-0.030978854539149503,-0.04558776167471823
san-diego,2025-12-22,2025-03-16,281,10270,False,0.006542991301670353,-0.009145312424659657,-0.19975786924939465,0.03934470922091271,-0.2750611246943765,-0.04767325871116568,-0.02950228135255495,-0.042742616033755176
san-diego,2026-01-23,2025-03-16,313,10109,False,0.008005542298514357,-0.014974310619170317,-0.028652138821630313,0.031103739861914725,-0.11904761904761907,-0.023914861964258516,-0.004195970710817343,-0.01696508062122859
san-diego,2026-02-25,2025-03-16,346,8603,False,-0.12039103995073508,-0.07470011197248372,-0.14987893462469737,0.036358298226807584,-0.1760253656540861,0.017921362589198853,-0.010294337330989833,0.028249835328761352
san-diego,2026-03-29,2025-03-16,378,8671,False,-0.09437302748056342,-0.0383438787482655,0.15609362389023396,0.04262959274239986,0.09790777980905951,0.015575493159612264,0.004871533703437403,0.02836658593780028
san-diego,2026-04-26,2025-03-16,406,8560,False,-0.10145485336001847,-0.01837098787589808,0.3103309120258273,0.04864458859679077,0.24389493125384765,-0.03639512231849351,0.051271855781010345,-0.02396806853582556
san-diego,2026-05-27,2025-06-21,340,9101,False,-0.08928158036885558,0.030017232930864557,-0.10206046601193919,0.1052292234744181,-0.15437607640519801,-0.0436383590533036,0.025051099069377747,-0.039874739039665874
san-diego,2026-06-27,2025-06-21,371,9765,False,0.02052627517555372,0.05941231851741735,0.10719558379870331,0.09180516441235964,0.006938020351526353,0.037582127639377294,0.016793368475691572,0.03832735961768219
san-diego,2026-07-21,2025-06-21,395,9539,False,0.017979782390616483,0.052585214916120115,0.16015148597470952,0.08548868482574168,0.05869905956112853,-0.00021105615968730618,-0.016933700216768766,0.0006814131460322059
san-diego,2026-08-29,2025-09-25,338,10127,False,0.013675733171250481,0.05711378612343343,0.3190973799787975,0.10348794110504733,0.2082625413574175,-0.007758513791712551,0.008234305909931239,-0.004469898950001716
sydney,2026-06-16,2025-09-12,277,13587,False,0.16034968979131414,0.10025592747207268,-0.07145292152451077,0.06841427197561245,-0.2921106980586534,-0.09100202101646027,-0.06935064653207634,-0.07838865582296795
sydney,2026-07-15,2025-09-12,306,13353,False,0.1695431472081219,0.09811057884030028,-0.11399740914979206,0.05563919014409047,-0.35095386166904785,-0.07662974311210269,-0.05053916299024708,-0.06400059911630351
sydney,2026-08-15,2025-09-12,337,13129,False,0.17129159616469258,0.10510189144031146,-0.05215790550214772,0.037142679977677284,-0.3081291853861151,-0.038341449840625486,-0.02543370851057125,-0.02868459136263235
