group,window,n,mean_car_pct,median_car_pct,share_positive,t_stat,p_value
PT raise (all),"[0,1]",206,3.5376440313230697,1.1614051117116753,0.5776699029126213,6.140603570506753,4.197108851602378e-09
PT raise (all),"[0,5]",206,1.625717884152683,0.6257569771233369,0.5339805825242718,2.891539630161414,0.004246932638771704
PT raise (all),"[0,20]",206,0.4188007600737356,-0.9021460255122977,0.45145631067961167,0.5670859710008378,0.5712761973281881
PT raise (all),"[-1,1]",206,4.240088479176096,1.0806663632023628,0.5922330097087378,6.976520172706182,4.09699378008127e-11
PT raise (all),"[-5,-1]",206,1.3564603006727713,0.8686344729423805,0.5825242718446602,3.6138277493357918,0.0003796174794051336
PT raise (ex-print week),"[0,0]",91,-0.20274372356835452,-0.024848014991762535,0.4835164835164835,-1.151233427190049,0.25268550572620335
PT raise (ex-print week),"[0,1]",91,-0.43251546228869014,-0.2874284291495023,0.45054945054945056,-1.9287010772149462,0.05691956553715556
PT raise (ex-print week),"[0,5]",91,-0.3043857013575686,0.21877556681739396,0.5164835164835165,-0.6294280011006581,0.5306634488887596
PT raise (ex-print week),"[0,20]",91,-0.5092826293329797,-0.5587508535356289,0.4835164835164835,-0.4503759469574225,0.6535224432704004
PT raise (ex-print week),"[-1,1]",91,-0.05195812410036078,-0.0747296213061115,0.4835164835164835,-0.1484589497815741,0.8823127076679012
PT raise (ex-print week),"[-5,-1]",91,1.177968716736411,0.8443921793103566,0.6373626373626373,2.21459142877272,0.029313427447848473
analyst downgrade (all),"[0,0]",19,-1.5328790793543736,-1.207081939334166,0.3684210526315789,-2.914042528070086,0.00926009873473997
analyst downgrade (all),"[0,1]",19,-0.6344918095995272,-0.2972093297419063,0.42105263157894735,-0.9753995646264394,0.342289503947708
analyst downgrade (all),"[0,5]",19,1.2163242302449295,1.0976843410887016,0.6842105263157895,1.0664563613613987,0.3003134345866821
analyst downgrade (all),"[0,20]",19,1.6423427107638167,0.45881154329898344,0.5263157894736842,0.7997974011731103,0.4342569205198886
analyst downgrade (all),"[-1,1]",19,-0.6496749730093635,-0.20110848698271078,0.3684210526315789,-0.7457173563885485,0.46546577951283646
analyst downgrade (all),"[-5,-1]",19,0.5715556741455272,-0.16115294684050518,0.47368421052631576,0.4980852754654495,0.6244547430335939
analyst downgrade (ex-print week),"[0,0]",16,-1.1629653456466844,-0.9047582243697849,0.4375,-2.3878652128424878,0.030540298403468516
analyst downgrade (ex-print week),"[0,1]",16,-0.4465373376980051,-0.33684844766105815,0.4375,-0.7970997025523858,0.4378291148387151
analyst downgrade (ex-print week),"[0,5]",16,1.9152587450580678,0.8488440991380553,0.6875,1.6927643987035714,0.1111607088819771
analyst downgrade (ex-print week),"[0,20]",16,2.346563024357205,1.6644296779272025,0.5625,1.0952747395004299,0.29067149393850816
analyst downgrade (ex-print week),"[-1,1]",16,-0.439480759985197,-0.33386099213061265,0.3125,-0.5242466078742762,0.6077675563390693
analyst downgrade (ex-print week),"[-5,-1]",16,0.6823697434326985,0.8370628067224739,0.5,0.5231922837932633,0.6084832462399111
analyst initiation (all),"[0,0]",14,-0.01359456333392092,-0.03936851913178019,0.5,-0.0273860338475772,0.9785677825972677
analyst initiation (all),"[0,1]",14,0.13853024359756963,-0.3079148425947057,0.35714285714285715,0.26137675010409916,0.7978972132938914
analyst initiation (all),"[0,5]",14,1.711532299299629,1.2040619908653507,0.7142857142857143,1.6310207552486373,0.12686271715760775
analyst initiation (all),"[0,20]",14,2.003027256921246,0.8333478433325877,0.5714285714285714,1.1786318459993035,0.2596685148681063
analyst initiation (all),"[-1,1]",14,0.8019693021177188,0.37498825914062006,0.6428571428571429,1.734522734375249,0.10645611819141612
analyst initiation (all),"[-5,-1]",14,2.5373721315909643,2.292587134316552,0.7142857142857143,2.936728567700271,0.011562954217522039
analyst initiation (ex-print week),"[0,0]",14,-0.01359456333392092,-0.03936851913178019,0.5,-0.0273860338475772,0.9785677825972677
analyst initiation (ex-print week),"[0,1]",14,0.13853024359756963,-0.3079148425947057,0.35714285714285715,0.26137675010409916,0.7978972132938914
analyst initiation (ex-print week),"[0,5]",14,1.711532299299629,1.2040619908653507,0.7142857142857143,1.6310207552486373,0.12686271715760775
analyst initiation (ex-print week),"[0,20]",14,2.003027256921246,0.8333478433325877,0.5714285714285714,1.1786318459993035,0.2596685148681063
analyst initiation (ex-print week),"[-1,1]",14,0.8019693021177188,0.37498825914062006,0.6428571428571429,1.734522734375249,0.10645611819141612
analyst initiation (ex-print week),"[-5,-1]",14,2.5373721315909643,2.292587134316552,0.7142857142857143,2.936728567700271,0.011562954217522039
analyst upgrade (all),"[0,0]",23,2.6414333225151942,0.9839994590172378,0.5652173913043478,2.381848230211392,0.02630140323604978
analyst upgrade (all),"[0,1]",23,2.2823571105270113,0.8573447207928843,0.5652173913043478,1.7271177760425995,0.09816238802785576
analyst upgrade (all),"[0,5]",23,0.294889209002908,-1.4122742792671232,0.4782608695652174,0.2287749096938762,0.821157119739115
analyst upgrade (all),"[0,20]",23,-2.3443349213455122,-5.292257099769241,0.4782608695652174,-1.0013806565745973,0.3275304574767883
analyst upgrade (all),"[-1,1]",23,1.8623395654338386,1.1914330783222247,0.6086956521739131,1.41442181704101,0.1712355617474527
analyst upgrade (all),"[-5,-1]",23,0.7526835915743036,1.3790815984492248,0.6086956521739131,0.9299205230569101,0.36250449434238513
analyst upgrade (ex-print week),"[0,0]",17,0.5488663645946993,-0.024848014991762535,0.47058823529411764,1.3360226356266833,0.20023471261882217
analyst upgrade (ex-print week),"[0,1]",17,-0.422411043109836,-0.479166008634206,0.47058823529411764,-0.6966763567900833,0.49600321638170625
analyst upgrade (ex-print week),"[0,5]",17,-2.1936087909258504,-2.123239491692769,0.35294117647058826,-2.721081340107352,0.015104987176391358
analyst upgrade (ex-print week),"[0,20]",17,-5.896021002121219,-9.305817257929858,0.35294117647058826,-2.438685439961091,0.026771799789275016
analyst upgrade (ex-print week),"[-1,1]",17,-0.723200597091803,0.8095047678721604,0.5294117647058824,-0.9550407514667697,0.3537649750944726
analyst upgrade (ex-print week),"[-5,-1]",17,0.8780930084818611,1.3790815984492248,0.6470588235294118,1.0170261621652137,0.32427418462157476
jobs report,"[0,0]",60,1.0381020358555213,0.3378817573780971,0.5833333333333334,2.470765176079554,0.016390727097742527
jobs report,"[0,1]",60,1.2792052379127423,0.5678034182073827,0.6333333333333333,2.32953332315973,0.023273303699960605
jobs report,"[0,5]",60,0.5412082414264454,0.11020143649377873,0.5166666666666667,0.6028684965141086,0.548906603959637
jobs report,"[0,20]",60,1.6680764728312942,1.267748022303807,0.55,1.3909121753663927,0.16947571638579464
jobs report,"[-1,1]",60,1.3485316831679708,0.7555097291717768,0.6333333333333333,2.114593102068418,0.038699403722671964
jobs report,"[-5,-1]",60,-0.49090323820874704,-0.5915876754073511,0.4666666666666667,-0.8704421717955161,0.38758665737513354
peer print BKNG,"[0,0]",13,-0.6045166327305037,-0.8878451565395893,0.38461538461538464,-1.2824663426471195,0.22389914932990282
peer print BKNG,"[0,1]",13,-0.5118415358554695,-0.4871254436740048,0.38461538461538464,-0.7292252582405239,0.4798557278326742
peer print BKNG,"[0,5]",13,-2.9017884163288885,-4.459798770639427,0.3076923076923077,-1.4691263422956093,0.16752121198557937
peer print BKNG,"[0,20]",13,-4.18474870797529,-4.437865795088088,0.3076923076923077,-1.601076818311302,0.13534126431914836
peer print BKNG,"[-1,1]",13,-1.6658074755874357,-1.527963613921548,0.3076923076923077,-1.577643387563748,0.140631425809465
peer print BKNG,"[-5,-1]",13,0.07182495876926485,-2.7956330147970077,0.46153846153846156,0.0511187368501255,0.960071967919264
peer print EXPE,"[0,0]",8,-0.5458084007071233,-0.3178001486228351,0.5,-0.620166420751467,0.5547920449046901
peer print EXPE,"[0,1]",8,1.5453918391739943,1.9957309989955452,0.75,2.5405277411049076,0.03863422627454287
peer print EXPE,"[0,5]",8,3.4413439890586828,2.9700245162429555,0.75,0.8356167301437145,0.43096509964048935
peer print EXPE,"[0,20]",8,1.135869047356811,4.934683573789983,0.625,0.2954457943333181,0.7762245762609091
peer print EXPE,"[-1,1]",8,2.9773072070644355,3.4436358732530645,0.875,2.9635472826532574,0.020999081618484145
peer print EXPE,"[-5,-1]",8,2.4211404595484476,0.908760657208963,0.75,1.5084957138521873,0.17516488800438199
peer print HLT,"[0,0]",17,0.4390988052990701,0.23624615562533513,0.5294117647058824,1.2099001025311422,0.24389011072405092
peer print HLT,"[0,1]",17,0.30614077486759333,-0.41588197483177003,0.47058823529411764,0.4771498161276135,0.6397076622430246
peer print HLT,"[0,5]",17,-0.06755339444248723,-1.6308584024760173,0.35294117647058826,-0.04198990125328847,0.967026284625623
peer print HLT,"[0,20]",17,-1.8688601927289112,-2.4007088951667397,0.47058823529411764,-0.6075815702728256,0.5519916511092091
peer print HLT,"[-1,1]",17,0.6162634277687302,0.3431028886041041,0.5294117647058824,0.7220746591242732,0.4806695622965319
peer print HLT,"[-5,-1]",17,0.29273933712412903,1.1820990842228847,0.5882352941176471,0.4028421427145263,0.6923958068721436
peer print MAR,"[0,0]",11,-0.8239675985490177,-0.7019310540438426,0.18181818181818182,-2.6744406652649646,0.023314151770258425
peer print MAR,"[0,1]",11,-0.7694547738428796,-0.8400825195954864,0.36363636363636365,-1.0887851277804657,0.30179159214688817
peer print MAR,"[0,5]",11,1.9573657149076977,1.1692948875902438,0.5454545454545454,0.7024945637713507,0.498396726775213
peer print MAR,"[0,20]",11,-1.8616035489127876,0.025567448093172684,0.5454545454545454,-0.49901077201582994,0.628565855902164
peer print MAR,"[-1,1]",11,-0.7283043848189924,-0.9264270811563282,0.36363636363636365,-0.9120791288477308,0.38318830052079117
peer print MAR,"[-5,-1]",11,0.6320938142058332,0.6105404076927387,0.5454545454545454,0.5721789196594818,0.5798353837224132
