print_quarter,print_date,reaction_date,release_time_convention,pre_close_date,pre_close,entry_open_time,entry_open_px,entry_postclose_time,entry_postclose_px,gap_pct,gap_excess_pct,exit_date_1d,legacy_1d_pct,postclose_1d_pct,open_1d_pct,exit_px_1d,exit_date_5d,legacy_5d_pct,postclose_5d_pct,open_5d_pct,exit_px_5d,exit_date_20d,legacy_20d_pct,postclose_20d_pct,open_20d_pct,exit_px_20d
2023Q2,2023-08-03,2023-08-04,after US close on print_date,2023-08-03,140.8800048828125,2023-08-04 09:30 ET,140.47000122070312,2023-08-04 16:00 ET,140.1699981689453,-0.2910304144654319,-0.8153867135296977,2023-08-04,-0.035802454279931784,0.0,0.7737854377885434,140.1699981689453,2023-08-10,-2.094079444646302,-2.0690365200623284,-1.2980077118529443,135.97000122070312,2023-08-31,-7.746279291961211,-7.7489574314937855,-6.946247437404396,131.5500030517578
2023Q3,2023-11-01,2023-11-02,after US close on print_date,2023-11-01,119.47000122070312,2023-11-02 09:30 ET,122.51000213623047,2023-11-02 16:00 ET,115.5,2.5445725993685997,1.2615108559014487,2023-11-02,-5.138343518352517,0.0,-6.2475115009513305,115.5,2023-11-08,-5.991717884629555,-0.7437784538703252,-7.112035495497171,117.66000366210938,2023-11-30,-3.177776625965678,2.399260175799811,-4.421988877518124,126.33999633789062
2023Q4,2024-02-13,2024-02-14,after US close on print_date,2024-02-13,150.82000732421875,2024-02-14 09:30 ET,146.16000366210938,2024-02-14 16:00 ET,148.1999969482422,-3.0897781698761895,-3.722148266679337,2024-02-14,-2.8269012489926304,0.0,0.941245854371231,148.1999969482422,2024-02-21,-0.36157269049216234,2.458377092423114,3.417401072963966,149.24000549316406,2024-03-13,6.512657613539985,9.55135583873432,10.641186353226818,164.75999450683594
2024Q1,2024-05-08,2024-05-09,after US close on print_date,2024-05-08,157.89999389648438,2024-05-09 09:30 ET,146.60000610351562,2024-05-09 16:00 ET,147.0500030517578,-7.156420664827112,-7.217773438351127,2024-05-09,-7.089582215829548,0.0,0.15025439802549556,147.0500030517578,2024-05-15,-10.580855518024912,-3.543807544930355,-3.400383575395738,145.8000030517578,2024-06-06,-12.200104059763595,-5.101803003739446,-4.959594285713886,147.0
2024Q2,2024-08-06,2024-08-07,after US close on print_date,2024-08-06,130.47000122070312,2024-08-07 09:30 ET,112.44000244140625,2024-08-07 16:00 ET,113.01000213623047,-13.819267732509111,-15.402775450846441,2024-08-07,-12.299408707793136,0.0,3.1318558926487605,113.01000213623047,2024-08-13,-15.64509350443748,-2.954312444324514,0.3628956482840673,116.9000015258789,2024-09-04,-16.49220597741091,-3.9966440250615687,-0.6989107540356976,115.20999908447266
2024Q3,2024-11-07,2024-11-08,after US close on print_date,2024-11-07,147.3699951171875,2024-11-08 09:30 ET,134.6699981689453,2024-11-08 16:00 ET,134.61000061035156,-8.617763024381764,-8.520399621064923,2024-11-08,-8.775318433663216,0.0,-0.2589669208823864,134.61000061035156,2024-11-14,-7.7479852403231515,1.0228782961499872,0.7662007810902871,134.55999755859375,2024-12-06,-9.610758970999855,-0.6840509421215835,-0.9489286188417934,136.9199981689453
2024Q4,2025-02-13,2025-02-14,after US close on print_date,2025-02-13,141.0399932861328,2025-02-14 09:30 ET,158.18499755859375,2025-02-14 16:00 ET,161.4199981689453,12.156129529642179,12.135606046426673,2025-02-14,14.029951193282542,0.0,1.64582521508565,161.4199981689453,2025-02-21,5.398806982054349,-7.2664785673658745,-5.806171958135731,146.07000732421875,2025-03-14,-2.39545707963279,-13.019272547716987,-11.818581258233607,122.86000061035156
2025Q1,2025-05-01,2025-05-02,after US close on print_date,2025-05-01,124.01000213623047,2025-05-02 09:30 ET,121.0999984741211,2025-05-02 16:00 ET,125.26000213623047,-2.346587865479277,-3.3555597852268138,2025-05-02,-0.476403521064217,0.0,2.964514682443098,125.26000213623047,2025-05-08,0.5469141491359908,1.0125847347529304,4.008608829106253,126.38999938964844,2025-05-30,-3.7468504963688476,-3.2085946242381924,-0.17066758557597872,129.0
2025Q2,2025-08-06,2025-08-07,after US close on print_date,2025-08-06,130.5,2025-08-07 09:30 ET,120.37999725341797,2025-08-07 16:00 ET,120.02999877929688,-7.754791376691217,-8.521550089547869,2025-08-07,-8.361419760084498,0.0,0.134324429089705,120.02999877929688,2025-08-13,-6.854389105365444,1.8157539874743556,1.9474185004745737,124.55000305175781,2025-09-04,-5.325302462426462,3.3966125927543223,3.522475017541127,125.37000274658203
2025Q3,2025-11-06,2025-11-07,after US close on print_date,2025-11-06,120.52999877929688,2025-11-07 09:30 ET,125.49500274658203,2025-11-07 16:00 ET,120.87999725341797,4.1193097300005865,4.668623158064622,2025-11-07,0.6059113007407468,0.0,-3.9125179515530295,120.87999725341797,2025-11-13,1.0821797797232469,0.47621717774135597,-3.4452152253612645,121.19000244140625,2025-12-05,0.8866931300448799,0.26437298002168763,-3.758865912314391,124.31999969482422
2025Q4,2026-02-12,2026-02-13,after US close on print_date,2026-02-12,115.95999908447266,2026-02-13 09:30 ET,126.46499633789062,2026-02-13 16:00 ET,121.3499984741211,9.059156033422756,9.094122397223737,2026-02-13,4.435053315427617,0.0,-4.292749612505709,121.3499984741211,2026-02-20,8.92781780829408,4.244697560097954,-0.2688708489249292,127.88999938964844,2026-03-13,10.06898308739811,5.441423185966321,0.9870705320312534,126.30000305175781
2026Q1,2026-05-07,2026-05-08,after US close on print_date,2026-05-07,140.4600067138672,2026-05-08 09:30 ET,138.125,2026-05-08 16:00 ET,141.49000549316406,-1.662399688349625,-2.3790055034206725,2026-05-08,-1.6107801379421582,0.0,0.8203044214498911,141.49000549316406,2026-05-14,-8.409967075891922,-6.730445793275308,-6.064235937672957,133.6699981689453,2026-06-05,-6.3829189575961065,-4.751271220049946,-4.053833627341962,133.5399932861328
2026Q2,2026-08-06,2026-08-07,after US close on print_date,2026-08-06,151.63999938964844,2026-08-07 09:30 ET,164.6999969482422,2026-08-07 16:00 ET,178.07000732421875,8.612501721946897,7.8428942480635255,2026-08-07,16.256840829448272,0.0,7.717879022916296,178.07000732421875,2026-08-13,19.647651133740716,2.714440623648029,10.749168341352199,185.1300048828125,2026-09-03,21.741758418471548,4.773449008725983,12.8216118654903,185.25
