"sheet","address","row","col","is_formula","formula","value","is_number","error"
"Inputs","E11","11","5","False","","0.103","True",""
"Inputs","F11","11","6","True","=CHOOSE(Inputs!$B$4,C11,D11,E11)","0.105","True",""
"Inputs","G11","11","7","False","","WS09 10.5-11.5% (Rf 4.78% + beta 1.2-1.3 x ERP 4.5-5.5%); WS12 CAPM 10.3%","False",""
"Inputs","A12","12","1","False","","Terminal growth","False",""
"Inputs","C12","12","3","False","","0.025","True",""
"Inputs","D12","12","4","False","","0.03","True",""
"Inputs","E12","12","5","False","","0.03","True",""
"Inputs","F12","12","6","True","=CHOOSE(Inputs!$B$4,C12,D12,E12)","0.03","True",""
"Inputs","G12","12","7","False","","WS12 2.5-3.0%","False",""
"Inputs","A13","13","1","False","","DCF start growth (year-1 FCF growth, fades to terminal)","False",""
"Inputs","C13","13","3","False","","0","True",""
"Inputs","D13","13","4","False","","0.09","True",""
"Inputs","E13","13","5","False","","0.15","True",""
"Inputs","F13","13","6","True","=CHOOSE(Inputs!$B$4,C13,D13,E13)","0.09","True",""
"Inputs","G13","13","7","False","","a round number just under the model's own FY2026E-FY2028E FCF CAGR of 9.9%, clipped to 0-15%. A ten-year fade started from a single scenario year's FCF growth (-21% bear, +26% bull) is an extrapolation artefact, not a valuation","False",""
"Inputs","A14","14","1","False","","Exit EV / FY27E adj. EBITDA (x)","False",""
"Inputs","B14","14","2","False","","x","False",""
"Inputs","C14","14","3","False","","13.5","True",""
"Inputs","D14","14","4","False","","16.5","True",""
"Inputs","E14","14","5","False","","18.5","True",""
"Inputs","F14","14","6","True","=CHOOSE(Inputs!$B$4,C14,D14,E14)","16.5","True",""
"Inputs","G14","14","7","False","","WS12 12_exit_multiple_recommendation.csv (time-series / cross-section / intrinsic blend)","False",""
"Inputs","A15","15","1","False","","Exit EV / FY27E FCF (x)","False",""
"Inputs","B15","15","2","False","","x","False",""
"Inputs","C15","15","3","False","","11.3","True",""
"Inputs","D15","15","4","False","","14.3","True",""
"Inputs","E15","15","5","False","","17.3","True",""
"Inputs","F15","15","6","True","=CHOOSE(Inputs!$B$4,C15,D15,E15)","14.3","True",""
"Inputs","G15","15","7","False","","5 Sep set (15/19/23x) rescaled by WS12's 0.75x haircut to the EBITDA multiple","False",""
"Inputs","A16","16","1","False","","Exit P / FY27E SBC-adj. FCF (x)","False",""
"Inputs","B16","16","2","False","","x","False",""
"Inputs","C16","16","3","False","","15","True",""
"Inputs","D16","16","4","False","","19.5","True",""
"Inputs","E16","16","5","False","","24","True",""
"Inputs","F16","16","6","True","=CHOOSE(Inputs!$B$4,C16,D16,E16)","19.5","True",""
"Inputs","G16","16","7","False","","same 0.75x haircut on the 5 Sep 20/26/32x","False",""
"Inputs","A17","17","1","False","","Exit P / FY27E earnings proxy (x)","False",""
"Inputs","B17","17","2","False","","x","False",""
"Inputs","C17","17","3","False","","15","True",""
"Inputs","D17","17","4","False","","19.5","True",""
"Inputs","E17","17","5","False","","24","True",""
"Inputs","F17","17","6","True","=CHOOSE(Inputs!$B$4,C17,D17,E17)","19.5","True",""
"Inputs","G17","17","7","False","","same 0.75x haircut on the 5 Sep 20/26/32x","False",""
"Inputs","A18","18","1","False","","RSU tax withholding, % of SBC","False",""
"Inputs","C18","18","3","False","","0.35","True",""
"Inputs","D18","18","4","False","","0.35","True",""
"Inputs","E18","18","5","False","","0.35","True",""
"Inputs","F18","18","6","True","=CHOOSE(Inputs!$B$4,C18,D18,E18)","0.35","True",""
"Inputs","G18","18","7","False","","FY2025 withholding $561M on SBC $1,581M = 35.5%","False",""
"Inputs","A19","19","1","False","","Share price growth used for buyback/issuance math","False",""
"Inputs","C19","19","3","False","","0.05","True",""
"Inputs","D19","19","4","False","","0.05","True",""
"Inputs","E19","19","5","False","","0.05","True",""
"Inputs","F19","19","6","True","=CHOOSE(Inputs!$B$4,C19,D19,E19)","0.05","True",""
"Inputs","G19","19","7","False","","5 Sep convention: buybacks and RSU issuance at a price rising 5% a year","False",""
"Inputs","A20","20","1","False","","Incremental EBITDA margin on new-business revenue","False",""
"Inputs","C20","20","3","False","","0.7","True",""
"Inputs","D20","20","4","False","","0.7","True",""
"Inputs","E20","20","5","False","","0.7","True",""
"Inputs","F20","20","6","True","=CHOOSE(Inputs!$B$4,C20,D20,E20)","0.7","True",""
"Inputs","G20","20","7","False","","incremental margin on sponsored listings and Services; ads near 100%, Services lower","False",""
"Inputs","A21","21","1","False","","Adj. EBITDA margin cap","False",""
"Inputs","C21","21","3","False","","0.38","True",""
"Inputs","D21","21","4","False","","0.38","True",""
"Inputs","E21","21","5","False","","0.38","True",""
"Inputs","F21","21","6","True","=CHOOSE(Inputs!$B$4,C21,D21,E21)","0.38","True",""
"Inputs","G21","21","7","False","","WS07: the realistic adj. EBITDA ceiling is 38%, against BKNG's five-year EBITDA-proxy range of 30.0-37.4%. Binds only in the bull case","False",""
"Inputs","A22","22","1","False","","DCF fade period (years)","False",""
"Inputs","B22","22","2","False","","yrs","False",""
"Inputs","C22","22","3","False","","10","True",""
"Inputs","D22","22","4","False","","10","True",""
"Inputs","E22","22","5","False","","10","True",""
"Inputs","F22","22","6","True","=CHOOSE(Inputs!$B$4,C22,D22,E22)","10","True",""
"Inputs","G22","22","7","False","","5 Sep reverse-DCF convention: 10-year fade to terminal. LAYOUT-FIXED: the DCF grid on Valuation section 3 is ten written-out rows, so changing this cell does not resize the grid and has no effect on any output","False",""
"Inputs","A24","24","1","False","","B. ANNUAL DRIVERS BY FISCAL YEAR","False",""
"Inputs","A25","25","1","False","","FY2026E driver","False",""
"Inputs","B25","25","2","False","","Unit","False",""
"Inputs","C25","25","3","False","","Bear","False",""
"Inputs","D25","25","4","False","","Base","False",""
"Inputs","E25","25","5","False","","Bull","False",""
"Inputs","F25","25","6","False","","Active","False",""
"Inputs","G25","25","7","False","","Source","False",""
"Inputs","A26","26","1","False","","Take rate change vs prior year (bps)","False",""
"Inputs","B26","26","2","False","","bps","False",""
"Inputs","C26","26","3","False","","-5","True",""
"Inputs","D26","26","4","False","","0","True",""
"Inputs","E26","26","5","False","","5","True",""
"Inputs","F26","26","6","True","=CHOOSE(Inputs!$B$4,C26,D26,E26)","0","True",""
"Inputs","G26","26","7","False","","WS07 lever; management guided FY26 take rate flat (2Q26 call)","False",""
"Inputs","A27","27","1","False","","Cost of revenue per $ GBV, y/y change","False",""
"Inputs","B27","27","2","False","","y/y","False",""
"Inputs","C27","27","3","False","","0.005","True",""
"Inputs","D27","27","4","False","","0","True",""
"Inputs","E27","27","5","False","","-0.005","True",""
"Inputs","F27","27","6","True","=CHOOSE(Inputs!$B$4,C27,D27,E27)","0","True",""
"Inputs","G27","27","7","False","","WS07 lever; 2Q26 10-Q merchant fees and chargebacks","False",""
"Inputs","A28","28","1","False","","Operations & support cash per night, y/y change","False",""
"Inputs","B28","28","2","False","","y/y","False",""
"Inputs","C28","28","3","False","","-0.04","True",""
"Inputs","D28","28","4","False","","-0.05","True",""
"Inputs","E28","28","5","False","","-0.06","True",""
"Inputs","F28","28","6","True","=CHOOSE(Inputs!$B$4,C28,D28,E28)","-0.05","True",""
"Inputs","G28","28","7","False","","WS07 lever; 1H26 -3.8%, support cost per booking -16%","False",""
"Inputs","A29","29","1","False","","Product development cash (ex-SBC), y/y growth","False",""
"Inputs","B29","29","2","False","","y/y","False",""
"Inputs","C29","29","3","False","","0.115","True",""
"Inputs","D29","29","4","False","","0.11","True",""
"Inputs","E29","29","5","False","","0.105","True",""
"Inputs","F29","29","6","True","=CHOOSE(Inputs!$B$4,C29,D29,E29)","0.11","True",""
"Inputs","G29","29","7","False","","WS07 lever; 1H26 +11%","False",""
"Inputs","A30","30","1","False","","Brand & performance marketing, y/y growth","False",""
"Inputs","B30","30","2","False","","y/y","False",""
"Inputs","C30","30","3","False","","0.28","True",""
"Inputs","D30","30","4","False","","0.25","True",""
"Inputs","E30","30","5","False","","0.23","True",""
"Inputs","F30","30","6","True","=CHOOSE(Inputs!$B$4,C30,D30,E30)","0.25","True",""
"Inputs","G30","30","7","False","","WS07 lever; 1H26 brand+performance +32%","False",""
"Inputs","A31","31","1","False","","Field operations & policy cash (new-business investment), y/y growth","False",""
"Inputs","B31","31","2","False","","y/y","False",""
"Inputs","C31","31","3","False","","0.2","True",""
"Inputs","D31","31","4","False","","0.18","True",""
"Inputs","E31","31","5","False","","0.16","True",""
"Inputs","F31","31","6","True","=CHOOSE(Inputs!$B$4,C31,D31,E31)","0.18","True",""
"Inputs","G31","31","7","False","","WS07 lever; field ops +24% in 1H26","False",""
"Inputs","A32","32","1","False","","G&A cash, y/y growth","False",""
"Inputs","B32","32","2","False","","y/y","False",""
"Inputs","C32","32","3","False","","0.03","True",""
"Inputs","D32","32","4","False","","0.02","True",""
"Inputs","E32","32","5","False","","0","True",""
"Inputs","F32","32","6","True","=CHOOSE(Inputs!$B$4,C32,D32,E32)","0.02","True",""
"Inputs","G32","32","7","False","","WS07 lever; 1H26 +1%","False",""
"Inputs","A33","33","1","False","","D&A + other add-backs, % of revenue","False",""
"Inputs","B33","33","2","False","","% rev","False",""
"Inputs","C33","33","3","False","","0.009","True",""
"Inputs","D33","33","4","False","","0.009","True",""
"Inputs","E33","33","5","False","","0.009","True",""
"Inputs","F33","33","6","True","=CHOOSE(Inputs!$B$4,C33,D33,E33)","0.009","True",""
"Inputs","G33","33","7","False","","WS07 lever","False",""
"Inputs","A34","34","1","False","","SBC, y/y growth","False",""
"Inputs","B34","34","2","False","","y/y","False",""
"Inputs","C34","34","3","False","","0.16","True",""
"Inputs","D34","34","4","False","","0.13","True",""
"Inputs","E34","34","5","False","","0.1","True",""
"Inputs","F34","34","6","True","=CHOOSE(Inputs!$B$4,C34,D34,E34)","0.13","True",""
"Inputs","G34","34","7","False","","WS07 lever; 1H26 +14.7%, guided below FY25","False",""
"Inputs","A35","35","1","False","","Interest income ($M)","False",""
"Inputs","B35","35","2","False","","$M","False",""
"Inputs","C35","35","3","False","","620","True",""
"Inputs","D35","35","4","False","","660","True",""
"Inputs","E35","35","5","False","","700","True",""
"Inputs","F35","35","6","True","=CHOOSE(Inputs!$B$4,C35,D35,E35)","660","True",""
"Inputs","G35","35","7","False","","WS07 lever; $12.1bn cash + ST investments","False",""
"Inputs","A36","36","1","False","","Interest expense ($M)","False",""
"Inputs","B36","36","2","False","","$M","False",""
"Inputs","C36","36","3","False","","125","True",""
"Inputs","D36","36","4","False","","120","True",""
"Inputs","E36","36","5","False","","115","True",""
"Inputs","F36","36","6","True","=CHOOSE(Inputs!$B$4,C36,D36,E36)","120","True",""
"Inputs","G36","36","7","False","","WS07 lever; $2.5bn notes at 4.40-5.25%","False",""
"Inputs","A37","37","1","False","","Cash taxes, % of revenue","False",""
"Inputs","B37","37","2","False","","% rev","False",""
"Inputs","C37","37","3","False","","0.035","True",""
"Inputs","D37","37","4","False","","0.026","True",""
"Inputs","E37","37","5","False","","0.02","True",""
"Inputs","F37","37","6","True","=CHOOSE(Inputs!$B$4,C37,D37,E37)","0.026","True",""
"Inputs","G37","37","7","False","","WS07 lever; FY25 cash taxes 1.9% of revenue","False",""
"Inputs","A38","38","1","False","","Change in unearned fees, % of revenue","False",""
"Inputs","B38","38","2","False","","% rev","False",""
"Inputs","C38","38","3","False","","-0.005","True",""
"Inputs","D38","38","4","False","","0","True",""
"Inputs","E38","38","5","False","","0.005","True",""
"Inputs","F38","38","6","True","=CHOOSE(Inputs!$B$4,C38,D38,E38)","0","True",""
"Inputs","G38","38","7","False","","WS07 lever; RNPL has switched the float off","False",""
"Inputs","A39","39","1","False","","Effective tax rate (net income)","False",""
"Inputs","B39","39","2","False","","% pretax","False",""
"Inputs","C39","39","3","False","","0.21","True",""
"Inputs","D39","39","4","False","","0.19","True",""
"Inputs","E39","39","5","False","","0.18","True",""
"Inputs","F39","39","6","True","=CHOOSE(Inputs!$B$4,C39,D39,E39)","0.19","True",""
"Inputs","G39","39","7","False","","WS02: FY26 guide 17-19%, guides run ~50bp hot; FY25 actual 20.0%","False",""
"Inputs","A40","40","1","False","","AI referral cost, % of revenue","False",""
"Inputs","B40","40","2","False","","% rev","False",""
"Inputs","C40","40","3","False","","0","True",""
"Inputs","D40","40","4","False","","0","True",""
"Inputs","E40","40","5","False","","0","True",""
"Inputs","F40","40","6","True","=CHOOSE(Inputs!$B$4,C40,D40,E40)","0","True",""
"Inputs","G40","40","7","False","","WS11: zero in 2026 in every case","False",""
"Inputs","A41","41","1","False","","New business outside GBV x take (ads + Services), $M","False",""
"Inputs","B41","41","2","False","","$M","False",""
"Inputs","C41","41","3","False","","24","True",""
"Inputs","D41","41","4","False","","42","True",""
"Inputs","E41","41","5","False","","60","True",""
"Inputs","F41","41","6","True","=CHOOSE(Inputs!$B$4,C41,D41,E41)","42","True",""
"Inputs","G41","41","7","False","","WS11 11_new_business_scenarios: Services + sponsored listings only","False",""
"Inputs","A42","42","1","False","","Buybacks ($M)","False",""
"Inputs","B42","42","2","False","","$M","False",""
"Inputs","C42","42","3","False","","4200","True",""
"Inputs","D42","42","4","False","","4200","True",""
"Inputs","E42","42","5","False","","4200","True",""
"Inputs","F42","42","6","True","=CHOOSE(Inputs!$B$4,C42,D42,E42)","4200","True",""
"Inputs","G42","42","7","False","","1H26 actual $2,139M + H2 at the 1H run rate; $3.4bn authorisation left","False",""
"Inputs","A43","43","1","False","","Regulatory drag multiplier (x WS11 median)","False",""
"Inputs","B43","43","2","False","","x","False",""
"Inputs","C43","43","3","False","","1.67","True",""
"Inputs","D43","43","4","False","","1.67","True",""
"Inputs","E43","43","5","False","","0","True",""
"Inputs","F43","43","6","True","=CHOOSE(Inputs!$B$4,C43,D43,E43)","1.67","True",""
"Inputs","G43","43","7","False","","WS11 says use the mean in the base and the p95 in the bear; mean/median = 0.251/0.150 = 1.67, p95/median = 6.10. The bear keeps the mean because WS10's demand bear and WS05's strong-dollar bear already carry the tail; the p95 is a documented alternative","False",""
"Inputs","A44","44","1","False","","Capex, % of revenue","False",""
"Inputs","B44","44","2","False","","% rev","False",""
"Inputs","C44","44","3","False","","0.003","True",""
"Inputs","D44","44","4","False","","0.003","True",""
"Inputs","E44","44","5","False","","0.003","True",""
"Inputs","F44","44","6","True","=CHOOSE(Inputs!$B$4,C44,D44,E44)","0.003","True",""
"Inputs","G44","44","7","False","","WS07; $33-34M a year","False",""
"Inputs","A45","45","1","False","","Working-capital residual, % of revenue","False",""
"Inputs","B45","45","2","False","","% rev","False",""
"Inputs","C45","45","3","False","","-0.011","True",""
"Inputs","D45","45","4","False","","-0.011","True",""
"Inputs","E45","45","5","False","","-0.011","True",""
"Inputs","F45","45","6","True","=CHOOSE(Inputs!$B$4,C45,D45,E45)","-0.011","True",""
"Inputs","G45","45","7","False","","WS07; FY24 and FY25 both -$140M","False",""
"Inputs","A46","46","1","False","","D&A, % of revenue","False",""
"Inputs","B46","46","2","False","","% rev","False",""
"Inputs","C46","46","3","False","","0.007","True",""
"Inputs","D46","46","4","False","","0.007","True",""
"Inputs","E46","46","5","False","","0.007","True",""
"Inputs","F46","46","6","True","=CHOOSE(Inputs!$B$4,C46,D46,E46)","0.007","True",""
"Inputs","G46","46","7","False","","WS07; D&A 0.6-0.8% of revenue since 2023","False",""
"Inputs","A48","48","1","False","","FY2027E driver","False",""
"Inputs","B48","48","2","False","","Unit","False",""
"Inputs","C48","48","3","False","","Bear","False",""
"Inputs","D48","48","4","False","","Base","False",""
"Inputs","E48","48","5","False","","Bull","False",""
"Inputs","F48","48","6","False","","Active","False",""
"Inputs","G48","48","7","False","","Source","False",""
"Inputs","A49","49","1","False","","Take rate change vs prior year (bps)","False",""
"Inputs","B49","49","2","False","","bps","False",""
"Inputs","C49","49","3","False","","-15","True",""
"Inputs","D49","49","4","False","","0","True",""
"Inputs","E49","49","5","False","","15","True",""
"Inputs","F49","49","6","True","=CHOOSE(Inputs!$B$4,C49,D49,E49)","0","True",""
"Inputs","G49","49","7","False","","WS07 lever; single fee vs the 6-10% direct-link pilot (WS11)","False",""
"Inputs","A50","50","1","False","","Cost of revenue per $ GBV, y/y change","False",""
"Inputs","B50","50","2","False","","y/y","False",""
"Inputs","C50","50","3","False","","0.015","True",""
"Inputs","D50","50","4","False","","0","True",""
"Inputs","E50","50","5","False","","-0.01","True",""
"Inputs","F50","50","6","True","=CHOOSE(Inputs!$B$4,C50,D50,E50)","0","True",""
"Inputs","G50","50","7","False","","WS07 lever","False",""
"Inputs","A51","51","1","False","","Operations & support cash per night, y/y change","False",""
"Inputs","B51","51","2","False","","y/y","False",""
"Inputs","C51","51","3","False","","-0.02","True",""
"Inputs","D51","51","4","False","","-0.05","True",""
"Inputs","E51","51","5","False","","-0.07","True",""
"Inputs","F51","51","6","True","=CHOOSE(Inputs!$B$4,C51,D51,E51)","-0.05","True",""
"Inputs","G51","51","7","False","","WS07 lever","False",""
"Inputs","A52","52","1","False","","Product development cash (ex-SBC), y/y growth","False",""
"Inputs","B52","52","2","False","","y/y","False",""
"Inputs","C52","52","3","False","","0.09","True",""
"Inputs","D52","52","4","False","","0.1","True",""
"Inputs","E52","52","5","False","","0.1","True",""
"Inputs","F52","52","6","True","=CHOOSE(Inputs!$B$4,C52,D52,E52)","0.1","True",""
"Inputs","G52","52","7","False","","WS07 lever","False",""
"Inputs","A53","53","1","False","","Brand & performance marketing, y/y growth","False",""
"Inputs","B53","53","2","False","","y/y","False",""
"Inputs","C53","53","3","False","","0.12","True",""
"Inputs","D53","53","4","False","","0.16","True",""
"Inputs","E53","53","5","False","","0.145","True",""
"Inputs","F53","53","6","True","=CHOOSE(Inputs!$B$4,C53,D53,E53)","0.16","True",""
"Inputs","G53","53","7","False","","WS07 lever","False",""
"Inputs","A54","54","1","False","","Field operations & policy cash (new-business investment), y/y growth","False",""
"Inputs","B54","54","2","False","","y/y","False",""
"Inputs","C54","54","3","False","","0.1","True",""
"Inputs","D54","54","4","False","","0.14","True",""
"Inputs","E54","54","5","False","","0.12","True",""
"Inputs","F54","54","6","True","=CHOOSE(Inputs!$B$4,C54,D54,E54)","0.14","True",""
"Inputs","G54","54","7","False","","WS07 lever","False",""
"Inputs","A55","55","1","False","","G&A cash, y/y growth","False",""
"Inputs","B55","55","2","False","","y/y","False",""
"Inputs","C55","55","3","False","","0.05","True",""
"Inputs","D55","55","4","False","","0.055","True",""
"Inputs","E55","55","5","False","","0.045","True",""
"Inputs","F55","55","6","True","=CHOOSE(Inputs!$B$4,C55,D55,E55)","0.055","True",""
"Inputs","G55","55","7","False","","WS07 lever","False",""
"Inputs","A56","56","1","False","","D&A + other add-backs, % of revenue","False",""
"Inputs","B56","56","2","False","","% rev","False",""
"Inputs","C56","56","3","False","","0.009","True",""
"Inputs","D56","56","4","False","","0.009","True",""
"Inputs","E56","56","5","False","","0.009","True",""
"Inputs","F56","56","6","True","=CHOOSE(Inputs!$B$4,C56,D56,E56)","0.009","True",""
"Inputs","G56","56","7","False","","WS07 lever","False",""
"Inputs","A57","57","1","False","","SBC, y/y growth","False",""
"Inputs","B57","57","2","False","","y/y","False",""
"Inputs","C57","57","3","False","","0.14","True",""
"Inputs","D57","57","4","False","","0.1","True",""
"Inputs","E57","57","5","False","","0.06","True",""
"Inputs","F57","57","6","True","=CHOOSE(Inputs!$B$4,C57,D57,E57)","0.1","True",""
"Inputs","G57","57","7","False","","WS07 lever","False",""
"Inputs","A58","58","1","False","","Interest income ($M)","False",""
"Inputs","B58","58","2","False","","$M","False",""
"Inputs","C58","58","3","False","","540","True",""
"Inputs","D58","58","4","False","","620","True",""
"Inputs","E58","58","5","False","","690","True",""
"Inputs","F58","58","6","True","=CHOOSE(Inputs!$B$4,C58,D58,E58)","620","True",""
"Inputs","G58","58","7","False","","WS07 lever","False",""
"Inputs","A59","59","1","False","","Interest expense ($M)","False",""
"Inputs","B59","59","2","False","","$M","False",""
"Inputs","C59","59","3","False","","128","True",""
"Inputs","D59","59","4","False","","125","True",""
"Inputs","E59","59","5","False","","122","True",""
"Inputs","F59","59","6","True","=CHOOSE(Inputs!$B$4,C59,D59,E59)","125","True",""
"Inputs","G59","59","7","False","","WS07 lever","False",""
"Inputs","A60","60","1","False","","Cash taxes, % of revenue","False",""
"Inputs","B60","60","2","False","","% rev","False",""
"Inputs","C60","60","3","False","","0.045","True",""
"Inputs","D60","60","4","False","","0.034","True",""
"Inputs","E60","60","5","False","","0.026","True",""
"Inputs","F60","60","6","True","=CHOOSE(Inputs!$B$4,C60,D60,E60)","0.034","True",""
"Inputs","G60","60","7","False","","WS07 lever","False",""
"Inputs","A61","61","1","False","","Change in unearned fees, % of revenue","False",""
"Inputs","B61","61","2","False","","% rev","False",""
"Inputs","C61","61","3","False","","-0.005","True",""
"Inputs","D61","61","4","False","","0","True",""
"Inputs","E61","61","5","False","","0.003","True",""
"Inputs","F61","61","6","True","=CHOOSE(Inputs!$B$4,C61,D61,E61)","0","True",""
"Inputs","G61","61","7","False","","WS07 lever","False",""
"Inputs","A62","62","1","False","","Effective tax rate (net income)","False",""
"Inputs","B62","62","2","False","","% pretax","False",""
"Inputs","C62","62","3","False","","0.21","True",""
"Inputs","D62","62","4","False","","0.2","True",""
"Inputs","E62","62","5","False","","0.19","True",""
"Inputs","F62","62","6","True","=CHOOSE(Inputs!$B$4,C62,D62,E62)","0.2","True",""
"Inputs","G62","62","7","False","","WS02; FY25 actual 20.0%","False",""
"Inputs","A63","63","1","False","","AI referral cost, % of revenue","False",""
"Inputs","B63","63","2","False","","% rev","False",""
"Inputs","C63","63","3","False","","0.0228","True",""
"Inputs","D63","63","4","False","","0.0038","True",""
"Inputs","E63","63","5","False","","0","True",""
"Inputs","F63","63","6","True","=CHOOSE(Inputs!$B$4,C63,D63,E63)","0.0038","True",""
"Inputs","G63","63","7","False","","WS11 11_ai_exposure_scenarios, high/low/zero at a 5% referral fee","False",""
"Inputs","A64","64","1","False","","New business outside GBV x take (ads + Services), $M","False",""
"Inputs","B64","64","2","False","","$M","False",""
"Inputs","C64","64","3","False","","38","True",""
"Inputs","D64","64","4","False","","212","True",""
"Inputs","E64","64","5","False","","430","True",""
"Inputs","F64","64","6","True","=CHOOSE(Inputs!$B$4,C64,D64,E64)","212","True",""
"Inputs","G64","64","7","False","","WS11 Services + sponsored listings","False",""
"Inputs","A65","65","1","False","","Buybacks ($M)","False",""
"Inputs","B65","65","2","False","","$M","False",""
"Inputs","C65","65","3","False","","3000","True",""
"Inputs","D65","65","4","False","","4000","True",""
"Inputs","E65","65","5","False","","4500","True",""
"Inputs","F65","65","6","True","=CHOOSE(Inputs!$B$4,C65,D65,E65)","4000","True",""
"Inputs","G65","65","7","False","","model/assumptions.md; FY24 $3.4bn, FY25 $3.8bn","False",""
"Inputs","A66","66","1","False","","Regulatory drag multiplier (x WS11 median)","False",""
"Inputs","B66","66","2","False","","x","False",""
"Inputs","C66","66","3","False","","1.67","True",""
"Inputs","D66","66","4","False","","1.67","True",""
"Inputs","E66","66","5","False","","0","True",""
"Inputs","F66","66","6","True","=CHOOSE(Inputs!$B$4,C66,D66,E66)","1.67","True",""
"Inputs","G66","66","7","False","","WS11 mean/median = 0.752/0.451 = 1.67 (p95/median = 6.08, the documented alternative)","False",""
"Inputs","A67","67","1","False","","Capex, % of revenue","False",""
"Inputs","B67","67","2","False","","% rev","False",""
"Inputs","C67","67","3","False","","0.003","True",""
"Inputs","D67","67","4","False","","0.003","True",""
"Inputs","E67","67","5","False","","0.003","True",""
"Inputs","F67","67","6","True","=CHOOSE(Inputs!$B$4,C67,D67,E67)","0.003","True",""
"Inputs","G67","67","7","False","","WS07","False",""
"Inputs","A68","68","1","False","","Working-capital residual, % of revenue","False",""
"Inputs","B68","68","2","False","","% rev","False",""
"Inputs","C68","68","3","False","","-0.011","True",""
"Inputs","D68","68","4","False","","-0.011","True",""
"Inputs","E68","68","5","False","","-0.011","True",""
"Inputs","F68","68","6","True","=CHOOSE(Inputs!$B$4,C68,D68,E68)","-0.011","True",""
"Inputs","G68","68","7","False","","WS07","False",""
"Inputs","A69","69","1","False","","D&A, % of revenue","False",""
"Inputs","B69","69","2","False","","% rev","False",""
"Inputs","C69","69","3","False","","0.007","True",""
"Inputs","D69","69","4","False","","0.007","True",""
"Inputs","E69","69","5","False","","0.007","True",""
"Inputs","F69","69","6","True","=CHOOSE(Inputs!$B$4,C69,D69,E69)","0.007","True",""
"Inputs","G69","69","7","False","","WS07","False",""
"Inputs","A71","71","1","False","","FY2028E driver","False",""
"Inputs","B71","71","2","False","","Unit","False",""
"Inputs","C71","71","3","False","","Bear","False",""
"Inputs","D71","71","4","False","","Base","False",""
"Inputs","E71","71","5","False","","Bull","False",""
"Inputs","F71","71","6","False","","Active","False",""
"Inputs","G71","71","7","False","","Source","False",""
"Inputs","A72","72","1","False","","Take rate change vs prior year (bps)","False",""
"Inputs","B72","72","2","False","","bps","False",""
"Inputs","C72","72","3","False","","-10","True",""
"Inputs","D72","72","4","False","","5","True",""
"Inputs","E72","72","5","False","","20","True",""
"Inputs","F72","72","6","True","=CHOOSE(Inputs!$B$4,C72,D72,E72)","5","True",""
