city,region,pair,date_a,date_b,days_apart,ids_a,ids_b,matched,old_retention,old_status,new_status,exclusion_reason,retention_clean,new_status_pit,exclusion_reason_pit,status_changed,scope_vs_peer_a,scope_vs_peer_b,partial_scope_a,partial_scope_b,scope_vs_peer_b_pit,scope_vs_peer_b_pit_long,span_min_vs_max_listings,span_step_warning,matched_reviews_ltm_chg,matched_reviews_ltm_chg_clean,price_comparable,matched_priced_entire,lfl_price_chg_median,price_pair_eligible,lfl_price_chg_median_clean
london,EMEA,2025-09-14 -> 2026-06-19,2025-09-14,2026-06-19,278,96871,92638,70369,0.7264,plotted as market retention,eligible,,0.7264,eligible,,False,1.0,0.9681,False,False,0.9681,0.9563,0.9563,False,0.104,0.104,False,0,,False,
london,EMEA,2025-09-14 -> 2026-07-16,2025-09-14,2026-07-16,305,96871,91965,68447,0.7066,plotted as market retention,eligible,,0.7066,eligible,,False,1.0,0.9912,False,False,0.9927,0.9494,0.9494,False,0.0976,0.0976,False,0,,False,
london,EMEA,2025-09-14 -> 2026-08-18,2025-09-14,2026-08-18,338,96871,92783,67381,0.6956,plotted as market retention,eligible,,0.6956,eligible,,False,1.0,1.0,False,False,1.0,0.9578,0.9578,False,0.0899,0.0899,False,0,,False,
los-angeles,,2025-03-01 -> 2025-12-04,2025-03-01,2025-12-04,278,45031,45585,34304,0.7618,plotted as market retention,eligible,,0.7618,eligible,,False,0.9814,0.9891,False,False,0.9934,0.9934,0.9814,False,0.0353,0.0353,False,0,,False,
los-angeles,,2025-03-01 -> 2026-01-15,2025-03-01,2026-01-15,320,45031,45893,33491,0.7437,plotted as market retention,eligible,,0.7437,eligible,,False,0.9814,0.9958,False,False,1.0,1.0,0.9812,False,0.0297,0.0297,False,0,,False,
los-angeles,,2025-03-01 -> 2026-02-13,2025-03-01,2026-02-13,349,45031,45906,32884,0.7303,plotted as market retention,eligible,,0.7303,eligible,,False,0.9814,0.9961,False,False,1.0,1.0,0.9809,False,0.0352,0.0352,False,0,,False,
los-angeles,,2025-03-01 -> 2026-03-16,2025-03-01,2026-03-16,380,45031,46088,32290,0.7171,plotted as market retention,eligible,,0.7171,eligible,,False,0.9814,1.0,False,False,1.0,1.0,0.9771,False,0.0374,0.0374,False,0,,False,
los-angeles,,2025-03-01 -> 2026-04-14,2025-03-01,2026-04-14,409,45031,45295,31603,0.7018,plotted as market retention,eligible,,0.7018,eligible,,False,0.9814,0.9828,False,False,0.9828,0.9828,0.9771,False,0.035,0.035,False,0,,False,
los-angeles,,2025-06-17 -> 2026-05-23,2025-06-17,2026-05-23,340,45421,41946,30441,0.6702,plotted as market retention,eligible,,0.6702,eligible,,False,0.9899,0.9101,False,False,0.9101,0.9101,0.9101,False,0.0955,0.0955,False,0,,False,
los-angeles,,2025-06-17 -> 2026-06-15,2025-06-17,2026-06-15,363,45421,43751,30021,0.6609,plotted as market retention,eligible,,0.6609,eligible,,False,0.9899,0.9493,False,False,0.9493,0.9493,0.9493,False,0.0828,0.0828,False,0,,False,
los-angeles,,2025-06-17 -> 2026-07-12,2025-06-17,2026-07-12,390,45421,43805,29482,0.6491,plotted as market retention,eligible,,0.6491,eligible,,False,0.9899,0.9505,False,False,0.9505,0.9505,0.9505,False,0.0799,0.0799,False,0,,False,
los-angeles,,2025-09-01 -> 2026-08-10,2025-09-01,2026-08-10,343,45886,43735,30722,0.6695,plotted as market retention,eligible,,0.6695,eligible,,False,0.9956,0.9489,False,False,0.9489,0.9489,0.9489,False,0.1196,0.1196,False,0,,False,
mexico-city,LatAm,2025-06-25 -> 2026-03-30,2025-06-25,2026-03-30,278,26401,22770,16987,0.6434,plotted as market retention,excluded,partial_scope_b,,eligible,,True,0.976,0.7245,False,True,0.8417,0.8417,0.8417,False,0.1139,,False,0,,False,
mexico-city,LatAm,2025-06-25 -> 2026-04-29,2025-06-25,2026-04-29,308,26401,23597,16896,0.64,plotted as market retention,excluded,partial_scope_b,,eligible,,True,0.976,0.7508,False,True,0.9814,0.8723,0.8723,False,0.0945,,False,0,,False,
mexico-city,LatAm,2025-06-25 -> 2026-05-29,2025-06-25,2026-05-29,338,26401,27493,17881,0.6773,plotted as market retention,eligible,,0.6773,eligible,,False,0.976,0.8747,False,False,1.0,1.0,0.9603,False,0.1066,0.1066,False,0,,False,
mexico-city,LatAm,2025-06-25 -> 2026-06-15,2025-06-25,2026-06-15,355,26401,31430,20020,0.7583,plotted as market retention,eligible,,0.7583,eligible,,False,0.976,1.0,False,False,1.0,1.0,0.84,False,0.0958,0.0958,False,0,,False,
mexico-city,LatAm,2025-06-25 -> 2026-07-14,2025-06-25,2026-07-14,384,26401,31244,19724,0.7471,plotted as market retention,eligible,,0.7471,eligible,,False,0.976,0.9941,False,False,0.9941,0.9941,0.84,False,0.0908,0.0908,False,0,,False,
mexico-city,LatAm,2025-09-27 -> 2026-08-30,2025-09-27,2026-08-30,337,27051,30621,20674,0.7643,plotted as market retention,eligible,,0.7643,eligible,,False,1.0,0.9743,False,False,0.9743,0.9743,0.8607,False,0.1319,0.1319,False,0,,False,
nashville,,2024-06-22 -> 2025-06-19,2024-06-22,2025-06-19,362,8994,9698,6997,0.778,plotted as market retention,eligible,,0.778,eligible,,False,0.9562,1.0,False,False,1.0,1.0,0.9274,False,0.0278,0.0278,True,3975,-0.0789,True,-0.0789
nashville,,2024-09-18 -> 2025-09-23,2024-09-18,2025-09-23,370,9166,9443,6995,0.7631,plotted as market retention,eligible,,0.7631,eligible,,False,0.9563,0.9737,False,False,0.9737,0.9737,0.9451,False,0.0054,0.0054,True,3900,-0.1099,True,-0.1099
nashville,,2024-12-21 -> 2025-12-27,2024-12-21,2025-12-27,371,9406,6594,4704,0.5001,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9699,0.6438,False,True,0.6799,0.6799,0.6799,True,0.0477,,False,0,,False,
nashville,,2024-12-21 -> 2026-01-22,2024-12-21,2026-01-22,397,9406,6647,4636,0.4929,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9699,0.649,False,True,0.7039,0.6854,0.6854,True,0.0435,,False,0,,False,
nashville,,2025-03-15 -> 2026-02-25,2025-03-15,2026-02-25,347,9585,6629,4855,0.5065,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9883,0.6472,False,True,0.702,0.6835,0.6835,True,0.0982,,False,0,,False,
nashville,,2025-03-15 -> 2026-03-28,2025-03-15,2026-03-28,378,9585,6030,4306,0.4492,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9883,0.5888,False,True,0.6386,0.6218,0.6218,True,0.1017,,False,0,,False,
nashville,,2025-03-15 -> 2026-04-25,2025-03-15,2026-04-25,406,9585,5997,4230,0.4413,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b_long_lookback,True,0.9883,0.5855,False,True,0.9022,0.6184,0.6184,True,0.1003,,False,0,,False,
nashville,,2025-06-19 -> 2026-05-26,2025-06-19,2026-05-26,341,9698,8101,5669,0.5846,plotted as market retention,excluded,partial_scope_b,,eligible,,True,1.0,0.791,False,True,1.0,0.8353,0.8353,False,0.0928,,False,0,,False,
nashville,,2025-06-19 -> 2026-06-26,2025-06-19,2026-06-26,372,9698,10242,7127,0.7349,plotted as market retention,eligible,,0.7349,eligible,,False,1.0,1.0,False,False,1.0,1.0,0.9469,False,0.0674,0.0674,False,0,,False,
nashville,,2025-06-19 -> 2026-07-21,2025-06-19,2026-07-21,397,9698,10173,7007,0.7225,plotted as market retention,eligible,,0.7225,eligible,,False,1.0,0.9933,False,False,0.9933,0.9933,0.9469,False,0.0665,0.0665,False,0,,False,
nashville,,2025-09-23 -> 2026-08-27,2025-09-23,2026-08-27,338,9443,10164,7212,0.7637,plotted as market retention,eligible,,0.7637,eligible,,False,0.9737,0.9924,False,False,0.9924,0.9924,0.922,False,0.0891,0.0891,False,0,,False,
new-orleans,,2025-06-09 -> 2026-03-19,2025-06-09,2026-03-19,283,7522,6218,5216,0.6934,plotted as market retention,eligible,,0.6934,eligible,,False,1.0,0.8353,False,False,0.8353,0.8266,0.8266,False,0.0406,0.0406,False,0,,False,
new-orleans,,2025-06-09 -> 2026-04-18,2025-06-09,2026-04-18,313,7522,3769,3102,0.4124,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,1.0,0.5161,False,True,0.5179,0.5011,0.5011,True,0.1261,,False,0,,False,
new-orleans,,2025-06-09 -> 2026-05-23,2025-06-09,2026-05-23,348,7522,6314,5180,0.6886,plotted as market retention,eligible,,0.6886,eligible,,False,1.0,0.8646,False,False,0.8675,0.8394,0.8394,False,0.0656,0.0656,False,0,,False,
new-orleans,,2025-06-09 -> 2026-06-16,2025-06-09,2026-06-16,372,7522,7189,5671,0.7539,plotted as market retention,eligible,,0.7539,eligible,,False,1.0,0.9844,False,False,0.9878,0.9557,0.9557,False,0.0514,0.0514,False,0,,False,
new-orleans,,2025-06-09 -> 2026-07-15,2025-06-09,2026-07-15,401,7522,7205,5626,0.7479,plotted as market retention,eligible,,0.7479,eligible,,False,1.0,0.9866,False,False,1.0,0.9679,0.9579,False,0.0448,0.0448,False,0,,False,
new-orleans,,2025-09-11 -> 2026-08-15,2025-09-11,2026-08-15,338,7444,7303,5804,0.7797,plotted as market retention,eligible,,0.7797,eligible,,False,0.9896,1.0,False,False,1.0,0.9811,0.9709,False,0.1015,0.1015,False,0,,False,
new-york-city,,2025-10-01 -> 2026-07-12,2025-10-01,2026-07-12,284,36111,30096,25361,0.7023,plotted as market retention,eligible,,0.7023,eligible,,False,0.9908,0.8258,False,False,0.8258,0.8258,0.8258,False,0.0244,0.0244,False,0,,False,
new-york-city,,2025-10-01 -> 2026-08-10,2025-10-01,2026-08-10,313,36111,30234,25090,0.6948,plotted as market retention,eligible,,0.6948,eligible,,False,0.9908,0.8296,False,False,0.8296,0.8296,0.8296,False,0.0598,0.0598,False,0,,False,
paris,EMEA,2023-12-12 -> 2024-12-06,2023-12-12,2024-12-06,360,74329,91031,56402,0.7588,plotted as market retention,excluded,partial_scope_a,,excluded,partial_scope_a,True,0.7752,0.9494,True,False,0.9494,0.9494,0.7752,True,-0.088,,True,27623,0.0,False,
paris,EMEA,2024-03-16 -> 2025-03-03,2024-03-16,2025-03-03,352,84397,86064,60827,0.7207,plotted as market retention,eligible,,0.7207,eligible,,False,0.8802,0.9016,False,False,0.9016,0.8976,0.8802,False,0.007,0.007,True,30308,-0.0422,True,-0.0422
paris,EMEA,2024-06-10 -> 2025-06-06,2024-06-10,2025-06-06,361,95885,84055,66468,0.6932,plotted as market retention,eligible,,0.6932,eligible,,False,1.0,0.9234,False,False,0.9234,0.8766,0.8766,False,0.0936,0.0936,True,34344,-0.0088,True,-0.0088
paris,EMEA,2024-09-06 -> 2025-09-12,2024-09-06,2025-09-12,371,95461,81853,67773,0.71,plotted as market retention,eligible,,0.71,eligible,,False,0.9956,0.9511,False,False,0.9511,0.8574,0.8537,False,0.1851,0.1851,False,0,,False,
paris,EMEA,2024-12-06 -> 2025-12-13,2024-12-06,2025-12-13,372,91031,82045,66688,0.7326,plotted as market retention,eligible,,0.7326,eligible,,False,0.9494,0.9761,False,False,0.9761,0.9013,0.8557,False,0.1281,0.1281,False,0,,False,
paris,EMEA,2024-12-06 -> 2026-01-17,2024-12-06,2026-01-17,407,91031,50705,36939,0.4058,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9494,0.618,False,True,0.618,0.5892,0.5288,True,0.2163,,False,0,,False,
paris,EMEA,2025-03-03 -> 2026-02-18,2025-03-03,2026-02-18,352,86064,50954,38491,0.4472,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9016,0.621,False,True,0.621,0.592,0.5338,True,0.1879,,False,0,,False,
paris,EMEA,2025-03-03 -> 2026-03-21,2025-03-03,2026-03-21,383,86064,38075,28527,0.3315,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9016,0.4641,False,True,0.4641,0.4424,0.3989,True,0.1948,,False,0,,False,
paris,EMEA,2025-03-03 -> 2026-04-19,2025-03-03,2026-04-19,412,86064,39191,29136,0.3385,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9016,0.4777,False,True,0.4777,0.4663,0.4105,True,0.1843,,False,0,,False,
paris,EMEA,2025-06-06 -> 2026-05-23,2025-06-06,2026-05-23,351,84055,39793,30664,0.3648,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9234,0.485,False,True,0.485,0.4734,0.4371,True,0.1331,,False,0,,False,
paris,EMEA,2025-06-06 -> 2026-06-16,2025-06-06,2026-06-16,375,84055,77679,63051,0.7501,plotted as market retention,eligible,,0.7501,eligible,,False,0.9234,0.9468,False,False,0.9468,0.9241,0.8533,False,0.0297,0.0297,False,0,,False,
paris,EMEA,2025-06-06 -> 2026-07-15,2025-06-06,2026-07-15,404,84055,78071,62179,0.7397,plotted as market retention,eligible,,0.7397,eligible,,False,0.9234,0.9945,False,False,1.0,0.9516,0.8576,False,0.0129,0.0129,False,0,,False,
paris,EMEA,2025-09-12 -> 2026-08-15,2025-09-12,2026-08-15,337,81853,78504,63454,0.7752,plotted as market retention,eligible,,0.7752,eligible,,False,0.9511,1.0,False,False,1.0,0.9568,0.9122,False,-0.0023,-0.0023,False,0,,False,
rome,EMEA,2022-12-13 -> 2023-12-15,2022-12-13,2023-12-15,367,24383,29357,19903,0.8163,plotted as market retention,eligible,,0.8163,eligible,,False,0.9287,0.9105,False,False,1.0,1.0,0.8306,False,0.226,0.226,True,12692,0.0909,True,0.0909
rome,EMEA,2023-03-15 -> 2024-03-22,2023-03-15,2024-03-22,373,24924,30318,20046,0.8043,plotted as market retention,eligible,,0.8043,eligible,,False,0.8897,0.8901,False,False,1.0,1.0,0.8221,False,0.1854,0.1854,True,12399,0.1231,True,0.1231
rome,EMEA,2023-06-10 -> 2024-06-15,2023-06-10,2024-06-15,371,26256,32243,21188,0.807,plotted as market retention,eligible,,0.807,eligible,,False,0.8944,0.9148,False,False,1.0,1.0,0.8143,False,0.1189,0.1189,True,13446,0.047,True,0.047
rome,EMEA,2023-09-07 -> 2024-09-11,2023-09-07,2024-09-11,370,28014,34061,22641,0.8082,plotted as market retention,eligible,,0.8082,eligible,,False,0.924,0.9664,False,False,1.0,1.0,0.8225,False,0.0557,0.0557,True,14471,0.0195,True,0.0195
rome,EMEA,2023-12-15 -> 2024-12-12,2023-12-15,2024-12-12,363,29357,35247,23278,0.7929,plotted as market retention,eligible,,0.7929,eligible,,False,0.9105,0.9708,False,False,1.0,1.0,0.8329,False,0.019,0.019,True,15066,0.0,True,0.0
rome,EMEA,2024-03-22 -> 2025-03-05,2024-03-22,2025-03-05,348,30318,34542,22948,0.7569,plotted as market retention,eligible,,0.7569,eligible,,False,0.8901,0.9174,False,False,0.98,0.98,0.8602,False,0.0789,0.0789,True,14830,-0.0758,True,-0.0758
rome,EMEA,2024-06-15 -> 2025-06-12,2024-06-15,2025-06-12,362,32243,36309,24398,0.7567,plotted as market retention,eligible,,0.7567,eligible,,False,0.9148,0.9643,False,False,1.0,1.0,0.888,False,0.0234,0.0234,True,15979,-0.05,True,-0.05
rome,EMEA,2024-09-11 -> 2025-09-14,2024-09-11,2025-09-14,368,34061,37652,26147,0.7677,plotted as market retention,eligible,,0.7677,eligible,,False,0.9664,1.0,False,False,1.0,1.0,0.9046,False,0.0161,0.0161,True,17096,-0.0571,True,-0.0571
rome,EMEA,2024-12-12 -> 2025-12-16,2024-12-12,2025-12-16,369,35247,37162,27465,0.7792,plotted as market retention,eligible,,0.7792,eligible,,False,0.9708,0.987,False,False,0.987,0.987,0.9361,False,0.0158,0.0158,False,0,,False,
rome,EMEA,2024-12-12 -> 2026-01-18,2024-12-12,2026-01-18,402,35247,37328,27185,0.7713,plotted as market retention,eligible,,0.7713,eligible,,False,0.9708,0.9914,False,False,0.9914,0.9914,0.9361,False,0.0148,0.0148,False,0,,False,
rome,EMEA,2025-03-05 -> 2026-02-18,2025-03-05,2026-02-18,350,34542,32824,25148,0.728,plotted as market retention,eligible,,0.728,eligible,,False,0.9174,0.8718,False,False,0.8718,0.8718,0.8718,False,0.0727,0.0727,False,0,,False,
rome,EMEA,2025-03-05 -> 2026-03-24,2025-03-05,2026-03-24,384,34542,30063,22379,0.6479,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9174,0.7984,False,True,0.7984,0.7984,0.7984,True,0.0808,,False,0,,False,
rome,EMEA,2025-03-05 -> 2026-04-20,2025-03-05,2026-04-20,411,34542,29644,21891,0.6338,plotted as market retention,excluded,partial_scope_b,,excluded,partial_scope_b,True,0.9174,0.7909,False,True,0.7941,0.7873,0.7873,True,0.0719,,False,0,,False,
rome,EMEA,2025-06-12 -> 2026-05-25,2025-06-12,2026-05-25,347,36309,36663,30006,0.8264,plotted as market retention,eligible,,0.8264,eligible,,False,0.9643,0.9781,False,False,0.9822,0.9737,0.9643,False,0.0778,0.0778,False,0,,False,
rome,EMEA,2025-06-12 -> 2026-06-20,2025-06-12,2026-06-20,373,36309,37084,29705,0.8181,plotted as market retention,eligible,,0.8181,eligible,,False,0.9643,0.9894,False,False,0.9935,0.9849,0.9643,False,0.0711,0.0711,False,0,,False,
rome,EMEA,2025-06-12 -> 2026-07-18,2025-06-12,2026-07-18,401,36309,37151,29399,0.8097,plotted as market retention,eligible,,0.8097,eligible,,False,0.9643,0.9911,False,False,0.9953,0.9867,0.9643,False,0.0667,0.0667,False,0,,False,
rome,EMEA,2025-09-14 -> 2026-08-25,2025-09-14,2026-08-25,345,37652,37483,31001,0.8234,plotted as market retention,eligible,,0.8234,eligible,,False,1.0,1.0,False,False,1.0,0.9955,0.9955,False,0.0901,0.0901,False,0,,False,
san-diego,,2025-03-16 -> 2025-12-11,2025-03-16,2025-12-11,270,12991,13164,10350,0.7967,plotted as market retention,eligible,,0.7967,eligible,,False,0.987,0.9954,False,False,1.0,1.0,0.9869,False,0.0403,0.0403,False,0,,False,
san-diego,,2025-03-16 -> 2025-12-22,2025-03-16,2025-12-22,281,12991,13076,10270,0.7905,plotted as market retention,eligible,,0.7905,eligible,,False,0.987,0.9887,False,False,0.9933,0.9933,0.9869,False,0.0393,0.0393,False,0,,False,
san-diego,,2025-03-16 -> 2026-01-23,2025-03-16,2026-01-23,313,12991,13095,10109,0.7782,plotted as market retention,eligible,,0.7782,eligible,,False,0.987,0.9902,False,False,0.9948,0.9948,0.9869,False,0.0311,0.0311,False,0,,False,
san-diego,,2025-03-16 -> 2026-02-25,2025-03-16,2026-02-25,346,12991,11427,8603,0.6622,plotted as market retention,eligible,,0.6622,eligible,,False,0.987,0.8565,False,False,0.868,0.868,0.868,False,0.0364,0.0364,False,0,,False,
san-diego,,2025-03-16 -> 2026-03-29,2025-03-16,2026-03-29,378,12991,11765,8671,0.6675,plotted as market retention,eligible,,0.6675,eligible,,False,0.987,0.8818,False,False,0.8937,0.8937,0.8937,False,0.0426,0.0426,False,0,,False,
san-diego,,2025-03-16 -> 2026-04-26,2025-03-16,2026-04-26,406,12991,11673,8560,0.6589,plotted as market retention,eligible,,0.6589,eligible,,False,0.987,0.8749,False,False,0.8867,0.8867,0.8867,False,0.0486,0.0486,False,0,,False,
san-diego,,2025-06-21 -> 2026-05-27,2025-06-21,2026-05-27,340,12959,11802,9101,0.7023,plotted as market retention,eligible,,0.7023,eligible,,False,0.9844,0.8846,False,False,0.8965,0.8965,0.8965,False,0.1052,0.1052,False,0,,False,
san-diego,,2025-06-21 -> 2026-06-27,2025-06-21,2026-06-27,371,12959,13225,9765,0.7535,plotted as market retention,eligible,,0.7535,eligible,,False,0.9844,0.9912,False,False,1.0,1.0,0.9799,False,0.0918,0.0918,False,0,,False,
san-diego,,2025-06-21 -> 2026-07-21,2025-06-21,2026-07-21,395,12959,13192,9539,0.7361,plotted as market retention,eligible,,0.7361,eligible,,False,0.9844,0.9888,False,False,0.9975,0.9975,0.9799,False,0.0855,0.0855,False,0,,False,
san-diego,,2025-09-25 -> 2026-08-29,2025-09-25,2026-08-29,338,13162,13342,10127,0.7694,plotted as market retention,eligible,,0.7694,eligible,,False,0.9998,1.0,False,False,1.0,1.0,0.9865,False,0.1035,0.1035,False,0,,False,
sydney,APAC,2025-09-12 -> 2026-06-16,2025-09-12,2026-06-16,277,17730,20573,13587,0.7663,plotted as market retention,eligible,,0.7663,eligible,,False,0.8676,0.9907,False,False,1.0,1.0,0.8618,False,0.0684,0.0684,False,0,,False,
sydney,APAC,2025-09-12 -> 2026-07-15,2025-09-12,2026-07-15,306,17730,20736,13353,0.7531,plotted as market retention,eligible,,0.7531,eligible,,False,0.8676,0.9985,False,False,1.0,1.0,0.855,False,0.0556,0.0556,False,0,,False,
sydney,APAC,2025-09-12 -> 2026-08-15,2025-09-12,2026-08-15,337,17730,20767,13129,0.7405,plotted as market retention,eligible,,0.7405,eligible,,False,0.8676,1.0,False,False,1.0,1.0,0.8538,False,0.0371,0.0371,False,0,,False,
