profile,overlay,line,line_label,year,target_pct,historical_trend_pct,overlay_pct,unit,is_judgement,mgmt_confidence,mgmt_silent,mgmt_statement_ids,source
management,headcount_productivity_product,pd,Product development,FY2027E,10.0,11.27,-1.27,% y/y cash growth,False,low,no,S163;S113;S114,"31a_mgmt_implied_profile.csv (pd, FY2027): no number; 2Q26 language implies headcount growth stays below the historical rate. Confidence low on 3 statement(s) S163;S113;S114. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year. MANAGEMENT IS SILENT for this year: this row is the house lever set, not a management view."
management,headcount_productivity_product,pd,Product development,FY2028E,9.5,11.27,-1.77,% y/y cash growth,False,none,yes,nan,"31a_mgmt_implied_profile.csv (pd, FY2028): silent. Confidence none on 0 statement(s) nan. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year. MANAGEMENT IS SILENT for this year: this row is the house lever set, not a management view."
management,brand_marketing_ramp,brand,Brand and performance marketing,FY2026E,25.0,16.53,8.47,% y/y cash growth,False,high,no,S147;S153;S125;S108,"31a_mgmt_implied_profile.csv (brand, FY2026): up again as a share of revenue: 'some incremental investment ... obviously, in sales and marketing', with efficient marketing named as one of three reinvestment buckets. Confidence high on 4 statement(s) S147;S153;S125;S108. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year."
management,brand_marketing_ramp,brand,Brand and performance marketing,FY2027E,16.0,16.53,-0.53,% y/y cash growth,False,low,no,S108;S109;S120,"31a_mgmt_implied_profile.csv (brand, FY2027): no number; the fixed-per-market model implies core-market leverage funding further expansion-market spend. Confidence low on 3 statement(s) S108;S109;S120. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year. MANAGEMENT IS SILENT for this year: this row is the house lever set, not a management view."
management,brand_marketing_ramp,brand,Brand and performance marketing,FY2028E,13.5,16.53,-3.03,% y/y cash growth,False,none,yes,nan,"31a_mgmt_implied_profile.csv (brand, FY2028): silent. Confidence none on 0 statement(s) nan. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year. MANAGEMENT IS SILENT for this year: this row is the house lever set, not a management view."
management,new_business_field_investment,field,Field operations and policy,FY2026E,18.0,24.26,-6.26,% y/y cash growth,False,medium,no,S127;S147;S125;S135,"31a_mgmt_implied_profile.csv (field, FY2026): the FY25 ~$200m does not roll off - part is 'fixed head count'; go-to-market spend rises further. Confidence medium on 4 statement(s) S127;S147;S125;S135. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year."
management,new_business_field_investment,field,Field operations and policy,FY2027E,14.0,24.26,-10.26,% y/y cash growth,False,low,no,S135;S127,"31a_mgmt_implied_profile.csv (field, FY2027): 'every incremental new business ... more efficient to launch than the prior businesses' - a theory, in Chesky's own word. Confidence low on 2 statement(s) S135;S127. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year. MANAGEMENT IS SILENT for this year: this row is the house lever set, not a management view."
management,new_business_field_investment,field,Field operations and policy,FY2028E,12.0,24.26,-12.26,% y/y cash growth,False,none,yes,nan,"31a_mgmt_implied_profile.csv (field, FY2028): silent. Confidence none on 0 statement(s) nan. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year. MANAGEMENT IS SILENT for this year: this row is the house lever set, not a management view."
management,headcount_productivity_ga,ga,General and administrative,FY2026E,2.0,9.63,-7.63,% y/y cash growth,False,high,no,S157;S148;S111;S134,"31a_mgmt_implied_profile.csv (ga, FY2026): G&A held down ('extremely disciplined'); effective tax rate high teens, from 20% in FY2025. Confidence high on 4 statement(s) S157;S148;S111;S134. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year."
management,headcount_productivity_ga,ga,General and administrative,FY2027E,5.5,9.63,-4.13,% y/y cash growth,False,medium,no,S148;S134,"31a_mgmt_implied_profile.csv (ga, FY2027): long-term effective tax rate mid-to-high teens under OBBBA. Confidence medium on 2 statement(s) S148;S134. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year."
management,headcount_productivity_ga,ga,General and administrative,FY2028E,5.0,9.63,-4.63,% y/y cash growth,False,low,no,S148,"31a_mgmt_implied_profile.csv (ga, FY2028): long-term ETR mid-to-high teens (the same statement, undated). Confidence low on 1 statement(s) S148. Numeric target is the 07_margin_levers_fy26_fy28.csv base lever, because part A finds no quantified management figure for this line and year. MANAGEMENT IS SILENT for this year: this row is the house lever set, not a management view."
base,ai_hosting_and_payments,cor,Cost of revenue,FY2026E,1.0,-1.3,2.3,% y/y change in cash cost per $ of GBV,True,,,,"judgement: +1.0% per $ of GBV in FY26-FY27 and +0.5% in FY28, above 07 at 0.0 / 0.0 / -0.5. The data-hosting commitment went from $672m through 2027 to $1.7bn through 2031, roughly $280m a year against about $220m, and 1H26 already carries +$15m of server cost. The historical trend is -1.3% a year; I take the AI build as stopping that decline rather than merely offsetting it"
base,ai_hosting_and_payments,cor,Cost of revenue,FY2027E,1.0,-1.3,2.3,% y/y change in cash cost per $ of GBV,True,,,,"judgement: +1.0% per $ of GBV in FY26-FY27 and +0.5% in FY28, above 07 at 0.0 / 0.0 / -0.5. The data-hosting commitment went from $672m through 2027 to $1.7bn through 2031, roughly $280m a year against about $220m, and 1H26 already carries +$15m of server cost. The historical trend is -1.3% a year; I take the AI build as stopping that decline rather than merely offsetting it"
base,ai_hosting_and_payments,cor,Cost of revenue,FY2028E,0.5,-1.3,1.8,% y/y change in cash cost per $ of GBV,True,,,,"judgement: +1.0% per $ of GBV in FY26-FY27 and +0.5% in FY28, above 07 at 0.0 / 0.0 / -0.5. The data-hosting commitment went from $672m through 2027 to $1.7bn through 2031, roughly $280m a year against about $220m, and 1H26 already carries +$15m of server cost. The historical trend is -1.3% a year; I take the AI build as stopping that decline rather than merely offsetting it"
base,ai_customer_support,ops,Operations and support,FY2026E,-4.0,-2.47,-1.53,% y/y change in cash cost per night,True,,,,"judgement: -4.0 / -4.5 / -4.5% per night, against 07 at -5.0 flat. The only measured line-level outcome is -3.8% in 1H26; the -16% per booking is a sub-component (third-party support), and payroll +$41m, customer relations +$14m and insurance +$9m in 1H26 ate most of it"
base,ai_customer_support,ops,Operations and support,FY2027E,-4.5,-2.47,-2.03,% y/y change in cash cost per night,True,,,,"judgement: -4.0 / -4.5 / -4.5% per night, against 07 at -5.0 flat. The only measured line-level outcome is -3.8% in 1H26; the -16% per booking is a sub-component (third-party support), and payroll +$41m, customer relations +$14m and insurance +$9m in 1H26 ate most of it"
base,ai_customer_support,ops,Operations and support,FY2028E,-4.5,-2.47,-2.03,% y/y change in cash cost per night,True,,,,"judgement: -4.0 / -4.5 / -4.5% per night, against 07 at -5.0 flat. The only measured line-level outcome is -3.8% in 1H26; the -16% per booking is a sub-component (third-party support), and payroll +$41m, customer relations +$14m and insurance +$9m in 1H26 ate most of it"
base,headcount_productivity_product,pd,Product development,FY2026E,11.0,11.27,-0.27,% y/y cash growth,True,,,,"judgement: 11 / 9.5 / 9%, essentially 07's set. Revenue per employee fell 1.8% in 2025 for the first time, so the headcount lever is spent and product payroll grows with the plan, not revenue"
base,headcount_productivity_product,pd,Product development,FY2027E,9.5,11.27,-1.77,% y/y cash growth,True,,,,"judgement: 11 / 9.5 / 9%, essentially 07's set. Revenue per employee fell 1.8% in 2025 for the first time, so the headcount lever is spent and product payroll grows with the plan, not revenue"
base,headcount_productivity_product,pd,Product development,FY2028E,9.0,11.27,-2.27,% y/y cash growth,True,,,,"judgement: 11 / 9.5 / 9%, essentially 07's set. Revenue per employee fell 1.8% in 2025 for the first time, so the headcount lever is spent and product payroll grows with the plan, not revenue"
base,brand_marketing_ramp,brand,Brand and performance marketing,FY2026E,27.0,16.53,10.47,% y/y cash growth,True,,,,"judgement: +27% FY26 (H2 at about +21% after 1H at +32%), then 15 / 12%. 07 base takes FY26 at +25%, which needs H2 at about +17%; nothing in the 1H26 disclosure or the Q3 investment timing language supports that sharp a step down inside the year"
base,brand_marketing_ramp,brand,Brand and performance marketing,FY2027E,15.0,16.53,-1.53,% y/y cash growth,True,,,,"judgement: +27% FY26 (H2 at about +21% after 1H at +32%), then 15 / 12%. 07 base takes FY26 at +25%, which needs H2 at about +17%; nothing in the 1H26 disclosure or the Q3 investment timing language supports that sharp a step down inside the year"
base,brand_marketing_ramp,brand,Brand and performance marketing,FY2028E,12.0,16.53,-4.53,% y/y cash growth,True,,,,"judgement: +27% FY26 (H2 at about +21% after 1H at +32%), then 15 / 12%. 07 base takes FY26 at +25%, which needs H2 at about +17%; nothing in the 1H26 disclosure or the Q3 investment timing language supports that sharp a step down inside the year"
base,new_business_field_investment,field,Field operations and policy,FY2026E,18.0,24.26,-6.26,% y/y cash growth,True,,,,"judgement: 18 / 13 / 11%, marginally below 07 in the out years as the Services and Experiences launch spend laps and supply acquisition annualises"
base,new_business_field_investment,field,Field operations and policy,FY2027E,13.0,24.26,-11.26,% y/y cash growth,True,,,,"judgement: 18 / 13 / 11%, marginally below 07 in the out years as the Services and Experiences launch spend laps and supply acquisition annualises"
base,new_business_field_investment,field,Field operations and policy,FY2028E,11.0,24.26,-13.26,% y/y cash growth,True,,,,"judgement: 18 / 13 / 11%, marginally below 07 in the out years as the Services and Experiences launch spend laps and supply acquisition annualises"
base,headcount_productivity_ga,ga,General and administrative,FY2026E,3.0,9.63,-6.63,% y/y cash growth,True,,,,"judgement: 3 / 5 / 5%. 1H26's +1% flatters the line (non-income taxes -$38m); underlying payroll is growing, and G&A carries the highest fixed share of any line (61%)"
base,headcount_productivity_ga,ga,General and administrative,FY2027E,5.0,9.63,-4.63,% y/y cash growth,True,,,,"judgement: 3 / 5 / 5%. 1H26's +1% flatters the line (non-income taxes -$38m); underlying payroll is growing, and G&A carries the highest fixed share of any line (61%)"
base,headcount_productivity_ga,ga,General and administrative,FY2028E,5.0,9.63,-4.63,% y/y cash growth,True,,,,"judgement: 3 / 5 / 5%. 1H26's +1% flatters the line (non-income taxes -$38m); underlying payroll is growing, and G&A carries the highest fixed share of any line (61%)"
all,addbacks,addbacks,D&A and other add-backs,all,0.9,,,% of revenue,False,,,,"07_margin_levers_fy26_fy28.csv addback_pct; FY2023-FY2025 D&A about 0.7% of revenue, add-backs 0.9%"
all,take_rate,revenue,Take rate,all,0.0,,0.0,bps change vs the 29 driver path,False,,,,"held at whatever the workstream-29 revenue path implies (revenue / GBV). Management guides the 2026 take rate flat: the 15.5% single fee and travel insurance push up, new-business incentives and RNPL book-versus-stay timing push down. Set this non-zero to test a monetisation case"
all,fx_cost_passthrough,cor,Non-USD share of cost of revenue,all,55.0,,,% of the line,True,,,,"margin-drivers section 14: about 55% of revenue is non-USD and cost of revenue (merchant fees) scales with GBV in local currency; every other cash line is treated as USD. Used in the FX sensitivity only, because the central path already carries FX inside GBV"
all,expansion_markets,brand,Expansion-market count,all,,,,count,True,,,,"NOT DISCLOSED. Airbnb has never published a count of expansion markets, only that origin nights in them have grown at about twice core for ten consecutive quarters (1Q24-2Q26). The fixed-per-market brand model therefore cannot be identified from public data; the brand overlay carries the whole effect as a growth rate instead. Workstream 31 part A to supply a count if one exists"
all,brand_fixed_share,brand,Fixed share of brand marketing,all,0.0,,,% of the line,False,,,,"levels regression intercept share on 1Q22-2Q26 is -2%, i.e. brand and performance marketing shows no measurable fixed component against revenue over this window despite the fixed-per-market language; the spend has grown faster than revenue throughout"
