line,line_label,driver,spec,window,n,dof,elasticity,elasticity_se,elasticity_t,trend_pct_per_year,r2,adj_r2,intercept_share_pct,elasticity_loo_min,elasticity_loo_max,loo_range,elasticity_levels_spec,trend_levels_pct_per_year,r2_levels,corr_logdriver_trend,promote,is_natural_driver,evidence,sign_admissible
pd,Product development,nights,dlog4 (primary),1Q23-2Q26,14,12.0,-0.583681788374071,0.5349810214223668,-1.0910327002296685,17.099958802380904,0.09024416642686428,0.014431180295769619,-23.763700785844545,-0.7656043922587752,0.19676916657287233,0.9623735588316475,-0.6782200603909524,18.155032482737575,0.9753195978123431,0.8056196376417258,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",False
pd,Product development,time,dlog4 (primary),1Q23-2Q26,14,13.0,,,,11.26648331506456,0.0,0.0,,0.10417057668842772,0.12800966792745017,0.023839091239022447,,11.573765535561101,0.9689395631800841,,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
brand,Brand and performance marketing,revenue,dlog4 (primary),1Q23-2Q26,14,12.0,1.1912274580194182,0.7343743596559525,1.622098378512966,0.8552528415508815,0.1798350499733805,0.11148797080449546,-2.452638270355277,0.42158739591206995,1.8919839771756892,1.4703965812636193,1.17246491392062,1.252529179479861,0.9598843766956835,0.6343427033336478,False,True,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
brand,Brand and performance marketing,nights,dlog4 (primary),1Q23-2Q26,14,12.0,1.0394867409165547,1.1360498950226006,0.9150009567985349,6.142467161239088,0.06521866187966041,-0.012679782963701092,-84.59051233131738,0.284456346794682,4.209627360420771,3.925171013626089,0.7878791632380872,8.716362490272362,0.9513598377826988,0.8056196376417258,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
brand,Brand and performance marketing,gbv,dlog4 (primary),1Q23-2Q26,14,12.0,1.1167135355149973,0.9393552917856901,1.1888084788367497,2.205748758362502,0.10536327554881164,0.030810215177879297,-49.98436848455652,0.4427605390735655,1.7763051957823928,1.3335446567088272,0.9371287111244868,4.821048813925918,0.9528525797672693,0.7786833046128232,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
brand,Brand and performance marketing,time,dlog4 (primary),1Q23-2Q26,14,13.0,,,,16.531382051694564,-2.220446049250313e-16,-2.220446049250313e-16,,0.14583162768869903,0.19503786980748017,0.049206242118781135,,16.361732183994985,0.9477694964576762,,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
field,Field operations and policy,revenue,dlog4 (primary),1Q23-2Q26,14,12.0,-2.252158326301797,1.1803268949106207,-1.9080801564488112,53.8991154238265,0.23277433979064743,0.1688388681065347,-59.504398108603986,-2.4359128906479577,-1.8550083638477752,0.5809045268001825,-2.769552466666955,59.78152143417537,0.8867549022170386,0.6343427033336478,False,True,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",False
field,Field operations and policy,nights,dlog4 (primary),1Q23-2Q26,14,12.0,-2.2141811646255927,1.845033499736018,-1.200076402375562,46.39064608760638,0.10715503886564881,0.03275129210445282,-167.11021894701997,-3.854065815596687,-1.2978202192287258,2.556245596367961,-3.6221164726600494,59.2391852511502,0.890912578847094,0.8056196376417258,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",False
field,Field operations and policy,headcount,dlog4 (primary),1Q23-2Q26,14,12.0,4.110981860242915,1.1966585837459034,3.4353840904013726,-1.245357081034961,0.4958378017646522,0.4538242852450399,-308.42470071896855,2.817753040196149,4.936656633610287,2.1189035934141383,3.9887292094180427,-0.12824303306993023,0.8939840954560053,0.9763689866058811,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",False
field,Field operations and policy,time,dlog4 (primary),1Q23-2Q26,14,13.0,,,,24.26151373228424,3.3306690738754696e-16,2.220446049250313e-16,,0.18446825061477562,0.2818665745887614,0.09739832397398579,,24.091131083304784,0.8528264055229812,,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
ga,General and administrative,revenue,dlog4 (primary),1Q23-2Q26,14,12.0,4.59014969180168,5.381683833244384,0.8529207277928249,-50.77736448647849,0.057157750325400936,-0.0214124371474822,61.04626502926637,0.9612043659527643,9.198416593331173,8.237212227378409,3.902615439276593,-44.74417788528927,0.3024337559906416,0.6343427033336478,False,True,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",False
ga,General and administrative,headcount,dlog4 (primary),1Q23-2Q26,14,12.0,-4.5906524465375975,6.803897175488342,-0.6747092626672607,38.11039121855966,0.0365495052678767,-0.0437380359598003,118.76675584841446,-15.822470977990053,4.897845674754518,20.72031665274457,-5.932837794104224,41.57156350361948,0.3190168077775939,0.9763689866058811,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",False
ga,General and administrative,nights,dlog4 (primary),1Q23-2Q26,14,12.0,0.5065993387067441,8.029752021191532,0.06309028440352384,4.564278735818566,0.0003315886779877708,-0.08297411226551321,64.75759393923896,-34.04370279520945,4.17616376940775,38.2198665646172,0.8439439246749157,-2.6417527229689264,0.25671744193556,0.8056196376417258,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
ga,General and administrative,time,dlog4 (primary),1Q23-2Q26,14,13.0,,,,9.627371131537618,0.0,0.0,,-0.09432063149691493,0.2802498134045219,0.3745704449014368,,5.547654493225178,0.25526993125926134,,False,False,"primary spec dlog4(cost) = g + b dlog4(driver), OLS on year-on-year log differences of the quarterly cash (ex-SBC) stack in 07_cost_lines_per_night.csv (1Q23-2Q26); g is the per-unit trend in % per year. Secondary spec log(cost) = a + b log(driver) + Q2 + Q3 + Q4 + trend on 1Q22-2Q26. Drivers from the same file and 02_kpi_panel_quarterly.csv; headcount interpolated from the 10-K Dec-31 counts",True
cor,Cost of revenue,gbv,descriptive,"2021 (reopening, descriptive only)",4,,,,,,,,,,,,,,,,False,True,"2021 mean cash cost per night $3.86 vs 2022 $3.81; 2021 nights +56% on a collapsed 2020 base, so no elasticity is estimated on it",True
ops,Operations and support,nights,descriptive,"2021 (reopening, descriptive only)",4,,,,,,,,,,,,,,,,False,True,"2021 mean cash cost per night $2.67 vs 2022 $2.49; 2021 nights +56% on a collapsed 2020 base, so no elasticity is estimated on it",True
pd,Product development,revenue,descriptive,"2021 (reopening, descriptive only)",4,,,,,,,,,,,,,,,,False,True,"2021 mean cash cost per night $2.96 vs 2022 $2.44; 2021 nights +56% on a collapsed 2020 base, so no elasticity is estimated on it",True
ga,General and administrative,revenue,descriptive,"2021 (reopening, descriptive only)",4,,,,,,,,,,,,,,,,False,True,"2021 mean cash cost per night $2.10 vs 2022 $1.91; 2021 nights +56% on a collapsed 2020 base, so no elasticity is estimated on it",True
cor,Cost of revenue,gbv,restricted (used forward),1Q23-2Q26,14,13.0,1.0,,,-1.3031845753522755,,,0.6810252905504601,1.0,1.0,0.0,,,,,True,True,"elasticity imposed at 1.0 on gbv; trend = mean year-on-year log change in cash cost per $ of GBV over 1Q23-2Q26 (2023 -1.9%; 2024 -1.2%; 2025 -0.6%; 2026 -1.6%). Unrestricted estimate 1.01, LOO [0.96, 1.11]",True
ops,Operations and support,nights,restricted (used forward),1Q23-2Q26,14,13.0,1.0,,,-2.4684145638599424,,,18.689908303813098,1.0,1.0,0.0,,,,,True,True,"elasticity imposed at 1.0 on nights; trend = mean year-on-year log change in cash cost per night over 1Q23-2Q26 (2023 +0.6%; 2024 -3.3%; 2025 -4.0%; 2026 -3.8%). Unrestricted estimate 1.39, LOO [0.41, 1.66]",True
pd,Product development,none (trend only),restricted (used forward),1Q23-2Q26,14,13.0,0.0,,,11.266483315064558,,,32.18953803513498,0.0,0.0,0.0,,,,,True,True,"elasticity imposed at 0.0 on no driver; trend = mean year-on-year log change in own growth rate (headcount-driven) over 1Q23-2Q26 (2023 +7.4%; 2024 +13.0%; 2025 +13.4%; 2026 +11.3%). Unrestricted estimate -0.69, LOO [-0.85, -0.54]",True
brand,Brand and performance marketing,none (trend only),restricted (used forward),1Q23-2Q26,14,13.0,0.0,,,16.531382051694564,,,-2.452638270355277,0.0,0.0,0.0,,,,,True,True,"elasticity imposed at 0.0 on no driver; trend = mean year-on-year log change in own growth rate (discretionary) over 1Q23-2Q26 (2023 +15.4%; 2024 +19.2%; 2025 +9.1%; 2026 +28.2%). Unrestricted estimate 1.19, LOO [0.42, 1.89]",True
field,Field operations and policy,none (trend only),restricted (used forward),1Q23-2Q26,14,13.0,0.0,,,24.261513732284236,,,-59.504398108603986,0.0,0.0,0.0,,,,,True,True,"elasticity imposed at 0.0 on no driver; trend = mean year-on-year log change in own growth rate (programme spend) over 1Q23-2Q26 (2023 +14.4%; 2024 +20.7%; 2025 +38.8%; 2026 +21.9%). Unrestricted estimate -2.25, LOO [-2.44, -1.86]",True
ga,General and administrative,none (trend only),restricted (used forward),1Q23-2Q26,14,13.0,0.0,,,9.627371131537618,,,61.04626502926637,0.0,0.0,0.0,,,,,True,True,"elasticity imposed at 0.0 on no driver; trend = mean year-on-year log change in own growth rate (fixed base) over 1Q23-2Q26 (2023 +57.3%; 2024 -36.4%; 2025 +14.3%; 2026 -3.0%). Unrestricted estimate 4.59, LOO [0.96, 9.20]",True
