window,mapping,widening_pp,quarter,season,group,feasible,n_season,basis,share_low_pct,share_high_pct,share_width_pp
W1,melbourne_calendar_months,0.0,2023Q2,2,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2023Q2,2,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2023Q2,2,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2023Q2,2,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2024Q2,2,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2024Q2,2,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2024Q2,2,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2024Q2,2,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2025Q2,2,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2025Q2,2,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2025Q2,2,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2025Q2,2,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2026Q2,2,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2026Q2,2,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2026Q2,2,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2026Q2,2,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2023Q2,2,same_quarter,True,4,stale_K2_accommodation_share_assumption,37.46470598556592,59.60356519380502,22.138859208239097
W1,melbourne_calendar_months,10.0,2023Q2,2,one_earlier,True,4,stale_K2_accommodation_share_assumption,23.230190312326165,34.015309143241296,10.785118830915131
W1,melbourne_calendar_months,10.0,2023Q2,2,two_earlier,True,4,stale_K2_accommodation_share_assumption,7.2450062668629664,22.92859088519254,15.683584618329578
W1,melbourne_calendar_months,10.0,2023Q2,2,older_finite_tail,True,4,stale_K2_accommodation_share_assumption,0.0,15.280269115977141,15.280269115977141
W1,melbourne_calendar_months,10.0,2024Q2,2,same_quarter,True,4,stale_K2_accommodation_share_assumption,36.91088801189433,59.083748025105784,22.17286001321146
W1,melbourne_calendar_months,10.0,2024Q2,2,one_earlier,True,4,stale_K2_accommodation_share_assumption,23.29253228241336,33.83205835141018,10.539526068996821
W1,melbourne_calendar_months,10.0,2024Q2,2,two_earlier,True,4,stale_K2_accommodation_share_assumption,7.3703559985185505,23.325124948665973,15.954768950147425
W1,melbourne_calendar_months,10.0,2024Q2,2,older_finite_tail,True,4,stale_K2_accommodation_share_assumption,0.0,16.172015166941218,16.172015166941218
W1,melbourne_calendar_months,10.0,2025Q2,2,same_quarter,True,4,stale_K2_accommodation_share_assumption,36.94654516046278,59.306458969000296,22.359913808537513
W1,melbourne_calendar_months,10.0,2025Q2,2,one_earlier,True,4,stale_K2_accommodation_share_assumption,22.565723566217155,32.77637944975475,10.210655883537594
W1,melbourne_calendar_months,10.0,2025Q2,2,two_earlier,True,4,stale_K2_accommodation_share_assumption,7.554076381781984,23.8778793570014,16.323802975219415
W1,melbourne_calendar_months,10.0,2025Q2,2,older_finite_tail,True,4,stale_K2_accommodation_share_assumption,0.0,16.75842245951964,16.75842245951964
W1,melbourne_calendar_months,10.0,2026Q2,2,same_quarter,True,4,stale_K2_accommodation_share_assumption,36.79797461726185,58.903006056638695,22.105031439376845
W1,melbourne_calendar_months,10.0,2026Q2,2,one_earlier,True,4,stale_K2_accommodation_share_assumption,23.073665699478553,33.46727522862392,10.39360952914537
W1,melbourne_calendar_months,10.0,2026Q2,2,two_earlier,True,4,stale_K2_accommodation_share_assumption,7.537430372714937,23.846351446763116,16.30892107404818
W1,melbourne_calendar_months,10.0,2026Q2,2,older_finite_tail,True,4,stale_K2_accommodation_share_assumption,0.0,16.38097350014722,16.38097350014722
W1,melbourne_calendar_months,0.0,2023Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2023Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2023Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2023Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2024Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2024Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2024Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2024Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2025Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2025Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2025Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2025Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2023Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2023Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2023Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2023Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2024Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2024Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2024Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2024Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2025Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2025Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2025Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,10.0,2025Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,melbourne_calendar_months,0.0,2023Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,48.210724717623506,49.42797935774197,1.2172546401184592
W1,melbourne_calendar_months,0.0,2023Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,35.14799136612222,37.673389180847536,2.5253978147253218
W1,melbourne_calendar_months,0.0,2023Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,7.219752448632461,9.46882587844495,2.2490734298124897
W1,melbourne_calendar_months,0.0,2023Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,5.592931703231713,8.037353907827157,2.4444222045954436
W1,melbourne_calendar_months,0.0,2024Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,48.88667712213762,50.13340276956093,1.246725647423308
W1,melbourne_calendar_months,0.0,2024Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,34.49357810114963,36.98898294630126,2.495404845151633
W1,melbourne_calendar_months,0.0,2024Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,7.16110458908983,9.394677443049787,2.233572853959957
W1,melbourne_calendar_months,0.0,2024Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,5.612134626176907,8.059196848200813,2.447062222023906
W1,melbourne_calendar_months,0.0,2025Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,49.657545642734775,50.91133052575722,1.2537848830224518
W1,melbourne_calendar_months,0.0,2025Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,34.4496513788616,36.89984455762737,2.4501931787657636
W1,melbourne_calendar_months,0.0,2025Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,6.95596694608998,9.123114275113913,2.1671473290239343
W1,melbourne_calendar_months,0.0,2025Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,5.256764898559524,7.632061468513231,2.375296569953707
W1,melbourne_calendar_months,10.0,2023Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,38.21072471762351,55.35175109472314,17.14102637709963
W1,melbourne_calendar_months,10.0,2023Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,24.909375472461537,47.673389180847536,22.764013708386
W1,melbourne_calendar_months,10.0,2023Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,0.0,19.46882587844495,19.46882587844495
W1,melbourne_calendar_months,10.0,2023Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,0.0,18.059196848200823,18.059196848200823
W1,melbourne_calendar_months,10.0,2024Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,38.48621387477762,55.94413614565038,17.45792227087276
W1,melbourne_calendar_months,10.0,2024Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,24.4496513788616,46.996457818106634,22.54680643924504
W1,melbourne_calendar_months,10.0,2024Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,0.0,19.38405745921662,19.38405745921662
W1,melbourne_calendar_months,10.0,2024Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,0.0,18.059196848200827,18.059196848200827
W1,melbourne_calendar_months,10.0,2025Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,39.35744210071472,57.01287675077703,17.655434650062308
W1,melbourne_calendar_months,10.0,2025Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,24.449651378861603,47.010921245815695,22.561269866954092
W1,melbourne_calendar_months,10.0,2025Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,0.0,18.962013900446554,18.962013900446554
W1,melbourne_calendar_months,10.0,2025Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,0.0,17.861853303545207,17.861853303545207
W1,original_northern_season_analogy,0.0,2023Q1,1,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q1,1,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q1,1,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q1,1,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q1,1,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q1,1,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q1,1,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q1,1,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q1,1,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q1,1,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q1,1,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q1,1,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2026Q1,1,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2026Q1,1,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2026Q1,1,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2026Q1,1,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2023Q1,1,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2023Q1,1,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2023Q1,1,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2023Q1,1,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2024Q1,1,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2024Q1,1,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2024Q1,1,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2024Q1,1,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2025Q1,1,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2025Q1,1,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2025Q1,1,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2025Q1,1,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2026Q1,1,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2026Q1,1,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2026Q1,1,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2026Q1,1,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q2,2,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q2,2,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q2,2,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q2,2,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q2,2,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q2,2,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q2,2,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q2,2,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q2,2,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q2,2,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q2,2,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q2,2,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2026Q2,2,same_quarter,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2026Q2,2,one_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2026Q2,2,two_earlier,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2026Q2,2,older_finite_tail,False,4,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2023Q2,2,same_quarter,True,4,stale_K2_accommodation_share_assumption,38.94392258932351,56.4051169205977,17.461194331274182
W1,original_northern_season_analogy,10.0,2023Q2,2,one_earlier,True,4,stale_K2_accommodation_share_assumption,25.205366327901675,33.60344614554812,8.398079817646442
W1,original_northern_season_analogy,10.0,2023Q2,2,two_earlier,True,4,stale_K2_accommodation_share_assumption,8.14423323469926,18.674134347987213,10.52990111328795
W1,original_northern_season_analogy,10.0,2023Q2,2,older_finite_tail,True,4,stale_K2_accommodation_share_assumption,0.6268074923958172,14.59133810011629,13.964530607720475
W1,original_northern_season_analogy,10.0,2024Q2,2,same_quarter,True,4,stale_K2_accommodation_share_assumption,38.32797309023394,55.8054258922106,17.47745280197666
W1,original_northern_season_analogy,10.0,2024Q2,2,one_earlier,True,4,stale_K2_accommodation_share_assumption,25.237138634830593,33.422414184659175,8.185275549828585
W1,original_northern_season_analogy,10.0,2024Q2,2,two_earlier,True,4,stale_K2_accommodation_share_assumption,8.285082095171369,18.99709053888154,10.71200844371017
W1,original_northern_season_analogy,10.0,2024Q2,2,older_finite_tail,True,4,stale_K2_accommodation_share_assumption,0.7327100111909818,15.445398921695903,14.71268891050492
W1,original_northern_season_analogy,10.0,2025Q2,2,same_quarter,True,4,stale_K2_accommodation_share_assumption,38.42779713264622,56.015779491810235,17.587982359164016
W1,original_northern_season_analogy,10.0,2025Q2,2,one_earlier,True,4,stale_K2_accommodation_share_assumption,24.4496513788616,32.37951761801704,7.929866239155439
W1,original_northern_season_analogy,10.0,2025Q2,2,two_earlier,True,4,stale_K2_accommodation_share_assumption,8.49764135147598,19.468825878444953,10.971184526968973
W1,original_northern_season_analogy,10.0,2025Q2,2,older_finite_tail,True,4,stale_K2_accommodation_share_assumption,0.7783242689107904,16.018346028362675,15.240021759451885
W1,original_northern_season_analogy,10.0,2026Q2,2,same_quarter,True,4,stale_K2_accommodation_share_assumption,38.21072471762351,55.63471257655232,17.423987858928804
W1,original_northern_season_analogy,10.0,2026Q2,2,one_earlier,True,4,stale_K2_accommodation_share_assumption,24.993504504393204,33.07403605903308,8.080531554639869
W1,original_northern_season_analogy,10.0,2026Q2,2,two_earlier,True,4,stale_K2_accommodation_share_assumption,8.472891870778575,19.423616136151477,10.950724265372902
W1,original_northern_season_analogy,10.0,2026Q2,2,older_finite_tail,True,4,stale_K2_accommodation_share_assumption,0.7333529937685546,15.646399240529874,14.913046246761319
W1,original_northern_season_analogy,0.0,2023Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2024Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2025Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2023Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2023Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2023Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2023Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2024Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2024Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2024Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2024Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2025Q3,3,same_quarter,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2025Q3,3,one_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2025Q3,3,two_earlier,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,10.0,2025Q3,3,older_finite_tail,False,3,stale_K2_accommodation_share_assumption,,,
W1,original_northern_season_analogy,0.0,2023Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,46.79797461726184,49.454652672032815,2.6566780547709667
W1,original_northern_season_analogy,0.0,2023Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,33.19359367733094,38.0026437032414,4.809050025910455
W1,original_northern_season_analogy,0.0,2023Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,9.967539701482515,13.8778793570014,3.9103396555188836
W1,original_northern_season_analogy,0.0,2023Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,2.3989325529028105,6.740504123934454,4.341571571031643
W1,original_northern_season_analogy,0.0,2024Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,47.43744030337158,50.15748679725897,2.7200464938873847
W1,original_northern_season_analogy,0.0,2024Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,32.58424370875812,37.33830355707832,4.754059848320197
W1,original_northern_season_analogy,0.0,2024Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,9.891171418612377,13.778887465816231,3.8877160472038543
W1,original_northern_season_analogy,0.0,2024Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,2.408861909993881,6.758422459519631,4.34956054952575
W1,original_northern_season_analogy,0.0,2025Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,48.202398411462305,50.938804315657706,2.736405904195399
W1,original_northern_season_analogy,0.0,2025Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,32.56572356621716,37.24136178839455,4.675638222177392
W1,original_northern_season_analogy,0.0,2025Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,9.609657962007919,13.38499589537301,3.7753379333650887
W1,original_northern_season_analogy,0.0,2025Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,2.2551517274131605,6.505861372387047,4.250709644973886
W1,original_northern_season_analogy,10.0,2023Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,36.79797461726185,55.3775522909968,18.57957767373495
W1,original_northern_season_analogy,10.0,2023Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,22.98442129091645,48.0026437032414,25.018222412324942
W1,original_northern_season_analogy,10.0,2023Q4,4,two_earlier,True,3,stale_K2_accommodation_share_assumption,0.0,23.877879357001394,23.877879357001394
W1,original_northern_season_analogy,10.0,2023Q4,4,older_finite_tail,True,3,stale_K2_accommodation_share_assumption,0.0,16.75842245951963,16.75842245951963
W1,original_northern_season_analogy,10.0,2024Q4,4,same_quarter,True,3,stale_K2_accommodation_share_assumption,37.0656254964924,55.96693576937957,18.901310272887162
W1,original_northern_season_analogy,10.0,2024Q4,4,one_earlier,True,3,stale_K2_accommodation_share_assumption,22.56572356621716,47.33798570308888,24.772262136871724
