window,shape_id,rmse_pct,weight_0,weight_1,weight_2,weight_3,lambda_Q1,lambda_Q2,lambda_Q3,lambda_Q4
W1,696,0.9176507773744158,0.15,0.15,0.7,0.0,0.11354375255817074,0.15878990311421415,0.1694425848952911,0.12087166433565513
W1,708,0.9624646395952964,0.15,0.2,0.55,0.1,0.11341689028290919,0.1534377932994897,0.1744748749476186,0.12240761309216895
W1,709,0.92799724933162,0.15,0.2,0.6,0.05,0.11383024720791887,0.1545732807072006,0.1721752029356529,0.12175383449894345
W1,710,0.905055187490495,0.15,0.2,0.65,0.0,0.11424689869341453,0.1557261667520328,0.1699359010788328,0.12110703212034633
W1,721,0.9735263312720596,0.15,0.25,0.5,0.1,0.11411836678560307,0.15057650913939438,0.1749987852787317,0.12264905843039434
W1,722,0.9350417545275418,0.15,0.25,0.55,0.05,0.11453698781419006,0.15166962013606983,0.17268508229808488,0.12199272544074719
W1,723,0.9075935982961991,0.15,0.25,0.6,0.0,0.11495896761008584,0.1527791544727386,0.1704323099041004,0.12134340920147264
W1,733,0.9966830847025037,0.15,0.3,0.45,0.1,0.11482873300037039,0.1478206035991812,0.175526087243646,0.12289155264992625
W1,734,0.9551823524989791,0.15,0.3,0.5,0.05,0.11525272089290044,0.14887368184634975,0.17319821555277604,0.12223264879934975
W1,735,0.9241568208199498,0.15,0.3,0.55,0.0,0.11568013345968886,0.1499422801726229,0.1709318422820263,0.1215808025796941
W1,745,0.986849099352321,0.15,0.35,0.45,0.05,0.11597762245245208,0.1461795462555146,0.173714635820472,0.12247361179231127
W1,746,0.9531756418678304,0.15,0.35,0.5,0.0,0.11641057504230173,0.1472094469669605,0.17143452955493674,0.12181921932393916
W1,756,0.9928523896199403,0.15,0.4,0.45,0.0,0.11715047596564755,0.14457500234208354,0.17194040350433226,0.12205866657226658
W1,816,0.980039791726449,0.2,0.0,0.7,0.1,0.10934036322967262,0.16338205305986017,0.17324328538388806,0.12244645869219635
W1,817,0.9611832318887193,0.2,0.0,0.75,0.05,0.10972418656663749,0.1646712098218973,0.17097640299299846,0.12179216105665186
W1,818,0.9547454416688016,0.2,0.0,0.8,0.0,0.11011095520684404,0.1659814614112077,0.1687685887484453,0.12114484951834317
W1,831,0.9806509170041026,0.2,0.05,0.6,0.15,0.10960610211061933,0.15892041174187163,0.17610195051723385,0.1233518377318266
W1,832,0.9432122063287921,0.2,0.05,0.65,0.1,0.10999166490880342,0.16013896817605042,0.17375928911158128,0.12268784412423164
W1,833,0.9173455686770304,0.2,0.05,0.7,0.05,0.11038019170007043,0.16137688195611782,0.17147869493379544,0.12203099227191289
W1,834,0.9040030384401647,0.2,0.05,0.75,0.0,0.11077171899504204,0.16263463022630575,0.1692577122832099,0.12138116706466671
W1,846,0.9650812523545139,0.2,0.1,0.55,0.15,0.11026060819137665,0.15585151986730925,0.1766356916005727,0.12359688282138112
W1,847,0.9215295895784058,0.2,0.1,0.6,0.1,0.110650907023075,0.1570229749535017,0.17427860349527985,0.12293027677663228
W1,848,0.8891720154572829,0.2,0.1,0.65,0.05,0.11104422552740587,0.1582126632498259,0.17198416417128295,0.12227085427046444
W1,849,0.8691895213714437,0.2,0.1,0.7,0.0,0.11144060114020932,0.15942102488209325,0.16974988686356968,0.12161849930148445
W1,860,0.9635368078015146,0.2,0.15,0.5,0.15,0.11092311433465386,0.15289964749285423,0.17717292014879713,0.12384299942299751
W1,861,0.9148649762889964,0.2,0.15,0.55,0.1,0.11131823829369379,0.15402669877276123,0.1748012624042365,0.12317376399434404
W1,862,0.8768502434382361,0.2,0.15,0.6,0.05,0.11171643902492517,0.1551709451271757,0.172492842746151,0.12251175424523594
W1,863,0.8508252889707308,0.2,0.15,0.65,0.0,0.11211775491918058,0.1563327932105747,0.1702451428239198,0.12185685327364612
W1,873,0.9751394265374345,0.2,0.2,0.45,0.15,0.11159377078441851,0.15005818663516396,0.17771367251205378,0.1240901951120175
W1,874,0.9224926364447682,0.2,0.2,0.5,0.1,0.11199381124715523,0.15114332820498316,0.17532730019148832,0.12341831319471509
W1,875,0.8798857854762223,0.2,0.2,0.55,0.05,0.1123969870477618,0.15224470459003325,0.1730047631502028,0.12275369945970498
W1,876,0.8487111035916027,0.2,0.2,0.6,0.0,0.11280333756300656,0.15336269211769882,0.17074351091971798,0.12209623609475258
W1,885,0.9986192530365954,0.2,0.25,0.4,0.15,0.11227273163994701,0.14732102049672935,0.17825798556956213,0.12433847753905156
W1,886,0.9431612184355261,0.2,0.25,0.45,0.1,0.11267778233993736,0.14836656194723052,0.17585675170278553,0.12366393186841997
W1,887,0.8971212988581753,0.2,0.25,0.5,0.05,0.11308602845753651,0.14942744861565746,0.17351995833456188,0.12299669724879335
W1,888,0.8618684889126328,0.2,0.25,0.55,0.0,0.11349751038761453,0.15050402929640236,0.17124502233503663,0.1223366549480246
W1,897,0.9752727665599679,0.2,0.3,0.4,0.1,0.11337031208821635,0.14569056167916578,0.17638965228572262,0.12391062758039807
W1,898,0.9269127397996253,0.2,0.3,0.45,0.05,0.1137837262551533,0.1467131648069789,0.17403846171806223,0.1232407550197768
W1,899,0.8886830395364462,0.2,0.3,0.5,0.0,0.11420043892977488,0.14775061154543795,0.1717497086902821,0.12257811708718519
W1,908,0.9673834434349077,0.2,0.35,0.4,0.05,0.1144902477190063,0.14409627748599357,0.1745603071958272,0.1234858802532093
W1,909,0.9271820568749551,0.2,0.35,0.45,0.0,0.1149122930886311,0.14509669883210538,0.17225760205008406,0.12282062983735548
W1,918,0.9753250783213165,0.2,0.4,0.4,0.0,0.11563324727306494,0.14253696336380975,0.1727687349313606,0.12306420059596478
W1,967,0.9579221338107371,0.25,0.0,0.6,0.15,0.10764546426356066,0.1595531801330453,0.1764344504432622,0.12412998384732636
W1,968,0.9184210756417794,0.25,0.0,0.65,0.1,0.10801736792010323,0.16078149883735426,0.17408279518393574,0.12345756312800622
W1,969,0.8907197097380349,0.25,0.0,0.7,0.05,0.10839207969085216,0.16202940983752853,0.17179356987944594,0.12279242099077038
W1,970,0.8758896892171648,0.25,0.0,0.75,0.0,0.10876963355309112,0.16329739810490868,0.16956429944883616,0.12213443936499793
W1,981,0.9940900320964317,0.25,0.05,0.5,0.2,0.10790305054799049,0.1552970697333809,0.17940221515660643,0.1250607309072854
W1,982,0.9379144585188596,0.25,0.05,0.55,0.15,0.10827661341451658,0.1564597001192606,0.1769703789550477,0.12437820352614119
W1,983,0.8916377762748274,0.25,0.05,0.6,0.1,0.10865300193340542,0.15764034744889677,0.1746042073283897,0.12370311924793073
W1,984,0.8567471881126391,0.25,0.05,0.65,0.05,0.10903225034813802,0.1588394446070593,0.17230105207231347,0.12303535643340417
W1,985,0.8345925389830984,0.25,0.05,0.7,0.0,0.10941439348108686,0.16005743878171494,0.17005840671465017,0.12237479609124043
W1,995,0.9937440042873191,0.25,0.1,0.45,0.2,0.10853725695431649,0.15236593066192444,0.1799569431092298,0.12531276845993283
W1,996,0.9325086359656182,0.25,0.1,0.5,0.15,0.10891533526348877,0.1534846529037787,0.17750981785381892,0.12462751591502373
W1,997,0.8804852805419398,0.25,0.1,0.55,0.1,0.1092962914489653,0.15462037017707264,0.1751289856613452,0.12394975068068587
W1,998,0.8392416804976651,0.25,0.1,0.6,0.05,0.10968016060784631,0.1557734825753858,0.17281176409254678,0.1232793501612732
W1,999,0.8103163963949753,0.25,0.1,0.65,0.0,0.11006697843427686,0.1569444031388822,0.17055561475586326,0.12261619443493708
W1,1009,0.9409387592136563,0.25,0.15,0.45,0.15,0.10956176937125066,0.15062132369213807,0.1780528038246491,0.12487792879106524
W1,1010,0.8844157092343368,0.25,0.15,0.5,0.1,0.10994737810895663,0.15171464463697315,0.17565716484776683,0.1241974650400671
W1,1011,0.837969671086526,0.25,0.15,0.55,0.05,0.11033595423483222,0.15282438544253435,0.17332573872275228,0.12352440962916754
W1,1012,0.8032146052417812,0.25,0.15,0.6,0.0,0.1107275343425066,0.1539509282221346,0.17105595459931067,0.12285864169602777
W1,1021,0.9619645947493125,0.25,0.2,0.4,0.15,0.11021605881173582,0.14786349882612246,0.17859937408799997,0.12512945000914116
W1,1022,0.902248528898615,0.25,0.2,0.45,0.1,0.11060640713550178,0.1489167689844723,0.17618878005112865,0.12444627001563308
W1,1023,0.8519074291753341,0.25,0.2,0.5,0.05,0.11099977864229564,0.14998555578956982,0.17384300921018342,0.12377054236568276
W1,1024,0.8125269051599576,0.25,0.2,0.55,0.0,0.11139621085401624,0.1510702132886775,0.17155945770534317,0.12310214524636064
W1,1032,0.9940406219622996,0.25,0.25,0.35,0.15,0.11087835028528344,0.1452054196326862,0.17914956640981713,0.1253820875029181
W1,1033,0.932348710680557,0.25,0.25,0.4,0.1,0.11127352744654354,0.1462208136161254,0.17672386694267783,0.12469617337368168
W1,1034,0.8793972272778932,0.25,0.25,0.45,0.05,0.1116717850103533,0.14725088650832202,0.1743636092752506,0.12401775597416557
W1,1035,0.8366707324455304,0.25,0.25,0.5,0.0,0.11207316145679039,0.14829596683753454,0.17206615597565497,0.12334671253060905
W1,1043,0.9728722901224315,0.25,0.3,0.35,0.1,0.11194889177632521,0.14362127817753717,0.1772624617109091,0.12494718295824127
W1,1044,0.9184356463266579,0.25,0.3,0.4,0.05,0.11235212840934654,0.1446147158313739,0.17488757312022296,0.12426605813367496
W1,1045,0.8735454407107256,0.25,0.3,0.45,0.0,0.1127585436047744,0.14562235955095923,0.17257608176128475,0.12359235106720308
W1,1053,0.966967906500221,0.25,0.35,0.35,0.05,0.11304096792811046,0.14207178724820543,0.17541493543812675,0.12451545659995812
W1,1054,0.9208961901481844,0.25,0.35,0.4,0.0,0.11345251884919065,0.14304398238740443,0.17308926787079498,0.12383906844927554
W1,1062,0.9765989361779464,0.25,0.4,0.35,0.0,0.11415525297520018,0.14055580917659383,0.17360574757863464,0.12408687234562309
W1,1101,0.9822495733609344,0.3,0.0,0.5,0.2,0.10600261653791115,0.15590116383014083,0.17974782302122702,0.12586097484555792
W1,1102,0.9239883926619246,0.3,0.0,0.55,0.15,0.10636315116894299,0.15707288751514253,0.17730645414432672,0.12516965835442176
W1,1103,0.875602745680654,0.3,0.0,0.6,0.1,0.10672636518161668,0.15826284147217348,0.17493114189972725,0.12448592969873767
W1,1104,0.8386759129025562,0.3,0.0,0.65,0.05,0.1070922904809993,0.1594714655076941,0.17261921672159797,0.12380966406307659
W1,1105,0.8146799000737219,0.3,0.0,0.7,0.0,0.10746095950215172,0.16069921402172874,0.17036815222111393,0.12314073936701252
W1,1115,0.9785701594370131,0.3,0.05,0.45,0.2,0.10661453981855924,0.15294708194628998,0.1803048731099367,0.12611632609339993
W1,1116,0.9147320118731808,0.3,0.05,0.5,0.15,0.1069793541532209,0.15407437874047394,0.17784811807256926,0.1254222303028556
W1,1117,0.8600090350362786,0.3,0.05,0.55,0.1,0.10734689649501387,0.1552188676388167,0.17545805352689678,0.12473576773539528
W1,1118,0.8160779925315985,0.3,0.05,0.6,0.05,0.10771719952986923,0.15638095499613744,0.17313197530385513,0.12405681258702328
W1,1119,0.7846336806544464,0.3,0.05,0.65,0.0,0.1080902964900282,0.15756106037091505,0.170867324756976,0.12338524181566865
W1,1128,0.9879312077505151,0.3,0.1,0.4,0.2,0.10723369055765457,0.15010354983722846,0.180865649918275,0.1263728182357847
W1,1129,0.9198322519402568,0.3,0.1,0.45,0.15,0.10760286236351428,0.15118891602658344,0.1783933525460829,0.12567592471667197
W1,1130,0.8600809104035048,0.3,0.1,0.5,0.1,0.1079748119994962,0.15229051405077101,0.1759883881840012,0.12498671020557668
W1,1131,0.8103393400785613,0.3,0.1,0.55,0.05,0.10834957295665416,0.15340871995596606,0.17364801746450034,0.1243050478992183
W1,1132,0.772394228647669,0.3,0.1,0.6,0.0,0.10872717928927973,0.15454392175905163,0.17136964893691756,0.12363081378351028
W1,1141,0.9381206705973925,0.3,0.15,0.4,0.15,0.10823380882252939,0.14841018685577007,0.17894219513067555,0.12593074966196566
W1,1142,0.8747603902546058,0.3,0.15,0.45,0.1,0.10861024667894156,0.14947127623199052,0.17652218135600456,0.12523876500445724
W1,1143,0.8206310840696309,0.3,0.15,0.5,0.05,0.10898954774485503,0.15054805638422447,0.17416737675037677,0.1245543777284499
W1,1144,0.7774885111164311,0.3,0.15,0.55,0.0,0.10937174692242738,0.1516408867172072,0.17187515650075047,0.12387746283732616
W1,1152,0.9680524163403629,0.3,0.2,0.35,0.15,0.10887232986139639,0.14573234276803043,0.17949468394419632,0.12618671328628153
W1,1153,0.9024347447007626,0.3,0.2,0.4,0.1,0.10925333888782485,0.1467551314360062,0.17705946904165892,0.12549194010652673
W1,1154,0.845356733405406,0.3,0.2,0.45,0.05,0.10963726431222157,0.14779276051716717,0.17469008718700965,0.12480480988075195
W1,1155,0.798457752067098,0.3,0.2,0.5,0.0,0.11002414191141459,0.14884556341097224,0.17238387963471052,0.12412519661914698
W1,1163,0.9411984237367076,0.3,0.25,0.35,0.1,0.1099042304589939,0.14413649461601766,0.17760028776311762,0.12574624356662017
W1,1164,0.8824508341584469,0.3,0.25,0.4,0.05,0.11029286662101115,0.14513708276572096,0.17521618328743255,0.12505635224040332
W1,1165,0.8331531332515801,0.3,0.25,0.45,0.0,0.1106845103904183,0.14615203142747404,0.1728958509795717,0.12437402284721383
W1,1172,0.9891123967925849,0.3,0.3,0.3,0.1,0.11056306681567996,0.14161017916236732,0.17814467457576877,0.12600168352096627
W1,1173,0.9297217154705519,0.3,0.3,0.35,0.05,0.11095650229259714,0.14257568667593223,0.17574570006121443,0.12530901277094322
W1,1174,0.8791578712437618,0.3,0.3,0.4,0.0,0.11135300222312927,0.14355479886148054,0.17341110363894227,0.12462394931696208
W1,1181,0.9851146678761996,0.3,0.35,0.3,0.05,0.11162832272663202,0.14010361228314416,0.17627867302369138,0.12556279951620244
W1,1182,0.9341462787965369,0.3,0.35,0.35,0.0,0.11202977112471194,0.14104876402988822,0.17392967118774663,0.12487498390202084
W1,1189,0.9960915985983239,0.3,0.4,0.3,0.0,0.11271497478866771,0.13862918123964335,0.17445158768089808,0.12512713455522828
W1,1220,0.9758441985490813,0.35,0.0,0.45,0.2,0.10475912573312797,0.1535329088397526,0.18065427689271452,0.1269304619431108
W1,1221,0.9102465585689947,0.35,0.0,0.5,0.15,0.10511136679212287,0.15466888438129187,0.17818783021455595,0.1262273469638697
W1,1222,0.8536389165673597,0.35,0.0,0.55,0.1,0.1054661962992875,0.15582225232375538,0.17578847489035668,0.1255320150217695
W1,1223,0.8077453587829351,0.35,0.0,0.6,0.05,0.10582364473471458,0.15699342541279965,0.17345348478507033,0.12484433699634051
W1,1224,0.7743444330788666,0.35,0.0,0.65,0.0,0.10618374307920544,0.15818282986129065,0.171180280780462,0.12416418662075995
W1,1233,0.9822547663607542,0.35,0.05,0.4,0.2,0.1053567804311822,0.1506674612502032,0.18121741663407473,0.1271903578428186
W1,1234,0.9119659567547942,0.35,0.05,0.45,0.15,0.10571315415230212,0.15176101857622626,0.17873532822552451,0.1264843890267255
W1,1235,0.8498368753947306,0.35,0.05,0.5,0.1,0.10607216275201642,0.15287099300403284,0.17632097921967343,0.1257862502667719
W1,1236,0.7975788142947529,0.35,0.05,0.55,0.05,0.10643383744772983,0.1539977663702015,0.17397160790160318,0.12509581140925252
W1,1237,0.7570779048954024,0.35,0.05,0.6,0.0,0.10679820997279024,0.15514173271581813,0.17168460199876595,0.12441294518249951
W1,1245,1.0008805124609743,0.35,0.1,0.35,0.2,0.10596141125064878,0.14790764879041082,0.1817843483750885,0.12745142618109118
W1,1246,0.9272972346206156,0.35,0.1,0.4,0.15,0.10632199185250286,0.14896113549160994,0.1792864583890889,0.12674258441621744
W1,1247,0.8611305514211727,0.35,0.1,0.45,0.1,0.10668525489344446,0.1500301360667195,0.17685696476936036,0.12604162014228282
W1,1248,0.8039914801163709,0.35,0.1,0.5,0.05,0.10705123235082685,0.15111500430295377,0.17449306960470953,0.12534840216102575
W1,1249,0.7577371007331568,0.35,0.1,0.55,0.0,0.1074199567337448,0.1522161050697279,0.17219212690257762,0.12466280218498312
W1,1257,0.9547439338344282,0.35,0.15,0.35,0.15,0.10693800675979936,0.14626329505624347,0.17984125917926408,0.12700194150112296
W1,1258,0.8859898438001489,0.35,0.15,0.4,0.1,0.10730560143992866,0.1472935637155538,0.1773964678695835,0.12629813283810123
W1,1259,0.8255210401463875,0.35,0.15,0.45,0.05,0.10767596004549344,0.14833883679790072,0.17501790422861846,0.12560211726727077
W1,1260,0.7750700047481368,0.35,0.15,0.5,0.0,0.10804911588540755,0.14939945266944307,0.17270288796597422,0.124913765474269
W1,1267,0.9925886386065442,0.35,0.2,0.3,0.15,0.10756132885924864,0.1436619874386494,0.18039976963939847,0.1272624687355458
W1,1268,0.9225119847128224,0.35,0.2,0.35,0.1,0.10793333428373832,0.14465560451198112,0.17793952538015365,0.12655579662709404
W1,1269,0.860122854524399,0.35,0.2,0.4,0.05,0.10830815436842156,0.14566342466897408,0.1755461466007993,0.12585696482447958
W1,1270,0.8069820590336023,0.35,0.2,0.45,0.0,0.10868582324701419,0.14668576215150764,0.17321691812283938,0.12516584297517921
W1,1277,0.9687020398462938,0.35,0.25,0.3,0.1,0.10856858859339401,0.1421109931791223,0.17848617470050468,0.12681461986628675
W1,1278,0.9055379526977775,0.35,0.25,0.35,0.05,0.10894795249413118,0.14308334993441055,0.17607783205111882,0.1261129530110818
W1,1279,0.8509817234283675,0.35,0.25,0.4,0.0,0.10933021803866964,0.14406945709259011,0.1737342507752771,0.12541904269232307
W1,1286,0.9595996898542872,0.35,0.3,0.3,0.05,0.10959549504159351,0.14059357831059094,0.17661299642120737,0.12637009008851813
W1,1287,0.904600420979974,0.35,0.3,0.35,0.0,0.10998244299042828,0.14154535881833435,0.17425491980221555,0.1256733727111371
W1,1294,0.9656553371433921,0.35,0.35,0.3,0.0,0.11064264445567362,0.13910865137758827,0.17477895956820436,0.12592884119894113
W1,1324,0.988561525469815,0.4,0.0,0.4,0.2,0.10354478836066082,0.15123584074846605,0.18157068327788894,0.1280187599423
W1,1325,0.9170158185690175,0.4,0.0,0.45,0.15,0.10388902254985423,0.15233768720684682,0.1790787405024442,0.12730353354080864
W1,1326,0.8534650953374958,0.4,0.0,0.5,0.1,0.10423575838406915,0.1534561390170111,0.1766549470583126,0.12659629232223862
W1,1327,0.7996123504610826,0.4,0.0,0.55,0.05,0.10458502499838158,0.15459158392386405,0.1742965186385243,0.125896902668402
W1,1328,0.7573606249835731,0.4,0.0,0.6,0.0,0.10493685200124431,0.1557444221164092,0.1720008219241155,0.12520523393981822
W1,1337,0.9292681781313478,0.4,0.05,0.4,0.15,0.10447689975225034,0.1495163964828044,0.17963217364677816,0.1275651679349511
W1,1338,0.861269919285924,0.4,0.05,0.45,0.1,0.10482767231343725,0.150593401739563,0.17719313952878354,0.12685504432013803
W1,1339,0.8020838487186164,0.4,0.05,0.5,0.05,0.10518102071104217,0.1516864543552088,0.17482009650251923,0.12615281991565203
W1,1340,0.7535915558466194,0.4,0.05,0.55,0.0,0.10553697526444292,0.15279592477372617,0.1725103771665211,0.12545836303156271
W1,1348,0.9539573840649099,0.4,0.1,0.35,0.15,0.10507158425538779,0.14679832450337796,0.1801893020453987,0.12782798767543646
W1,1349,0.8830101885411615,0.4,0.1,0.4,0.1,0.10542646548308547,0.14783615982649806,0.17773487280063935,0.1271149622726367
W1,1350,0.8200924860667718,0.4,0.1,0.45,0.05,0.10578396869186762,0.14888916613854733,0.17534706925662266,0.1264098841491549
W1,1351,0.7669624916761586,0.4,0.1,0.5,0.0,0.10614412493369904,0.1499576868702252,0.17302318934372465,0.1257126205530422
W1,1358,0.9894090182747152,0.4,0.15,0.3,0.15,0.10567319712634118,0.1441778764427176,0.1807501651090575,0.12809200144819444
W1,1359,0.9168511798033704,0.4,0.15,0.35,0.1,0.1060322607051467,0.14517865370600447,0.17828018407540677,0.12737605467816196
W1,1360,0.8516978357201394,0.4,0.15,0.4,0.05,0.1063939935314999,0.14619378867110355,0.1758774720464641,0.12666810368490078
W1,1361,0.7955335953622744,0.4,0.15,0.45,0.0,0.106758427412419,0.14722360018967648,0.17353929168614174,0.12596801464271062
W1,1368,0.9608049966446713,0.4,0.2,0.3,0.1,0.10664518378645223,0.14261553787918663,0.1788291111007179,0.1276383301221795
W1,1369,0.8946579513188809,0.4,0.2,0.35,0.05,0.1070112228705595,0.14359482082010522,0.17641134052601817,0.12692748692360553
W1,1370,0.8368473647682596,0.4,0.2,0.4,0.0,0.10738001221055939,0.14458800209539047,0.1740587178978723,0.12622455352150883
W1,1377,0.9467604119468179,0.4,0.25,0.3,0.05,0.10763578749524962,0.141087152531878,0.17694871086710723,0.12718804235182785
W1,1378,0.8883787000875282,0.4,0.25,0.35,0.0,0.1080090120423942,0.14204563540754148,0.1745815021654274,0.12648224549394638
W1,1385,0.9478443227892662,0.4,0.3,0.3,0.0,0.10864556292806202,0.1395916125614647,0.175107679166654,0.12674109894920102
W1,1415,0.9433671145202622,0.45,0.0,0.4,0.15,0.10269508149434937,0.15007602243953974,0.1799793507804508,0.12839871982983259
W1,1416,0.8745288190539664,0.45,0.0,0.45,0.1,0.10303400102123425,0.1511611273939808,0.1775307149585391,0.12767925221001428
W1,1417,0.8143090813532085,0.45,0.0,0.5,0.05,0.10337536714959793,0.15226246227597523,0.17514846625386604,0.12696784086355642
W1,1418,0.7645440834097513,0.45,0.0,0.55,0.0,0.10371920819189143,0.1533804032167291,0.1728299156235303,0.1262643505817517
W1,1426,0.9651281854969672,0.45,0.05,0.35,0.15,0.10326953040750445,0.1473374798989358,0.1805388225679528,0.12866507335213587
W1,1427,0.8929761141659789,0.45,0.05,0.4,0.1,0.1036123507709246,0.14838296995213326,0.1780746932973464,0.12794264495940652
W1,1428,0.828636460150916,0.45,0.05,0.45,0.05,0.10395766079922905,0.14944380016807496,0.17567759120980878,0.12722832222275957
W1,1429,0.7738330129648562,0.45,0.05,0.5,0.0,0.1043054894769463,0.15052031914225136,0.17334479221888854,0.1265219688348674
W1,1436,0.9978958246628657,0.45,0.1,0.3,0.15,0.10385055474154978,0.14469766958168265,0.18110205425287354,0.12893264545450972
W1,1437,0.9237984240158978,0.45,0.1,0.35,0.1,0.10419734466489464,0.14570568877792292,0.17862227345229154,0.128207236168347
W1,1438,0.8568647481558068,0.45,0.1,0.4,0.05,0.10454666834483885,0.1467282226675684,0.17621016869436215,0.1274899823643915
W1,1439,0.7986529866356877,0.45,0.1,0.45,0.0,0.10489855545823135,0.14776559480148196,0.17386298024260832,0.12678074662446664
W1,1446,0.965075490995981,0.45,0.15,0.3,0.1,0.10478909994912161,0.1431238565576536,0.17917349352341946,0.1284730346587094
W1,1447,0.8968503954157261,0.45,0.15,0.35,0.05,0.10514250871153089,0.144110143827518,0.1767462346894744,0.12775282991916193
W1,1448,0.8366851952751683,0.45,0.15,0.4,0.0,0.10549852677196055,0.14511047960706772,0.17438451370433575,0.12704069239527926
W1,1455,0.9464088015411534,0.45,0.2,0.3,0.05,0.10574530370186372,0.14158437633807142,0.177285825701115,0.12801687360657335
W1,1456,0.8854468134882696,0.45,0.2,0.35,0.0,0.1061055269845798,0.14254963632267276,0.17490942710179633,0.12730181467845916
W1,1462,1.0035446935159889,0.45,0.25,0.25,0.05,0.10635517808499424,0.13914609640462133,0.17782897876913806,0.1282821222361032
W1,1463,0.9426265554273983,0.45,0.25,0.3,0.0,0.10671968268390437,0.14007810438237261,0.17543775542984835,0.12756412209272897
W1,1492,0.9873436537569154,0.5,0.0,0.35,0.15,0.10152855526124573,0.14788081083216054,0.18088983086842866,0.12951342630517812
W1,1493,0.9149078837294868,0.5,0.0,0.4,0.1,0.10185992315933229,0.1489340451043197,0.17841593891163388,0.12878140350145229
W1,1494,0.8501216991562914,0.5,0.0,0.45,0.05,0.10219365722565465,0.15000279137414277,0.17600947911019307,0.12805764906698688
W1,1495,0.7946284154171571,0.5,0.0,0.5,0.0,0.10252978454788775,0.15108740350464306,0.17366770511994933,0.12734202301628342
W1,1503,0.9425129717781913,0.5,0.05,0.35,0.1,0.10242517448095906,0.14623675706202233,0.17896580320535027,0.12904956566775913
W1,1504,0.8747660703758382,0.5,0.05,0.4,0.05,0.10276272078103688,0.1472667753351624,0.1765442456992346,0.1283228203537529
W1,1505,0.8154990830982289,0.5,0.05,0.45,0.0,0.10310270215380067,0.14831179605584374,0.17418799244437289,0.12760425347557466
W1,1512,0.9807933551595238,0.5,0.1,0.3,0.1,0.10299684555063184,0.143635993197788,0.17951933180850674,0.12931896003631302
W1,1513,0.9114056010655097,0.5,0.1,0.35,0.05,0.10333827074383264,0.1446293641633655,0.17708252383146825,0.1285892034229332
W1,1514,0.8498306110890984,0.5,0.1,0.4,0.0,0.10368217381768388,0.14563693610211795,0.17471164697276065,0.12786767574908647
W1,1521,0.9579502484379218,0.5,0.15,0.3,0.05,0.1039204206951525,0.14208529177056148,0.177624350351024,0.1288568072351335
W1,1522,0.895271686728936,0.5,0.15,0.35,0.0,0.1042683147369459,0.14305740476168713,0.17523870351773654,0.12813229860250908
W1,1529,0.9495594985969078,0.5,0.2,0.3,0.0,0.10486124287489357,0.14056816704636876,0.1757691973949388,0.12839813089212357
W1,1558,0.9718416439754798,0.55,0.0,0.35,0.1,0.100712570219621,0.1467719066626116,0.17931078312137255,0.12990327408901267
W1,1559,0.904126889397543,0.55,0.0,0.4,0.05,0.10103892847746286,0.147809496148259,0.17687971230165514,0.12916684330519038
W1,1560,0.8446849042591708,0.55,0.0,0.45,0.0,0.1013676019361408,0.1488622548480533,0.17451433702351635,0.12843875573767355
