scheme,quarter,vintage_date,n_train,baselines|ar1|ar1|revenue_musd,baselines|guide_cushion|guide_cushion|revenue_musd,baselines|naive|naive|revenue_musd,baselines|street|street|revenue_musd,baselines|trailing4|trailing4|revenue_musd,guidance-policy|print_from_guide|guide_mid*(1+c_mean8),"guidance-policy|print_kernel_policy|kernel(w=2/3,k=3)",kernel-lambda|revenue_level_h1|kernel|w=0.6667|season_mean|h1|naive_gbv,kernel-lambda|revenue_level_next_q_ex_covid|kernel|w=0.6667|season_mean|h0|est_from_2022Q1,kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,kernel-lambda|revenue_level_next_q_last3|kernel|w=0.6667|season_mean_last3|h0,kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,kernel-lambda|revenue_level_next_q|kernel|w=0.6667|season_mean|h0,target,pool,prior_basis,baselines|ar1|ar1|revenue_yoy,baselines|naive|naive|revenue_yoy,baselines|trailing4|trailing4|revenue_yoy,kernel-lambda|revenue_yoy_next_q|kernel|w=0.6667|season_mean|h0|yoy,tracker-backlog|revenue_yoy_next_q|funds_raw,tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k0.5,tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.0,tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.5,tracker-backlog|revenue_yoy_next_q|unearned_raw,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k0.5,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.5,calibration-rail|ref_ar1|ref_ar1|nights_yoy|harness_fn_direct_call,calibration-rail|ref_naive|ref_naive|nights_yoy|harness_fn_direct_call,calibration-rail|ref_trailing4|ref_trailing4|nights_yoy|harness_fn_direct_call,tracker-backlog|nights_yoy_next_q|funds_raw,tracker-backlog|nights_yoy_next_q|funds_rnpl_scenario_k0.5,tracker-backlog|nights_yoy_next_q|funds_rnpl_scenario_k1.0,tracker-backlog|nights_yoy_next_q|funds_rnpl_scenario_k1.5,tracker-backlog|nights_yoy_next_q|unearned_raw,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k0.5,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k1.0,tracker-backlog|nights_yoy_next_q|unearned_rnpl_scenario_k1.5,calibration-rail|ref_ar1|ref_ar1|take_rate_pct|harness_fn_direct_call,calibration-rail|ref_naive|ref_naive|take_rate_pct|harness_fn_direct_call,calibration-rail|ref_trailing4|ref_trailing4|take_rate_pct|harness_fn_direct_call,fee-takerate|take_rate_kernel|kernel_lambda_season_w23,fee-takerate|take_rate_lastyear|tau_lag4_plus_drift,baselines|ar1|ar1|gbv_musd,baselines|naive|naive|gbv_musd,baselines|trailing4|trailing4|gbv_musd,baselines|ar1|ar1|nights_m,baselines|naive|naive|nights_m,baselines|trailing4|trailing4|nights_m,calibration-rail|ref_ar1|ref_ar1|adr_yoy|harness_fn_direct_call,calibration-rail|ref_naive|ref_naive|adr_yoy|harness_fn_direct_call,calibration-rail|ref_trailing4|ref_trailing4|adr_yoy|harness_fn_direct_call,calibration-rail|ref_ar1|ref_ar1|gbv_yoy|harness_fn_direct_call,calibration-rail|ref_naive|ref_naive|gbv_yoy|harness_fn_direct_call,calibration-rail|ref_trailing4|ref_trailing4|gbv_yoy|harness_fn_direct_call
bma_logscore,2024Q1,2024-02-13,3,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top3_inv_mse,2024Q1,2024-02-13,3,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top1_trailing,2024Q1,2024-02-13,3,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equal,2024Q2,2024-05-08,4,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inv_mse,2024Q2,2024-05-08,4,0.03555167330307098,0.19137799295058208,0.17328674810737282,0.02023722258857786,0.00412260119249223,0.22005943198148556,0.04620314621425499,0.014012732116267631,0.09013968201397231,0.09013968201397231,0.04620314621425499,0.009944205803332492,0.012518589286108934,0.04620314621425499,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_ls,2024Q2,2024-05-08,4,0.0,0.0,0.26249454569547453,0.2215789564502831,0.0,0.4954218894425139,0.0,0.0,0.0,0.0,0.0,0.02050460841172843,0.0,0.0,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_shrunk,2024Q2,2024-05-08,4,0.03571428571428571,0.03571428571428571,0.166961558562023,0.14650376393942727,0.03571428571428571,0.2834252304355427,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.04596658992014993,0.03571428571428571,0.03571428571428571,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bma_logscore,2024Q2,2024-05-08,4,1.0176573697449696e-07,0.4488995388175175,0.008718906460415544,0.0029197144159323362,1.7290036957940712e-20,0.4629409465614975,0.008804228958760875,0.0018715637451228405,0.014315942033712826,0.014315942033712826,0.016491794886875025,0.001732946937276718,0.0024965784965636953,0.016491794886875025,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top3_inv_mse,2024Q2,2024-05-08,4,0.0,0.327296188142496,0.2963563951984663,0.0,0.0,0.37634741665903765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top1_trailing,2024Q2,2024-05-08,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equal,2024Q3,2024-08-06,5,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inv_mse,2024Q3,2024-08-06,5,0.034721422497842186,0.16907034025551973,0.18248976111657644,0.018585928413721697,0.004677060184229263,0.19108056612723387,0.05206503051419695,0.015541284853314937,0.10109436380790428,0.10109436380790428,0.05206503051419695,0.0112683536934233,0.014181463699739308,0.05206503051419695,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_ls,2024Q3,2024-08-06,5,0.27388063831738685,0.41219260690448434,0.0,0.0,0.0,0.0,0.3009158545541386,0.0,0.013010900223990129,0.0,0.0,0.0,0.0,0.0,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_shrunk,2024Q3,2024-08-06,5,0.17265460487297912,0.24181058916652787,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.186172212991355,0.03571428571428571,0.042219735826280774,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bma_logscore,2024Q3,2024-08-06,5,4.331136476381748e-09,0.4006643198872123,0.00600854257910366,0.001326846566191996,7.875170164135184e-21,0.4682596585818487,0.007341112504609921,0.0013946737168669347,0.03818101389647555,0.03818101389647555,0.017947189057336714,0.001068785191465764,0.0016796507339394747,0.017947189057336714,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top3_inv_mse,2024Q3,2024-08-06,5,0.0,0.3115696083646891,0.3362994556923837,0.0,0.0,0.35213093594292727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top1_trailing,2024Q3,2024-08-06,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equal,2024Q4,2024-11-07,6,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inv_mse,2024Q4,2024-11-07,6,0.0368029250904602,0.23207584827541308,0.04911697992543759,0.028810781820727025,0.006515893205235779,0.2543227080438249,0.03951306986345652,0.015659314577236755,0.11605579980983637,0.11605579980983637,0.03951306986345652,0.011790016540012794,0.014254723311609725,0.03951306986345652,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_ls,2024Q4,2024-11-07,6,0.0,0.0,0.0,0.1200412598191949,0.0,0.6736137407998003,0.0,0.0,0.20634499938100465,0.0,0.0,0.0,0.0,0.0,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack_shrunk,2024Q4,2024-11-07,6,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.09573491562388317,0.03571428571428571,0.37252115611418585,0.03571428571428571,0.03571428571428571,0.13888678540478805,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,revenue_musd,all,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
