cand_spec,n,rmse,mae,bias,rmse_ratio_to_naive,target,pool,window,prior_basis
kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,14,134.76267296328953,109.54768493961545,98.66898830044964,1.4331762597975513,revenue_musd,all,W1,PIT
kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,14,148.93375940565178,120.14555896378938,106.89954121071659,1.5838831596990175,revenue_musd,all,W1,PIT
baselines|trailing4|trailing4|revenue_musd,14,169.84945784111767,134.78839337833375,75.33363740969331,1.806317768598176,revenue_musd,all,W1,PIT
baselines|guide_cushion|guide_cushion|revenue_musd,10,34.59634288061353,30.895203564639495,8.72829266581507,0.3190726229765093,revenue_musd,all,W2,PIT
guidance-policy|print_from_guide|guide_mid*(1+c_mean8),10,35.86483431997661,30.68914674664061,12.145088306458138,0.3307715731279031,revenue_musd,all,W2,PIT
kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,10,51.188605701798224,36.164938436676906,5.857496472527828,0.47209853203690455,revenue_musd,all,W2,PIT
kernel-lambda|revenue_level_next_q_ex_covid|kernel|w=0.6667|season_mean|h0|est_from_2022Q1,10,52.51328579516802,37.598387136117665,8.67928012125608,0.4843156948004611,revenue_musd,all,W2,PIT
"guidance-policy|print_kernel_policy|kernel(w=2/3,k=3)",10,70.18701346651599,49.05325726408987,27.469901234626423,0.6473156588524276,revenue_musd,all,W2,PIT
kernel-lambda|revenue_level_next_q_last3|kernel|w=0.6667|season_mean_last3|h0,10,70.18701346651599,49.05325726408987,27.469901234626423,0.6473156588524276,revenue_musd,all,W2,PIT
kernel-lambda|revenue_level_next_q|kernel|w=0.6667|season_mean|h0,10,78.82143692277675,60.801428151072784,57.900093794139366,0.7269485885405774,revenue_musd,all,W2,PIT
baselines|street|street|revenue_musd,10,94.49285687288749,82.1,-54.9,0.8714818152606253,revenue_musd,all,W2,PIT
kernel-lambda|revenue_level_h1|kernel|w=0.6667|season_mean|h1|naive_gbv,10,96.03960861454104,72.73740684326353,54.355604595015436,0.885747084193991,revenue_musd,all,W2,PIT
baselines|naive|naive|revenue_musd,10,108.42780103751042,91.48248356200675,4.238968667685276,1.0,revenue_musd,all,W2,PIT
baselines|ar1|ar1|revenue_musd,10,109.44379811787368,93.44083068407254,-35.56713314512736,1.0093702636283455,revenue_musd,all,W2,PIT
baselines|trailing4|trailing4|revenue_musd,10,119.36199330114748,98.99018893553361,15.753530579436983,1.1008430693882134,revenue_musd,all,W2,PIT
kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,10,129.67894641931395,106.74941190309009,93.59300294145314,1.1959935106906,revenue_musd,all,W2,PIT
kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,10,142.18430310614394,116.28371764712656,101.10140465627092,1.311327000507513,revenue_musd,all,W2,PIT
"guidance-policy|print_kernel_policy|kernel(w=2/3,k=3)",14,33.58620280196048,26.175475436571787,-1.2061284340658662,0.3571830942061242,revenue_musd,all,W1,full_sample
kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,14,33.58620280196048,26.175475436571787,-1.2061284340658662,0.3571830942061242,revenue_musd,all,W1,full_sample
kernel-lambda|revenue_level_next_q_last3|kernel|w=0.6667|season_mean_last3|h0,14,33.58620280196048,26.175475436571787,-1.2061284340658662,0.3571830942061242,revenue_musd,all,W1,full_sample
baselines|guide_cushion|guide_cushion|revenue_musd,14,35.25155289920321,28.494796594134478,13.529801324503524,0.3748937864262911,revenue_musd,all,W1,full_sample
guidance-policy|print_from_guide|guide_mid*(1+c_mean8),14,35.62743233890884,28.67153666289609,14.206054539232095,0.37889119518708986,revenue_musd,all,W1,full_sample
kernel-lambda|revenue_level_next_q_ex_covid|kernel|w=0.6667|season_mean|h0|est_from_2022Q1,14,36.588704007947165,26.53354399847844,0.2575086891550719,0.38911414272135986,revenue_musd,all,W1,full_sample
kernel-lambda|revenue_level_next_q|kernel|w=0.6667|season_mean|h0,14,50.10818170738625,38.496828803045936,31.818227566092673,0.5328913033968284,revenue_musd,all,W1,full_sample
kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,14,77.79311268462075,62.71363804269673,53.84209897198077,0.8273154563038783,revenue_musd,all,W1,full_sample
kernel-lambda|revenue_level_h1|kernel|w=0.6667|season_mean|h1|naive_gbv,14,80.81791444358947,64.93473910675763,42.618121944761405,0.8594836671016024,revenue_musd,all,W1,full_sample
baselines|ar1|ar1|revenue_musd,14,84.61827372114048,64.05475007355528,-5.078795692928338,0.8998997895747086,revenue_musd,all,W1,full_sample
kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,14,85.46231178983075,68.02410416082047,58.40715697120326,0.9088759793148883,revenue_musd,all,W1,full_sample
baselines|naive|naive|revenue_musd,14,94.03077398332425,75.09338228616916,12.776585933082401,1.0,revenue_musd,all,W1,full_sample
baselines|street|street|revenue_musd,14,100.90377311365235,87.71428571428571,-68.28571428571429,1.073093082606626,revenue_musd,all,W1,full_sample
baselines|trailing4|trailing4|revenue_musd,14,169.84945784111767,134.78839337833375,75.33363740969331,1.806317768598176,revenue_musd,all,W1,full_sample
"guidance-policy|print_kernel_policy|kernel(w=2/3,k=3)",10,37.74124499216229,29.824534837021247,2.02625111360735,0.3480771963558107,revenue_musd,all,W2,full_sample
kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,10,37.74124499216229,29.824534837021247,2.02625111360735,0.3480771963558107,revenue_musd,all,W2,full_sample
kernel-lambda|revenue_level_next_q_last3|kernel|w=0.6667|season_mean_last3|h0,10,37.74124499216229,29.824534837021247,2.02625111360735,0.3480771963558107,revenue_musd,all,W2,full_sample
baselines|guide_cushion|guide_cushion|revenue_musd,10,38.87614112143206,31.22052980132462,17.768874172185633,0.35854403344381136,revenue_musd,all,W2,full_sample
guidance-policy|print_from_guide|guide_mid*(1+c_mean8),10,39.31395713440266,31.45367664622713,18.479062178004234,0.36258189097464094,revenue_musd,all,W2,full_sample
kernel-lambda|revenue_level_next_q_ex_covid|kernel|w=0.6667|season_mean|h0|est_from_2022Q1,10,40.678356032128164,31.355906078653742,4.4810322108260605,0.37516536942454043,revenue_musd,all,W2,full_sample
kernel-lambda|revenue_level_next_q|kernel|w=0.6667|season_mean|h0,10,57.124458477167174,45.387963851059794,37.979168803291486,0.5268432812485523,revenue_musd,all,W2,full_sample
kernel-lambda|revenue_level_h1|kernel|w=0.6667|season_mean|h1|naive_gbv,10,76.25832225669497,57.2740349592792,34.358812498827774,0.703309681898958,revenue_musd,all,W2,full_sample
kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,10,88.01741694220846,74.85296191395773,62.43280721495539,0.8117606010635499,revenue_musd,all,W2,full_sample
baselines|street|street|revenue_musd,10,94.49285687288749,82.1,-54.9,0.8714818152606253,revenue_musd,all,W2,full_sample
kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,10,96.19092253937033,81.00769094451798,67.54396487905387,0.8871426112025756,revenue_musd,all,W2,full_sample
baselines|ar1|ar1|revenue_musd,10,99.31806792812283,82.80122597287273,-7.627806331587817,0.9159834191764519,revenue_musd,all,W2,full_sample
baselines|naive|naive|revenue_musd,10,108.42780103751042,91.48248356200675,4.238968667685276,1.0,revenue_musd,all,W2,full_sample
baselines|trailing4|trailing4|revenue_musd,10,119.36199330114748,98.99018893553361,15.753530579436983,1.1008430693882134,revenue_musd,all,W2,full_sample
kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,14,52.20737664053565,38.506613563959036,0.2559381390630863,0.5552158557133039,revenue_musd,noguide,W1,PIT
kernel-lambda|revenue_level_next_q_ex_covid|kernel|w=0.6667|season_mean|h0|est_from_2022Q1,14,53.138807968727875,39.530505492131006,2.2714978881546943,0.5651214567068404,revenue_musd,noguide,W1,PIT
"guidance-policy|print_kernel_policy|kernel(w=2/3,k=3)",14,72.0055873100457,52.70397066717698,37.287287788988806,0.7657661875974288,revenue_musd,noguide,W1,PIT
kernel-lambda|revenue_level_next_q_last3|kernel|w=0.6667|season_mean_last3|h0,14,72.0055873100457,52.70397066717698,37.287287788988806,0.7657661875974288,revenue_musd,noguide,W1,PIT
kernel-lambda|revenue_level_next_q|kernel|w=0.6667|season_mean|h0,14,78.12685885620732,61.09552130073621,59.02313961721234,0.8308647855016339,revenue_musd,noguide,W1,PIT
baselines|naive|naive|revenue_musd,14,94.03077398332425,75.09338228616916,12.776585933082401,1.0,revenue_musd,noguide,W1,PIT
baselines|ar1|ar1|revenue_musd,14,103.54187204946781,90.11654979880127,-48.778194413840424,1.101148779949746,revenue_musd,noguide,W1,PIT
kernel-lambda|revenue_level_h1|kernel|w=0.6667|season_mean|h1|naive_gbv,14,109.91690995982775,88.26014492663266,70.2139222129432,1.1689461364991083,revenue_musd,noguide,W1,PIT
kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,14,134.76267296328953,109.54768493961545,98.66898830044964,1.4331762597975513,revenue_musd,noguide,W1,PIT
kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,14,148.93375940565178,120.14555896378938,106.89954121071659,1.5838831596990175,revenue_musd,noguide,W1,PIT
baselines|trailing4|trailing4|revenue_musd,14,169.84945784111767,134.78839337833375,75.33363740969331,1.806317768598176,revenue_musd,noguide,W1,PIT
kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,10,51.188605701798224,36.164938436676906,5.857496472527828,0.47209853203690455,revenue_musd,noguide,W2,PIT
kernel-lambda|revenue_level_next_q_ex_covid|kernel|w=0.6667|season_mean|h0|est_from_2022Q1,10,52.51328579516802,37.598387136117665,8.67928012125608,0.4843156948004611,revenue_musd,noguide,W2,PIT
"guidance-policy|print_kernel_policy|kernel(w=2/3,k=3)",10,70.18701346651599,49.05325726408987,27.469901234626423,0.6473156588524276,revenue_musd,noguide,W2,PIT
kernel-lambda|revenue_level_next_q_last3|kernel|w=0.6667|season_mean_last3|h0,10,70.18701346651599,49.05325726408987,27.469901234626423,0.6473156588524276,revenue_musd,noguide,W2,PIT
kernel-lambda|revenue_level_next_q|kernel|w=0.6667|season_mean|h0,10,78.82143692277675,60.801428151072784,57.900093794139366,0.7269485885405774,revenue_musd,noguide,W2,PIT
kernel-lambda|revenue_level_h1|kernel|w=0.6667|season_mean|h1|naive_gbv,10,96.03960861454104,72.73740684326353,54.355604595015436,0.885747084193991,revenue_musd,noguide,W2,PIT
baselines|naive|naive|revenue_musd,10,108.42780103751042,91.48248356200675,4.238968667685276,1.0,revenue_musd,noguide,W2,PIT
baselines|ar1|ar1|revenue_musd,10,109.44379811787368,93.44083068407254,-35.56713314512736,1.0093702636283455,revenue_musd,noguide,W2,PIT
baselines|trailing4|trailing4|revenue_musd,10,119.36199330114748,98.99018893553361,15.753530579436983,1.1008430693882134,revenue_musd,noguide,W2,PIT
kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,10,129.67894641931395,106.74941190309009,93.59300294145314,1.1959935106906,revenue_musd,noguide,W2,PIT
kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,10,142.18430310614394,116.28371764712656,101.10140465627092,1.311327000507513,revenue_musd,noguide,W2,PIT
"guidance-policy|print_kernel_policy|kernel(w=2/3,k=3)",14,33.58620280196048,26.175475436571787,-1.2061284340658662,0.3571830942061242,revenue_musd,noguide,W1,full_sample
kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,14,33.58620280196048,26.175475436571787,-1.2061284340658662,0.3571830942061242,revenue_musd,noguide,W1,full_sample
kernel-lambda|revenue_level_next_q_last3|kernel|w=0.6667|season_mean_last3|h0,14,33.58620280196048,26.175475436571787,-1.2061284340658662,0.3571830942061242,revenue_musd,noguide,W1,full_sample
kernel-lambda|revenue_level_next_q_ex_covid|kernel|w=0.6667|season_mean|h0|est_from_2022Q1,14,36.588704007947165,26.53354399847844,0.2575086891550719,0.38911414272135986,revenue_musd,noguide,W1,full_sample
kernel-lambda|revenue_level_next_q|kernel|w=0.6667|season_mean|h0,14,50.10818170738625,38.496828803045936,31.818227566092673,0.5328913033968284,revenue_musd,noguide,W1,full_sample
kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,14,77.79311268462075,62.71363804269673,53.84209897198077,0.8273154563038783,revenue_musd,noguide,W1,full_sample
kernel-lambda|revenue_level_h1|kernel|w=0.6667|season_mean|h1|naive_gbv,14,80.81791444358947,64.93473910675763,42.618121944761405,0.8594836671016024,revenue_musd,noguide,W1,full_sample
baselines|ar1|ar1|revenue_musd,14,84.61827372114048,64.05475007355528,-5.078795692928338,0.8998997895747086,revenue_musd,noguide,W1,full_sample
kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,14,85.46231178983075,68.02410416082047,58.40715697120326,0.9088759793148883,revenue_musd,noguide,W1,full_sample
baselines|naive|naive|revenue_musd,14,94.03077398332425,75.09338228616916,12.776585933082401,1.0,revenue_musd,noguide,W1,full_sample
baselines|trailing4|trailing4|revenue_musd,14,169.84945784111767,134.78839337833375,75.33363740969331,1.806317768598176,revenue_musd,noguide,W1,full_sample
"guidance-policy|print_kernel_policy|kernel(w=2/3,k=3)",10,37.74124499216229,29.824534837021247,2.02625111360735,0.3480771963558107,revenue_musd,noguide,W2,full_sample
kernel-lambda|revenue_level_next_q_last3_ex_covid|kernel|w=0.6667|season_mean_last3|h0|est_from_2022Q1,10,37.74124499216229,29.824534837021247,2.02625111360735,0.3480771963558107,revenue_musd,noguide,W2,full_sample
kernel-lambda|revenue_level_next_q_last3|kernel|w=0.6667|season_mean_last3|h0,10,37.74124499216229,29.824534837021247,2.02625111360735,0.3480771963558107,revenue_musd,noguide,W2,full_sample
kernel-lambda|revenue_level_next_q_ex_covid|kernel|w=0.6667|season_mean|h0|est_from_2022Q1,10,40.678356032128164,31.355906078653742,4.4810322108260605,0.37516536942454043,revenue_musd,noguide,W2,full_sample
kernel-lambda|revenue_level_next_q|kernel|w=0.6667|season_mean|h0,10,57.124458477167174,45.387963851059794,37.979168803291486,0.5268432812485523,revenue_musd,noguide,W2,full_sample
kernel-lambda|revenue_level_h1|kernel|w=0.6667|season_mean|h1|naive_gbv,10,76.25832225669497,57.2740349592792,34.358812498827774,0.703309681898958,revenue_musd,noguide,W2,full_sample
kernel-lambda|revenue_level_next_q_w038|kernel|w=0.38|season_mean|h0,10,88.01741694220846,74.85296191395773,62.43280721495539,0.8117606010635499,revenue_musd,noguide,W2,full_sample
kernel-lambda|revenue_level_next_q_w033|kernel|w=0.33|season_mean|h0,10,96.19092253937033,81.00769094451798,67.54396487905387,0.8871426112025756,revenue_musd,noguide,W2,full_sample
baselines|ar1|ar1|revenue_musd,10,99.31806792812283,82.80122597287273,-7.627806331587817,0.9159834191764519,revenue_musd,noguide,W2,full_sample
baselines|naive|naive|revenue_musd,10,108.42780103751042,91.48248356200675,4.238968667685276,1.0,revenue_musd,noguide,W2,full_sample
baselines|trailing4|trailing4|revenue_musd,10,119.36199330114748,98.99018893553361,15.753530579436983,1.1008430693882134,revenue_musd,noguide,W2,full_sample
baselines|guide_cushion|guide_cushion|revenue_musd,14,35.45650841938924,30.99369334791806,10.59840023284148,0.3770734507160094,revenue_musd,parsimonious,W1,PIT
guidance-policy|print_from_guide|guide_mid*(1+c_mean8),14,35.617154908228606,29.167359647161025,14.689491191810346,0.3787818966006286,revenue_musd,parsimonious,W1,PIT
baselines|naive|naive|revenue_musd,14,94.03077398332425,75.09338228616916,12.776585933082401,1.0,revenue_musd,parsimonious,W1,PIT
baselines|street|street|revenue_musd,14,100.90377311365235,87.71428571428571,-68.28571428571429,1.073093082606626,revenue_musd,parsimonious,W1,PIT
baselines|ar1|ar1|revenue_musd,14,103.54187204946781,90.11654979880127,-48.778194413840424,1.101148779949746,revenue_musd,parsimonious,W1,PIT
baselines|trailing4|trailing4|revenue_musd,14,169.84945784111767,134.78839337833375,75.33363740969331,1.806317768598176,revenue_musd,parsimonious,W1,PIT
baselines|guide_cushion|guide_cushion|revenue_musd,10,34.59634288061353,30.895203564639495,8.72829266581507,0.3190726229765093,revenue_musd,parsimonious,W2,PIT
guidance-policy|print_from_guide|guide_mid*(1+c_mean8),10,35.86483431997661,30.68914674664061,12.145088306458138,0.3307715731279031,revenue_musd,parsimonious,W2,PIT
baselines|street|street|revenue_musd,10,94.49285687288749,82.1,-54.9,0.8714818152606253,revenue_musd,parsimonious,W2,PIT
baselines|naive|naive|revenue_musd,10,108.42780103751042,91.48248356200675,4.238968667685276,1.0,revenue_musd,parsimonious,W2,PIT
baselines|ar1|ar1|revenue_musd,10,109.44379811787368,93.44083068407254,-35.56713314512736,1.0093702636283455,revenue_musd,parsimonious,W2,PIT
baselines|trailing4|trailing4|revenue_musd,10,119.36199330114748,98.99018893553361,15.753530579436983,1.1008430693882134,revenue_musd,parsimonious,W2,PIT
baselines|guide_cushion|guide_cushion|revenue_musd,14,35.25155289920321,28.494796594134478,13.529801324503524,0.3748937864262911,revenue_musd,parsimonious,W1,full_sample
guidance-policy|print_from_guide|guide_mid*(1+c_mean8),14,35.62743233890884,28.67153666289609,14.206054539232095,0.37889119518708986,revenue_musd,parsimonious,W1,full_sample
baselines|ar1|ar1|revenue_musd,14,84.61827372114048,64.05475007355528,-5.078795692928338,0.8998997895747086,revenue_musd,parsimonious,W1,full_sample
baselines|naive|naive|revenue_musd,14,94.03077398332425,75.09338228616916,12.776585933082401,1.0,revenue_musd,parsimonious,W1,full_sample
baselines|street|street|revenue_musd,14,100.90377311365235,87.71428571428571,-68.28571428571429,1.073093082606626,revenue_musd,parsimonious,W1,full_sample
baselines|trailing4|trailing4|revenue_musd,14,169.84945784111767,134.78839337833375,75.33363740969331,1.806317768598176,revenue_musd,parsimonious,W1,full_sample
baselines|guide_cushion|guide_cushion|revenue_musd,10,38.87614112143206,31.22052980132462,17.768874172185633,0.35854403344381136,revenue_musd,parsimonious,W2,full_sample
guidance-policy|print_from_guide|guide_mid*(1+c_mean8),10,39.31395713440266,31.45367664622713,18.479062178004234,0.36258189097464094,revenue_musd,parsimonious,W2,full_sample
baselines|street|street|revenue_musd,10,94.49285687288749,82.1,-54.9,0.8714818152606253,revenue_musd,parsimonious,W2,full_sample
baselines|ar1|ar1|revenue_musd,10,99.31806792812283,82.80122597287273,-7.627806331587817,0.9159834191764519,revenue_musd,parsimonious,W2,full_sample
baselines|naive|naive|revenue_musd,10,108.42780103751042,91.48248356200675,4.238968667685276,1.0,revenue_musd,parsimonious,W2,full_sample
baselines|trailing4|trailing4|revenue_musd,10,119.36199330114748,98.99018893553361,15.753530579436983,1.1008430693882134,revenue_musd,parsimonious,W2,full_sample
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,14,2.6014796196172267,1.9022829118010187,1.1460340105116713,0.680213422026101,revenue_yoy,all,W1,PIT
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.5,14,2.9747868281119603,2.3030208501808134,1.8720514899350889,0.7778227101567441,revenue_yoy,all,W1,PIT
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k0.5,14,3.261872895999195,2.4682398607188785,0.4291418813002127,0.8528876059879582,revenue_yoy,all,W1,PIT
kernel-lambda|revenue_yoy_next_q|kernel|w=0.6667|season_mean|h0|yoy,14,3.4541443712308926,2.626054936280356,2.532620234588567,0.9031611645963485,revenue_yoy,all,W1,PIT
baselines|naive|naive|revenue_yoy,14,3.824504979434827,3.1004526129709427,0.5438548807909426,1.0,revenue_yoy,all,W1,PIT
baselines|ar1|ar1|revenue_yoy,14,4.351176114354626,3.8388265908404153,-2.221019526903024,1.1377096219646257,revenue_yoy,all,W1,PIT
tracker-backlog|revenue_yoy_next_q|unearned_raw,14,4.47928724708538,3.1698934874737565,-0.27251174545466544,1.1712070637040495,revenue_yoy,all,W1,PIT
tracker-backlog|revenue_yoy_next_q|funds_raw,14,6.466834390923603,4.949250760102653,0.8668179223746612,1.6908944884886123,revenue_yoy,all,W1,PIT
tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k0.5,14,6.891016366352859,5.632878387871906,2.06579333655877,1.8018060908293525,revenue_yoy,all,W1,PIT
tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.0,14,8.335860727637296,6.8280477545143645,3.2609627032012285,2.1795920707283645,revenue_yoy,all,W1,PIT
baselines|trailing4|trailing4|revenue_yoy,14,8.783572036502495,6.162358155461604,3.842603055588944,2.296655928998294,revenue_yoy,all,W1,PIT
tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.5,14,10.293316161491914,7.986474049034409,4.4193889977212715,2.691411363520574,revenue_yoy,all,W1,PIT
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,10,2.5418998557312382,1.7326571127732389,0.9701547203742316,0.5926082236542254,revenue_yoy,all,W2,PIT
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.5,10,3.061956812654445,2.293690226504951,1.9865791915670161,0.713852193492929,revenue_yoy,all,W2,PIT
kernel-lambda|revenue_yoy_next_q|kernel|w=0.6667|season_mean|h0|yoy,10,3.242243321389636,2.389265897871657,2.2584573155031524,0.7558834589849556,revenue_yoy,all,W2,PIT
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k0.5,10,3.447059745099442,2.5249968412582424,-0.03349426052181013,0.8036335293727453,revenue_yoy,all,W2,PIT
tracker-backlog|revenue_yoy_next_q|funds_raw,10,4.225477067735529,3.1734170697922157,-2.541988903026972,0.9851105870896184,revenue_yoy,all,W2,PIT
baselines|naive|naive|revenue_yoy,10,4.289342864763187,3.5868990981386744,0.007662273086674887,1.0,revenue_yoy,all,W2,PIT
baselines|ar1|ar1|revenue_yoy,10,4.434796057416734,3.799460627546533,-1.534530738034186,1.03391036744776,revenue_yoy,all,W2,PIT
baselines|trailing4|trailing4|revenue_yoy,10,4.620870588587068,3.820171744717902,0.5725146048961772,1.0772910290169087,revenue_yoy,all,W2,PIT
tracker-backlog|revenue_yoy_next_q|unearned_raw,10,5.007604229512512,3.5073119187150716,-1.0158093379786397,1.1674525416584949,revenue_yoy,all,W2,PIT
tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k0.5,10,5.078117739906571,4.13049574866917,-0.8634233231692192,1.1838917755032232,revenue_yoy,all,W2,PIT
tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.0,10,7.522495217231169,5.803732861968611,0.809813790130222,1.7537640273591149,revenue_yoy,all,W2,PIT
tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.5,10,10.374971384783505,7.425529674296672,2.431610602458283,2.4187787528046685,revenue_yoy,all,W2,PIT
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,14,2.0551649010232955,1.4187204688179733,0.32884047200922756,0.537367557912554,revenue_yoy,all,W1,full_sample
kernel-lambda|revenue_yoy_next_q|kernel|w=0.6667|season_mean|h0|yoy,14,2.107374619525417,1.596849858102591,1.2753118233682226,0.5510189242417558,revenue_yoy,all,W1,full_sample
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.5,14,2.3877101175546205,1.758305932074275,0.4651966348493076,0.6243187367760908,revenue_yoy,all,W1,full_sample
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k0.5,14,2.8729832416887606,2.1108274937961076,0.3059586540356074,0.7512039485207628,revenue_yoy,all,W1,full_sample
baselines|ar1|ar1|revenue_yoy,14,3.4278510258996384,2.616376100234088,-0.2492412508121832,0.8962861976469946,revenue_yoy,all,W1,full_sample
baselines|naive|naive|revenue_yoy,14,3.824504979434827,3.1004526129709427,0.5438548807909426,1.0,revenue_yoy,all,W1,full_sample
tracker-backlog|revenue_yoy_next_q|unearned_raw,14,4.112880922518587,2.9114684068232712,0.38733264671128353,1.075402161752807,revenue_yoy,all,W1,full_sample
tracker-backlog|revenue_yoy_next_q|funds_raw,14,4.830741153149732,4.03054900328111,1.6446670770203997,1.2631023306612619,revenue_yoy,all,W1,full_sample
tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k0.5,14,5.033122903864849,4.4528247837649975,1.9122106236368963,1.3160194406672279,revenue_yoy,all,W1,full_sample
tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.0,14,6.174842788013749,5.014040823279712,2.42023706720096,1.6145469338429905,revenue_yoy,all,W1,full_sample
tracker-backlog|revenue_yoy_next_q|funds_rnpl_scenario_k1.5,14,7.4540597716316475,5.316646542893066,3.0769090844954614,1.9490260338824776,revenue_yoy,all,W1,full_sample
baselines|trailing4|trailing4|revenue_yoy,14,8.783572036502495,6.162358155461604,3.842603055588944,2.296655928998294,revenue_yoy,all,W1,full_sample
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.0,10,2.2175766953624225,1.470386513676443,0.5404989075360283,0.5169968373430214,revenue_yoy,all,W2,full_sample
kernel-lambda|revenue_yoy_next_q|kernel|w=0.6667|season_mean|h0|yoy,10,2.368152053867264,1.8115639908389074,1.428721653582715,0.5521013657643357,revenue_yoy,all,W2,full_sample
tracker-backlog|revenue_yoy_next_q|unearned_rnpl_scenario_k1.5,10,2.594159582620754,1.9125969104090577,0.9722857642416948,0.6047918444411827,revenue_yoy,all,W2,full_sample
