source_id,field,n_rows,nonnull,n_unique,dtype,minimum,maximum,range_basis
PR60_daio_features,eu40_flt_da_vs2019,31,26,26,float64,,,
PR60_daio_features,eu40_flt_da_full_s2019,31,26,26,float64,,,
PR60_daio_features,eu40_flt_da_full_sdrop,31,22,22,float64,,,
PR60_daio_features,eu40_flt_da_qtd75,31,27,27,float64,,,
PR60_daio_features,eu40_flt_da_qtd75pit,31,17,17,float64,,,
PR60_daio_features,eu_core_flt_da_full,31,26,26,float64,,,
PR60_daio_features,eu_core_flt_da_lag1,31,26,26,float64,,,
PR60_daio_features,eu_core_flt_da_vs2019,31,26,26,float64,,,
PR60_daio_features,eu_core_flt_da_full_s2019,31,26,26,float64,,,
PR60_daio_features,eu_core_flt_da_full_sdrop,31,22,22,float64,,,
PR60_daio_features,eu_core_flt_da_qtd75,31,27,27,float64,,,
PR60_daio_features,eu_core_flt_da_qtd75pit,31,17,17,float64,,,
PR60_daio_features,total_nights_yoy,31,18,18,float64,,,
PR60_daio_features,emea_nights_yoy_mid,31,16,12,float64,,,
PR60_review_vintages,market_key,60811,60811,123,str,,,
PR60_review_vintages,cdn_path,60811,60811,123,str,,,
PR60_review_vintages,dump_date,60811,60811,78,str,2023-03-06,2026-08-31,"lexical field range, not date inference"
PR60_review_vintages,ymi,60811,60811,141,int64,,,
PR60_review_vintages,n_reviews,60811,60811,14317,int64,,,
PR60_review_vintages,n_listings,60811,60811,7676,int64,,,
PR60_review_vintages,n_reviews_mature12,60811,60811,11774,int64,,,
PR60_review_vintages,n_reviews_mature24,60811,60811,9928,int64,,,
PR60_review_vintages,n_new_listing_cohort,60811,60811,1163,int64,,,
PR60_review_vintages,ym,60811,60811,141,str,2015-01,2026-09,"lexical field range, not date inference"
PR60_review_raw_manifest,market_key,114,114,114,str,,,
PR60_review_raw_manifest,dump_date,114,114,22,str,2023-03-06,2023-05-18,"lexical field range, not date inference"
PR60_review_raw_manifest,path,114,114,114,str,,,
PR60_review_raw_manifest,bytes,114,114,114,int64,,,
PR60_review_raw_manifest,bytes_expected,114,114,114,int64,,,
PR60_review_raw_manifest,size_match,114,114,1,bool,,,
PR60_review_raw_manifest,sha256,114,114,114,str,,,
PR60_review_raw_manifest,n_lines,114,114,114,int64,,,
PR60_review_raw_manifest,url,114,114,114,str,,,
PR60_review_raw_manifest,pulled_at,114,114,78,str,2026-09-14T17:58:32Z,2026-09-14T18:00:51Z,"lexical field range, not date inference"
PR60_review_BA_sample,listing_id,8000,8000,75,int64,,,
PR60_review_BA_sample,id,8000,8000,8000,int64,,,
PR60_review_BA_sample,date,8000,8000,3270,str,2010-05-19,2023-03-28,"lexical field range, not date inference"
PR60_review_BA_sample,reviewer_id,8000,8000,7782,int64,,,
PR60_review_BA_sample,reviewer_name,8000,8000,3184,str,,,
PR60_review_BA_sample,comments,8000,8000,7966,str,,,
PR60_Boston_booked,price,100,100,99,float64,,,
PR60_Boston_booked,nights,100,100,99,float64,,,
PR60_Boston_booked,unit,100,100,10,str,,,
PR60_Boston_booked,dates,100,100,10,str,apr_2019_may_2019,sep_2018_oct_2018,"lexical field range, not date inference"
PR60_Boston_booked,asheville,100,100,8,int64,,,
PR60_Boston_booked,boston,100,100,8,int64,,,
PR60_Boston_booked,chicago,100,100,8,int64,,,
PR60_Boston_booked,dc,100,100,7,int64,,,
PR60_Boston_booked,denver,100,100,9,int64,,,
PR60_Boston_booked,montreal,100,100,9,int64,,,
PR60_Boston_booked,nashville,100,100,7,int64,,,
PR60_Boston_booked,quebec,100,100,8,int64,,,
PR60_Boston_booked,sf,100,100,7,int64,,,
PR60_Boston_booked,tc,100,100,6,int64,,,
PR60_Boston_booked,period_no,100,100,10,int64,,,
PR60_Boston_booked,nights_diff,100,100,19,int64,,,
PR60_Boston_booked,trt,100,100,2,int64,,,
PR60_Boston_booked,nights_per_period,100,100,99,float64,,,
PR60_Boston_stay,month,110,110,11,int64,10,9,"lexical field range, not date inference"
PR60_Boston_stay,price,110,110,110,float64,,,
PR60_Boston_stay,nights,110,110,109,int64,,,
PR60_Boston_stay,unit,110,110,10,str,,,
PR60_Boston_stay,trt,110,110,2,int64,,,
PR60_iCal_demo,uid,13,13,13,str,,,
PR60_iCal_demo,channel,13,13,7,str,,,
PR60_iCal_demo,dtstart,13,13,6,str,2019-01-15,2019-06-02,"lexical field range, not date inference"
PR60_iCal_demo,dtend,13,13,9,str,2019-01-18,2019-06-05,"lexical field range, not date inference"
PR60_iCal_demo,nights,13,13,5,int64,,,
PR60_iCal_demo,dtstamp,13,13,1,str,20190115T224818Z,20190115T224818Z,"lexical field range, not date inference"
PR60_card_spend,year,1359,1359,7,int64,2018,2024,"lexical field range, not date inference"
PR60_card_spend,month,1359,1359,12,int64,1,9,"lexical field range, not date inference"
PR60_card_spend,day,1359,1359,31,int64,1,9,"lexical field range, not date inference"
PR60_card_spend,freq,1359,1359,2,str,,,
PR60_card_spend,spend_all,1359,1359,653,str,,,
PR60_card_spend,spend_aap,1359,1359,625,str,,,
PR60_card_spend,spend_acf,1359,1359,662,str,,,
PR60_card_spend,spend_aer,1359,1359,708,str,,,
PR60_card_spend,spend_apg,1359,1359,567,str,,,
PR60_card_spend,spend_durables,1359,1359,371,str,,,
PR60_card_spend,spend_nondurables,1359,1359,553,str,,,
PR60_card_spend,spend_grf,1359,1359,465,str,,,
PR60_card_spend,spend_gen,1359,1359,626,str,,,
PR60_card_spend,spend_hic,1359,1359,376,str,,,
PR60_card_spend,spend_hcs,1359,1359,783,str,,,
PR60_card_spend,spend_inperson,1359,1359,713,str,,,
PR60_card_spend,spend_inpersonmisc,1359,1359,713,str,,,
PR60_card_spend,spend_remoteservices,1359,1359,582,str,,,
PR60_card_spend,spend_sgh,1359,1359,455,str,,,
PR60_card_spend,spend_tws,1359,1359,628,str,,,
PR60_card_spend,spend_retail_w_grocery,1359,1359,386,str,,,
PR60_card_spend,spend_retail_no_grocery,1359,1359,421,str,,,
PR60_card_spend,spend_all_incmiddle,1359,1359,608,str,,,
PR60_card_spend,spend_all_q1,1359,1359,514,str,,,
PR60_card_spend,spend_all_q2,1359,1359,554,str,,,
PR60_card_spend,spend_all_q3,1359,1359,645,str,,,
PR60_card_spend,spend_all_q4,1359,1359,712,str,,,
PR60_card_spend,spend_19_aap,1359,1359,691,str,,,
PR60_card_spend,spend_19_acf,1359,1359,732,str,,,
PR60_card_spend,spend_19_aer,1359,1359,875,str,,,
PR60_card_spend,spend_19_all,1359,1359,669,str,,,
PR60_card_spend,spend_19_apg,1359,1359,662,str,,,
PR60_card_spend,spend_19_durables,1359,1359,531,str,,,
PR60_card_spend,spend_19_gen,1359,1359,773,str,,,
PR60_card_spend,spend_19_grf,1359,1359,568,str,,,
PR60_card_spend,spend_19_hcs,1359,1359,843,str,,,
PR60_card_spend,spend_19_hic,1359,1359,751,str,,,
PR60_card_spend,spend_19_inpersonmisc,1359,1359,948,str,,,
PR60_card_spend,spend_19_nondurables,1359,1359,559,str,,,
PR60_card_spend,spend_19_remoteservices,1359,1359,745,str,,,
PR60_card_spend,spend_19_sgh,1359,1359,707,str,,,
PR60_card_spend,spend_19_tws,1359,1359,891,str,,,
PR60_card_spend,spend_19_all_q4,1359,1359,728,str,,,
PR60_card_spend,spend_19_all_q1,1359,1359,622,str,,,
PR60_card_spend,spend_19_all_incmiddle,1359,1359,604,str,,,
PR60_card_spend,spend_19_all_q2,1359,1359,596,str,,,
PR60_card_spend,spend_19_all_q3,1359,1359,638,str,,,
PR60_card_spend,spend_19_inperson,1359,1359,833,str,,,
PR60_card_spend,spend_aap_q1,1359,1359,614,str,,,
PR60_card_spend,spend_acf_q1,1359,1359,572,str,,,
PR60_card_spend,spend_aer_q1,1359,1359,629,str,,,
PR60_card_spend,spend_apg_q1,1359,1359,555,str,,,
PR60_card_spend,spend_durables_q1,1359,1359,306,str,,,
PR60_card_spend,spend_gen_q1,1359,1359,572,str,,,
PR60_card_spend,spend_grf_q1,1359,1359,473,str,,,
PR60_card_spend,spend_hcs_q1,1359,1359,723,str,,,
PR60_card_spend,spend_hic_q1,1359,1359,376,str,,,
PR60_card_spend,spend_inpersonmisc_q1,1359,1359,668,str,,,
PR60_card_spend,spend_nondurables_q1,1359,1359,501,str,,,
PR60_card_spend,spend_remoteservices_q1,1359,1359,572,str,,,
PR60_card_spend,spend_sgh_q1,1359,1359,483,str,,,
PR60_card_spend,spend_tws_q1,1359,1359,682,str,,,
PR60_card_spend,spend_inperson_q1,1359,1359,633,str,,,
PR60_card_spend,spend_retail_no_grocery_q1,1359,1359,410,str,,,
PR60_card_spend,spend_retail_w_grocery_q1,1359,1359,337,str,,,
PR60_card_spend,spend_aap_q2,1359,1359,622,str,,,
PR60_card_spend,spend_acf_q2,1359,1359,622,str,,,
PR60_card_spend,spend_aer_q2,1359,1359,650,str,,,
PR60_card_spend,spend_apg_q2,1359,1359,584,str,,,
PR60_card_spend,spend_durables_q2,1359,1359,357,str,,,
PR60_card_spend,spend_gen_q2,1359,1359,585,str,,,
PR60_card_spend,spend_grf_q2,1359,1359,495,str,,,
PR60_card_spend,spend_hcs_q2,1359,1359,771,str,,,
PR60_card_spend,spend_hic_q2,1359,1359,384,str,,,
PR60_card_spend,spend_inpersonmisc_q2,1359,1359,715,str,,,
PR60_card_spend,spend_nondurables_q2,1359,1359,532,str,,,
PR60_card_spend,spend_remoteservices_q2,1359,1359,583,str,,,
PR60_card_spend,spend_sgh_q2,1359,1359,466,str,,,
PR60_card_spend,spend_tws_q2,1359,1359,640,str,,,
PR60_card_spend,spend_inperson_q2,1359,1359,687,str,,,
PR60_card_spend,spend_retail_no_grocery_q2,1359,1359,411,str,,,
PR60_card_spend,spend_retail_w_grocery_q2,1359,1359,376,str,,,
PR60_card_spend,spend_aap_q3,1359,1359,629,str,,,
PR60_card_spend,spend_acf_q3,1359,1359,663,str,,,
PR60_card_spend,spend_aer_q3,1359,1359,699,str,,,
PR60_card_spend,spend_apg_q3,1359,1359,582,str,,,
PR60_card_spend,spend_durables_q3,1359,1359,383,str,,,
PR60_card_spend,spend_gen_q3,1359,1359,595,str,,,
PR60_card_spend,spend_grf_q3,1359,1359,456,str,,,
PR60_card_spend,spend_hcs_q3,1359,1359,785,str,,,
PR60_card_spend,spend_hic_q3,1359,1359,390,str,,,
PR60_card_spend,spend_inpersonmisc_q3,1359,1359,730,str,,,
PR60_card_spend,spend_nondurables_q3,1359,1359,535,str,,,
PR60_card_spend,spend_remoteservices_q3,1359,1359,579,str,,,
PR60_card_spend,spend_sgh_q3,1359,1359,451,str,,,
PR60_card_spend,spend_tws_q3,1359,1359,620,str,,,
PR60_card_spend,spend_inperson_q3,1359,1359,714,str,,,
PR60_card_spend,spend_retail_no_grocery_q3,1359,1359,428,str,,,
PR60_card_spend,spend_retail_w_grocery_q3,1359,1359,380,str,,,
PR60_card_spend,spend_aap_q4,1359,1359,693,str,,,
PR60_card_spend,spend_acf_q4,1359,1359,741,str,,,
PR60_card_spend,spend_aer_q4,1359,1359,739,str,,,
PR60_card_spend,spend_apg_q4,1359,1359,623,str,,,
PR60_card_spend,spend_durables_q4,1359,1359,448,str,,,
PR60_card_spend,spend_gen_q4,1359,1359,591,str,,,
PR60_card_spend,spend_grf_q4,1359,1359,441,str,,,
PR60_card_spend,spend_hcs_q4,1359,1359,764,str,,,
PR60_card_spend,spend_hic_q4,1359,1359,409,str,,,
PR60_card_spend,spend_inpersonmisc_q4,1359,1359,772,str,,,
PR60_card_spend,spend_nondurables_q4,1359,1359,635,str,,,
PR60_card_spend,spend_remoteservices_q4,1359,1359,642,str,,,
PR60_card_spend,spend_sgh_q4,1359,1359,471,str,,,
PR60_card_spend,spend_tws_q4,1359,1359,652,str,,,
PR60_card_spend,spend_inperson_q4,1359,1359,737,str,,,
PR60_card_spend,spend_retail_no_grocery_q4,1359,1359,483,str,,,
PR60_card_spend,spend_retail_w_grocery_q4,1359,1359,437,str,,,
PR60_card_spend,spend_s_aap,1359,1359,702,str,,,
PR60_card_spend,spend_s_acf,1359,1359,717,str,,,
PR60_card_spend,spend_s_aer,1359,1359,890,str,,,
PR60_card_spend,spend_s_all,1359,1359,732,str,,,
PR60_card_spend,spend_s_apg,1359,1359,655,str,,,
PR60_card_spend,spend_s_durables,1359,1359,505,str,,,
PR60_card_spend,spend_s_gen,1359,1359,761,str,,,
PR60_card_spend,spend_s_grf,1359,1359,678,str,,,
PR60_card_spend,spend_s_hcs,1359,1359,1013,str,,,
PR60_card_spend,spend_s_hic,1359,1359,741,str,,,
PR60_card_spend,spend_s_inpersonmisc,1359,1359,993,str,,,
PR60_card_spend,spend_s_nondurables,1359,1359,567,str,,,
PR60_card_spend,spend_s_remoteservices,1359,1359,903,str,,,
PR60_card_spend,spend_s_sgh,1359,1359,694,str,,,
PR60_card_spend,spend_s_tws,1359,1359,908,str,,,
PR60_card_spend,spend_s_all_incmiddle,1359,1359,693,str,,,
PR60_card_spend,spend_s_all_q1,1359,1359,652,str,,,
PR60_card_spend,spend_s_all_q2,1359,1359,690,str,,,
PR60_card_spend,spend_s_all_q3,1359,1359,706,str,,,
PR60_card_spend,spend_s_all_q4,1359,1359,856,str,,,
PR60_card_spend,spend_s_inperson,1359,1359,697,str,,,
PR60_card_spend,spend_s_retail_no_grocery,1359,1359,624,str,,,
PR60_card_spend,spend_s_retail_w_grocery,1359,1359,575,str,,,
PR60_card_spend,spend_19_retail_no_grocery,1359,1359,632,str,,,
PR60_card_spend,spend_19_retail_w_grocery,1359,1359,583,str,,,
PR60_card_spend,provisional,1359,1359,2,int64,,,
PR60_BNPL_adoption,merchant_id,278,278,144,str,,,
PR60_BNPL_adoption,merchant_name,278,278,144,str,,,
