value_status,missing_reason,document_id,document_type,title,publisher,source_url,canonical_url,fiscal_period,document_date,published_at_utc,sec_accession_number,retrieved_at_utc,capture_method,mime_type,local_path,sha256,rights_or_access_note,version_status,supersedes_document_id
observed,,ABNB-2021Q1-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2021Q1 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/ABNB_Q12021_EarningsCall_Transcript.pdf,user-supplied://abnb-transcript/ABNB_Q12021_EarningsCall_Transcript.pdf,2021Q1,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,13efba4bb2770b6b77d7dd04a4d5f67269c5cedfd718319eeec25af3e7ea33d7,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2021Q2-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2021Q2 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Q2-2021_ABNB-Transcript_8.12.21.pdf,user-supplied://abnb-transcript/Q2-2021_ABNB-Transcript_8.12.21.pdf,2021Q2,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,7104e51df6ad16737f1cfa7617a88797150c6e4598a10cd03f96b192dcc09933,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2021Q3-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2021Q3 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/ABNB_Q32021_EarningsCall_Transcript.pdf,user-supplied://abnb-transcript/ABNB_Q32021_EarningsCall_Transcript.pdf,2021Q3,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,49d3eea551a2b7975b495d07dc6f83e427662ffeb1999e25e9043f4d84409f17,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2021Q4-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2021Q4 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/CORRECTED-TRANSCRIPT-Airbnb%2C-Inc.%28ABNB-US%29%2C-Q4-2021-Earnings-Call-15-Feb-22.pdf,user-supplied://abnb-transcript/CORRECTED-TRANSCRIPT-Airbnb%2C-Inc.%28ABNB-US%29%2C-Q4-2021-Earnings-Call-15-Feb-22.pdf,2021Q4,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,8a8bd7db8e22904cc256a062e069d3e65294bac1cbbb7228c9288861686113c2,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2022Q1-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2022Q1 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/ABNBQ12022EarningsCall.pdf,user-supplied://abnb-transcript/ABNBQ12022EarningsCall.pdf,2022Q1,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,4b0ae8b72f4b08d4762bcd988dde4f96d64b5ce8d323b94066191fabc075bf71,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2022Q2-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2022Q2 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Q2-2022-Earnings-Call_2022-08-02-20-30-00_Transcript-%281%29.pdf,user-supplied://abnb-transcript/Q2-2022-Earnings-Call_2022-08-02-20-30-00_Transcript-%281%29.pdf,2022Q2,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,1e5c5775765cf0f7583b1c54595f3422d8aa53ee08515ed2bbd17590d6b39560,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2022Q3-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2022Q3 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/ABNB-Corrected-Transcript-%281%29.pdf,user-supplied://abnb-transcript/ABNB-Corrected-Transcript-%281%29.pdf,2022Q3,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,b281320822203bef3a71524b1ac1dc17295c25af690e6b8c9d91d20577009325,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2022Q4-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2022Q4 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q4%2722-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q4%2722-Earnings-Call-Transcript.pdf,2022Q4,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,ceb7c7668285dd7ef6453cd8f9790d36626aca69c25f697b1d3f3a4d4ff650b5,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2023Q1-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2023Q1 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q1-23-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q1-23-Earnings-Call-Transcript.pdf,2023Q1,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,56b5e675fc9b967a861e0809e928ee1d273c95e1e6b666f9faf8a2267c72d9c1,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2023Q2-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2023Q2 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q2-23-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q2-23-Earnings-Call-Transcript.pdf,2023Q2,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,59ab0ac1f38165822f5a4a26cbe4197b6dc583017a2e9fc510b5f4322a8b09a0,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2023Q3-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2023Q3 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q3-23-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q3-23-Earnings-Call-Transcript.pdf,2023Q3,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,7d9717cc6c43d557ea61e47d3adfe9a6b167f9d9714ec6d80f0c89d048f923a5,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2023Q4-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2023Q4 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q4-23-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q4-23-Earnings-Call-Transcript.pdf,2023Q4,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,6c9b5acea34103e4a094cad9f516ff24e5c922fae72a4ccadd105bfbc6fa481a,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2024Q1-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2024Q1 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q1-24-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q1-24-Earnings-Call-Transcript.pdf,2024Q1,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,be605bca3b0bd3a524daeef2f9b7f784093031f6eedc4e820e2568fba8e5d2a7,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2024Q2-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2024Q2 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q2-24-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q2-24-Earnings-Call-Transcript.pdf,2024Q2,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,b6f6548b169379cac3fc98d638c687b85ced2ac88128370dec72eee0945d13bc,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2024Q3-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2024Q3 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q3-24-Earnings-Call-Transcript-1.pdf,user-supplied://abnb-transcript/Airbnb-Q3-24-Earnings-Call-Transcript-1.pdf,2024Q3,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,792db6a8a860717f4bd89c288297e4304910af49138fbf83c7f59d238ccc8ae6,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2024Q4-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2024Q4 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q4-24-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q4-24-Earnings-Call-Transcript.pdf,2024Q4,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,f5a896454f8bb9f20884cd5b57d1fa0dade521ce5cc4c6487ce2e1123891c9ea,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2025Q1-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2025Q1 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q1-25-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q1-25-Earnings-Call-Transcript.pdf,2025Q1,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,3bfd5fc7563a940b38d97c966dad146c8e7c43595b49dac1794f68823d654306,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2025Q2-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2025Q2 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q2-25-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q2-25-Earnings-Call-Transcript.pdf,2025Q2,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,9f7631b36c24fbb8daa083bea489449b26e19a19036cfa0c1409bc82cfaebb2d,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2025Q3-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2025Q3 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/CORRECTED-TRANSCRIPT_-Airbnb-Inc-ABNB-US-Q3-2025-Earnings-Call-6-November-2025-5_00-PM-ET.pdf,user-supplied://abnb-transcript/CORRECTED-TRANSCRIPT_-Airbnb-Inc-ABNB-US-Q3-2025-Earnings-Call-6-November-2025-5_00-PM-ET.pdf,2025Q3,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,4ec6ed6ebef37899a6760355e2fcc2e26e09a29c7d629a4269a9ee96ccdf44a7,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2025Q4-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2025Q4 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q4-25-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q4-25-Earnings-Call-Transcript.pdf,2025Q4,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,f50899a06ec0912e48898517dda0092bfc70ff91ae04e72b334cbcb7a6af9993,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
observed,,ABNB-2026Q1-CALL-TRANSCRIPT,third_party_transcript,Airbnb 2026Q1 Earnings Call Corrected Transcript,FactSet CallStreet (user-supplied copy),user-supplied://abnb-transcript/Airbnb-Q1-26-Earnings-Call-Transcript.pdf,user-supplied://abnb-transcript/Airbnb-Q1-26-Earnings-Call-Transcript.pdf,2026Q1,,,,2026-09-02T16:00:00Z,"user-supplied local PDF; metadata, hash, and minimal excerpts only",application/pdf,,16c99fe319f43990aec163fdc0d2bf113a2a7bb510c07b6d6996b66f75a96b6d,User-supplied research copy; do not redistribute or retain full extracted text in the repository.,user_supplied_corrected_or_as_received,
