target_quarter,guide_date,print_date,path_start,path_end,n_trading_days,ebitda_pre_guide_musd,ebitda_post_guide_1td_musd,ebitda_post_guide_5td_musd,ebitda_post_guide_20td_musd,ebitda_at_print_musd,guide_jump_5td_pct,drift_post_guide_to_print_pct,total_drift_pct,revenue_pre_guide_musd,revenue_post_guide_5td_musd,revenue_at_print_musd,revenue_guide_jump_5td_pct,revenue_total_drift_pct,margin_pre_guide_pct,margin_post_guide_5td_pct,margin_at_print_pct,n_est_pre_guide,n_est_at_print,n_mean_changes,lseg_actual_ebitda_musd,after_2020Q4_print_musd,after_2020Q4_print_margin_pct,after_2021Q1_print_musd,after_2021Q1_print_margin_pct,after_2021Q2_print_musd,after_2021Q2_print_margin_pct,after_2021Q3_print_musd,after_2021Q3_print_margin_pct,after_2021Q4_print_musd,after_2021Q4_print_margin_pct,after_2022Q1_print_musd,after_2022Q1_print_margin_pct,after_2022Q2_print_musd,after_2022Q2_print_margin_pct,after_2022Q3_print_musd,after_2022Q3_print_margin_pct,after_2022Q4_print_musd,after_2022Q4_print_margin_pct,after_2023Q1_print_musd,after_2023Q1_print_margin_pct,after_2023Q2_print_musd,after_2023Q2_print_margin_pct,after_2023Q3_print_musd,after_2023Q3_print_margin_pct,after_2023Q4_print_musd,after_2023Q4_print_margin_pct,after_2024Q1_print_musd,after_2024Q1_print_margin_pct,after_2024Q2_print_musd,after_2024Q2_print_margin_pct,after_2024Q3_print_musd,after_2024Q3_print_margin_pct,after_2024Q4_print_musd,after_2024Q4_print_margin_pct,after_2025Q1_print_musd,after_2025Q1_print_margin_pct,after_2025Q2_print_musd,after_2025Q2_print_margin_pct,after_2025Q3_print_musd,after_2025Q3_print_margin_pct,after_2025Q4_print_musd,after_2025Q4_print_margin_pct,after_2026Q1_print_musd,after_2026Q1_print_margin_pct,after_2026Q2_print_musd,after_2026Q2_print_margin_pct
2025Q1,2025-02-13,2025-05-01,2025-02-12,2025-04-30,54,375.90479,363.23697,362.88242,363.04909,362.70267,-3.4642734932959884,-0.04953395096957136,-3.512091452731947,2290.81393,2264.13,2259.28827,-1.1648231072176052,-1.376177243692589,16.40922403505727,16.027455137293355,16.053846462009915,29,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025Q2,2025-05-01,2025-08-06,2025-04-30,2025-08-05,67,947.84813,995.32919,964.6251,964.89123,970.92472,1.7700061295684577,0.6530640763961149,2.4346294801467883,3038.49584,3022.6517,3035.42767,-0.5214468221881874,-0.1009766068990281,31.194649586882434,31.91320720147809,31.98642252608839,32,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025Q3,2025-08-06,2025-11-06,2025-08-05,2025-11-05,66,2002.87159,2027.54216,2028.56919,2030.60044,2037.91071,1.2830378207122184,0.4604979729579739,1.7494441568268515,4045.78224,4076.69752,4077.801,0.7641360351614113,0.7914108595226788,49.50517529584093,49.76011048276154,49.97572735893684,32,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025Q4,2025-11-06,2026-02-12,2025-11-05,2026-02-11,67,747.64762,754.76717,759.16097,759.9785,763.851,1.5399433759984538,0.6177912439307764,2.1672482552676398,2671.16121,2710.41675,2714.80897,1.4696057973977439,1.634036906368519,27.98961055592747,28.00901263615642,28.136454846029185,34,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026Q1,2026-02-12,2026-05-07,2026-02-11,2026-05-06,59,469.75136,482.53313,483.57922,483.53136,484.03557,2.9436551285343837,0.09436923282186704,3.040802266117981,2534.98027,2613.32737,2615.06562,3.0906394391779557,3.159209992589007,18.53076986670196,18.504349112602757,18.509499964287706,27,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026Q2,2026-05-07,2026-08-06,2026-05-06,2026-08-05,63,1174.1566,1217.0024,1226.61561,1226.5769,1228.61539,4.46780352808136,0.16303232925594102,4.63811982149569,3461.03079,3571.42694,3575.98967,3.189689913160243,3.32152144766098,33.925055026742484,34.345252768911465,34.357352883516576,35,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026Q3,2026-08-06,,2026-08-05,2026-09-11,27,2323.81697,2357.62179,2360.08306,2360.69827,2361.52179,1.5606259214123952,0.06096099007633082,1.6225382845018066,4609.84736,4742.26656,4744.32212,2.872528950719966,2.917119581156813,50.40984632515034,49.76698441852243,49.775747309501824,34,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY2021,2021-02-25,2022-02-15,2021-02-24,2022-02-14,247,31.1654,,,,1507.9807,,,4738.637399167024,4526.86742,,5892.72563,,30.17226004820792,0.6884540038064557,,25.590546627910793,33,38,62,1593.406,107.74711,2.296764157473589,693.91815,12.977277605674228,1132.68666,19.975615846962782,1500.27082,25.418044966194078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY2022,2022-02-15,2023-02-14,2022-02-14,2023-02-13,251,1842.94191,,,,2824.42877,,,53.25652722282494,7289.35566,,8356.08897,,14.634123504957364,25.28264494093844,,33.80084606734387,38,40,72,2903.0,,,,,,,,,2133.41094,27.013890157317245,2431.92583,29.51974914090116,2678.62146,32.366363252546854,2817.68621,33.75170899782597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY2023,2023-02-14,2024-02-13,2023-02-13,2024-02-12,251,3157.7574,,,,3556.61787,,,12.63113087788188,9384.45671,,9854.3748,,5.007408574853978,33.64880352247903,,36.09176576072589,40,40,74,3700.0,,,,,,,,,,,,,,,,,3348.80181,34.848039942625306,3271.15261,34.40220893145499,3452.39957,35.08181372836981,3554.42083,36.06545042553248,,,,,,,,,,,,,,,,,,,,,,
FY2024,2024-02-13,2025-02-13,2024-02-12,2025-02-12,252,4043.59634,,,,3927.81859,,,-2.8632370856285894,11046.66813,,11038.35951,,-0.07521381019346407,36.60466932122817,,35.583354450828175,40,43,82,4041.0,,,,,,,,,,,,,,,,,,,,,,,,,4030.17141,36.3596872035712,4047.98056,36.239738379631795,3905.57342,35.43591433836739,3927.20756,35.55420463357632,,,,,,,,,,,,,,
FY2025,2025-02-13,2026-02-12,2025-02-12,2026-02-11,251,4186.0666,,,,4277.30069,,,2.1794705798517278,12147.52057,,12170.5199,,0.18933353409418263,34.460255291421994,,35.14476559049873,43,41,66,4297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257.19008,34.91372560222338,4186.63649,34.83162043417665,4238.44647,34.97033524332438,4272.51022,35.09648740613514,,,,,,
FY2026,2026-02-12,,2026-02-11,2026-09-11,147,4751.57047,,,,5053.72214,,,6.358985348269508,13417.14995,,14189.55705,,5.756864184110855,35.41415641702655,,35.61578506074649,41,44,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4814.71027,35.139476379595706,4947.2195,35.40878307322492,5051.02849,35.60627091371096
