register_id,vendor,period,metric,value,unit,n_estimates,as_of_timestamp,url,source_path,role,pit_usable,vendor_attributed,note
LSEG-AT_PRINT-2020Q4-adj_ebitda-20210224,LSEG,2020Q4,adj_ebitda,-122.079,musd,26.0,2021-02-21,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (printed_q_at_print); field last changed 2021-02-21; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-revenue-20210224,LSEG,FY2021,revenue,4526.867,musd,33.0,2021-02-21,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (fy_current_pre_guide); field last changed 2021-02-21; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-eps_adj-20210224,LSEG,FY2021,eps_adj,-1.807,usd,32.0,2021-02-21,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (fy_current_pre_guide); field last changed 2021-02-21; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-free_cash_flow-20210224,LSEG,FY2021,free_cash_flow,-453.295,musd,,2021-02-22,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (fy_current_pre_guide); field last changed 2021-02-22; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-operating_income-20210224,LSEG,FY2021,operating_income,-797.726,musd,,2021-02-21,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (fy_current_pre_guide); field last changed 2021-02-21; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2020-adj_ebitda-20210224,LSEG,FY2020,adj_ebitda,-340.694,musd,33.0,2021-02-21,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (printed_fy_at_print); field last changed 2021-02-21; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2020-revenue-20210224,LSEG,FY2020,revenue,3272.473,musd,33.0,2021-02-21,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (printed_fy_at_print); field last changed 2021-02-21; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2020-eps_adj-20210224,LSEG,FY2020,eps_adj,-13.351,usd,30.0,2021-02-21,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (printed_fy_at_print); field last changed 2021-02-21; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2020-free_cash_flow-20210224,LSEG,FY2020,free_cash_flow,-1185.262,musd,,2021-02-22,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (printed_fy_at_print); field last changed 2021-02-22; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2020-operating_income-20210224,LSEG,FY2020,operating_income,-3416.823,musd,32.0,2021-02-21,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (printed_fy_at_print); field last changed 2021-02-21; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q1-adj_ebitda-20210512,LSEG,2021Q1,adj_ebitda,-362.087,musd,27.0,2021-05-12,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (printed_q_at_print); field last changed 2021-05-12; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q1-revenue-20210512,LSEG,2021Q1,revenue,714.414,musd,28.0,2021-05-12,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (printed_q_at_print); field last changed 2021-05-12; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q1-eps_adj-20210512,LSEG,2021Q1,eps_adj,-1.174,usd,27.0,2021-05-11,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (printed_q_at_print); field last changed 2021-05-11; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q1-free_cash_flow-20210512,LSEG,2021Q1,free_cash_flow,-627.6,musd,,2021-04-30,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (printed_q_at_print); field last changed 2021-04-30; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q1-operating_income-20210512,LSEG,2021Q1,operating_income,-624.642,musd,25.0,2021-05-11,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (printed_q_at_print); field last changed 2021-05-11; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q2-adj_ebitda-20210512,LSEG,2021Q2,adj_ebitda,-163.523,musd,27.0,2021-05-12,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (guided_q_pre_guide); field last changed 2021-05-12; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q2-revenue-20210512,LSEG,2021Q2,revenue,991.084,musd,28.0,2021-05-12,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (guided_q_pre_guide); field last changed 2021-05-12; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q2-eps_adj-20210512,LSEG,2021Q2,eps_adj,-0.711,usd,27.0,2021-05-11,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (guided_q_pre_guide); field last changed 2021-05-11; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q2-free_cash_flow-20210512,LSEG,2021Q2,free_cash_flow,98.389,musd,,2021-04-30,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (guided_q_pre_guide); field last changed 2021-04-30; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q2-operating_income-20210512,LSEG,2021Q2,operating_income,-399.037,musd,,2021-05-12,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (guided_q_pre_guide); field last changed 2021-05-12; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-adj_ebitda-20210512,LSEG,FY2021,adj_ebitda,154.561,musd,33.0,2021-05-12,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (fy_current_pre_guide); field last changed 2021-05-12; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-revenue-20210512,LSEG,FY2021,revenue,4800.252,musd,33.0,2021-05-12,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (fy_current_pre_guide); field last changed 2021-05-12; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-eps_adj-20210512,LSEG,FY2021,eps_adj,-1.581,usd,32.0,2021-05-11,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (fy_current_pre_guide); field last changed 2021-05-11; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-free_cash_flow-20210512,LSEG,FY2021,free_cash_flow,-432.944,musd,,2021-04-30,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (fy_current_pre_guide); field last changed 2021-04-30; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-operating_income-20210512,LSEG,FY2021,operating_income,-775.119,musd,32.0,2021-05-12,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-05-12 (fy_current_pre_guide); field last changed 2021-05-12; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q2-adj_ebitda-20210811,LSEG,2021Q2,adj_ebitda,42.342,musd,28.0,2021-08-09,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (printed_q_at_print); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q2-revenue-20210811,LSEG,2021Q2,revenue,1255.69,musd,27.0,2021-08-09,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (printed_q_at_print); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q2-eps_adj-20210811,LSEG,2021Q2,eps_adj,-0.475,usd,26.0,2021-08-09,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (printed_q_at_print); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q2-free_cash_flow-20210811,LSEG,2021Q2,free_cash_flow,64.7,musd,,2021-08-03,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (printed_q_at_print); field last changed 2021-08-03; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q2-operating_income-20210811,LSEG,2021Q2,operating_income,-222.059,musd,26.0,2021-08-09,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (printed_q_at_print); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q3-adj_ebitda-20210811,LSEG,2021Q3,adj_ebitda,620.092,musd,28.0,2021-08-09,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (guided_q_pre_guide); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q3-revenue-20210811,LSEG,2021Q3,revenue,1948.718,musd,27.0,2021-08-09,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (guided_q_pre_guide); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q3-eps_adj-20210811,LSEG,2021Q3,eps_adj,0.397,usd,25.0,2021-08-09,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (guided_q_pre_guide); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q3-free_cash_flow-20210811,LSEG,2021Q3,free_cash_flow,715.933,musd,,2021-08-03,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (guided_q_pre_guide); field last changed 2021-08-03; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q3-operating_income-20210811,LSEG,2021Q3,operating_income,369.088,musd,,2021-08-09,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (guided_q_pre_guide); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-adj_ebitda-20210811,LSEG,FY2021,adj_ebitda,762.315,musd,36.0,2021-08-09,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (fy_current_pre_guide); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-revenue-20210811,LSEG,FY2021,revenue,5489.125,musd,35.0,2021-08-11,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (fy_current_pre_guide); field last changed 2021-08-11; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-eps_adj-20210811,LSEG,FY2021,eps_adj,-1.946,usd,32.0,2021-08-09,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (fy_current_pre_guide); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-free_cash_flow-20210811,LSEG,FY2021,free_cash_flow,417.49,musd,,2021-08-03,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (fy_current_pre_guide); field last changed 2021-08-03; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-operating_income-20210811,LSEG,FY2021,operating_income,-357.673,musd,34.0,2021-08-09,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-08-11 (fy_current_pre_guide); field last changed 2021-08-09; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q3-adj_ebitda-20211103,LSEG,2021Q3,adj_ebitda,817.271,musd,29.0,2021-10-31,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (printed_q_at_print); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q3-revenue-20211103,LSEG,2021Q3,revenue,2050.292,musd,30.0,2021-10-31,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (printed_q_at_print); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q3-eps_adj-20211103,LSEG,2021Q3,eps_adj,0.753,usd,28.0,2021-10-31,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (printed_q_at_print); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q3-free_cash_flow-20211103,LSEG,2021Q3,free_cash_flow,464.707,musd,,2021-10-13,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (printed_q_at_print); field last changed 2021-10-13; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q3-operating_income-20211103,LSEG,2021Q3,operating_income,567.405,musd,28.0,2021-10-31,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (printed_q_at_print); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q4-adj_ebitda-20211103,LSEG,2021Q4,adj_ebitda,228.209,musd,29.0,2021-10-31,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (guided_q_pre_guide); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q4-revenue-20211103,LSEG,2021Q4,revenue,1437.174,musd,30.0,2021-10-31,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (guided_q_pre_guide); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q4-eps_adj-20211103,LSEG,2021Q4,eps_adj,-0.092,usd,29.0,2021-10-22,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (guided_q_pre_guide); field last changed 2021-10-22; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q4-free_cash_flow-20211103,LSEG,2021Q4,free_cash_flow,-221.48,musd,,2021-10-13,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (guided_q_pre_guide); field last changed 2021-10-13; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2021Q4-operating_income-20211103,LSEG,2021Q4,operating_income,-19.743,musd,,2021-10-31,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (guided_q_pre_guide); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-adj_ebitda-20211103,LSEG,FY2021,adj_ebitda,1189.176,musd,37.0,2021-10-31,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (fy_current_pre_guide); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-revenue-20211103,LSEG,FY2021,revenue,5694.68,musd,37.0,2021-10-31,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (fy_current_pre_guide); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-eps_adj-20211103,LSEG,FY2021,eps_adj,-1.364,usd,33.0,2021-10-31,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (fy_current_pre_guide); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-free_cash_flow-20211103,LSEG,FY2021,free_cash_flow,1137.253,musd,,2021-10-26,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (fy_current_pre_guide); field last changed 2021-10-26; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2021-operating_income-20211103,LSEG,FY2021,operating_income,-55.209,musd,35.0,2021-10-31,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-11-03 (fy_current_pre_guide); field last changed 2021-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
