window,signal,outcome,primary_family,eligible_event_ids,n,intercept,slope,slope_hc1_se,slope_95_lo,slope_95_hi,slope_hc1_t,slope_hc1_p,r2,n_parameters,status,pearson,pearson_95_lo,pearson_95_hi,spearman,spearman_asymptotic_p,pearson_permutation_p,holm_12_primary_p,holm_family_n
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,13,0.12048015732939,0.184998616196605,0.537891969468513,-0.998893626336056,1.36889085872927,0.343932660640763,0.737381433301412,0.0107601060241993,2,descriptive_approximate_HC1_interval,0.103730930894306,-0.47436641264416,0.619319510444126,0,1,0.7354,1,12
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,cc_excess_pct,False,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,13,-1.54192498146682,1.04869681163464,1.4240766334438,-2.08567472540843,4.18306834867771,0.736404760113654,0.476895954806956,0.0620996763641264,2,descriptive_approximate_HC1_interval,0.249198066533684,-0.349818940399281,0.703578846566566,0.32967032967033,0.271335054505236,,,
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,open_5d_excess_pct,False,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,13,-1.42175466460001,0.811060019708246,0.740580483548178,-0.818946634434783,2.44106667385127,1.0951679631394,0.29684270126695,0.102380469668608,2,descriptive_approximate_HC1_interval,0.319969482402007,-0.280460597150736,0.740419883082969,0.318681318681319,0.28858316144472,,,
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,open_20d_excess_pct,False,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,13,-1.50741802384721,1.03962244031813,1.09945689973324,-1.38026588015509,3.45951076079135,0.94557816733914,0.364671729412885,0.0946850738730952,2,descriptive_approximate_HC1_interval,0.307709398415283,-0.292942329178114,0.734213653712053,0.335164835164835,0.26294314035936,,,
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,13,-2.78074706534881,0.550207604597405,1.33743512983984,-2.39346726876532,3.49388247796012,0.411390124516389,0.688687964511752,0.0169239177067193,2,descriptive_approximate_HC1_interval,0.130091958655097,-0.453391912142115,0.635523710965605,0.153846153846154,0.615798868648881,0.6713,1,12
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,13,-0.181768941792524,0.136335139163349,0.476564711540306,-0.912576718760217,1.18524699708691,0.286078964434231,0.780133424137191,0.00499301596291157,2,descriptive_approximate_HC1_interval,0.070661276261555,-0.499782208764203,0.598350792641761,-0.0274725274725275,0.929011729160351,0.81915,1,12
W1_print_2023plus,published_guide_vs_implied_guide_pct,cc_excess_pct,False,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,13,-2.99362392269611,0.688907197881181,1.49727581342262,-2.60657464802615,3.98438904378851,0.460107076936218,0.654400729395952,0.0228970028616527,2,descriptive_approximate_HC1_interval,0.151317556356336,-0.436020401405153,0.648255376988607,0.258241758241758,0.394284017397361,,,
W1_print_2023plus,published_guide_vs_implied_guide_pct,open_5d_excess_pct,False,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,13,-2.90619827294666,0.648825440747098,0.735409665971502,-0.969800320644127,2.26745120213832,0.882263955410454,0.396504513931233,0.0559802228067809,2,descriptive_approximate_HC1_interval,0.236601400686431,-0.361512015502892,0.696755006732067,0.120879120879121,0.694047327996686,,,
W1_print_2023plus,published_guide_vs_implied_guide_pct,open_20d_excess_pct,False,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,13,-3.90995677862075,0.991983435476003,1.28794487655114,-1.84276412482912,3.82673099578112,0.770206437819246,0.457400170711355,0.0736557785390108,2,descriptive_approximate_HC1_interval,0.271395981066432,-0.328748843993156,0.715403308693167,0.258241758241758,0.394284017397361,,,
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,-0.141496022057884,0.864553906194752,1.81591555256013,-3.42940404823344,5.15851186062294,0.476098078997055,0.64850536162748,0.0428576084326312,2,descriptive_approximate_HC1_interval,0.207020792271287,-0.529964089572451,0.765848311725322,0.15,0.700094230969142,0.58275,1,12
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,0.608127381724468,-0.0868405481025682,0.713223123415263,-1.77334524252705,1.59966414632192,-0.121757897706307,0.906512398272202,0.00221152812309888,2,descriptive_approximate_HC1_interval,-0.0470268872359097,-0.689610957666165,0.636988991207471,-0.25,0.516489552301226,0.91135,1,12
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,cc_excess_pct,False,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,0.505598084572767,0.768711550447989,2.03157381211685,-4.03519715458433,5.57262025548031,0.378382289564468,0.716360643470233,0.0265130807370643,2,descriptive_approximate_HC1_interval,0.162828378168746,-0.562074907787884,0.746251992185828,0.15,0.700094230969142,,,
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,open_5d_excess_pct,False,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,-0.601998629875247,0.6723850451817,1.13720221033589,-2.01667088034346,3.36144097070686,0.591262520482705,0.572934025791653,0.0593485028876135,2,descriptive_approximate_HC1_interval,0.243615481625478,-0.501671886185871,0.781326170755527,-0.0333333333333333,0.932156735540504,,,
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,open_20d_excess_pct,False,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,-2.18265253618005,1.93984075428074,1.25256968688326,-1.02201590413338,4.90169741269487,1.54868888700924,0.165385555895192,0.310274832632402,2,descriptive_approximate_HC1_interval,0.557023188594876,-0.169979084607999,0.89139141018127,0.466666666666667,0.205386351105812,,,
W2_print_2024plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,-2.02946018509161,0.858790443922398,1.98210063282341,-3.82813278154924,5.54571366939404,0.433272877118802,0.677854221937015,0.0349590747003682,2,descriptive_approximate_HC1_interval,0.186973459882327,-0.544797455185301,0.757085490158176,0.166666666666667,0.668231040071504,0.62025,1,12
W2_print_2024plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,0.789091804932358,-0.0832162540426976,0.788319486864905,-1.94729563068663,1.78086312260124,-0.105561584394727,0.918891493939548,0.00167882498522276,2,descriptive_approximate_HC1_interval,-0.0409734668440787,-0.686416833186131,0.640579280106637,-0.266666666666667,0.487922274838701,0.92365,1,12
W2_print_2024plus,published_guide_vs_implied_guide_pct,cc_excess_pct,False,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,-1.1789731135033,0.765659444764333,2.20978817629992,-4.45965926779746,5.99097815732612,0.346485447327515,0.739159604284577,0.0217443491999105,2,descriptive_approximate_HC1_interval,0.147459652786484,-0.572752355698389,0.739191483854842,0.133333333333333,0.732367505236297,,,
W2_print_2024plus,published_guide_vs_implied_guide_pct,open_5d_excess_pct,False,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,-2.20508698405815,0.715225091138863,1.26519031535007,-2.27647461141822,3.70692479369595,0.565310279774761,0.589513811468692,0.0555137934513945,2,descriptive_approximate_HC1_interval,0.235613652939287,-0.50799755184254,0.777997339072278,-0.05,0.89835280435063,,,
W2_print_2024plus,published_guide_vs_implied_guide_pct,open_20d_excess_pct,False,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,9,-6.88807309577965,2.09169635850686,1.40350464748951,-1.22706476817002,5.41045748518374,1.49033803503845,0.17975372393906,0.298231434184743,2,descriptive_approximate_HC1_interval,0.546105698729416,-0.185175625181918,0.88812254524537,0.416666666666667,0.264586046747496,,,
