quarter,scenario,revenue_musd,adj_ebitda_musd,adj_ebitda_margin_pct,cor_cash_musd,ops_cash_musd,pd_cash_musd,sm_cash_musd,ga_cash_musd,total_cash_costs_musd,cor_pct_rev,ops_pct_rev,pd_pct_rev,sm_pct_rev,ga_pct_rev,scenario_cost_basis,addbacks_musd,m1_other_net_musd,addback_diff_vs_m1_rule_musd,residual_allocated_musd,cor_model_musd,cor_alloc_musd,ops_model_musd,ops_alloc_musd,pd_model_musd,pd_alloc_musd,sm_model_musd,sm_alloc_musd,ga_model_musd,ga_alloc_musd,sum_five_lines_musd,recon_lines_minus_addbacks_musd,recon_gap_musd,sum_lines_check
2023Q3,actual,3397.0,1834.0,53.98881365911098,459.0,299.0,244.0,370.0,202.0,1563.0,13.511922284368561,8.801884015307625,7.182808360317927,10.891963497203415,5.946423314689432,,,,,,,,,,,,,,,,,,,
2023Q4,actual,2218.0,738.0,33.27321911632101,384.0,254.0,253.0,391.0,211.0,1480.0,17.312894499549145,11.451758340847611,11.406672678088368,17.62849413886384,9.513074842200181,,,,,,,,,,,,,,,,,,,
2024Q1,actual,2142.0,424.0,19.79458450046685,480.0,266.0,290.0,479.0,223.0,1718.0,22.408963585434176,12.418300653594772,13.53874883286648,22.362278244631188,10.410830999066294,,,,,,,,,,,,,,,,,,,
2024Q2,actual,2748.0,894.0,32.532751091703055,506.0,314.0,280.0,527.0,242.0,1854.0,18.41339155749636,11.426491994177583,10.189228529839884,19.17758369723435,8.806404657933042,,,,,,,,,,,,,,,,,,,
2024Q3,actual,3732.0,1958.0,52.46516613076098,465.0,347.0,294.0,471.0,210.0,1774.0,12.459807073954984,9.297963558413718,7.877813504823152,12.620578778135046,5.627009646302251,,,,,,,,,,,,,,,,,,,
2024Q4,actual,2480.0,765.0,30.846774193548388,427.0,265.0,306.0,501.0,226.0,1715.0,17.217741935483872,10.685483870967742,12.338709677419354,20.201612903225808,9.112903225806452,,,,,,,,,,,,,,,,,,,
2025Q1,actual,2272.0,417.0,18.35387323943662,506.0,282.0,338.0,519.0,235.0,1855.0,22.27112676056338,12.411971830985916,14.876760563380282,22.843309859154928,10.34330985915493,,,,,,,,,,,,,,,,,,,
2025Q2,actual,3096.0,1043.0,33.68863049095607,544.0,309.0,331.0,639.0,244.0,2053.0,17.571059431524546,9.980620155038759,10.691214470284239,20.63953488372093,7.881136950904392,,,,,,,,,,,,,,,,,,,
2025Q3,actual,4095.0,2051.0,50.085470085470085,549.0,343.0,333.0,585.0,257.0,2044.0,13.406593406593407,8.376068376068375,8.131868131868131,14.285714285714285,6.275946275946276,,,,,,,,,,,,,,,,,,,
2025Q4,actual,2778.0,786.0,28.293736501079916,487.0,303.0,335.0,633.0,259.0,1992.0,17.530597552195825,10.907127429805616,12.059035277177827,22.786177105831534,9.323254139668826,,,,,,,,,,,,,,,,,,,
2026Q1,actual,2678.0,519.0,19.38013442867812,581.0,301.0,375.0,696.0,226.0,2159.0,21.695294996265872,11.239731142643764,14.002987303958179,25.989544436146378,8.439133681852129,,,,,,,,,,,,,,,,,,,
2026Q2,actual,3608.0,1261.0,34.950110864745014,633.0,323.0,374.0,808.0,227.0,2347.0,17.544345898004433,8.952328159645234,10.365853658536585,22.394678492239468,6.291574279379157,,,,,,,,,,,,,,,,,,,
2026Q3,base,4804.0355,2399.132402388442,49.93993908638773,617.4248791049705,364.80540374915,381.0150238529766,781.1389859657324,281.1527755386359,2404.9030976115578,12.852213084290707,7.593728309233977,7.931145051966759,16.2600585687956,5.852429182478688,adopted margin path,20.63397059990752,32.51498424666773,11.88101364676021,66.6595642373859,617.4248791049705,0.0,364.80540374915,0.0,374.74936368980354,6.265660163173055,730.0779121113239,51.06107385440856,271.8199453188316,9.332830219804281,2425.5370682114653,2404.9030976115578,0.0,2425.5370682114653
2026Q4,base,3178.1078,918.391699297086,28.897437,543.8839154594368,318.2894504254017,375.63957108211446,770.6284104429461,271.90872389292286,2259.7161007029144,17.113450823141896,10.015061491161555,11.819598160959625,24.2480261507475,8.55567970013235,adopted margin path,20.63397059990752,21.510275070034734,0.8763044701272129,-14.474607668799308,543.8839154594368,0.0,318.2894504254017,0.0,377.0001106188714,-1.360539536756978,781.7159268353145,-11.087516392368393,273.9352756325968,-2.0265517396739376,2280.350071302822,2259.7161007029144,0.0,2280.350071302822
2027Q1,base,3053.1293,594.4510405569569,19.47022160368239,644.0082604379614,316.380655663393,421.9776190609413,857.9691223907109,238.97657248994418,2458.6782594430433,21.093383121309714,10.362504321824593,13.82115127128554,28.101303223244127,7.827266683069864,adopted margin path,20.63397059990752,20.66438749100411,0.030416891096589183,-0.3982145072181993,644.0082604379614,0.0,316.380655663393,0.0,422.0150492002292,-0.037430139287878826,858.2741537931149,-0.30503140240394055,239.03232545547056,-0.05575296552637987,2479.312230042951,2458.6782594430433,0.0,2479.312230042951
2027Q2,base,4028.9807,1371.2996340933225,34.035894837950515,688.1674688605063,334.0450646878938,421.58005512531736,993.404122861038,241.1183249718299,2657.6810659066778,17.08043597380614,8.291056462193868,10.46369011212482,24.656462684495807,5.984598659701445,adopted margin path,20.63397059990752,27.269208146073925,6.635237546166405,7.344858813309202,688.1674688605063,0.0,334.0450646878938,0.0,420.8896757356953,0.6903793896221051,987.7779777968276,5.626145064210401,240.0899906123532,1.0283343594766965,2678.3150365065853,2657.6810659066778,0.0,2678.3150365065853
2027Q3,base,5280.7325,2550.7639974962503,48.303223037642034,671.6252746940066,378.0824832694792,431.6036398623501,967.0940529604534,302.19702231736784,2729.9685025037497,12.718411218405906,7.159659825023882,8.173177487448003,18.31363457551492,5.722634545820449,adopted margin path,20.63397059990752,35.74139575953723,15.107425159629706,105.01259536287625,671.6252746940066,0.0,378.0824832694792,0.0,421.7329897474854,9.870650114864718,886.6546449203443,80.43940804010907,287.49448510946536,14.702537207902463,2750.6024731036573,2729.9685025037497,0.0,2750.6024731036573
2027Q4,base,3465.7641,966.8151326490954,27.896160983636925,587.0414290476064,329.43693355398943,418.89856050469183,902.469012307805,281.73700253671905,2498.9489673509042,16.938297359811834,9.505463270105125,12.086759179734473,26.039539514758232,8.129145389229436,adopted margin path,20.63397059990752,23.457209072282367,2.8232384723748467,-57.10266386354988,587.0414290476064,0.0,329.43693355398943,0.0,424.2659206168397,-5.367360112147905,946.2095223182936,-43.74051001048862,289.7317962776324,-7.994793740913351,2519.582937950812,2498.9489673509042,0.0,2519.582937950812
2026Q3,bear,4755.0,2359.036330279868,49.611699900733285,604.3863721850661,361.274873526688,382.0261678139928,786.2513314422317,282.6588953520612,2395.963669720132,12.710544104838403,7.597789138311,8.03419911280742,16.535254078700984,5.9444562639760505,flex k=0.364173 on total cash costs (M6),20.63397059990752,32.183098999352744,11.549128399445223,77.41699666545901,604.3863721850661,0.0,361.274873526688,0.0,374.74936368980354,7.276804124189247,726.9500889341915,59.30124250804019,271.8199453188316,10.83895003322958,2416.59764032004,2395.963669720132,0.0,2416.59764032004
2026Q4,bear,3123.807,878.1513495318964,28.111575059915562,537.2646813028805,318.0194939368866,375.4935132305229,763.8207648913249,271.6911677063961,2245.6556504681034,17.19903570556313,10.180510317599218,12.020381324151042,24.45159911900207,8.697437700421187,flex k=0.364173 on total cash costs (M6),20.63397059990752,21.142752878206327,0.5087822782988063,-16.02849863750589,537.2646813028805,0.0,318.0194939368866,0.0,377.0001106188714,-1.5065973883484938,776.0985582142815,-12.277793322956633,273.9352756325968,-2.244107926200765,2266.289621068011,2245.6556504681034,0.0,2266.289621068011
2027Q1,bear,2995.1629,553.4843139348995,18.479272494157147,607.0804860675973,308.5343713625237,425.23281200771146,877.6396376124371,243.8252496147381,2441.6785860651003,20.2686967733073,10.30108817662384,14.197318349786967,29.301899993901404,8.140634007410352,flex k=0.364173 on total cash costs (M6),20.63397059990752,20.27205554782092,-0.36191505208660146,34.23337062337714,607.0804860675973,0.0,308.5343713625237,0.0,422.0150492002292,3.2177628074822295,851.4169539558097,26.222683656627357,239.03232545547056,4.792924159267554,2462.312556665008,2441.6785860651003,0.0,2462.312556665008
2027Q2,bear,3803.7239,1200.1548021336807,31.552100880236882,653.2131725418034,327.01663133257614,422.64866787033566,978.6145509955635,242.7100457259482,2603.569097866319,17.17299125054275,8.597275720579407,11.111444441862242,25.72780193103825,6.3808533980594175,flex k=0.364173 on total cash costs (M6),20.63397059990752,25.744610481578157,5.110639881670636,18.713694349605248,653.2131725418034,0.0,327.01663133257614,0.0,420.8896757356953,1.7589921346404,964.2799038941936,14.33464710136986,240.0899906123532,2.620055113594988,2624.203068466227,2603.569097866319,0.0,2624.203068466227
2027Q3,bear,4936.538,2271.3695172026855,46.011385250203396,628.6058744865479,366.7949985087064,432.93519462179086,953.2859851475794,304.18040063259696,2665.168482797314,12.733739201167863,7.430207131165736,8.770016449215845,19.31082035927971,6.161816249213457,flex k=0.364173 on total cash costs (M6),20.63397059990752,33.41179624985632,12.777825649948802,119.17883765993429,628.6058744865479,0.0,366.7949985087064,0.0,421.7329897474854,11.20220487430541,861.9952678850821,91.29071726249731,287.49448510946536,16.68591552313157,2685.8024533972216,2665.168482797314,0.0,2685.8024533972216
2027Q4,bear,3212.9091,780.355484711863,24.288128310628615,562.6212402791537,322.6925998696844,418.3624018199534,868.5729608169149,280.938383102338,2432.553615288137,17.51127164721696,10.04362681377087,13.021295928352078,27.033847948481178,8.744050153872639,flex k=0.364173 on total cash costs (M6),20.63397059990752,21.745819482906693,1.1118488829991726,-62.806788146705,562.6212402791537,0.0,322.6925998696844,0.0,424.2659206168397,-5.903518796886326,916.6828169914392,-48.10985617452426,289.7317962776324,-8.79341317529442,2453.1875858880444,2432.553615288137,0.0,2453.1875858880444
2026Q3,bull,4878.0,2459.612787527263,50.4225663699726,629.3321899967984,367.6173183237593,380.45874754791214,781.288736710891,280.3241904932833,2418.387212472737,12.901438909323462,7.536230387940945,7.799482319555394,16.01657926836595,5.74670337214603,flex k=0.364173 on total cash costs (M6),20.63397059990752,33.01559556652843,12.381624966620912,60.74141114170288,629.3321899967984,0.0,367.6173183237593,0.0,374.74936368980354,5.70938385810859,734.7609546017485,46.527782109142606,271.8199453188316,8.504245174451686,2439.0211830726444,2418.387212472737,0.0,2439.0211830726444
2026Q4,bull,3227.9366,955.3180123602383,29.59531523513313,553.0066160756695,319.9522854214302,375.3586306447311,773.4447687887543,271.4902573090843,2272.6185876397617,17.131892121910617,9.911975514681117,11.628438756967254,23.960965304856185,8.41064404143143,flex k=0.364173 on total cash costs (M6),20.63397059990752,21.847529581794763,1.2135589818872425,-17.46349736995262,553.0066160756695,0.0,319.9522854214302,0.0,377.0001106188714,-1.6414799741403252,786.8217678610541,-13.376999072299805,273.9352756325968,-2.4450183235124903,2293.2525582396693,2272.6185876397617,0.0,2293.2525582396693
2027Q1,bull,3119.9376,641.6666234150325,20.566649262954247,668.2599265394815,321.5455377087953,420.32013788974274,852.2716249939202,236.50772005293535,2478.2709765849677,21.419015769401334,10.306152844492637,13.472068732712561,27.31694457587614,7.580527253267352,flex k=0.364173 on total cash costs (M6),20.63397059990752,21.11656375449064,0.482593154583121,-18.031946584353136,668.2599265394815,0.0,321.5455377087953,0.0,422.0150492002292,-1.6949113104864868,866.0840548652517,-13.812429871331437,239.03232545547056,-2.5246054025352134,2498.9049471848753,2478.2709765849677,0.0,2498.9049471848753
2027Q2,bull,4189.9054,1493.5664457485336,35.64678204306316,719.3574533534245,340.9756419242195,420.09630660135866,997.6352720713284,238.90825090104283,2696.338954251466,17.168823271127422,8.138027219521938,10.026391206860152,23.81044860992156,5.701996300466422,flex k=0.364173 on total cash costs (M6),20.63397059990752,28.35838912431601,7.724418524408488,-8.440553652289054,719.3574533534245,0.0,340.9756419242195,0.0,420.8896757356953,-0.793369134336638,1004.1007168779704,-6.465444806642059,240.0899906123532,-1.1817397113103583,2716.972924851374,2696.3389542514665,4.547473508864641e-13,2716.972924851374
2027Q3,bull,5559.9477,2777.4125514216134,49.95393304547836,711.5486865276811,387.70530305743046,430.07105544119804,973.9298679828968,299.91420616908727,2782.5351485783863,12.797758628695036,6.973182554530692,7.735163685823844,17.516889016472167,5.394191139047716,flex k=0.364173 on total cash costs (M6),20.63397059990752,37.63119816200285,16.997227562095333,88.70762397750377,711.5486865276811,0.0,387.70530305743046,0.0,421.7329897474854,8.338065693712625,905.9800307587276,67.94983722416923,287.49448510946536,12.419721059621924,2803.169119178294,2782.5351485783863,0.0,2803.169119178294
2027Q4,bull,3700.9529,1140.247419322408,30.809563107987888,614.6433553131775,337.16775312996054,418.9046745455631,928.8775587619266,281.74610952687215,2560.7054806775923,16.607705418601178,9.11029570600481,11.318832902346935,25.098335046682884,7.612799112544019,flex k=0.364173 on total cash costs (M6),20.63397059990752,25.049029142511387,4.415058542603866,-57.03761735773924,614.6433553131775,0.0,337.16775312996054,0.0,424.2659206168397,-5.361246071276591,972.568243297629,-43.69068453570244,289.7317962776324,-7.985686750760214,2581.3394512775,2560.7054806775923,0.0,2581.3394512775
