target,window,horizon_q,prior_basis,spec_id,n,first_quarter,last_quarter,mae,rw_mae,rmse,bias,cov80,cov90,n_clipped,mae_ratio_seasonal_naive,rw_mae_ratio_seasonal_naive,n_match_seasonal_naive,d_mean_seasonal_naive,t_nw1_seasonal_naive,p_nw1_seasonal_naive,k_better_seasonal_naive,n_cmp_seasonal_naive,p_sign_seasonal_naive,mae_ratio_seasonal_naive_drift,rw_mae_ratio_seasonal_naive_drift,n_match_seasonal_naive_drift,d_mean_seasonal_naive_drift,t_nw1_seasonal_naive_drift,p_nw1_seasonal_naive_drift,k_better_seasonal_naive_drift,n_cmp_seasonal_naive_drift,p_sign_seasonal_naive_drift,mae_ratio_street,rw_mae_ratio_street,n_match_street,d_mean_street,t_nw1_street,p_nw1_street,k_better_street,n_cmp_street,p_sign_street,mae_ratio_q_guide_implied,rw_mae_ratio_q_guide_implied,n_match_q_guide_implied,d_mean_q_guide_implied,t_nw1_q_guide_implied,p_nw1_q_guide_implied,k_better_q_guide_implied,n_cmp_q_guide_implied,p_sign_q_guide_implied,mae_ratio_guide_implied,rw_mae_ratio_guide_implied,n_match_guide_implied,d_mean_guide_implied,t_nw1_guide_implied,p_nw1_guide_implied,k_better_guide_implied,n_cmp_guide_implied,p_sign_guide_implied
adj_ebitda_musd,W1,2,PIT,stack,12,2023Q3,2026Q2,85.95656387331825,85.55588045176266,99.22815782333237,10.659832401944024,0.5833333333333334,0.8333333333333334,0,0.6499551143540132,0.7265221430759548,12,-46.29343612668176,-1.1493338281616337,0.2504183542663996,8,12,0.19384765625,0.7501663756216865,0.9359193774662221,12,-28.626769460015094,-1.2230379454873244,0.2213153646289876,6,12,0.61279296875,,,,,,,,,,,,,,,,,,,0.5950209488328653,0.7058931533414071,6,-57.848216273007175,-1.1263122808739783,0.26003336136869404,4,6,0.34375
adj_ebitda_musd,W1,2,PIT,stack_clip,12,2023Q3,2026Q2,85.95656387331825,85.55588045176266,99.22815782333237,10.659832401944024,0.5833333333333334,0.8333333333333334,0,0.6499551143540132,0.7265221430759548,12,-46.29343612668176,-1.1493338281616337,0.2504183542663996,8,12,0.19384765625,0.7501663756216865,0.9359193774662221,12,-28.626769460015094,-1.2230379454873244,0.2213153646289876,6,12,0.61279296875,,,,,,,,,,,,,,,,,,,0.5950209488328653,0.7058931533414071,6,-57.848216273007175,-1.1263122808739783,0.26003336136869404,4,6,0.34375
adj_ebitda_musd,W1,2,PIT,stack_ew_clip,12,2023Q3,2026Q2,86.49440806761977,86.73933338721444,99.84476203270331,8.776778669853291,0.5833333333333334,0.8333333333333334,0,0.6540219891691477,0.7365717709724117,12,-45.75559193238022,-1.1418028024893578,0.25353599720180453,8,12,0.19384765625,0.7548602885901362,0.9488654955911252,12,-28.08892526571356,-1.1871219336980736,0.23517952786421303,5,12,0.80615234375,,,,,,,,,,,,,,,,,,,0.5998762237050078,0.7140288985865331,6,-57.154676718160694,-1.106877019882134,0.26834710261532413,4,6,0.34375
adj_ebitda_musd,W1,2,PIT,stack_lam25_clip,12,2023Q3,2026Q2,85.6876417761675,84.96415398403681,98.97650797598082,11.601359267989361,0.5833333333333334,0.8333333333333334,0,0.6479216769464461,0.7214973291277267,12,-46.56235822383248,-1.1528487891953776,0.2489724547165757,8,12,0.19384765625,0.7478194191374619,0.9294463184037709,12,-28.895691557165822,-1.2405925989440945,0.21475628739932007,6,12,0.61279296875,,,,,,,,,,,,,,,,,,,0.5925933113967939,0.7018252807188443,6,-58.19498605043041,-1.1360833736190639,0.25592167273357247,4,6,0.34375
adj_ebitda_musd,W1,2,full_sample,stack,12,2023Q3,2026Q2,82.2547454755259,85.22989173109202,92.54784161892441,-6.72345027995912,0.6666666666666666,0.75,0,0.6219640489642789,0.7237539169445698,12,-49.99525452447411,-1.381584549153677,0.16709930080545377,8,12,0.19384765625,0.7178595968773169,0.932353296924475,12,-32.32858785780744,-1.3803696520781592,0.1674728592489685,6,12,0.61279296875,,,,,,,,,,,,,,,,,,,2.4264429427462666,2.978784973666371,6,45.490762743828135,1.6270995928604182,0.10371594750067303,1,6,0.984375
adj_ebitda_musd,W1,2,full_sample,stack_clip,12,2023Q3,2026Q2,82.2547454755259,85.22989173109202,92.54784161892441,-6.72345027995912,0.6666666666666666,0.75,0,0.6219640489642789,0.7237539169445698,12,-49.99525452447411,-1.381584549153677,0.16709930080545377,8,12,0.19384765625,0.7178595968773169,0.932353296924475,12,-32.32858785780744,-1.3803696520781592,0.1674728592489685,6,12,0.61279296875,,,,,,,,,,,,,,,,,,,2.4264429427462666,2.978784973666371,6,45.490762743828135,1.6270995928604182,0.10371594750067303,1,6,0.984375
adj_ebitda_musd,W1,2,full_sample,stack_ew_clip,12,2023Q3,2026Q2,81.18167040465401,84.75113151556823,91.82731970685084,-6.826798224610475,0.6666666666666666,0.75,0,0.6138500597705407,0.7196883881233456,12,-51.06832959534599,-1.4011667518790747,0.1611642141433327,8,12,0.19384765625,0.7084945780769805,0.9271160068574146,12,-33.40166292867932,-1.402000947970866,0.16091496361515478,6,12,0.61279296875,,,,,,,,,,,,,,,,,,,2.3775557992929452,2.934421259975722,6,43.931700423552684,1.5503328203513087,0.1210616537311564,1,6,0.984375
adj_ebitda_musd,W1,2,full_sample,stack_lam25_clip,12,2023Q3,2026Q2,82.79128301096198,85.46927183885406,92.92339696423956,-6.671776307633341,0.6666666666666666,0.75,0,0.6260210435611492,0.725786681355183,12,-49.45871698903802,-1.3716008144045508,0.17018774016693605,8,12,0.19384765625,0.7225421062774864,0.9349719419580066,12,-31.792050322371356,-1.3691540421800745,0.17095112837523252,6,12,0.61279296875,,,,,,,,,,,,,,,,,,,2.4508865144729413,3.0009668305117128,6,46.2702939039663,1.6657838776396678,0.09575646844626373,1,6,0.984375
adj_ebitda_musd,W2,0,PIT,stack,10,2024Q1,2026Q2,25.83718844275259,21.368891839745476,34.08004774290905,-5.815055930479599,0.8,0.9,0,0.2641839309074907,0.20081658023336138,10,-71.96281155724742,-3.56079992193383,0.00036972673407564827,9,10,0.0107421875,0.3158580494224033,0.24793504460978774,10,-55.96281155724741,-6.55647603844293,5.509415146320862e-11,10,10,0.0009765625,0.44456638846502383,0.36022658508797617,10.0,-32.28053955724741,-4.573186239253114,4.803628009364402e-06,10.0,10.0,0.0009765625,0.4185903320848153,0.3816385437831083,10.0,-35.88709533147808,-4.350804567230451,1.3563890713275129e-05,9.0,10.0,0.0107421875,0.2672298031932567,0.25289773913223806,10,-70.84809191898728,-3.225823283186615,0.0012561088774678542,9,10,0.0107421875
adj_ebitda_musd,W2,0,PIT,stack_clip,10,2024Q1,2026Q2,25.83718844275259,21.368891839745476,34.08004774290905,-5.815055930479599,0.8,0.9,0,0.2641839309074907,0.20081658023336138,10,-71.96281155724742,-3.56079992193383,0.00036972673407564827,9,10,0.0107421875,0.3158580494224033,0.24793504460978774,10,-55.96281155724741,-6.55647603844293,5.509415146320862e-11,10,10,0.0009765625,0.44456638846502383,0.36022658508797617,10.0,-32.28053955724741,-4.573186239253114,4.803628009364402e-06,10.0,10.0,0.0009765625,0.4185903320848153,0.3816385437831083,10.0,-35.88709533147808,-4.350804567230451,1.3563890713275129e-05,9.0,10.0,0.0107421875,0.2672298031932567,0.25289773913223806,10,-70.84809191898728,-3.225823283186615,0.0012561088774678542,9,10,0.0107421875
adj_ebitda_musd,W2,0,PIT,stack_ew_clip,10,2024Q1,2026Q2,26.48297410838868,22.2477999209899,34.64411400929238,-5.8498894572236395,0.8,0.9,0,0.27078705632299266,0.20907621842792076,10,-71.31702589161132,-3.539902146259214,0.0004002754171343881,9,10,0.0107421875,0.3237527397113531,0.2581326775036905,10,-55.31702589161132,-6.566253860602274,5.159672689103445e-11,10,10,0.0009765625,0.45567806966557056,0.37504279825837683,10.0,-31.634753891611318,-4.516758768488417,6.279337035230981e-06,10.0,10.0,0.0009765625,0.429052756695495,0.3973354363857208,10.0,-35.241309665841996,-4.2313767666086255,2.3226523681918465e-05,9.0,10.0,0.0107421875,0.2739090584347985,0.2632994889430703,10,-70.20230625335121,-3.1781063039702664,0.0014824038856648958,9,10,0.0107421875
adj_ebitda_musd,W2,0,PIT,stack_lam25_clip,10,2024Q1,2026Q2,25.5142956099345,20.929437799123157,33.80421066159987,-5.797639167107656,0.8,0.9,0,0.26088236819973926,0.1966867611360807,10,-72.2857043900655,-3.570999888599262,0.000355621046396859,9,10,0.0107421875,0.3119107042779279,0.24283622816283512,10,-56.285704390065504,-6.549923139828121,5.756661813904884e-11,10,10,0.0009765625,0.43901054786474963,0.3528184785027741,10.0,-32.6034323900655,-4.598937297183279,4.246515592276623e-06,10.0,10.0,0.0009765625,0.41335911977947465,0.37379009748180014,10.0,-36.20998816429618,-4.409951457883809,1.033937933048179e-05,9.0,10.0,0.0107421875,0.2638901755724853,0.24769686422682066,10,-71.17098475180538,-3.2497636398283563,0.0011550096255650288,9,10,0.0107421875
adj_ebitda_musd,W2,0,full_sample,stack,10,2024Q1,2026Q2,29.730714360489202,24.455035171880354,37.71712638186085,-2.1884068538139503,0.9,0.9,0,0.3039950343608303,0.22981896157896786,10,-68.06928563951081,-3.441226609201792,0.0005790833332190992,9,10,0.0107421875,0.36345616577615164,0.28374238036043625,10,-52.0692856395108,-5.5818914532238715,2.3791685510587968e-08,10,10,0.0009765625,0.5115601621675439,0.412251317206243,10.0,-28.387013639510798,-3.7390227621673913,0.0001847370011549554,9.0,10.0,0.0107421875,0.47918852072885204,0.43763225242407766,10.0,-32.31316414325373,-3.7865620596382734,0.0001527459603614112,8.0,10.0,0.0546875,0.441502907042647,0.3418654893337961,10,-37.609078619893964,-2.4918637120599456,0.012707478723080534,7,10,0.171875
adj_ebitda_musd,W2,0,full_sample,stack_clip,10,2024Q1,2026Q2,29.104359102711847,24.152397460254313,37.29743183348921,-2.814762111591307,0.9,0.9,1,0.2975905838723093,0.22697488942238778,10,-68.69564089728814,-3.4663595844313226,0.0005275572114740168,9,10,0.0107421875,0.35579901103559713,0.2802309912301378,10,-52.69564089728815,-5.800564526828332,6.6092034067821714e-09,10,10,0.0009765625,0.5007828093815341,0.4071495950301253,10.0,-29.013368897288153,-3.947825876618229,7.886412867375014e-05,10.0,10.0,0.0009765625,0.469093161236786,0.43221643427143547,10.0,-32.93951940103109,-3.9113538279447124,9.178019713251828e-05,8.0,9.0,0.01953125,0.4322014935684503,0.3376348109214068,10,-38.235433877671326,-2.5721238947925626,0.010107671288000386,7,10,0.171875
adj_ebitda_musd,W2,0,full_sample,stack_ew_clip,10,2024Q1,2026Q2,29.322939819912353,24.542327538908513,37.597209975095346,-3.8270146208380025,0.9,0.9,0,0.29982556053080117,0.23063930148047204,10,-68.47706018008765,-3.463972693581082,0.0005322605377346967,9,10,0.0107421875,0.35847114694269383,0.28475520016763683,10,-52.47706018008764,-5.803710384789655,6.486327475130338e-09,9,10,0.0107421875,0.5045438083868722,0.4137228502887546,10.0,-28.794788180087647,-4.017238519443892,5.8884116030721856e-05,10.0,10.0,0.0009765625,0.47261616338416657,0.43919438287833634,10.0,-32.72093868383058,-3.847830807816779,0.00011916830417746382,9.0,10.0,0.0107421875,0.4354474304436079,0.3430857798612659,10,-38.016853160470816,-2.5316095916486407,0.011354033031351962,7,10,0.171875
adj_ebitda_musd,W2,0,full_sample,stack_lam25_clip,10,2024Q1,2026Q2,28.994873117989123,23.96522426930361,37.15332782392816,-2.3482364069738706,0.9,0.9,1,0.2964710952759624,0.22521590817057696,10,-68.80512688201088,-3.4638516328938875,0.0005325001236697879,9,10,0.0107421875,0.3544605515646592,0.27805929258539086,10,-52.80512688201088,-5.801973286218071,6.553900533390333e-09,10,10,0.0009765625,0.49889894384703276,0.40399431866381497,10.0,-29.122854882010877,-3.9159492912747424,9.004917537902557e-05,10.0,10.0,0.0009765625,0.4673285071345103,0.42886689808907313,10.0,-33.04900538575381,-3.9469423828362897,7.915559600268907e-05,8.0,9.0,0.01953125,0.4305756200711168,0.3350182514249761,10,-38.34491986239404,-2.596959575317326,0.009405299236170839,7,10,0.171875
adj_ebitda_musd,W2,1,PIT,stack,9,2024Q2,2026Q2,75.08929583881347,71.53633762850312,91.94244255631672,12.40379583540551,0.8888888888888888,1.0,0,0.8281907629280897,0.6874809832417188,9,-15.577370827853194,-0.7334479299752751,0.4632852750865877,5,9,0.5,0.7266706048917433,0.6598717025073123,9,-28.244037494519862,-1.1487793783723006,0.2506469646937197,7,9,0.08984375,1.606633536030811,1.4076337908583247,9.0,28.352255838813466,2.0239180011824507,0.04297858943583366,3.0,9.0,0.91015625,0.7914321747678358,0.7914321747678358,1.0,-15.82565297482131,,,1.0,1.0,0.5,0.9286202749974677,0.8798080359344748,7,-6.311968730189425,-0.3739152863562019,0.7084673431785069,3,7,0.7734375
adj_ebitda_musd,W2,1,PIT,stack_clip,9,2024Q2,2026Q2,75.08929583881347,71.53633762850312,91.94244255631672,12.40379583540551,0.8888888888888888,1.0,0,0.8281907629280897,0.6874809832417188,9,-15.577370827853194,-0.7334479299752751,0.4632852750865877,5,9,0.5,0.7266706048917433,0.6598717025073123,9,-28.244037494519862,-1.1487793783723006,0.2506469646937197,7,9,0.08984375,1.606633536030811,1.4076337908583247,9.0,28.352255838813466,2.0239180011824507,0.04297858943583366,3.0,9.0,0.91015625,0.7914321747678358,0.7914321747678358,1.0,-15.82565297482131,,,1.0,1.0,0.5,0.9286202749974677,0.8798080359344748,7,-6.311968730189425,-0.3739152863562019,0.7084673431785069,3,7,0.7734375
