scenario,period,line,excel,python,diff
Literal,1Q27,margin,19.375034428678116,19.375012748882714,2.1679795402462787e-05
Literal,1Q27,ebitda,573.9031566472049,573.9025144752871,0.0006421719177751584
Literal,1Q27,sbc,446.90000000000003,446.90000000000003,0.0
Literal,1Q27,da,19.253491042500002,19.253491042500002,0.0
Literal,1Q27,opinc,107.74966560470489,107.74902343278711,0.0006421719177751584
Literal,1Q27,pretax,236.7496656047049,236.7490234327871,0.0006421719177751584
Literal,1Q27,tax,42.614939808846884,42.61482421790168,0.00011559094520663393
Literal,1Q27,ni,194.134725795858,194.13419921488543,0.0005265809725756299
Literal,1Q27,sh,583.5098798733299,583.5098780372958,1.8360340163781075e-06
Literal,1Q27,eps,0.33270169450772863,0.33270079311746814,9.013902604881885e-07
Literal,1Q27,fcf,1836.490101271056,1836.488046320919,0.0020549501368805068
Literal,1Q27,netcash,10067.63304639316,10067.62982132092,0.0032250722415483324
Literal,2Q27,nights,161.64700000000002,161.64700000000002,0.0
Literal,2Q27,gbv,30441.710750000002,30441.710750000002,0.0
Literal,2Q27,adr,188.32215104517869,188.32215104517869,0.0
Literal,2Q27,rev,3998.789696,3998.7896960000003,-4.547473508864641e-13
Literal,2Q27,take,13.135890189745659,13.13589018974566,-1.7763568394002505e-15
Literal,2Q27,margin,34.94501086474501,34.944989184949605,2.1679795402462787e-05
Literal,2Q27,ebitda,1397.3774937255037,1397.376626796079,0.0008669294245464698
Literal,2Q27,sbc,530.83,530.83,0.0
Literal,2Q27,da,25.992133024,25.992133024000005,-3.552713678800501e-15
Literal,2Q27,opinc,840.5553607015036,840.554493772079,0.0008669294245464698
Literal,2Q27,pretax,969.5553607015036,969.554493772079,0.0008669294245464698
Literal,2Q27,tax,174.51996492627063,174.51980887897423,0.00015604729640017467
Literal,2Q27,ni,795.0353957752329,795.0346848931048,0.0007108821281462951
Literal,2Q27,sh,579.1571850884008,579.1571817731692,3.3152315381812514e-06
Literal,2Q27,eps,1.3727454588237236,1.3727442392391596,1.2195845640050607e-06
Literal,2Q27,fcf,1397.3774937255037,1397.376626796079,0.0008669294245464698
Literal,2Q27,netcash,10229.220040118666,10229.215948116998,0.004092001667231671
Literal,3Q27,nights,160.18640000000002,160.18640000000002,0.0
Literal,3Q27,gbv,29268.092168547988,29268.092168547988,0.0
Literal,3Q27,adr,182.71271573958828,182.71271573958828,0.0
Literal,3Q27,rev,5252.886245333344,5252.884945000001,0.0013003333433516673
Literal,3Q27,take,17.947484294784985,17.94747985194896,4.442836026186114e-06
Literal,3Q27,margin,49.480370085470085,49.48034840567468,2.1679795402462787e-05
Literal,3Q27,ebitda,2599.1475543596925,2599.145772135233,0.001782224459475401
Literal,3Q27,sbc,478.40100000000007,478.40100000000007,0.0
Literal,3Q27,da,34.14376059466674,34.143752142500006,8.45216673184268e-06
Literal,3Q27,opinc,2086.602793765026,2086.6010199927327,0.0017737722932906763
Literal,3Q27,pretax,2215.602793765026,2215.6010199927327,0.0017737722932906763
Literal,3Q27,tax,398.80850287770465,398.8081835986919,0.0003192790127286571
Literal,3Q27,ni,1816.7942908873215,1816.792836394041,0.0014544932805620192
Literal,3Q27,sh,574.8750727042013,574.8750708402378,1.8639635754880146e-06
Literal,3Q27,eps,3.160328873438808,3.160326353582554,2.5198562543238268e-06
Literal,3Q27,fcf,1819.4032880517846,1819.402040494663,0.001247557121587306
Literal,3Q27,netcash,10831.18297817045,10831.17763861166,0.005339558789273724
Literal,4Q27,nights,144.16503500000002,144.16503500000002,0.0
Literal,4Q27,gbv,25246.05202035,25246.05202035,0.0
Literal,4Q27,adr,175.11910582444622,175.11910582444622,0.0
Literal,4Q27,rev,3416.649320220785,3416.6497676625,-0.0004474417150959198
Literal,4Q27,take,13.533400459868886,13.533402232192396,-1.7723235092859113e-06
Literal,4Q27,margin,28.635336501079912,28.635275391803994,6.110927591862492e-05
Literal,4Q27,ebitda,978.3690299070811,978.3670701435882,0.0019597634928913976
Literal,4Q27,sbc,479.6000000000001,479.6000000000001,0.0
Literal,4Q27,da,22.208220581435103,22.20822348980625,-2.9083711474697793e-06
Literal,4Q27,opinc,476.5608093256459,476.55884665378187,0.001962671864021104
Literal,4Q27,pretax,605.5608093256459,605.5588466537819,0.001962671864021104
Literal,4Q27,tax,109.00094567861626,109.00059239768073,0.00035328093552777773
Literal,4Q27,ni,496.5598636470296,496.5582542561011,0.0016093909284791152
Literal,4Q27,sh,570.6627090871619,570.6627082582897,8.288722028737538e-07
Literal,4Q27,eps,0.8701459824514063,0.8701431635013236,2.8189500826947267e-06
Literal,4Q27,fcf,684.8583209349567,684.8569491005117,0.0013718344450808218
Literal,4Q27,netcash,10298.181299105405,10298.17458771217,0.006711393234581919
Literal,FY26,nights,583.7215000000001,583.7215,1.1368683772161603e-13
Literal,FY26,gbv,105045.046508,105045.046508,0.0
Literal,FY26,adr,179.9574737404738,179.95747374047383,-2.842170943040401e-14
Literal,FY26,rev,14077.15077000925,14077.15,0.0007700092501181643
Literal,FY26,take,13.401061009513823,13.40106027648616,7.330276634576194e-07
Literal,FY26,margin,35.50000993276088,35.5,9.93276088223638e-06
Literal,FY26,ebitda,4997.389921603009,4997.38825,0.0016716030086172395
Literal,FY26,sbc,1775.9,1775.9,0.0
Literal,FY26,da,89.64248000506012,89.642475,5.005060117468929e-06
Literal,FY26,opinc,3197.8474415979485,3197.845775,0.0016665979487697768
Literal,FY26,pretax,3738.847441597948,3738.845775,0.0016665979483150295
Literal,FY26,tax,662.9525394876307,662.9522395,0.0002999876306830629
Literal,FY26,ni,3075.8949021103176,3075.8935355,0.0013666103177456534
Literal,FY26,sh,596.3411080459603,596.3411078689778,1.7698243937047664e-07
Literal,FY26,eps,5.157945445332702,5.15794315520473,2.290127971704692e-06
Literal,FY26,fcf,5209.172945122105,5209.171775,0.0011701221055773203
Literal,FY26,netcash,9437.557945122106,9437.556775000001,0.0011701221046678256
Literal,FY27,nights,636.256435,636.256435,0.0
Literal,FY27,gbv,117434.59398589798,117434.59398589798,0.0
Literal,FY27,adr,184.57116899084562,184.57116899084562,0.0
Literal,FY27,rev,15630.400806554127,15630.399953662502,0.0008528916259820107
Literal,FY27,take,13.309877674061774,13.309876947792285,7.262694889931254e-07
Literal,FY27,margin,35.50003165825898,35.49999999999999,3.1658258990319155e-05
Literal,FY27,ebitda,5548.797234639483,5548.791983550187,0.005251089295597922
Literal,FY27,sbc,1935.7310000000002,1935.7310000000002,0.0
Literal,FY27,da,101.59760524260183,101.59759969880626,5.543795566609333e-06
Literal,FY27,opinc,3511.4686293968807,3511.463383851381,0.005245545499747095
Literal,FY27,pretax,4027.4686293968807,4027.463383851381,0.005245545499747095
Literal,FY27,tax,724.9443532914385,724.9434090932485,0.0009441981899271923
Literal,FY27,ni,3302.524276105442,3302.5199747581323,0.004301347309592529
Literal,FY27,sh,577.0512116882735,577.0512097272481,1.96102541849541e-06
Literal,FY27,eps,5.723104308962937,5.723096874398926,7.4345640115325295e-06
Literal,FY27,fcf,5738.129203983301,5738.1236627121725,0.005541271128095104
Literal,FY27,netcash,10298.181299105405,10298.17458771217,0.006711393234581919
Delivered,3Q26,nights,148.964,148.964,0.0
Delivered,3Q26,gbv,26497.194120899992,26497.194120899992,0.0
Delivered,3Q26,adr,177.87649446107778,177.87649446107778,0.0
Delivered,3Q26,rev,4815.138505802624,4815.14,-0.0014941973759050597
Delivered,3Q26,take,18.1722581033764,18.172263742454145,-5.639077745200893e-06
Delivered,3Q26,margin,49.985470085470084,49.985470085470084,0.0
Delivered,3Q26,ebitda,2406.869617391922,2406.870364273504,-0.0007468815820175223
Delivered,3Q26,sbc,438.90000000000003,438.90000000000003,0.0
Delivered,3Q26,da,31.298400287717058,31.298410000000004,-9.712282945883999e-06
Delivered,3Q26,opinc,1936.671217104205,1936.6719542735038,-0.0007371692988726863
Delivered,3Q26,pretax,2075.671217104205,2075.6719542735036,-0.0007371692986453127
Delivered,3Q26,tax,373.6208190787569,373.62095176923066,-0.0001326904737766199
Delivered,3Q26,ni,1702.050398025448,1702.051002504273,-0.0006044788249255362
Delivered,3Q26,sh,592.4304248193196,592.4304248193196,0.0
Delivered,3Q26,eps,2.8729962654172296,2.87299728575447,-1.0203372404760103e-06
Delivered,3Q26,fcf,1684.8087321743453,1684.8092549914527,-0.0005228171073667909
Delivered,3Q26,netcash,10074.193732174346,10074.194254991453,-0.0005228171066846699
Delivered,4Q26,nights,134.6995,134.6995,0.0
Delivered,4Q26,gbv,23125.386960000003,23125.386960000003,0.0
Delivered,4Q26,adr,171.68131255127156,171.68131255127156,0.0
Delivered,4Q26,rev,3130.162893,3130.1628929999997,4.547473508864641e-13
Delivered,4Q26,take,13.53561304039688,13.53561304039688,0.0
Delivered,4Q26,margin,30.82463650107991,30.824634882428033,1.6186518791982962e-06
Delivered,4Q26,ebitda,964.8613336589369,964.8612829924964,5.066644052931224e-05
Delivered,4Q26,sbc,440.00000000000006,440.00000000000006,0.0
Delivered,4Q26,da,20.3460588045,20.3460588045,0.0
Delivered,4Q26,opinc,504.51527485443694,504.5152241879964,5.066644052931224e-05
Delivered,4Q26,pretax,638.5152748544369,638.5152241879964,5.066644052931224e-05
Delivered,4Q26,tax,114.93274947379865,114.93274035383936,9.119959287318125e-06
Delivered,4Q26,ni,523.5825253806383,523.5824838341571,4.1546481270415825e-05
Delivered,4Q26,sh,587.9340073645217,587.9340066565919,7.079297574819066e-07
Delivered,4Q26,eps,0.8905464198739823,0.8905463502810748,6.959290754782188e-08
Delivered,4Q26,fcf,675.4029335612558,675.4028980947475,3.5466508393255936e-05
Delivered,4Q26,netcash,9545.596665735602,9545.5971530862,-0.00048735059863247443
Delivered,1Q27,nights,171.82,171.82,0.0
Delivered,1Q27,gbv,32936.59551600001,32936.59551600001,0.0
Delivered,1Q27,adr,191.6924427656851,191.6924427656851,0.0
Delivered,1Q27,rev,3003.8322600000006,3003.8322600000006,0.0
Delivered,1Q27,take,9.120044779797574,9.120044779797574,0.0
Delivered,1Q27,margin,19.372734428678115,19.372706017495677,2.841118243779306e-05
Delivered,1Q27,ebitda,581.9244464127601,581.9235929884966,0.0008534242634823386
Delivered,1Q27,sbc,446.90000000000003,446.90000000000003,0.0
Delivered,1Q27,da,19.524909690000005,19.524909690000005,0.0
Delivered,1Q27,opinc,115.49953672276003,115.49868329849654,0.0008534242634823386
Delivered,1Q27,pretax,244.49953672276,244.49868329849653,0.0008534242634823386
Delivered,1Q27,tax,44.00991661009681,44.009762993729375,0.0001536163674344948
Delivered,1Q27,ni,200.4896201126632,200.48892030476716,0.0006998078960407383
Delivered,1Q27,sh,583.5098798733299,583.5098780372958,1.8360340163781075e-06
Delivered,1Q27,eps,0.34359250293445953,0.3435913047078744,1.1982265851195883e-06
Delivered,1Q27,fcf,1862.1582285208324,1862.155497563189,0.0027309576432799076
Delivered,1Q27,netcash,10201.339894256434,10201.33765064939,0.002243607044874807
Delivered,2Q27,nights,163.13000000000002,163.13000000000002,0.0
Delivered,2Q27,gbv,30870.851000000002,30870.851000000002,0.0
Delivered,2Q27,adr,189.24079568442346,189.24079568442346,0.0
Delivered,2Q27,rev,4055.1610880000003,4055.1610880000007,-4.547473508864641e-13
Delivered,2Q27,take,13.13589018974566,13.13589018974566,0.0
Delivered,2Q27,margin,34.94271086474501,34.94268245356257,2.8411182441345773e-05
Delivered,2Q27,ebitda,1416.9832140794879,1416.982061960273,0.0011521192147938564
Delivered,2Q27,sbc,530.83,530.83,0.0
Delivered,2Q27,da,26.358547072,26.358547072000007,-7.105427357601002e-15
Delivered,2Q27,opinc,859.7946670074879,859.7935148882731,0.0011521192147938564
Delivered,2Q27,pretax,988.7946670074879,988.7935148882731,0.0011521192147938564
Delivered,2Q27,tax,177.98304006134782,177.98283267988916,0.00020738145866516788
Delivered,2Q27,ni,810.81162694614,810.8106822083839,0.0009447377560718451
Delivered,2Q27,sh,579.1571850884008,579.1571817731692,3.3152315381812514e-06
Delivered,2Q27,eps,1.3999854406060424,1.3999838173912922,1.6232147501682448e-06
Delivered,2Q27,fcf,1416.9832140794879,1416.982061960273,0.0011521192147938564
Delivered,2Q27,netcash,10382.532608335923,10382.529212609663,0.0033957262603507843
Delivered,3Q27,nights,163.8604,163.8604,0.0
Delivered,3Q27,gbv,30231.47018555255,30231.47018555255,0.0
Delivered,3Q27,adr,184.4952788199745,184.4952788199745,0.0
Delivered,3Q27,rev,5422.818615511927,5422.820298280001,-0.0016827680738060735
Delivered,3Q27,take,17.937660928258335,17.93766649453766,-5.566279323687695e-06
Delivered,3Q27,margin,49.97807008547009,49.978041674287645,2.8411182441345773e-05
Delivered,3Q27,ebitda,2710.2200882684697,2710.2193885961087,0.0006996723609518085
Delivered,3Q27,sbc,478.40100000000007,478.40100000000007,0.0
Delivered,3Q27,da,35.24832100082753,35.24833193882001,-1.0937992477977332e-05
Delivered,3Q27,opinc,2196.5707672676417,2196.5700566572887,0.0007106103530531982
Delivered,3Q27,pretax,2325.5707672676417,2325.5700566572887,0.0007106103530531982
Delivered,3Q27,tax,418.6027381081756,418.60261019831194,0.00012790986363597767
Delivered,3Q27,ni,1906.9680291594661,1906.9674464589766,0.0005827004895309074
Delivered,3Q27,sh,574.8750727042013,574.8750708402378,1.8639635754880146e-06
Delivered,3Q27,eps,3.317186845811778,3.3171858429549776,1.0028568002695692e-06
Delivered,3Q27,fcf,1897.1540617879286,1897.153572017276,0.0004897706526207912
Delivered,3Q27,netcash,11062.246320123852,11062.242434626938,0.003885496913426323
Delivered,4Q27,nights,148.16945,148.16945,0.0
Delivered,4Q27,gbv,26201.063425680008,26201.063425680008,0.0
Delivered,4Q27,adr,176.8317519278097,176.8317519278097,0.0
Delivered,4Q27,rev,3542.9280832112313,3542.9280832112313,0.0
Delivered,4Q27,take,13.522077427356482,13.522077427356482,0.0
Delivered,4Q27,margin,30.81723650107991,30.817206471245594,3.0029834316991355e-05
Delivered,4Q27,ebitda,1091.8325264663824,1091.831462530949,0.0010639354334216478
Delivered,4Q27,sbc,479.6000000000001,479.6000000000001,0.0
Delivered,4Q27,da,23.029032540873004,23.029032540873004,0.0
Delivered,4Q27,opinc,589.2034939255093,589.2024299900759,0.0010639354334216478
Delivered,4Q27,pretax,718.2034939255093,718.2024299900759,0.0010639354334216478
Delivered,4Q27,tax,129.27662890659167,129.27643739821366,0.00019150837800907539
Delivered,4Q27,ni,588.9268650189176,588.9259925918623,0.000872427055355729
Delivered,4Q27,sh,570.6627090871619,570.6627082582897,8.288722028737538e-07
Delivered,4Q27,eps,1.032005168098282,1.0320036408009094,1.5272973725721783e-06
Delivered,4Q27,fcf,764.2827685264676,764.2820237716643,0.0007447548033496787
Delivered,4Q27,netcash,10608.669088650318,10608.664458398602,0.004630251716662315
Delivered,FY26,nights,588.1635,588.1635,0.0
Delivered,FY26,gbv,106056.5810809,106056.5810809,0.0
Delivered,FY26,adr,180.31819567331192,180.31819567331192,0.0
Delivered,FY26,rev,14231.301398802625,14231.302893,-0.001494197374995565
Delivered,FY26,take,13.418593409066226,13.418594817934359,-1.4088681332680153e-06
Delivered,FY26,margin,36.19999890863325,36.2,-1.0913667551903927e-06
Delivered,FY26,ebitda,5151.7309510508585,5151.731647266,-0.0006962151419429574
Delivered,FY26,sbc,1775.9,1775.9,0.0
Delivered,FY26,da,90.64445909221706,90.64446880450001,-9.712282945883999e-06
Delivered,FY26,opinc,3351.186491958642,3351.1871784615,-0.0006865028581160004
Delivered,FY26,pretax,3892.186491958642,3892.1871784615,-0.0006865028581160004
Delivered,FY26,tax,690.5535685525556,690.55369212307,-0.00012357051446088008
Delivered,FY26,ni,3201.6329234060863,3201.63348633843,-0.0005629323436551203
Delivered,FY26,sh,596.3411080459603,596.3411078689778,1.7698243937047664e-07
Delivered,FY26,eps,5.368794604646532,5.368795550216976,-9.455704441663215e-07
Delivered,FY26,fcf,5317.211665735601,5317.2121530862005,-0.00048735059954196913
Delivered,FY26,netcash,9545.596665735602,9545.5971530862,-0.00048735059863247443
Delivered,FY27,nights,646.97985,646.97985,0.0
Delivered,FY27,gbv,120239.98012723257,120239.98012723257,0.0
Delivered,FY27,adr,185.84810659440564,185.84810659440564,0.0
Delivered,FY27,rev,16024.74004672316,16024.741729491234,-0.0016827680738060735
Delivered,FY27,take,13.327297650720249,13.327299050228191,-1.3995079424233836e-06
Delivered,FY27,margin,36.20002732221118,36.2,2.7322211174407585e-05
Delivered,FY27,ebitda,5800.9602752271,5800.956506075828,0.0037691512725359644
Delivered,FY27,sbc,1935.7310000000002,1935.7310000000002,0.0
Delivered,FY27,da,104.16081030370054,104.16082124169303,-1.093799248508276e-05
Delivered,FY27,opinc,3761.068464923399,3761.0646848341344,0.003780089264637354
Delivered,FY27,pretax,4277.068464923399,4277.064684834134,0.0037800892650921014
Delivered,FY27,tax,769.8723236862119,769.8716432701441,0.0006804160677802429
Delivered,FY27,ni,3507.1961412371875,3507.19304156399,0.003099673197539232
Delivered,FY27,sh,577.0512116882735,577.0512097272481,1.96102541849541e-06
Delivered,FY27,eps,6.07779009938514,6.077784748465769,5.350919371593932e-06
Delivered,FY27,fcf,5940.578272914716,5940.573155312402,0.0051176023134758
Delivered,FY27,netcash,10608.669088650318,10608.664458398602,0.004630251716662315
Ambition,3Q26,nights,150.29999999999998,150.29999999999998,0.0
Ambition,3Q26,gbv,26863.990919999997,26863.990919999997,0.0
Ambition,3Q26,adr,178.7358011976048,178.7358011976048,0.0
Ambition,3Q26,rev,4882.18185,4882.181849999999,9.094947017729282e-13
Ambition,3Q26,take,18.17370272547725,18.173702725477245,3.552713678800501e-15
Ambition,3Q26,margin,50.38547008547008,50.38547008547008,0.0
Ambition,3Q26,ebitda,2459.91027555,2459.9102755499994,4.547473508864641e-13
Ambition,3Q26,sbc,438.90000000000003,438.90000000000003,0.0
Ambition,3Q26,da,31.734182025,31.734182024999996,3.552713678800501e-15
Ambition,3Q26,opinc,1989.2760935249996,1989.2760935249994,2.2737367544323206e-13
Ambition,3Q26,pretax,2128.276093525,2128.2760935249994,4.547473508864641e-13
Ambition,3Q26,tax,383.0896968345,383.08969683449993,5.684341886080802e-14
Ambition,3Q26,ni,1745.1863966904998,1745.1863966904994,4.547473508864641e-13
Ambition,3Q26,sh,592.4304248193196,592.4304248193196,0.0
Ambition,3Q26,eps,2.945808188738365,2.945808188738364,8.881784197001252e-16
Ambition,3Q26,fcf,1721.9371928849998,1721.9371928849994,4.547473508864641e-13
Ambition,3Q26,netcash,10111.322192885,10111.322192885,0.0
Ambition,4Q26,nights,136.52800000000002,136.52800000000002,0.0
Ambition,4Q26,gbv,23553.08928,23553.08928,0.0
Ambition,4Q26,adr,172.51471698113204,172.51471698113204,0.0
Ambition,4Q26,rev,3188.055024,3188.055024,0.0
Ambition,4Q26,take,13.53561304039688,13.53561304039688,0.0
Ambition,4Q26,margin,31.37073650107991,31.370731556733645,4.9443462657450254e-06
Ambition,4Q26,ebitda,1000.1163410884798,1000.1161834600002,0.00015762847954192694
Ambition,4Q26,sbc,440.00000000000006,440.00000000000006,0.0
Ambition,4Q26,da,20.722357656,20.722357656,0.0
Ambition,4Q26,opinc,539.3939834324797,539.3938258040002,0.0001576284794282401
Ambition,4Q26,pretax,673.3939834324797,673.3938258040002,0.0001576284794282401
Ambition,4Q26,tax,121.21091701784633,121.21088864472003,2.8373126298220086e-05
Ambition,4Q26,ni,552.1830664146333,552.1829371592802,0.00012925535315844172
Ambition,4Q26,sh,587.9340073645217,587.9340066565919,7.079297574819066e-07
Ambition,4Q26,eps,0.9391922554197097,0.9391920367038853,2.1871582445154303e-07
Ambition,4Q26,fcf,700.0814387619358,700.0813284220001,0.00011033993575892964
Ambition,4Q26,netcash,9607.403631646936,9607.403521307,0.00011033993541786913
Ambition,1Q27,nights,174.94400000000002,174.94400000000002,0.0
Ambition,1Q27,gbv,33535.4427072,33535.4427072,0.0
Ambition,1Q27,adr,191.69244276568503,191.69244276568503,0.0
Ambition,1Q27,rev,3120.00250744,3120.00250744,0.0
Ambition,1Q27,take,9.303597196199055,9.303597196199055,0.0
Ambition,1Q27,margin,19.872234428678116,19.872267560317216,-3.3131639099792665e-05
Ambition,1Q27,ebitda,620.0142124591122,620.0152461670829,-0.0010337079706914665
Ambition,1Q27,sbc,442.8,442.8,0.0
Ambition,1Q27,da,20.28001629836,20.28001629836,0.0
Ambition,1Q27,opinc,156.93419616075215,156.93522986872284,-0.0010337079706914665
Ambition,1Q27,pretax,285.93419616075215,285.93522986872284,-0.0010337079706914665
Ambition,1Q27,tax,51.46815530893539,51.468341376370105,-0.0001860674347184954
Ambition,1Q27,ni,234.46604085181676,234.46688849235272,-0.0008476405359658656
Ambition,1Q27,sh,583.5098798733299,583.5098780372958,1.8360340163781075e-06
Ambition,1Q27,eps,0.4018201729552812,0.4018216268780397,-1.4539227584653425e-06
Ambition,1Q27,fcf,1984.045479869159,1984.0487877346652,-0.0033078655062581674
Ambition,1Q27,netcash,10386.469111516095,10386.472309041666,-0.0031975255715224193
Ambition,2Q27,nights,166.09600000000003,166.09600000000003,0.0
Ambition,2Q27,gbv,31432.139200000005,31432.139200000005,0.0
Ambition,2Q27,adr,189.24079568442346,189.24079568442346,0.0
Ambition,2Q27,rev,4211.947767104,4211.947767104,0.0
Ambition,2Q27,take,13.400130803391196,13.400130803391196,0.0
Ambition,2Q27,margin,35.44221086474501,35.44224399638411,-3.3131639099792665e-05
Ambition,2Q27,ebitda,1492.8074091299186,1492.808804617252,-0.0013954873334114382
Ambition,2Q27,sbc,525.96,525.96,0.0
Ambition,2Q27,da,27.377660486176005,27.377660486176005,0.0
Ambition,2Q27,opinc,939.4697486437426,939.471144131076,-0.0013954873334114382
Ambition,2Q27,pretax,1068.4697486437426,1068.471144131076,-0.0013954873334114382
Ambition,2Q27,tax,192.3245547558737,192.32480594359367,-0.00025118771998222655
Ambition,2Q27,ni,876.1451938878689,876.1463381874823,-0.0011442996134292116
Ambition,2Q27,sh,579.1571850884008,579.1571817731692,3.3152315381812514e-06
Ambition,2Q27,eps,1.5127934461421502,1.5127954306032088,-1.9844610585906253e-06
Ambition,2Q27,fcf,1492.8074091299186,1492.808804617252,-0.0013954873334114382
Ambition,2Q27,netcash,10645.190520646014,10645.19511365892,-0.004593012905388605
Ambition,3Q27,nights,168.33599999999998,168.33599999999998,0.0
Ambition,3Q27,gbv,31207.23202478918,31207.23202478918,0.0
Ambition,3Q27,adr,185.38656036016766,185.38656036016766,0.0
Ambition,3Q27,rev,5710.849690635508,5710.849690635508,0.0
Ambition,3Q27,take,18.299763612803424,18.299763612803424,0.0
Ambition,3Q27,margin,50.87757008547008,50.87760321710918,-3.3131639099792665e-05
Ambition,3Q27,ebitda,2905.5415538289317,2905.543445927041,-0.0018920981092378497
Ambition,3Q27,sbc,474.01200000000006,474.01200000000006,0.0
Ambition,3Q27,da,37.1205229891308,37.1205229891308,0.0
Ambition,3Q27,opinc,2394.409030839801,2394.41092293791,-0.0018920981092378497
Ambition,3Q27,pretax,2523.409030839801,2523.41092293791,-0.0018920981092378497
Ambition,3Q27,tax,454.21362555116417,454.2139661288238,-0.0003405776596423493
Ambition,3Q27,ni,2069.1954052886367,2069.1969568090863,-0.001551520449538657
Ambition,3Q27,sh,574.8750727042013,574.8750708402378,1.8639635754880146e-06
Ambition,3Q27,eps,3.599382724241601,3.599385434794984,-2.710553382634373e-06
Ambition,3Q27,fcf,2033.879087680252,2033.8804121489286,-0.0013244686765574443
Ambition,3Q27,netcash,11463.165408326266,11463.171325807847,-0.005917481581491302
Ambition,4Q27,nights,152.91136000000003,152.91136000000003,0.0
Ambition,4Q27,gbv,27170.843793408003,27170.843793408003,0.0
Ambition,4Q27,adr,177.69015849056603,177.69015849056603,0.0
Ambition,4Q27,rev,3747.838005340982,3747.838005340983,-9.094947017729282e-13
Ambition,4Q27,take,13.79360182494684,13.793601824946844,-3.552713678800501e-15
Ambition,4Q27,margin,31.86283650107991,31.862864688372746,-2.818729283404764e-05
Ambition,4Q27,ebitda,1194.1674959671318,1194.1685523812055,-0.0010564140736732952
Ambition,4Q27,sbc,475.2000000000001,475.2000000000001,0.0
Ambition,4Q27,da,24.360947034716382,24.360947034716386,-3.552713678800501e-15
Ambition,4Q27,opinc,694.6065489324154,694.6076053464891,-0.0010564140736732952
Ambition,4Q27,pretax,823.6065489324154,823.6076053464891,-0.0010564140736732952
Ambition,4Q27,tax,148.24917880783477,148.24936896236804,-0.00019015453327142495
Ambition,4Q27,ni,675.3573701245807,675.358236384121,-0.0008662595403166051
Ambition,4Q27,sh,570.6627090871619,570.6627082582897,8.288722028737538e-07
Ambition,4Q27,eps,1.183461542817279,1.183463062524921,-1.5197076419504185e-06
Ambition,4Q27,fcf,835.9172471769922,835.9179866668438,-0.0007394898516395187
Ambition,4Q27,netcash,11082.762655503258,11082.769312474691,-0.006656971432676073
Ambition,FY26,nights,591.328,591.328,0.0
Ambition,FY26,gbv,106851.0802,106851.0802,0.0
