market_key,region,period,vintage_late,vintage_old,win_start,win_end,n_cur,n_prior_oldvintage,n_prior_samevintage,yoy_vmatch,yoy_within,wedge_pp
canada_on_toronto,NAM,3q26_to_date,2026-08-15,2025-08-05,2026-07-01,2026-07-21,15348,14366,10430,0.06835584017819851,0.4715244487056567,40.31686085274582
canada_qc_montreal,NAM,3q26_to_date,2026-08-10,2025-08-16,2026-07-01,2026-07-27,17038,14281,10222,0.1930537077235488,0.6667971042848757,47.37433965613269
canada_qc_quebec-city,NAM,3q26_to_date,2026-08-18,2025-08-08,2026-07-01,2026-07-24,4914,4508,3859,0.09006211180124213,0.2733868877947654,18.332477599352327
chile_rm_santiago,LatAm,2026-07,2026-08-30,2025-08-29,2026-07-01,2026-07-31,30998,26973,21064,0.14922329737144557,0.4716103304215724,32.238703305012685
chile_rm_santiago,LatAm,2026-08_to_date,2026-08-30,2025-08-29,2026-08-01,2026-08-14,14833,12169,9518,0.21891692004273144,0.5584156335364572,33.94987134937257
chile_rm_santiago,LatAm,3q26_to_date,2026-08-30,2025-08-29,2026-07-01,2026-08-14,45831,39142,30582,0.17089060344387108,0.4986266431234059,32.77360396795348
china_hk_hong-kong,APAC,2026-07,2026-08-28,2025-08-24,2026-07-01,2026-07-31,2208,2303,1746,-0.0412505427702996,0.2646048109965635,30.585535376686313
china_hk_hong-kong,APAC,2026-08_to_date,2026-08-28,2025-08-24,2026-08-01,2026-08-09,815,806,624,0.011166253101736912,0.3060897435897436,29.49234904880067
china_hk_hong-kong,APAC,3q26_to_date,2026-08-28,2025-08-24,2026-07-01,2026-08-09,3023,3109,2370,-0.027661627532968747,0.27552742616033754,30.31890536933063
czech-republic_prague_prague,EMEA,2026-07,2026-08-28,2025-08-24,2026-07-01,2026-07-31,23891,22352,19455,0.06885289906943459,0.2280133641737343,15.916046510429972
czech-republic_prague_prague,EMEA,2026-08_to_date,2026-08-28,2025-08-24,2026-08-01,2026-08-09,7859,7345,6354,0.06997957794417964,0.23685867170286423,16.687909375868458
czech-republic_prague_prague,EMEA,3q26_to_date,2026-08-28,2025-08-24,2026-07-01,2026-08-09,31750,29697,25809,0.06913156211065097,0.2301910186369096,16.105945652625863
denmark_hovedstaden_copenhagen,EMEA,2026-07,2026-08-31,2025-08-30,2026-07-01,2026-07-31,16477,18791,15164,-0.12314405832579423,0.08658665259825904,20.973071092405327
denmark_hovedstaden_copenhagen,EMEA,2026-08_to_date,2026-08-31,2025-08-30,2026-08-01,2026-08-15,9525,9760,7597,-0.024077868852458995,0.2537843885744373,27.78622574268963
denmark_hovedstaden_copenhagen,EMEA,3q26_to_date,2026-08-31,2025-08-30,2026-07-01,2026-08-15,26002,28551,22761,-0.08927883436657214,0.14239268924915427,23.16715236157264
france_auvergne-rhone-alpes_lyon,EMEA,2026-07,2026-08-25,2025-08-16,2026-07-01,2026-07-31,6912,8013,6552,-0.13740172220142266,0.05494505494505497,19.234677714647763
france_auvergne-rhone-alpes_lyon,EMEA,2026-08_to_date,2026-08-25,2025-08-16,2026-08-01,2026-08-01,242,205,213,0.18048780487804872,0.136150234741784,-4.4337570136264715
france_auvergne-rhone-alpes_lyon,EMEA,3q26_to_date,2026-08-25,2025-08-16,2026-07-01,2026-08-01,7154,8218,6765,-0.12947189097103917,0.05750184774575029,18.697373871678945
france_ile-de-france_paris,EMEA,3q26_to_date,2026-08-15,2025-08-08,2026-07-01,2026-07-24,46781,48226,37488,-0.029963090449135366,0.24789265898420831,27.785574943334368
france_nouvelle-aquitaine_bordeaux,EMEA,2026-07,2026-08-25,2025-08-16,2026-07-01,2026-07-31,10197,10749,8773,-0.05135361428970142,0.16231619742391423,21.366981171361566
france_nouvelle-aquitaine_bordeaux,EMEA,2026-08_to_date,2026-08-25,2025-08-16,2026-08-01,2026-08-01,282,421,412,-0.33016627078384797,-0.31553398058252424,1.4632290201323728
france_nouvelle-aquitaine_bordeaux,EMEA,3q26_to_date,2026-08-25,2025-08-16,2026-07-01,2026-08-01,10479,11170,9185,-0.06186213070725155,0.14088187261839957,20.27440033256511
france_pyrénées-atlantiques_pays-basque,EMEA,2026-07,2026-08-27,2025-08-19,2026-07-01,2026-07-31,14644,14789,12142,-0.009804584488471213,0.20606160434854215,21.586618883701338
france_pyrénées-atlantiques_pays-basque,EMEA,2026-08_to_date,2026-08-27,2025-08-19,2026-08-01,2026-08-04,2905,2825,2351,0.02831858407079646,0.23564440663547437,20.73258225646779
france_pyrénées-atlantiques_pays-basque,EMEA,3q26_to_date,2026-08-27,2025-08-19,2026-07-01,2026-08-04,17549,17614,14493,-0.0036902463949131104,0.21086041537293876,21.455066176785188
germany_be_berlin,EMEA,2026-07,2026-08-27,2025-08-23,2026-07-01,2026-07-31,15290,14885,12902,0.027208599261000943,0.18508758332041553,15.787898405941458
germany_be_berlin,EMEA,2026-08_to_date,2026-08-27,2025-08-23,2026-08-01,2026-08-08,3607,3294,2952,0.09502125075895562,0.22188346883468846,12.686221807573283
germany_be_berlin,EMEA,3q26_to_date,2026-08-27,2025-08-23,2026-07-01,2026-08-08,18897,18179,15854,0.03949612189889429,0.19193894285353852,15.244282095464424
germany_bv_munich,EMEA,2026-07,2026-08-30,2025-08-29,2026-07-01,2026-07-31,6062,5143,4127,0.17868948084775416,0.46886358129391814,29.017410044616398
germany_bv_munich,EMEA,2026-08_to_date,2026-08-30,2025-08-29,2026-08-01,2026-08-14,2497,2424,1909,0.030115511551155105,0.3080146673651125,27.78991558139574
germany_bv_munich,EMEA,3q26_to_date,2026-08-30,2025-08-29,2026-07-01,2026-08-14,8559,7567,6036,0.13109554645169808,0.4179920477137178,28.689650126201972
greece_attica_athens,EMEA,2026-07,2026-08-30,2025-08-28,2026-07-01,2026-07-31,21298,22866,20236,-0.06857342779672881,0.05248072741648557,12.105415521321438
greece_attica_athens,EMEA,2026-08_to_date,2026-08-30,2025-08-28,2026-08-01,2026-08-13,8514,8822,7846,-0.034912718204488824,0.08513892429263326,12.005164249712209
greece_attica_athens,EMEA,3q26_to_date,2026-08-30,2025-08-28,2026-07-01,2026-08-13,29812,31688,28082,-0.05920222166119671,0.06160529876789411,12.080752042909083
greece_central-macedonia_thessaloniki,EMEA,2026-07,2026-08-30,2025-08-28,2026-07-01,2026-07-31,5457,5663,4873,-0.036376478898110576,0.1198440385799302,15.622051747804077
greece_central-macedonia_thessaloniki,EMEA,2026-08_to_date,2026-08-30,2025-08-28,2026-08-01,2026-08-13,2445,2414,2135,0.012841756420878259,0.14519906323185006,13.23573068109718
greece_central-macedonia_thessaloniki,EMEA,3q26_to_date,2026-08-30,2025-08-28,2026-07-01,2026-08-13,7902,8077,7008,-0.02166646031942554,0.12756849315068486,14.92349534701104
greece_crete_crete,EMEA,2026-07,2026-08-31,2025-08-30,2026-07-01,2026-07-31,22942,22890,21074,0.0022717343818261515,0.08864003036917523,8.636829598734908
greece_crete_crete,EMEA,2026-08_to_date,2026-08-31,2025-08-30,2026-08-01,2026-08-15,12733,12427,11407,0.024623803009576006,0.11624441132637853,9.162060831680252
greece_crete_crete,EMEA,3q26_to_date,2026-08-31,2025-08-30,2026-07-01,2026-08-15,35675,35317,32481,0.010136761333068955,0.09833441088636441,8.819764955329546
greece_south-aegean_south-aegean,EMEA,2026-07,2026-08-28,2025-08-24,2026-07-01,2026-07-31,33779,33732,30612,0.001393335704968468,0.10345616098262123,10.206282527765275
greece_south-aegean_south-aegean,EMEA,2026-08_to_date,2026-08-28,2025-08-24,2026-08-01,2026-08-09,10661,10579,9471,0.007751205217884527,0.12564671101256475,11.789550579468022
greece_south-aegean_south-aegean,EMEA,3q26_to_date,2026-08-28,2025-08-24,2026-07-01,2026-08-09,44440,44311,40083,0.0029112410011058465,0.10869944864406356,10.57882076429577
hungary_közép-magyarország_budapest,EMEA,2026-07,2026-08-29,2025-08-27,2026-07-01,2026-07-31,22934,23890,19376,-0.04001674340728334,0.18362923203963666,22.364597544692
hungary_közép-magyarország_budapest,EMEA,2026-08_to_date,2026-08-29,2025-08-27,2026-08-01,2026-08-12,9274,12485,10198,-0.257188626351622,-0.09060600117670137,16.658262517492062
hungary_közép-magyarország_budapest,EMEA,3q26_to_date,2026-08-29,2025-08-27,2026-07-01,2026-08-12,32208,36375,29574,-0.11455670103092785,0.08906471900994117,20.362142004086902
ireland,EMEA,2026-07,2026-08-23,2025-08-15,2026-07-01,2026-07-31,64516,63658,55238,0.013478274529516998,0.16796408269669438,15.448580816717739
ireland,EMEA,3q26_to_date,2026-08-23,2025-08-15,2026-07-01,2026-07-31,64516,63658,55238,0.013478274529516998,0.16796408269669438,15.448580816717739
ireland_leinster_dublin,EMEA,2026-07,2026-08-25,2025-08-16,2026-07-01,2026-07-31,10902,10935,8373,-0.0030178326474622486,0.30204227875313516,30.50601114005974
ireland_leinster_dublin,EMEA,2026-08_to_date,2026-08-25,2025-08-16,2026-08-01,2026-08-01,313,233,266,0.3433476394849786,0.17669172932330834,-16.665591016167024
ireland_leinster_dublin,EMEA,3q26_to_date,2026-08-25,2025-08-16,2026-07-01,2026-08-01,11215,11168,8639,0.004208452722062939,0.2981826600300961,29.397420730803315
italy_campania_naples,EMEA,2026-07,2026-08-27,2025-08-21,2026-07-01,2026-07-31,10991,10998,10033,-0.000636479359883646,0.09548489983055908,9.612137919044272
italy_campania_naples,EMEA,2026-08_to_date,2026-08-27,2025-08-21,2026-08-01,2026-08-06,2079,1934,1830,0.0749741468459153,0.1360655737704919,6.109142692457659
italy_campania_naples,EMEA,3q26_to_date,2026-08-27,2025-08-21,2026-07-01,2026-08-06,13070,12932,11863,0.010671203216826575,0.10174492118351175,9.107371796668517
italy_emilia-romagna_bologna,EMEA,2026-07,2026-08-27,2025-08-21,2026-07-01,2026-07-31,6250,5834,5382,0.07130613644154948,0.16127833519137869,8.997219874982921
italy_emilia-romagna_bologna,EMEA,2026-08_to_date,2026-08-27,2025-08-21,2026-08-01,2026-08-06,992,948,906,0.04641350210970474,0.09492273730684331,4.850923519713857
italy_emilia-romagna_bologna,EMEA,3q26_to_date,2026-08-27,2025-08-21,2026-07-01,2026-08-06,7242,6782,6288,0.06782659982306094,0.1517175572519085,8.389095742884756
italy_lazio_rome,EMEA,2026-07,2026-08-25,2025-08-15,2026-07-01,2026-07-31,52676,51722,46369,0.01844476238351178,0.13601759796415713,11.757283558064536
italy_lazio_rome,EMEA,3q26_to_date,2026-08-25,2025-08-15,2026-07-01,2026-07-31,52676,51722,46369,0.01844476238351178,0.13601759796415713,11.757283558064536
italy_lombardia_bergamo,EMEA,2026-07,2026-08-31,2025-08-31,2026-07-01,2026-07-31,5026,4552,4056,0.10413005272407738,0.23915187376725844,13.502182104318106
italy_lombardia_bergamo,EMEA,2026-08_to_date,2026-08-31,2025-08-31,2026-08-01,2026-08-16,2815,2656,2385,0.05986445783132521,0.18029350104821806,12.042904321689285
italy_lombardia_bergamo,EMEA,3q26_to_date,2026-08-31,2025-08-31,2026-07-01,2026-08-16,7841,7208,6441,0.087819089900111,0.21735755317497274,12.953846327486174
italy_lombardy_milan,EMEA,2026-07,2026-08-27,2025-08-21,2026-07-01,2026-07-31,33797,28764,24541,0.17497566402447506,0.3771647447129294,20.21890806884543
italy_lombardy_milan,EMEA,2026-08_to_date,2026-08-27,2025-08-21,2026-08-01,2026-08-06,4193,5022,4334,-0.165073675826364,-0.03253345639132443,13.254021943503957
italy_lombardy_milan,EMEA,3q26_to_date,2026-08-27,2025-08-21,2026-07-01,2026-08-06,37990,33786,28875,0.12443023737642811,0.31567099567099577,19.124075829456764
italy_puglia_puglia,EMEA,2026-07,2026-08-31,2025-08-31,2026-07-01,2026-07-31,26576,25898,23036,0.026179627770484215,0.15367251258899106,12.749288481850684
italy_puglia_puglia,EMEA,2026-08_to_date,2026-08-31,2025-08-31,2026-08-01,2026-08-16,17360,16798,14744,0.033456363852839566,0.17742810634834516,14.39717424955056
italy_puglia_puglia,EMEA,3q26_to_date,2026-08-31,2025-08-31,2026-07-01,2026-08-16,43936,42696,37780,0.029042533258384795,0.16294335627316037,13.390082301477557
italy_sicilia_sicily,EMEA,2026-07,2026-08-31,2025-08-31,2026-07-01,2026-07-31,37340,36025,32457,0.03650242886884114,0.1504452044243152,11.394277555547404
italy_sicilia_sicily,EMEA,2026-08_to_date,2026-08-31,2025-08-31,2026-08-01,2026-08-16,23027,22130,19663,0.04053321283325806,0.17108274424045167,13.05495314071936
italy_sicilia_sicily,EMEA,3q26_to_date,2026-08-31,2025-08-31,2026-07-01,2026-08-16,60367,58155,52120,0.03803628234889511,0.15823100537221801,12.01947230233229
italy_toscana_florence,EMEA,2026-07,2026-08-27,2025-08-21,2026-07-01,2026-07-31,21337,21086,18965,0.01190363274210382,0.12507250197732667,11.316886923522285
italy_toscana_florence,EMEA,2026-08_to_date,2026-08-27,2025-08-21,2026-08-01,2026-08-06,3286,3343,3109,-0.017050553395154044,0.056931489224831155,7.39820426199852
italy_toscana_florence,EMEA,3q26_to_date,2026-08-27,2025-08-21,2026-07-01,2026-08-06,24623,24429,22074,0.007941381145359916,0.11547521971550245,10.753383857014253
italy_trentino-alto-adige-südtirol_trentino,EMEA,2026-07,2026-08-31,2025-08-31,2026-07-01,2026-07-31,7851,7041,6397,0.11504047720494248,0.2272940440831639,11.225356687822142
italy_trentino-alto-adige-südtirol_trentino,EMEA,2026-08_to_date,2026-08-31,2025-08-31,2026-08-01,2026-08-16,5034,4512,4011,0.11569148936170204,0.25504861630516085,13.935712694345881
italy_trentino-alto-adige-südtirol_trentino,EMEA,3q26_to_date,2026-08-31,2025-08-31,2026-07-01,2026-08-16,12885,11553,10408,0.11529472864191126,0.237990007686395,12.269527904448374
italy_veneto_venice,EMEA,3q26_to_date,2026-08-13,2025-08-04,2026-07-01,2026-07-20,11705,11241,10078,0.04127746641757857,0.16144076205596347,12.01632956383849
latvia_riga_riga,EMEA,2026-07,2026-08-31,2025-08-31,2026-07-01,2026-07-31,6649,6310,5441,0.05372424722662439,0.22201801139496413,16.829376416833973
latvia_riga_riga,EMEA,2026-08_to_date,2026-08-31,2025-08-31,2026-08-01,2026-08-16,3698,3650,3199,0.01315068493150684,0.15598624570178177,14.283556077027493
latvia_riga_riga,EMEA,3q26_to_date,2026-08-31,2025-08-31,2026-07-01,2026-08-16,10347,9960,8640,0.03885542168674694,0.19756944444444446,15.871402275769753
malta,EMEA,2026-07,2026-08-30,2025-08-28,2026-07-01,2026-07-31,12789,11924,9144,0.07254277088225436,0.39862204724409445,32.60792763618401
malta,EMEA,2026-08_to_date,2026-08-30,2025-08-28,2026-08-01,2026-08-13,6010,5806,4419,0.03513606613847742,0.3600362072867165,32.49001411482391
malta,EMEA,3q26_to_date,2026-08-30,2025-08-28,2026-07-01,2026-08-13,18799,17730,13563,0.06029328821206992,0.3860502838605029,32.5756995648433
mexico_df_mexico-city,LatAm,2026-07,2026-08-30,2025-08-29,2026-07-01,2026-07-31,43324,35182,30487,0.2314251605934854,0.42106471610850527,18.96395555150199
mexico_df_mexico-city,LatAm,2026-08_to_date,2026-08-30,2025-08-29,2026-08-01,2026-08-14,28316,17063,14748,0.6594971575924515,0.9199891510713316,26.049199347888006
mexico_df_mexico-city,LatAm,3q26_to_date,2026-08-30,2025-08-29,2026-07-01,2026-08-14,71640,52245,45235,0.3712316968130922,0.5837294130651045,21.24977162520123
new-zealand,APAC,3q26_to_date,2026-08-13,2025-08-03,2026-07-01,2026-07-19,38597,31210,26976,0.23668695930791417,0.4307903321470936,19.410337283917944
norway_oslo_oslo,EMEA,2026-07,2026-08-31,2025-08-31,2026-07-01,2026-07-31,12133,11616,8771,0.04450757575757569,0.3833086307148559,33.88010549572802
norway_oslo_oslo,EMEA,2026-08_to_date,2026-08-31,2025-08-31,2026-08-01,2026-08-16,8049,8929,6662,-0.09855526934707137,0.2081957370159111,30.675100636298247
norway_oslo_oslo,EMEA,3q26_to_date,2026-08-31,2025-08-31,2026-07-01,2026-08-16,20182,20545,15433,-0.01766853248965683,0.3077172293138082,32.5385761803465
portugal_lisbon_lisbon,EMEA,2026-07,2026-08-26,2025-08-17,2026-07-01,2026-07-31,34606,37987,33148,-0.08900413299286603,0.04398455412091229,13.298868711377832
portugal_lisbon_lisbon,EMEA,2026-08_to_date,2026-08-26,2025-08-17,2026-08-01,2026-08-02,2405,2458,2198,-0.021562245728234286,0.09417652411282984,11.573876984106413
portugal_lisbon_lisbon,EMEA,3q26_to_date,2026-08-26,2025-08-17,2026-07-01,2026-08-02,37011,40445,35346,-0.08490542712325377,0.047105754540824885,13.201118166407866
portugal_norte_porto,EMEA,2026-07,2026-08-26,2025-08-17,2026-07-01,2026-07-31,24342,24823,22114,-0.019377190508802267,0.10075065569322605,12.012784620202833
portugal_norte_porto,EMEA,2026-08_to_date,2026-08-26,2025-08-17,2026-08-01,2026-08-02,1792,1613,1475,0.110973341599504,0.21491525423728808,10.394191263778406
portugal_norte_porto,EMEA,3q26_to_date,2026-08-26,2025-08-17,2026-07-01,2026-08-02,26134,26436,23589,-0.011423816008473309,0.10788927042265462,11.931308643112793
singapore_sg_singapore,APAC,2026-07,2026-08-31,2025-08-30,2026-07-01,2026-07-31,807,776,702,0.0399484536082475,0.14957264957264949,10.9624195964402
singapore_sg_singapore,APAC,2026-08_to_date,2026-08-31,2025-08-30,2026-08-01,2026-08-15,429,420,370,0.021428571428571352,0.15945945945945939,13.803088803088803
singapore_sg_singapore,APAC,3q26_to_date,2026-08-31,2025-08-30,2026-07-01,2026-08-15,1236,1196,1072,0.03344481605351168,0.15298507462686572,11.954025857335404
south-africa_wc_cape-town,EMEA,2026-07,2026-08-30,2025-08-29,2026-07-01,2026-07-31,10169,9484,8172,0.07222690847743563,0.24437102300538416,17.214411452794852
