model,rule,share_variant,target,window,fx_estimator,fx_estimator_source,n,rmse_pp,bias_pp,mae_pp,rmse_naive_pp,rmse_prior_year_pp,rmse_ar1_pp,ratio_vs_naive,ratio_vs_prior_year,ratio_vs_ar1,sign_accuracy_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,jackknife_n,knowable_before_print,scoring,last_q_ratio_vs_naive,last_q_jackknife_max,beats_last_q_ratio,beats_last_q_jackknife_max,in_k_criterion
persistence,persistence,n/a,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.1780818393084824,-0.5604104899170911,1.0234080274825454,1.19884558755992,4.0710384766601555,2.6820387327036515,0.9826802146440734,0.2893811606209555,0.43924863013477333,0.7,0.9022370374243972,1.021768699869946,5,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,False,False,True
persistence,persistence,n/a,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.0554015871143332,-0.4045517417556646,0.918993450161725,1.0329163412900277,4.214249424169417,2.8270416667211404,1.021768699869946,0.25043643147019984,0.3733236759606763,0.6666666666666666,0.9042062140013063,1.0874808219463599,3,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,False,False,True
persistence,persistence,n/a,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.8458300627380255,-0.42291048991709107,0.6874263677116127,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.8917235935732907,0.20776764149670654,0.3153683250075138,0.8,0.7840512066103551,0.949070677077309,10,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,False,False,True
persistence,persistence,n/a,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.8134258848810607,-0.34821840842233126,0.6421249393051331,0.8984669423654158,4.214249424169417,2.8270416667211404,0.9053487073653869,0.1930179737857776,0.2877304195606315,0.7777777777777778,0.7710428395188791,0.9899896507100449,9,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,False,False,True
persistence,persistence,n/a,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,0.9855952681349148,-0.491660489917091,0.8374580274825455,1.043177372856859,4.0710384766601555,2.6820387327036515,0.9448012330211409,0.2420992269627205,0.3674798786896628,0.7,0.8458091506971971,0.9961966716586511,10,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8934579048734853,0.9445747684183187,False,False,False
persistence,persistence,n/a,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.9052754989658585,-0.3763850750889979,0.760604561272836,0.932113805392135,4.214249424169417,2.8270416667211404,0.9712070497496968,0.2148129851484238,0.3202200765635744,0.6666666666666666,0.8329883558425417,1.0578648435076163,6,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8817436473748929,0.9552389440855495,False,False,False
mean_pre_migration,mean_pre_migration,n/a,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.0954451150103321,-0.6,0.8,0.9082951062292475,1.746424919657298,1.2649110640673518,1.2060453783110545,0.62725004818718,0.8660254037844386,0.5714285714285714,0.9847319278346619,1.414213562373095,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,0.9847319278346619,1.0801234497346435,False,False,False
mean_pre_migration,mean_pre_migration,n/a,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.1547005383792515,-0.6666666666666666,0.8888888888888888,0.816496580927726,1.8104634152000358,1.1547005383792515,1.414213562373095,0.6377928041432807,1.0,0.5,1.1547005383792517,1.5491933384829666,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,1.0801234497346435,1.1832159566199232,False,False,False
mean_pre_migration,mean_pre_migration,n/a,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.4087635413222839,-0.8329656757816977,1.0908786882330586,1.19884558755992,4.0710384766601555,2.6820387327036515,1.1751000762238464,0.34604525341603287,0.525258462580877,0.6,0.874384862816755,1.4055703772707016,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,False,False,True
mean_pre_migration,mean_pre_migration,n/a,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.451836611516097,-0.821542038520469,1.1081120523553143,1.0329163412900277,4.214249424169417,2.8270416667211404,1.4055703772707016,0.34450656935243895,0.5135533121448352,0.5555555555555556,1.0341211907341494,1.5749905274682259,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,False,False,True
mean_pre_migration,mean_pre_migration,n/a,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,1.024085557506986,-0.6954656757816976,0.8101615552235193,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.079650976829228,0.25155388812417634,0.38183100975378087,0.7,0.8742575210497009,1.220275472396367,2,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,False,False,True
mean_pre_migration,mean_pre_migration,n/a,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,1.0792445082828523,-0.7652087051871358,0.8926485712336043,0.8984669423654158,4.214249424169417,2.8270416667211404,1.201206697089488,0.2560941225009623,0.3817575527758605,0.6666666666666666,0.9746181436502532,1.433646541244285,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,False,False,True
mean_pre_migration,mean_pre_migration,n/a,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.1985108874043022,-0.7642156757816976,0.9242568736192815,1.043177372856859,4.0710384766601555,2.6820387327036515,1.1489042214576077,0.29439930235873135,0.4468656148735531,0.6,0.8681780874005525,1.3434200066523365,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8934579048734853,0.9445747684183187,False,False,False
mean_pre_migration,mean_pre_migration,n/a,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.2522203346406366,-0.7933753718538024,0.9711989250066735,0.932113805392135,4.214249424169417,2.8270416667211404,1.3434200066523365,0.29713958729138007,0.4429437136994825,0.5555555555555556,1.0087700115689298,1.547086175975453,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8817436473748929,0.9552389440855495,False,False,False
mean_all_prior,mean_all_prior,n/a,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.0954451150103321,-0.6,0.8,0.9082951062292475,1.746424919657298,1.2649110640673518,1.2060453783110545,0.62725004818718,0.8660254037844386,0.5714285714285714,0.9847319278346619,1.414213562373095,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,0.9847319278346619,1.0801234497346435,False,False,False
mean_all_prior,mean_all_prior,n/a,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.1547005383792515,-0.6666666666666666,0.8888888888888888,0.816496580927726,1.8104634152000358,1.1547005383792515,1.414213562373095,0.6377928041432807,1.0,0.5,1.1547005383792517,1.5491933384829666,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,1.0801234497346435,1.1832159566199232,False,False,False
mean_all_prior,mean_all_prior,n/a,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.307324084329495,-0.7778042425193885,1.0357172549707492,1.19884558755992,4.0710384766601555,2.6820387327036515,1.0904857955813707,0.32112791166788784,0.48743669074892,0.6,0.8371056338986109,1.299498676950508,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,False,False,True
mean_all_prior,mean_all_prior,n/a,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.3422734189069503,-0.7602515571179034,1.0468215709527486,1.0329163412900277,4.214249424169417,2.8270416667211404,1.299498676950508,0.3185082997719097,0.47479789021424146,0.5555555555555556,0.9859633093130761,1.4533704680852315,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,False,False,True
mean_all_prior,mean_all_prior,n/a,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.9298064047522433,-0.6403042425193887,0.7550001219612104,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.980256371935002,0.22839538611166563,0.3466789623186926,0.7,0.8282440032049706,1.0934638000355457,6,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,False,False,True
mean_all_prior,mean_all_prior,n/a,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.9798415739386561,-0.7039182237845701,0.8313580898310389,0.8984669423654158,4.214249424169417,2.8270416667211404,1.090570534914733,0.2325067824222987,0.3465960850428837,0.6666666666666666,0.9232866276964616,1.2845837394442847,2,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,False,False,True
mean_all_prior,mean_all_prior,n/a,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.098436835185857,-0.7090542425193883,0.8690954403569725,1.043177372856859,4.0710384766601555,2.6820387327036515,1.0529722593365536,0.2698173553218306,0.40955293515786356,0.6,0.8252909618916445,1.229151995685424,2,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8934579048734853,0.9445747684183187,False,False,False
mean_all_prior,mean_all_prior,n/a,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.1457095441036775,-0.7320848904512365,0.9099084436041076,0.932113805392135,4.214249424169417,2.8270416667211404,1.229151995685424,0.27186562274478676,0.4052680077518965,0.5555555555555556,0.9573133218474651,1.4064842088157818,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8817436473748929,0.9552389440855495,False,False,False
K_mech_central__central,K_mech_central,central,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.8944271909999159,-0.2,0.8,0.9082951062292475,1.746424919657298,1.2649110640673518,0.9847319278346619,0.5121475197315839,0.7071067811865475,0.2857142857142857,0.9211323729436766,1.0801234497346435,8,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,0.9847319278346619,1.0801234497346435,False,False,False
K_mech_central__central,K_mech_central,central,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.8819171036881969,-0.1111111111111111,0.7777777777777778,0.816496580927726,1.8104634152000358,1.1547005383792515,1.0801234497346435,0.48712230044745475,0.7637626158259734,0.16666666666666666,1.0,1.1832159566199232,0,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,1.0801234497346435,1.1832159566199232,False,False,False
K_mech_central__central,K_mech_central,central,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.092851439424382,-0.37658608358034085,0.9327224841881414,1.19884558755992,4.0710384766601555,2.6820387327036515,0.9115864885057683,0.2684453722778243,0.4074704164778128,0.8,0.8652443504665869,0.965831101060765,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,True,True,True
K_mech_central__central,K_mech_central,central,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,0.9277120456323404,-0.19078956768244726,0.8087189016911144,1.0329163412900277,4.214249424169417,2.8270416667211404,0.8981482899899756,0.2201369573219275,0.32815648122665253,0.7777777777777778,0.8154292577730794,0.9841075927975478,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,True,True,True
K_mech_central__central,K_mech_central,central,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.8285439882455607,-0.23908608358034092,0.6414183078858698,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.8734996013740792,0.2035215321583723,0.30892320015466,0.9,0.7815455452747135,0.9162763568016818,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,True,True,True
K_mech_central__central,K_mech_central,central,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.7796487585263706,-0.13445623434911394,0.5814920391330349,0.8984669423654158,4.214249424169417,2.8270416667211404,0.8677545291469159,0.1850029934286652,0.275782549547854,0.8888888888888888,0.7401843922672254,0.9214397064529756,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,True,True,True
K_mech_central__central,K_mech_central,central,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,0.9274427634926596,-0.3078360835803407,0.7503349843851752,1.043177372856859,4.0710384766601555,2.6820387327036515,0.8890556751176005,0.22781478701560334,0.34579767703717806,0.8,0.8190830562864192,0.9418411323841014,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8934579048734853,0.9445747684183187,True,True,False
K_mech_central__central,K_mech_central,central,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.8160928574803329,-0.16262290101578036,0.6542883463544854,0.932113805392135,4.214249424169417,2.8270416667211404,0.8755292033648265,0.19365082019111293,0.2886737988643987,0.7777777777777778,0.7586709482841372,0.9511928224882986,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8817436473748929,0.9552389440855495,True,True,False
K_mech_high__central,K_mech_high,central,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.8366600265340756,-0.1,0.7,0.9082951062292475,1.746424919657298,1.2649110640673518,0.9211323729436767,0.47907013758040845,0.6614378277661477,0.42857142857142855,0.8528028654224418,1.0,9,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,0.9847319278346619,1.0801234497346435,True,True,False
K_mech_high__central,K_mech_high,central,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.816496580927726,0.0,0.6666666666666666,0.816496580927726,1.8104634152000358,1.1547005383792515,1.0,0.45098761680169736,0.7071067811865476,0.3333333333333333,0.912870929175277,1.0954451150103321,2,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,1.0801234497346435,1.1832159566199232,True,True,False
K_mech_high__central,K_mech_high,central,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.0777248407587838,-0.309915493024805,0.9420142440195558,1.19884558755992,4.0710384766601555,2.6820387327036515,0.8989688513199934,0.2647297113347206,0.4018304536834091,0.9,0.84961549068721,0.96133960587929,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,True,True,True
K_mech_high__central,K_mech_high,central,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,0.9078370138759059,-0.1167111337318518,0.8190430792815747,1.0329163412900277,4.214249424169417,2.8270416667211404,0.8789066234948825,0.21542080747981138,0.3211261526714013,0.8888888888888888,0.7880568309654158,0.9767183582300696,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,True,True,True
K_mech_high__central,K_mech_high,central,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.8299225494617304,-0.1724154930248051,0.6450681745113216,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.8749529613523995,0.20386015858602044,0.3094371976593791,0.8,0.7836103329907373,0.9224287511349172,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,True,False,True
K_mech_high__central,K_mech_high,central,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.781276210690445,-0.0603778003985186,0.585547446494648,0.8984669423654158,4.214249424169417,2.8270416667211404,0.8695658948047216,0.18538917184391052,0.2763582227624486,0.7777777777777778,0.743069525011838,0.9292287496912294,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,True,False,True
K_mech_high__central,K_mech_high,central,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,0.919171643517576,-0.24116549302480506,0.7420642440195555,1.043177372856859,4.0710384766601555,2.6820387327036515,0.8811268988708226,0.22578308920127338,0.342713784223018,0.9,0.8084929185373844,0.941509968328364,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8934579048734853,0.9445747684183187,True,True,False
