model,target,fx_estimator,window,n,rmse_pp,rmse_naive_pp,ratio_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,ratio_below_1,jackknife_max_below_1,criterion_met,in_pass_criterion,verdict
K_level_high__central,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.11470314381112,1.19884558755992,0.9298137770018738,0.7345943411782305,1.0967399021392268,9,True,False,False,True,FAIL
K_level_high__central,t2_reported_usd_yoy,eur,2Q24-2Q26,9,1.1328405670644333,1.0329163412900277,1.0967399021392268,0.852327570018795,1.2200943914074343,1,False,False,False,True,FAIL
K_level_high__central,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.7400262487216258,0.9485339053872491,0.7801790157617003,0.6921245329434552,0.8678437396581956,10,True,True,True,True,FAIL
K_level_high__central,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.779728911221667,0.8984669423654158,0.8678437396581956,0.7714208421178779,0.9811354794910353,9,True,True,True,True,FAIL
K_level_high__central,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.9486832980505138,0.9082951062292475,1.044465935734187,0.778498944161523,1.224744871391589,3,False,False,False,False,FAIL
K_level_high__central,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.9026884007284562,1.043177372856859,0.8653259016310354,0.7028407893503099,1.004921475357598,9,True,False,False,False,FAIL
K_level_high__central,t1_exfx_integer_fair,none,2Q24-2Q26,9,1.0,0.816496580927726,1.224744871391589,0.912870929175277,1.3416407864998736,1,False,False,False,False,FAIL
K_level_high__central,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.936701180515849,0.932113805392135,1.004921475357598,0.8098132963316773,1.139282942705228,4,False,False,False,False,FAIL
K_fitted_wf__central,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.0311622261459301,1.19884558755992,0.8601293084330522,0.8010565187955396,0.9368563384549841,10,True,True,True,True,PASS
K_fitted_wf__central,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.8456134812000194,1.0329163412900277,0.8186659920046551,0.6998338298738145,0.9360482037685174,9,True,True,True,True,PASS
K_fitted_wf__central,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.8609388587485493,0.9485339053872491,0.9076521712706324,0.8295636799822612,0.9586260292026109,10,True,True,True,True,PASS
K_fitted_wf__central,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.8177187414114236,0.8984669423654158,0.9101266867522089,0.8064211414472344,0.9747968645380983,9,True,True,True,True,PASS
K_fitted_wf__central,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.8944271909999159,0.9082951062292475,0.9847319278346619,0.9211323729436766,1.0801234497346435,8,True,False,False,False,PASS
K_fitted_wf__central,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.9066427094323001,1.043177372856859,0.8691165405067757,0.7923671767363373,0.9414318121684941,10,True,True,True,False,PASS
K_fitted_wf__central,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.8819171036881969,0.816496580927726,1.0801234497346435,1.0,1.1832159566199232,0,False,False,False,False,PASS
K_fitted_wf__central,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.7896959470012735,0.932113805392135,0.8472097960924986,0.713997132281083,0.9505865073719502,9,True,True,True,False,PASS
K_level_fitted__central,t2_reported_usd_yoy,eur,1Q24-2Q26,10,0.6965168137471733,1.19884558755992,0.5809895961370926,0.48054199523006824,0.6434563052012878,10,True,True,True,True,PASS
K_level_fitted__central,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.6646365325485136,1.0329163412900277,0.6434563052012878,0.5084859568898387,0.7270938558500525,9,True,True,True,True,PASS
K_level_fitted__central,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.6218982197349504,0.9485339053872491,0.6556415286821548,0.5946135332801862,0.7291852497815366,10,True,True,True,True,PASS
K_level_fitted__central,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.6551488417891792,0.8984669423654158,0.7291852497815366,0.6670050191495958,0.8133243443414025,9,True,True,True,True,PASS
K_level_fitted__central,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.6324555320336759,0.9082951062292475,0.6963106238227914,0.6030226891555273,0.816496580927726,10,True,True,True,False,PASS
K_level_fitted__central,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.5963991186873164,1.043177372856859,0.5717140097220573,0.4731503678684123,0.6501365341708873,10,True,True,True,False,PASS
K_level_fitted__central,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.6666666666666666,0.816496580927726,0.816496580927726,0.7071067811865475,0.8944271909999159,9,True,True,True,False,PASS
K_level_fitted__central,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.6060012388904796,0.932113805392135,0.6501365341708873,0.5359902679051259,0.7280469385554896,9,True,True,True,False,PASS
K_mech_central__high_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.087698997518909,1.19884558755992,0.9072886523549425,0.8599283347710562,0.96307698777945,10,True,True,True,True,PASS
K_mech_central__high_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.9209593525846982,1.0329163412900277,0.8916107876021165,0.8061673902515578,0.9795791540239934,9,True,True,True,True,PASS
K_mech_central__high_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.8271816351622577,0.9485339053872491,0.8720633289587597,0.7795030462300474,0.9158862104549084,10,True,True,True,True,PASS
K_mech_central__high_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.7780397626916753,0.8984669423654158,0.8659637055129831,0.737326829391059,0.9209453187649264,9,True,True,True,True,PASS
K_mech_central__high_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.8944271909999159,0.9082951062292475,0.9847319278346619,0.9211323729436766,1.0801234497346435,8,True,False,False,False,PASS
K_mech_central__high_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.9237990357088889,1.043177372856859,0.8855627621398277,0.8144230053790293,0.9398655194783059,10,True,True,True,False,PASS
K_mech_central__high_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.8819171036881969,0.816496580927726,1.0801234497346435,1.0,1.1832159566199232,0,False,False,False,False,PASS
K_mech_central__high_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.8114879171066943,0.932113805392135,0.8705888834736291,0.7509652738810553,0.9482652603761955,9,True,True,True,False,PASS
K_mech_high__high_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.077027744127531,1.19884558755992,0.8983873780773287,0.8488936155196894,0.9700466153312213,10,True,True,True,True,PASS
K_mech_high__high_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.9069173480769915,1.0329163412900277,0.8780162650387796,0.7867818124432475,0.9910236710205444,9,True,True,True,True,PASS
K_mech_high__high_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.8579132223752806,0.9485339053872491,0.9044623681902317,0.8251210492871034,0.9561465469211287,10,True,True,True,True,PASS
K_mech_high__high_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.8141777888513716,0.8984669423654158,0.9061855817509167,0.80036290443019,0.9716888468682078,9,True,True,True,True,PASS
K_mech_high__high_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.8366600265340756,0.9082951062292475,0.9211323729436767,0.8528028654224418,1.0,9,True,False,False,False,PASS
K_mech_high__high_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.9315295509930902,1.043177372856859,0.892973309459341,0.8243000282824693,0.9616689885592448,10,True,True,True,False,PASS
K_mech_high__high_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.816496580927726,0.816496580927726,1.0,0.912870929175277,1.0954451150103321,2,False,False,False,False,PASS
K_mech_high__high_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.8212483868719894,0.932113805392135,0.8810602118766977,0.7672570263646656,0.9804204011294627,9,True,True,True,False,PASS
K_level_mech__high_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.3010386881018539,1.19884558755992,1.0852429216926371,0.8222564801518644,1.2929126434033371,1,False,False,False,True,FAIL
K_level_mech__high_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,1.3354705972317933,1.0329163412900277,1.2929126434033371,0.9667232756299469,1.4458110666950836,1,False,False,False,True,FAIL
K_level_mech__high_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.9178465366232982,0.9485339053872491,0.9676475784474752,0.8056482889057008,1.0778137345639627,7,True,False,False,True,FAIL
K_level_mech__high_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.9672313715444691,0.8984669423654158,1.0765352913241477,0.8980786499360064,1.2661869534145764,2,False,False,False,True,FAIL
K_level_mech__high_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,1.0954451150103321,0.9082951062292475,1.2060453783110545,0.9847319278346619,1.414213562373095,1,False,False,False,False,FAIL
K_level_mech__high_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,1.0896409231322894,1.043177372856859,1.04454041228692,0.8064382864890017,1.219098725632455,2,False,False,False,False,FAIL
K_level_mech__high_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,1.1547005383792515,0.816496580927726,1.414213562373095,1.1547005383792517,1.5491933384829666,0,False,False,False,False,FAIL
K_level_mech__high_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,1.13633875229797,0.932113805392135,1.219098725632455,0.9346645530650584,1.3944995137103886,1,False,False,False,False,FAIL
K_level_high__high_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,0.8864799649010193,1.19884558755992,0.7394446575103333,0.643823339536878,0.8527622459675536,10,True,True,True,True,PASS
K_level_high__high_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.8808320590950721,1.0329163412900277,0.8527622459675536,0.7319060112334596,0.9370687748301818,9,True,True,True,True,PASS
K_level_high__high_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.5609733698584721,0.9485339053872491,0.591410983489777,0.5173350144555049,0.657660352914372,10,True,True,True,True,PASS
K_level_high__high_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.590886086397936,0.8984669423654158,0.657660352914372,0.5801736198326645,0.7256763917881348,9,True,True,True,True,PASS
K_level_high__high_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.7071067811865476,0.9082951062292475,0.7784989441615231,0.6963106238227913,0.9128709291752769,10,True,True,True,False,PASS
K_level_high__high_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.6855758892570838,1.043177372856859,0.6571997314124605,0.5824925974406812,0.7542404813633233,10,True,True,True,False,PASS
K_level_high__high_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.7453559924999299,0.816496580927726,0.9128709291752769,0.8164965809277261,1.0,5,True,False,False,False,PASS
K_level_high__high_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.7030379652643629,0.932113805392135,0.7542404813633233,0.6740787896296138,0.8386227492662798,9,True,True,True,False,PASS
K_fitted_wf__high_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.029009250511429,1.19884558755992,0.8583334344215515,0.7987934236008392,0.9352770919288896,10,True,True,True,True,PASS
K_fitted_wf__high_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.8426943855121677,1.0329163412900277,0.8158399202588968,0.6955846984673195,0.9334009202637198,9,True,True,True,True,PASS
K_fitted_wf__high_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.8675905933863712,0.9485339053872491,0.9146648195271081,0.8393021450964419,0.9658795971371408,10,True,True,True,True,PASS
K_fitted_wf__high_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.8254932971524063,0.8984669423654158,0.9187798217473756,0.8196559934868914,0.9838785173396999,9,True,True,True,True,PASS
K_fitted_wf__high_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.9486832980505138,0.9082951062292475,1.044465935734187,0.9847319278346619,1.1547005383792515,3,False,False,False,False,PASS
K_fitted_wf__high_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.9085879774052176,1.043177372856859,0.8709812933508583,0.794877731264392,0.9436510007656685,10,True,True,True,False,PASS
K_fitted_wf__high_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.9428090415820634,0.816496580927726,1.1547005383792515,1.0801234497346435,1.2649110640673518,0,False,False,False,False,PASS
K_fitted_wf__high_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.792176207921905,0.932113805392135,0.8498706953370796,0.7182488804143463,0.9538722620013741,9,True,True,True,False,PASS
K_level_fitted__high_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,0.6858919964531114,1.19884558755992,0.5721270558697615,0.46858382143764177,0.6314584390151116,10,True,True,True,True,PASS
K_level_fitted__high_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.6522437405042012,1.0329163412900277,0.6314584390151116,0.4904919527152476,0.7136052758311635,9,True,True,True,True,PASS
K_level_fitted__high_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.6235351424954348,0.9485339053872491,0.6573672685330841,0.596654099783714,0.7311068464337017,10,True,True,True,True,PASS
K_level_fitted__high_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.6568753328577096,0.8984669423654158,0.7311068464337017,0.6660881117996601,0.8156668383210645,9,True,True,True,True,PASS
K_level_fitted__high_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.6324555320336759,0.9082951062292475,0.6963106238227914,0.6030226891555273,0.816496580927726,10,True,True,True,False,PASS
K_level_fitted__high_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.5910730304815289,1.043177372856859,0.5666083696416926,0.46635353040893496,0.6438861095638636,10,True,True,True,False,PASS
K_level_fitted__high_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.6666666666666666,0.816496580927726,0.816496580927726,0.7071067811865475,0.8944271909999159,9,True,True,True,False,PASS
K_level_fitted__high_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.60017513182471,0.932113805392135,0.6438861095638636,0.5272963027552402,0.721355725093343,9,True,True,True,False,PASS
K_mech_central__low_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.0955148109884758,1.19884558755992,0.9138081020244155,0.8679892992307303,0.9669478467928111,10,True,True,True,True,PASS
K_mech_central__low_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.9311958309933044,1.0329163412900277,0.9015210562264095,0.8201928104028868,0.9859415399038929,9,True,True,True,True,PASS
K_mech_central__low_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.8302785895049032,0.9485339053872491,0.8753283196196693,0.7841432774824877,0.917438774982458,10,True,True,True,True,PASS
K_mech_central__low_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.7816964200001401,0.8984669423654158,0.8700335907096914,0.7438136249132553,0.9229123814800526,9,True,True,True,True,PASS
K_mech_central__low_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.8944271909999159,0.9082951062292475,0.9847319278346619,0.9211323729436766,1.0801234497346435,8,True,False,False,False,PASS
K_mech_central__low_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.929786531222454,1.043177372856859,0.8913024337137688,0.8220762284747243,0.943067812986913,10,True,True,True,False,PASS
K_mech_central__low_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.8819171036881969,0.816496580927726,1.0801234497346435,1.0,1.1832159566199232,0,False,False,False,False,PASS
K_mech_central__low_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.819050745216108,0.932113805392135,0.8787025151628755,0.7636022478459397,0.9530091364576382,9,True,True,True,False,PASS
K_mech_high__low_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.0839684179686628,1.19884558755992,0.9041768424697018,0.8560745167545881,0.9602080023172184,10,True,True,True,True,PASS
K_mech_high__low_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.9160591551445608,1.0329163412900277,0.8868667466335929,0.7994221526587663,0.9748533174858006,9,True,True,True,True,PASS
K_mech_high__low_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.8284010039209211,0.9485339053872491,0.8733488589242548,0.7813312700271137,0.9176014849043139,10,True,True,True,True,PASS
K_mech_high__low_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.7794799198068401,0.8984669423654158,0.8675666104694785,0.7398847776197077,0.9231184810887846,9,True,True,True,True,PASS
K_mech_high__low_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.8944271909999159,0.9082951062292475,0.9847319278346619,0.9211323729436766,1.0801234497346435,8,True,False,False,False,PASS
K_mech_high__low_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.922151425865263,1.043177372856859,0.8839833472804794,0.8123131161777625,0.938711229297919,10,True,True,True,False,PASS
