scope,month,brand,origin,rank
global,202601,airbnb,https://www.airbnb.es,50000
global,202601,airbnb,https://www.airbnb.it,50000
global,202601,airbnb,https://www.airbnb.mx,50000
global,202601,airbnb,https://www.airbnb.nl,50000
global,202601,airbnb,https://es-l.airbnb.com,100000
global,202601,airbnb,https://es.airbnb.com,100000
global,202601,airbnb,https://fr.airbnb.ca,100000
global,202601,airbnb,https://www.airbnb.co.kr,100000
global,202601,airbnb,https://www.airbnb.com.tr,100000
global,202601,airbnb,https://www.airbnb.ie,100000
global,202601,airbnb,https://www.airbnb.jp,100000
global,202601,airbnb,https://www.airbnb.pl,100000
global,202601,airbnb,https://www.airbnb.pt,100000
global,202601,airbnb,https://ar.airbnb.com,500000
global,202601,airbnb,https://bg.airbnb.com,500000
global,202601,airbnb,https://careers.airbnb.com,500000
global,202601,airbnb,https://fr.airbnb.ch,500000
global,202601,airbnb,https://he.airbnb.com,500000
global,202601,airbnb,https://hr.airbnb.com,500000
global,202601,airbnb,https://sk.airbnb.com,500000
global,202601,airbnb,https://th.airbnb.com,500000
global,202601,airbnb,https://www.airbnb.at,500000
global,202601,airbnb,https://www.airbnb.ch,500000
global,202601,airbnb,https://www.airbnb.dk,500000
global,202601,airbnb,https://www.airbnb.ru,500000
global,202601,airbnb,https://www.airbnb.se,500000
global,202601,airbnb,https://it.airbnb.ch,1000000
global,202601,airbnb,https://news.airbnb.com,1000000
global,202601,airbnb,https://ro.airbnb.com,1000000
global,202601,airbnb,https://www.airbnb.cn,1000000
global,202608,airbnb,https://www.airbnb.com,5000
global,202608,airbnb,https://www.airbnb.co.uk,10000
global,202608,airbnb,https://www.airbnb.com.br,10000
global,202608,airbnb,https://www.airbnb.fr,10000
global,202608,airbnb,https://www.airbnb.ca,50000
global,202608,airbnb,https://www.airbnb.co.in,50000
global,202608,airbnb,https://www.airbnb.co.kr,50000
global,202608,airbnb,https://www.airbnb.com.au,50000
global,202608,airbnb,https://www.airbnb.com.tr,50000
global,202608,airbnb,https://www.airbnb.de,50000
global,202608,airbnb,https://www.airbnb.es,50000
global,202608,airbnb,https://www.airbnb.it,50000
global,202608,airbnb,https://www.airbnb.mx,50000
global,202608,airbnb,https://es-l.airbnb.com,100000
global,202608,airbnb,https://fr.airbnb.ca,100000
global,202608,airbnb,https://www.airbnb.ie,100000
global,202608,airbnb,https://www.airbnb.jp,100000
global,202608,airbnb,https://www.airbnb.nl,100000
global,202608,airbnb,https://www.airbnb.pl,100000
global,202608,airbnb,https://www.airbnb.pt,100000
global,202608,airbnb,https://ar.airbnb.com,500000
global,202608,airbnb,https://careers.airbnb.com,500000
global,202608,airbnb,https://es.airbnb.com,500000
global,202608,airbnb,https://fr.airbnb.ch,500000
global,202608,airbnb,https://he.airbnb.com,500000
global,202608,airbnb,https://hr.airbnb.com,500000
global,202608,airbnb,https://news.airbnb.com,500000
global,202608,airbnb,https://sk.airbnb.com,500000
global,202608,airbnb,https://www.airbnb.at,500000
global,202608,airbnb,https://www.airbnb.ch,500000
global,202608,airbnb,https://www.airbnb.dk,500000
global,202608,airbnb,https://www.airbnb.ru,500000
global,202608,airbnb,https://www.airbnb.se,500000
global,202608,airbnb,https://it.airbnb.ch,1000000
global,202608,airbnb,https://th.airbnb.com,1000000
global,202608,airbnb,https://www.airbnb.cn,1000000
global,current,airbnb,https://www.airbnb.com,5000
global,current,airbnb,https://www.airbnb.co.uk,10000
global,current,airbnb,https://www.airbnb.com.br,10000
global,current,airbnb,https://www.airbnb.fr,10000
global,current,airbnb,https://www.airbnb.ca,50000
global,current,airbnb,https://www.airbnb.co.in,50000
global,current,airbnb,https://www.airbnb.co.kr,50000
global,current,airbnb,https://www.airbnb.com.au,50000
global,current,airbnb,https://www.airbnb.com.tr,50000
global,current,airbnb,https://www.airbnb.de,50000
global,current,airbnb,https://www.airbnb.es,50000
global,current,airbnb,https://www.airbnb.it,50000
global,current,airbnb,https://www.airbnb.mx,50000
global,current,airbnb,https://es-l.airbnb.com,100000
global,current,airbnb,https://fr.airbnb.ca,100000
global,current,airbnb,https://www.airbnb.ie,100000
global,current,airbnb,https://www.airbnb.jp,100000
global,current,airbnb,https://www.airbnb.nl,100000
global,current,airbnb,https://www.airbnb.pl,100000
global,current,airbnb,https://www.airbnb.pt,100000
global,current,airbnb,https://ar.airbnb.com,500000
global,current,airbnb,https://careers.airbnb.com,500000
global,current,airbnb,https://es.airbnb.com,500000
global,current,airbnb,https://fr.airbnb.ch,500000
global,current,airbnb,https://he.airbnb.com,500000
global,current,airbnb,https://hr.airbnb.com,500000
global,current,airbnb,https://news.airbnb.com,500000
global,current,airbnb,https://sk.airbnb.com,500000
global,current,airbnb,https://www.airbnb.at,500000
global,current,airbnb,https://www.airbnb.ch,500000
global,current,airbnb,https://www.airbnb.dk,500000
global,current,airbnb,https://www.airbnb.ru,500000
global,current,airbnb,https://www.airbnb.se,500000
global,current,airbnb,https://it.airbnb.ch,1000000
global,current,airbnb,https://th.airbnb.com,1000000
global,current,airbnb,https://www.airbnb.cn,1000000
us,202608,airbnb,https://www.airbnb.com,1000
us,202608,airbnb,https://careers.airbnb.com,50000
us,202608,airbnb,https://es.airbnb.com,50000
us,202608,airbnb,https://es-l.airbnb.com,100000
us,202608,airbnb,https://www.airbnb.ca,100000
us,202608,airbnb,https://www.airbnb.co.uk,100000
us,202608,airbnb,https://www.airbnb.mx,100000
us,202608,airbnb,https://he.airbnb.com,500000
us,202608,airbnb,https://news.airbnb.com,500000
us,202608,airbnb,https://www.airbnb.cn,500000
us,202608,airbnb,https://www.airbnb.co.in,500000
us,202608,airbnb,https://www.airbnb.co.kr,500000
us,202608,airbnb,https://www.airbnb.com.au,500000
us,202608,airbnb,https://www.airbnb.com.br,500000
us,202608,airbnb,https://www.airbnb.de,500000
us,202608,airbnb,https://www.airbnb.es,500000
us,202608,airbnb,https://www.airbnb.fr,500000
us,202608,airbnb,https://www.airbnb.ie,500000
us,202608,airbnb,https://www.airbnb.it,500000
us,202608,airbnb,https://www.airbnb.jp,500000
us,202608,airbnb,https://www.airbnb.org,500000
us,202608,airbnb,https://www.airbnb.ru,500000
us,202608,airbnb,https://communitycenter.airbnb.com,1000000
us,202608,airbnb,https://fr.airbnb.ca,1000000
us,202608,airbnb,https://investors.airbnb.com,1000000
us,202608,airbnb,https://www.airbnb.com.tr,1000000
us,202608,airbnb,https://www.airbnb.nl,1000000
us,202608,airbnb,https://www.airbnb.pl,1000000
us,202608,airbnb,https://www.airbnb.pt,1000000
global,202102,booking,https://www.booking.com,1000
global,202102,booking,https://admin.booking.com,10000
global,202102,booking,https://secure.booking.com,10000
global,202102,booking,https://m.booking.com,100000
global,202102,booking,https://partner.booking.com,100000
global,202102,booking,https://sp.booking.com,100000
global,202102,booking,https://careers.booking.com,1000000
global,202102,booking,https://connect.booking.com,1000000
global,202102,booking,https://flights.booking.com,1000000
global,202102,booking,https://globalguru.booking.com,1000000
global,202102,booking,https://join.booking.com,1000000
global,202102,booking,https://packages.booking.com,1000000
global,202102,booking,https://spadmin.booking.com,1000000
global,202201,booking,https://www.booking.com,1000
global,202201,booking,https://admin.booking.com,10000
global,202201,booking,https://secure.booking.com,10000
global,202201,booking,https://flights.booking.com,100000
global,202201,booking,https://join.booking.com,100000
global,202201,booking,https://m.booking.com,100000
global,202201,booking,https://partner.booking.com,100000
global,202201,booking,https://sp.booking.com,100000
global,202201,booking,https://careers.booking.com,1000000
global,202201,booking,https://help.business.booking.com,1000000
global,202201,booking,https://jobs.booking.com,1000000
global,202201,booking,https://packages.booking.com,1000000
global,202301,booking,https://www.booking.com,1000
global,202301,booking,https://account.booking.com,5000
global,202301,booking,https://secure.booking.com,10000
global,202301,booking,https://sp.booking.com,10000
global,202301,booking,https://flights.booking.com,50000
global,202301,booking,https://m.booking.com,50000
global,202301,booking,https://cars.booking.com,100000
global,202301,booking,https://cs.booking.com,100000
global,202301,booking,https://gitlab.booking.com,100000
global,202301,booking,https://join.booking.com,100000
global,202301,booking,https://partner.booking.com,100000
global,202301,booking,https://app.business.booking.com,500000
global,202301,booking,https://community.booking.com,500000
global,202301,booking,https://docs.booking.com,500000
global,202301,booking,https://jira.booking.com,500000
global,202301,booking,https://jobs.booking.com,500000
global,202301,booking,https://office.booking.com,500000
global,202301,booking,https://okta.booking.com,500000
global,202301,booking,https://taxi.booking.com,500000
global,202301,booking,http://www.booking.com,1000000
global,202301,booking,https://business.booking.com,1000000
global,202301,booking,https://connect.booking.com,1000000
global,202301,booking,https://help.business.booking.com,1000000
global,202301,booking,https://insights.booking.com,1000000
global,202301,booking,https://portal.taxi.booking.com,1000000
global,202301,booking,https://procurement.booking.com,1000000
global,202301,booking,https://tableau.booking.com,1000000
global,202301,booking,https://wiki.booking.com,1000000
global,202301,booking,https://www.booking.cn,1000000
global,202401,booking,https://www.booking.com,1000
global,202401,booking,https://account.booking.com,5000
global,202401,booking,https://secure.booking.com,5000
global,202401,booking,https://cars.booking.com,50000
global,202401,booking,https://cs.booking.com,50000
global,202401,booking,https://flights.booking.com,50000
global,202401,booking,https://partner.booking.com,50000
global,202401,booking,https://sp.booking.com,50000
global,202401,booking,https://gitlab.booking.com,100000
global,202401,booking,https://join.booking.com,100000
global,202401,booking,https://m.booking.com,100000
global,202401,booking,https://app.business.booking.com,500000
global,202401,booking,https://cruises.booking.com,500000
global,202401,booking,https://docs.booking.com,500000
global,202401,booking,https://help.business.booking.com,500000
global,202401,booking,https://jira.booking.com,500000
global,202401,booking,https://jobs.booking.com,500000
global,202401,booking,https://office.booking.com,500000
global,202401,booking,https://okta.booking.com,500000
global,202401,booking,https://pickup.taxi.booking.com,500000
global,202401,booking,https://taxi.booking.com,500000
global,202401,booking,https://taxis.booking.com,500000
global,202401,booking,https://wiki.booking.com,500000
global,202401,booking,https://business.booking.com,1000000
global,202401,booking,https://careers.booking.com,1000000
global,202401,booking,https://connect.booking.com,1000000
global,202401,booking,https://insights.booking.com,1000000
global,202401,booking,https://pega.booking.com,1000000
global,202401,booking,https://procurement.booking.com,1000000
global,202401,booking,https://tableau.booking.com,1000000
global,202501,booking,https://www.booking.com,1000
global,202501,booking,https://account.booking.com,5000
global,202501,booking,https://secure.booking.com,5000
global,202501,booking,https://cars.booking.com,50000
global,202501,booking,https://cs.booking.com,50000
global,202501,booking,https://flights.booking.com,50000
global,202501,booking,https://gitlab.booking.com,50000
global,202501,booking,https://partner.booking.com,50000
global,202501,booking,https://join.booking.com,100000
global,202501,booking,https://m.booking.com,100000
global,202501,booking,https://taxis.booking.com,100000
global,202501,booking,https://cruises.booking.com,500000
global,202501,booking,https://help.business.booking.com,500000
global,202501,booking,https://insights.booking.com,500000
global,202501,booking,https://jira.booking.com,500000
global,202501,booking,https://office.booking.com,500000
global,202501,booking,https://okta.booking.com,500000
global,202501,booking,https://pega.booking.com,500000
global,202501,booking,https://pickup.taxi.booking.com,500000
global,202501,booking,https://wiki.booking.com,500000
global,202501,booking,https://account.booking.cn,1000000
global,202501,booking,https://bdx.booking.com,1000000
global,202501,booking,https://business.booking.com,1000000
global,202501,booking,https://careers.booking.com,1000000
global,202501,booking,https://connect.booking.com,1000000
global,202501,booking,https://cs-support-page.booking.com,1000000
global,202501,booking,https://docs.booking.com,1000000
global,202501,booking,https://grafana.booking.com,1000000
global,202501,booking,https://jobs.booking.com,1000000
global,202501,booking,https://kyc.booking.com,1000000
global,202501,booking,https://passport.booking.com,1000000
global,202501,booking,https://procurement.booking.com,1000000
global,202501,booking,https://surveys.booking.com,1000000
global,202501,booking,https://tableau.booking.com,1000000
global,202601,booking,https://www.booking.com,1000
global,202601,booking,https://account.booking.com,5000
global,202601,booking,https://secure.booking.com,5000
global,202601,booking,https://cars.booking.com,50000
global,202601,booking,https://flights.booking.com,50000
global,202601,booking,https://partner.booking.com,50000
global,202601,booking,https://join.booking.com,100000
global,202601,booking,https://taxis.booking.com,100000
global,202601,booking,https://cruises.booking.com,500000
global,202601,booking,https://cs.booking.com,500000
global,202601,booking,https://insights.booking.com,500000
global,202601,booking,https://jobs.booking.com,500000
global,202601,booking,https://m.booking.com,500000
global,202601,booking,https://okta.booking.com,500000
global,202601,booking,https://passport.booking.com,500000
global,202601,booking,https://bdx.booking.com,1000000
global,202601,booking,https://business.booking.com,1000000
global,202601,booking,https://careers.booking.com,1000000
global,202601,booking,https://connect.booking.com,1000000
global,202601,booking,https://cs-support-page.booking.com,1000000
global,202601,booking,https://grafana.booking.com,1000000
global,202601,booking,https://help.business.booking.com,1000000
global,202601,booking,https://kyc.booking.com,1000000
global,202601,booking,https://office.booking.com,1000000
global,202601,booking,https://procurement.booking.com,1000000
global,202601,booking,https://public-transport.booking.com,1000000
global,202601,booking,https://surveys.booking.com,1000000
global,202601,booking,https://verification-portal.booking.com,1000000
global,202608,booking,https://www.booking.com,1000
global,202608,booking,https://account.booking.com,5000
global,202608,booking,https://secure.booking.com,5000
global,202608,booking,https://cars.booking.com,50000
global,202608,booking,https://flights.booking.com,50000
global,202608,booking,https://partner.booking.com,50000
global,202608,booking,https://auth.booking.com,100000
global,202608,booking,https://join.booking.com,100000
global,202608,booking,https://taxis.booking.com,100000
global,202608,booking,https://cruises.booking.com,500000
global,202608,booking,https://cs-support-page.booking.com,500000
global,202608,booking,https://cs.booking.com,500000
global,202608,booking,https://grafana.booking.com,500000
global,202608,booking,https://okta.booking.com,500000
global,202608,booking,https://packages.booking.com,500000
global,202608,booking,https://public-transport.booking.com,500000
global,202608,booking,https://bdx.booking.com,1000000
global,202608,booking,https://careers.booking.com,1000000
global,202608,booking,https://connect.booking.com,1000000
global,202608,booking,https://help.business.booking.com,1000000
global,202608,booking,https://insights.booking.com,1000000
global,202608,booking,https://jobs.booking.com,1000000
global,202608,booking,https://m.booking.com,1000000
global,202608,booking,https://office.booking.com,1000000
global,202608,booking,https://passport.booking.com,1000000
global,202608,booking,https://procurement.booking.com,1000000
global,202608,booking,https://www.booking.cn,1000000
global,current,booking,https://www.booking.com,1000
global,current,booking,https://account.booking.com,5000
global,current,booking,https://secure.booking.com,5000
global,current,booking,https://cars.booking.com,50000
global,current,booking,https://flights.booking.com,50000
global,current,booking,https://partner.booking.com,50000
global,current,booking,https://auth.booking.com,100000
global,current,booking,https://join.booking.com,100000
global,current,booking,https://taxis.booking.com,100000
global,current,booking,https://cruises.booking.com,500000
global,current,booking,https://cs-support-page.booking.com,500000
global,current,booking,https://cs.booking.com,500000
