sha256,market,snapshot_start,panels,references,local_paths
4482b7f73788a3623c3b9da34f6046a0b6b0ef5cc1be93bc9e38afe29cd75a90,paris,2026-06-16,archive25,1,data/raw/listing_churn_panel/paris_2026-06-16_listings.csv.gz
56c7b83723a195d6e4d0bf6d6ecd6da9b43b00cda9c9f6c08ffe11b7ee79597d,sydney,2026-06-16,archive25,1,data/raw/listing_churn_panel/sydney_2026-06-16_listings.csv.gz
5934d6741afe7d3c0e4d82079c041fe6abf3e94fd0a19855126305cf73873ac7,barcelona,2026-08-23,historical13,1,data/raw/listing_churn_panel/barcelona_2026-08-23_listings.csv.gz
5a06b32e4776e705876ef09971acd2085f64e68de4fe10f04aecc8efd0a8281b,paris,2026-08-15,historical13,1,data/raw/listing_churn_panel/paris_2026-08-15_listings.csv.gz
5e2b0267729ea2f6c61c06e58621abae4a88ff852594ad9ccf1dec0a0d4f4c05,austin,2026-06-22,archive25,1,data/raw/listing_churn_panel/austin_2026-06-22_listings.csv.gz
62568e919cbf19ec5a16b4f9a39f92af5825bf333ece898ed78188d794208793,san-francisco,2026-06-14,archive25,1,data/raw/listing_churn_archive/san-francisco_2026-06-14_listings.csv.gz
66ca269c9819b900db621334a0b62a4cd678fb85a243eb09e2d88b16744bebf5,bangkok,2025-09-26,archive25,1,data/raw/listing_churn_archive/bangkok_2025-09-26_listings.csv.gz
6c9c3e359fb063e0b07d8533d54a42f681efec98cd6361baf1561ef5ef19cbd3,san-diego,2026-08-29,historical13,1,data/raw/listing_churn_execution/san-diego_2026-08-29_listings.csv.gz
6d886ebee5f16c3ca96494f5bd36da0bfec8a8d628d227a96abe960e7a48d2d4,sydney,2025-09-12,archive25 | historical13,2,data/raw/listing_churn_panel/sydney_2025-09-12_listings.csv.gz
6de13f7e0febbe7fef99cac582b6961551dd0644393f947fe4c1ed41cd830231,london,2025-09-14,archive25 | historical13,2,data/raw/listing_churn_panel/london_2025-09-14_listings.csv.gz
6e776ec9ab81e15e4acbb3bf52d4191b31bc43bab8dd4e2f426f072597d75db6,new-york-city,2025-09-01,archive25,1,data/raw/listing_churn_archive/new-york-city_2025-09-01_listings.csv.gz
76ae8416baa9285af75de0656c73bdf66382d3f69a33879280ae5c7f4f9e0456,chicago,2026-08-27,historical13,1,data/raw/listing_churn_execution/chicago_2026-08-27_listings.csv.gz
7c1e7d739a577279d8559960d5341e296bf329117e8f5e43f30c52a0927d6c5d,buenos-aires,2026-06-29,archive25,1,data/raw/listing_churn_archive/buenos-aires_2026-06-29_listings.csv.gz
84574484ee5750890f8c17cd586521461bece6005adcfb6feae9a0a61e337696,amsterdam,2025-09-11,archive25,1,data/raw/listing_churn_archive/amsterdam_2025-09-11_listings.csv.gz
85a413ccbb5901105013d77c42bc9c9839e555f22b1d6ea8d5760af70d80eacb,buenos-aires,2025-09-27,archive25,1,data/raw/listing_churn_archive/buenos-aires_2025-09-27_listings.csv.gz
85eedfb44856307715435dde86cb1f926685f1fb8f981db077e04b32e0448376,milan,2026-06-25,archive25,1,data/raw/listing_churn_archive/milan_2026-06-25_listings.csv.gz
8f0e61e8eef19a0af6a9337cf72442375e390b32784fa4f32b4f9c14c9cc9f69,chicago,2026-06-24,archive25,1,data/raw/listing_churn_execution/chicago_2026-06-24_listings.csv.gz
9757b333ba13f7185a386dc02ec72c492437129561f40c53880f0cda0298f8ea,rome,2025-09-14,archive25 | historical13,2,data/raw/listing_churn_panel/rome_2025-09-14_listings.csv.gz
a50efc7b11ef0a0786e38787ae2d4f47af1009943a1049503b676cc4b770fcbd,new-york-city,2025-10-01,historical13,1,data/raw/listing_churn_panel/new-york-city_2025-10-01_listings.csv.gz
a86616837b1e65029afb951d0c1b828b97bb96b609efb07296d4c6fb9d644e2a,london,2026-08-18,historical13,1,data/raw/listing_churn_panel/london_2026-08-18_listings.csv.gz
a95bcdd468102c1771fddfe88bc2c724187c8360b881b31005e51f74b33861f4,san-diego,2025-09-25,archive25 | historical13,2,data/raw/listing_churn_execution/san-diego_2025-09-25_listings.csv.gz
aefc9848413a265973255a3ba6e43b650b645f9ee558a2474912e9c9d06a77fa,barcelona,2026-06-24,archive25,1,data/raw/listing_churn_panel/barcelona_2026-06-24_listings.csv.gz
af74baa1264a4bb54ad674fc0becc45180afbc4a0ab6e56028ff62941565f78f,mexico-city,2025-09-27,archive25 | historical13,2,data/raw/listing_churn_panel/mexico-city_2025-09-27_listings.csv.gz
b17b99f9c421c566cc26a1c89a0b3d16b4c7f3dc74e659141900ccbac316b20e,bangkok,2026-06-29,archive25,1,data/raw/listing_churn_archive/bangkok_2026-06-29_listings.csv.gz
b5783f9fbdc31a2b76cb19ee66921385228e4492fe681fa03957eb6925a78718,berlin,2025-09-23,archive25,1,data/raw/listing_churn_archive/berlin_2025-09-23_listings.csv.gz
b608bedbebd1ba444c4296570de19e7e7cf50fbc90130d57e279177af5422b56,new-orleans,2026-06-16,archive25,1,data/raw/listing_churn_panel/new-orleans_2026-06-16_listings.csv.gz
b98d554eb4d06bf2d598c14b74bd2d5cd92efb5e721eadd85a5640ac1a78d533,paris,2025-09-12,archive25 | historical13,2,data/raw/listing_churn_panel/paris_2025-09-12_listings.csv.gz
bbe24eee4a96cb41a157e8b3eed9420225ec9fb94137233d9c2f4ce6d64eebfe,mexico-city,2026-06-15,archive25,1,data/raw/listing_churn_panel/mexico-city_2026-06-15_listings.csv.gz
c029e69b94867586d4816402324bf38c67c2eb1ab3dd3e95a3663c384a213c0a,new-orleans,2026-08-15,historical13,1,data/raw/listing_churn_panel/new-orleans_2026-08-15_listings.csv.gz
c02f97d432f9affcb9ccaf7cdceeb869ff27fbb24f4e48758b12508bfb43eea8,rio-de-janeiro,2025-09-26,archive25,1,data/raw/listing_churn_archive/rio-de-janeiro_2025-09-26_listings.csv.gz
c3fb728312a94f5de58127cc1490d1018a805d547e7d6239a74b363f1e25cf4f,new-orleans,2025-09-11,archive25 | historical13,2,data/raw/listing_churn_panel/new-orleans_2025-09-11_listings.csv.gz
d27723c05e4baa34dbd44f8d24e4bb0591703623d817573b09838580c01f01bc,rome,2026-08-25,historical13,1,data/raw/listing_churn_panel/rome_2026-08-25_listings.csv.gz
d48df093a3fe7acaa13619ab7976bc7b834e006cde306a1c2d11e30b0ee4034e,tokyo,2025-09-29,archive25,1,data/raw/listing_churn_archive/tokyo_2025-09-29_listings.csv.gz
d61a61f0e4eea94b00717aa64fcdc9b3dca1cac8c05e69987423936d1d61489a,tokyo,2026-06-30,archive25,1,data/raw/listing_churn_archive/tokyo_2026-06-30_listings.csv.gz
de360747802aa61a094e20e74f3e4f4e15c94f365a33c3acfb8ab106c89bb414,san-diego,2026-06-27,archive25,1,data/raw/listing_churn_execution/san-diego_2026-06-27_listings.csv.gz
e51f645c60c2059561cabba9766d3ccdc6be72185d6a3a9f7d6bb4bbf687ce0c,sydney,2026-08-15,historical13,1,data/raw/listing_churn_panel/sydney_2026-08-15_listings.csv.gz
e67b01d8b46e04f8ea85cd401dc6deeadef3b482fccf39e0388020d63c394062,amsterdam,2026-06-15,archive25,1,data/raw/listing_churn_archive/amsterdam_2026-06-15_listings.csv.gz
e6d6975bd21f24895f204e3ed8af538329132f35b3958d99b3491c8ba65561db,singapore,2026-06-29,archive25,1,data/raw/listing_churn_archive/singapore_2026-06-29_listings.csv.gz
ebc99e8a5ff2f60cbd91323571c2bdf1f8c2c74fe3ac9669d7c9a24d2294dec5,los-angeles,2026-06-15,archive25,1,data/raw/listing_churn_panel/los-angeles_2026-06-15_listings.csv.gz
ee4b83816a465be3df5b645ca510c38aba3ad9bab17e275c3377488a54c07e32,nashville,2025-09-23,archive25 | historical13,2,data/raw/listing_churn_panel/nashville_2025-09-23_listings.csv.gz
ee8673930b70c6563f7ad42f90fa02595ee495bd0e9c2a6186ad310442cab024,los-angeles,2025-09-01,archive25 | historical13,2,data/raw/listing_churn_panel/los-angeles_2025-09-01_listings.csv.gz
f21bbddc473946b759d8ae5db2bb3c795bd722272cc7f85932f4e3787c047af5,milan,2025-09-22,archive25,1,data/raw/listing_churn_archive/milan_2025-09-22_listings.csv.gz
f32fbf1bdd3a4fcdb58ffe901b4ac20d8614f77cd36f1e3bbd18523e6e2acabd,london,2026-06-19,archive25,1,data/raw/listing_churn_panel/london_2026-06-19_listings.csv.gz
f3f243214fd5d3c209c36b9fbde54cd11e0a23591a813d1beff130ac781b090f,austin,2025-09-16,archive25 | historical13,2,data/raw/listing_churn_panel/austin_2025-09-16_listings.csv.gz
f44dafb940763f53e8ce47072e963f1b28e3f9b69f4cea14f3077a6c9d84b63e,rome,2026-06-20,archive25,1,data/raw/listing_churn_panel/rome_2026-06-20_listings.csv.gz
f4f5fb9389d3abdf89b73fcd26f0ad180c5b11447ca6f7580350deb165a916c2,rio-de-janeiro,2026-06-24,archive25,1,data/raw/listing_churn_archive/rio-de-janeiro_2026-06-24_listings.csv.gz
f6e61e1d11e301b5d7fbf0888db7037a04fb22df0b44182c04e41075d38abb83,barcelona,2025-09-14,archive25 | historical13,2,data/raw/listing_churn_panel/barcelona_2025-09-14_listings.csv.gz
