method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
alpha-a2,guide_mid_next_q,guide_mid,2025Q4,2025-11-06,0,2711.2967713197595,2702.8099338050047,W1,PIT,2,3,2633.415621036183,2649.269600166144,2673.8528390716474,2735.3733515319063,2763.920854008688,2780.5341126489284,,,,,,,,,2025-11-06,nested_PIT,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; nested PIT,1.1
alpha-a2,guide_mid_next_q,guide_mid,2025Q4,2025-11-06,0,2711.2967713197595,2702.8099338050047,W2,PIT,2,3,2633.415621036183,2649.269600166144,2673.8528390716474,2735.3733515319063,2763.920854008688,2780.5341126489284,,,,,,,,,2025-11-06,nested_PIT,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; nested PIT,1.1
alpha-a2,guide_mid_next_q,guide_mid,2025Q4,2025-11-06,0,2729.6761100426565,2713.64944812577,W1,full_sample,2,4,2627.973108204607,2644.290912964968,2675.589349082652,2757.7711438734104,2794.3194118184156,2814.8854621988794,,,,,,,,,2025-11-06,retrospective_fixed_ewm,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; retrospective selection,1.1
alpha-a2,guide_mid_next_q,guide_mid,2025Q4,2025-11-06,0,2729.6761100426565,2713.64944812577,W2,full_sample,2,4,2627.973108204607,2644.290912964968,2675.589349082652,2757.7711438734104,2794.3194118184156,2814.8854621988794,,,,,,,,,2025-11-06,retrospective_fixed_ewm,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; retrospective selection,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q1,2026-02-12,0,2649.170508020707,2681.0893147092256,W1,PIT,2,3,2552.668387422245,2570.19175314709,2613.8497963452583,2728.7152647838284,2763.4684162348485,2782.634404189723,,,,,,,,,2026-02-12,nested_PIT,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; nested PIT,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q1,2026-02-12,0,2649.170508020707,2681.0893147092256,W2,PIT,2,3,2552.668387422245,2570.19175314709,2613.8497963452583,2728.7152647838284,2763.4684162348485,2782.634404189723,,,,,,,,,2026-02-12,nested_PIT,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; nested PIT,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q1,2026-02-12,0,2662.629724845883,2681.53936469163,W1,full_sample,2,5,2512.2064515187135,2540.1914636297606,2614.521979960252,2734.758365231485,2779.2818278973773,2802.1517495553667,,,,,,,,,2026-02-12,retrospective_fixed_ewm,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; retrospective selection,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q1,2026-02-12,0,2662.629724845883,2681.53936469163,W2,full_sample,2,5,2512.2064515187135,2540.1914636297606,2614.521979960252,2734.758365231485,2779.2818278973773,2802.1517495553667,,,,,,,,,2026-02-12,retrospective_fixed_ewm,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; retrospective selection,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q2,2026-05-07,0,3537.7603445991504,3531.6897083879385,W1,PIT,2,4,3425.4382414728984,3445.740465131884,3484.354345487359,3567.9731797195764,3598.1061293699245,3614.9880028176744,,,,,,,,,2026-05-07,nested_PIT,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; nested PIT,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q2,2026-05-07,0,3537.7603445991504,3531.6897083879385,W2,PIT,2,4,3425.4382414728984,3445.740465131884,3484.354345487359,3567.9731797195764,3598.1061293699245,3614.9880028176744,,,,,,,,,2026-05-07,nested_PIT,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; nested PIT,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q2,2026-05-07,0,3572.6498918339225,3500.8804987691674,W1,full_sample,2,5,3347.4407297966613,3378.5063022044073,3432.2489540552538,3604.6896912921807,3821.7794406918833,3869.5505037542143,,,,,,,,,2026-05-07,retrospective_fixed_ewm,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; retrospective selection,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q2,2026-05-07,0,3572.6498918339225,3500.8804987691674,W2,full_sample,2,5,3347.4407297966613,3378.5063022044073,3432.2489540552538,3604.6896912921807,3821.7794406918833,3869.5505037542143,,,,,,,,,2026-05-07,retrospective_fixed_ewm,Guide-close via K0 d+1; K0 kernel and cushion predictive bootstrap; retrospective selection,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q4,2026-09-13,1,3158.227962491611,3148.0120036424246,LIVE,PIT,4,5,2955.150330181487,2998.0307933533295,3068.9397833159946,3226.9053966168685,3301.395688143367,3347.1433073928642,,,,,,,,,2026-09-11,conditional_RNPL_ledger_scenario,5 Nov guide scenario; unknown Q3 GBV from K0 conditional ledger; 2 extra regression parameters,1.1
alpha-a2,guide_mid_next_q,guide_mid,2026Q4,2026-09-13,1,3158.227962491611,3148.0120036424246,LIVE,full_sample,4,5,2955.150330181487,2998.0307933533295,3068.9397833159946,3226.9053966168685,3301.395688143367,3347.1433073928642,,,,,,,,,2026-09-11,conditional_RNPL_ledger_scenario,5 Nov guide scenario; unknown Q3 GBV from K0 conditional ledger; 2 extra regression parameters,1.1
