file,market,snapshot,sha256,compressed_bytes,raw_rows,raw_listings,used_rows,used_listings,stay_date_min,stay_date_max,source_url,region
bangkok_2025-05-26_calendar.csv.gz,bangkok,2025-05-26,6490ffc6cd1d2073b6256f5f1e07ce2bd5a4a0517184c3adafac59e7dc95b62a,21421325,8325979,22813,8325979,22813,2025-05-27,2026-05-28,,apac
bangkok_2025-06-24_calendar.csv.gz,bangkok,2025-06-24,51e578e412fc8aef08df791930813196111591e2e48c66d3ddf7452b21dd3143,24238485,10291549,28196,10291549,28196,2025-06-24,2026-07-03,,apac
bangkok_2025-07-26_calendar.csv.gz,bangkok,2025-07-26,74d936d9fa85d26dda74c94581e4437422f429a638686a115d9a68a5916bd93e,24450006,10400314,28494,10400314,28494,2025-07-27,2026-07-27,,apac
bangkok_2025-08-28_calendar.csv.gz,bangkok,2025-08-28,7167d197ce2b5d556c67a6ece0701ddd80c5cec8222fd081a1e69c976f8871f6,24101275,10541202,28880,10541202,28880,2025-08-28,2026-08-29,,apac
bangkok_2025-09-26_calendar.csv.gz,bangkok,2025-09-26,e25aad26b3d212f4e1a5ea8d0f0014b0674b4457d4c691227f2c92d68b582591,25037176,10514202,28806,10514202,28806,2025-09-26,2026-09-27,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-09-26/data/calendar.csv.gz,apac
bangkok_2025-12-28_calendar.csv.gz,bangkok,2025-12-28,604b44651a94620f2d76797a6f92b6c2963471e5d73a76400e224676e9b83e57,25993407,10909120,29888,10909120,29888,2025-12-29,2027-01-04,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-12-28/data/calendar.csv.gz,apac
bangkok_2026-03-30_calendar.csv.gz,bangkok,2026-03-30,e34e86eb526762d952d1d58c3f8d491ce24ed6c88ce2633c66213938cacff280,13772435,6002062,16444,6002062,16444,2026-03-30,2027-04-01,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-03-30/data/calendar.csv.gz,apac
bangkok_2026-06-29_calendar.csv.gz,bangkok,2026-06-29,6f16562db6c963f495c75d0b1183e5fc44ca3fcf5294d539f3eda7a731bff07b,25955190,11340155,31069,11340155,31069,2026-06-29,2027-07-01,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-06-29/data/calendar.csv.gz,apac
bangkok_2026-08-30_calendar.csv.gz,bangkok,2026-08-30,d616c95a9b72003efd6a934acde4742148330a4e7d8056ba01f5f93c9fd65816,27054361,11393479,31215,11393479,31215,2026-08-30,2027-09-02,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-08-30/data/calendar.csv.gz,apac
barcelona_2025-08-10_calendar.csv.gz,barcelona,2025-08-10,7714b49e0e04926692b2d6dbe0e9aff01473550912c8035e7963def2979f888f,16992211,7053632,19325,7053632,19325,2025-08-10,2026-08-11,,emea
barcelona_2025-09-14_calendar.csv.gz,barcelona,2025-09-14,93910af6c45362c3c7da75a5fbfa4342ab59dd6a36432ea2913ed3050f440b53,16600259,7084654,19410,7084654,19410,2025-09-14,2026-09-14,https://data.insideairbnb.com/spain/catalonia/barcelona/2025-09-14/data/calendar.csv.gz,emea
barcelona_2025-12-14_calendar.csv.gz,barcelona,2025-12-14,6a37987bb08fbf74bb8fa9d2dd92697c0089c13c31bfda15216855ee61596c75,15965321,6634623,18177,6634623,18177,2025-12-14,2026-12-14,https://data.insideairbnb.com/spain/catalonia/barcelona/2025-12-14/data/calendar.csv.gz,emea
barcelona_2026-03-21_calendar.csv.gz,barcelona,2026-03-21,0cbcc9e6b046271be9f5a086328229aa34454c2020db0ad4a66d8bb23c76928b,13885049,5879060,16107,5879060,16107,2026-03-21,2027-03-21,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-03-21/data/calendar.csv.gz,emea
barcelona_2026-06-24_calendar.csv.gz,barcelona,2026-06-24,556080001bee9da05cd89277f14117cf45a3dc9eaf5434839d224470905ac215,13298828,5623190,15406,5623190,15406,2026-06-24,2027-07-02,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-06-24/data/calendar.csv.gz,emea
barcelona_2026-08-23_calendar.csv.gz,barcelona,2026-08-23,823913dd603609e20f0ab13bf75f81e946f670cee6799e7a32950565da44b4aa,14058536,5923109,16227,5923109,16227,2026-08-23,2027-08-28,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-08-23/data/calendar.csv.gz,emea
barossa-valley_2025-09-27_calendar.csv.gz,barossa-valley,2025-09-27,3c43d438e6ac57108d69ca688d584d03fd691a194b119991ee2cc8a0fbaeb824,315997,128845,353,128845,353,2025-09-27,2026-09-26,https://data.insideairbnb.com/australia/sa/barossa-valley/2025-09-27/data/calendar.csv.gz,apac
barossa-valley_2025-12-28_calendar.csv.gz,barossa-valley,2025-12-28,3c4c0c774863c412f2115c6854f1011637fe1a962786507df52d4f1dbc2a56fe,334730,132130,362,132130,362,2025-12-28,2027-01-04,https://data.insideairbnb.com/australia/sa/barossa-valley/2025-12-28/data/calendar.csv.gz,apac
barossa-valley_2026-03-30_calendar.csv.gz,barossa-valley,2026-03-30,b7636bd7b50bb516e692fdc99a429b8b54782402e2ceff5403be5820aaa841b6,295492,117895,323,117895,323,2026-03-30,2027-03-29,https://data.insideairbnb.com/australia/sa/barossa-valley/2026-03-30/data/calendar.csv.gz,apac
barossa-valley_2026-06-29_calendar.csv.gz,barossa-valley,2026-06-29,96847c8cec4786777fe1a250b579d95e404f041f445451af8741df319ca8a345,326095,131400,360,131400,360,2026-06-29,2027-07-01,https://data.insideairbnb.com/australia/sa/barossa-valley/2026-06-29/data/calendar.csv.gz,apac
barossa-valley_2026-08-30_calendar.csv.gz,barossa-valley,2026-08-30,344362480f9bd5ded81b3e3ae9f3af523d77a6ed78a674e1f2a150e4b0834196,325869,131765,361,131765,361,2026-08-30,2027-08-29,https://data.insideairbnb.com/australia/sa/barossa-valley/2026-08-30/data/calendar.csv.gz,apac
barwon-south-west-vic_2025-03-21_calendar.csv.gz,barwon-south-west-vic,2025-03-21,0e0eeefada985f3aa7997b53b5be3f118318a49b28af53650e96b54ecc262f14,6864365,2715235,7439,2715235,7439,2025-03-21,2026-03-20,,apac
barwon-south-west-vic_2025-04-26_calendar.csv.gz,barwon-south-west-vic,2025-04-26,7f65971dd0df61c2910179e2f72375114cd7f22dd91d1a42438801b11c09ded4,6865630,2710206,7426,2710206,7426,2025-04-26,2026-05-04,,apac
barwon-south-west-vic_2025-05-28_calendar.csv.gz,barwon-south-west-vic,2025-05-28,9f80cb7f70c694f0bcd3f2061d074a62d025874530d33da8bd1c299141144e63,4962077,1965525,5385,1965525,5385,2025-05-29,2026-05-28,,apac
barwon-south-west-vic_2025-06-25_calendar.csv.gz,barwon-south-west-vic,2025-06-25,3b5fea6486c921b8686c15d9bfe5d68b448f01fda88cc143e27a25ff4ca289b4,6323245,2651362,7264,2651362,7264,2025-06-25,2026-06-29,,apac
barwon-south-west-vic_2025-07-27_calendar.csv.gz,barwon-south-west-vic,2025-07-27,b798f4abda08972e1eba67535c3287ee3a1117d262d086772ee5d1bc7190bfae,6326569,2644791,7246,2644791,7246,2025-07-27,2026-07-27,,apac
barwon-south-west-vic_2025-08-30_calendar.csv.gz,barwon-south-west-vic,2025-08-30,964392ce97c78b79c0c424eb51d5be9093b48926b2785c095e277c7419feffc5,6383112,2651360,7264,2651360,7264,2025-08-30,2026-08-29,,apac
barwon-south-west-vic_2025-09-28_calendar.csv.gz,barwon-south-west-vic,2025-09-28,e54994f4b490ebd66575deee2c560c6a4159d5c3602581e4f4fcbad4d78ca99a,6440898,2657200,7280,2657200,7280,2025-09-28,2026-09-27,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-09-28/data/calendar.csv.gz,apac
barwon-south-west-vic_2025-12-29_calendar.csv.gz,barwon-south-west-vic,2025-12-29,95e00f2ae81da7c84a7c92b4821a3f45f1c353abdf237157e9c65390c867150e,6806325,2711585,7429,2711585,7429,2025-12-30,2027-01-04,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-12-29/data/calendar.csv.gz,apac
barwon-south-west-vic_2026-03-30_calendar.csv.gz,barwon-south-west-vic,2026-03-30,7b1f541b8f4908555ecd7b80efc3650001a2ce61181a6bf2dbacde02fb94520c,5254397,2133064,5844,2133064,5844,2026-03-30,2027-04-01,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2026-03-30/data/calendar.csv.gz,apac
barwon-south-west-vic_2026-06-29_calendar.csv.gz,barwon-south-west-vic,2026-06-29,2d6b52a0673d6c74c0afb8b04eea002e62821d61ba4badf3bbb0f25082dcc3a4,6347684,2589679,7095,2589679,7095,2026-06-29,2027-07-01,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2026-06-29/data/calendar.csv.gz,apac
barwon-south-west-vic_2026-08-31_calendar.csv.gz,barwon-south-west-vic,2026-08-31,75d1318608e87207045654854f7ca8cc464ad04aeb8e53d2a0f74abec95f8887,6284520,2582740,7076,2582740,7076,2026-08-31,2027-09-01,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2026-08-31/data/calendar.csv.gz,apac
belize_2025-03-23_calendar.csv.gz,belize,2025-03-23,596ce958170e026fff5db1fd8c4463da2a3cf81a06c4dd54e09fb6c6672cdc4e,3191513,1253045,3433,1253045,3433,2025-03-23,2026-03-22,,latam
belize_2025-04-27_calendar.csv.gz,belize,2025-04-27,fb011096d00fccb37807b411c55c67d367e649d4ac40158c54c64070b151337d,3258135,1277500,3500,1277500,3500,2025-04-27,2026-05-04,,latam
belize_2025-06-25_calendar.csv.gz,belize,2025-06-25,ac60211d42aa4d6345e8de2a9fde9849de0db8b30c3186082917e06d90b0a873,3092062,1296481,3552,1296481,3552,2025-06-25,2026-07-03,,latam
belize_2025-07-29_calendar.csv.gz,belize,2025-07-29,4d2034f3eb0cba974f38ef6848c770476ef7dddc8df0590a1d4aac6fba4f77af,3157586,1298305,3557,1298305,3557,2025-07-29,2026-07-28,,latam
belize_2025-08-30_calendar.csv.gz,belize,2025-08-30,3de062462a36da46a7107499e3c36f490e2be0e8118da037bdcaf10eba167b7f,3178728,1301955,3567,1301955,3567,2025-08-30,2026-08-29,,latam
belize_2025-09-28_calendar.csv.gz,belize,2025-09-28,dc9e4f7199b7152567e9d1c5e9421bc8171c1c9dfc461f9ef5f9af6431115152,3227580,1307065,3581,1307065,3581,2025-09-28,2026-09-27,https://data.insideairbnb.com/belize/bz/belize/2025-09-28/data/calendar.csv.gz,latam
belize_2025-12-29_calendar.csv.gz,belize,2025-12-29,903aa8219917a03462344d6c8c739fb9ff1e4d3263d969d9731a11135080d160,3366105,1324950,3630,1324950,3630,2025-12-30,2027-01-04,https://data.insideairbnb.com/belize/bz/belize/2025-12-29/data/calendar.csv.gz,latam
belize_2026-03-30_calendar.csv.gz,belize,2026-03-30,237f888ae1f40ddede027240c5d619aba0b0857f9dcd64301133f1634d3867a1,2825775,1122016,3074,1122016,3074,2026-03-30,2027-04-01,https://data.insideairbnb.com/belize/bz/belize/2026-03-30/data/calendar.csv.gz,latam
belize_2026-06-29_calendar.csv.gz,belize,2026-06-29,4ca2bc6390332c843d46f8cb7f86a1b86ef88da98cd143b70530f1b9da58630c,3159423,1316920,3608,1316920,3608,2026-06-29,2027-07-02,https://data.insideairbnb.com/belize/bz/belize/2026-06-29/data/calendar.csv.gz,latam
belize_2026-08-31_calendar.csv.gz,belize,2026-08-31,3c15d73edf282927e2f2c8f1fe3b9ed66a69806d4091f6518769828785691959,3205630,1332250,3650,1332250,3650,2026-08-31,2027-08-31,https://data.insideairbnb.com/belize/bz/belize/2026-08-31/data/calendar.csv.gz,latam
bogota_2026-06-21_calendar.csv.gz,bogota,2026-06-21,bebfa9abdf49d3cfaf0f39d139855237ac4429081b3cbc8598a6008c34a4477f,16028623,7003255,19187,7003255,19187,2026-06-21,2027-06-21,https://data.insideairbnb.com/colombia/dc/bogot%C3%A1/2026-06-21/data/calendar.csv.gz,latam
bogota_2026-08-18_calendar.csv.gz,bogota,2026-08-18,77cdaea0f53c31bcf71891b040970631cbd41b5a129cd8fd18da5ec6ae219fe8,16291542,7112397,19486,7112397,19486,2026-08-19,2027-08-27,https://data.insideairbnb.com/colombia/dc/bogot%C3%A1/2026-08-18/data/calendar.csv.gz,latam
brisbane_2025-08-04_calendar.csv.gz,brisbane,2025-08-04,17db37560a0a57e59de1272cae00c91208b28539a3e47ca7e4074cc51fc8db96,5001914,2107510,5774,2107510,5774,2025-08-04,2026-08-03,,apac
brisbane_2025-10-07_calendar.csv.gz,brisbane,2025-10-07,52b9796179f7f1e2f88f7913745155397f175c9dff11eb5eec64c21c408b4127,5313476,2216286,6072,2216286,6072,2025-10-07,2026-10-07,https://data.insideairbnb.com/australia/qld/brisbane/2025-10-07/data/calendar.csv.gz,apac
brisbane_2026-01-16_calendar.csv.gz,brisbane,2026-01-16,08d402a6d398cec8992ed788b76020a217acbd8fd0d003fbb93d6a4a49f7f740,5042233,2066995,5663,2066995,5663,2026-01-16,2027-01-15,https://data.insideairbnb.com/australia/qld/brisbane/2026-01-16/data/calendar.csv.gz,apac
brisbane_2026-03-19_calendar.csv.gz,brisbane,2026-03-19,9c259fc1c51fe561e781a476a132c2094a76c24ecd1c273886ef6251f9334cc4,5037991,2087800,5720,2087800,5720,2026-03-19,2027-03-18,https://data.insideairbnb.com/australia/qld/brisbane/2026-03-19/data/calendar.csv.gz,apac
brisbane_2026-06-15_calendar.csv.gz,brisbane,2026-06-15,2cb7d1d1eec8e7323e0bbc5f0ecf0530fdce99ee349c23f567c45b21a5589d7e,5605223,2316655,6347,2316655,6347,2026-06-15,2027-06-23,https://data.insideairbnb.com/australia/qld/brisbane/2026-06-15/data/calendar.csv.gz,apac
brisbane_2026-08-13_calendar.csv.gz,brisbane,2026-08-13,1bf6aa115ca793687e83a5413a7168aa76374bc1ba790ceac8a478ebd6a2edeb,5685070,2340380,6412,2340380,6412,2026-08-13,2027-08-12,https://data.insideairbnb.com/australia/qld/brisbane/2026-08-13/data/calendar.csv.gz,apac
buenos-aires_2025-07-27_calendar.csv.gz,buenos-aires,2025-07-27,2106b544e535bec3ad6d7905eb1db98ea162170274b11d687b5f4a059b137a01,23392296,10011593,27429,10011593,27429,2025-07-27,2026-07-28,,latam
buenos-aires_2025-08-29_calendar.csv.gz,buenos-aires,2025-08-29,8011857a64f72da6efd7329d0ceeeeda5cc0edd03870f507da0589a28393b483,23327965,9940416,27234,9940416,27234,2025-08-30,2026-08-30,,latam
buenos-aires_2025-09-27_calendar.csv.gz,buenos-aires,2025-09-27,d8d9985e789c9d4486e3516d7769e0f5d71993213fa19ec48df50f5742935944,23268675,9834936,26945,9834936,26945,2025-09-27,2026-09-27,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2025-09-27/data/calendar.csv.gz,latam
buenos-aires_2025-11-27_calendar.csv.gz,buenos-aires,2025-11-27,27336002187c469ae32ddc1e378ed9d56906d792f4f5cfffc09c8ab12737cbad,23446977,9749556,26711,9749556,26711,2025-11-27,2026-11-28,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2025-11-27/data/calendar.csv.gz,latam
buenos-aires_2026-03-30_calendar.csv.gz,buenos-aires,2026-03-30,0c7bc7cb2a2f388832d278d1154421f248d5a1409e4d06b90490abf66a0aab57,23770765,10226935,28019,10226935,28019,2026-04-06,2027-04-05,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-03-30/data/calendar.csv.gz,latam
buenos-aires_2026-06-29_calendar.csv.gz,buenos-aires,2026-06-29,29ae44c47feced0a30f113f28f8179b1a12173e9cd965cc58cc117c4e8b135b8,25374176,10835026,29685,10835026,29685,2026-06-29,2027-07-01,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-06-29/data/calendar.csv.gz,latam
buenos-aires_2026-08-30_calendar.csv.gz,buenos-aires,2026-08-30,f7bcf12138d45a74fcb5004043d6bb254ce3928621ce48f35f169c13d723c629,26480130,10831348,29675,10831348,29675,2026-08-30,2027-09-02,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-30/data/calendar.csv.gz,latam
chicago_2025-02-16_calendar.csv.gz,chicago,2025-02-16,b1d4db833beae445602682e6d78b3d50c931911cf16a9fea09da403cd430c6cb,8059281,3189911,8744,3189911,8744,2025-02-16,2026-02-19,,na
chicago_2025-03-11_calendar.csv.gz,chicago,2025-03-11,d4e79ddf5fcbceace099940103cc1c05d3350499e31b055002e8d9a1724abec7,7981076,3187677,8731,3187677,8731,2025-03-11,2026-03-14,,na
chicago_2025-04-17_calendar.csv.gz,chicago,2025-04-17,d9d9298fae8c6e8b16181066310958588cbcd5f5849cfd4e4a2a3ae95800d9a8,7735558,3090100,8468,3090100,8468,2025-04-17,2026-04-16,,na
chicago_2025-05-14_calendar.csv.gz,chicago,2025-05-14,0db80101444172a9b3fb128bce5ce989469d8b63d47c53cf60d41dcaf3dd5954,7879958,3145546,8620,3145546,8620,2025-05-14,2026-05-14,,na
chicago_2025-07-20_calendar.csv.gz,chicago,2025-07-20,2067c0b775750293b932bc4c44ac128287c866d8611aef4a1ac916101d735057,7554637,3182809,8720,3182809,8720,2025-07-20,2026-07-20,,na
chicago_2025-08-19_calendar.csv.gz,chicago,2025-08-19,349b7449000347e4342b01aaaaa832abf5be45da07ae45d97d384aecee0cf9ec,7557381,3176230,8702,3176230,8702,2025-08-19,2026-08-18,,na
chicago_2025-09-22_calendar.csv.gz,chicago,2025-09-22,189e419fcf296fb21a35bd5a94fa4f26b996f7f02d155db73eddcbb618bc9768,7567279,3161995,8663,3161995,8663,2025-09-22,2026-09-23,https://data.insideairbnb.com/united-states/il/chicago/2025-09-22/data/calendar.csv.gz,na
chicago_2025-12-25_calendar.csv.gz,chicago,2025-12-25,bb49000316540f03da78caeefd241d4ee29303a91f7b584cd9f933a5b3c10562,7951196,3242665,8884,3242665,8884,2025-12-25,2027-01-04,https://data.insideairbnb.com/united-states/il/chicago/2025-12-25/data/calendar.csv.gz,na
chicago_2026-03-27_calendar.csv.gz,chicago,2026-03-27,e713f8402dee242df56f9a0f3b9792a41c8b03c4d335db33718460d88303f829,4663363,1880845,5153,1880845,5153,2026-03-27,2027-03-26,https://data.insideairbnb.com/united-states/il/chicago/2026-03-27/data/calendar.csv.gz,na
chicago_2026-06-24_calendar.csv.gz,chicago,2026-06-24,4af77df529320795253b9be25f9adf515ed85963e35098f3b8401e505b8515f7,7660525,3176963,8704,3176963,8704,2026-06-24,2027-07-02,https://data.insideairbnb.com/united-states/il/chicago/2026-06-24/data/calendar.csv.gz,na
chicago_2026-08-27_calendar.csv.gz,chicago,2026-08-27,691130e1400c7236626d427f5812371fb1d93fbbe6d89c3a638827f96438ff07,7727495,3203970,8778,3203970,8778,2026-08-27,2027-08-29,https://data.insideairbnb.com/united-states/il/chicago/2026-08-27/data/calendar.csv.gz,na
hong-kong_2025-03-16_calendar.csv.gz,hong-kong,2025-03-16,90e84afe123fe11cde231c88e69085e5ffebaf01c1fb4e52cd15c3ac81c93749,6030637,2486380,6812,2486380,6812,2025-03-16,2026-03-15,,apac
hong-kong_2025-04-20_calendar.csv.gz,hong-kong,2025-04-20,19688f2c1240f330da0c191931977e30c6c6b49afabd7c08d5c3efe7d1d9baa5,6072848,2502805,6857,2502805,6857,2025-04-20,2026-04-30,,apac
hong-kong_2025-05-18_calendar.csv.gz,hong-kong,2025-05-18,16ea0b3cecb728b3958b18e31581cb5cc0b03414097b41bf8ec869b9b1596325,6088230,2506845,6869,2506845,6869,2025-05-18,2026-05-18,,apac
hong-kong_2025-07-24_calendar.csv.gz,hong-kong,2025-07-24,6db717a18b064af42640a868a7da89b92e70b8dfc4e16490b53f7b9092871c40,5783933,2547700,6980,2547700,6980,2025-07-24,2026-07-23,,apac
hong-kong_2025-08-24_calendar.csv.gz,hong-kong,2025-08-24,72fa5b099485a50f0ef4c54a59adf4b0ff252c1e8fab4d2798de2fdfb648c234,5756670,2530180,6932,2530180,6932,2025-08-24,2026-08-27,,apac
hong-kong_2025-09-23_calendar.csv.gz,hong-kong,2025-09-23,9e3373cff44b7711cd0af51f4f9b475d4e9f254d76b3f1f0ebff1666724d666b,5701352,2482366,6801,2482366,6801,2025-09-23,2026-09-23,https://data.insideairbnb.com/china/hk/hong-kong/2025-09-23/data/calendar.csv.gz,apac
hong-kong_2025-12-27_calendar.csv.gz,hong-kong,2025-12-27,16789e769de353e0caa597b3bad059a3ed899fb5064d001f0b04634dbcf61d97,5723493,2419950,6630,2419950,6630,2025-12-28,2027-01-04,https://data.insideairbnb.com/china/hk/hong-kong/2025-12-27/data/calendar.csv.gz,apac
hong-kong_2026-03-29_calendar.csv.gz,hong-kong,2026-03-29,c3d490539e6f3e362b0528888e2b1973a66a685f656ffa32f97fe275965e8497,1811148,771975,2115,771975,2115,2026-03-29,2027-03-28,https://data.insideairbnb.com/china/hk/hong-kong/2026-03-29/data/calendar.csv.gz,apac
hong-kong_2026-06-27_calendar.csv.gz,hong-kong,2026-06-27,3e402f25a138b9847c0101b26d9180f79de144062fde9911e67274923492c4dc,5592542,2466305,6757,2466305,6757,2026-06-28,2027-07-02,https://data.insideairbnb.com/china/hk/hong-kong/2026-06-27/data/calendar.csv.gz,apac
hong-kong_2026-08-28_calendar.csv.gz,hong-kong,2026-08-28,f559a286ad3cabd217d7c69ebe624c808eb13bb24512b0e7d3a99cb67e6ad885,5490768,2411555,6607,2411555,6607,2026-08-28,2027-08-29,https://data.insideairbnb.com/china/hk/hong-kong/2026-08-28/data/calendar.csv.gz,apac
london_2025-09-14_calendar.csv.gz,london,2025-09-14,c5879ce66a595874c551cffa7bf09005352b3fbbb48ea494617072b76d32574a,81552188,35357974,96871,35357974,96871,2025-09-14,2026-09-17,https://data.insideairbnb.com/united-kingdom/england/london/2025-09-14/data/calendar.csv.gz,emea
london_2025-12-13_calendar.csv.gz,london,2025-12-13,179623eb6e786163b4a79fca9bdfb2924149b391c52db17defef46bc7d0b49ca,87038525,34928339,95694,34928339,95694,2025-12-13,2027-01-04,https://data.insideairbnb.com/united-kingdom/england/london/2025-12-13/data/calendar.csv.gz,emea
