start,r,yr,rv,mom12
2006-09-05,0.005371470496122299,2006,,
2006-09-06,0.001038302601794605,2006,,
2006-09-07,0.0016701989886653834,2006,,
2006-09-08,-0.003487321843564928,2006,,
2006-09-11,-0.006616374721656548,2006,,
2006-09-12,-0.005655059406824314,2006,,
2006-09-13,-0.0036797011229188215,2006,,
2006-09-14,-0.0030779253837485143,2006,,
2006-09-15,-0.0027478805348666313,2006,,
2006-09-18,-0.0043596994086803065,2006,,
2006-09-19,-0.00913189480936083,2006,,
2006-09-20,-0.010207221326049343,2006,,
2006-09-21,-0.0080139919593325,2006,,
2006-09-22,-0.007303853797422377,2006,,
2006-09-25,-0.006859823973503154,2006,,
2006-09-26,-0.008043028017485021,2006,,
2006-09-27,-0.007627162996446835,2006,,
2006-09-28,-0.008836527480355016,2006,,
2006-09-29,-0.008982646591115362,2006,,
2006-10-02,-0.008577942276627226,2006,,
2006-10-03,-0.009091748816322465,2006,,
2006-10-04,-0.01055072535077528,2006,,
2006-10-05,-0.009287215475792365,2006,,
2006-10-06,-0.009073946178136616,2006,,
2006-10-09,-0.010790460796973989,2006,,
2006-10-10,-0.014836679051464685,2006,,
2006-10-11,-0.013655010919602084,2006,,
2006-10-12,-0.014011352732492988,2006,,
2006-10-13,-0.015287279200586035,2006,,
2006-10-16,-0.01520672103243026,2006,,
2006-10-17,-0.012864603527466656,2006,,
2006-10-18,-0.013977272847133904,2006,,
2006-10-19,-0.012788762251412678,2006,,
2006-10-20,-0.010823118610409743,2006,,
2006-10-23,-0.016900038992793576,2006,,
2006-10-24,-0.017741792814357282,2006,,
2006-10-25,-0.01866905887702064,2006,,
2006-10-26,-0.01362276662133155,2006,,
2006-10-27,-0.00971041026652042,2006,,
2006-10-30,-0.011456499034009582,2006,,
2006-10-31,-0.009291405020047883,2006,,
2006-11-01,-0.01018763295680003,2006,,
2006-11-02,-0.01378867144552931,2006,,
2006-11-03,-0.014465430260679923,2006,,
2006-11-06,-0.014714190555046969,2006,,
2006-11-07,-0.011152280671262282,2006,,
2006-11-08,-0.015087627991860586,2006,,
2006-11-09,-0.012918442611660197,2006,,
2006-11-10,-0.012085400360145826,2006,,
2006-11-13,-0.017250849774391952,2006,,
2006-11-14,-0.01773426985626614,2006,,
2006-11-15,-0.021029944214670415,2006,,
2006-11-16,-0.021691542137356024,2006,,
2006-11-17,-0.025130068890317325,2006,,
2006-11-20,-0.02732416644398228,2006,,
2006-11-21,-0.028042662588116052,2006,,
2006-11-22,-0.023447841328992247,2006,,
2006-11-23,-0.024518017399846492,2006,,
2006-11-24,-0.019583562572288216,2006,,
2006-11-27,-0.019128453116463717,2006,,
2006-11-28,-0.020795511836651848,2006,,
2006-11-29,-0.017627511526667305,2006,,
2006-11-30,-0.016364629800742492,2006,,
2006-12-01,-0.016958507776247522,2006,,
2006-12-04,-0.014921221529451856,2006,,
2006-12-05,-0.012267243835848873,2006,,
2006-12-06,-0.013248453324431253,2006,,
2006-12-07,-0.014735209677821715,2006,,
2006-12-08,-0.020082879331052794,2006,,
2006-12-11,-0.01879453471875525,2006,,
2006-12-12,-0.02003772424341843,2006,,
2006-12-13,-0.01856270061050136,2006,,
2006-12-14,-0.01867747457536595,2006,,
2006-12-15,-0.022512529779250556,2006,,
2006-12-18,-0.027109847298131484,2006,,
2006-12-19,-0.02208223838797263,2006,,
2006-12-20,-0.02027415600764737,2006,0.03975776139751318,-0.04682484315224045
2006-12-21,-0.023569241076196512,2006,0.03927711779416174,-0.03886752539594429
2006-12-22,-0.025116288460932168,2006,0.03900308601161847,-0.03159782910425424
2006-12-25,-0.02657260721247301,2006,0.03899497384762601,-0.032188769052114985
2006-12-26,-0.028419581099774938,2006,0.0389125094013541,-0.028860634334701984
2006-12-27,-0.02610849871137244,2006,0.03887880989666556,-0.03011368098194911
2006-12-28,-0.02676392393105953,2006,0.03890127602484743,-0.031218117343033924
2006-12-29,-0.026476128954712408,2006,0.03881421499730833,-0.028846776952021536
2007-01-01,-0.02799766540980997,2007,0.038759941168980946,-0.030769066586823435
2007-01-03,-0.026912507176431788,2007,0.038766406415825856,-0.028814407353773497
2007-01-04,-0.033400621359755966,2007,0.038992306857940445,-0.024775364597570793
2007-01-05,-0.03802302730929252,2007,0.038983911398642095,-0.024893117104695328
2007-01-08,-0.03954006712329328,2007,0.03894558079919649,-0.02644499490255736
2007-01-09,-0.04132221726551499,2007,0.03893407346541534,-0.022428348807382648
2007-01-10,-0.04134063516318687,2007,0.038861129320821204,-0.01825744161905618
2007-01-11,-0.0387788653170249,2007,0.03851153232928082,-0.01310442792136346
2007-01-12,-0.03281470713773604,2007,0.03854431480872797,-0.01442150385422103
2007-01-15,-0.03388566974679996,2007,0.03854420510472458,-0.014476997939344649
2007-01-16,-0.034075209489345504,2007,0.03852537366718398,-0.015174902538484858
2007-01-17,-0.029587109286931756,2007,0.038555525156859276,-0.01917440309056051
2007-01-18,-0.030362704196656765,2007,0.0385572813327342,-0.01909313200995566
2007-01-19,-0.031867980631462345,2007,0.038481860685995746,-0.017698499541177526
2007-01-22,-0.03409825884068596,2007,0.03846428122545919,-0.018094073370599872
2007-01-23,-0.03632232001368774,2007,0.038418946354877324,-0.020039809651104967
2007-01-24,-0.03689193199752161,2007,0.03828703178973294,-0.02232122810062087
2007-01-25,-0.03359476296347985,2007,0.038290843203675234,-0.02321184259296505
2007-01-26,-0.038553746623691154,2007,0.03842571736179894,-0.02043988971724442
2007-01-29,-0.038362483439486006,2007,0.03829797680132262,-0.022963899362846263
2007-01-30,-0.03825316764256481,2007,0.03820768657225355,-0.02077274496495196
2007-01-31,-0.03533061271737381,2007,0.03823281920138953,-0.023784948646652815
2007-02-01,-0.0361655171059434,2007,0.03830530977481489,-0.027112454143590092
2007-02-02,-0.03992959916906891,2007,0.038407868124396734,-0.02444405958622209
2007-02-05,-0.04424650204946712,2007,0.03841533420118257,-0.026009073041503683
2007-02-06,-0.042200724947673685,2007,0.0384279509619597,-0.028072903871359856
2007-02-07,-0.04208532024828937,2007,0.03839179713344292,-0.026422249954298316
2007-02-08,-0.04230251221343195,2007,0.038406048993076064,-0.02551389495231149
2007-02-09,-0.04320647347602513,2007,0.03840658050191165,-0.025534093252660206
2007-02-12,-0.0458478730230123,2007,0.03845259839393883,-0.02467744653495174
2007-02-13,-0.04578265417007632,2007,0.03847843582243887,-0.025158235429591613
2007-02-14,-0.041656336298805385,2007,0.03870994570981257,-0.030188996563198067
2007-02-15,-0.042459917081571596,2007,0.03868617617568097,-0.029547170730453765
2007-02-16,-0.043657778811097,2007,0.03857571124907242,-0.026462252894368987
2007-02-19,-0.04467767010430368,2007,0.03856803957786343,-0.027221336615729008
2007-02-20,-0.04638889215601871,2007,0.03854234461437347,-0.023116246365463056
2007-02-21,-0.04708815909968678,2007,0.03852740990508412,-0.024699132013362934
2007-02-22,-0.04772294038181446,2007,0.038416350694584614,-0.027554678821075207
2007-02-23,-0.04695810120699928,2007,0.03796536679306704,-0.034274689591508256
2007-02-26,-0.04813907269430118,2007,0.03784871206318732,-0.036638950143144555
2007-02-27,-0.04835817658995101,2007,0.037864478801687605,-0.03723768089032742
2007-02-28,-0.04544068228514053,2007,0.037850573806007336,-0.03752296954524326
2007-03-01,-0.04429290623896076,2007,0.03785837099655331,-0.03552987571768895
2007-03-02,-0.04002889346934957,2007,0.03748960841567547,-0.029776417033644975
2007-03-05,-0.042668058210428406,2007,0.03761701325979154,-0.02567810882441446
2007-03-06,-0.04280456335164651,2007,0.03753048058749789,-0.024240209607463648
2007-03-07,-0.042495819416474845,2007,0.037532064861999774,-0.024384282717821115
2007-03-08,-0.04474100482059473,2007,0.037502471032870965,-0.025059224810812353
2007-03-09,-0.045683894143486725,2007,0.037267391421521634,-0.03047513250969125
2007-03-12,-0.04401787204333907,2007,0.037294396401043366,-0.0323055758693398
2007-03-13,-0.04097616659498282,2007,0.03714403989204199,-0.036412754249392165
2007-03-14,-0.04388890198729012,2007,0.037149399457787544,-0.03536186091550597
2007-03-15,-0.03993008245334817,2007,0.037142627788782176,-0.03623413949348642
2007-03-16,-0.036940191018332236,2007,0.03719509389699122,-0.038002917177530016
2007-03-19,-0.0367406540247881,2007,0.037112295032133175,-0.039784488723772604
2007-03-20,-0.028894260730988996,2007,0.03695112899670137,-0.03822051549509897
2007-03-21,-0.022165934996071,2007,0.03699012938249959,-0.03997398008114761
2007-03-22,-0.015513539925982478,2007,0.03704907360148657,-0.04295982080270111
2007-03-23,-0.023546129542431515,2007,0.03680142422597589,-0.03625953336166621
2007-03-26,-0.02448709105078084,2007,0.03679943441551981,-0.03590811380281611
2007-03-27,-0.022947326033183835,2007,0.03679684721604544,-0.03766206992575061
2007-03-28,-0.02507723656143579,2007,0.036696574264469664,-0.03991528714240378
2007-03-29,-0.026501713207695232,2007,0.03669807597497339,-0.03964040461390361
2007-03-30,-0.02770636466133425,2007,0.03672777906232203,-0.04041064851770493
2007-04-02,-0.028503196379292106,2007,0.0367183284947699,-0.041102734821937936
2007-04-03,-0.026686923834274623,2007,0.03670261026423363,-0.0416461634500882
2007-04-04,-0.027855043213810937,2007,0.036702477716811954,-0.04171727524606261
2007-04-05,-0.02514101250275136,2007,0.036317382139271465,-0.03830343841039685
2007-04-06,-0.027225775973579225,2007,0.03630365786354148,-0.03493589769103611
2007-04-09,-0.027627267674244393,2007,0.036169102500030845,-0.031220125892666317
2007-04-10,-0.026082679587617896,2007,0.03617110654196768,-0.0345559502306525
2007-04-11,-0.026207542289673924,2007,0.03617625152496639,-0.03484578270372207
2007-04-12,-0.024869350730311268,2007,0.036116707550159145,-0.034039329384092376
2007-04-13,-0.025578509159390528,2007,0.03609964019066526,-0.03347040414654945
2007-04-16,-0.024567324532648094,2007,0.0361253609074279,-0.03432576017945621
2007-04-17,-0.026116202975319247,2007,0.03597540899653658,-0.03230534345579539
2007-04-18,-0.028438278327612032,2007,0.035791784963364055,-0.029263078241620555
2007-04-19,-0.028252691875745306,2007,0.03572127448520406,-0.027305807636836654
2007-04-20,-0.026198355336854995,2007,0.03564887725210125,-0.02580600329427174
2007-04-23,-0.02511005233004937,2007,0.0356377359949567,-0.024634366407520147
2007-04-24,-0.026648479882965148,2007,0.035632685637057904,-0.024159149676414415
2007-04-25,-0.028838953687448488,2007,0.03570302324703177,-0.025078848790805353
2007-04-26,-0.04013798050622608,2007,0.03586198129127216,-0.021098745949037934
2007-04-27,-0.03780591006759337,2007,0.035817785233121124,-0.020290525518576352
2007-04-30,-0.03689027840692205,2007,0.03571588012351933,-0.018829064972812226
2007-05-01,-0.039335788976817554,2007,0.03574962009931393,-0.01602398258564186
2007-05-02,-0.038635417192891985,2007,0.03557037890418709,-0.01921336342224489
2007-05-03,-0.039357666878692577,2007,0.03521183844583027,-0.02435045758794363
2007-05-04,-0.042697509378696985,2007,0.035190801156862066,-0.02378049020864559
2007-05-07,-0.04108212764994423,2007,0.03513724329950895,-0.028947103963513854
2007-05-08,-0.04027540091584214,2007,0.03510336179034102,-0.02948261529150553
2007-05-09,-0.039699215857961434,2007,0.03502161433610482,-0.03258483973201631
2007-05-10,-0.04070544947686816,2007,0.035066777134385684,-0.03097480587919943
2007-05-11,-0.04592317316977734,2007,0.034999655374053834,-0.02803388432629106
2007-05-14,-0.04396458084131449,2007,0.03430112052626856,-0.03692474611663776
2007-05-15,-0.03987729187880262,2007,0.03396728792008125,-0.034149941360507086
2007-05-16,-0.04419310854053382,2007,0.03407910812701149,-0.032021200504085634
2007-05-17,-0.046886487818937006,2007,0.034080679141871524,-0.031754234294296246
2007-05-18,-0.04386949613141766,2007,0.033992339112067074,-0.030491534104426066
2007-05-21,-0.04496407132652891,2007,0.033939046558022656,-0.03188144061108211
2007-05-22,-0.04170338276569385,2007,0.033960570530939906,-0.033248031588728466
2007-05-23,-0.042615358689872984,2007,0.0339141466025642,-0.032279229608458415
2007-05-24,-0.04750991964644946,2007,0.033976736497014756,-0.027758242604388528
2007-05-25,-0.04768741186763048,2007,0.033058954780470565,-0.037821843436693925
2007-05-28,-0.04124498591451342,2007,0.03305724158673582,-0.038084120756431084
2007-05-29,-0.04512879994890273,2007,0.0321100725443513,-0.04737942249773042
2007-05-30,-0.04679836811040783,2007,0.031973047478706426,-0.041416387844854796
2007-05-31,-0.04698282588603053,2007,0.03205114063677466,-0.04384878588958774
2007-06-01,-0.048775928941640956,2007,0.03185964350405917,-0.04961440102590409
2007-06-04,-0.05000913848191946,2007,0.03187662281664188,-0.05017784850952722
2007-06-05,-0.050996245620271274,2007,0.03186934423340913,-0.05067362512083751
2007-06-06,-0.054392798441330825,2007,0.0319014607053816,-0.04964901717790582
2007-06-07,-0.056586574490215646,2007,0.03191095975482472,-0.04953293831884942
2007-06-08,-0.06391967444083058,2007,0.03220433982319164,-0.0438917009774169
2007-06-11,-0.0629216458352877,2007,0.031905575626313416,-0.04034250973065312
2007-06-12,-0.06777200338835243,2007,0.03142393949459751,-0.045279626556825825
2007-06-13,-0.07478169371879773,2007,0.0313058745363098,-0.04653409718112744
2007-06-14,-0.07253213690825522,2007,0.031303938947342666,-0.04592957296972777
2007-06-15,-0.06733103270453,2007,0.03140105474294494,-0.04743106639134442
2007-06-18,-0.06649536015344193,2007,0.03134693926932114,-0.049969273807813686
2007-06-19,-0.05694459010677555,2007,0.03138337394090466,-0.05057539402798916
2007-06-20,-0.05886969176853096,2007,0.02987272409699621,-0.04036161756355128
2007-06-21,-0.05615209591475967,2007,0.029932359646051978,-0.03561133835942076
2007-06-22,-0.05572872991106248,2007,0.02997831743716065,-0.037258959032620886
2007-06-25,-0.05417961956668993,2007,0.02983516814062643,-0.03939446792307333
2007-06-26,-0.05668092969788674,2007,0.029794794078469012,-0.038115615710125894
2007-06-27,-0.05687386437918107,2007,0.02957149856283636,-0.03315193144920059
2007-06-28,-0.05353673996231034,2007,0.029648855242388007,-0.038937229849804744
2007-06-29,-0.05346415998747567,2007,0.029554523227203016,-0.042365025667518985
2007-07-02,-0.04912930790152714,2007,0.02982639476928456,-0.05086803790667638
2007-07-03,-0.04685377108775857,2007,0.029833429470208336,-0.050582079603786134
2007-07-04,-0.046722056091703656,2007,0.029798620108422273,-0.05183564354085135
2007-07-05,-0.048031056298169617,2007,0.029513758789054212,-0.05509944611258355
2007-07-06,-0.043180972561067676,2007,0.02955775520292462,-0.05770060732228366
2007-07-09,-0.04271136686116872,2007,0.029498064757788753,-0.05585775509122559
2007-07-10,-0.04007834703984958,2007,0.029413664346567402,-0.054902074379469035
2007-07-11,-0.037494565817933534,2007,0.02940781221911526,-0.05436539397911311
2007-07-12,-0.03489083015257499,2007,0.029326121852682772,-0.059003257131778675
2007-07-13,-0.03582589313304396,2007,0.029281451636500706,-0.06175898348236508
2007-07-16,-0.03536478024716505,2007,0.029242163278596262,-0.0608855630713796
2007-07-17,-0.03495894168102076,2007,0.028813389133766514,-0.05566846012842319
2007-07-18,-0.033542689693420336,2007,0.028788679673305142,-0.055114869694345536
2007-07-19,-0.02839138017958387,2007,0.028790363969558586,-0.055236844023911935
2007-07-20,-0.024935718178474175,2007,0.028722292472920862,-0.05715439926488397
2007-07-23,-0.02316981638533111,2007,0.02864781450745957,-0.055467027163068394
2007-07-24,-0.02124787417856666,2007,0.028643603235753972,-0.05841269419502382
2007-07-25,-0.025110618148614705,2007,0.02865957181620869,-0.04915554666494337
2007-07-26,-0.028861172177403027,2007,0.028745130229379648,-0.046068680835343656
2007-07-27,-0.03459864868492346,2007,0.029095018828940455,-0.04293421620838611
2007-07-30,-0.03714840662372687,2007,0.029032030294969344,-0.0402960836963997
2007-07-31,-0.03538181217569214,2007,0.028681412118769973,-0.046657158431091084
2007-08-01,-0.03795382214926235,2007,0.028668506419619492,-0.04588136296143741
2007-08-02,-0.03956845505340212,2007,0.02860827422155261,-0.048776996650882865
2007-08-03,-0.04051821343682249,2007,0.02863683568664765,-0.049252469508374475
2007-08-06,-0.03809992964855802,2007,0.02834703785948017,-0.0449228973579876
2007-08-07,-0.04031663253232143,2007,0.028446266444555102,-0.042294979813289224
2007-08-08,-0.04108545875959724,2007,0.028189773613747766,-0.04882959918080676
2007-08-09,-0.046101708235019245,2007,0.02821801527608236,-0.04134813469854581
2007-08-10,-0.04678584192539503,2007,0.02813012091862946,-0.04276814565467735
2007-08-13,-0.044024032633864785,2007,0.028148834437753956,-0.04153726974288485
2007-08-14,-0.05129016028115263,2007,0.028459151683693965,-0.03912496534369492
2007-08-15,-0.0523590649405552,2007,0.02888174142256016,-0.035155173786955984
2007-08-16,-0.05727413936083714,2007,0.029214924031687156,-0.03052030850455889
2007-08-17,-0.0522038340721922,2007,0.029834582831303993,-0.03598422115917632
2007-08-20,-0.05384629432252552,2007,0.02979224264932208,-0.03509768828477888
2007-08-21,-0.05575551011468871,2007,0.029789871202845826,-0.03519066520712766
2007-08-22,-0.048218541027050144,2007,0.029808955576593556,-0.03558260694836246
2007-08-23,-0.047215370070516016,2007,0.02982936565830186,-0.03672216785553317
2007-08-24,-0.04126181222386638,2007,0.029977799537957532,-0.039276626505498236
2007-08-27,-0.040154159685168445,2007,0.029924318061209685,-0.04181979909575784
2007-08-28,-0.04355450003269823,2007,0.02995429276941879,-0.041450189928855075
2007-08-29,-0.04143243745365943,2007,0.029668961423472803,-0.04684351823736144
2007-08-30,-0.04952924258567304,2007,0.02960695494671077,-0.048439357432296326
2007-08-31,-0.048662913475999936,2007,0.029597782094501368,-0.04805100513028737
2007-09-03,-0.051632114285426134,2007,0.02958666451467538,-0.04700870589531636
2007-09-04,-0.052721172363838775,2007,0.02954674465285452,-0.04556438720592837
2007-09-05,-0.05268773683760042,2007,0.02947383772857982,-0.048666305121480846
2007-09-06,-0.052643241805292895,2007,0.029480446212097413,-0.04893344908541408
2007-09-07,-0.052951063042752544,2007,0.029510057693054183,-0.05094900040029149
2007-09-10,-0.05235913982181817,2007,0.029513146663605012,-0.05143185950522611
2007-09-11,-0.0422963214190446,2007,0.02961596857508485,-0.0526280051088559
2007-09-12,-0.04008413856408488,2007,0.029749002664162052,-0.05490044722367582
2007-09-13,-0.03510701433491281,2007,0.029711563473005145,-0.05639974767219336
2007-09-14,-0.03832363397814831,2007,0.02972299778359071,-0.05607564019706501
2007-09-17,-0.039646387916264736,2007,0.029757806659842373,-0.05438220247265235
2007-09-18,-0.04080135440275878,2007,0.029794365330986703,-0.05643656621705251
2007-09-19,-0.03326660544017468,2007,0.030237394922348282,-0.0625878311281074
2007-09-20,-0.027903391175284398,2007,0.031169983273660412,-0.06872141693011002
2007-09-21,-0.028660505055002616,2007,0.03109739435115829,-0.07008010408482246
2007-09-24,-0.02774743590219053,2007,0.030982152644393884,-0.07345350324608813
2007-09-25,-0.02636399253982713,2007,0.03097821523544352,-0.07321607809666908
2007-09-26,-0.024089842420690566,2007,0.03084224922481239,-0.0750728451012872
2007-09-27,-0.02925474238340975,2007,0.030846044623700688,-0.07607398594382886
2007-09-28,-0.0248981984281178,2007,0.03089013155328556,-0.08398509101586615
2007-10-01,-0.026117123176990553,2007,0.030890354747252692,-0.08471579627147552
2007-10-02,-0.0337070563469295,2007,0.031028629132291666,-0.08123400158308058
2007-10-03,-0.04224478187652103,2007,0.031028964198944985,-0.08110011324334465
2007-10-04,-0.046326033863870464,2007,0.03103848009430421,-0.07953495155301127
2007-10-05,-0.04018309667484665,2007,0.03130789950222391,-0.08242531461818725
2007-10-08,-0.03944527223880989,2007,0.031289568728744395,-0.08315114204331309
2007-10-09,-0.039934630243846136,2007,0.031184505587317515,-0.07858947475029954
2007-10-10,-0.04027193605320534,2007,0.031195887534219018,-0.07890121034203013
2007-10-11,-0.04036159894620006,2007,0.03110345922636904,-0.08429108483057757
2007-10-12,-0.03904045355645902,2007,0.031131513736853723,-0.08212887221074183
2007-10-15,-0.0382016906135112,2007,0.03111214995417819,-0.08128687487234831
2007-10-16,-0.03976045485122803,2007,0.031056467009617256,-0.07615859029740157
2007-10-17,-0.04273879846891582,2007,0.03088098593185296,-0.07424858615738827
2007-10-18,-0.044368968908271356,2007,0.03092607724819505,-0.07731089201022723
