method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q3,2025-08-06,0,2091.493069892922,2091.493069892922,W1,PIT,54,10,2001.5518216632252,2022.6081879719527,,,2160.3779518138913,2181.4343181226186,,,,,,,LSEG,2025-08-05,2025-08-05,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (4139.6); invmae_shrunk_lam0.5; conformal split_conformal n=10",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q4,2025-11-06,0,798.3728979308012,798.3728979308012,W1,PIT,54,11,708.4316497011043,729.488016009832,,,867.2577798517704,888.314146160498,,,,,,,LSEG,2025-11-05,2025-11-05,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2742.7); invmae_shrunk_lam0.5; conformal split_conformal n=11",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q1,2026-02-12,0,508.64570384880557,508.64570384880557,W1,PIT,54,12,418.7044556191087,439.7608219278364,,,577.5305857697747,598.5869520785025,,,,,,,LSEG,2026-02-11,2026-02-11,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2661.1); invmae_shrunk_lam0.5; conformal split_conformal n=12",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q2,2026-05-07,0,1262.5581677588261,1262.5581677588261,W1,PIT,54,13,1172.6169195291293,1193.6732858378568,,,1331.4430496797954,1352.499415988523,,,,,,,LSEG,2026-05-06,2026-05-06,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3640.0); invmae_shrunk_lam0.5; conformal split_conformal n=13",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,280.02401906830414,280.02401906830414,W1,PIT,54,0,243.6208965894246,252.02161716147373,,,308.02642097513456,316.4271415471837,,,,,,,LSEG,2023-02-13,2023-02-13,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (1845.1); equal_insufficient_prior; conformal fallback n=0",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q2,2023-05-09,0,832.3860296921873,832.3860296921873,W1,PIT,54,1,724.175845832203,749.1474267229686,,,915.624632661406,940.5962135521717,,,,,,,LSEG,2023-05-08,2023-05-08,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2463.3); equal_insufficient_prior; conformal fallback n=1",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q3,2023-08-03,0,1793.2481486266695,1793.2481486266695,W1,PIT,54,2,1560.1258893052025,1613.9233337640026,,,1972.5729634893364,2026.3704079481365,,,,,,,LSEG,2023-08-02,2023-08-02,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3462.9); equal_insufficient_prior; conformal fallback n=2",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q4,2023-11-01,0,648.0587517703032,648.0587517703032,W1,PIT,54,3,563.8111140401637,583.2528765932728,,,712.8646269473335,732.3063895004426,,,,,,,LSEG,2023-10-31,2023-10-31,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2206.7); equal_insufficient_prior; conformal fallback n=3",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q1,2024-02-13,0,361.41621499866665,361.41621499866665,W1,PIT,54,4,248.9896547115456,271.4749667689698,,,451.3574632283635,473.8427752857877,,,,,,,LSEG,2024-02-12,2024-02-12,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2102.0); invmae_shrunk_lam0.5; conformal split_conformal n=4",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q2,2024-05-08,0,913.8010871544792,913.8010871544792,W1,PIT,54,5,805.871589278843,823.8598389247824,,,1003.742335384176,1021.7305850301154,,,,,,,LSEG,2024-05-07,2024-05-07,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2778.7); invmae_shrunk_lam0.5; conformal split_conformal n=5",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q3,2024-08-06,0,1986.6890760794527,1986.6890760794527,W1,PIT,54,6,1881.757619811473,1896.7478278497558,,,2076.6303243091497,2091.6205323474323,,,,,,,LSEG,2024-08-05,2024-08-05,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3793.8); invmae_shrunk_lam0.5; conformal split_conformal n=6",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q4,2024-11-07,0,763.8069143674164,763.8069143674164,W1,PIT,54,7,661.01691639062,673.8656661377196,,,853.7481625971133,866.5969123442128,,,,,,,LSEG,2024-11-06,2024-11-06,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2475.5); invmae_shrunk_lam0.5; conformal split_conformal n=7",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q1,2025-02-13,0,395.85810142226455,395.85810142226455,W1,PIT,54,8,294.67419716385564,305.9168531925677,,,485.7993496519614,497.04200568067347,,,,,,,LSEG,2025-02-12,2025-02-12,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2301.1); invmae_shrunk_lam0.5; conformal split_conformal n=8",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q2,2025-05-01,0,974.1151180790308,974.1151180790308,W1,PIT,54,9,884.173869849334,911.5313330776975,,,1036.6989030803643,1064.0563663087278,,,,,,,LSEG,2025-04-30,2025-04-30,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3081.8); invmae_shrunk_lam0.5; conformal split_conformal n=9",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q3,2025-08-06,0,2091.493069892922,2091.493069892922,W1,PIT,54,10,2001.5518216632252,2022.6081879719527,,,2160.3779518138913,2181.4343181226186,,,,,,,LSEG,2025-08-05,2025-08-05,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (4139.6); invmae_shrunk_lam0.5; conformal split_conformal n=10",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q4,2025-11-06,0,798.3728979308012,798.3728979308012,W1,PIT,54,11,708.4316497011043,729.488016009832,,,867.2577798517704,888.314146160498,,,,,,,LSEG,2025-11-05,2025-11-05,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2742.7); invmae_shrunk_lam0.5; conformal split_conformal n=11",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q1,2026-02-12,0,508.64570384880557,508.64570384880557,W1,PIT,54,12,418.7044556191087,439.7608219278364,,,577.5305857697747,598.5869520785025,,,,,,,LSEG,2026-02-11,2026-02-11,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2661.1); invmae_shrunk_lam0.5; conformal split_conformal n=12",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q2,2026-05-07,0,1262.5581677588261,1262.5581677588261,W1,PIT,54,13,1172.6169195291293,1193.6732858378568,,,1331.4430496797954,1352.499415988523,,,,,,,LSEG,2026-05-06,2026-05-06,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3640.0); invmae_shrunk_lam0.5; conformal split_conformal n=13",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,280.02401906830414,280.02401906830414,W1,PIT,54,0,243.6208965894246,252.02161716147373,,,308.02642097513456,316.4271415471837,,,,,,,LSEG,2023-02-13,2023-02-13,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (1845.1); equal_insufficient_prior; conformal fallback n=0",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q2,2023-05-09,0,832.3860296921873,832.3860296921873,W1,PIT,54,1,724.175845832203,749.1474267229686,,,915.624632661406,940.5962135521717,,,,,,,LSEG,2023-05-08,2023-05-08,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2463.3); equal_insufficient_prior; conformal fallback n=1",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q3,2023-08-03,0,1793.2481486266695,1793.2481486266695,W1,PIT,54,2,1560.1258893052025,1613.9233337640026,,,1972.5729634893364,2026.3704079481365,,,,,,,LSEG,2023-08-02,2023-08-02,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3462.9); equal_insufficient_prior; conformal fallback n=2",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q4,2023-11-01,0,648.0587517703032,648.0587517703032,W1,PIT,54,3,563.8111140401637,583.2528765932728,,,712.8646269473335,732.3063895004426,,,,,,,LSEG,2023-10-31,2023-10-31,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2206.7); equal_insufficient_prior; conformal fallback n=3",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q1,2024-02-13,0,363.6026467740523,363.6026467740523,W1,PIT,54,4,251.17608648693124,273.66139854435545,,,453.5438950037491,476.02920706117334,,,,,,,LSEG,2024-02-12,2024-02-12,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2102.0); invmae_shrunk_lam1.0; conformal split_conformal n=4",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q2,2024-05-08,0,911.6939324637924,911.6939324637924,W1,PIT,54,5,803.7644345881562,821.7526842340956,,,1001.6351806934892,1019.6234303394286,,,,,,,LSEG,2024-05-07,2024-05-07,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2778.7); invmae_shrunk_lam1.0; conformal split_conformal n=5",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q3,2024-08-06,0,1984.8191969112165,1984.8191969112165,W1,PIT,54,6,1879.8877406432368,1894.8779486815197,,,2074.7604451409134,2089.750653179196,,,,,,,LSEG,2024-08-05,2024-08-05,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3793.8); invmae_shrunk_lam1.0; conformal split_conformal n=6",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q4,2024-11-07,0,764.579810560628,764.579810560628,W1,PIT,54,7,661.7898125838316,674.6385623309311,,,854.5210587903248,867.3698085374243,,,,,,,LSEG,2024-11-06,2024-11-06,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2475.5); invmae_shrunk_lam1.0; conformal split_conformal n=7",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q1,2025-02-13,0,395.6119362646544,395.6119362646544,W1,PIT,54,8,294.4280320062454,305.67068803495755,,,485.5531844943512,496.79584052306336,,,,,,,LSEG,2025-02-12,2025-02-12,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2301.1); invmae_shrunk_lam1.0; conformal split_conformal n=8",1.0
