method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
final-margin,combined,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,50.524444384039114,50.524444384039114,W1,PIT,54,10,46.618534660174234,47.9239695586414,,,53.124919209436825,54.430354107903995,,,,,,,LSEG,2025-08-05,2025-08-05,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; sentence_not_binding; conformal split_conformal n=10",1.0
final-margin,combined,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,29.10893375854574,29.10893375854574,W1,PIT,54,11,25.203024034680862,26.508458933148027,,,31.70940858394345,33.01484348241061,,,,,,,LSEG,2025-11-05,2025-11-05,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; sentence_not_binding; conformal split_conformal n=11",1.0
final-margin,combined,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,19.113827641926747,19.113827641926747,W1,PIT,54,12,15.20791791806187,16.513352816529036,,,21.71430246732446,23.019737365791624,,,,,,,LSEG,2026-02-11,2026-02-11,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; sentence_not_binding; conformal split_conformal n=12",1.0
final-margin,combined,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,34.686139930006576,34.686139930006576,W1,PIT,54,13,30.7802302061417,32.085665104608864,,,37.28661475540429,38.592049653871456,,,,,,,LSEG,2026-05-06,2026-05-06,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; sentence_not_binding; conformal split_conformal n=13",1.0
final-margin,combined,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,15.535917303067048,15.535917303067048,W1,PIT,54,0,11.535917303067048,12.535917303067048,,,18.53591730306705,19.53591730306705,,,,,,,LSEG,2023-02-13,2023-02-13,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; equal_insufficient_prior; clip_off; conformal fallback n=0",1.0
final-margin,combined,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,34.38834499235087,34.38834499235087,W1,PIT,54,1,30.388344992350873,31.388344992350873,,,37.38834499235087,38.38834499235087,,,,,,,LSEG,2023-05-08,2023-05-08,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; equal_insufficient_prior; clip_off; conformal fallback n=1",1.0
final-margin,combined,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,51.784870497246764,51.784870497246764,W1,PIT,54,2,47.784870497246764,48.784870497246764,,,54.784870497246764,55.784870497246764,,,,,,,LSEG,2023-08-02,2023-08-02,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; equal_insufficient_prior; clip_off; conformal fallback n=2",1.0
final-margin,combined,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,29.367309392456132,29.367309392456132,W1,PIT,54,3,25.367309392456132,26.367309392456132,,,32.367309392456136,33.367309392456136,,,,,,,LSEG,2023-10-31,2023-10-31,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; equal_insufficient_prior; clip_off; conformal fallback n=3",1.0
final-margin,combined,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,17.19410967506914,17.19410967506914,W1,PIT,54,4,12.311722520238042,13.288199951204263,,,21.100019398934016,22.076496829900236,,,,,,,LSEG,2024-02-12,2024-02-12,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=4",1.0
final-margin,combined,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.885791565437124,32.885791565437124,W1,PIT,54,5,28.198699896799273,28.979881841572247,,,36.791701289302,37.57288323407498,,,,,,,LSEG,2024-05-07,2024-05-07,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=5",1.0
final-margin,combined,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,52.36656655340123,52.36656655340123,W1,PIT,54,6,47.80967187555887,48.46065682953635,,,56.27247627726611,56.923461231243586,,,,,,,LSEG,2024-08-05,2024-08-05,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=6",1.0
final-margin,combined,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,30.854474840423727,30.854474840423727,W1,PIT,54,7,26.390578013149582,26.94856511655885,,,34.7603845642886,35.318371667697875,,,,,,,LSEG,2024-11-06,2024-11-06,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=7",1.0
final-margin,combined,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,17.203160082767496,17.203160082767496,W1,PIT,54,8,12.80901164341951,13.29725035890262,,,21.109069806632373,21.597308522115483,,,,,,,LSEG,2025-02-12,2025-02-12,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=8",1.0
final-margin,combined,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,31.608365776878586,31.608365776878586,W1,PIT,54,9,27.70245605301371,29.007890951480874,,,34.2088406022763,35.514275500743466,,,,,,,LSEG,2025-04-30,2025-04-30,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=9",1.0
final-margin,combined,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,50.524444384039114,50.524444384039114,W1,PIT,54,10,46.618534660174234,47.9239695586414,,,53.124919209436825,54.430354107903995,,,,,,,LSEG,2025-08-05,2025-08-05,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=10",1.0
final-margin,combined,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,29.10893375854574,29.10893375854574,W1,PIT,54,11,25.203024034680862,26.508458933148027,,,31.70940858394345,33.01484348241061,,,,,,,LSEG,2025-11-05,2025-11-05,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=11",1.0
final-margin,combined,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,19.113827641926747,19.113827641926747,W1,PIT,54,12,15.20791791806187,16.513352816529036,,,21.71430246732446,23.019737365791624,,,,,,,LSEG,2026-02-11,2026-02-11,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=12",1.0
final-margin,combined,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,34.686139930006576,34.686139930006576,W1,PIT,54,13,30.7802302061417,32.085665104608864,,,37.28661475540429,38.592049653871456,,,,,,,LSEG,2026-05-06,2026-05-06,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.5; clip_off; conformal split_conformal n=13",1.0
final-margin,combined,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,15.176246589486508,15.176246589486508,W1,PIT,54,0,11.176246589486508,12.176246589486508,,,18.17624658948651,19.17624658948651,,,,,,,LSEG,2023-02-13,2023-02-13,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; equal_insufficient_prior; clipped_ceiling; conformal fallback n=0",1.0
final-margin,combined,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,33.79105720383992,33.79105720383992,W1,PIT,54,1,29.79105720383992,30.79105720383992,,,36.79105720383992,37.79105720383992,,,,,,,LSEG,2023-05-08,2023-05-08,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; equal_insufficient_prior; clipped_ceiling; conformal fallback n=1",1.0
final-margin,combined,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,51.784870497246764,51.784870497246764,W1,PIT,54,2,47.784870497246764,48.784870497246764,,,54.784870497246764,55.784870497246764,,,,,,,LSEG,2023-08-02,2023-08-02,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; equal_insufficient_prior; sentence_not_binding; conformal fallback n=2",1.0
final-margin,combined,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,29.367309392456132,29.367309392456132,W1,PIT,54,3,25.367309392456132,26.367309392456132,,,32.367309392456136,33.367309392456136,,,,,,,LSEG,2023-10-31,2023-10-31,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; equal_insufficient_prior; sentence_not_binding; conformal fallback n=3",1.0
final-margin,combined,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,17.142100736091155,17.142100736091155,W1,PIT,54,4,12.259713581260058,13.236191012226278,,,21.048010459956032,22.024487890922252,,,,,,,LSEG,2024-02-12,2024-02-12,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.25; sentence_not_binding; conformal split_conformal n=4",1.0
final-margin,combined,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.92370761244568,32.92370761244568,W1,PIT,54,5,28.23661594380783,29.017797888580805,,,36.82961733631056,37.61079928108354,,,,,,,LSEG,2024-05-07,2024-05-07,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.25; sentence_not_binding; conformal split_conformal n=5",1.0
final-margin,combined,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,52.39121035727803,52.39121035727803,W1,PIT,54,6,47.83431567943567,48.485300633413146,,,56.29712008114291,56.948105035120385,,,,,,,LSEG,2024-08-05,2024-08-05,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.25; sentence_not_binding; conformal split_conformal n=6",1.0
final-margin,combined,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,30.838864019351583,30.838864019351583,W1,PIT,54,7,26.37496719207744,26.932954295486706,,,34.744773743216456,35.30276084662573,,,,,,,LSEG,2024-11-06,2024-11-06,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.25; sentence_not_binding; conformal split_conformal n=7",1.0
final-margin,combined,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,17.208508992639434,17.208508992639434,W1,PIT,54,8,12.814360553291447,13.302599268774557,,,21.11441871650431,21.60265743198742,,,,,,,LSEG,2025-02-12,2025-02-12,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.25; sentence_not_binding; conformal split_conformal n=8",1.0
final-margin,combined,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,31.61114382570772,31.61114382570772,W1,PIT,54,9,27.705234101842844,28.958660061332026,,,34.263627590083416,35.517053549572594,,,,,,,LSEG,2025-04-30,2025-04-30,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.25; sentence_not_binding; conformal split_conformal n=9",1.0
final-margin,combined,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,50.4998920413281,50.4998920413281,W1,PIT,54,10,46.59398231746323,47.84740827695241,,,53.1523758057038,54.405801765192976,,,,,,,LSEG,2025-08-05,2025-08-05,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; invmae_shrunk_lam0.25; sentence_not_binding; conformal split_conformal n=10",1.0
