method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.831143175633045,32.831143175633045,W1,full_sample,4,17,27.137570577041725,28.39512117482445,30.496433085432166,35.165853265833924,37.26716517644164,38.52471577422436,3.4614463592992375,,,,,,,,2024-05-08,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2024 guide floor 35.00% (level, 2024-05-08); YTD rev 2142 EBITDA 424; FY rev hat 11536; shares FY2023-25; rev[guide_cushion]=2778; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.831143175633045,32.831143175633045,W2,full_sample,4,17,27.137570577041725,28.39512117482445,30.496433085432166,35.165853265833924,37.26716517644164,38.52471577422436,3.4614463592992375,,,,,,,,2024-05-08,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2024 guide floor 35.00% (level, 2024-05-08); YTD rev 2142 EBITDA 424; FY rev hat 11536; shares FY2023-25; rev[guide_cushion]=2778; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,50.55185886119739,50.55185886119739,W1,PIT,4,18,43.89817770130293,45.36778936870331,47.82344602865907,53.280271693735706,55.73592835369146,57.20554002109185,4.045150918520463,,,,,,,,2024-08-06,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2024 guide floor 35.00% (level, 2024-08-06); YTD rev 4890 EBITDA 1318; FY rev hat 11138; shares FY2021-23; rev[guide_cushion]=3794; sigma additive n=6 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,50.55185886119739,50.55185886119739,W2,PIT,4,18,43.89817770130293,45.36778936870331,47.82344602865907,53.280271693735706,55.73592835369146,57.20554002109185,4.045150918520463,,,,,,,,2024-08-06,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2024 guide floor 35.00% (level, 2024-08-06); YTD rev 4890 EBITDA 1318; FY rev hat 11138; shares FY2021-23; rev[guide_cushion]=3794; sigma additive n=6 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,48.851785746169796,48.851785746169796,W1,full_sample,4,18,43.15821314757848,44.415763745361204,46.51707565596892,51.186495836370675,53.28780774697839,54.54535834476111,3.4614463592992375,,,,,,,,2024-08-06,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2024 guide floor 35.00% (level, 2024-08-06); YTD rev 4890 EBITDA 1318; FY rev hat 11137; shares FY2023-25; rev[guide_cushion]=3793; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,48.851785746169796,48.851785746169796,W2,full_sample,4,18,43.15821314757848,44.415763745361204,46.51707565596892,51.186495836370675,53.28780774697839,54.54535834476111,3.4614463592992375,,,,,,,,2024-08-06,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2024 guide floor 35.00% (level, 2024-08-06); YTD rev 4890 EBITDA 1318; FY rev hat 11137; shares FY2023-25; rev[guide_cushion]=3793; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,26.807260623046766,26.807260623046766,W1,PIT,4,19,20.00232375278656,21.505343566951517,24.016823775344616,29.597697470748916,32.109177679142014,33.61219749330697,4.137107861002984,,,,,,,,2024-11-07,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2024 guide point 35.50% (level, 2024-11-07); YTD rev 8622 EBITDA 3276; FY rev hat 11098; shares FY2021-23; rev[guide_cushion]=2476; sigma additive n=7 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,26.807260623046766,26.807260623046766,W2,PIT,4,19,20.00232375278656,21.505343566951517,24.016823775344616,29.597697470748916,32.109177679142014,33.61219749330697,4.137107861002984,,,,,,,,2024-11-07,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2024 guide point 35.50% (level, 2024-11-07); YTD rev 8622 EBITDA 3276; FY rev hat 11098; shares FY2021-23; rev[guide_cushion]=2476; sigma additive n=7 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,26.80817564639607,26.80817564639607,W1,full_sample,4,19,21.11460304780475,22.372153645587474,24.47346555619519,29.14288573659695,31.244197647204665,32.50174824498739,3.4614463592992375,,,,,,,,2024-11-07,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2024 guide point 35.50% (level, 2024-11-07); YTD rev 8622 EBITDA 3276; FY rev hat 11098; shares FY2023-25; rev[guide_cushion]=2476; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,26.80817564639607,26.80817564639607,W2,full_sample,4,19,21.11460304780475,22.372153645587474,24.47346555619519,29.14288573659695,31.244197647204665,32.50174824498739,3.4614463592992375,,,,,,,,2024-11-07,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2024 guide point 35.50% (level, 2024-11-07); YTD rev 8622 EBITDA 3276; FY rev hat 11098; shares FY2023-25; rev[guide_cushion]=2476; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,15.732620841414088,15.732620841414088,W1,PIT,4,20,9.314749823953129,10.732277640582232,13.100904469556262,18.364337213271913,20.732964042245943,22.150491858875046,3.901788531393927,,,,,,,,2025-02-13,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2025 guide floor 34.50% (level, 2025-02-13); YTD rev 0 EBITDA 0; FY rev hat 12319; shares FY2022-24; rev[guide_cushion]=2301; sigma additive n=8 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,15.732620841414088,15.732620841414088,W2,PIT,4,20,9.314749823953129,10.732277640582232,13.100904469556262,18.364337213271913,20.732964042245943,22.150491858875046,3.901788531393927,,,,,,,,2025-02-13,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2025 guide floor 34.50% (level, 2025-02-13); YTD rev 0 EBITDA 0; FY rev hat 12319; shares FY2022-24; rev[guide_cushion]=2301; sigma additive n=8 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,16.817797857154876,16.817797857154876,W1,full_sample,4,20,11.124225258563555,12.38177585634628,14.483087766953997,19.152507947355755,21.25381985796347,22.511370455746196,3.4614463592992375,,,,,,,,2025-02-13,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2025 guide floor 34.50% (level, 2025-02-13); YTD rev 0 EBITDA 0; FY rev hat 12325; shares FY2023-25; rev[guide_cushion]=2307; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,16.817797857154876,16.817797857154876,W2,full_sample,4,20,11.124225258563555,12.38177585634628,14.483087766953997,19.152507947355755,21.25381985796347,22.511370455746196,3.4614463592992375,,,,,,,,2025-02-13,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2025 guide floor 34.50% (level, 2025-02-13); YTD rev 0 EBITDA 0; FY rev hat 12325; shares FY2023-25; rev[guide_cushion]=2307; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,30.226619589010372,30.226619589010372,W1,PIT,4,21,23.962920503079268,25.346396061429513,27.658123059867393,32.79511611815335,35.106843116591236,36.49031867494148,3.8080586523313174,,,,,,,,2025-05-01,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2025 guide floor 34.50% (level, 2025-05-01); YTD rev 2272 EBITDA 417; FY rev hat 11943; shares FY2022-24; rev[guide_cushion]=3082; sigma additive n=9 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,30.226619589010372,30.226619589010372,W2,PIT,4,21,23.962920503079268,25.346396061429513,27.658123059867393,32.79511611815335,35.106843116591236,36.49031867494148,3.8080586523313174,,,,,,,,2025-05-01,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2025 guide floor 34.50% (level, 2025-05-01); YTD rev 2272 EBITDA 417; FY rev hat 11943; shares FY2022-24; rev[guide_cushion]=3082; sigma additive n=9 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,30.23238224782837,30.23238224782837,W1,full_sample,4,21,24.53880964923705,25.796360247019773,27.89767215762749,32.56709233802925,34.66840424863696,35.925954846419685,3.4614463592992375,,,,,,,,2025-05-01,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2025 guide floor 34.50% (level, 2025-05-01); YTD rev 2272 EBITDA 417; FY rev hat 11957; shares FY2023-25; rev[guide_cushion]=3096; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,30.23238224782837,30.23238224782837,W2,full_sample,4,21,24.53880964923705,25.796360247019773,27.89767215762749,32.56709233802925,34.66840424863696,35.925954846419685,3.4614463592992375,,,,,,,,2025-05-01,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2025 guide floor 34.50% (level, 2025-05-01); YTD rev 2272 EBITDA 417; FY rev hat 11957; shares FY2023-25; rev[guide_cushion]=3096; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,48.73508440500954,48.73508440500954,W1,PIT,4,22,42.73352363204321,44.05910018472306,46.27408048331281,51.19608832670627,53.41106862529602,54.736645177975866,3.6486898740585594,,,,,,,,2025-08-06,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2025 guide floor 34.50% (level, 2025-08-06); YTD rev 5368 EBITDA 1460; FY rev hat 12302; shares FY2022-24; rev[guide_cushion]=4140; sigma additive n=10 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,48.73508440500954,48.73508440500954,W2,PIT,4,22,42.73352363204321,44.05910018472306,46.27408048331281,51.19608832670627,53.41106862529602,54.736645177975866,3.6486898740585594,,,,,,,,2025-08-06,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2025 guide floor 34.50% (level, 2025-08-06); YTD rev 5368 EBITDA 1460; FY rev hat 12302; shares FY2022-24; rev[guide_cushion]=4140; sigma additive n=10 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,48.177899839938384,48.177899839938384,W1,full_sample,4,22,42.48432724134707,43.741877839129785,45.843189749737505,50.51260993013926,52.61392184074698,53.8714724385297,3.4614463592992375,,,,,,,,2025-08-06,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2025 guide floor 34.50% (level, 2025-08-06); YTD rev 5368 EBITDA 1460; FY rev hat 12324; shares FY2023-25; rev[guide_cushion]=4162; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,48.177899839938384,48.177899839938384,W2,full_sample,4,22,42.48432724134707,43.741877839129785,45.843189749737505,50.51260993013926,52.61392184074698,53.8714724385297,3.4614463592992375,,,,,,,,2025-08-06,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2025 guide floor 34.50% (level, 2025-08-06); YTD rev 5368 EBITDA 1460; FY rev hat 12324; shares FY2023-25; rev[guide_cushion]=4162; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,27.74621873278492,27.74621873278492,W1,PIT,4,23,21.723050663853098,23.053399662565273,25.276354509223406,30.216082956346437,32.439037803004574,33.76938680171674,3.6618261772599197,,,,,,,,2025-11-06,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2025 guide point 35.00% (level, 2025-11-06); YTD rev 9463 EBITDA 3511; FY rev hat 12206; shares FY2022-24; rev[guide_cushion]=2743; sigma additive n=11 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,27.74621873278492,27.74621873278492,W2,PIT,4,23,21.723050663853098,23.053399662565273,25.276354509223406,30.216082956346437,32.439037803004574,33.76938680171674,3.6618261772599197,,,,,,,,2025-11-06,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2025 guide point 35.00% (level, 2025-11-06); YTD rev 9463 EBITDA 3511; FY rev hat 12206; shares FY2022-24; rev[guide_cushion]=2743; sigma additive n=11 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,27.785642584747784,27.785642584747784,W1,full_sample,4,23,22.092069986156464,23.34962058393919,25.450932494546905,30.120352674948663,32.22166458555638,33.4792151833391,3.4614463592992375,,,,,,,,2025-11-06,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2025 guide point 35.00% (level, 2025-11-06); YTD rev 9463 EBITDA 3511; FY rev hat 12221; shares FY2023-25; rev[guide_cushion]=2758; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,27.785642584747784,27.785642584747784,W2,full_sample,4,23,22.092069986156464,23.34962058393919,25.450932494546905,30.120352674948663,32.22166458555638,33.4792151833391,3.4614463592992375,,,,,,,,2025-11-06,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2025 guide point 35.00% (level, 2025-11-06); YTD rev 9463 EBITDA 3511; FY rev hat 12221; shares FY2023-25; rev[guide_cushion]=2758; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,16.641022318188366,16.641022318188366,W1,PIT,4,24,10.529110386420559,11.879060416967569,14.134767728399177,19.147276907977552,21.402984219409163,22.752934249956173,3.7157786149612972,,,,,,,,2026-02-12,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2026 guide point 35.10% (yoy_pts(+0.0) on FY2025 actual 35.10, 2026-02-12); YTD rev 0 EBITDA 0; FY rev hat 13828; shares FY2023-25; rev[guide_cushion]=2661; sigma additive n=12 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,16.641022318188366,16.641022318188366,W2,PIT,4,24,10.529110386420559,11.879060416967569,14.134767728399177,19.147276907977552,21.402984219409163,22.752934249956173,3.7157786149612972,,,,,,,,2026-02-12,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2026 guide point 35.10% (yoy_pts(+0.0) on FY2025 actual 35.10, 2026-02-12); YTD rev 0 EBITDA 0; FY rev hat 13828; shares FY2023-25; rev[guide_cushion]=2661; sigma additive n=12 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,16.567984714869013,16.567984714869013,W1,full_sample,4,24,10.874412116277693,12.131962714060418,14.233274624668134,18.902694805069892,21.00400671567761,22.261557313460333,3.4614463592992375,,,,,,,,2026-02-12,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2026 guide point 35.10% (yoy_pts(+0.0) on FY2025 actual 35.10, 2026-02-12); YTD rev 0 EBITDA 0; FY rev hat 13843; shares FY2023-25; rev[guide_cushion]=2676; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,16.567984714869013,16.567984714869013,W2,full_sample,4,24,10.874412116277693,12.131962714060418,14.233274624668134,18.902694805069892,21.00400671567761,22.261557313460333,3.4614463592992375,,,,,,,,2026-02-12,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2026 guide point 35.10% (yoy_pts(+0.0) on FY2025 actual 35.10, 2026-02-12); YTD rev 0 EBITDA 0; FY rev hat 13843; shares FY2023-25; rev[guide_cushion]=2676; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,31.397550176027178,31.397550176027178,W1,PIT,4,25,26.01631620913795,27.204879957942097,29.190917868688825,33.60418248336553,35.59022039411226,36.7787841429164,3.2715579542859756,,,,,,,,2026-05-07,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2026 guide floor 35.00% (level, 2026-05-07); YTD rev 2678 EBITDA 519; FY rev hat 14419; shares FY2023-25; rev[guide_cushion]=3640; sigma additive n=12 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,31.397550176027178,31.397550176027178,W2,PIT,4,25,26.01631620913795,27.204879957942097,29.190917868688825,33.60418248336553,35.59022039411226,36.7787841429164,3.2715579542859756,,,,,,,,2026-05-07,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2026 guide floor 35.00% (level, 2026-05-07); YTD rev 2678 EBITDA 519; FY rev hat 14419; shares FY2023-25; rev[guide_cushion]=3640; sigma additive n=12 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,31.274921379103443,31.274921379103443,W1,full_sample,4,25,25.581348780512123,26.838899378294848,28.940211288902564,33.60963146930432,35.71094337991204,36.96849397769476,3.4614463592992375,,,,,,,,2026-05-07,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2026 guide floor 35.00% (level, 2026-05-07); YTD rev 2678 EBITDA 519; FY rev hat 14439; shares FY2023-25; rev[guide_cushion]=3660; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,31.274921379103443,31.274921379103443,W2,full_sample,4,25,25.581348780512123,26.838899378294848,28.940211288902564,33.60963146930432,35.71094337991204,36.96849397769476,3.4614463592992375,,,,,,,,2026-05-07,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2026 guide floor 35.00% (level, 2026-05-07); YTD rev 2678 EBITDA 519; FY rev hat 14439; shares FY2023-25; rev[guide_cushion]=3660; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q3,2026-08-06,0,49.37842497626263,49.37842497626263,LIVE,PIT,4,26,44.331488519539505,45.44621531861359,47.308874923800055,51.4479750287252,53.31063463391167,54.42536143298575,3.068319499089398,,,,,,,,2026-08-06,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2026 guide floor 35.50% (level, 2026-08-06); YTD rev 6286 EBITDA 1780; FY rev hat 14338; shares FY2023-25; rev[guide_cushion]=4815; sigma additive n=12 (PIT)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q3,2026-08-06,0,49.209292303427056,49.209292303427056,LIVE,full_sample,4,26,43.51571970483574,44.77327030261846,46.87458221322618,51.544002393627935,53.645314304235654,54.90286490201837,3.4614463592992375,,,,,,,,2026-08-06,guide_implied|adj_ebitda_margin_pct|h0|full_sample,"FY2026 guide floor 35.50% (level, 2026-08-06); YTD rev 6286 EBITDA 1780; FY rev hat 14372; shares FY2023-25; rev[guide_cushion]=4849; sigma additive n=14 (full_sample)",1.0
baselines-margin,guide_implied,adj_ebitda_margin_pct,2026Q3,2026-09-11,0,49.37842497626263,49.37842497626263,LIVE,PIT,4,26,44.331488519539505,45.44621531861359,47.308874923800055,51.4479750287252,53.31063463391167,54.42536143298575,3.068319499089398,,,,,,,,2026-08-06,guide_implied|adj_ebitda_margin_pct|h0|PIT,"FY2026 guide floor 35.50% (level, 2026-08-06); YTD rev 6286 EBITDA 1780; FY rev hat 14338; shares FY2023-25; rev[guide_cushion]=4815; sigma additive n=12 (PIT)",1.0
