method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,15.176246589486508,15.176246589486508,W1,PIT,1,12,10.2808148217831,11.362078481686746,13.168822648536867,17.18367053043615,18.99041469728627,20.071678357189917,2.9762111883331954,,,,,,,,2023-02-14,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2022Q1 actual 15.18 (ABNB-4Q22-adj_ebitda_margin_yoy_pts-1Q23-062); rev[guide_cushion]=1845; sigma additive n=3 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,14.411441144114413,14.411441144114413,W2,full_sample,1,16,9.07176770665868,10.25115189944097,12.221851174559982,16.601031113668846,18.571730388787856,19.751114581570146,3.246290946479013,,,,,,,,2024-02-13,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,floor yoy_pts(+0.0) on 2023Q1 actual 14.41 (ABNB-4Q23-adj_ebitda_margin_yoy_pts-1Q24-096); rev[guide_cushion]=2102; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.971014492753625,32.971014492753625,W1,PIT,1,17,27.7216355131852,28.88107619114856,30.818450727444112,35.12357825806314,37.06095279435869,38.22039347232205,3.1913958139226564,,,,,,,,2024-05-08,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q2 actual 32.97 (ABNB-1Q24-adj_ebitda_margin_yoy_pts-2Q24-104); rev[guide_cushion]=2779; sigma additive n=8 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.971014492753625,32.971014492753625,W2,PIT,1,17,27.7216355131852,28.88107619114856,30.818450727444112,35.12357825806314,37.06095279435869,38.22039347232205,3.1913958139226564,,,,,,,,2024-05-08,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q2 actual 32.97 (ABNB-1Q24-adj_ebitda_margin_yoy_pts-2Q24-104); rev[guide_cushion]=2779; sigma additive n=8 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.971014492753625,32.971014492753625,W1,full_sample,1,17,27.63134105529789,28.810725248080182,30.781424523199192,35.16060446230806,37.13130373742707,38.310687930209355,3.246290946479013,,,,,,,,2024-05-08,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q2 actual 32.97 (ABNB-1Q24-adj_ebitda_margin_yoy_pts-2Q24-104); rev[guide_cushion]=2778; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.971014492753625,32.971014492753625,W2,full_sample,1,17,27.63134105529789,28.810725248080182,30.781424523199192,35.16060446230806,37.13130373742707,38.310687930209355,3.246290946479013,,,,,,,,2024-05-08,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q2 actual 32.97 (ABNB-1Q24-adj_ebitda_margin_yoy_pts-2Q24-104); rev[guide_cushion]=2778; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.98881365911098,53.98881365911098,W1,PIT,1,18,48.63771590392548,49.819623408273856,51.79453902638321,56.18308829183875,58.15800390994811,59.33991141429648,3.253236438492754,,,,,,,,2024-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q3 actual 53.99 (ABNB-2Q24-adj_ebitda_margin_yoy_pts-3Q24-112); rev[guide_cushion]=3794; sigma additive n=9 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.98881365911098,53.98881365911098,W2,PIT,1,18,48.63771590392548,49.819623408273856,51.79453902638321,56.18308829183875,58.15800390994811,59.33991141429648,3.253236438492754,,,,,,,,2024-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q3 actual 53.99 (ABNB-2Q24-adj_ebitda_margin_yoy_pts-3Q24-112); rev[guide_cushion]=3794; sigma additive n=9 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.98881365911098,53.98881365911098,W1,full_sample,1,18,48.64914022165525,49.82852441443754,51.79922368955655,56.178403628665414,58.149102903784424,59.32848709656671,3.246290946479013,,,,,,,,2024-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q3 actual 53.99 (ABNB-2Q24-adj_ebitda_margin_yoy_pts-3Q24-112); rev[guide_cushion]=3793; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.98881365911098,53.98881365911098,W2,full_sample,1,18,48.64914022165525,49.82852441443754,51.79922368955655,56.178403628665414,58.149102903784424,59.32848709656671,3.246290946479013,,,,,,,,2024-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q3 actual 53.99 (ABNB-2Q24-adj_ebitda_margin_yoy_pts-3Q24-112); rev[guide_cushion]=3793; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.27321911632101,33.27321911632101,W1,PIT,1,19,27.704330696241428,28.93434205385353,30.98963710161561,35.55680113102641,37.61209617878849,38.84210753640059,3.3856437611417185,,,,,,,,2024-11-07,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q4 actual 33.27 (ABNB-3Q24-adj_ebitda_margin_yoy_pts-4Q24-121); rev[guide_cushion]=2476; sigma additive n=10 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.27321911632101,33.27321911632101,W2,PIT,1,19,27.704330696241428,28.93434205385353,30.98963710161561,35.55680113102641,37.61209617878849,38.84210753640059,3.3856437611417185,,,,,,,,2024-11-07,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q4 actual 33.27 (ABNB-3Q24-adj_ebitda_margin_yoy_pts-4Q24-121); rev[guide_cushion]=2476; sigma additive n=10 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.27321911632101,33.27321911632101,W1,full_sample,1,19,27.933545678865276,29.112929871647566,31.083629146766576,35.46280908587544,37.43350836099445,38.61289255377674,3.246290946479013,,,,,,,,2024-11-07,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q4 actual 33.27 (ABNB-3Q24-adj_ebitda_margin_yoy_pts-4Q24-121); rev[guide_cushion]=2476; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.27321911632101,33.27321911632101,W2,full_sample,1,19,27.933545678865276,29.112929871647566,31.083629146766576,35.46280908587544,37.43350836099445,38.61289255377674,3.246290946479013,,,,,,,,2024-11-07,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q4 actual 33.27 (ABNB-3Q24-adj_ebitda_margin_yoy_pts-4Q24-121); rev[guide_cushion]=2476; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,19.79458450046685,19.79458450046685,W1,PIT,1,20,13.962116236515984,15.250344993570014,17.402918763212252,22.18625023772145,24.338824007363687,25.62705276441772,3.545888927977505,,,,,,,,2025-02-13,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q1 actual 19.79 (ABNB-4Q24-adj_ebitda_margin_yoy_pts-1Q25-132); rev[guide_cushion]=2301; sigma additive n=11 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,19.79458450046685,19.79458450046685,W2,PIT,1,20,13.962116236515984,15.250344993570014,17.402918763212252,22.18625023772145,24.338824007363687,25.62705276441772,3.545888927977505,,,,,,,,2025-02-13,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q1 actual 19.79 (ABNB-4Q24-adj_ebitda_margin_yoy_pts-1Q25-132); rev[guide_cushion]=2301; sigma additive n=11 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,19.79458450046685,19.79458450046685,W1,full_sample,1,20,14.454911063011117,15.634295255793408,17.60499453091242,21.98417447002128,23.954873745140294,25.134257937922584,3.246290946479013,,,,,,,,2025-02-13,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q1 actual 19.79 (ABNB-4Q24-adj_ebitda_margin_yoy_pts-1Q25-132); rev[guide_cushion]=2307; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,19.79458450046685,19.79458450046685,W2,full_sample,1,20,14.454911063011117,15.634295255793408,17.60499453091242,21.98417447002128,23.954873745140294,25.134257937922584,3.246290946479013,,,,,,,,2025-02-13,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q1 actual 19.79 (ABNB-4Q24-adj_ebitda_margin_yoy_pts-1Q25-132); rev[guide_cushion]=2307; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.532751091703055,32.532751091703055,W1,PIT,1,21,26.722681574698655,28.00596307638282,30.150270199218276,34.915231984187834,37.05953910702329,38.342820608707456,3.532271456745137,,,,,,,,2025-05-01,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q2 actual 32.53 (ABNB-1Q25-adj_ebitda_margin_yoy_pts-2Q25-141); rev[guide_cushion]=3082; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.532751091703055,32.532751091703055,W2,PIT,1,21,26.722681574698655,28.00596307638282,30.150270199218276,34.915231984187834,37.05953910702329,38.342820608707456,3.532271456745137,,,,,,,,2025-05-01,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q2 actual 32.53 (ABNB-1Q25-adj_ebitda_margin_yoy_pts-2Q25-141); rev[guide_cushion]=3082; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.532751091703055,32.532751091703055,W1,full_sample,1,21,27.193077654247322,28.372461847029612,30.343161122148622,34.72234106125749,36.6930403363765,37.872424529158785,3.246290946479013,,,,,,,,2025-05-01,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q2 actual 32.53 (ABNB-1Q25-adj_ebitda_margin_yoy_pts-2Q25-141); rev[guide_cushion]=3096; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.532751091703055,32.532751091703055,W2,full_sample,1,21,27.193077654247322,28.372461847029612,30.343161122148622,34.72234106125749,36.6930403363765,37.872424529158785,3.246290946479013,,,,,,,,2025-05-01,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q2 actual 32.53 (ABNB-1Q25-adj_ebitda_margin_yoy_pts-2Q25-141); rev[guide_cushion]=3096; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.46516613076098,52.46516613076098,W1,PIT,1,22,47.44741921542311,48.55569886297986,50.40758556066126,54.522746700860694,56.374633398542095,57.482913046098844,3.05057351798386,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q3 actual 52.47 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-3Q25-151); rev[guide_cushion]=4140; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.46516613076098,52.46516613076098,W2,PIT,1,22,47.44741921542311,48.55569886297986,50.40758556066126,54.522746700860694,56.374633398542095,57.482913046098844,3.05057351798386,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q3 actual 52.47 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-3Q25-151); rev[guide_cushion]=4140; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.46516613076098,52.46516613076098,W1,full_sample,1,22,47.12549269330525,48.304876886087534,50.275576161206544,54.65475610031541,56.62545537543442,57.80483956821671,3.246290946479013,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q3 actual 52.47 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-3Q25-151); rev[guide_cushion]=4162; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.46516613076098,52.46516613076098,W2,full_sample,1,22,47.12549269330525,48.304876886087534,50.275576161206544,54.65475610031541,56.62545537543442,57.80483956821671,3.246290946479013,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q3 actual 52.47 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-3Q25-151); rev[guide_cushion]=4162; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,30.846774193548388,30.846774193548388,W1,PIT,1,23,25.540889732690694,26.712810887638035,28.671039753757558,33.02250863333922,34.98073749945874,36.15265865440608,3.225748707312928,,,,,,,,2025-11-06,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-3Q25-adj_ebitda_margin_yoy_pts-4Q25-161); rev[guide_cushion]=2743; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,30.846774193548388,30.846774193548388,W2,PIT,1,23,25.540889732690694,26.712810887638035,28.671039753757558,33.02250863333922,34.98073749945874,36.15265865440608,3.225748707312928,,,,,,,,2025-11-06,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-3Q25-adj_ebitda_margin_yoy_pts-4Q25-161); rev[guide_cushion]=2743; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,30.846774193548388,30.846774193548388,W1,full_sample,1,23,25.507100756092655,26.686484948874945,28.65718422399396,33.03636416310282,35.00706343822183,36.18644763100412,3.246290946479013,,,,,,,,2025-11-06,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-3Q25-adj_ebitda_margin_yoy_pts-4Q25-161); rev[guide_cushion]=2758; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,30.846774193548388,30.846774193548388,W2,full_sample,1,23,25.507100756092655,26.686484948874945,28.65718422399396,33.03636416310282,35.00706343822183,36.18644763100412,3.246290946479013,,,,,,,,2025-11-06,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-3Q25-adj_ebitda_margin_yoy_pts-4Q25-161); rev[guide_cushion]=2758; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.35387323943662,18.35387323943662,W1,PIT,1,24,13.170690471399775,14.315510261697089,16.228453935766904,20.479292543106336,22.39223621717615,23.537056007473467,3.151151374875355,,,,,,,,2026-02-12,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,point yoy_pts(+0.0) on 2025Q1 actual 18.35 (ABNB-4Q25-adj_ebitda_margin_yoy_pts-1Q26-169); rev[guide_cushion]=2661; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.35387323943662,18.35387323943662,W2,PIT,1,24,13.170690471399775,14.315510261697089,16.228453935766904,20.479292543106336,22.39223621717615,23.537056007473467,3.151151374875355,,,,,,,,2026-02-12,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,point yoy_pts(+0.0) on 2025Q1 actual 18.35 (ABNB-4Q25-adj_ebitda_margin_yoy_pts-1Q26-169); rev[guide_cushion]=2661; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.35387323943662,18.35387323943662,W1,full_sample,1,24,13.014199801980887,14.193583994763177,16.16428326988219,20.54346320899105,22.514162484110063,23.693546676892353,3.246290946479013,,,,,,,,2026-02-12,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,point yoy_pts(+0.0) on 2025Q1 actual 18.35 (ABNB-4Q25-adj_ebitda_margin_yoy_pts-1Q26-169); rev[guide_cushion]=2676; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.35387323943662,18.35387323943662,W2,full_sample,1,24,13.014199801980887,14.193583994763177,16.16428326988219,20.54346320899105,22.514162484110063,23.693546676892353,3.246290946479013,,,,,,,,2026-02-12,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,point yoy_pts(+0.0) on 2025Q1 actual 18.35 (ABNB-4Q25-adj_ebitda_margin_yoy_pts-1Q26-169); rev[guide_cushion]=2676; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.68863049095607,33.68863049095607,W1,PIT,1,25,28.531468830910867,29.6705412878172,31.573881419787003,35.80337956212514,37.70671969409494,38.84579215100128,3.135331664497922,,,,,,,,2026-05-07,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,floor yoy_pts(+0.0) on 2025Q2 actual 33.69 (ABNB-1Q26-adj_ebitda_margin_yoy_pts-2Q26-178); rev[guide_cushion]=3640; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.68863049095607,33.68863049095607,W2,PIT,1,25,28.531468830910867,29.6705412878172,31.573881419787003,35.80337956212514,37.70671969409494,38.84579215100128,3.135331664497922,,,,,,,,2026-05-07,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,floor yoy_pts(+0.0) on 2025Q2 actual 33.69 (ABNB-1Q26-adj_ebitda_margin_yoy_pts-2Q26-178); rev[guide_cushion]=3640; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.68863049095607,33.68863049095607,W1,full_sample,1,25,28.34895705350034,29.52834124628263,31.49904052140164,35.878220460510505,37.848919735629515,39.0283039284118,3.246290946479013,,,,,,,,2026-05-07,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,floor yoy_pts(+0.0) on 2025Q2 actual 33.69 (ABNB-1Q26-adj_ebitda_margin_yoy_pts-2Q26-178); rev[guide_cushion]=3660; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.68863049095607,33.68863049095607,W2,full_sample,1,25,28.34895705350034,29.52834124628263,31.49904052140164,35.878220460510505,37.848919735629515,39.0283039284118,3.246290946479013,,,,,,,,2026-05-07,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,floor yoy_pts(+0.0) on 2025Q2 actual 33.69 (ABNB-1Q26-adj_ebitda_margin_yoy_pts-2Q26-178); rev[guide_cushion]=3660; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q3,2026-08-06,0,50.085470085470085,50.085470085470085,LIVE,PIT,1,26,44.96584710753207,46.09662832175968,47.98611415074933,52.18482602019084,54.07431184918049,55.2050930634081,3.112509766249891,,,,,,,,2026-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2025Q3 actual 50.09 (ABNB-2Q26-adj_ebitda_margin_yoy_pts-3Q26-188); rev[guide_cushion]=4815; sigma additive n=12 (PIT),1.0
