method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,20.049713631956145,20.049713631956145,W1,PIT,1,12,2.8272809258449705,6.631233570657368,12.987471652866981,27.11195561104531,33.46819369325492,37.272146338067316,10.470495625820988,,,,,,,,2023-02-14,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2022Q1] + (y[2022Q4] - y[2021Q4] = +4.873); sigma additive n=5 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,21.0810850764186,21.0810850764186,W2,full_sample,1,16,11.796896224592237,13.847513308746148,17.274004545461203,24.888165607375996,28.31465684409105,30.36527392824496,5.644386041226921,,,,,,,,2024-02-13,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2023Q1] + (y[2023Q4] - y[2022Q4] = +6.670); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,38.35415784910606,38.35415784910606,W1,PIT,1,17,26.01850229665859,28.743102843222307,33.295790894293326,43.41252480391879,47.965212854989815,50.68981340155353,7.499546069220787,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +5.383); sigma additive n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,38.35415784910606,38.35415784910606,W2,PIT,1,17,26.01850229665859,28.743102843222307,33.295790894293326,43.41252480391879,47.965212854989815,50.68981340155353,7.499546069220787,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +5.383); sigma additive n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,38.35415784910606,38.35415784910606,W1,full_sample,1,17,29.069968997279695,31.120586081433608,34.54707731814866,42.16123838006346,45.58772961677851,47.63834670093242,5.644386041226921,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +5.383); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,38.35415784910606,38.35415784910606,W2,full_sample,1,17,29.069968997279695,31.120586081433608,34.54707731814866,42.16123838006346,45.58772961677851,47.63834670093242,5.644386041226921,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +5.383); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.55055025806041,53.55055025806041,W1,PIT,1,18,41.56988125001869,44.21607521909664,48.63774931698652,58.4633511991343,62.885025297024185,65.53121926610213,7.283729574312562,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2023Q3] + (y[2024Q2] - y[2023Q2] = -0.438); sigma additive n=11 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.55055025806041,53.55055025806041,W2,PIT,1,18,41.56988125001869,44.21607521909664,48.63774931698652,58.4633511991343,62.885025297024185,65.53121926610213,7.283729574312562,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2023Q3] + (y[2024Q2] - y[2023Q2] = -0.438); sigma additive n=11 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.55055025806041,53.55055025806041,W1,full_sample,1,18,44.26636140623405,46.31697849038796,49.74346972710301,57.35763078901781,60.78412202573286,62.834739109886776,5.644386041226921,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2023Q3] + (y[2024Q2] - y[2023Q2] = -0.438); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.55055025806041,53.55055025806041,W2,full_sample,1,18,44.26636140623405,46.31697849038796,49.74346972710301,57.35763078901781,60.78412202573286,62.834739109886776,5.644386041226921,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2023Q3] + (y[2024Q2] - y[2023Q2] = -0.438); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.749571587971005,31.749571587971005,W1,PIT,1,19,20.32644165641505,22.849490871161535,27.065395483941373,36.43374769200064,40.649652304780474,43.17270151952696,6.944769883705262,,,,,,,,2024-11-07,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2023Q4] + (y[2024Q3] - y[2023Q3] = -1.524); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.749571587971005,31.749571587971005,W2,PIT,1,19,20.32644165641505,22.849490871161535,27.065395483941373,36.43374769200064,40.649652304780474,43.17270151952696,6.944769883705262,,,,,,,,2024-11-07,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2023Q4] + (y[2024Q3] - y[2023Q3] = -1.524); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.749571587971005,31.749571587971005,W1,full_sample,1,19,22.46538273614464,24.515999820298553,27.94249105701361,35.556652118928405,38.983143355643456,41.03376043979737,5.644386041226921,,,,,,,,2024-11-07,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2023Q4] + (y[2024Q3] - y[2023Q3] = -1.524); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.749571587971005,31.749571587971005,W2,full_sample,1,19,22.46538273614464,24.515999820298553,27.94249105701361,35.556652118928405,38.983143355643456,41.03376043979737,5.644386041226921,,,,,,,,2024-11-07,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2023Q4] + (y[2024Q3] - y[2023Q3] = -1.524); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,17.36813957769423,17.36813957769423,W1,PIT,1,20,8.260759530944886,10.272324505958597,13.633561380570569,21.10271777481789,24.463954649429862,26.47551962444357,5.536893920238191,,,,,,,,2025-02-13,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2024Q1] + (y[2024Q4] - y[2023Q4] = -2.426); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,17.36813957769423,17.36813957769423,W2,PIT,1,20,8.260759530944886,10.272324505958597,13.633561380570569,21.10271777481789,24.463954649429862,26.47551962444357,5.536893920238191,,,,,,,,2025-02-13,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2024Q1] + (y[2024Q4] - y[2023Q4] = -2.426); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,17.36813957769423,17.36813957769423,W1,full_sample,1,20,8.083950725867867,10.134567810021778,13.561059046736833,21.175220108651626,24.60171134536668,26.652328429520594,5.644386041226921,,,,,,,,2025-02-13,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2024Q1] + (y[2024Q4] - y[2023Q4] = -2.426); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,17.36813957769423,17.36813957769423,W2,full_sample,1,20,8.083950725867867,10.134567810021778,13.561059046736833,21.175220108651626,24.60171134536668,26.652328429520594,5.644386041226921,,,,,,,,2025-02-13,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2024Q1] + (y[2024Q4] - y[2023Q4] = -2.426); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,31.092039830672825,31.092039830672825,W1,PIT,1,21,21.860034761145585,23.899125910486433,27.306357815492454,34.877721845853195,38.284953750859216,40.324044900200064,5.612660554263173,,,,,,,,2025-05-01,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2024Q2] + (y[2025Q1] - y[2024Q1] = -1.441); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,31.092039830672825,31.092039830672825,W2,PIT,1,21,21.860034761145585,23.899125910486433,27.306357815492454,34.877721845853195,38.284953750859216,40.324044900200064,5.612660554263173,,,,,,,,2025-05-01,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2024Q2] + (y[2025Q1] - y[2024Q1] = -1.441); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,31.092039830672825,31.092039830672825,W1,full_sample,1,21,21.80785097884646,23.858468063000373,27.284959299715428,34.899120361630224,38.325611598345276,40.37622868249919,5.644386041226921,,,,,,,,2025-05-01,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2024Q2] + (y[2025Q1] - y[2024Q1] = -1.441); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,31.092039830672825,31.092039830672825,W2,full_sample,1,21,21.80785097884646,23.858468063000373,27.284959299715428,34.899120361630224,38.325611598345276,40.37622868249919,5.644386041226921,,,,,,,,2025-05-01,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2024Q2] + (y[2025Q1] - y[2024Q1] = -1.441); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,53.621045530013994,53.621045530013994,W1,PIT,1,22,44.24537739401897,46.316199687907016,49.776452944174615,57.46563811585337,60.92589137212097,62.996713666009015,5.7000014970156565,,,,,,,,2025-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2024Q3] + (y[2025Q2] - y[2024Q2] = +1.156); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,53.621045530013994,53.621045530013994,W2,PIT,1,22,44.24537739401897,46.316199687907016,49.776452944174615,57.46563811585337,60.92589137212097,62.996713666009015,5.7000014970156565,,,,,,,,2025-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2024Q3] + (y[2025Q2] - y[2024Q2] = +1.156); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,53.621045530013994,53.621045530013994,W1,full_sample,1,22,44.33685667818763,46.38747376234154,49.813964999056594,57.428126060971394,60.854617297686445,62.90523438184036,5.644386041226921,,,,,,,,2025-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2024Q3] + (y[2025Q2] - y[2024Q2] = +1.156); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,53.621045530013994,53.621045530013994,W2,full_sample,1,22,44.33685667818763,46.38747376234154,49.813964999056594,57.428126060971394,60.854617297686445,62.90523438184036,5.644386041226921,,,,,,,,2025-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2024Q3] + (y[2025Q2] - y[2024Q2] = +1.156); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,28.467078148257496,28.467078148257496,W1,PIT,1,23,22.816731216895302,24.064734476390466,26.15009320333016,30.78406309318483,32.86942182012453,34.117425079619686,3.435167019593345,,,,,,,,2025-11-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2024Q4] + (y[2025Q3] - y[2024Q3] = -2.380); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,28.467078148257496,28.467078148257496,W2,PIT,1,23,22.816731216895302,24.064734476390466,26.15009320333016,30.78406309318483,32.86942182012453,34.117425079619686,3.435167019593345,,,,,,,,2025-11-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2024Q4] + (y[2025Q3] - y[2024Q3] = -2.380); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,28.467078148257496,28.467078148257496,W1,full_sample,1,23,19.182889296431135,21.233506380585045,24.6599976173001,32.27415867921489,35.700649915929944,37.75126700008386,5.644386041226921,,,,,,,,2025-11-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2024Q4] + (y[2025Q3] - y[2024Q3] = -2.380); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,28.467078148257496,28.467078148257496,W2,full_sample,1,23,19.182889296431135,21.233506380585045,24.6599976173001,32.27415867921489,35.700649915929944,37.75126700008386,5.644386041226921,,,,,,,,2025-11-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2024Q4] + (y[2025Q3] - y[2024Q3] = -2.380); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,15.800835546968148,15.800835546968148,W1,PIT,1,24,10.514143945888375,11.681825936081257,13.632971343765572,17.968699750170725,19.91984515785504,21.087527148047922,3.2140802770870183,,,,,,,,2026-02-12,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2025Q1] + (y[2025Q4] - y[2024Q4] = -2.553); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,15.800835546968148,15.800835546968148,W2,PIT,1,24,10.514143945888375,11.681825936081257,13.632971343765572,17.968699750170725,19.91984515785504,21.087527148047922,3.2140802770870183,,,,,,,,2026-02-12,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2025Q1] + (y[2025Q4] - y[2024Q4] = -2.553); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,15.800835546968148,15.800835546968148,W1,full_sample,1,24,6.516646695141786,8.567263779295697,11.993755016010752,19.607916077925545,23.0344073146406,25.08502439879451,5.644386041226921,,,,,,,,2026-02-12,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2025Q1] + (y[2025Q4] - y[2024Q4] = -2.553); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,15.800835546968148,15.800835546968148,W2,full_sample,1,24,6.516646695141786,8.567263779295697,11.993755016010752,19.607916077925545,23.0344073146406,25.08502439879451,5.644386041226921,,,,,,,,2026-02-12,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2025Q1] + (y[2025Q4] - y[2024Q4] = -2.553); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,34.71489168019757,34.71489168019757,W1,PIT,1,25,29.78074326243244,30.870558345117857,32.69159156449251,36.73819179590262,38.55922501527728,39.6490400979627,2.9997492402469543,,,,,,,,2026-05-07,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2025Q2] + (y[2026Q1] - y[2025Q1] = +1.026); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,34.71489168019757,34.71489168019757,W2,PIT,1,25,29.78074326243244,30.870558345117857,32.69159156449251,36.73819179590262,38.55922501527728,39.6490400979627,2.9997492402469543,,,,,,,,2026-05-07,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2025Q2] + (y[2026Q1] - y[2025Q1] = +1.026); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,34.71489168019757,34.71489168019757,W1,full_sample,1,25,25.430702828371203,27.481319912525116,30.90781114924017,38.52197221115497,41.94846344787002,43.99908053202393,5.644386041226921,,,,,,,,2026-05-07,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2025Q2] + (y[2026Q1] - y[2025Q1] = +1.026); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,34.71489168019757,34.71489168019757,W2,full_sample,1,25,25.430702828371203,27.481319912525116,30.90781114924017,38.52197221115497,41.94846344787002,43.99908053202393,5.644386041226921,,,,,,,,2026-05-07,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2025Q2] + (y[2026Q1] - y[2025Q1] = +1.026); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q3,2026-08-06,0,51.34695045925903,51.34695045925903,LIVE,PIT,1,26,46.41383545286665,47.50342228394606,49.32407410489494,53.36982681362311,55.190478634571996,56.280065465651404,2.9991209707427156,,,,,,,,2026-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2025Q3] + (y[2026Q2] - y[2025Q2] = +1.261); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q3,2026-08-06,0,51.34695045925903,51.34695045925903,LIVE,full_sample,1,26,42.06276160743266,44.113378691586576,47.53986992830163,55.15403099021643,58.58052222693148,60.63113931108539,5.644386041226921,,,,,,,,2026-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2025Q3] + (y[2026Q2] - y[2025Q2] = +1.261); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q3,2026-09-11,0,51.34695045925903,51.34695045925903,LIVE,PIT,1,26,46.41383545286665,47.50342228394606,49.32407410489494,53.36982681362311,55.190478634571996,56.280065465651404,2.9991209707427156,,,,,,,,2026-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2025Q3] + (y[2026Q2] - y[2025Q2] = +1.261); sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2026Q3,2026-09-11,0,51.34695045925903,51.34695045925903,LIVE,full_sample,1,26,42.06276160743266,44.113378691586576,47.53986992830163,55.15403099021643,58.58052222693148,60.63113931108539,5.644386041226921,,,,,,,,2026-08-06,seasonal_naive_drift|adj_ebitda_margin_pct|h0|full_sample,y[2025Q3] + (y[2026Q2] - y[2025Q2] = +1.261); sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,38.664524246309554,38.664524246309554,W1,PIT,1,12,17.45509781420866,22.139665618774156,29.967373021672373,47.361675470946736,55.18938287384495,59.87395067841045,12.894415700325796,,,,,,,,2023-02-14,seasonal_naive_drift|adj_ebitda_margin_pct|h1|PIT,y[2022Q2] + (y[2022Q4] - y[2021Q4] = +4.873); sigma additive n=4 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,38.664524246309554,38.664524246309554,W1,full_sample,1,12,26.512404736331412,29.196467315577546,33.681418200679694,43.647630291939414,48.13258117704156,50.8166437562877,7.38796407829951,,,,,,,,2023-02-14,seasonal_naive_drift|adj_ebitda_margin_pct|h1|full_sample,y[2022Q2] + (y[2022Q4] - y[2021Q4] = +4.873); sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,49.74812440856684,49.74812440856684,W1,PIT,1,13,30.95891687463701,35.108926162654726,42.04340972253687,57.452839094596804,64.38732265447895,68.53733194249666,11.423027086460724,,,,,,,,2023-05-09,seasonal_naive_drift|adj_ebitda_margin_pct|h1|PIT,y[2022Q3] + (y[2023Q1] - y[2022Q1] = -0.765); sigma additive n=5 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,49.74812440856684,49.74812440856684,W1,full_sample,1,13,37.596004898588696,40.280067477834834,44.76501836293698,54.7312304541967,59.21618133929884,61.90024391854498,7.38796407829951,,,,,,,,2023-05-09,seasonal_naive_drift|adj_ebitda_margin_pct|h1|full_sample,y[2022Q3] + (y[2023Q1] - y[2022Q1] = -0.765); sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,25.783532472930528,25.783532472930528,W1,PIT,1,14,8.971770481740307,12.685017476611845,18.889690394830275,32.67737455103078,38.88204746924921,42.59529446412075,10.220825559018701,,,,,,,,2023-08-03,seasonal_naive_drift|adj_ebitda_margin_pct|h1|PIT,y[2022Q4] + (y[2023Q2] - y[2022Q2] = -0.820); sigma additive n=6 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,25.783532472930528,25.783532472930528,W1,full_sample,1,14,13.631412962952387,16.31547554219852,20.800426427300664,30.76663851856039,35.251589403662535,37.93565198290867,7.38796407829951,,,,,,,,2023-08-03,seasonal_naive_drift|adj_ebitda_margin_pct|h1|full_sample,y[2022Q4] + (y[2023Q2] - y[2022Q2] = -0.820); sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2024Q1,2023-11-01,1,17.88732494928646,17.88732494928646,W1,PIT,1,15,1.2097374768897673,4.8933490814340175,11.04850256180236,24.72614733677056,30.8813008171389,34.56491242168315,10.139253243649701,,,,,,,,2023-11-01,seasonal_naive_drift|adj_ebitda_margin_pct|h1|PIT,y[2023Q1] + (y[2023Q3] - y[2022Q3] = +3.476); sigma additive n=7 (PIT),1.0
