method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
street-bias,street_plus_bias,adj_ebitda_musd,2023Q1,2023-02-14,0,261.3129772497341,261.3129772497341,W1,PIT,3,12,125.29002836267848,155.3336850866496,205.53531818483344,317.09063631463476,367.2922694128186,397.33592613678974,82.69608107267084,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4,b_pct=+0.1543 b_pt=+4.806 n_pool=4; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,39.35626667085203,39.35626667085203,W1,PIT,3,12,18.44029495483073,23.060046838067784,30.779449678330828,47.93308366337323,55.652486503636275,60.272238386873326,12.71600790082848,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_usd,b_pct=+0.2340 b_pt=+5.741 n_pool=4; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q1,2023-02-14,0,353.0574483333333,353.0574483333333,W1,PIT,3,12,159.5281254859671,202.27332833020685,273.69868808615905,432.41620858050754,503.8415683364598,546.5867711806994,117.6574740003147,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,b_pct=+0.1728 b_pt=+5.772 n_pool=4; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,19.18507251213186,19.18507251213186,W1,PIT,3,12,-15.979744208332463,-8.21282185475064,4.765364851313519,33.6047801729502,46.582966879014364,54.34988923259618,21.378690568131496,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,b_pct=+0.1728 b_pt=+5.772 n_pool=4; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q2,2023-02-14,1,944.3834916666667,944.3834916666667,W1,PIT,3,12,121.8177185296822,303.49944152728744,607.0816346793762,1281.6853486539571,1585.267541806046,1766.9492648036514,500.0844814754161,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,b_pct=+0.2675 b_pt=+6.811 n_pool=4; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,40.42597877979243,40.42597877979243,W1,PIT,3,12,19.390416776765058,24.036582802319487,31.800122516246184,49.05183504333868,56.815374757265374,61.4615407828198,12.788713632844111,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,b_pct=+0.2675 b_pt=+6.811 n_pool=4; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q1,2023-02-14,0,256.4571396689907,256.4571396689907,W1,PIT,3,12,128.75898152378124,156.96392531443263,204.09314972084243,308.8211296171389,355.95035402354875,384.1552978142001,77.63496766692961,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,b_pct=+0.1328 b_pt=+3.112 n_pool=4; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,16.524301128405156,16.524301128405156,W1,PIT,3,12,-18.1081192621847,-10.458788334952061,2.3229082535704624,30.725694003239852,43.50739059176237,51.15672151899501,21.055016582099565,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,b_pct=+0.1328 b_pt=+3.112 n_pool=4; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q2,2023-02-14,1,920.0721448418216,920.0721448418216,W1,PIT,3,12,171.20198263567872,336.60641084600536,612.9899580992425,1227.1543315844008,1503.5378788376377,1668.9423070479645,455.28073132809925,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,b_pct=+0.1700 b_pt=+3.632 n_pool=4; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,37.24719890297015,37.24719890297015,W1,PIT,3,12,16.60848198067163,21.166996051349578,28.784073191846026,45.71032461409427,53.32740175459072,57.88591582526867,12.547448954804425,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,b_pct=+0.1700 b_pt=+3.632 n_pool=4; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q1,2023-02-14,0,278.4395810832373,278.4395810832373,W1,PIT,3,12,121.56705628109061,156.21579991692903,214.11233133121408,342.76683083526046,400.6633622495455,435.3121058853839,95.3717231927135,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,b_pct=+0.2299 b_pt=+9.657 n_pool=8; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,23.07010851269861,23.07010851269861,W1,PIT,3,12,-16.836251495078606,-8.022055133460377,6.706080521486559,39.434136503910665,54.1622721588576,62.97646852047583,24.26134420345876,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,b_pct=+0.2299 b_pt=+9.657 n_pool=8; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q2,2023-02-14,1,1057.4038411660304,1057.4038411660304,W1,PIT,3,12,50.08630119259171,272.57451094406406,644.3425542696122,1470.4651280624485,1842.2331713879967,2064.721381139469,612.4055803314086,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,b_pct=+0.3446 b_pt=+8.478 n_pool=7; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,42.09335017186635,42.09335017186635,W1,PIT,3,12,16.249213136291004,21.957458603523214,31.495686496791627,52.69101384694107,62.22924174020948,67.93748720744169,15.712119675642008,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,b_pct=+0.3446 b_pt=+8.478 n_pool=7; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q2,2023-05-09,0,960.2334374614579,960.2334374614579,W1,PIT,3,13,458.05785859000173,568.9743681218081,754.3109923285488,1166.155882594367,1351.4925068011078,1462.4090163329142,305.30107399414925,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,b_pct=+0.1453 b_pt=+3.860 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,38.5175851568318,38.5175851568318,W1,PIT,3,13,3.906404703727162,11.55104432411882,24.324901944604072,52.71026836905953,65.48412598954478,73.12876560993644,21.042103616996044,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,b_pct=+0.1453 b_pt=+3.860 n_pool=5; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-05-09,1,2047.8796410270597,2047.8796410270597,W1,PIT,3,13,366.9090420830224,738.1883302544375,1358.5797417587758,2737.1795402953435,3357.570951799682,3728.8502399710974,1021.9575598708459,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,b_pct=+0.2237 b_pt=+4.771 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,55.93107578381691,55.93107578381691,W1,PIT,3,13,34.13830016967343,38.95171345743786,46.994716013430754,64.86743555420307,72.91043811019595,77.72385139796039,13.249066820938726,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,b_pct=+0.2237 b_pt=+4.771 n_pool=5; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q2,2023-05-09,0,981.1328438573021,981.1328438573021,W1,PIT,3,13,460.5237293653773,575.5116902289019,767.6515310949833,1194.6141566196206,1386.7539974857023,1501.741958349227,316.50786791090206,,,,,,LSEG,2023-05-08,2023-05-09,ew,b_pct=+0.1702 b_pt=+5.090 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,39.747784436544464,39.747784436544464,W1,PIT,3,13,4.786568732250835,12.508521328240036,25.41156554110104,54.08400333198789,66.98704754484889,74.7090001408381,21.254909939366346,,,,,,LSEG,2023-05-08,2023-05-09,ew,b_pct=+0.1702 b_pt=+5.090 n_pool=5; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-05-09,1,2117.8688304143534,2117.8688304143534,W1,PIT,3,13,367.09298415617997,753.7902948377464,1399.9445459413203,2835.7931148873863,3481.9473659909604,3868.644676672527,1064.3961368787657,,,,,,LSEG,2023-05-08,2023-05-09,ew,b_pct=+0.2655 b_pt=+6.137 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,57.29706730115188,57.29706730115188,W1,PIT,3,13,35.19978775122115,40.0804574232409,48.235842448415795,66.35829215388796,74.51367717906285,79.3943468510826,13.434192069044608,,,,,,LSEG,2023-05-08,2023-05-09,ew,b_pct=+0.2655 b_pt=+6.137 n_pool=5; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q2,2023-05-09,0,929.0262692510237,929.0262692510237,W1,PIT,3,13,374.5123408678472,496.9889247775071,701.6419264091599,1156.4106120928873,1361.0636137245401,1483.5401976342002,337.1205311507856,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,b_pct=+0.1453 b_pt=+3.860 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,38.5175851568318,38.5175851568318,W1,PIT,3,13,3.906404703727162,11.55104432411882,24.324901944604072,52.71026836905953,65.48412598954478,73.12876560993644,21.042103616996044,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,b_pct=+0.1453 b_pt=+3.860 n_pool=5; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-05-09,1,1789.1388341566626,1789.1388341566626,W1,PIT,3,13,78.1120730223433,456.0299249557792,1087.514085433446,2490.763582879879,3122.247743357546,3500.165595290982,1040.2304090154762,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,b_pct=+0.2237 b_pt=+4.771 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,55.93107578381691,55.93107578381691,W1,PIT,3,13,34.13830016967343,38.95171345743786,46.994716013430754,64.86743555420307,72.91043811019595,77.72385139796039,13.249066820938726,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,b_pct=+0.2237 b_pt=+4.771 n_pool=5; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q2,2023-05-09,0,952.0720814285714,952.0720814285714,W1,PIT,3,13,365.2497425317337,494.862348728159,711.4393307165315,1192.7048321406114,1409.2818141289838,1538.894420325409,356.762650050776,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,b_pct=+0.1702 b_pt=+5.090 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,39.747784436544464,39.747784436544464,W1,PIT,3,13,4.786568732250835,12.508521328240036,25.41156554110104,54.08400333198789,66.98704754484889,74.7090001408381,21.254909939366346,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,b_pct=+0.1702 b_pt=+5.090 n_pool=5; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-05-09,1,1816.6125685714285,1816.6125685714285,W1,PIT,3,13,60.94640985685451,448.7238534859508,1096.6829593855748,2536.542177757282,3184.501283656906,3572.2787272860023,1067.3692357468176,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,b_pct=+0.2655 b_pt=+6.137 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,57.29706730115188,57.29706730115188,W1,PIT,3,13,35.19978775122115,40.0804574232409,48.235842448415795,66.35829215388796,74.51367717906285,79.3943468510826,13.434192069044608,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,b_pct=+0.2655 b_pt=+6.137 n_pool=5; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q2,2023-05-09,0,919.3131377074512,919.3131377074512,W1,PIT,3,13,456.53694341476137,558.7512332468386,729.546829890945,1109.0794455239575,1279.8750421680638,1382.089332000141,281.3479489663691,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,b_pct=+0.0965 b_pt=+2.924 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,37.581859854775274,37.581859854775274,W1,PIT,3,13,3.5041832847670804,11.03098685134723,23.607945592527173,51.555774117023375,64.13273285820333,71.65953642478347,20.717756286416105,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,b_pct=+0.0965 b_pt=+2.924 n_pool=5; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-05-09,1,1934.7616902205057,1934.7616902205057,W1,PIT,3,13,412.07064994817244,748.3904201407291,1310.36600992974,2559.1573705112714,3121.1329603002823,3457.4527304928392,925.7304208244038,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,b_pct=+0.1561 b_pt=+3.837 n_pool=5; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,54.99698768595384,54.99698768595384,W1,PIT,3,13,33.17162171659754,37.99223330032996,46.04726389327043,63.94671147863725,72.00174207157772,76.82235365531014,13.26888035004479,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,b_pct=+0.1561 b_pt=+3.837 n_pool=5; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q2,2023-05-09,0,1010.510624437571,1010.510624437571,W1,PIT,3,13,472.3750789818999,591.2341371843625,789.8424119725257,1231.1788369026162,1429.7871116907795,1548.6461698932421,327.16318135434165,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,b_pct=+0.2053 b_pt=+7.973 n_pool=9; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,42.63012512485801,42.63012512485801,W1,PIT,3,13,4.615343851389248,13.011743491021143,27.041759142152184,58.218491107563835,72.24850675869487,80.64490639832678,23.111345988836916,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,b_pct=+0.2053 b_pt=+7.973 n_pool=9; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-05-09,1,2194.0920035297595,2194.0920035297595,W1,PIT,3,13,201.27589086876267,641.4331120778015,1376.9165296812903,3011.2674773782287,3746.7508949817175,4186.908116190756,1211.5461704361069,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,b_pct=+0.3110 b_pt=+7.125 n_pool=8; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,58.285566598936285,58.285566598936285,W1,PIT,3,13,33.01250922395153,38.594619201362306,47.92208022164806,68.64905297622451,77.97651399651026,83.55862397392104,15.364927894420102,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,b_pct=+0.3110 b_pt=+7.125 n_pool=8; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-08-03,0,1827.9247099726717,1827.9247099726717,W1,PIT,3,14,819.152434608877,1041.9619546322533,1414.266893334053,2241.5825266112906,2613.88746531309,2836.6969853364667,613.2899966505995,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,b_pct=+0.1072 b_pt=+2.743 n_pool=6; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,53.99389583688614,53.99389583688614,W1,PIT,3,14,19.71078354501079,27.282962104245623,39.93574046864958,68.0520512051227,80.70482956952665,88.27700812876148,20.842652337043965,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,b_pct=+0.1072 b_pt=+2.743 n_pool=6; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q4,2023-08-03,1,717.3086842099335,717.3086842099335,W1,PIT,3,14,108.18353555747345,242.7222072874017,467.5304287950703,967.0869396247967,1191.8951611324653,1326.4338328623935,370.321795612535,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,b_pct=+0.1788 b_pt=+3.627 n_pool=6; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,32.55657423367901,32.55657423367901,W1,PIT,3,14,10.059853571165931,15.028748588732558,23.33155429800716,41.78159416935085,50.08439987862546,55.053294896192085,13.677035022385487,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,b_pct=+0.1788 b_pt=+3.627 n_pool=6; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-08-03,0,1886.281484643309,1886.281484643309,W1,PIT,3,14,825.9416743533667,1060.1410174183607,1451.477851027025,2321.0851182595934,2712.421951868257,2946.6212949332516,644.6408318137997,,,,,,LSEG,2023-08-02,2023-08-03,ew,b_pct=+0.1426 b_pt=+4.243 n_pool=6; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,55.49440557493711,55.49440557493711,W1,PIT,3,14,20.736092432698854,28.413229540032038,41.24138903631891,69.74742211355532,82.57558160984219,90.25271871717537,21.131553940552383,,,,,,LSEG,2023-08-02,2023-08-03,ew,b_pct=+0.1426 b_pt=+4.243 n_pool=6; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q4,2023-08-03,1,750.6072562958987,750.6072562958987,W1,PIT,3,14,105.42787953865945,247.92991966701254,486.04458060834787,1015.1699319834495,1253.2845929247849,1395.7866330531378,392.2412099081409,,,,,,LSEG,2023-08-02,2023-08-03,ew,b_pct=+0.2335 b_pt=+5.289 n_pool=6; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,34.218435293337414,34.218435293337414,W1,PIT,3,14,11.24812540847768,16.321623010687357,24.799215052518548,43.63765553415628,52.11524757598747,57.18874517819715,13.96495682563092,,,,,,LSEG,2023-08-02,2023-08-03,ew,b_pct=+0.2335 b_pt=+5.289 n_pool=6; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-08-03,0,1718.5794999990192,1718.5794999990192,W1,PIT,3,14,716.5620047590312,937.8795831876545,1307.6915528999657,2129.4674470980726,2499.2794168103837,2720.5969952390074,609.1833819262692,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,b_pct=+0.1072 b_pt=+2.743 n_pool=6; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,53.99389583688614,53.99389583688614,W1,PIT,3,14,19.71078354501079,27.282962104245623,39.93574046864958,68.0520512051227,80.70482956952665,88.27700812876148,20.842652337043965,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,b_pct=+0.1072 b_pt=+2.743 n_pool=6; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q4,2023-08-03,1,704.352636087863,704.352636087863,W1,PIT,3,14,47.39594479536454,192.49926358972687,434.9605471268708,973.744725048855,1216.2060085859991,1361.3093273803613,399.40130874142545,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,b_pct=+0.1788 b_pt=+3.627 n_pool=6; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,32.55657423367901,32.55657423367901,W1,PIT,3,14,10.059853571165931,15.028748588732558,23.33155429800716,41.78159416935085,50.08439987862546,55.053294896192085,13.677035022385487,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,b_pct=+0.1788 b_pt=+3.627 n_pool=6; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q3,2023-08-03,0,1747.8938712499998,1747.8938712499998,W1,PIT,3,14,695.2327161883347,927.7360595439588,1316.2389520006966,2179.548790499303,2568.0516829560406,2800.5550263116647,639.9725409078734,,,,,,LSEG,2023-08-02,2023-08-03,ew_usd,b_pct=+0.1426 b_pt=+4.243 n_pool=6; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,55.49440557493711,55.49440557493711,W1,PIT,3,14,20.736092432698854,28.413229540032038,41.24138903631891,69.74742211355532,82.57558160984219,90.25271871717537,21.131553940552383,,,,,,LSEG,2023-08-02,2023-08-03,ew_usd,b_pct=+0.1426 b_pt=+4.243 n_pool=6; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2023Q4,2023-08-03,1,737.77033375,737.77033375,W1,PIT,3,14,41.07216319001014,194.95326081202256,452.0818279016079,1023.458839598392,1280.5874066879774,1434.4685043099898,423.5624125723768,,,,,,LSEG,2023-08-02,2023-08-03,ew_usd,b_pct=+0.2335 b_pt=+5.289 n_pool=6; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,34.218435293337414,34.218435293337414,W1,PIT,3,14,11.24812540847768,16.321623010687357,24.799215052518548,43.63765553415628,52.11524757598747,57.18874517819715,13.96495682563092,,,,,,LSEG,2023-08-02,2023-08-03,ew_usd,b_pct=+0.2335 b_pt=+5.289 n_pool=6; sigma additive n=9 (PIT); street_src=street_pit,1.0
