method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
below-ebitda,da,da_musd,2023Q1,2023-02-14,0,18.952397655858398,18.952397655858398,W1,PIT,2,12,-2.150394641909119,2.5106206713070667,10.298972893837952,27.605822417878844,35.39417464040973,40.05518995362591,12.829586749842823,,,,,,,,2023-02-14,mean4|rw,D&A rule mean4; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2023Q2,2023-02-14,1,13.0,13.0,W1,full_sample,1,12,3.1951290157245307,5.360750188362037,8.979408214489178,17.02059178551082,20.63924981163796,22.80487098427547,5.960938300903743,,,,,,,,2023-02-14,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q2,2023-02-14,1,20.25,20.25,W1,PIT,2,12,-13.087099266014885,-5.72386846771234,6.579767349651385,33.920232650348616,46.223868467712336,53.58709926601488,20.267517254894575,,,,,,,,2023-02-14,mean4|eq,D&A rule mean4; sigma relative n=4 (PIT),1.0
below-ebitda,da,da_musd,2023Q2,2023-02-14,1,13.0,13.0,W1,PIT,1,12,-4.1338130620576115,-0.34943401263282947,5.974097449903637,20.02590255009636,26.34943401263283,30.133813062057612,10.416618707777033,,,,,,,,2023-02-14,last_value|eq,D&A rule last_value; sigma relative n=4 (PIT),1.0
below-ebitda,da,da_musd,2023Q2,2023-02-14,1,21.0,21.0,W1,full_sample,2,12,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2023-02-14,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q2,2023-02-14,1,13.0,13.0,W1,full_sample,1,12,3.1951290157245307,5.360750188362037,8.979408214489178,17.02059178551082,20.63924981163796,22.80487098427547,5.960938300903743,,,,,,,,2023-02-14,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-02-14,2,18.952397655858398,18.952397655858398,W1,PIT,2,12,-20.50172654278956,-11.787416395364852,2.77381377525371,35.13098153646309,49.69221170708165,58.40652185450636,23.98640435366348,,,,,,,,2023-02-14,mean4|rw,D&A rule mean4; sigma relative n=3 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-02-14,2,13.0,13.0,W1,PIT,1,12,-9.493035053452482,-4.5249540836207505,3.7764913875814003,22.2235086124186,30.52495408362075,35.49303505345248,13.674794331177342,,,,,,,,2023-02-14,last_value|rw,D&A rule last_value; sigma relative n=3 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-02-14,2,20.633970599907517,20.633970599907517,W1,full_sample,2,12,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2023-02-14,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-02-14,2,13.0,13.0,W1,full_sample,1,12,-0.40812028634698994,2.5533576590488614,7.501857457493992,18.49814254250601,23.446642340951136,26.40812028634699,8.151558331179439,,,,,,,,2023-02-14,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-02-14,2,20.25,20.25,W1,PIT,2,12,-23.05729749001649,-13.491929365897189,2.4913813684769854,38.008618631523014,53.991929365897185,63.557297490016495,26.32896738069094,,,,,,,,2023-02-14,mean4|eq,D&A rule mean4; sigma relative n=3 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-02-14,2,13.0,13.0,W1,PIT,1,12,-9.493035053452482,-4.5249540836207505,3.7764913875814003,22.2235086124186,30.52495408362075,35.49303505345248,13.674794331177342,,,,,,,,2023-02-14,last_value|eq,D&A rule last_value; sigma relative n=3 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-02-14,2,21.0,21.0,W1,full_sample,2,12,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2023-02-14,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-02-14,2,13.0,13.0,W1,full_sample,1,12,-0.40812028634698994,2.5533576590488614,7.501857457493992,18.49814254250601,23.446642340951136,26.40812028634699,8.151558331179439,,,,,,,,2023-02-14,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2023Q2,2023-05-09,0,14.82327815605023,14.82327815605023,W1,PIT,2,13,-1.8740884816578918,1.8138917860991841,7.976345111148717,21.67021120095174,27.832664526001274,31.52064479375835,10.151278122330298,,,,,,,,2023-05-09,mean4|rw,D&A rule mean4; sigma relative n=6 (PIT),1.0
below-ebitda,da,da_musd,2023Q2,2023-05-09,0,11.0,11.0,W1,PIT,1,13,3.375908726787803,5.059856787896253,7.873660163991762,14.126339836008238,16.94014321210375,18.624091273212198,4.635118376668254,,,,,,,,2023-05-09,last_value|rw,D&A rule last_value; sigma relative n=6 (PIT),1.0
below-ebitda,da,da_musd,2023Q2,2023-05-09,0,20.633970599907517,20.633970599907517,W1,full_sample,2,13,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2023-05-09,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q2,2023-05-09,0,11.0,11.0,W1,full_sample,1,13,5.668631698600203,6.846181519618377,8.81381563994901,13.18618436005099,15.153818480381622,16.331368301399795,3.2412417822738497,,,,,,,,2023-05-09,last_value|rw,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q2,2023-05-09,0,15.75,15.75,W1,PIT,2,13,-3.3877839577242463,0.8392160918100746,7.902347838466459,23.59765216153354,30.660783908189927,34.887783957724245,11.634946504749912,,,,,,,,2023-05-09,mean4|eq,D&A rule mean4; sigma relative n=6 (PIT),1.0
below-ebitda,da,da_musd,2023Q2,2023-05-09,0,11.0,11.0,W1,PIT,1,13,3.375908726787803,5.059856787896253,7.873660163991762,14.126339836008238,16.94014321210375,18.624091273212198,4.635118376668254,,,,,,,,2023-05-09,last_value|eq,D&A rule last_value; sigma relative n=6 (PIT),1.0
below-ebitda,da,da_musd,2023Q2,2023-05-09,0,21.0,21.0,W1,full_sample,2,13,-0.052397581073360566,4.597486951774891,12.367240128348701,29.6327598716513,37.40251304822511,42.05239758107336,12.79894893753635,,,,,,,,2023-05-09,mean4|eq,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q2,2023-05-09,0,11.0,11.0,W1,full_sample,1,13,5.668631698600203,6.846181519618377,8.81381563994901,13.18618436005099,15.153818480381622,16.331368301399795,3.2412417822738497,,,,,,,,2023-05-09,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-05-09,1,14.82327815605023,14.82327815605023,W1,PIT,2,13,-9.603926831827449,-4.208641937723005,4.806642559849437,24.839913752251025,33.85519824982347,39.25048314392791,14.850686156889479,,,,,,,,2023-05-09,mean4|rw,D&A rule mean4; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-05-09,1,11.0,11.0,W1,PIT,1,13,-2.0504547336043264,0.8320249164559892,5.648522027137343,16.351477972862657,21.16797508354401,24.050454733604326,7.934113114850037,,,,,,,,2023-05-09,last_value|rw,D&A rule last_value; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-05-09,1,20.633970599907517,20.633970599907517,W1,full_sample,2,13,0.20695048884284492,4.718706667721594,12.25765342115783,29.010287778657204,36.54923453209344,41.06099071097219,12.418746432120873,,,,,,,,2023-05-09,mean4|rw,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-05-09,1,11.0,11.0,W1,full_sample,1,13,2.703570705613064,4.536019390152493,7.5979607968754586,14.402039203124541,17.463980609847507,19.296429294386936,5.043870869995476,,,,,,,,2023-05-09,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-05-09,1,15.75,15.75,W1,PIT,2,13,-11.453300812852104,-5.444854164199654,4.594996740666937,26.905003259333064,36.944854164199654,42.953300812852106,16.53843257972442,,,,,,,,2023-05-09,mean4|eq,D&A rule mean4; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-05-09,1,11.0,11.0,W1,PIT,1,13,-2.0504547336043264,0.8320249164559892,5.648522027137343,16.351477972862657,21.16797508354401,24.050454733604326,7.934113114850037,,,,,,,,2023-05-09,last_value|eq,D&A rule last_value; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-05-09,1,21.0,21.0,W1,full_sample,2,13,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2023-05-09,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-05-09,1,11.0,11.0,W1,full_sample,1,13,2.703570705613064,4.536019390152493,7.5979607968754586,14.402039203124541,17.463980609847507,19.296429294386936,5.043870869995476,,,,,,,,2023-05-09,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-05-09,2,14.82327815605023,14.82327815605023,W1,PIT,2,13,-18.66952557065534,-11.271904021338669,1.0891972330803474,28.557359079020113,40.918460333439135,48.316081882755796,20.362178845530615,,,,,,,,2023-05-09,mean4|rw,D&A rule mean4; sigma relative n=4 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-05-09,2,11.0,11.0,W1,PIT,1,13,-9.588001512680565,-5.04068905444849,2.5576706827943445,19.442329317205658,27.040689054448485,31.588001512680563,12.516616175043987,,,,,,,,2023-05-09,last_value|rw,D&A rule last_value; sigma relative n=4 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-05-09,2,20.633970599907517,20.633970599907517,W1,full_sample,2,13,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2023-05-09,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-05-09,2,11.0,11.0,W1,full_sample,1,13,-0.34533254998591456,2.160533403810575,6.347725540956454,15.652274459043547,19.839466596189425,22.345332549985915,6.89747243407491,,,,,,,,2023-05-09,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-05-09,2,15.75,15.75,W1,PIT,2,13,-20.834549413837284,-12.754047902999337,0.7481158257169813,30.75188417428302,44.25404790299934,52.33454941383729,22.241826758556083,,,,,,,,2023-05-09,mean4|eq,D&A rule mean4; sigma relative n=4 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-05-09,2,11.0,11.0,W1,PIT,1,13,-9.588001512680565,-5.04068905444849,2.5576706827943445,19.442329317205658,27.040689054448485,31.588001512680563,12.516616175043987,,,,,,,,2023-05-09,last_value|eq,D&A rule last_value; sigma relative n=4 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-05-09,2,21.0,21.0,W1,full_sample,2,13,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2023-05-09,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-05-09,2,11.0,11.0,W1,full_sample,1,13,-0.34533254998591456,2.160533403810575,6.347725540956454,15.652274459043547,19.839466596189425,22.345332549985915,6.89747243407491,,,,,,,,2023-05-09,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-08-03,0,11.19201278576105,11.19201278576105,W1,PIT,2,14,-1.317979615895695,1.44512705404527,6.0621571489486445,16.321868422573452,20.93889851747683,23.702005187417797,7.6055353477515375,,,,,,,,2023-08-03,mean4|rw,D&A rule mean4; sigma relative n=7 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-08-03,0,9.0,9.0,W1,PIT,1,14,3.092498500018369,4.397299995750993,6.577566085080503,11.422433914919496,13.602700004249007,14.907501499981631,3.5915058964428566,,,,,,,,2023-08-03,last_value|rw,D&A rule last_value; sigma relative n=7 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-08-03,0,20.633970599907517,20.633970599907517,W1,full_sample,2,14,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2023-08-03,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-08-03,0,9.0,9.0,W1,full_sample,1,14,4.637971389763803,5.601421243324127,7.211303705412825,10.788696294587176,12.398578756675873,13.362028610236198,2.6519250945876953,,,,,,,,2023-08-03,last_value|rw,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-08-03,0,11.5,11.5,W1,PIT,2,14,-2.504282046225974,0.5888713216799019,5.757394977727641,17.24260502227236,22.411128678320097,25.504282046225978,8.513998946022411,,,,,,,,2023-08-03,mean4|eq,D&A rule mean4; sigma relative n=7 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-08-03,0,9.0,9.0,W1,PIT,1,14,3.092498500018369,4.397299995750993,6.577566085080503,11.422433914919496,13.602700004249007,14.907501499981631,3.5915058964428566,,,,,,,,2023-08-03,last_value|eq,D&A rule last_value; sigma relative n=7 (PIT),1.0
below-ebitda,da,da_musd,2023Q3,2023-08-03,0,21.0,21.0,W1,full_sample,2,14,-0.052397581073360566,4.597486951774891,12.367240128348701,29.6327598716513,37.40251304822511,42.05239758107336,12.79894893753635,,,,,,,,2023-08-03,mean4|eq,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q3,2023-08-03,0,9.0,9.0,W1,full_sample,1,14,4.637971389763803,5.601421243324127,7.211303705412825,10.788696294587176,12.398578756675873,13.362028610236198,2.6519250945876953,,,,,,,,2023-08-03,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-08-03,1,11.19201278576105,11.19201278576105,W1,PIT,2,14,-7.583813915632112,-3.436760078460758,3.492785052641171,18.891240518880927,25.82078564998286,29.967839487154208,11.414892117903388,,,,,,,,2023-08-03,mean4|rw,D&A rule mean4; sigma relative n=6 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-08-03,1,9.0,9.0,W1,PIT,1,14,-1.1106312506741,1.1225237944361899,4.8540279603900185,13.145972039609982,16.87747620556381,19.110631250674096,6.146827343787954,,,,,,,,2023-08-03,last_value|rw,D&A rule last_value; sigma relative n=6 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-08-03,1,20.633970599907517,20.633970599907517,W1,full_sample,2,14,0.20695048884284492,4.718706667721594,12.25765342115783,29.010287778657204,36.54923453209344,41.06099071097219,12.418746432120873,,,,,,,,2023-08-03,mean4|rw,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-08-03,1,9.0,9.0,W1,full_sample,1,14,2.2120123955015982,3.711288591942949,6.216513379261738,11.78348662073826,14.28871140805705,15.787987604498403,4.126803439087207,,,,,,,,2023-08-03,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-08-03,1,11.5,11.5,W1,PIT,2,14,-9.041482113178729,-4.504444486370861,3.0767464580701187,19.92325354192988,27.50444448637086,32.04148211317873,12.488334388300412,,,,,,,,2023-08-03,mean4|eq,D&A rule mean4; sigma relative n=6 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-08-03,1,9.0,9.0,W1,PIT,1,14,-1.1106312506741,1.1225237944361899,4.8540279603900185,13.145972039609982,16.87747620556381,19.110631250674096,6.146827343787954,,,,,,,,2023-08-03,last_value|eq,D&A rule last_value; sigma relative n=6 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-08-03,1,21.0,21.0,W1,full_sample,2,14,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2023-08-03,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-08-03,1,9.0,9.0,W1,full_sample,1,14,2.2120123955015982,3.711288591942949,6.216513379261738,11.78348662073826,14.28871140805705,15.787987604498403,4.126803439087207,,,,,,,,2023-08-03,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q1,2023-08-03,2,11.19201278576105,11.19201278576105,W1,PIT,2,14,-14.934365272862436,-9.163780674775758,0.4786131728426383,21.905412398679463,31.547806246297856,37.31839084438454,15.883710033849892,,,,,,,,2023-08-03,mean4|rw,D&A rule mean4; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2024Q1,2023-08-03,2,9.0,9.0,W1,PIT,1,14,-6.351014361393121,-2.960405573596616,2.7051530469233755,15.294846953076624,20.960405573596617,24.351014361393123,9.332754057784632,,,,,,,,2023-08-03,last_value|rw,D&A rule last_value; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2024Q1,2023-08-03,2,20.633970599907517,20.633970599907517,W1,full_sample,2,14,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2023-08-03,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q1,2023-08-03,2,9.0,9.0,W1,full_sample,1,14,-0.2825448136248392,1.7677091485722887,5.193593624418917,12.806406375581084,16.23229085142771,18.28254481362484,5.643386536970381,,,,,,,,2023-08-03,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q1,2023-08-03,2,11.5,11.5,W1,PIT,2,14,-16.483971119422975,-10.30309628201917,0.02487456600244481,22.975125433997555,33.30309628201917,39.483971119422975,17.013046426074833,,,,,,,,2023-08-03,mean4|eq,D&A rule mean4; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2024Q1,2023-08-03,2,9.0,9.0,W1,PIT,1,14,-6.351014361393121,-2.960405573596616,2.7051530469233755,15.294846953076624,20.960405573596617,24.351014361393123,9.332754057784632,,,,,,,,2023-08-03,last_value|eq,D&A rule last_value; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2024Q1,2023-08-03,2,21.0,21.0,W1,full_sample,2,14,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2023-08-03,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q1,2023-08-03,2,9.0,9.0,W1,full_sample,1,14,-0.2825448136248392,1.7677091485722887,5.193593624418917,12.806406375581084,16.23229085142771,18.28254481362484,5.643386536970381,,,,,,,,2023-08-03,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-11-01,0,9.888634185259061,9.888634185259061,W1,PIT,2,15,-0.7021646114922635,1.6370459855845856,5.545764328786104,14.231504041732018,18.140222384933537,20.479432982010387,6.438748483887912,,,,,,,,2023-11-01,mean4|rw,D&A rule mean4; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-11-01,0,8.0,8.0,W1,PIT,1,15,3.053728465016677,4.146221204488011,5.971728670947984,10.028271329052016,11.853778795511989,12.946271534983323,3.007119572183824,,,,,,,,2023-11-01,last_value|rw,D&A rule last_value; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-11-01,0,20.633970599907517,20.633970599907517,W1,full_sample,2,15,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2023-11-01,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-11-01,0,8.0,8.0,W1,full_sample,1,15,4.122641235345602,4.979041105177002,6.410047738144733,9.589952261855267,11.020958894822998,11.877358764654398,2.357266750744618,,,,,,,,2023-11-01,last_value|rw,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-11-01,0,10.25,10.25,W1,PIT,2,15,-1.713607604134,0.9288179790471102,5.3441952693311885,15.155804730668812,19.57118202095289,22.213607604134,7.273356977244858,,,,,,,,2023-11-01,mean4|eq,D&A rule mean4; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-11-01,0,8.0,8.0,W1,PIT,1,15,3.053728465016677,4.146221204488011,5.971728670947984,10.028271329052016,11.853778795511989,12.946271534983323,3.007119572183824,,,,,,,,2023-11-01,last_value|eq,D&A rule last_value; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2023Q4,2023-11-01,0,21.0,21.0,W1,full_sample,2,15,-0.052397581073360566,4.597486951774891,12.367240128348701,29.6327598716513,37.40251304822511,42.05239758107336,12.79894893753635,,,,,,,,2023-11-01,mean4|eq,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2023Q4,2023-11-01,0,8.0,8.0,W1,full_sample,1,15,4.122641235345602,4.979041105177002,6.410047738144733,9.589952261855267,11.020958894822998,11.877358764654398,2.357266750744618,,,,,,,,2023-11-01,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q1,2023-11-01,1,9.888634185259061,9.888634185259061,W1,PIT,2,15,-6.340437542188225,-2.755890493932526,3.2337304564404237,16.543537914077696,22.533158864450645,26.117705912706345,9.866575032287715,,,,,,,,2023-11-01,mean4|rw,D&A rule mean4; sigma relative n=7 (PIT),1.0
below-ebitda,da,da_musd,2024Q1,2023-11-01,1,8.0,8.0,W1,PIT,1,15,-0.5270282038891185,1.3563533161364614,4.503401257766873,11.496598742233127,14.643646683863539,16.527028203889117,5.184065052458732,,,,,,,,2023-11-01,last_value|rw,D&A rule last_value; sigma relative n=7 (PIT),1.0
below-ebitda,da,da_musd,2024Q1,2023-11-01,1,20.633970599907517,20.633970599907517,W1,full_sample,2,15,0.20695048884284492,4.718706667721594,12.25765342115783,29.010287778657204,36.54923453209344,41.06099071097219,12.418746432120873,,,,,,,,2023-11-01,mean4|rw,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q1,2023-11-01,1,8.0,8.0,W1,full_sample,1,15,1.966233240445865,3.298923192838177,5.525789670454879,10.474210329545121,12.701076807161822,14.033766759554135,3.668269723633073,,,,,,,,2023-11-01,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q1,2023-11-01,1,10.25,10.25,W1,PIT,2,15,-7.789705141874741,-3.80523992391976,2.8526267532964846,17.647373246703513,24.30523992391976,28.289705141874744,10.967361986676618,,,,,,,,2023-11-01,mean4|eq,D&A rule mean4; sigma relative n=7 (PIT),1.0
below-ebitda,da,da_musd,2024Q1,2023-11-01,1,8.0,8.0,W1,PIT,1,15,-0.5270282038891185,1.3563533161364614,4.503401257766873,11.496598742233127,14.643646683863539,16.527028203889117,5.184065052458732,,,,,,,,2023-11-01,last_value|eq,D&A rule last_value; sigma relative n=7 (PIT),1.0
