method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,pct_rev_last4,adj_ebitda_musd,2023Q1,2023-02-14,0,581.6078218054638,581.6078218054638,W1,PIT,3,12,173.16303561132486,263.3770402885919,414.1206866008766,749.094957010051,899.8386033223356,990.0526079996027,248.3167982254686,,,,,,,,2023-02-14,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=31.52% x rev[guide_cushion]=1845; sigma relative n=5 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q1,2025-02-13,0,780.2913241558113,780.2913241558113,W2,PIT,3,20,270.57344772545815,383.1558393795357,571.2760795706898,989.3065687409327,1177.4268089320867,1290.0092005861643,309.8864653233921,,,,,,,,2025-02-13,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=33.91% x rev[guide_cushion]=2301; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q1,2025-02-13,0,782.1715198958566,782.1715198958566,W1,full_sample,3,20,277.7844406358864,389.1894086157787,575.3422254724292,989.000814319284,1175.1536311759344,1286.5585991558269,306.6455707641219,,,,,,,,2025-02-13,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.91% x rev[guide_cushion]=2307; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q1,2025-02-13,0,782.1715198958566,782.1715198958566,W2,full_sample,3,20,277.7844406358864,389.1894086157787,575.3422254724292,989.000814319284,1175.1536311759344,1286.5585991558269,306.6455707641219,,,,,,,,2025-02-13,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.91% x rev[guide_cushion]=2307; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q2,2025-05-01,0,1033.941865091646,1033.941865091646,W1,PIT,3,21,329.3287425462713,484.95803120796677,745.0077488740621,1322.8759813092297,1582.925698975325,1738.5549876370205,428.3743617061451,,,,,,,,2025-05-01,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=33.55% x rev[guide_cushion]=3082; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q2,2025-05-01,0,1033.941865091646,1033.941865091646,W2,PIT,3,21,329.3287425462713,484.95803120796677,745.0077488740621,1322.8759813092297,1582.925698975325,1738.5549876370205,428.3743617061451,,,,,,,,2025-05-01,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=33.55% x rev[guide_cushion]=3082; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q2,2025-05-01,0,1038.6968904331757,1038.6968904331757,W1,full_sample,3,21,368.88818802509144,516.8301558366129,764.0346974186484,1313.359083447703,1560.5636250297384,1708.50559284126,407.2147767029519,,,,,,,,2025-05-01,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.55% x rev[guide_cushion]=3096; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q2,2025-05-01,0,1038.6968904331757,1038.6968904331757,W2,full_sample,3,21,368.88818802509144,516.8301558366129,764.0346974186484,1313.359083447703,1560.5636250297384,1708.50559284126,407.2147767029519,,,,,,,,2025-05-01,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.55% x rev[guide_cushion]=3096; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q3,2025-08-06,0,1400.771869789472,1400.771869789472,W1,PIT,3,22,455.7716507690629,664.4957110590725,1013.2644641343892,1788.2792754445547,2137.0480285198714,2345.7720888098816,574.5193393115759,,,,,,,,2025-08-06,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=33.84% x rev[guide_cushion]=4140; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q3,2025-08-06,0,1400.771869789472,1400.771869789472,W2,PIT,3,22,455.7716507690629,664.4957110590725,1013.2644641343892,1788.2792754445547,2137.0480285198714,2345.7720888098816,574.5193393115759,,,,,,,,2025-08-06,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=33.84% x rev[guide_cushion]=4140; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q3,2025-08-06,0,1408.421255547212,1408.421255547212,W1,full_sample,3,22,500.19401205501197,700.79595278705,1035.9930002016663,1780.8495108927577,2116.0465583073737,2316.6484990394124,552.162957609477,,,,,,,,2025-08-06,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.84% x rev[guide_cushion]=4162; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q3,2025-08-06,0,1408.421255547212,1408.421255547212,W2,full_sample,3,22,500.19401205501197,700.79595278705,1035.9930002016663,1780.8495108927577,2116.0465583073737,2316.6484990394124,552.162957609477,,,,,,,,2025-08-06,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.84% x rev[guide_cushion]=4162; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q4,2025-11-06,0,911.7770836309347,911.7770836309347,W1,PIT,3,23,330.1960599806576,458.6510065517169,673.293590064592,1150.2605771972774,1364.9031607101526,1493.358107281212,353.57615663842614,,,,,,,,2025-11-06,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=33.24% x rev[guide_cushion]=2743; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q4,2025-11-06,0,911.7770836309347,911.7770836309347,W2,PIT,3,23,330.1960599806576,458.6510065517169,673.293590064592,1150.2605771972774,1364.9031607101526,1493.358107281212,353.57615663842614,,,,,,,,2025-11-06,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=33.24% x rev[guide_cushion]=2743; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q4,2025-11-06,0,916.7596153658101,916.7596153658101,W1,full_sample,3,23,325.58275323789496,456.1571515599981,674.3412460198518,1159.1779847117682,1377.3620791716219,1507.9364774937253,359.41001219882804,,,,,,,,2025-11-06,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.24% x rev[guide_cushion]=2758; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2025Q4,2025-11-06,0,916.7596153658101,916.7596153658101,W2,full_sample,3,23,325.58275323789496,456.1571515599981,674.3412460198518,1159.1779847117682,1377.3620791716219,1507.9364774937253,359.41001219882804,,,,,,,,2025-11-06,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.24% x rev[guide_cushion]=2758; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q1,2026-02-12,0,867.6760600243539,867.6760600243539,W1,PIT,3,24,313.45120599727124,435.8639414843433,640.4102552013356,1094.9418648473722,1299.4881785643645,1421.9009140514365,336.9447864210679,,,,,,,,2026-02-12,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=32.61% x rev[guide_cushion]=2661; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q1,2026-02-12,0,867.6760600243539,867.6760600243539,W2,PIT,3,24,313.45120599727124,435.8639414843433,640.4102552013356,1094.9418648473722,1299.4881785643645,1421.9009140514365,336.9447864210679,,,,,,,,2026-02-12,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=32.61% x rev[guide_cushion]=2661; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q1,2026-02-12,0,872.4175956280418,872.4175956280418,W1,full_sample,3,24,309.83489891668233,434.09364758472043,641.7245683872186,1103.110622868865,1310.7415436713632,1435.0002923394013,342.0259939810178,,,,,,,,2026-02-12,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=32.61% x rev[guide_cushion]=2676; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q1,2026-02-12,0,872.4175956280418,872.4175956280418,W2,full_sample,3,24,309.83489891668233,434.09364758472043,641.7245683872186,1103.110622868865,1310.7415436713632,1435.0002923394013,342.0259939810178,,,,,,,,2026-02-12,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=32.61% x rev[guide_cushion]=2676; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q2,2026-05-07,0,1196.1601261725552,1196.1601261725552,W1,PIT,3,25,465.7479487614062,627.0755255026653,896.6468327038248,1495.6734196412858,1765.244726842445,1926.5723035837045,444.05907336865926,,,,,,,,2026-05-07,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=32.86% x rev[guide_cushion]=3640; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q2,2026-05-07,0,1196.1601261725552,1196.1601261725552,W2,PIT,3,25,465.7479487614062,627.0755255026653,896.6468327038248,1495.6734196412858,1765.244726842445,1926.5723035837045,444.05907336865926,,,,,,,,2026-05-07,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=32.86% x rev[guide_cushion]=3640; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q2,2026-05-07,0,1202.69670829953,1202.69670829953,W1,full_sample,3,25,427.13193189914375,598.4324521424156,884.6681106639486,1520.7253059351115,1806.9609644566442,1978.2614846999163,471.50990440273847,,,,,,,,2026-05-07,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=32.86% x rev[guide_cushion]=3660; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q2,2026-05-07,0,1202.69670829953,1202.69670829953,W2,full_sample,3,25,427.13193189914375,598.4324521424156,884.6681106639486,1520.7253059351115,1806.9609644566442,1978.2614846999163,471.50990440273847,,,,,,,,2026-05-07,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=32.86% x rev[guide_cushion]=3660; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q3,2026-08-06,0,1597.3872520809116,1597.3872520809116,LIVE,PIT,3,26,622.1718516796058,837.5695986135796,1197.4897894579626,1997.2847147038606,2357.2049055482435,2572.6026524822173,592.8888652595454,,,,,,,,2026-08-06,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=33.18% x rev[guide_cushion]=4815; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q3,2026-08-06,0,1608.7813162967525,1608.7813162967525,LIVE,full_sample,3,26,571.3509207193595,800.4902162188325,1183.3719322072452,2034.1907003862598,2417.0724163746722,2646.2117118741457,630.7128966242053,,,,,,,,2026-08-06,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.18% x rev[guide_cushion]=4849; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q3,2026-09-11,0,1597.3872520809116,1597.3872520809116,LIVE,PIT,3,26,622.1718516796058,837.5695986135796,1197.4897894579626,1997.2847147038606,2357.2049055482435,2572.6026524822173,592.8888652595454,,,,,,,,2026-08-06,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=33.18% x rev[guide_cushion]=4815; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2026Q3,2026-09-11,0,1608.7813162967525,1608.7813162967525,LIVE,full_sample,3,26,571.3509207193595,800.4902162188325,1183.3719322072452,2034.1907003862598,2417.0724163746722,2646.2117118741457,630.7128966242053,,,,,,,,2026-08-06,pct_rev_last4|adj_ebitda_musd|h0|full_sample,ratio4=33.18% x rev[guide_cushion]=4849; sigma relative n=19 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2023Q2,2023-02-14,1,823.373359744608,823.373359744608,W1,PIT,3,12,312.13255562312713,425.05131931693785,613.7336224379918,1033.0130970512243,1221.6954001722781,1334.6141638660888,310.81233961772085,,,,,,,,2023-02-14,pct_rev_last4|adj_ebitda_musd|h1|PIT,ratio4=31.52% x rev[naive]=2612; sigma relative n=4 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2023Q2,2023-02-14,1,823.373359744608,823.373359744608,W1,full_sample,3,12,316.24888956329147,428.25847046940794,615.4215690160535,1031.3251504731627,1218.488249019808,1330.4978299259246,308.3097862763676,,,,,,,,2023-02-14,pct_rev_last4|adj_ebitda_musd|h1|full_sample,ratio4=31.52% x rev[naive]=2612; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2023Q3,2023-05-09,1,1088.571190325888,1088.571190325888,W1,PIT,3,13,250.89153863807013,435.9114937697696,745.0717264505372,1432.0706542012388,1741.2308868820064,1926.2508420137058,509.27306719708,,,,,,,,2023-05-09,pct_rev_last4|adj_ebitda_musd|h1|PIT,ratio4=31.33% x rev[naive]=3475; sigma relative n=5 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2023Q3,2023-05-09,1,1088.571190325888,1088.571190325888,W1,full_sample,3,13,418.10853615416227,566.1949435801872,813.6408374249907,1363.5015432267853,1610.9474370715886,1759.0338444976137,407.61235114539846,,,,,,,,2023-05-09,pct_rev_last4|adj_ebitda_musd|h1|full_sample,ratio4=31.33% x rev[naive]=3475; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2023Q4,2023-08-03,1,698.9113660141765,698.9113660141765,W1,PIT,3,14,217.3274909834867,323.69587031656204,501.4327683775406,896.3899636508123,1074.1268617117908,1180.4952410448661,292.7822069634515,,,,,,,,2023-08-03,pct_rev_last4|adj_ebitda_musd|h1|PIT,ratio4=31.12% x rev[naive]=2246; sigma relative n=6 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2023Q4,2023-08-03,1,698.9113660141765,698.9113660141765,W1,full_sample,3,14,268.44437069679424,363.52246409302876,522.393789384943,875.4289426434099,1034.300267935324,1129.3783613315588,261.705350715734,,,,,,,,2023-08-03,pct_rev_last4|adj_ebitda_musd|h1|full_sample,ratio4=31.12% x rev[naive]=2246; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2024Q1,2023-11-01,1,685.107605667438,685.107605667438,W1,PIT,3,15,172.95523947281603,286.07534167775384,475.0940726230572,895.1211387118187,1084.139869657122,1197.25997186206,311.3665300077986,,,,,,,,2023-11-01,pct_rev_last4|adj_ebitda_musd|h1|PIT,ratio4=31.99% x rev[naive]=2141; sigma relative n=7 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2024Q1,2023-11-01,1,685.107605667438,685.107605667438,W1,full_sample,3,15,263.1424941789435,356.3427597428004,512.0763170616383,858.1388942732376,1013.8724515920754,1107.0727171559324,256.5365723578416,,,,,,,,2023-11-01,pct_rev_last4|adj_ebitda_musd|h1|full_sample,ratio4=31.99% x rev[naive]=2141; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2024Q2,2024-02-13,1,975.0597064161777,975.0597064161777,W1,PIT,3,16,298.9926917904053,448.31694535207447,697.8312258152098,1252.2881870171457,1501.802467480281,1651.12672104195,411.0195603719323,,,,,,,,2024-02-13,pct_rev_last4|adj_ebitda_musd|h1|PIT,ratio4=33.66% x rev[naive]=2897; sigma relative n=8 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2024Q2,2024-02-13,1,975.0597064161777,975.0597064161777,W2,PIT,3,16,298.9926917904053,448.31694535207447,697.8312258152098,1252.2881870171457,1501.802467480281,1651.12672104195,411.0195603719323,,,,,,,,2024-02-13,pct_rev_last4|adj_ebitda_musd|h1|PIT,ratio4=33.66% x rev[naive]=2897; sigma relative n=8 (PIT),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2024Q2,2024-02-13,1,975.0597064161777,975.0597064161777,W1,full_sample,3,16,374.5099908353509,507.15458976674375,728.7978986751596,1221.321514157196,1442.9648230656117,1575.6094219970048,365.1083024900335,,,,,,,,2024-02-13,pct_rev_last4|adj_ebitda_musd|h1|full_sample,ratio4=33.66% x rev[naive]=2897; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,adj_ebitda_musd,2024Q2,2024-02-13,1,975.0597064161777,975.0597064161777,W2,full_sample,3,16,374.5099908353509,507.15458976674375,728.7978986751596,1221.321514157196,1442.9648230656117,1575.6094219970048,365.1083024900335,,,,,,,,2024-02-13,pct_rev_last4|adj_ebitda_musd|h1|full_sample,ratio4=33.66% x rev[naive]=2897; sigma relative n=18 (full_sample),1.0
