method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1405.9973412183558,1405.9973412183558,W1,PIT,3,12,-1392.3472706339007,-774.271382691848,258.506326039736,2553.4883563969756,3586.2660651285596,4204.341953070612,1701.2727248190672,,,,,,,,2023-02-14,swing_x_gbv|rw,NI from q_guide_implied; wc swing x GBV; other_cf 111; capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,capex_musd,2023Q1,2023-02-14,0,6.411407891614767,6.411407891614767,W1,PIT,2,12,2.5737888464385885,3.4214113261304604,4.837751325026565,7.98506445820297,9.401404457099074,10.249026936790946,2.3331067167895783,,,,,,,,2023-02-14,mean4|rw,NI from q_guide_implied; wc swing x GBV; other_cf 111; capex 6; rev leg guide_cushion; sigma relative n=5 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1384.958057689998,1384.958057689998,W1,full_sample,3,12,830.9130831279092,953.2860882831352,1157.7660143576202,1612.1501010223758,1816.6300270968609,1939.0030322520868,336.8354274714042,,,,,,,,2023-02-14,swing_x_gbv|rw,NI from q_guide_implied; wc swing x GBV; other_cf 21; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1368.736440528524,1368.736440528524,W1,full_sample,3,12,797.2668318842042,923.4884503005795,1134.3992403889936,1603.0736406680546,1813.9844307564686,1940.206049172844,347.4288528052593,,,,,,,,2023-02-14,swing_x_gbv_ebitda_known|rw,NI from EBITDA actual; wc swing x GBV; other_cf 21; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1152.9920817388895,1152.9920817388895,W1,full_sample,5,12,498.48442188085914,643.046818277013,884.6042442039152,1421.3799192738638,1662.937345200766,1807.4997415969199,397.9124033492739,,,,,,,,2023-02-14,balance_ratio|rw,NI from q_guide_implied; wc balance ratio; other_cf 21; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1557.5679031804045,1557.5679031804045,W1,full_sample,3,12,1219.6482044362328,1294.2851940942608,1419.0003312957751,1696.135475065034,1820.8506122665483,1895.4876019245762,205.44058948908608,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|rw,NI from q_guide_implied; wc swing x GBV; other_cf 194 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1541.3462860189306,1541.3462860189306,W1,full_sample,3,12,1192.0500457100552,1269.199794518451,1398.113642086344,1684.5789299515172,1813.4927775194103,1890.642526327806,212.35703565687584,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other_ebitda_known|rw,NI from EBITDA actual; wc swing x GBV; other_cf 194 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2023Q1,2023-02-14,0,1563.9793110720193,1563.9793110720193,W1,full_sample,3,12,1225.2506716266146,1300.0663336111634,1425.0800244362667,1702.8785977077719,1827.8922885328752,1902.707950517424,205.93239051501214,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|rw,NI from q_guide_implied; wc swing x GBV; other_cf 194 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q1,2023-02-14,0,85.11669648022968,85.11669648022968,W1,full_sample,3,12,68.49731130301693,72.16806765194909,78.30174056383834,91.93165239662102,98.06532530851027,101.73608165744243,10.103868760659678,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|rw,NI from q_guide_implied; wc swing x GBV; other_cf 194 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2023Q1,2023-02-14,0,1391.3694655816128,1391.3694655816128,W1,full_sample,3,12,837.8007611053329,960.068571548321,1164.3727218710003,1618.3662092922252,1822.6703596149046,1944.9381700578926,336.5458758189015,,,,,,,,2023-02-14,swing_x_gbv|rw,NI from q_guide_implied; wc swing x GBV; other_cf 21; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2023Q1,2023-02-14,0,1159.4034896305043,1159.4034896305043,W1,full_sample,5,12,505.69564727978513,650.0813864072347,891.343625783808,1427.4633534772006,1668.7255928537738,1813.1113319812234,397.4261488314215,,,,,,,,2023-02-14,balance_ratio|rw,NI from q_guide_implied; wc balance ratio; other_cf 21; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q1,2023-02-14,0,75.68405486113451,75.68405486113451,W1,full_sample,3,12,49.86562353795766,55.56819133384497,65.09693208723797,86.27117763503105,95.79991838842406,101.50248618431137,15.696491712170182,,,,,,,,2023-02-14,swing_x_gbv|rw,NI from q_guide_implied; wc swing x GBV; other_cf 21; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q1,2023-02-14,0,63.007767985644186,63.007767985644186,W1,full_sample,5,12,32.518125900329615,39.25243322084312,50.505165482462004,75.51037048882637,86.76310275044526,93.49741007095875,18.536386208311594,,,,,,,,2023-02-14,balance_ratio|rw,NI from q_guide_implied; wc balance ratio; other_cf 21; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,capex_musd,2023Q1,2023-02-14,0,6.411407891614767,6.411407891614767,W1,full_sample,2,12,-0.8753913520683974,0.734058353918257,3.423378245043755,9.39943753818578,12.088757429311277,13.698207135297933,4.430059382966692,,,,,,,,2023-02-14,mean4|rw,NI from q_guide_implied; wc swing x GBV; other_cf 21; capex 6; rev leg guide_cushion; sigma relative n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1446.1478459928212,1446.1478459928212,W1,PIT,3,12,-1296.3490086502097,-690.608324878674,321.55779853062745,2570.737893455015,3582.9040168643164,4188.644700635852,1667.3196992767687,,,,,,,,2023-02-14,swing_x_gbv|eq,NI from q_guide_implied; wc swing x GBV; other_cf 172; capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1429.9262288313475,1429.9262288313475,W1,PIT,3,12,-1193.4570498209027,-614.0252162655397,354.1799719646035,2505.672485698092,3473.877673928235,4053.309507483598,1594.9037869797319,,,,,,,,2023-02-14,swing_x_gbv_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf 172; capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1186.8238090808286,1186.8238090808286,W1,PIT,5,12,-3417.4226346711625,-2400.473650985268,-701.1964881678455,3074.8441063295027,4774.1212691469245,5791.07025283282,2799.18308128449,,,,,,,,2023-02-14,balance_ratio|eq,NI from q_guide_implied; wc balance ratio; other_cf 172; capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1555.4419293261544,1555.4419293261544,W1,PIT,3,12,-1507.3455183364026,-830.8616202225148,299.51331256142385,2811.370546090885,3941.7454788748237,4618.229376988711,1862.0425535000616,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|eq,NI from q_guide_implied; wc swing x GBV; other_cf 281 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1539.2203121646808,1539.2203121646808,W1,PIT,3,12,-1398.415096861565,-749.5737761058299,334.61162192300867,2743.8290024063526,3828.0144004351914,4476.8557211909265,1785.9555165834304,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf 281 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,cfo_musd,2023Q1,2023-02-14,0,1561.6919293261544,1561.6919293261544,W1,PIT,3,12,-1503.1993388838214,-826.2507657805095,304.90061853671864,2818.48324011559,3949.6346244328183,4626.583197536131,1863.321585574981,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|eq,NI from q_guide_implied; wc swing x GBV; other_cf 281 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q1,2023-02-14,0,84.29909103376731,84.29909103376731,W1,PIT,3,12,-130.16458505136075,-82.79557036096035,-3.644023744712058,172.24220581224668,251.39375242849496,298.7627671188954,130.3846570728663,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|eq,NI from q_guide_implied; wc swing x GBV; other_cf 281 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,cfo_musd,2023Q1,2023-02-14,0,1452.3978459928212,1452.3978459928212,W1,PIT,3,12,-1292.2562037615812,-686.0390560555188,326.9232176974442,2577.872474288198,3590.834748041161,4197.051895747223,1668.6311807824936,,,,,,,,2023-02-14,swing_x_gbv|eq,NI from q_guide_implied; wc swing x GBV; other_cf 172; capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,cfo_musd,2023Q1,2023-02-14,0,1193.0738090808286,1193.0738090808286,W1,PIT,5,12,-3413.3495846609926,-2395.919773741643,-695.8391696993631,3081.9867878610203,4782.0673919033,5799.497202822649,2800.5065729035373,,,,,,,,2023-02-14,balance_ratio|eq,NI from q_guide_implied; wc balance ratio; other_cf 172; capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q1,2023-02-14,0,78.37576358151055,78.37576358151055,W1,PIT,3,12,-113.18914746599027,-70.87782812642793,-0.17746868283090578,156.928995845852,227.62935528944905,269.94067462901137,116.46319642589847,,,,,,,,2023-02-14,swing_x_gbv|eq,NI from q_guide_implied; wc swing x GBV; other_cf 172; capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q1,2023-02-14,0,64.32137801897235,64.32137801897235,W1,PIT,5,12,-256.48078948325633,-185.62458267696476,-67.22696784932754,195.86972388727224,314.26733871490944,385.123545521201,195.03386942508365,,,,,,,,2023-02-14,balance_ratio|eq,NI from q_guide_implied; wc balance ratio; other_cf 172; capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,capex_musd,2023Q1,2023-02-14,0,6.25,6.25,W1,PIT,2,12,2.3315792102340147,3.1970485304554943,4.6432098173679215,7.8567901826320785,9.302951469544505,10.168420789765985,2.382230689443341,,,,,,,,2023-02-14,mean4|eq,NI from q_guide_implied; wc swing x GBV; other_cf 172; capex 6; rev leg guide_cushion; sigma relative n=5 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1378.3171394372603,1378.3171394372603,W1,full_sample,3,12,818.6211639176668,942.2423167884306,1148.8078429695688,1607.8264359049517,1814.39196208609,1938.0131149568538,340.27099211065917,,,,,,,,2023-02-14,swing_x_gbv|eq,NI from q_guide_implied; wc swing x GBV; other_cf 32; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1362.0955222757866,1362.0955222757866,W1,full_sample,3,12,786.5547824268783,913.6755996136792,1126.0889114214026,1598.1021331301706,1810.515444937894,1937.636262124695,349.903924834698,,,,,,,,2023-02-14,swing_x_gbv_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf 32; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1138.028588924346,1138.028588924346,W1,full_sample,5,12,470.89693430698014,618.247617298432,864.4641478714758,1411.5930299772162,1657.80956055026,1805.1602435417117,405.58724720923027,,,,,,,,2023-02-14,balance_ratio|eq,NI from q_guide_implied; wc balance ratio; other_cf 32; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1551.733806103927,1551.733806103927,W1,full_sample,3,12,1203.7493598679912,1280.609370134895,1409.039077303768,1694.428534904086,1822.858242072959,1899.7182523398628,211.55952148817093,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|eq,NI from q_guide_implied; wc swing x GBV; other_cf 206 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1535.5121889424533,1535.5121889424533,W1,full_sample,3,12,1178.273328113764,1257.1773791655567,1389.0225888634159,1682.0017890214908,1813.84699871935,1892.7510497711428,217.18580606517952,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf 206 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2023Q1,2023-02-14,0,1557.983806103927,1557.983806103927,W1,full_sample,3,12,1208.9936218206135,1286.0757714316271,1414.8766637046347,1701.0909485032194,1829.891840776227,1906.9739903872405,212.1709668051878,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|eq,NI from q_guide_implied; wc swing x GBV; other_cf 206 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q1,2023-02-14,0,84.79787951624323,84.79787951624323,W1,full_sample,3,12,67.61524284325071,71.41040565981888,77.75195632442923,91.84380270805723,98.18535337266758,101.98051618923574,10.446301355603508,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|eq,NI from q_guide_implied; wc swing x GBV; other_cf 206 (seasonal); capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2023Q1,2023-02-14,0,1384.5671394372603,1384.5671394372603,W1,full_sample,3,12,825.1679170219651,948.723525449896,1155.1795297409074,1613.9547491336132,1820.4107534246245,1943.9663618525556,340.09057903351,,,,,,,,2023-02-14,swing_x_gbv|eq,NI from q_guide_implied; wc swing x GBV; other_cf 32; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2023Q1,2023-02-14,0,1144.278588924346,1144.278588924346,W1,full_sample,5,12,477.7164171415526,624.9413173372919,870.9476703737446,1417.6095074749473,1663.6158605114001,1810.8407607071395,405.24102622929547,,,,,,,,2023-02-14,balance_ratio|eq,NI from q_guide_implied; wc balance ratio; other_cf 32; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q1,2023-02-14,0,75.32114739359227,75.32114739359227,W1,full_sample,3,12,49.231318068761944,54.99383007600449,64.62273497827138,86.01955980891316,95.64846471118005,101.4109767184226,15.861489981442615,,,,,,,,2023-02-14,swing_x_gbv|eq,NI from q_guide_implied; wc swing x GBV; other_cf 32; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q1,2023-02-14,0,62.190055272394936,62.190055272394936,W1,full_sample,5,12,31.07487155804416,37.947343490655015,49.43094276115334,74.94916778363654,86.43276705413486,93.3052389867457,18.916688515329373,,,,,,,,2023-02-14,balance_ratio|eq,NI from q_guide_implied; wc balance ratio; other_cf 32; capex 6; rev leg guide_cushion; sigma additive n=19 (full_sample),1.0
below-ebitda,fcf,capex_musd,2023Q1,2023-02-14,0,6.25,6.25,W1,full_sample,2,12,-1.182348203538025,0.4592491879839671,3.2022864520986594,9.29771354790134,12.040750812016032,13.682348203538025,4.518546867488107,,,,,,,,2023-02-14,mean4|eq,NI from q_guide_implied; wc swing x GBV; other_cf 32; capex 6; rev leg guide_cushion; sigma relative n=19 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q2,2023-02-14,1,1104.123497583657,1104.123497583657,W1,PIT,3,12,-1844.0640569553052,-1192.892063029496,-104.81221232364692,2313.059207490961,3401.13905819681,4052.311052122619,1792.3707655392136,,,,,,,,2023-02-14,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 111; capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q2,2023-02-14,1,1223.821844864119,1223.821844864119,W1,PIT,3,12,-1504.2388559097092,-901.6867138865289,105.15149606537216,2342.4921936628657,3349.3304036147665,3951.8825456379473,1658.5431409054574,,,,,,,,2023-02-14,swing_x_gbv_ebitda_known|rw,NI from EBITDA actual; wc swing x GBV; other_cf 111; capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q2,2023-02-14,1,1138.7974978108823,1138.7974978108823,W1,PIT,5,12,-1803.0082988648683,-1153.2458563721561,-67.52130430812963,2345.116299929894,3430.8408519939208,4080.603294486633,1788.4909322466674,,,,,,,,2023-02-14,balance_ratio|rw,NI from guide_implied; wc balance ratio; other_cf 111; capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q2,2023-02-14,1,1036.2183880661266,1036.2183880661266,W1,PIT,3,12,-2009.6539724969045,-1336.906142998146,-212.77401705924422,2285.2107931914975,3409.3429191303994,4082.090748629158,1851.7589107355222,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|rw,NI from guide_implied; wc swing x GBV; other_cf 43 (seasonal); capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q2,2023-02-14,1,1155.9167353465887,1155.9167353465887,W1,PIT,3,12,-1654.2769968987668,-1033.5839703894057,3.5668621376667033,2308.2666085555106,3345.417441082583,3966.110467591944,1708.4764785141967,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other_ebitda_known|rw,NI from EBITDA actual; wc swing x GBV; other_cf 43 (seasonal); capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,cfo_musd,2023Q2,2023-02-14,1,1042.6297959577414,1042.6297959577414,W1,PIT,3,12,-2003.5162447524485,-1330.7079669803602,-206.4748346271267,2291.7344265426095,3415.967558895843,4088.7758366679313,1851.925296450746,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|rw,NI from guide_implied; wc swing x GBV; other_cf 43 (seasonal); capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q2,2023-02-14,1,39.66923376926894,39.66923376926894,W1,PIT,3,12,-165.37791196008303,-120.08874488256373,-44.41253243489828,123.75099997343617,199.42721242110161,244.7163794986209,124.65981311016766,,,,,,,,2023-02-14,swing_x_gbv_seasonal_other|rw,NI from guide_implied; wc swing x GBV; other_cf 43 (seasonal); capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,cfo_musd,2023Q2,2023-02-14,1,1110.5349054752717,1110.5349054752717,W1,PIT,3,12,-1838.0552135791584,-1186.7943044356527,-98.56588029959062,2319.635691250134,3407.8641153861963,4059.1250245297015,1792.6155073866773,,,,,,,,2023-02-14,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 111; capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,cfo_musd,2023Q2,2023-02-14,1,1145.208905702497,1145.208905702497,W1,PIT,5,12,-1797.039669385463,-1147.179429552449,-61.29146242077809,2351.7092738257725,3437.5972409574433,4087.4574807904573,1788.7601224073933,,,,,,,,2023-02-14,balance_ratio|rw,NI from guide_implied; wc balance ratio; other_cf 111; capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q2,2023-02-14,1,42.2688244488032,42.2688244488032,W1,PIT,3,12,-157.12179663712197,-113.08199730253335,-39.493423573801536,124.03107247140794,197.61964620013975,241.65944553472838,121.22089030831906,,,,,,,,2023-02-14,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 111; capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2023Q2,2023-02-14,1,43.59623866627964,43.59623866627964,W1,PIT,5,12,-155.6698620361621,-111.6575657640135,-38.114948446725684,125.30742577928496,198.8500430965728,242.8623393687214,121.14518729046804,,,,,,,,2023-02-14,balance_ratio|rw,NI from guide_implied; wc balance ratio; other_cf 111; capex 6; rev leg naive; sigma additive n=4 (PIT),1.0
below-ebitda,fcf,capex_musd,2023Q2,2023-02-14,1,6.411407891614767,6.411407891614767,W1,PIT,2,12,4.19877739547079,4.687485452655585,5.504095188425274,7.318720594804261,8.13533033057395,8.624038387758745,1.3451838266270582,,,,,,,,2023-02-14,mean4|rw,NI from guide_implied; wc swing x GBV; other_cf 111; capex 6; rev leg naive; sigma relative n=4 (PIT),1.0
below-ebitda,fcf,fcf_musd,2023Q2,2023-02-14,1,1076.2438594875184,1076.2438594875184,W1,full_sample,3,12,590.6013607676376,697.8661763115693,877.1009799759439,1275.3867389990928,1454.6215426634676,1561.886358207399,295.24967496345414,,,,,,,,2023-02-14,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 21; capex 6; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q2,2023-02-14,1,1195.9422067679802,1195.9422067679802,W1,full_sample,3,12,624.3819745368338,750.6236091633854,961.5678454613774,1430.316568074583,1641.260804372575,1767.5024389991268,347.4839480340028,,,,,,,,2023-02-14,swing_x_gbv_ebitda_known|rw,NI from EBITDA actual; wc swing x GBV; other_cf 21; capex 6; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2023Q2,2023-02-14,1,1111.6332099418362,1111.6332099418362,W1,full_sample,5,12,653.3140115978968,754.5438759532437,923.6945407886371,1299.5718790950352,1468.7225439304286,1569.9524082857756,278.63828782952316,,,,,,,,2023-02-14,balance_ratio|rw,NI from guide_implied; wc balance ratio; other_cf 21; capex 6; rev leg naive; sigma additive n=18 (full_sample),1.0
