method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,15.176246589486508,15.176246589486508,W1,PIT,1,12,-1.6650336137238906,2.0547331267956856,8.270300254128653,22.082192924844364,28.29776005217733,32.017526792696906,10.23877135768219,,,,,,,,2023-02-14,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2022Q1]; sigma additive n=5 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.98881365911098,53.98881365911098,W1,full_sample,1,18,40.588728517894914,43.54843172495421,48.49396601345375,59.48366130476821,64.42919559326775,67.38889880032704,8.146673309801692,,,,,,,,2024-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2023Q3]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.98881365911098,53.98881365911098,W2,full_sample,1,18,40.588728517894914,43.54843172495421,48.49396601345375,59.48366130476821,64.42919559326775,67.38889880032704,8.146673309801692,,,,,,,,2024-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2023Q3]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.27321911632101,33.27321911632101,W1,PIT,1,19,18.21416404089888,21.540287205961448,27.09809317831548,39.44834505432654,45.00615102668057,48.33227419174314,9.155255415238486,,,,,,,,2024-11-07,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2023Q4]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.27321911632101,33.27321911632101,W2,PIT,1,19,18.21416404089888,21.540287205961448,27.09809317831548,39.44834505432654,45.00615102668057,48.33227419174314,9.155255415238486,,,,,,,,2024-11-07,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2023Q4]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.27321911632101,33.27321911632101,W1,full_sample,1,19,19.873133975104942,22.83283718216424,27.778371470663778,38.76806676197824,43.71360105047778,46.673304257537076,8.146673309801692,,,,,,,,2024-11-07,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2023Q4]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.27321911632101,33.27321911632101,W2,full_sample,1,19,19.873133975104942,22.83283718216424,27.778371470663778,38.76806676197824,43.71360105047778,46.673304257537076,8.146673309801692,,,,,,,,2024-11-07,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2023Q4]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,19.79458450046685,19.79458450046685,W1,PIT,1,20,7.167569309229359,9.956523033272676,14.61674242229683,24.97242657863687,29.632645967661027,32.421599691704344,7.6766801521665275,,,,,,,,2025-02-13,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2024Q1]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,19.79458450046685,19.79458450046685,W2,PIT,1,20,7.167569309229359,9.956523033272676,14.61674242229683,24.97242657863687,29.632645967661027,32.421599691704344,7.6766801521665275,,,,,,,,2025-02-13,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2024Q1]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,19.79458450046685,19.79458450046685,W1,full_sample,1,20,6.3944993592507835,9.354202566310082,14.299736854809622,25.289432146124078,30.23496643462362,33.19466964168292,8.146673309801692,,,,,,,,2025-02-13,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2024Q1]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,19.79458450046685,19.79458450046685,W2,full_sample,1,20,6.3944993592507835,9.354202566310082,14.299736854809622,25.289432146124078,30.23496643462362,33.19466964168292,8.146673309801692,,,,,,,,2025-02-13,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2024Q1]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.532751091703055,32.532751091703055,W1,PIT,1,21,23.338719687007853,25.369423518178493,28.762640582270624,36.30286160113549,39.69607866522762,41.72678249639826,5.5895742052958095,,,,,,,,2025-05-01,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2024Q2]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.532751091703055,32.532751091703055,W2,PIT,1,21,23.338719687007853,25.369423518178493,28.762640582270624,36.30286160113549,39.69607866522762,41.72678249639826,5.5895742052958095,,,,,,,,2025-05-01,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2024Q2]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.532751091703055,32.532751091703055,W1,full_sample,1,21,19.132665950486988,22.092369157546287,27.037903446045824,38.027598737360286,42.97313302585982,45.93283623291912,8.146673309801692,,,,,,,,2025-05-01,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2024Q2]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.532751091703055,32.532751091703055,W2,full_sample,1,21,19.132665950486988,22.092369157546287,27.037903446045824,38.027598737360286,42.97313302585982,45.93283623291912,8.146673309801692,,,,,,,,2025-05-01,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2024Q2]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.46516613076098,52.46516613076098,W1,PIT,1,22,47.40318909256078,48.52123793449986,50.38944852765617,54.54088373386578,56.409094327022096,57.527143168961175,3.077463523354312,,,,,,,,2025-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2024Q3]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.46516613076098,52.46516613076098,W2,PIT,1,22,47.40318909256078,48.52123793449986,50.38944852765617,54.54088373386578,56.409094327022096,57.527143168961175,3.077463523354312,,,,,,,,2025-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2024Q3]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.46516613076098,52.46516613076098,W1,full_sample,1,22,39.06508098954491,42.02478419660421,46.970318485103746,57.96001377641821,62.905548064917745,65.86525127197704,8.146673309801692,,,,,,,,2025-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2024Q3]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.46516613076098,52.46516613076098,W2,full_sample,1,22,39.06508098954491,42.02478419660421,46.970318485103746,57.96001377641821,62.905548064917745,65.86525127197704,8.146673309801692,,,,,,,,2025-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2024Q3]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,30.846774193548388,30.846774193548388,W1,PIT,1,23,25.493938316088965,26.67622972292856,28.651786825268264,33.041761561828515,35.017318664168215,36.19961007100781,3.2542931418038865,,,,,,,,2025-11-06,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2024Q4]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,30.846774193548388,30.846774193548388,W2,PIT,1,23,25.493938316088965,26.67622972292856,28.651786825268264,33.041761561828515,35.017318664168215,36.19961007100781,3.2542931418038865,,,,,,,,2025-11-06,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2024Q4]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,30.846774193548388,30.846774193548388,W1,full_sample,1,23,17.44668905233232,20.40639225939162,25.35192654789116,36.341621839205615,41.28715612770516,44.24685933476445,8.146673309801692,,,,,,,,2025-11-06,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2024Q4]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,30.846774193548388,30.846774193548388,W2,full_sample,1,23,17.44668905233232,20.40639225939162,25.35192654789116,36.341621839205615,41.28715612770516,44.24685933476445,8.146673309801692,,,,,,,,2025-11-06,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2024Q4]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.35387323943662,18.35387323943662,W1,PIT,1,24,13.170690471399775,14.315510261697089,16.228453935766904,20.479292543106336,22.39223621717615,23.537056007473467,3.151151374875355,,,,,,,,2026-02-12,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2025Q1]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.35387323943662,18.35387323943662,W2,PIT,1,24,13.170690471399775,14.315510261697089,16.228453935766904,20.479292543106336,22.39223621717615,23.537056007473467,3.151151374875355,,,,,,,,2026-02-12,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2025Q1]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.35387323943662,18.35387323943662,W1,full_sample,1,24,4.953788098220553,7.913491305279852,12.859025593779391,23.848720885093847,28.79425517359339,31.753958380652687,8.146673309801692,,,,,,,,2026-02-12,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2025Q1]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.35387323943662,18.35387323943662,W2,full_sample,1,24,4.953788098220553,7.913491305279852,12.859025593779391,23.848720885093847,28.79425517359339,31.753958380652687,8.146673309801692,,,,,,,,2026-02-12,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2025Q1]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.68863049095607,33.68863049095607,W1,PIT,1,25,28.531468830910867,29.6705412878172,31.573881419787003,35.80337956212514,37.70671969409494,38.84579215100128,3.135331664497922,,,,,,,,2026-05-07,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2025Q2]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.68863049095607,33.68863049095607,W2,PIT,1,25,28.531468830910867,29.6705412878172,31.573881419787003,35.80337956212514,37.70671969409494,38.84579215100128,3.135331664497922,,,,,,,,2026-05-07,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2025Q2]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.68863049095607,33.68863049095607,W1,full_sample,1,25,20.288545349740005,23.248248556799304,28.19378284529884,39.1834781366133,44.12901242511284,47.08871563217214,8.146673309801692,,,,,,,,2026-05-07,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2025Q2]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.68863049095607,33.68863049095607,W2,full_sample,1,25,20.288545349740005,23.248248556799304,28.19378284529884,39.1834781366133,44.12901242511284,47.08871563217214,8.146673309801692,,,,,,,,2026-05-07,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2025Q2]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q3,2026-08-06,0,50.085470085470085,50.085470085470085,LIVE,PIT,1,26,44.96584710753207,46.09662832175968,47.98611415074933,52.18482602019084,54.07431184918049,55.2050930634081,3.112509766249891,,,,,,,,2026-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2025Q3]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q3,2026-08-06,0,50.085470085470085,50.085470085470085,LIVE,full_sample,1,26,36.68538494425402,39.64508815131332,44.590622439812854,55.580317731127316,60.52585201962685,63.48555522668615,8.146673309801692,,,,,,,,2026-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2025Q3]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q3,2026-09-11,0,50.085470085470085,50.085470085470085,LIVE,PIT,1,26,44.96584710753207,46.09662832175968,47.98611415074933,52.18482602019084,54.07431184918049,55.2050930634081,3.112509766249891,,,,,,,,2026-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,y[2025Q3]; sigma additive n=12 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2026Q3,2026-09-11,0,50.085470085470085,50.085470085470085,LIVE,full_sample,1,26,36.68538494425402,39.64508815131332,44.590622439812854,55.580317731127316,60.52585201962685,63.48555522668615,8.146673309801692,,,,,,,,2026-08-06,seasonal_naive|adj_ebitda_margin_pct|h0|full_sample,y[2025Q3]; sigma additive n=19 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,33.79105720383992,33.79105720383992,W1,PIT,1,12,17.644517362448138,21.21083543041984,27.16999655400209,40.41211785367775,46.37127897726,49.9375970452317,9.816399208309706,,,,,,,,2023-02-14,seasonal_naive|adj_ebitda_margin_pct|h1|PIT,y[2022Q2]; sigma additive n=4 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,33.79105720383992,33.79105720383992,W1,full_sample,1,12,22.736341815185284,25.17801858396137,29.257953407363065,38.32416100031678,42.404095823718464,44.845772592494555,6.720789745372753,,,,,,,,2023-02-14,seasonal_naive|adj_ebitda_margin_pct|h1|full_sample,y[2022Q2]; sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,50.512929853938935,50.512929853938935,W1,PIT,1,13,33.92878647878909,37.5917589014634,43.71242521386811,57.31343449400976,63.43410080641447,67.09707322908878,10.082443266326651,,,,,,,,2023-05-09,seasonal_naive|adj_ebitda_margin_pct|h1|PIT,y[2022Q3]; sigma additive n=5 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,50.512929853938935,50.512929853938935,W1,full_sample,1,13,39.4582144652843,41.89989123406039,45.97982605746208,55.046033650415794,59.12596847381748,61.56764524259357,6.720789745372753,,,,,,,,2023-05-09,seasonal_naive|adj_ebitda_margin_pct|h1|full_sample,y[2022Q3]; sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,26.603575184016822,26.603575184016822,W1,PIT,1,14,10.389017453692407,13.970358766806942,19.954623074316963,33.25252729371668,39.2367916012267,42.818132914341234,9.857751148578517,,,,,,,,2023-08-03,seasonal_naive|adj_ebitda_margin_pct|h1|PIT,y[2022Q4]; sigma additive n=6 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,26.603575184016822,26.603575184016822,W1,full_sample,1,14,15.548859795362189,17.990536564138274,22.070471387539968,31.136678980493677,35.21661380389537,37.658290572671454,6.720789745372753,,,,,,,,2023-08-03,seasonal_naive|adj_ebitda_margin_pct|h1|full_sample,y[2022Q4]; sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q1,2023-11-01,1,14.411441144114413,14.411441144114413,W1,PIT,1,15,-0.5807371523699789,2.7306148067626346,8.263738741662763,20.559143546566062,26.09226748146619,29.403619440598803,9.114597220587035,,,,,,,,2023-11-01,seasonal_naive|adj_ebitda_margin_pct|h1|PIT,y[2023Q1]; sigma additive n=7 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q1,2023-11-01,1,14.411441144114413,14.411441144114413,W1,full_sample,1,15,3.356725755459779,5.798402524235865,9.878337347637558,18.944544940591268,23.02447976399296,25.46615653276905,6.720789745372753,,,,,,,,2023-11-01,seasonal_naive|adj_ebitda_margin_pct|h1|full_sample,y[2023Q1]; sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,32.971014492753625,32.971014492753625,W1,PIT,1,16,19.09085616570031,22.156594083194047,27.279307723654917,38.66272126185233,43.7854349023132,46.85117281980694,8.438537082949095,,,,,,,,2024-02-13,seasonal_naive|adj_ebitda_margin_pct|h1|PIT,y[2023Q2]; sigma additive n=8 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,32.971014492753625,32.971014492753625,W2,PIT,1,16,19.09085616570031,22.156594083194047,27.279307723654917,38.66272126185233,43.7854349023132,46.85117281980694,8.438537082949095,,,,,,,,2024-02-13,seasonal_naive|adj_ebitda_margin_pct|h1|PIT,y[2023Q2]; sigma additive n=8 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,32.971014492753625,32.971014492753625,W1,full_sample,1,16,21.91629910409899,24.357975872875077,28.43791069627677,37.50411828923048,41.584053112632176,44.02572988140826,6.720789745372753,,,,,,,,2024-02-13,seasonal_naive|adj_ebitda_margin_pct|h1|full_sample,y[2023Q2]; sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,32.971014492753625,32.971014492753625,W2,full_sample,1,16,21.91629910409899,24.357975872875077,28.43791069627677,37.50411828923048,41.584053112632176,44.02572988140826,6.720789745372753,,,,,,,,2024-02-13,seasonal_naive|adj_ebitda_margin_pct|h1|full_sample,y[2023Q2]; sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,53.98881365911098,53.98881365911098,W1,PIT,1,17,40.98355898974947,43.856055212563696,48.655870454047985,59.32175686417398,64.12157210565827,66.9940683284725,7.906633426990767,,,,,,,,2024-05-08,seasonal_naive|adj_ebitda_margin_pct|h1|PIT,y[2023Q3]; sigma additive n=9 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,53.98881365911098,53.98881365911098,W2,PIT,1,17,40.98355898974947,43.856055212563696,48.655870454047985,59.32175686417398,64.12157210565827,66.9940683284725,7.906633426990767,,,,,,,,2024-05-08,seasonal_naive|adj_ebitda_margin_pct|h1|PIT,y[2023Q3]; sigma additive n=9 (PIT),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,53.98881365911098,53.98881365911098,W1,full_sample,1,17,42.934098270456346,45.37577503923244,49.45570986263412,58.52191745558784,62.601852278989526,65.04352904776562,6.720789745372753,,,,,,,,2024-05-08,seasonal_naive|adj_ebitda_margin_pct|h1|full_sample,y[2023Q3]; sigma additive n=18 (full_sample),1.0
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,53.98881365911098,53.98881365911098,W2,full_sample,1,17,42.934098270456346,45.37577503923244,49.45570986263412,58.52191745558784,62.601852278989526,65.04352904776562,6.720789745372753,,,,,,,,2024-05-08,seasonal_naive|adj_ebitda_margin_pct|h1|full_sample,y[2023Q3]; sigma additive n=18 (full_sample),1.0
