method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
below-ebitda,sbc,sbc_musd,2023Q1,2023-02-14,0,205.6618441211035,205.6618441211035,W1,PIT,2,12,-12021.49130666176,-9320.85589933381,-4808.2125451555285,5219.5362333977355,9732.179587576016,12432.814994903965,7433.5812928499545,,,,,,,,2023-02-14,yoy|rw,y/y growth 5.5% on SBC[q-4]; sigma relative n=5 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-02-14,2,269.1869528301887,269.1869528301887,W1,full_sample,1,12,243.59101742218215,249.24444210690658,258.6910668762644,279.682838784113,289.1294635534708,294.78288823819526,15.56122380046993,,,,,,,,2023-02-14,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-02-14,2,243.02397158993728,243.02397158993728,W1,PIT,2,12,-1209.578091287596,-888.7390116271346,-352.63097695429946,838.678920134174,1374.7869548070091,1695.6260344674704,883.1193481755255,,,,,,,,2023-02-14,yoy|eq,y/y growth 3.7% on SBC[q-4]; sigma relative n=3 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q3,2023-02-14,2,6.78737915989928,6.78737915989928,W1,PIT,2,12,-49.503060347673596,-37.07008006571238,-16.295115148277006,29.869873468075568,50.644838385510944,63.07781866747216,34.22215726994509,,,,,,,,2023-02-14,yoy|eq,y/y growth 3.7% on SBC[q-4]; sigma additive n=3 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-02-14,2,263.74568461347604,263.74568461347604,W1,PIT,1,12,-1201.0232208941109,-877.4968267298634,-336.89840734860354,864.3897765755556,1404.9881959568156,1728.5145901210628,890.5162632752621,,,,,,,,2023-02-14,yoy_last|eq,last y/y growth 12.5% on SBC[q-4]; sigma relative n=3 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-02-14,2,264.41497663974184,264.41497663974184,W1,full_sample,2,12,236.16290826552563,242.40299827182227,252.8299150707285,276.0000382087552,286.4269550076614,292.66704501395805,17.176037983743157,,,,,,,,2023-02-14,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q3,2023-02-14,2,7.384805253031055,7.384805253031055,W1,full_sample,2,12,4.372013876245944,5.037455043678875,6.149378057672078,8.620232448390032,9.732155462383234,10.397596629816166,1.8316471006413728,,,,,,,,2023-02-14,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-02-14,2,269.1869528301887,269.1869528301887,W1,full_sample,1,12,243.59101742218215,249.24444210690658,258.6910668762644,279.682838784113,289.1294635534708,294.78288823819526,15.56122380046993,,,,,,,,2023-02-14,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q2,2023-05-09,0,282.65600398783016,282.65600398783016,W1,PIT,2,13,-15057.857546987261,-11669.568093877322,-6007.884979925543,6573.196987901204,12234.880101852983,15623.169554962922,9326.37001835038,,,,,,,,2023-05-09,yoy|rw,y/y growth 14.4% on SBC[q-4]; sigma relative n=6 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q2,2023-05-09,0,11.474538085764824,11.474538085764824,W1,PIT,2,13,-845.3048257127352,-656.0662795353697,-339.8569661847106,362.80604235624025,679.0153557068994,868.2539018842649,520.8848676623172,,,,,,,,2023-05-09,yoy|rw,y/y growth 14.4% on SBC[q-4]; sigma additive n=6 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q2,2023-05-09,0,304.2493702641556,304.2493702641556,W1,PIT,1,13,-18269.98086836073,-14167.454039122471,-7312.311585955337,7920.810326483648,14775.952779650783,18878.47960888904,11292.330171074169,,,,,,,,2023-05-09,yoy_last|rw,last y/y growth 23.1% on SBC[q-4]; sigma relative n=6 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q2,2023-05-09,0,279.6678563227542,279.6678563227542,W1,full_sample,2,13,-1144.539703631427,-829.9721737767659,-304.343623848428,863.6793364939364,1389.3078864222744,1703.8754162769353,865.8567161345351,,,,,,,,2023-05-09,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q2,2023-05-09,0,11.366776029483171,11.366776029483171,W1,full_sample,2,13,-67.09049965943802,-49.76148659522982,-20.805465569037395,43.539017628003734,72.49503865419616,89.82405171840438,47.6986367682648,,,,,,,,2023-05-09,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma additive n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q2,2023-05-09,0,283.82107311320755,283.82107311320755,W1,full_sample,1,13,-1184.577520894279,-860.2494302795566,-318.31141128055884,885.9535575069739,1427.8915765059717,1752.219667120694,892.7229571964876,,,,,,,,2023-05-09,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q2,2023-05-09,0,279.82326379018787,279.82326379018787,W1,PIT,2,13,-14682.83746890448,-11378.005112243967,-5855.77514721766,6415.421674798035,11937.651639824342,15242.483996484856,9096.651816019681,,,,,,,,2023-05-09,yoy|eq,y/y growth 13.2% on SBC[q-4]; sigma relative n=6 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q2,2023-05-09,0,11.359541818831385,11.359541818831385,W1,PIT,2,13,-832.5694924172784,-646.1692238491046,-334.7025479369082,357.42163157457094,668.8883074867674,855.2885760549412,513.0724220125443,,,,,,,,2023-05-09,yoy|eq,y/y growth 13.2% on SBC[q-4]; sigma additive n=6 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q2,2023-05-09,0,304.2493702641556,304.2493702641556,W1,PIT,1,13,-18269.98086836073,-14167.454039122471,-7312.311585955337,7920.810326483648,14775.952779650783,18878.47960888904,11292.330171074169,,,,,,,,2023-05-09,yoy_last|eq,last y/y growth 23.1% on SBC[q-4]; sigma relative n=6 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q2,2023-05-09,0,278.7896724862325,278.7896724862325,W1,full_sample,2,13,-1136.1641291987532,-823.6404951655035,-301.427205538537,859.006550511002,1381.2198401379685,1693.7434741712182,860.2308305739176,,,,,,,,2023-05-09,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q2,2023-05-09,0,11.33108326480973,11.33108326480973,W1,full_sample,2,13,-66.8626616397051,-49.59185513907814,-20.73309472851779,43.395261258137246,72.2540216686976,89.52482816932456,47.53842142746588,,,,,,,,2023-05-09,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q2,2023-05-09,0,283.82107311320755,283.82107311320755,W1,full_sample,1,13,-1184.577520894279,-860.2494302795566,-318.31141128055884,885.9535575069739,1427.8915765059717,1752.219667120694,892.7229571964876,,,,,,,,2023-05-09,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-05-09,1,268.0819559240154,268.0819559240154,W1,PIT,2,13,-1206.1290077734013,-880.5171276132685,-336.43395257264456,872.5978644206754,1416.6810394612992,1742.292919621432,896.2566270590776,,,,,,,,2023-05-09,yoy|rw,y/y growth 14.4% on SBC[q-4]; sigma relative n=5 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q3,2023-05-09,1,7.715564181908364,7.715564181908364,W1,PIT,2,13,-60.13871271669281,-45.15160488617836,-20.10880482282589,35.539933186642614,60.58273324999509,75.56984108050953,41.25247121493751,,,,,,,,2023-05-09,yoy|rw,y/y growth 14.4% on SBC[q-4]; sigma additive n=5 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-05-09,1,288.5619449731432,288.5619449731432,W1,PIT,1,13,-1305.6918140830346,-953.5658451941011,-365.17879041855997,942.3026803648464,1530.6897351403875,1882.815704029321,969.2374646192228,,,,,,,,2023-05-09,yoy_last|rw,last y/y growth 23.1% on SBC[q-4]; sigma relative n=5 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-05-09,1,265.24788037160704,265.24788037160704,W1,full_sample,2,13,221.7981621074971,231.39498698859924,247.43086058464564,283.06490015856843,299.10077375461486,308.697598635717,26.415553063307204,,,,,,,,2023-05-09,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q3,2023-05-09,1,7.6339977379990165,7.6339977379990165,W1,full_sample,2,13,4.794560495979924,5.421712594110911,6.469656252114685,8.798339223883348,9.846282881887122,10.473434980018109,1.7262552700702187,,,,,,,,2023-05-09,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma additive n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-05-09,1,269.1869528301887,269.1869528301887,W1,full_sample,1,13,224.85270228057203,234.64489555035024,251.00722115779493,287.36668450258253,303.7290101100272,313.5212033798054,26.953310509327583,,,,,,,,2023-05-09,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-05-09,1,265.39527486260334,265.39527486260334,W1,PIT,2,13,-1234.210846834032,-902.9898880910414,-349.53418867288957,880.3247383980963,1433.7804378162482,1765.0013965592386,911.6957868621814,,,,,,,,2023-05-09,yoy|eq,y/y growth 13.2% on SBC[q-4]; sigma relative n=5 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q3,2023-05-09,1,7.6382398424383915,7.6382398424383915,W1,PIT,2,13,-60.5321835850565,-45.47524784780815,-20.315768413962342,35.59224809883912,60.751727532684924,75.80866326993329,41.44467465706364,,,,,,,,2023-05-09,yoy|eq,y/y growth 13.2% on SBC[q-4]; sigma additive n=5 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-05-09,1,288.5619449731432,288.5619449731432,W1,PIT,1,13,-1305.6918140830346,-953.5658451941011,-365.17879041855997,942.3026803648464,1530.6897351403875,1882.815704029321,969.2374646192228,,,,,,,,2023-05-09,yoy_last|eq,last y/y growth 23.1% on SBC[q-4]; sigma relative n=5 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-05-09,1,264.41497663974184,264.41497663974184,W1,full_sample,2,13,221.03035641374623,230.6128029629087,246.6246509967131,282.2053022827706,298.217150316575,307.79959686573744,26.37597626629154,,,,,,,,2023-05-09,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q3,2023-05-09,1,7.610026254433825,7.610026254433825,W1,full_sample,2,13,4.75773679468169,5.38772758746584,6.44041457977027,8.77963792909738,9.83232492140181,10.462315714185959,1.7340688636462396,,,,,,,,2023-05-09,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-05-09,1,269.1869528301887,269.1869528301887,W1,full_sample,1,13,224.85270228057203,234.64489555035024,251.00722115779493,287.36668450258253,303.7290101100272,313.5212033798054,26.953310509327583,,,,,,,,2023-05-09,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q4,2023-05-09,2,290.54298785094943,290.54298785094943,W1,PIT,2,13,-1165.6321154637262,-844.0038513220234,-306.57712398344296,887.6630996853419,1425.0898270239222,1746.718091165625,885.2916025199834,,,,,,,,2023-05-09,yoy|rw,y/y growth 14.4% on SBC[q-4]; sigma relative n=4 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q4,2023-05-09,2,12.679299095361452,12.679299095361452,W1,PIT,2,13,-35.54786583234901,-24.895836893750136,-7.096763583871921,32.45536177459483,50.25443508447304,60.90646402307191,29.32003440153724,,,,,,,,2023-05-09,yoy|rw,y/y growth 14.4% on SBC[q-4]; sigma additive n=4 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q4,2023-05-09,2,312.7388763768257,312.7388763768257,W1,PIT,1,13,-1191.8484255991866,-859.5272637535704,-304.23317319019475,929.7109259438462,1485.0050165072219,1817.326178352838,914.7241294440128,,,,,,,,2023-05-09,yoy_last|rw,last y/y growth 23.1% on SBC[q-4]; sigma relative n=4 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q4,2023-05-09,2,287.47146154865163,287.47146154865163,W1,full_sample,2,13,257.4809751388366,264.10503296182605,275.1735431470576,299.76937995024565,310.8378901354772,317.4619479584667,18.232921105204134,,,,,,,,2023-05-09,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q4,2023-05-09,2,12.545257654698352,12.545257654698352,W1,full_sample,2,13,9.562676794085153,10.22144530528802,11.322218603288604,13.7682967061081,14.869070004108684,15.52783851531155,1.8132804109390783,,,,,,,,2023-05-09,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma additive n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q4,2023-05-09,2,291.74056603773585,291.74056603773585,W1,full_sample,1,13,264.00009568549035,270.127188028683,280.3652906870132,303.11584138845853,313.3539440467887,319.48103638998134,16.86500847109352,,,,,,,,2023-05-09,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q4,2023-05-09,2,287.63120536900396,287.63120536900396,W1,PIT,2,13,-1215.1474188112907,-883.2257431940163,-328.5991766024143,903.8615873404221,1458.4881539320243,1790.4098295492986,913.6245314213791,,,,,,,,2023-05-09,yoy|eq,y/y growth 13.2% on SBC[q-4]; sigma relative n=4 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q4,2023-05-09,2,12.55222887672599,12.55222887672599,W1,PIT,2,13,-36.41258948620567,-25.597633579985725,-7.526316450872727,32.63077420432471,50.70209133343771,61.51704723965765,29.76849584706315,,,,,,,,2023-05-09,yoy|eq,y/y growth 13.2% on SBC[q-4]; sigma additive n=4 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q4,2023-05-09,2,312.7388763768257,312.7388763768257,W1,PIT,1,13,-1191.8484255991866,-859.5272637535704,-304.23317319019475,929.7109259438462,1485.0050165072219,1817.326178352838,914.7241294440128,,,,,,,,2023-05-09,yoy_last|eq,last y/y growth 23.1% on SBC[q-4]; sigma relative n=4 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q4,2023-05-09,2,286.56877364481926,286.56877364481926,W1,full_sample,2,13,255.94962835351635,262.7125393022941,274.01306697259406,299.12448031704446,310.42500798734443,317.1879189361222,18.61511856714667,,,,,,,,2023-05-09,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q4,2023-05-09,2,12.505864344926486,12.505864344926486,W1,full_sample,2,13,9.493072968141377,10.158514135574308,11.27043714956751,13.741291540285463,14.853214554278665,15.518655721711596,1.8316471006413728,,,,,,,,2023-05-09,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q4,2023-05-09,2,291.74056603773585,291.74056603773585,W1,full_sample,1,13,264.00009568549035,270.127188028683,280.3652906870132,303.11584138845853,313.3539440467887,319.48103638998134,16.86500847109352,,,,,,,,2023-05-09,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-08-03,0,277.6076637174203,277.6076637174203,W1,PIT,2,14,-13671.290511878175,-10590.369888600158,-5442.286612471343,5997.501939906183,11145.585216035,14226.505839313015,8480.327943494955,,,,,,,,2023-08-03,yoy|rw,y/y growth 18.5% on SBC[q-4]; sigma relative n=7 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2023Q3,2023-08-03,0,8.016669040288358,8.016669040288358,W1,PIT,2,14,-785.2070291613732,-610.0061480668343,-317.2531575771991,333.28649565777584,626.0394861474109,801.2403672419498,482.2457665560194,,,,,,,,2023-08-03,yoy|rw,y/y growth 18.5% on SBC[q-4]; sigma additive n=7 (PIT),1.0
below-ebitda,sbc,sbc_musd,2023Q3,2023-08-03,0,288.3254325084479,288.3254325084479,W1,PIT,1,14,-16008.037717191883,-12408.627879920214,-6394.171860772161,6970.822725789057,12985.278744937108,16584.68858220878,9907.485312175511,,,,,,,,2023-08-03,yoy_last|rw,last y/y growth 23.0% on SBC[q-4]; sigma relative n=7 (PIT),1.0
