method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q1,2023-02-14,0,377.5609469509403,377.5609469509403,W1,PIT,6,12,-150.58594382341,-33.93309946085669,160.98868873398558,594.1332051678951,789.0549933627374,905.7078377252907,321.0905104992252,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4,a=+68.8 m=0.524 rev=1845 leg=guide_cushion; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,38.94999203257518,38.94999203257518,W1,PIT,6,12,14.542105597293105,19.9331235646228,28.941278214641375,48.95870585050899,57.96686050052756,63.35787846785726,14.838941310856335,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_usd,a=+78.1 m=0.561 rev=2612 leg=naive; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q1,2023-02-14,0,383.8729097581168,383.8729097581168,W1,PIT,6,12,-154.86013929280912,-35.86910929401323,162.95968457941652,604.7861349368171,803.6149288102467,922.6059588090427,327.52643774716864,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,a=+78.9 m=0.500 rev=1845 leg=guide_cushion; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,20.804465120157605,20.804465120157605,W1,PIT,6,12,-15.229613236109127,-7.2706953523388655,6.028307466476342,35.58062277383887,48.87962559265408,56.838543476424334,21.90716411833637,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,a=+78.9 m=0.500 rev=1845 leg=guide_cushion; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q2,2023-02-14,1,1025.9560840608606,1025.9560840608606,W1,PIT,6,12,-1140.806321341993,-662.2292397321695,137.4520800522724,1914.4600880694488,2714.1414078538905,3192.7184894637144,1317.2980074942432,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,a=+84.6 m=0.568 rev=2612 leg=naive; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,39.27636510250463,39.27636510250463,W1,PIT,6,12,14.80109659655826,20.20699737459712,29.240020548762256,49.312709656246994,58.34573283041213,63.751633608450994,14.879906701065053,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,a=+84.6 m=0.568 rev=2612 leg=naive; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q1,2023-02-14,0,366.80678212857913,366.80678212857913,W1,PIT,6,12,-146.842837019033,-33.39203360436075,156.17928456255606,577.4342796946022,767.0055978615189,880.4564012761913,312.2767951696691,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,a=+58.0 m=0.524 rev=1845 leg=guide_cushion; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,19.879545314723572,19.879545314723572,W1,PIT,6,12,-16.055908419755696,-8.118773950517749,5.143829737724776,34.61526089172237,47.87786457996489,55.81499904920284,21.84720460572597,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,a=+58.0 m=0.524 rev=1845 leg=guide_cushion; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q2,2023-02-14,1,1003.4120766938182,1003.4120766938182,W1,PIT,6,12,-1119.0447567940903,-650.2535341475002,133.0760443780007,1873.7481090096358,2657.077687535137,3125.8689101817267,1290.3621323567943,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,a=+64.1 m=0.561 rev=2612 leg=naive; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,38.41331971686122,38.41331971686122,W1,PIT,6,12,13.76687295855432,19.210582214461123,28.306781697401387,48.51985773632104,57.61605721926131,63.05976647516812,14.983975689062355,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,a=+64.1 m=0.561 rev=2612 leg=naive; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q1,2023-02-14,0,414.55143377446564,414.55143377446564,W1,PIT,6,12,52.35985620795863,132.35782356387162,266.03091944230164,563.0719481066296,696.7450439850596,776.7430113409727,220.1968440424594,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,a=+69.5 m=0.754 rev=1845 leg=guide_cushion; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,22.467125512729243,22.467125512729243,W1,PIT,6,12,-15.7967648816356,-7.3453440196566895,6.7766096815678,38.15764134389069,52.27959504511517,60.73101590709409,23.262793580777224,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,a=+69.5 m=0.754 rev=1845 leg=guide_cushion; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q2,2023-02-14,1,1055.6453902082935,1055.6453902082935,W1,PIT,6,12,-1755.8155548976329,-1134.8426365869934,-97.22411713205929,2208.514897548646,3246.1334170035807,3867.10633531422,1709.2468892302672,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,a=+77.4 m=0.703 rev=2612 leg=naive; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,40.41295179076822,40.41295179076822,W1,PIT,6,12,11.29545133524869,17.726691030486244,28.473010578505516,52.35289300303092,63.099212551050194,69.53045224628775,17.70218333012715,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,a=+77.4 m=0.703 rev=2612 leg=naive; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q2,2023-05-09,0,908.4217347215299,908.4217347215299,W1,PIT,6,13,-342.63813147408723,-66.31407388930705,395.411310690942,1421.4321587521179,1883.157543332367,2159.481600917147,760.5903927842492,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,a=+46.8 m=0.526 rev=2463 leg=guide_cushion; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,36.8777582854654,36.8777582854654,W1,PIT,6,13,1.1099029345022942,9.010019618557294,22.21076821083279,51.544748360098005,64.7454969523735,72.6456136364285,21.745312023449948,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,a=+46.8 m=0.526 rev=2463 leg=guide_cushion; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-05-09,1,1853.1436201120027,1853.1436201120027,W1,PIT,6,13,-1955.4230866515766,-1114.2174541861343,291.40027434627757,3414.8869658777276,4820.50469441014,5661.710326875582,2315.4441491686257,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,a=+48.0 m=0.647 rev=3475 leg=naive; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,53.33461735604756,53.33461735604756,W1,PIT,6,13,26.494898292039373,32.423039923466845,42.32870466558663,64.34053004650849,74.24619478862827,80.17433642005574,16.31739057155633,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,a=+48.0 m=0.647 rev=3475 leg=naive; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q2,2023-05-09,0,921.7339587353905,921.7339587353905,W1,PIT,6,13,-352.971768884395,-71.42500329789262,399.0272973595272,1444.4406201112538,1914.8929207686735,2196.439686355176,774.9660557835114,,,,,,LSEG,2023-05-08,2023-05-09,ew,a=+59.5 m=0.538 rev=2463 leg=guide_cushion; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,37.41817355808721,37.41817355808721,W1,PIT,6,13,1.4824496290320255,9.419643776678313,22.68234718492453,52.15399993124989,65.41670333949611,73.3538974871424,21.847368872364346,,,,,,LSEG,2023-05-08,2023-05-09,ew,a=+59.5 m=0.538 rev=2463 leg=guide_cushion; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-05-09,1,1867.2808869575597,1867.2808869575597,W1,PIT,6,13,-1977.9622757860973,-1128.65584222545,290.49796975110473,3444.0638041640145,4863.21761614057,5712.524049701216,2337.741851152025,,,,,,LSEG,2023-05-08,2023-05-09,ew,a=+56.2 m=0.676 rev=3475 leg=naive; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,53.741496622978055,53.741496622978055,W1,PIT,6,13,26.684927644970507,32.66096534415805,42.64666231546446,64.83633093049166,74.82202790179807,80.79806560098561,16.44922595827172,,,,,,LSEG,2023-05-08,2023-05-09,ew,a=+56.2 m=0.676 rev=3475 leg=naive; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q2,2023-05-09,0,908.4217347215299,908.4217347215299,W1,PIT,6,13,-342.63813147408723,-66.31407388930705,395.411310690942,1421.4321587521179,1883.157543332367,2159.481600917147,760.5903927842492,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,a=+46.8 m=0.526 rev=2463 leg=guide_cushion; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,36.8777582854654,36.8777582854654,W1,PIT,6,13,1.1099029345022942,9.010019618557294,22.21076821083279,51.544748360098005,64.7454969523735,72.6456136364285,21.745312023449948,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,a=+46.8 m=0.526 rev=2463 leg=guide_cushion; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-05-09,1,1853.1436201120027,1853.1436201120027,W1,PIT,6,13,-1955.4230866515766,-1114.2174541861343,291.40027434627757,3414.8869658777276,4820.50469441014,5661.710326875582,2315.4441491686257,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,a=+48.0 m=0.647 rev=3475 leg=naive; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,53.33461735604756,53.33461735604756,W1,PIT,6,13,26.494898292039373,32.423039923466845,42.32870466558663,64.34053004650849,74.24619478862827,80.17433642005574,16.31739057155633,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,a=+48.0 m=0.647 rev=3475 leg=naive; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q2,2023-05-09,0,921.7339587353905,921.7339587353905,W1,PIT,6,13,-352.971768884395,-71.42500329789262,399.0272973595272,1444.4406201112538,1914.8929207686735,2196.439686355176,774.9660557835114,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,a=+59.5 m=0.538 rev=2463 leg=guide_cushion; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,37.41817355808721,37.41817355808721,W1,PIT,6,13,1.4824496290320255,9.419643776678313,22.68234718492453,52.15399993124989,65.41670333949611,73.3538974871424,21.847368872364346,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,a=+59.5 m=0.538 rev=2463 leg=guide_cushion; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-05-09,1,1867.2808869575597,1867.2808869575597,W1,PIT,6,13,-1977.9622757860973,-1128.65584222545,290.49796975110473,3444.0638041640145,4863.21761614057,5712.524049701216,2337.741851152025,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,a=+56.2 m=0.676 rev=3475 leg=naive; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,53.741496622978055,53.741496622978055,W1,PIT,6,13,26.684927644970507,32.66096534415805,42.64666231546446,64.83633093049166,74.82202790179807,80.79806560098561,16.44922595827172,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,a=+56.2 m=0.676 rev=3475 leg=naive; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q2,2023-05-09,0,907.6367703209478,907.6367703209478,W1,PIT,6,13,-339.0267011211088,-63.67368390767612,396.4291347880745,1418.8444058538212,1878.9472245495717,2154.3002417630046,757.917574558041,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,a=+46.0 m=0.526 rev=2463 leg=guide_cushion; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,36.845892329025865,36.845892329025865,W1,PIT,6,13,1.1575524648930156,9.040106406704048,22.211508426742014,51.480276231309716,64.65167825134768,72.53423219315872,21.696970039988706,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,a=+46.0 m=0.526 rev=2463 leg=guide_cushion; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-05-09,1,1871.5948116866377,1871.5948116866377,W1,PIT,6,13,-1976.0769337737559,-1126.2340943634754,293.81602826868397,3449.3735951045915,4869.423717736751,5719.266557147032,2339.218324606528,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,a=+66.4 m=0.647 rev=3475 leg=naive; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,53.865654039721754,53.865654039721754,W1,PIT,6,13,26.99564536261978,32.93047712057029,42.847320770776264,64.88398730866724,74.80083095887322,80.73566271682373,16.335805348772663,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,a=+66.4 m=0.647 rev=3475 leg=naive; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q2,2023-05-09,0,914.5881472034102,914.5881472034102,W1,PIT,6,13,145.7035525765273,315.5286079096574,599.2988292592537,1229.877465147567,1513.647686497163,1683.4727418302932,467.44864225512464,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,a=+39.9 m=0.820 rev=2463 leg=guide_cushion; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,37.12808636580901,37.12808636580901,W1,PIT,6,13,0.08257468146026525,8.264889837210795,21.937179702477323,52.3189930291407,65.99128289440722,74.17359805015775,22.52207192016709,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,a=+39.9 m=0.820 rev=2463 leg=guide_cushion; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-05-09,1,1877.9165163809853,1877.9165163809853,W1,PIT,6,13,-2891.570819040333,-1838.1247540406205,-77.8625685908168,3833.6956013527874,5593.957786802592,6647.4038518023035,2899.64241028605,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,a=+48.3 m=0.767 rev=3475 leg=naive; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,54.047596603294124,54.047596603294124,W1,PIT,6,13,25.359820833644452,31.696146390836006,42.28386857576485,65.81132463082339,76.39904681575224,82.7353723729438,17.44092927151143,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,a=+48.3 m=0.767 rev=3475 leg=naive; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-08-03,0,1836.2705690132111,1836.2705690132111,W1,PIT,6,14,-565.9421341398172,-35.36068136291487,851.2176624694835,2821.323475556939,3707.901819389337,4238.483272166239,1460.441624587122,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,a=+13.8 m=0.710 rev=3463 leg=guide_cushion; sigma relative n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,53.02725876899898,53.02725876899898,W1,PIT,6,14,18.05318762774737,25.777979629426294,38.68576836469886,67.36874917329911,80.27653790857167,88.0013299102506,21.262725490092162,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,a=+13.8 m=0.710 rev=3463 leg=guide_cushion; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q4,2023-08-03,1,729.4890906271719,729.4890906271719,W1,PIT,6,14,-681.0159524760883,-369.47492451608395,151.09647344561918,1307.8817078087247,1828.4531057704278,2139.994133730432,857.5261774006314,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,a=+22.9 m=0.690 rev=2246 leg=naive; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,32.48646324234448,32.48646324234448,W1,PIT,6,14,5.5789448919149685,11.522061485317888,21.452748732309765,43.52017775237919,53.45086499937106,59.39398159277398,16.358609610934916,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,a=+22.9 m=0.690 rev=2246 leg=naive; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-08-03,0,1850.7616738741385,1850.7616738741385,W1,PIT,6,14,-582.1039808669123,-44.75215027786812,853.1391980261217,2848.3841497221556,3746.2754980261457,4283.627328615189,1479.0772959233213,,,,,,LSEG,2023-08-02,2023-08-03,ew,a=+29.2 m=0.706 rev=3463 leg=guide_cushion; sigma relative n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,53.44572845439074,53.44572845439074,W1,PIT,6,14,18.26006202586241,26.03158949554409,39.0174711486962,67.87398576008528,80.8598674132374,88.63139488291907,21.391366290592376,,,,,,LSEG,2023-08-02,2023-08-03,ew,a=+29.2 m=0.706 rev=3463 leg=guide_cushion; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q4,2023-08-03,1,746.4348303009996,746.4348303009996,W1,PIT,6,14,-699.9910275913486,-380.5160984948177,153.31250039793522,1339.5571602040638,1873.385759096817,2192.8606881933474,879.3644821594947,,,,,,LSEG,2023-08-02,2023-08-03,ew,a=+31.8 m=0.747 rev=2246 leg=naive; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,33.241110784167,33.241110784167,W1,PIT,6,14,6.097896367920395,12.093071615767567,22.11074659178346,44.37147497655054,54.38914995256643,60.3843252004136,16.501902644403145,,,,,,LSEG,2023-08-02,2023-08-03,ew,a=+31.8 m=0.747 rev=2246 leg=naive; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-08-03,0,1836.2705690132111,1836.2705690132111,W1,PIT,6,14,-565.9421341398172,-35.36068136291487,851.2176624694835,2821.323475556939,3707.901819389337,4238.483272166239,1460.441624587122,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,a=+13.8 m=0.710 rev=3463 leg=guide_cushion; sigma relative n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,53.02725876899898,53.02725876899898,W1,PIT,6,14,18.05318762774737,25.777979629426294,38.68576836469886,67.36874917329911,80.27653790857167,88.0013299102506,21.262725490092162,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,a=+13.8 m=0.710 rev=3463 leg=guide_cushion; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q4,2023-08-03,1,729.4890906271719,729.4890906271719,W1,PIT,6,14,-681.0159524760883,-369.47492451608395,151.09647344561918,1307.8817078087247,1828.4531057704278,2139.994133730432,857.5261774006314,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,a=+22.9 m=0.690 rev=2246 leg=naive; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,32.48646324234448,32.48646324234448,W1,PIT,6,14,5.5789448919149685,11.522061485317888,21.452748732309765,43.52017775237919,53.45086499937106,59.39398159277398,16.358609610934916,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,a=+22.9 m=0.690 rev=2246 leg=naive; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q3,2023-08-03,0,1850.7616738741385,1850.7616738741385,W1,PIT,6,14,-582.1039808669123,-44.75215027786812,853.1391980261217,2848.3841497221556,3746.2754980261457,4283.627328615189,1479.0772959233213,,,,,,LSEG,2023-08-02,2023-08-03,ew_usd,a=+29.2 m=0.706 rev=3463 leg=guide_cushion; sigma relative n=8 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,53.44572845439074,53.44572845439074,W1,PIT,6,14,18.26006202586241,26.03158949554409,39.0174711486962,67.87398576008528,80.8598674132374,88.63139488291907,21.391366290592376,,,,,,LSEG,2023-08-02,2023-08-03,ew_usd,a=+29.2 m=0.706 rev=3463 leg=guide_cushion; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q4,2023-08-03,1,746.4348303009996,746.4348303009996,W1,PIT,6,14,-699.9910275913486,-380.5160984948177,153.31250039793522,1339.5571602040638,1873.385759096817,2192.8606881933474,879.3644821594947,,,,,,LSEG,2023-08-02,2023-08-03,ew_usd,a=+31.8 m=0.747 rev=2246 leg=naive; sigma relative n=7 (PIT); street_src=street_pit,1.0
