method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q1,2023-02-14,0,260.8872830051463,260.8872830051463,W1,PIT,5,12,133.36815503940457,161.53355608157736,208.5967062890621,313.1778597212305,360.24100992871524,388.406410970888,77.5261250462038,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4,disp=0.1891 ref=0.1914 ratio=0.988 b_pt=+4.806; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,36.485871000329894,36.485871000329894,W1,PIT,5,12,16.607751610362627,20.99827100548451,28.334636408984416,44.63710559167537,51.973470995175276,56.36399039029716,12.08503848868841,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_usd,disp=0.0602 ref=0.1859 ratio=0.500 b_pt=+5.741; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q1,2023-02-14,0,345.1907509918968,345.1907509918968,W1,PIT,5,12,163.16124441407865,203.36646018100603,270.5476128984846,419.83388908530895,487.01504180278755,527.2202575697148,110.66608213351286,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,disp=0.1891 ref=0.2016 ratio=0.938 b_pt=+5.772; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,18.82657816919278,18.82657816919278,W1,PIT,5,12,-15.437771951270499,-7.869737429802186,4.776116429192495,32.87703990919306,45.52289376818774,53.090928289656055,20.8312457467525,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,disp=0.1891 ref=0.2016 ratio=0.938 b_pt=+5.772; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q2,2023-02-14,1,865.3812458333333,865.3812458333333,W1,PIT,5,12,145.30859795464198,304.35246243629973,570.1077865828108,1160.6547050838558,1426.410029230367,1585.4538937120246,437.773085750648,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,disp=0.0602 ref=0.2072 ratio=0.500 b_pt=+6.811; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,37.0207270548001,37.0207270548001,W1,PIT,5,12,17.155223691033857,21.54295655959162,28.874665799380303,45.16678831021989,52.49849755000858,56.88623041856634,12.077368489367917,,,,,,LSEG,2023-02-13,2023-02-14,ew_usd,disp=0.0602 ref=0.2072 ratio=0.500 b_pt=+6.811; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q1,2023-02-14,0,256.09063880977845,256.09063880977845,W1,PIT,5,12,137.48199793556785,163.67932213768017,207.4539022372887,304.72737538226824,348.50195548187673,374.6992796839891,72.10893354324585,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,disp=0.1891 ref=0.1914 ratio=0.988 b_pt=+3.112; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,16.486371164355685,16.486371164355685,W1,PIT,5,12,-17.517962686510952,-10.007358470813287,2.5425318653152083,30.43021046339616,42.98010079952466,50.49070501522232,20.673167079243008,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,disp=0.1891 ref=0.1914 ratio=0.988 b_pt=+3.112; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q2,2023-02-14,1,853.2255724209108,853.2255724209108,W1,PIT,5,12,175.1661122918274,324.9304412174883,575.180068318406,1131.2710765234156,1381.5207036243332,1531.2850325499942,412.23088122788204,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,disp=0.0602 ref=0.1859 ratio=0.500 b_pt=+3.632; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,35.43133711638896,35.43133711638896,W1,PIT,5,12,15.778589475627083,20.11933056845654,27.372518611394298,43.49015562138362,50.74334366432138,55.08408475715083,11.948022194039085,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_med,disp=0.0602 ref=0.1859 ratio=0.500 b_pt=+3.632; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q1,2023-02-14,0,277.80511097989546,277.80511097989546,W1,PIT,5,12,132.02377672267812,164.22278725010776,218.0259220507015,337.5842999090894,391.38743470968313,423.5864452371128,88.62875812688851,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,disp=0.1891 ref=0.1914 ratio=0.988 b_pt=+9.657; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,22.95238417895507,22.95238417895507,W1,PIT,5,12,-15.931895454026133,-7.343447998573556,7.007471132307515,38.89729722560263,53.248216356483695,61.836663811936276,23.639963456838583,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,disp=0.1891 ref=0.1914 ratio=0.988 b_pt=+9.657; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q2,2023-02-14,1,921.8914205830152,921.8914205830152,W1,PIT,5,12,103.56830163357363,284.3129412415598,586.3293091367477,1257.4535320292828,1559.4698999244708,1740.214539532457,497.50513087666036,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,disp=0.0602 ref=0.1859 ratio=0.500 b_pt=+8.478; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,37.85441275083706,37.85441275083706,W1,PIT,5,12,13.465498627919295,18.85232614323632,27.853478731675352,47.85534676999876,56.856499358437794,62.24332687375482,14.827406963937285,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4_from21,disp=0.0602 ref=0.1859 ratio=0.500 b_pt=+8.478; sigma additive n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q2,2023-05-09,0,899.324043730729,899.324043730729,W1,PIT,5,13,447.8216528877839,547.5458755393673,714.1806791038069,1084.467408357651,1251.1022119220909,1350.826434573674,274.49396313746627,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,disp=0.0540 ref=0.1603 ratio=0.500 b_pt=+3.860; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,36.58750988171909,36.58750988171909,W1,PIT,5,13,2.567412259917802,10.081498250760848,22.63720648049612,50.53781328294207,63.09352151267734,70.60760750352038,20.682750771479423,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,disp=0.0540 ref=0.1603 ratio=0.500 b_pt=+3.860; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-05-09,1,1860.72266551353,1860.72266551353,W1,PIT,5,13,356.602742063792,688.8206730934434,1243.9422694895777,2477.5030615374826,3032.624657933617,3364.842588963268,914.4399834758755,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,disp=0.0362 ref=0.1542 ratio=0.500 b_pt=+4.771; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,53.54576688098178,53.54576688098178,W1,PIT,5,13,32.451586876962025,37.11069997588952,44.89587368174806,62.195660080215504,69.98083378607404,74.63994688500154,12.824350847020437,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4,disp=0.0362 ref=0.1542 ratio=0.500 b_pt=+4.771; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q2,2023-05-09,0,909.773746928651,909.773746928651,W1,PIT,5,13,449.6874374268443,551.3076071053332,721.110455022455,1098.4370388348468,1268.2398867519687,1369.8600564304577,279.7126151306961,,,,,,LSEG,2023-05-08,2023-05-09,ew,disp=0.0540 ref=0.1805 ratio=0.500 b_pt=+5.090; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,37.202609521575425,37.202609521575425,W1,PIT,5,13,2.9755755528074914,10.535367982327589,23.167449667057753,51.2377693760931,63.869851060823265,71.42964349034335,20.80855913738866,,,,,,LSEG,2023-05-08,2023-05-09,ew,disp=0.0540 ref=0.1805 ratio=0.500 b_pt=+5.090; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-05-09,1,1895.7172602071767,1895.7172602071767,W1,PIT,5,13,361.6436034306015,700.4774745573911,1266.6540167747876,2524.7805036395657,3090.9570458569624,3429.7909169837517,932.6505602931894,,,,,,LSEG,2023-05-08,2023-05-09,ew,disp=0.0362 ref=0.1858 ratio=0.500 b_pt=+6.137; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,54.22876263964927,54.22876263964927,W1,PIT,5,13,32.98462424382719,37.67685894821207,45.517377404547275,62.94014787475126,70.78066633108646,75.47290103547135,12.915519075819164,,,,,,LSEG,2023-05-08,2023-05-09,ew,disp=0.0362 ref=0.1858 ratio=0.500 b_pt=+6.137; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q2,2023-05-09,0,883.7204596255118,883.7204596255118,W1,PIT,5,13,358.98377373743085,474.8833994276956,668.5465922466041,1098.8943270044197,1292.557519823328,1408.4571455135929,319.01725314039885,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,disp=0.0540 ref=0.1603 ratio=0.500 b_pt=+3.860; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,36.58750988171909,36.58750988171909,W1,PIT,5,13,2.567412259917802,10.081498250760848,22.63720648049612,50.53781328294207,63.09352151267734,70.60760750352038,20.682750771479423,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,disp=0.0540 ref=0.1603 ratio=0.500 b_pt=+3.860; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-05-09,1,1731.3522620783313,1731.3522620783313,W1,PIT,5,13,105.25950538990098,464.41781641760844,1064.555606568512,2398.14891758815,2998.2867077390542,3357.4450187667617,988.5942007509734,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,disp=0.0362 ref=0.1542 ratio=0.500 b_pt=+4.771; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,53.54576688098178,53.54576688098178,W1,PIT,5,13,32.451586876962025,37.11069997588952,44.89587368174806,62.195660080215504,69.98083378607404,74.63994688500154,12.824350847020437,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_usd,disp=0.0362 ref=0.1542 ratio=0.500 b_pt=+4.771; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q2,2023-05-09,0,895.2433657142858,895.2433657142858,W1,PIT,5,13,353.7330649403029,473.33751199913365,673.1912988841322,1117.2954325444393,1317.1492194294378,1436.7536664882687,329.2148869061399,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,disp=0.0540 ref=0.1805 ratio=0.500 b_pt=+5.090; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,37.202609521575425,37.202609521575425,W1,PIT,5,13,2.9755755528074914,10.535367982327589,23.167449667057753,51.2377693760931,63.869851060823265,71.42964349034335,20.80855913738866,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,disp=0.0540 ref=0.1805 ratio=0.500 b_pt=+5.090; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-05-09,1,1745.089129285714,1745.089129285714,W1,PIT,5,13,102.06132501754978,464.9601133709777,1071.348077129013,2418.830181442415,3025.2181452004506,3388.1169335538784,998.8899786258235,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,disp=0.0362 ref=0.1858 ratio=0.500 b_pt=+6.137; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,54.22876263964927,54.22876263964927,W1,PIT,5,13,32.98462424382719,37.67685894821207,45.517377404547275,62.94014787475126,70.78066633108646,75.47290103547135,12.915519075819164,,,,,,LSEG,2023-05-08,2023-05-09,ew_usd,disp=0.0362 ref=0.1858 ratio=0.500 b_pt=+6.137; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q2,2023-05-09,0,878.8638938537256,878.8638938537256,W1,PIT,5,13,456.59898155459706,549.8654647141902,705.7096687321413,1052.0181189753098,1207.862322993261,1301.1288061528542,256.71883830887924,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,disp=0.0540 ref=0.1603 ratio=0.500 b_pt=+2.924; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,36.11964723069083,36.11964723069083,W1,PIT,5,13,2.521604885613499,9.942470695919475,22.34241209128887,49.89688237009279,62.296823765462186,69.71768957576816,20.426159382550683,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,disp=0.0540 ref=0.1603 ratio=0.500 b_pt=+2.924; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-05-09,1,1804.1636901102527,1804.1636901102527,W1,PIT,5,13,408.85551820709225,717.0399832830401,1232.0027118366036,2376.3246683839016,2891.2873969374655,3199.471862013413,848.2871357308476,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,disp=0.0362 ref=0.1542 ratio=0.500 b_pt=+3.837; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,53.078722832050246,53.078722832050246,W1,PIT,5,13,31.897157124345846,36.575571275820465,44.39299619421554,61.76444946988495,69.58187438828003,74.26028853975464,12.877477582586938,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_med,disp=0.0362 ref=0.1542 ratio=0.500 b_pt=+3.837; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q2,2023-05-09,0,924.4626372187856,924.4626372187856,W1,PIT,5,13,453.76979315201004,557.7326490177059,731.4500228367466,1117.4752516008248,1291.1926254198654,1395.155481285561,286.16093028237725,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,disp=0.0540 ref=0.1603 ratio=0.500 b_pt=+7.973; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,38.6437798657322,38.6437798657322,W1,PIT,5,13,1.4235311162672488,9.644440791870927,23.381220407605234,53.906339323859164,67.64311893959348,75.86402861519716,22.628304512692697,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,disp=0.0540 ref=0.1603 ratio=0.500 b_pt=+7.973; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-05-09,1,1933.82884676488,1933.82884676488,W1,PIT,5,13,259.6465210976355,629.4264699756067,1247.3125512603015,2620.3451422694584,3238.231223554153,3608.011172432124,1017.8305827553357,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,disp=0.0362 ref=0.1542 ratio=0.500 b_pt=+7.125; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,54.72301228854147,54.72301228854147,W1,PIT,5,13,30.475549251385164,35.83113418669182,44.780081793788824,64.66594278329411,73.61489039039111,78.97047532569778,14.74141080996727,,,,,,LSEG,2023-05-08,2023-05-09,rw_hl4_from21,disp=0.0362 ref=0.1542 ratio=0.500 b_pt=+7.125; sigma additive n=8 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-08-03,0,1739.3975799863358,1739.3975799863358,W1,PIT,5,14,832.497600398944,1032.8063857372456,1367.5135833425552,2111.2815766301164,2445.9887742354263,2646.2975595737275,551.3560384507989,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,disp=0.0491 ref=0.1367 ratio=0.500 b_pt=+2.743; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,52.622523912429514,52.622523912429514,W1,PIT,5,14,19.09055981922171,26.496830795844613,38.872384864051455,66.37266296080757,78.74821702901441,86.15448800563732,20.385986657885816,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,disp=0.0491 ref=0.1367 ratio=0.500 b_pt=+2.743; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-08-03,1,684.271057402749,684.271057402749,W1,PIT,5,14,125.71442507128351,249.08392896726056,455.2289607452756,913.3131540602225,1119.4581858382373,1242.8276897342146,339.57832063554457,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,disp=0.0997 ref=0.1432 ratio=0.696 b_pt=+3.627; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,31.45500171804172,31.45500171804172,W1,PIT,5,14,10.088270463581683,14.807582494196176,22.693345975434575,40.21665746064887,48.10242094188727,52.82173297250176,12.990050241771707,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4,disp=0.0997 ref=0.1432 ratio=0.696 b_pt=+3.627; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-08-03,0,1768.5759673216546,1768.5759673216546,W1,PIT,5,14,836.8015372352139,1042.6043914648712,1386.4919372958989,2150.6599973474104,2494.547543178438,2700.3503974080954,566.4786305717467,,,,,,LSEG,2023-08-02,2023-08-03,ew,disp=0.0491 ref=0.1641 ratio=0.500 b_pt=+4.243; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,53.372778781455004,53.372778781455004,W1,PIT,5,14,19.58014548906474,27.043990985302365,39.515749551385674,67.22980801152434,79.70156657760765,87.16541207384526,20.544462278397763,,,,,,LSEG,2023-08-02,2023-08-03,ew,disp=0.0491 ref=0.1641 ratio=0.500 b_pt=+4.243; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-08-03,1,688.9020754399139,688.9020754399139,W1,PIT,5,14,123.56734881640568,248.43394375340938,457.0805490198551,920.7236018599727,1129.3702071264183,1254.2368020634221,343.69910936773414,,,,,,LSEG,2023-08-02,2023-08-03,ew,disp=0.0997 ref=0.1763 ratio=0.566 b_pt=+5.289; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,31.921448438985106,31.921448438985106,W1,PIT,5,14,10.324704960821766,15.094820244474079,23.065473734030398,40.777423143939814,48.74807663349613,53.51819191714844,13.129887744595345,,,,,,LSEG,2023-08-02,2023-08-03,ew,disp=0.0997 ref=0.1763 ratio=0.566 b_pt=+5.289; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-08-03,0,1684.7249749995096,1684.7249749995096,W1,PIT,5,14,716.7301578566451,930.5330803397567,1287.7883894530714,2081.661560545948,2438.9168696592624,2652.7197921423744,588.4990623371882,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,disp=0.0491 ref=0.1367 ratio=0.500 b_pt=+2.743; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,52.622523912429514,52.622523912429514,W1,PIT,5,14,19.09055981922171,26.496830795844613,38.872384864051455,66.37266296080757,78.74821702901441,86.15448800563732,20.385986657885816,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,disp=0.0491 ref=0.1367 ratio=0.500 b_pt=+2.743; sigma additive n=10 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-08-03,1,675.2498248341316,675.2498248341316,W1,PIT,5,14,63.585331469397495,198.68487326914567,424.43028407169743,926.0693655965657,1151.8147763991176,1286.9143181988657,371.865607578941,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,disp=0.0997 ref=0.1432 ratio=0.696 b_pt=+3.627; sigma relative n=7 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,31.45500171804172,31.45500171804172,W1,PIT,5,14,10.088270463581683,14.807582494196176,22.693345975434575,40.21665746064887,48.10242094188727,52.82173297250176,12.990050241771707,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_usd,disp=0.0997 ref=0.1432 ratio=0.696 b_pt=+3.627; sigma additive n=9 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q3,2023-08-03,0,1699.3821606249999,1699.3821606249999,W1,PIT,5,14,704.0707483109676,923.9071409908744,1291.2441142608252,2107.5202069891748,2474.8571802591255,2694.693572939032,605.1063729960676,,,,,,LSEG,2023-08-02,2023-08-03,ew_usd,disp=0.0491 ref=0.1641 ratio=0.500 b_pt=+4.243; sigma relative n=7 (PIT); street_src=street_pit,1.0
