market,date_a,date_b,segment,weight,n_matched,share_unchanged,excess_share_12_20,baseline_share_12_20,mean_jump_pp,theta,share_gt_10,share_lt_m10
barcelona,2026-03-21,2026-04-20,all,nights,6697,0.08929371360310587,0.011289735331186108,0.14253045791905897,13.918010419250852,1.0085514796558586,0.5012692250261311,0.18142451844109303
barcelona,2026-03-21,2026-04-20,entire,count,5819,0.08695652173913043,0.008847817538340543,0.1433346441211168,13.544444444444489,0.9814814814814846,0.48049493040041247,0.19092627599243855
barcelona,2026-03-21,2026-04-20,entire,nights,5819,0.08695652173913043,0.013430895283174312,0.1413865879780111,14.050041264247362,1.0181189321918378,0.48049493040041247,0.19092627599243855
barcelona,2026-04-20,2026-05-24,all,count,6393,0.09432191459408729,0.011093218822687422,0.12560386473429952,13.225806451612948,0.9583917718560107,0.37494134209291413,0.2735804786485218
barcelona,2026-04-20,2026-05-24,all,nights,6393,0.09432191459408729,0.00963064276490273,0.13501937042642712,13.754033478956748,0.9966690926780252,0.37494134209291413,0.2735804786485218
barcelona,2026-04-20,2026-05-24,entire,count,5721,0.09299073588533473,0.010671936758893281,0.12628458498023715,13.129629629629674,0.9514224369296864,0.3765076035658102,0.26219192448872575
barcelona,2026-04-20,2026-05-24,entire,nights,5721,0.09299073588533473,0.00764007823354701,0.13552093666730428,13.577614315658767,0.9838850953375917,0.3765076035658102,0.26219192448872575
barcelona,2026-05-24,2026-06-24,all,count,7175,0.09282229965156795,0.005542207272144804,0.09774147044690051,12.748554913294843,0.9238083270503509,0.19554006968641116,0.4255052264808362
barcelona,2026-05-24,2026-06-24,all,nights,7175,0.09282229965156795,0.005371619466457322,0.09889195702183669,12.031749878817301,0.8718659332476304,0.19554006968641116,0.4255052264808362
barcelona,2026-05-24,2026-06-24,entire,count,6015,0.0889443059019119,0.005060422960725078,0.09992447129909364,12.388059701492583,0.8976854856154045,0.199833748960931,0.4146300914380715
barcelona,2026-05-24,2026-06-24,entire,nights,6015,0.0889443059019119,0.005262933321196383,0.09981851463616877,12.243047860984289,0.8871773812307455,0.199833748960931,0.4146300914380715
barcelona,2026-06-24,2026-07-16,all,count,7576,0.0777455121436114,0.002602879162425475,0.11215646357423296,12.589385474860379,0.9122743097724911,0.28788278775079196,0.2994984160506864
barcelona,2026-06-24,2026-07-16,all,nights,7576,0.0777455121436114,0.002053384627799948,0.11873761651765334,13.520178320037585,0.9797230666693901,0.28788278775079196,0.2994984160506864
barcelona,2026-06-24,2026-07-16,entire,count,6169,0.07197276706111201,0.0008631541089732083,0.11587843912965294,11.750000000000048,0.8514492753623223,0.28335224509645,0.30410115091586964
barcelona,2026-06-24,2026-07-16,entire,nights,6169,0.07197276706111201,0.0019431986043620376,0.1201620223382283,13.500000000000046,0.9782608695652206,0.28335224509645,0.30410115091586964
barcelona,2026-07-16,2026-08-23,all,count,7227,0.06876989068769891,0.00328835117108733,0.10274546300604932,13.660377358490614,0.9898824172819284,0.2494811124948111,0.35325861353258614
barcelona,2026-07-16,2026-08-23,all,nights,7227,0.06876989068769891,0.008240629198013983,0.09699155709555868,13.320322605782014,0.9652407685349285,0.2494811124948111,0.35325861353258614
barcelona,2026-07-16,2026-08-23,entire,count,5902,0.06065740426973907,0.0021167048054919926,0.10692219679633866,14.10360360360365,1.0220002611306993,0.25465943747882075,0.35191460521857
barcelona,2026-07-16,2026-08-23,entire,nights,5902,0.06065740426973907,0.005751748929952285,0.10011767292100396,12.949040767386135,0.9383362874917489,0.25465943747882075,0.35191460521857
barossa-valley,2026-06-29,2026-07-24,all,count,308,0.29545454545454547,0.008580858085808581,0.10099009900990098,11.500000000000043,0.8333333333333364,0.17207792207792208,0.06168831168831169
barossa-valley,2026-06-29,2026-07-24,all,nights,308,0.29545454545454547,0.04295756967110219,0.07208134571930706,12.69053185271775,0.9196037574433152,0.17207792207792208,0.06168831168831169
barossa-valley,2026-06-29,2026-07-24,entire,count,278,0.30935251798561153,0.0043956043956043965,0.0956043956043956,11.583333333333378,0.8393719806763317,0.15827338129496402,0.06474820143884892
barossa-valley,2026-06-29,2026-07-24,entire,nights,278,0.30935251798561153,0.038275003276969456,0.07479355092410539,12.85547945205484,0.9315564820329594,0.15827338129496402,0.06474820143884892
barossa-valley,2026-07-24,2026-08-30,all,count,302,0.3543046357615894,0.007070707070707071,0.08787878787878788,11.500000000000043,0.8333333333333364,0.10264900662251655,0.1490066225165563
barossa-valley,2026-07-24,2026-08-30,all,nights,302,0.3543046357615894,0.0,0.10421797222949959,,,0.10264900662251655,0.1490066225165563
barossa-valley,2026-07-24,2026-08-30,entire,count,274,0.33211678832116787,0.008178438661710037,0.09368029739776951,11.500000000000044,0.8333333333333365,0.11313868613138686,0.13503649635036497
barossa-valley,2026-07-24,2026-08-30,entire,nights,274,0.33211678832116787,0.0,0.10767967145790554,,,0.11313868613138686,0.13503649635036497
barwon-south-west-vic,2026-06-29,2026-07-24,all,count,5704,0.2952314165497896,0.0,0.08833273957962239,,,0.11167601683029453,0.12324684431977559
barwon-south-west-vic,2026-06-29,2026-07-24,all,nights,5704,0.2952314165497896,0.0,0.09462971596017448,,,0.11167601683029453,0.12324684431977559
barwon-south-west-vic,2026-06-29,2026-07-24,entire,count,5217,0.2925052712286755,0.0,0.08903602726387537,,,0.10849147019359785,0.1282346175963197
barwon-south-west-vic,2026-06-29,2026-07-24,entire,nights,5217,0.2925052712286755,0.0,0.09573290371357082,,,0.10849147019359785,0.1282346175963197
barwon-south-west-vic,2026-07-24,2026-08-31,all,count,5608,0.2660485021398003,0.0,0.10970027247956403,,,0.1572753209700428,0.1144793152639087
barwon-south-west-vic,2026-07-24,2026-08-31,all,nights,5608,0.2660485021398003,0.0003519833669497233,0.13175816539263377,15.500000000000046,1.1231884057971047,0.1572753209700428,0.1144793152639087
barwon-south-west-vic,2026-07-24,2026-08-31,entire,count,5133,0.25813364504188585,0.0001190240031739737,0.11140646697083913,11.500000000000043,0.8333333333333364,0.16267290083771674,0.11221507890122735
barwon-south-west-vic,2026-07-24,2026-08-31,entire,nights,5133,0.25813364504188585,0.0,0.1324782636638236,,,0.16267290083771674,0.11221507890122735
belize,2026-06-29,2026-07-24,all,count,3397,0.34442154842508094,0.014550898203592812,0.06359281437125748,13.072016460905395,0.9472475696308256,0.1177509567265234,0.10803650279658522
belize,2026-06-29,2026-07-24,all,nights,3397,0.34442154842508094,0.0045825902335456465,0.07033375796178346,12.626019273535997,0.9149289328649272,0.1177509567265234,0.10803650279658522
belize,2026-06-29,2026-07-24,entire,count,2434,0.30156121610517667,0.017358490566037738,0.06867924528301886,13.644927536231927,0.9887628649443424,0.11010682004930156,0.1351684470008217
belize,2026-06-29,2026-07-24,entire,nights,2434,0.30156121610517667,0.002023203021204925,0.07952003849734808,13.500000000000046,0.9782608695652206,0.11010682004930156,0.1351684470008217
belize,2026-07-24,2026-08-31,all,count,3331,0.25758030621435,0.009389383246394599,0.10659711567965635,15.94444444444449,1.1553945249597457,0.14980486340438307,0.11347943560492345
belize,2026-07-24,2026-08-31,all,nights,3331,0.25758030621435,0.011833514449539255,0.10996050783217154,13.812453337315258,1.0009024157474824,0.14980486340438307,0.11347943560492345
belize,2026-07-24,2026-08-31,entire,count,2396,0.2132721202003339,0.01229855810008482,0.12366412213740456,15.410344827586254,1.1166916541729168,0.16736227045075125,0.10934891485809682
belize,2026-07-24,2026-08-31,entire,nights,2396,0.2132721202003339,0.017096021266019754,0.11751096799291132,13.854212755198834,1.0039284605216545,0.16736227045075125,0.10934891485809682
bogota,2026-06-21,2026-07-23,all,count,14511,0.22203845358693405,0.0005165733964700809,0.09647008179078778,11.722222222222268,0.849436392914657,0.18523878437047755,0.10915856936117428
bogota,2026-06-21,2026-07-23,all,nights,14511,0.22203845358693405,0.0020447198398694144,0.11815831589314293,13.690656706433316,0.9920765729299503,0.18523878437047755,0.10915856936117428
bogota,2026-06-21,2026-07-23,entire,count,10917,0.18081890629293762,0.00033560264646658356,0.10657781187074504,11.500000000000043,0.8333333333333364,0.20271136759182926,0.1166071264999542
bogota,2026-06-21,2026-07-23,entire,nights,10917,0.18081890629293762,0.0023614962945099393,0.12039178948735309,14.324823252160298,1.0380306704463984,0.20271136759182926,0.1166071264999542
bogota,2026-07-23,2026-08-18,all,count,14621,0.23644073592777512,0.0014479381077436282,0.10463482149194407,11.901960784313768,0.8624609263995484,0.16886669858422818,0.11346693112646195
bogota,2026-07-23,2026-08-18,all,nights,14621,0.23644073592777512,0.002742100220543042,0.1156359593622329,12.580346106304125,0.9116192830655162,0.16886669858422818,0.11346693112646195
bogota,2026-07-23,2026-08-18,entire,count,10967,0.20908179082702655,0.001006934549254298,0.10379025363351384,12.500000000000044,0.9057971014492785,0.16622595057900977,0.1264703200510623
bogota,2026-07-23,2026-08-18,entire,nights,10967,0.20908179082702655,0.00344079828098165,0.11354239815684201,13.00659277661002,0.9425067229427551,0.16622595057900977,0.1264703200510623
brisbane,2026-06-15,2026-07-14,all,count,5026,0.14922403501790688,0.0038910505836575876,0.12901904566864633,12.763157894736887,0.9248665141113686,0.2843215280541186,0.10565061679267808
brisbane,2026-06-15,2026-07-14,all,nights,5026,0.14922403501790688,0.007030005853184462,0.14429181989861842,12.86194545683051,0.93202503310366,0.2843215280541186,0.10565061679267808
brisbane,2026-06-15,2026-07-14,entire,count,3886,0.1242923314462172,0.004948124501197125,0.1379090183559457,13.607526881720474,0.9860526725884401,0.3147195059186825,0.12300566134843026
brisbane,2026-06-15,2026-07-14,entire,nights,3886,0.1242923314462172,0.008671683168316834,0.15070574257425742,13.16934599926932,0.9543004347296608,0.3147195059186825,0.12300566134843026
brisbane,2026-07-14,2026-08-13,all,count,5054,0.16917293233082706,0.004891969017529555,0.10915205870362821,11.770833333333378,0.8529589371980709,0.1887613771270281,0.18579343094578551
brisbane,2026-07-14,2026-08-13,all,nights,5054,0.16917293233082706,0.0050978470140396834,0.11491419704788614,11.785190773873724,0.8539993314401249,0.1887613771270281,0.18579343094578551
brisbane,2026-07-14,2026-08-13,entire,count,3897,0.1367718758018989,0.005521635253517387,0.11730820281391029,11.92788461538466,0.8643394648829463,0.20913523222992045,0.20785219399538107
brisbane,2026-07-14,2026-08-13,entire,nights,3897,0.1367718758018989,0.005153493212241614,0.12225769831133818,11.8125286828821,0.8559803393392825,0.20913523222992045,0.20785219399538107
buenos-aires,2026-06-29,2026-07-24,all,count,24286,0.13192785967223916,0.0043474561851284685,0.10218223583460949,11.89236790606658,0.8617657902946796,0.19896236514864532,0.09552828790249526
buenos-aires,2026-06-29,2026-07-24,all,nights,24286,0.13192785967223916,0.006915546303085101,0.12021826399317063,11.80667514204104,0.8555561697131188,0.19896236514864532,0.09552828790249526
buenos-aires,2026-06-29,2026-07-24,entire,count,21902,0.12738562688338964,0.004404829277494811,0.1039049235993209,11.88758029978591,0.8614188623033268,0.2004839740662953,0.09880376221349649
buenos-aires,2026-06-29,2026-07-24,entire,nights,21902,0.12738562688338964,0.006468145117194618,0.12206022400029162,11.848584913967743,0.8585931097078073,0.2004839740662953,0.09880376221349649
buenos-aires,2026-07-24,2026-08-30,all,count,23669,0.06290929063331784,0.00678442745408208,0.11816504086475087,12.012953367875692,0.870503867237369,0.19299505682538343,0.1370569098821243
buenos-aires,2026-07-24,2026-08-30,all,nights,23669,0.06290929063331784,0.006946820002390707,0.13764767707615502,11.917532313060072,0.8635892980478311,0.19299505682538343,0.1370569098821243
buenos-aires,2026-07-24,2026-08-30,entire,count,21336,0.06177352830896138,0.005957778752864319,0.11996489688459851,11.97135842880528,0.8674897412177739,0.19633483314585676,0.1379827521559805
buenos-aires,2026-07-24,2026-08-30,entire,nights,21336,0.06177352830896138,0.007718019085347231,0.13722967438287317,11.921225022111004,0.8638568856602176,0.19633483314585676,0.1379827521559805
chicago,2026-04-24,2026-05-26,all,count,4724,0.1691363251481795,0.004227082821332023,0.1247480953551241,13.732558139534929,0.9951129086619512,0.40325994919559693,0.14690939881456394
chicago,2026-04-24,2026-05-26,all,nights,4724,0.1691363251481795,0.00945874681430001,0.1342962786211709,13.211248198083652,0.9573368259480907,0.40325994919559693,0.14690939881456394
chicago,2026-04-24,2026-05-26,entire,count,3898,0.1539250897896357,0.0039085989176187615,0.13259170174383644,13.884615384615431,1.0061315496098138,0.42508978963571065,0.15161621344279116
chicago,2026-04-24,2026-05-26,entire,nights,3898,0.1539250897896357,0.007927295442679198,0.1390201946744238,13.671420170538124,0.9906826210534871,0.42508978963571065,0.15161621344279116
chicago,2026-05-26,2026-06-24,all,count,5021,0.1714797849034057,0.0012629161882893227,0.11882893226176808,17.50000000000005,1.268115942028989,0.35968930491933876,0.2017526389165505
chicago,2026-05-26,2026-06-24,all,nights,5021,0.1714797849034057,0.0012134311339539472,0.1264878571793257,17.50000000000005,1.268115942028989,0.35968930491933876,0.2017526389165505
chicago,2026-05-26,2026-06-24,entire,count,3988,0.1584754262788365,0.0015429403202328958,0.11973799126637555,17.50000000000005,1.268115942028989,0.36033099297893684,0.2108826479438315
chicago,2026-05-26,2026-06-24,entire,nights,3988,0.1584754262788365,0.0027379701992060234,0.12580421198796576,17.50000000000005,1.268115942028989,0.36033099297893684,0.2108826479438315
chicago,2026-06-24,2026-07-20,all,count,5071,0.10550187339775192,0.003644086742678293,0.10643863179074446,12.088957055214767,0.8760113808126642,0.26799447840662594,0.2299349240780911
chicago,2026-06-24,2026-07-20,all,nights,5071,0.10550187339775192,0.004321380370467075,0.11367039683444453,12.304654922985323,0.8916416610858929,0.26799447840662594,0.2299349240780911
chicago,2026-06-24,2026-07-20,entire,count,4046,0.09268413247652002,0.0023275378575434674,0.1107964105440269,12.259036144578358,0.8883359525056781,0.26025704399406824,0.2481463173504696
chicago,2026-06-24,2026-07-20,entire,nights,4046,0.09268413247652002,0.005399127418111795,0.11606936615841613,12.358856457417078,0.8955693085084838,0.26025704399406824,0.2481463173504696
chicago,2026-07-20,2026-08-27,all,count,5034,0.11760031783869686,0.001612903225806451,0.09435483870967742,12.500000000000044,0.9057971014492785,0.17401668653158522,0.3929280889948351
chicago,2026-07-20,2026-08-27,all,nights,5034,0.11760031783869686,0.003770868380501015,0.08498889629348155,12.119201944500753,0.8782030394565762,0.17401668653158522,0.3929280889948351
chicago,2026-07-20,2026-08-27,entire,count,4027,0.1065309163148746,0.002634730538922155,0.08946107784431138,12.500000000000044,0.9057971014492785,0.16439036503600696,0.4176806555748696
chicago,2026-07-20,2026-08-27,entire,nights,4027,0.1065309163148746,0.0040809968847352026,0.08271231206826493,12.223476048235467,0.8857591339301062,0.16439036503600696,0.4176806555748696
hong-kong,2026-06-27,2026-07-21,all,count,2925,0.15384615384615385,0.010591222343126585,0.09662676822633298,12.910958904109632,0.9355767321818573,0.29435897435897435,0.09401709401709402
hong-kong,2026-06-27,2026-07-21,all,nights,2925,0.15384615384615385,0.012970980575707934,0.12096448630938451,12.890392422192196,0.9340864074052315,0.29435897435897435,0.09401709401709402
hong-kong,2026-06-27,2026-07-21,entire,count,1241,0.15551974214343273,0.013974895397489542,0.0911297071129707,12.296407185628787,0.8910439989586076,0.2191780821917808,0.1200644641418211
hong-kong,2026-06-27,2026-07-21,entire,nights,1241,0.15551974214343273,0.028304366256888515,0.12250529885544721,14.050696420548197,1.0181664072861012,0.2191780821917808,0.1200644641418211
hong-kong,2026-07-21,2026-08-28,all,count,2683,0.15989563920983973,0.018606492478226443,0.10973871733966746,13.091489361702171,0.948658649398708,0.2814014163250093,0.1647409616101379
hong-kong,2026-07-21,2026-08-28,all,nights,2683,0.15989563920983973,0.022669697184932638,0.11818310959585199,12.754447345517885,0.9242353148926004,0.2814014163250093,0.1647409616101379
hong-kong,2026-07-21,2026-08-28,entire,count,1077,0.1522748375116063,0.010992217898832684,0.1129377431906615,12.110619469026592,0.8775811209439558,0.23584029712163418,0.1745589600742804
hong-kong,2026-07-21,2026-08-28,entire,nights,1077,0.1522748375116063,0.023670616833789123,0.11718322698268004,13.668806161745875,0.9904932001265127,0.23584029712163418,0.1745589600742804
london,2026-03-21,2026-04-19,all,count,44620,0.3337965038099507,0.0009058391787058113,0.09741255167928647,11.500000000000043,0.8333333333333364,0.1916629314208875,0.14278350515463917
london,2026-03-21,2026-04-19,all,nights,44620,0.3337965038099507,0.003117922880729398,0.12541154565119683,11.500000000000043,0.8333333333333364,0.1916629314208875,0.14278350515463917
london,2026-03-21,2026-04-19,entire,count,30472,0.29043055920189026,0.001911548079887635,0.10023294851152753,11.926523297491084,0.8642408186587741,0.21252297190863745,0.16782620110265162
london,2026-03-21,2026-04-19,entire,nights,30472,0.29043055920189026,0.0031282113496232025,0.122696952582129,11.500000000000044,0.8333333333333365,0.21252297190863745,0.16782620110265162
london,2026-04-19,2026-05-24,all,count,45661,0.33796894505157576,0.0023516160176543623,0.0936991402694129,12.16764418377326,0.8817133466502362,0.2289700181774381,0.1391997547140886
london,2026-04-19,2026-05-24,all,nights,45661,0.33796894505157576,0.004777898543670742,0.11715001742117005,13.099452016299049,0.9492356533550035,0.2289700181774381,0.1391997547140886
london,2026-04-19,2026-05-24,entire,count,31009,0.27775807023767296,0.0027723585583735496,0.10288530649964062,12.33950617283955,0.8941671139738805,0.2666000193492212,0.15556773839852947
london,2026-04-19,2026-05-24,entire,nights,31009,0.27775807023767296,0.006392458389902437,0.12155448549063595,13.869135504624088,1.0050098191756585,0.2666000193492212,0.15556773839852947
london,2026-05-24,2026-06-19,all,count,50416,0.24115360203110123,0.0006221755123489233,0.10506778770362585,11.500000000000043,0.8333333333333364,0.2924468422722945,0.17071961282132656
london,2026-05-24,2026-06-19,all,nights,50416,0.24115360203110123,0.0015342570885598754,0.13066195126341823,11.73127831478741,0.8500926315063341,0.2924468422722945,0.17071961282132656
london,2026-05-24,2026-06-19,entire,count,33421,0.19068848927321144,0.0008841053238516248,0.1117720545838939,13.898550724637726,1.0071413568578063,0.33185721552317404,0.17812154034888245
london,2026-05-24,2026-06-19,entire,nights,33421,0.19068848927321144,0.0023893955583448837,0.13583805356837855,13.229838123142827,0.9586839219668714,0.33185721552317404,0.17812154034888245
london,2026-06-19,2026-07-16,all,count,52274,0.2826070321766079,0.0003662633048686718,0.06845886114371282,11.500000000000043,0.8333333333333364,0.11963882618510158,0.3036499980870031
london,2026-06-19,2026-07-16,all,nights,52274,0.2826070321766079,0.0007615941811186924,0.08005918066784887,11.500000000000043,0.8333333333333364,0.11963882618510158,0.3036499980870031
london,2026-06-19,2026-07-16,entire,count,34645,0.2511184875162361,0.00014165614510516499,0.07133926646752686,11.500000000000043,0.8333333333333364,0.12550151537018328,0.3169865781498052
london,2026-06-19,2026-07-16,entire,nights,34645,0.2511184875162361,6.101032153847381e-05,0.08177682705967326,11.500000000000043,0.8333333333333364,0.12550151537018328,0.3169865781498052
london,2026-07-16,2026-08-18,all,count,51469,0.3208727583594008,0.0032160639947759373,0.08332585095094278,12.074873096446744,0.8749908040903438,0.1523052711340807,0.22769045444830868
london,2026-07-16,2026-08-18,all,nights,51469,0.3208727583594008,0.0031356207684065593,0.09602776204605731,12.153172617693926,0.8806646824415888,0.1523052711340807,0.22769045444830868
london,2026-07-16,2026-08-18,entire,count,33933,0.25806736804880204,0.002015474853363285,0.08878697117184574,11.865325077399424,0.8598061650289437,0.16485427165296318,0.26655468128370613
london,2026-07-16,2026-08-18,entire,nights,33933,0.25806736804880204,0.0024082036601117147,0.10076713615548487,11.609976008048955,0.8413026092789098,0.16485427165296318,0.26655468128370613
los-angeles,2026-03-16,2026-04-14,all,count,17632,0.2826111615245009,0.0023304591004427873,0.10696807271032394,11.500000000000043,0.8333333333333364,0.17473911070780399,0.16867059891107078
los-angeles,2026-03-16,2026-04-14,all,nights,17632,0.2826111615245009,0.0013679653783003208,0.1156235134865749,11.500000000000043,0.8333333333333364,0.17473911070780399,0.16867059891107078
los-angeles,2026-03-16,2026-04-14,entire,count,13339,0.24657020766174376,0.0025885978428351326,0.10657164869029276,11.627976190476234,0.8426069703243647,0.1789489466976535,0.1879451233225879
los-angeles,2026-03-16,2026-04-14,entire,nights,13339,0.24657020766174376,5.655012423671848e-05,0.11228034398674036,11.500000000000043,0.8333333333333364,0.1789489466976535,0.1879451233225879
los-angeles,2026-04-14,2026-05-23,all,count,17402,0.24583381220549363,0.002443710597418194,0.10921044731311917,11.760442260442304,0.8522059609016162,0.23106539478220894,0.16285484427077349
los-angeles,2026-04-14,2026-05-23,all,nights,17402,0.24583381220549363,0.0020799534090436373,0.1247999175253257,11.94130434782613,0.865311909262763,0.23106539478220894,0.16285484427077349
los-angeles,2026-04-14,2026-05-23,entire,count,13197,0.20436462832461924,0.00266222961730449,0.12037081055383884,12.178571428571471,0.8825051759834399,0.2645298173827385,0.1597332727134955
los-angeles,2026-04-14,2026-05-23,entire,nights,13197,0.20436462832461924,0.0008800391452130112,0.13214917122244327,11.863064702962149,0.8596423697798657,0.2645298173827385,0.1597332727134955
los-angeles,2026-05-23,2026-06-15,all,count,18323,0.24592042787753096,0.004426304897677627,0.13451368130604738,12.525974025974069,0.9076792772444976,0.34497625934617693,0.11379140970365115
los-angeles,2026-05-23,2026-06-15,all,nights,18323,0.24592042787753096,0.007160615984698973,0.1479928155433783,11.856647558014412,0.8591773592764066,0.34497625934617693,0.11379140970365115
los-angeles,2026-05-23,2026-06-15,entire,count,13949,0.2012330633020288,0.004524062547441933,0.14052679520267192,12.214765100671187,0.8851279058457381,0.3661911248118145,0.12904150835185318
los-angeles,2026-05-23,2026-06-15,entire,nights,13949,0.2012330633020288,0.006876340976039184,0.1519722774079073,11.660032766913861,0.844929910645932,0.3661911248118145,0.12904150835185318
los-angeles,2026-06-15,2026-07-12,all,count,18208,0.1531195079086116,0.0011532889017676056,0.07912489133584467,11.846733668341756,0.8584589614740401,0.14548550087873463,0.2789982425307557
los-angeles,2026-06-15,2026-07-12,all,nights,18208,0.1531195079086116,0.0031624528803277374,0.0867867287165632,12.401165250163489,0.8986351630553252,0.14548550087873463,0.2789982425307557
los-angeles,2026-06-15,2026-07-12,entire,count,13872,0.12867647058823528,0.0019565881993274243,0.08570773463772545,12.218750000000044,0.8854166666666698,0.1637831603229527,0.297722029988466
los-angeles,2026-06-15,2026-07-12,entire,nights,13872,0.12867647058823528,0.0038640439814645344,0.09037488195720446,12.586692937253757,0.9120791983517215,0.1637831603229527,0.297722029988466
los-angeles,2026-07-12,2026-08-10,all,count,17837,0.16746089589056457,0.0014072272411396794,0.10627171646977068,12.623456790123502,0.9147432456611233,0.18736334585412345,0.19111958288949935
