market,dump_date,snapshot,quarter,region,segment,n_listings_dump,scope_ratio,short_stay_only,scope_ok,level,n_listings,n_listings_min28,share_listings_min28,runs_le90,nights_le90,runs_le30,nights_le30,runs_over90,runs_over30,mean_run_cap30,mean_run_cap90,share_runs_at_cap90,share_runs_over30,share_runs_lt7,share_nights_lt7,share_runs_n7_27,share_nights_n7_27,share_runs_ge28,share_nights_ge28,w_nights,w_runs,w_mean_run_cap90,w_share_nights_lt7,w_share_runs_lt7,w_share_nights_n7_27,w_share_runs_n7_27,w_share_nights_ge28,w_share_runs_ge28,reg_min_market,n_regions,regions
(global 10-K weighted),,2025-12-15,,global,entire,,,,,global_fullscope,282557,,0.08123153650808335,1433290.0,12064950.0,,,,,6.010150204532107,8.2454026968126,0.10770155171648074,,0.6650172932749254,0.27895502270896183,0.2751336897790375,0.3766439675945093,0.05984901694603693,0.34440100969652876,,,5.347342259524747,0.43230211992513523,0.7827649598855174,0.39333503658163127,0.19581442783902764,0.17436284349323333,0.021420612275454765,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2025-12-15,,global,private,,,,,global_fullscope,55366,,0.07854546782763654,246248.0,1700226.0,,,,,4.990139871542576,7.036406211457088,0.13164477683413325,,0.7459720075394723,0.3083007590719991,0.20202337795523995,0.334528483555858,0.052004614505287636,0.3571707573721427,,,4.1278590633915835,0.48411264594335046,0.8521772584484982,0.3518762406328069,0.13246203886274102,0.1640111134238425,0.015360702688760629,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2026-03-15,,global,all,,,,,global_fullscope,136895,,0.0749285458237369,882885.0,6952251.0,,,,,5.795568669029429,7.720355439180432,0.06367426637565063,,0.6909458820448131,0.30880965451604003,0.2607385081712381,0.3829921734083582,0.04831560978394857,0.30819817207560163,,,5.653871335434197,0.42822286932585396,0.7751821524579184,0.3904331920658053,0.20213386591771065,0.1813439386083407,0.02268398162437086,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2026-03-15,,global,entire,,,,,global_fullscope,118765,,0.0732198445115137,776484.0,6202471.0,,,,,5.93789637858672,7.859082413502634,0.06126468256994281,,0.6792967974572681,0.30453359338903374,0.2721391121440184,0.3919031776555756,0.04856409039871322,0.30356322895539056,,,5.8471390188896,0.42088679508238025,0.7626081967266967,0.3995387838340763,0.2141012110910105,0.17957442108354318,0.023290592182292656,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2026-03-15,,global,private,,,,,global_fullscope,18130,,0.08050739204986147,106401.0,749780.0,,,,,4.82872383730764,6.853920062826719,0.08339367111598181,,0.7691583923943153,0.33863942776027917,0.18215696266278367,0.3086418159705885,0.048684644942900965,0.3527187562691322,,,4.547943676555457,0.48284285204979205,0.8462319749215862,0.3219335504167518,0.1343437966337822,0.19522359753345597,0.01942422844463143,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2026-06-15,,global,all,,,,,global_fullscope,408265,,0.0626751302987264,2233734.0,17137330.0,,,,,5.6916943532758495,7.500922345486772,0.08751134252410588,,0.6997033481307591,0.31381827027318754,0.2507660295102982,0.3806512066795007,0.049530622358942594,0.30553052304731165,,,5.211712740141998,0.45245754164992247,0.7962988376182165,0.38202967222025086,0.18334147265103345,0.16551278612982664,0.020359689730749836,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2026-06-15,,global,entire,,,,,global_fullscope,342308,,0.06359546912010167,1909782.0,14940666.0,,,,,5.842689369057611,7.649705938294682,0.08578921014466868,,0.6883864386301101,0.3115077177802921,0.26147807809871365,0.38780125492818396,0.050135483271176104,0.30069102729152375,,,5.409997480314758,0.4451411966707801,0.7838786042852006,0.3896507598173061,0.19484963430743543,0.16520804351191357,0.0212717614073639,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2026-06-15,,global,private,,,,,global_fullscope,65957,,0.06437070296886459,323952.0,2196664.0,,,,,4.858376400672895,6.834399651100651,0.10122705158726567,,0.7589390327086631,0.32095623026353515,0.19141851674903307,0.32806034848094723,0.04964245054230369,0.3509834212555175,,,4.385672003729728,0.48961865933421056,0.8483429564441498,0.3327249182470377,0.1339282500803031,0.17765642241875162,0.017728793475546872,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2026-08-20,,global,all,,,,,global_fullscope,423923,,0.06909973578582142,2378345.0,17717036.0,,,,,5.474849159126172,7.185713676185055,0.0857533553664821,,0.7201896949614688,0.3367733251104284,0.2335162961342518,0.36482770557606725,0.046294008904279246,0.2983989693135042,,,4.814809117212192,0.48711741768026107,0.822175095649037,0.3574760299196592,0.16023006196879536,0.15540655240007956,0.017594842382167422,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2026-08-20,,global,entire,,,,,global_fullscope,354132,,0.06961018804104904,2027247.0,15406121.0,,,,,5.61841065746029,7.340744964330085,0.08424379326153138,,0.7092295875957974,0.3344728358776199,0.2438498526056653,0.3709365267233844,0.04692055979853723,0.2945906373989955,,,4.99831147537544,0.4800137622457501,0.8107356603574725,0.3654155996310022,0.17104102775601046,0.15457063812324762,0.018223311886516838,False,4.0,"apac,emea,latam,na"
(global 10-K weighted),,2026-08-20,,global,private,,,,,global_fullscope,69791,,0.07163654186885203,351098.0,2310915.0,,,,,4.714702388740617,6.435672348368499,0.09731866065015238,,0.7765395787619178,0.3455630614896542,0.17868768789325418,0.32340768018739463,0.044772733344827925,0.33102925832295105,,,4.003940290647726,0.5251386682207636,0.8713000379107274,0.3113167080925898,0.11342229007158261,0.16354462368664646,0.015277672017689849,False,4.0,"apac,emea,latam,na"
bangkok,2025-09-26,2025-09-15,3Q25,apac,all,25417.0,0.9213063650862694,False,True,market,13900,2665.0,0.19172661870503596,49532.0,450452.0,45980.0,276685.0,6727.0,10279.0,6.01750761200522,9.09416135023823,0.11957197959437602,0.18270854441067208,0.6574335782928208,0.21614955644552583,0.24814261487523218,0.3254642004031506,0.09442380683194702,0.45838624315132354,1371872.0,300899.4827351498,4.559236817324524,0.3857454692511949,0.8409918114203959,0.3203849464170387,0.12647606551962978,0.2938695843317664,0.0325321230599742,False,,
bangkok,2025-09-26,2025-09-15,3Q25,apac,entire,25417.0,0.9213063650862694,False,True,market,10590,2426.0,0.2290840415486308,36779.0,368990.0,33762.0,221626.0,5444.0,8461.0,6.564362300811563,10.032627314500122,0.12893446699666058,0.20038841389763873,0.6166562440523125,0.19349033849155803,0.27415101008727805,0.3284072739098621,0.10919274586040947,0.4781023875985799,1154386.0,233192.2188812953,4.9503624329233356,0.3556896958726657,0.8217550399000257,0.3299913730402982,0.14036919411338838,0.3143189310870362,0.037875765986585784,False,,
bangkok,2025-09-26,2025-09-15,3Q25,apac,private,25417.0,0.9213063650862694,False,True,market,3310,239.0,0.07220543806646526,12753.0,81462.0,12218.0,55059.0,1283.0,1818.0,4.506384023571779,6.38767348859092,0.09140780849244799,0.12952408093473924,0.7750333254920411,0.3187866735410375,0.1731357327687603,0.3121332645896246,0.05183094173919862,0.36908006186933784,217486.0,67707.26385385446,3.2121516602626516,0.5452774115709157,0.9072456397338591,0.26939534522929315,0.07862640656760447,0.18532724319979113,0.014127953698536406,False,,
bangkok,2025-12-28,2025-12-15,4Q25,apac,all,27588.0,1.0,False,True,market,15036,2463.0,0.16380686352753393,48284.0,472230.0,44665.0,299454.0,6546.0,10165.0,6.704444195678943,9.780258470714937,0.11938719679007842,0.18539120919204816,0.6120246872670035,0.20967537005272854,0.28972330378593325,0.35545814539525233,0.09825200894706321,0.43486648455201915,1394267.0,213241.3797092143,6.538444845467077,0.3250845473077636,0.7390566095091868,0.37913795012759216,0.21296039437197975,0.29577750256464425,0.0479829961188334,False,,
bangkok,2025-12-28,2025-12-15,4Q25,apac,entire,27588.0,1.0,False,True,market,11384,2255.0,0.198085031623331,35326.0,381500.0,32234.0,233570.0,5343.0,8435.0,7.246075572376993,10.799411198550642,0.13137770783643563,0.20740613243502423,0.5720998697842948,0.18508519003931848,0.31345184849685787,0.3549410222804718,0.11444828171884731,0.4599737876802097,1164091.0,164568.1166401942,7.073611971540798,0.29715254617565395,0.7147890856529169,0.3836473870341897,0.22930843316414223,0.3192000667901564,0.05590248118294085,False,,
bangkok,2025-12-28,2025-12-15,4Q25,apac,private,27588.0,1.0,False,True,market,3652,208.0,0.056955093099671415,12958.0,90730.0,12431.0,65884.0,1203.0,1730.0,5.299975866784651,7.001852137675567,0.0849516277099075,0.12216651366428924,0.7208674178113906,0.3130717513501598,0.22503472758141688,0.35763253609610934,0.05409785460719247,0.32929571255373086,230176.0,48673.26306902008,4.729002854680275,0.4663477160563677,0.8211070093536391,0.35633194551356595,0.15768639412728713,0.17732033843006625,0.021206596519073657,False,,
bangkok,2026-03-30,2026-03-15,1Q26,apac,all,13823.0,0.5010511816731913,False,False,market,9406,5.0,0.000531575590048905,38345.0,261379.0,37281.0,206255.0,3838.0,4902.0,5.532442799281135,6.816508019298475,0.09098451983026337,0.1162079510703364,0.7139131568653019,0.33569644080052335,0.2472551832051115,0.40630272516154703,0.03883165992958665,0.2580008340379296,782562.0,177500.222594654,4.4087944711319444,0.5150615953041399,0.8261452852007026,0.39571787190585117,0.16415070717498473,0.08922053279000894,0.009704007624312679,False,,
bangkok,2026-03-30,2026-03-15,1Q26,apac,entire,13823.0,0.5010511816731913,False,False,market,6871,5.0,0.0007276961141027507,28806.0,201032.0,28028.0,161708.0,3014.0,3792.0,5.769516198087627,6.978823856141082,0.09472030169704589,0.1191703331238215,0.6958966881899604,0.33073341557562974,0.2658473929042561,0.42705141470014724,0.03825591890578352,0.24221516972422302,610711.0000000001,129856.7518843414,4.702959154129604,0.49685290764268664,0.8059328688724419,0.4156357309904896,0.18384682221134055,0.08751136136682366,0.010220308916217604,False,,
bangkok,2026-03-30,2026-03-15,1Q26,apac,private,13823.0,0.5010511816731913,False,False,market,2535,0.0,0.0,9539.0,60347.0,9253.0,44547.0,824.0,1110.0,4.814330487409489,6.326344480553517,0.07951365434719676,0.10711184020071408,0.7683195303490932,0.3522296054484896,0.1911101792640738,0.3371832899729895,0.040570290386833,0.3105871045785209,171851.0,47643.47071031263,3.6070210133285303,0.5797702432050179,0.881236123315354,0.32493530072826904,0.11046709669847327,0.09529445606671309,0.008296779986172736,False,,
bangkok,2026-06-29,2026-06-15,2Q26,apac,all,25213.0,0.9139118457300276,False,True,market,14663,2475.0,0.16879219804951237,49005.0,441355.0,45729.0,282697.0,6873.0,10149.0,6.182007041483523,9.006325885113764,0.12300010737678514,0.18162783206270805,0.6594429139883685,0.2262577743539781,0.24923987348229773,0.33522901066035277,0.09131721252933374,0.43851321498566914,1385671.0,311117.5043046734,4.4538509753634115,0.4064453969945272,0.8455592283163371,0.33280970098983426,0.1251229553217391,0.2607449020156386,0.029317816361923845,False,,
bangkok,2026-06-29,2026-06-15,2Q26,apac,entire,25213.0,0.9139118457300276,False,True,market,11238,2262.0,0.201281366791244,35991.0,358337.0,33217.0,224243.0,5609.0,8383.0,6.750850468133787,9.95629462921286,0.13483173076923077,0.20151442307692308,0.6170987191242255,0.20037283339426296,0.277208190936623,0.34181789767732607,0.10569308993915146,0.45780926892841095,1155484.0,240621.76213031317,4.802076045699583,0.3767793562153398,0.8279094511891709,0.34516993105493904,0.13841257097051085,0.2780507127297211,0.033677977840318146,False,,
bangkok,2026-06-29,2026-06-15,2Q26,apac,private,25213.0,0.9139118457300276,False,True,market,3425,213.0,0.06218978102189781,13014.0,83018.0,12512.0,58454.0,1264.0,1766.0,4.671835038363171,6.37913016751191,0.08852780501470794,0.12368679086706821,0.77654833256493,0.33798694259076345,0.1718918088212694,0.30678888915656843,0.051559858613800524,0.3552241682526681,230187.0,70495.74217436026,3.265261034214921,0.5553618669241865,0.9058028734295682,0.2707642854079485,0.07976176559863692,0.17387384766786507,0.014435360971794904,False,,
bangkok,2026-08-30,2026-08-20,3Q26,apac,all,24987.0,0.9057198782079164,False,True,market,14881,2518.0,0.1692090585310127,54520.0,490623.0,51150.0,326104.0,6892.0,10262.0,6.37544477028348,8.99895451210565,0.11222562365661434,0.16710089233374584,0.65,0.22641417136987055,0.25917094644167277,0.3447473926008361,0.09082905355832722,0.4288384360292934,1397247.0,302697.75741883146,4.615980679588194,0.39885270151212,0.8347271767602574,0.33431839456929874,0.13395941266571576,0.2668289039185812,0.0313134105740269,False,,
bangkok,2026-08-30,2026-08-20,3Q26,apac,entire,24987.0,0.9057198782079164,False,True,market,11381,2312.0,0.20314559353308145,39938.0,398487.0,37066.0,258495.0,5632.0,8504.0,6.973911401284195,9.977640342530924,0.12359008119376783,0.18661400043888524,0.6061395162501878,0.20037542002624928,0.2879713556011818,0.3495070102663324,0.10588912814863037,0.4501175697074183,1165034.0,232867.05036665988,5.0030006313284785,0.36840627170088286,0.8153074625779967,0.34431082053405276,0.1481208204771734,0.2872829077650644,0.03657171694482986,False,,
bangkok,2026-08-30,2026-08-20,3Q26,apac,private,24987.0,0.9057198782079164,False,True,market,3500,206.0,0.05885714285714286,14582.0,92136.0,14084.0,67609.0,1260.0,1758.0,4.800411814825334,6.318474831984639,0.07953541219542987,0.11097083701552835,0.7701275545192703,0.33903143179647477,0.18029076944177752,0.32416210818789615,0.04958167603895213,0.3368064600156291,232213.0,69830.70705217161,3.3253708834211007,0.5516052429663231,0.8994868183489927,0.284185473538085,0.08673484047815753,0.16420928349559194,0.01377834117284976,False,,
barossa-valley,2025-09-27,2025-09-15,3Q25,apac,all,352.0,0.9723756906077348,False,True,market,265,0.0,0.0,3281.0,14443.0,3248.0,12841.0,85.0,118.0,3.9535098522167487,4.402011581834807,0.025252525252525252,0.035056446821152706,0.8634562633343493,0.5721110572595721,0.12496190185918928,0.3067922176833068,0.011581834806461445,0.1210967250571211,23162.0,5844.311958426884,3.9631696878539873,0.6024113233812326,0.8720984298054048,0.3220682403066742,0.1215041355552657,0.07552043631209317,0.0063974346393295125,False,,
barossa-valley,2025-09-27,2025-09-15,3Q25,apac,entire,352.0,0.9723756906077348,False,True,market,246,0.0,0.0,3100.0,13788.0,3071.0,12349.0,79.0,108.0,4.021165744057311,4.4477419354838705,0.02485058194400755,0.033972947467757156,0.8596774193548387,0.5723092544241369,0.1296774193548387,0.3148389904264578,0.01064516129032258,0.11285175514940528,22178.0,5444.5072964529345,4.073463179018759,0.5969604659584165,0.8669345842377427,0.3246468996353835,0.12624895176365214,0.07839263440619991,0.006816463998605091,False,,
barossa-valley,2025-09-27,2025-09-15,3Q25,apac,private,352.0,0.9723756906077348,False,True,market,19,0.0,0.0,181.0,655.0,177.0,492.0,6.0,10.0,2.7796610169491527,3.6187845303867405,0.03208556149732621,0.053475935828877004,0.9281767955801105,0.5679389312977099,0.04419889502762431,0.13740458015267176,0.027624309392265192,0.29465648854961835,983.9999999999999,399.80466197394986,2.4612019158098626,0.7252661159861269,0.9424192578119673,0.26394882303826334,0.05688961520589732,0.010785060975609759,0.0006911269821353113,False,,
barossa-valley,2025-12-28,2025-12-15,4Q25,apac,all,362.0,1.0,False,True,market,282,0.0,0.0,2731.0,13540.0,2691.0,11429.0,97.0,137.0,4.247120029728725,4.957890882460637,0.0342998585572843,0.048444130127298445,0.8275357012083486,0.5045051698670605,0.1563529842548517,0.3310192023633678,0.016111314536799707,0.16447562776957164,24610.0,5897.253163432043,4.173129305793214,0.5681020764924443,0.8476454252804092,0.3467636780679175,0.14473372990828473,0.08513424543963821,0.007620844811306045,False,,
barossa-valley,2025-12-28,2025-12-15,4Q25,apac,entire,362.0,1.0,False,True,market,262,0.0,0.0,2579.0,13008.0,2540.0,10929.0,91.0,130.0,4.302755905511811,5.043815432338116,0.03408239700374532,0.04868913857677903,0.823962776269872,0.49884686346863466,0.1593640946103141,0.3324108241082411,0.016673129119813883,0.16874231242312424,23584.0,5456.660145782548,4.322057700116814,0.5591745208396698,0.8399363266187363,0.35222699198911384,0.1518598308498825,0.0885984871712164,0.008203842531381263,False,,
barossa-valley,2025-12-28,2025-12-15,4Q25,apac,private,362.0,1.0,False,True,market,20,0.0,0.0,152.0,532.0,151.0,500.0,6.0,7.0,3.3112582781456954,3.5,0.0379746835443038,0.04430379746835443,0.8881578947368421,0.6428571428571429,0.10526315789473684,0.29699248120300753,0.006578947368421052,0.06015037593984962,1026.0,440.5930176494941,2.328679663317352,0.7733140380080712,0.9431211358385849,0.22118200602357643,0.05647833446356204,0.005503955968352254,0.00040052969785300173,False,,
barossa-valley,2026-03-30,2026-03-15,1Q26,apac,all,323.0,0.8922651933701657,True,False,market,266,0.0,0.0,2876.0,13124.0,2842.0,11474.0,88.0,122.0,4.037297677691766,4.563282336578581,0.029689608636977057,0.04116059379217274,0.8550069541029207,0.5487656202377323,0.1310848400556328,0.31248095092959466,0.013908205841446454,0.13875342883267297,24080.0,5752.821260771841,4.18577232082633,0.584108308227438,0.8681550832772484,0.309530475369242,0.12109715901586547,0.10636121640331998,0.010747757706886109,False,,
barossa-valley,2026-03-30,2026-03-15,1Q26,apac,entire,323.0,0.8922651933701657,True,False,market,246,0.0,0.0,2726.0,12529.0,2694.0,10957.0,83.0,115.0,4.067186340014848,4.596111518708731,0.029547881808472766,0.04093983624065504,0.8521643433602347,0.5468912123872616,0.13426265590608952,0.3162263548567324,0.013573000733675716,0.13688243275600606,23063.0,5399.639120783454,4.271211368780087,0.5825954761177558,0.8624696120747591,0.3181568689887255,0.12738384128477684,0.09924765489351876,0.010146546640464039,False,,
barossa-valley,2026-03-30,2026-03-15,1Q26,apac,private,323.0,0.8922651933701657,True,False,market,20,0.0,0.0,150.0,595.0,148.0,517.0,5.0,7.0,3.4932432432432434,3.966666666666667,0.03225806451612903,0.04516129032258064,0.9066666666666666,0.5882352941176471,0.07333333333333333,0.23361344537815126,0.02,0.1781512605042017,1017.0,353.18213998838615,2.8795340558088314,0.6184155323627422,0.9550776347008804,0.11390558250183834,0.024982968416460683,0.26767888513541954,0.019939396882658982,False,,
barossa-valley,2026-06-29,2026-06-15,2Q26,apac,all,353.0,0.9751381215469613,False,True,market,287,0.0,0.0,3155.0,14516.0,3108.0,11597.0,106.0,153.0,3.731338481338481,4.60095087163233,0.032505366452008584,0.046918123275068994,0.8757527733755943,0.5471204188481675,0.1074484944532488,0.23959768531275832,0.016798732171156894,0.21328189583907411,24768.0,6288.706320596253,3.9384888937939246,0.6270605550029722,0.890302205888726,0.26307565761306073,0.10048254857884312,0.10986378738396711,0.009215245532430966,False,,
