quarter,region,metric,value,basis
4Q21,latam,adr_yoy_exfx_pct,,not available
4Q21,na,adr_yoy_exfx_pct,,not available
4Q21,apac,adr_yoy_reported_pct,,not available
4Q21,emea,adr_yoy_reported_pct,,not available
4Q21,latam,adr_yoy_reported_pct,,not available
4Q21,na,adr_yoy_reported_pct,,not available
4Q21,apac,fx_contribution_pp,-2.091348,derived (02 basket x pass-through [WS10 fitted 0.86])
4Q21,emea,fx_contribution_pp,-2.431,derived (02 basket x pass-through [WS10 fitted 1.04])
4Q21,latam,fx_contribution_pp,-1.390846,derived (02 basket x pass-through [WS10 fitted 0.62])
4Q21,na,fx_contribution_pp,0.253,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
4Q21,apac,nights_m,7.252095808383234,modelled (flat 10-K annual share within year)
4Q21,emea,nights_m,28.837458416500336,modelled (flat 10-K annual share within year)
4Q21,latam,nights_m,9.474118429807053,modelled (flat 10-K annual share within year)
4Q21,na,nights_m,27.836327345309385,modelled (flat 10-K annual share within year)
4Q21,apac,nights_share_pct,9.880239520958083,modelled (flat 10-K annual share within year)
4Q21,emea,nights_share_pct,39.28809048569528,modelled (flat 10-K annual share within year)
4Q21,latam,nights_share_pct,12.907518296739854,modelled (flat 10-K annual share within year)
4Q21,na,nights_share_pct,37.92415169660679,modelled (flat 10-K annual share within year)
1Q22,apac,adr_usd,124.00416676593302,modelled (10-K annual anchor x mix-adjusted global seasonal)
1Q22,emea,adr_usd,135.1783775178585,modelled (10-K annual anchor x mix-adjusted global seasonal)
1Q22,latam,adr_usd,98.10703560929664,modelled (10-K annual anchor x mix-adjusted global seasonal)
1Q22,na,adr_usd,253.78554835351372,modelled (10-K annual anchor x mix-adjusted global seasonal)
1Q22,apac,adr_usd_anchored,124.02076671410981,derived (level rescaled x1.0001 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q22,emea,adr_usd_anchored,134.48556221053045,derived (level rescaled x0.9949 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q22,latam,adr_usd_anchored,97.87474352541169,derived (level rescaled x0.9976 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q22,na,adr_usd_anchored,253.30540715698885,derived (level rescaled x0.9981 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q22,apac,adr_yoy_exfx_pct,15.514675576757016,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
1Q22,emea,adr_yoy_exfx_pct,12.351417708392804,derived (modelled reported y/y - basket x pass-through [WS10 fitted 1.04])
1Q22,latam,adr_yoy_exfx_pct,-1.3043588063169247,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
1Q22,na,adr_yoy_exfx_pct,11.589597870108996,derived (modelled reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
1Q22,apac,adr_yoy_reported_pct,10.233845576757016,modelled (from modelled levels)
1Q22,emea,adr_yoy_reported_pct,6.606977708392803,modelled (from modelled levels)
1Q22,latam,adr_yoy_reported_pct,0.3099351936830752,modelled (from modelled levels)
1Q22,na,adr_yoy_reported_pct,11.571597870108995,modelled (from modelled levels)
1Q22,apac,fx_contribution_pp,-5.28083,derived (02 basket x pass-through [WS10 fitted 0.86])
1Q22,emea,fx_contribution_pp,-5.744440000000001,derived (02 basket x pass-through [WS10 fitted 1.04])
1Q22,latam,fx_contribution_pp,1.614294,derived (02 basket x pass-through [WS10 fitted 0.62])
1Q22,na,fx_contribution_pp,-0.018,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
1Q22,apac,nights_m,9.489922354133192,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q22,emea,nights_m,45.665762601546135,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q22,latam,nights_m,13.512817596412772,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q22,na,nights_m,33.4314974479079,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q22,apac,nights_share_pct,9.294732961932608,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q22,emea,nights_share_pct,44.72650597604911,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q22,latam,nights_share_pct,13.234885011178033,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q22,na,nights_share_pct,32.74387605084026,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q22,apac,adr_sign_statement,,disclosed qualitative: ex-FX up across all major regions
2Q22,emea,adr_sign_statement,,disclosed qualitative: ex-FX up across all major regions
2Q22,latam,adr_sign_statement,,disclosed qualitative: ex-FX up across all major regions
2Q22,na,adr_sign_statement,,disclosed qualitative: ex-FX up across all major regions
2Q22,apac,adr_usd,120.80943812848145,modelled (10-K annual anchor x mix-adjusted global seasonal)
2Q22,emea,adr_usd,131.69576685175318,modelled (10-K annual anchor x mix-adjusted global seasonal)
2Q22,latam,adr_usd,95.57949670176852,modelled (10-K annual anchor x mix-adjusted global seasonal)
2Q22,na,adr_usd,247.24725226039354,modelled (10-K annual anchor x mix-adjusted global seasonal)
2Q22,apac,adr_usd_anchored,120.82561041094986,derived (level rescaled x1.0001 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q22,emea,adr_usd_anchored,131.0208005970861,derived (level rescaled x0.9949 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q22,latam,adr_usd_anchored,95.35318917624151,derived (level rescaled x0.9976 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q22,na,adr_usd_anchored,246.77948097748177,derived (level rescaled x0.9981 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q22,apac,adr_yoy_exfx_pct,13.620923583179174,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
2Q22,emea,adr_yoy_exfx_pct,13.936758496045538,derived (modelled reported y/y - basket x pass-through [WS10 fitted 1.04])
2Q22,latam,adr_yoy_exfx_pct,-5.783961754997042,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
2Q22,na,adr_yoy_exfx_pct,7.904363265104142,derived (modelled reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
2Q22,apac,adr_yoy_reported_pct,6.309633583179175,modelled (from modelled levels)
2Q22,emea,adr_yoy_reported_pct,2.811878496045539,modelled (from modelled levels)
2Q22,latam,adr_yoy_reported_pct,-3.2609957549970425,modelled (from modelled levels)
2Q22,na,adr_yoy_reported_pct,7.5997632651041425,modelled (from modelled levels)
2Q22,apac,fx_contribution_pp,-7.31129,derived (02 basket x pass-through [WS10 fitted 0.86])
2Q22,emea,fx_contribution_pp,-11.12488,derived (02 basket x pass-through [WS10 fitted 1.04])
2Q22,latam,fx_contribution_pp,2.5229660000000003,derived (02 basket x pass-through [WS10 fitted 0.62])
2Q22,na,fx_contribution_pp,-0.3046,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
2Q22,apac,nights_m,9.63863808152411,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q22,emea,nights_m,46.38138669716292,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q22,latam,nights_m,13.724575756591621,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q22,na,nights_m,33.95539946472135,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q22,apac,nights_share_pct,9.294732961932604,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q22,emea,nights_share_pct,44.7265059760491,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q22,latam,nights_share_pct,13.234885011178033,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q22,na,nights_share_pct,32.743876050840264,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
3Q22,apac,adr_sign_statement,,disclosed qualitative: ex-FX up across all major regions
3Q22,emea,adr_sign_statement,,disclosed qualitative: ex-FX up across all major regions
3Q22,latam,adr_sign_statement,,disclosed qualitative: ex-FX up across all major regions
3Q22,na,adr_sign_statement,,disclosed qualitative: ex-FX up across all major regions
3Q22,apac,adr_usd,113.70874051806062,modelled (10-K annual anchor x mix-adjusted global seasonal)
3Q22,emea,adr_usd,123.95521419731351,modelled (10-K annual anchor x mix-adjusted global seasonal)
3Q22,latam,adr_usd,89.96171456198493,modelled (10-K annual anchor x mix-adjusted global seasonal)
3Q22,na,adr_usd,232.71504351490321,modelled (10-K annual anchor x mix-adjusted global seasonal)
3Q22,apac,adr_usd_anchored,113.72396225817691,derived (level rescaled x1.0001 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q22,emea,adr_usd_anchored,123.31991977082373,derived (level rescaled x0.9949 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q22,latam,adr_usd_anchored,89.74870849146528,derived (level rescaled x0.9976 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q22,na,adr_usd_anchored,232.27476596495015,derived (level rescaled x0.9981 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q22,apac,adr_yoy_exfx_pct,16.69399729309427,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
3Q22,emea,adr_yoy_exfx_pct,19.16212581899876,derived (modelled reported y/y - basket x pass-through [WS10 fitted 1.04])
3Q22,latam,adr_yoy_exfx_pct,-1.1103568725961765,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
3Q22,na,adr_yoy_exfx_pct,9.927394433285397,derived (modelled reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
3Q22,apac,adr_yoy_reported_pct,8.312953293094271,modelled (from modelled levels)
3Q22,emea,adr_yoy_reported_pct,4.749285818998761,modelled (from modelled levels)
3Q22,latam,adr_yoy_reported_pct,-1.4380268725961765,modelled (from modelled levels)
3Q22,na,adr_yoy_reported_pct,9.627394433285396,modelled (from modelled levels)
3Q22,apac,fx_contribution_pp,-8.381044,derived (02 basket x pass-through [WS10 fitted 0.86])
3Q22,emea,fx_contribution_pp,-14.41284,derived (02 basket x pass-through [WS10 fitted 1.04])
3Q22,latam,fx_contribution_pp,-0.32766999999999996,derived (02 basket x pass-through [WS10 fitted 0.62])
3Q22,na,fx_contribution_pp,-0.3,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
3Q22,apac,nights_m,11.865282943846413,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q22,emea,nights_m,39.31403448536421,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q22,latam,nights_m,13.427292483633261,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q22,na,nights_m,35.093390087156116,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q22,apac,nights_share_pct,11.900985901551065,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q22,emea,nights_share_pct,39.43233147980362,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q22,latam,nights_share_pct,13.467695570344294,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q22,na,nights_share_pct,35.198987048301014,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q22,apac,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
4Q22,emea,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
4Q22,latam,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
4Q22,na,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
4Q22,apac,adr_usd,111.61037206144017,modelled (10-K annual anchor x mix-adjusted global seasonal)
4Q22,emea,adr_usd,121.66775845450752,modelled (10-K annual anchor x mix-adjusted global seasonal)
4Q22,latam,adr_usd,88.30157108242209,modelled (10-K annual anchor x mix-adjusted global seasonal)
4Q22,na,adr_usd,228.4205459726042,modelled (10-K annual anchor x mix-adjusted global seasonal)
4Q22,apac,adr_usd_anchored,111.62531290125655,derived (level rescaled x1.0001 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q22,emea,adr_usd_anchored,121.04418768073906,derived (level rescaled x0.9949 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q22,latam,adr_usd_anchored,88.09249580224811,derived (level rescaled x0.9976 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q22,na,adr_usd_anchored,227.9883932556127,derived (level rescaled x0.9981 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q22,apac,adr_yoy_exfx_pct,12.848278434944376,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
4Q22,emea,adr_yoy_exfx_pct,10.922628614576844,derived (modelled reported y/y - basket x pass-through [WS10 fitted 1.04])
4Q22,latam,adr_yoy_exfx_pct,-9.50571931139786,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
4Q22,na,adr_yoy_exfx_pct,4.9462970721828645,derived (modelled reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
4Q22,apac,adr_yoy_reported_pct,3.2273724349443755,modelled (from modelled levels)
4Q22,emea,adr_yoy_reported_pct,-0.1689713854231556,modelled (from modelled levels)
4Q22,latam,adr_yoy_reported_pct,-6.06577331139786,modelled (from modelled levels)
4Q22,na,adr_yoy_reported_pct,4.480097072182865,modelled (from modelled levels)
4Q22,apac,fx_contribution_pp,-9.620906,derived (02 basket x pass-through [WS10 fitted 0.86])
4Q22,emea,fx_contribution_pp,-11.0916,derived (02 basket x pass-through [WS10 fitted 1.04])
4Q22,latam,fx_contribution_pp,3.439946,derived (02 basket x pass-through [WS10 fitted 0.62])
4Q22,na,fx_contribution_pp,-0.4662,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
4Q22,apac,nights_m,8.975699767697519,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q22,emea,nights_m,36.51089743421566,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q22,latam,nights_m,12.294958833412165,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
4Q22,na,nights_m,30.418443964674662,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
4Q22,apac,nights_share_pct,10.1765303488634,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q22,emea,nights_share_pct,41.39557532223998,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q22,latam,nights_share_pct,13.939862622916287,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
4Q22,na,nights_share_pct,34.48803170598034,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q23,apac,adr_sign_statement,,disclosed qualitative: ex-FX flat to up across all regions
1Q23,emea,adr_sign_statement,,disclosed qualitative: ex-FX flat to up across all regions
1Q23,latam,adr_sign_statement,,disclosed qualitative: ex-FX flat to up across all regions
1Q23,na,adr_sign_statement,,disclosed qualitative: ex-FX flat to up across all regions
1Q23,apac,adr_usd,122.33486394688423,modelled (10-K annual anchor x mix-adjusted global seasonal)
1Q23,emea,adr_usd,145.9926477192872,derived (disclosed y/y chained onto modelled base)
1Q23,latam,adr_usd,98.1013614295636,modelled (10-K annual anchor x mix-adjusted global seasonal)
1Q23,na,adr_usd,248.19616472462954,modelled (10-K annual anchor x mix-adjusted global seasonal)
1Q23,apac,adr_usd_anchored,122.42911754610635,derived (level rescaled x1.0008 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q23,emea,adr_usd_anchored,144.7715410614981,derived (level rescaled x0.9916 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q23,latam,adr_usd_anchored,98.23268137912652,derived (level rescaled x1.0013 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q23,na,adr_usd_anchored,249.40100978813976,derived (level rescaled x1.0049 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q23,apac,adr_yoy_exfx_pct,4.437247284328485,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
1Q23,emea,adr_yoy_exfx_pct,13.59052,derived (disclosed reported y/y - basket x pass-through [WS10 fitted 1.04])
1Q23,latam,adr_yoy_exfx_pct,-2.461479662402814,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
1Q23,na,adr_yoy_exfx_pct,-1.890404220865395,derived (modelled reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
1Q23,apac,adr_yoy_reported_pct,-1.3461667156715151,modelled (from modelled levels)
1Q23,emea,adr_yoy_reported_pct,8.0,disclosed (shareholder letter)
1Q23,latam,adr_yoy_reported_pct,-0.005783662402814027,modelled (from modelled levels)
1Q23,na,adr_yoy_reported_pct,-2.202404220865395,modelled (from modelled levels)
1Q23,apac,fx_contribution_pp,-5.7834140000000005,derived (02 basket x pass-through [WS10 fitted 0.86])
1Q23,emea,fx_contribution_pp,-5.59052,derived (02 basket x pass-through [WS10 fitted 1.04])
1Q23,latam,fx_contribution_pp,2.455696,derived (02 basket x pass-through [WS10 fitted 0.62])
1Q23,na,fx_contribution_pp,-0.3119999999999999,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
1Q23,apac,nights_m,14.180777804461064,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q23,emea,nights_m,52.41860518609495,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q23,latam,nights_m,16.637788508667814,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q23,na,nights_m,37.862828500776175,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q23,apac,nights_share_pct,11.709973414088411,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q23,emea,nights_share_pct,43.28538826267131,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q23,latam,nights_share_pct,13.738883987339237,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q23,na,nights_share_pct,31.265754335901054,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q23,apac,adr_sign_statement,,disclosed qualitative: ex-FX up
2Q23,emea,adr_sign_statement,,disclosed qualitative: ex-FX up
2Q23,latam,adr_sign_statement,,disclosed qualitative: ex-FX down
2Q23,na,adr_sign_statement,,disclosed qualitative: ex-FX down
2Q23,apac,adr_usd,120.01457391909466,modelled (10-K annual anchor x mix-adjusted global seasonal)
2Q23,emea,adr_usd,142.23142819989343,derived (disclosed y/y chained onto modelled base)
2Q23,latam,adr_usd,96.24070124412025,modelled (10-K annual anchor x mix-adjusted global seasonal)
2Q23,na,adr_usd,244.7747797377896,derived (disclosed y/y chained onto modelled base)
2Q23,apac,adr_usd_anchored,120.1070398375257,derived (level rescaled x1.0008 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q23,emea,adr_usd_anchored,141.04178100440117,derived (level rescaled x0.9916 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q23,latam,adr_usd_anchored,96.36953048613186,derived (level rescaled x1.0013 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q23,na,adr_usd_anchored,245.96301600794342,derived (level rescaled x1.0049 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q23,apac,adr_yoy_exfx_pct,4.092347232337125,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
