source,market,dump_date,abnb_region,settlement,cdn_path,listings,listings_with_bookings,weight_source,occ_field_nonnull_share,bedrooms_field_nonnull_share,bedrooms_eh_nonnull_share,bedrooms_priv_nonnull_share,est_nights_ltm,bedroom_nights_ltm,bedrooms_per_booked_night,bedrooms_per_listing,bedrooms_cc_per_booked_night,bedrooms_f_per_booked_night,bedrooms_f_per_listing,capacity_per_booked_night,capacity_per_listing,mean_log_capacity_booked,mean_log_capacity_listing,share_bed_ge3_booked,share_bed_ge4_booked,share_cap_ge6_booked,share_cap_le2_booked,share_cap_ge6_listing,share_cap_le2_listing,share_entire_booked,share_entire_listing,scope_ref_listings,scope_ref_n_dumps,scope_vs_peer,partial_scope,scope_unverified,scope_vs_peer_pit,partial_scope_pit,scope_unverified_pit
ws05_repo,austin,2026-04-23,na,urban,,8290,6638,disclosed,1.0,0.9987,0.9992,0.9946,675264.0,1537478.0,2.276854682020661,2.2844390832328108,2.4498743621397794,2.2379424936025023,2.248130277442702,5.990307494550279,5.841254523522316,1.5844014230552308,1.55534171217247,0.3603005639275898,0.1859835560610368,0.4610848497772723,0.2065133044261207,0.4436670687575392,0.213751507840772,0.9423736494171168,0.8882991556091677,11374,9,0.7288552839810093,True,False,0.7288552839810093,True,False
ws05_repo,austin,2026-05-25,na,urban,,8568,6702,disclosed,1.0,0.8835,0.9357,0.5079,685428.0,1570986.0,2.291978150877992,2.273109243697479,2.4659359816522275,2.3035205740063143,2.298786181139122,6.027711152739602,5.819561157796452,1.5890985872301542,1.549906593762577,0.3630023868298347,0.1891766896012418,0.4638109327310818,0.2058684500779075,0.4387254901960784,0.2167366946778711,0.939205868450078,0.875,11374,9,0.7532969931422543,True,False,0.7532969931422543,True,False
ws05_repo,austin,2026-06-22,na,urban,,11295,8196,disclosed,1.0,0.8691,0.9375,0.4868,868569.0,1903016.0,2.190978494512238,2.166976538291279,2.372325117643193,2.1845242001499017,2.1730411686586986,5.554300234063154,5.328198317839752,1.4895875077861291,1.443277694953344,0.3308833264829852,0.1640422349865123,0.4108101946995575,0.2559750578249972,0.3894643647631695,0.2714475431606906,0.9157349617589392,0.8459495351925631,11374,9,0.9930543344469843,False,False,0.9930543344469843,False,False
ws05_repo,austin,2026-07-18,na,urban,,11172,8099,disclosed,1.0,0.8703,0.9389,0.4818,862260.0,1888604.0,2.190295270568042,2.162638739706409,2.3698024523804064,2.1830822489736272,2.1676960257787323,5.556931783916684,5.313372717508056,1.4894613664951364,1.4412290033010189,0.3306044580520956,0.1641361074385916,0.4110303156820448,0.2553301788323707,0.3880236305048335,0.2709452201933405,0.916636513348642,0.8478338703902614,11374,8,0.9822401969403903,False,False,0.9822401969403903,False,False
ws05_repo,austin,2026-08-25,na,urban,,11079,8007,disclosed,1.0,0.8406,0.9405,0.2827,847330.0,1876446.0,2.214539789692328,2.1686072750248218,2.39397458519704,2.2043347928197985,2.1733911002798085,5.613336008402865,5.33306255077173,1.498209329693464,1.444836384146594,0.3373939315260878,0.1683665159973092,0.4174878736737752,0.2535057179611249,0.3897463670006318,0.2705117790414297,0.9176672606894598,0.8467370701326834,11295,7,0.9808764940239044,False,False,0.9808764940239044,False,False
ws08_new_market,bangkok,2024-12-25,apac,urban,thailand/central-thailand/bangkok,25609,13804,reconstructed_ia_model,0.0,0.9544,0.9908,0.8818,1403391.5,1916423.0,1.3655654890313929,1.335585145847163,1.4483349446299878,1.3593006655662372,1.3939240110898512,3.261387146779783,3.140458432582295,1.0386557782932175,0.9918557809550024,0.0741158115892821,0.0285540421186817,0.1147267173842794,0.5515567110104344,0.1036744894373072,0.6090436955757741,0.8560768680728079,0.6703893162560037,28196,3,0.9082493970775997,False,False,1.0,False,True
ws08_new_market,bangkok,2025-03-19,apac,urban,thailand/central-thailand/bangkok,27548,14830,disclosed,1.0,0.9535,0.9907,0.8773,1596402.0,2170595.0,1.3596794541725703,1.334035138667054,1.4433357396238424,1.3472151751250625,1.3873420937999128,3.207276112157213,3.109227530129229,1.0246606366271904,0.9833704763751824,0.0708061002178649,0.0275331652052553,0.1097586948650778,0.5661744347601669,0.1019674749528096,0.6183025990997532,0.8534429297883616,0.6731523159576013,28806,4,0.9563285426647227,False,False,1.0,False,False
ws08_new_market,bangkok,2025-06-24,apac,urban,thailand/central-thailand/bangkok,28196,14826,disclosed,1.0,0.9574,0.9906,0.8919,1531063.0,2082962.0,1.3604678579522855,1.3316073201872607,1.4486544360489615,1.3529733916893034,1.383671442757838,3.2426255483935016,3.114768052205987,1.0313137973811144,0.983250549244753,0.0747787648189525,0.0285331171872091,0.1144146256555086,0.5605275550385582,0.103099730458221,0.6193077032203149,0.8448483178027292,0.6665484465881686,28806,4,0.9788238561410817,False,False,1.0,False,False
ws08_new_market,bangkok,2025-09-26,apac,urban,thailand/central-thailand/bangkok,28806,14903,disclosed,1.0,0.9547,0.9904,0.8842,1531285.0,2083319.0,1.360503759914059,1.3382975768937029,1.4465364192941617,1.3542985139931496,1.393720058321183,3.249467604005786,3.137540790113171,1.031187995500176,0.9875720622462748,0.0761262599712006,0.0292708411562837,0.1162278739751254,0.5625105711869443,0.1066097340831771,0.616434076234118,0.8455656523769253,0.667638686384781,28806,3,1.0,False,False,1.0,False,False
ws08_new_market,bangkok,2026-06-29,apac,urban,thailand/central-thailand/bangkok,31069,16224,disclosed,1.0,0.8746,0.9639,0.687,1571488.0,2152770.0,1.3698927386018855,1.3271106247384854,1.4554950052647424,1.4102112138304588,1.4044867874730438,3.251419673583253,3.084972158743442,1.027634917164175,0.9740583799513444,0.0792560935877334,0.0309611018346942,0.1178882689527377,0.5699318098515547,0.1030609289001899,0.63198043065435,0.8332955771854447,0.6789082365058419,31241,3,0.9944944143913447,False,False,1.0,False,True
ws08_new_market,bangkok,2026-07-23,apac,urban,thailand/central-thailand/bangkok,31241,16260,disclosed,1.0,0.8016,0.9664,0.456,1575246.0,2153091.0,1.3668284191802422,1.3272622515284402,1.4502605679155751,1.4117144242867463,1.4212413174994398,3.247596248458971,3.087449185365385,1.0271974268076658,0.97377451280618,0.0779782967231784,0.0310745115366107,0.1164408606655722,0.5690965093705999,0.1038058960980762,0.6325341698409142,0.8334304610200566,0.6779552511123204,31241,3,1.0,False,False,1.0,False,False
ws08_new_market,bangkok,2026-08-30,apac,urban,thailand/central-thailand/bangkok,31215,16328,disclosed,1.0,0.7998,0.9671,0.4496,1584491.0,2170816.0,1.3700399686713272,1.3333012974531475,1.4531048962111002,1.4163964957831885,1.4295691174115008,3.264844041398784,3.104116610603876,1.031190140843131,0.977556953561093,0.0794185640688397,0.0316770496014177,0.1187239309027315,0.5669050818212283,0.1056863687329809,0.6284478616049975,0.8352278428845604,0.6776229376902131,31241,3,0.9991677603149707,False,False,0.9991677603149707,False,False
ws05_repo,barcelona,2025-09-14,emea,urban,,19410,11438,disclosed,1.0,0.8988,0.9956,0.746,1542928.0,2836441.0,1.838349553576058,1.736527563111798,2.1501727910043607,1.8323956140532804,1.749819680577022,3.759708813373016,3.40607934054611,1.1620478466905475,1.0226512061634934,0.2336058455093173,0.0644851866062447,0.1934775958437464,0.3732785975755187,0.1563626996393611,0.4792890262751159,0.7582375846442608,0.612210200927357,19410,5,1.0,False,False,1.0,False,True
ws05_repo,barcelona,2025-12-14,emea,urban,,18177,10273,disclosed,1.0,0.9093,0.9956,0.7477,1431495.0,2745509.0,1.9179312536893247,1.8054134345601585,2.1542213603162668,1.9116720631228192,1.816663915937724,3.939813970708944,3.5308906860317983,1.222811303918471,1.0603635043845874,0.2555580005518706,0.0703474339763673,0.20982329662346,0.3170293993342624,0.1671893051658689,0.4480387302635198,0.8265771099444986,0.6517577157946856,19410,8,0.9364760432766616,False,False,0.9364760432766616,False,False
ws05_repo,barcelona,2026-01-18,emea,urban,,17099,10116,disclosed,1.0,0.9037,0.9953,0.7307,1355178.0,2613172.0,1.9282869113872865,1.8151938709866076,2.154970873179229,1.9251057794621813,1.8260424586233115,3.949713616956592,3.5454704953506053,1.2279268596142616,1.0625565617709043,0.259530482342541,0.0698321548903538,0.2106520324267365,0.3116358146309931,0.1691911807708053,0.4472191356219662,0.8327858037837096,0.6538978887654249,19410,9,0.8809376609994848,False,False,0.8809376609994848,False,False
ws05_repo,barcelona,2026-02-18,emea,urban,,12786,8499,disclosed,1.0,0.9983,0.9997,0.9939,1175547.0,2337880.0,1.9887592754692072,1.950492726419521,2.17387786312044,1.9809841716239331,1.961246676051932,4.063176546748025,3.821758173001721,1.2642847967132866,1.1521146867121863,0.2782134614779332,0.0750510188023107,0.2217376251226025,0.2839418585560594,0.194509619896762,0.3689191302987643,0.8714292155056327,0.7570780541216956,19410,10,0.6587326120556414,True,False,0.6587326120556414,True,False
ws05_repo,barcelona,2026-03-21,emea,urban,,16107,9575,disclosed,1.0,0.816,0.9835,0.4842,1287947.0,2532595.0,1.9663813806002888,1.845532998075371,2.1697367317494707,1.95038033397337,1.8343887750667407,3.995764577269096,3.588563978394487,1.2453265993631968,1.0770840295702235,0.2696461888571502,0.0724323283489149,0.2117462908023389,0.2951146281640471,0.1703607127335941,0.4369528776308437,0.8536104358331515,0.6644316135841559,19410,10,0.8298299845440494,False,False,0.8298299845440494,False,False
ws05_repo,barcelona,2026-04-20,emea,urban,,7277,6331,disclosed,1.0,0.9978,1.0,0.984,876661.0,1896112.0,2.162879379828691,2.2914662635701526,2.307287157101786,2.154134836613012,2.229627593788649,4.502470168058121,4.6587879620722825,1.39628174610575,1.3925667101366646,0.3372432445380826,0.0957336986588886,0.2754337195335483,0.1850407398070634,0.2841830424625532,0.2182217946956163,0.917256499376612,0.8627181530850625,18177,9,0.40034109038895305,True,False,0.40034109038895305,True,False
ws05_repo,barcelona,2026-05-24,emea,urban,,14399,9276,disclosed,1.0,0.826,0.9702,0.4522,1308311.0,2578556.0,1.9709044714903412,1.9246128203347452,2.1606055900763788,1.96374409448518,1.9022154316271964,3.9584640043537047,3.737481769567331,1.2376899492893068,1.1322928604745106,0.2688794942486916,0.0717780405423481,0.204316863498052,0.2976050801376736,0.180359747204667,0.3953746787971386,0.8625219844517091,0.7223418292937009,18177,9,0.7921549210540794,True,False,0.7921549210540794,True,False
ws05_repo,barcelona,2026-06-24,emea,urban,,15293,9666,disclosed,1.0,0.8325,0.9718,0.4864,1323573.0,2609909.0,1.971866304314156,1.9129013274046949,2.1672362390342874,1.9652610774018509,1.896325116066174,3.940418851094726,3.689269600470804,1.231530383360823,1.1159691910125729,0.2694494372429779,0.0717965688329997,0.2013783901605729,0.3032201472831495,0.1751127967043745,0.4066566402929444,0.8582677343826143,0.7135290655855621,18177,9,0.8413379545579579,False,False,0.8413379545579579,False,False
ws05_repo,barcelona,2026-07-16,emea,urban,,15777,9809,disclosed,1.0,0.6132,0.6555,0.5095,1345053.0,2666339.0,1.982330064317168,1.9121505989731888,2.1493326087954814,1.945177253238348,1.846643848640426,3.911652551981223,3.6591240413259807,1.2223940810942868,1.1023910415342395,0.2775667575924517,0.0659074400785694,0.1978412746560916,0.3089855938762264,0.1735437662419978,0.4138302592381314,0.8504259683447418,0.7030487418393865,17099,8,0.9226855371659162,False,False,0.9226855371659162,False,False
ws05_repo,barcelona,2026-08-23,emea,urban,,16227,10223,disclosed,1.0,0.5883,0.7388,0.2417,1395432.0,2735837.0,1.960566333579852,1.9066987120231715,2.1651161845718034,1.9306820396837685,1.8637147963271088,3.8624404485492665,3.641276884205337,1.2078371449141745,1.0983175880172862,0.270101301962403,0.0659559190272259,0.1924916441646744,0.3225481427973559,0.1716891600419054,0.4187465335551858,0.8323551416335586,0.6952609847784557,16227,7,1.0,False,False,1.0,False,False
ws08_new_market,barossa-valley,2024-12-27,apac,non_urban,australia/sa/barossa-valley,354,269,reconstructed_ia_model,0.0,0.9944,1.0,0.9535,24273.5,54390.0,2.240715183224504,2.231638418079096,2.329001367989056,2.2248233670463677,2.2401129943502824,4.723608049930995,4.819209039548023,1.4031284754938604,1.4031780156988476,0.3813829896801038,0.1310482625084969,0.3933919706676004,0.2970729396255175,0.3870056497175141,0.3163841807909605,0.9591735843615464,0.8785310734463276,354,2,1.0,False,False,1.0,False,True
ws08_new_market,barossa-valley,2025-06-25,apac,non_urban,australia/sa/barossa-valley,351,269,disclosed,1.0,0.9886,1.0,0.907,24243.0,55392.0,2.284865734438807,2.3076923076923075,2.3706930693069306,2.2593738398713032,2.274928774928775,4.775522831332756,4.846153846153846,1.4178281279887617,1.41835387473899,0.3883182774409108,0.1348842964979581,0.3975993070164583,0.2785546343274347,0.4017094017094017,0.2991452991452991,0.9569360227694592,0.8774928774928775,354,3,0.9915254237288136,False,False,0.9915254237288136,False,False
ws08_new_market,barossa-valley,2025-09-27,apac,non_urban,australia/sa/barossa-valley,353,266,disclosed,1.0,0.9915,1.0,0.9318,24362.0,55777.0,2.289508250554141,2.303116147308782,2.366225971992694,2.2640177325342745,2.2776203966005664,4.765988014120351,4.875354107648725,1.417774333126123,1.427704330008829,0.3927017486249076,0.131023725474099,0.3933995566866431,0.2727608570724899,0.4107648725212464,0.2861189801699716,0.9551760939167556,0.8753541076487252,353,2,1.0,False,False,1.0,False,False
ws08_new_market,barossa-valley,2026-06-29,apac,non_urban,australia/sa/barossa-valley,360,287,disclosed,1.0,0.9389,0.9778,0.6512,25611.0,59535.0,2.324587091484128,2.263888888888889,2.396880415944541,2.3172074499238606,2.2944444444444443,4.851938620124165,4.858333333333333,1.439781185868953,1.422878805438884,0.4382101440787161,0.1415016984889305,0.4238022724610519,0.2612158837999297,0.4138888888888888,0.2944444444444444,0.9588848541642264,0.8805555555555555,361,3,0.997229916897507,False,False,1.0,False,True
ws08_new_market,barossa-valley,2026-07-24,apac,non_urban,australia/sa/barossa-valley,360,284,disclosed,1.0,0.9222,0.9785,0.3824,25590.0,59520.0,2.325908558030481,2.308333333333333,2.397596332548631,2.319226260257913,2.333333333333333,4.859202813599062,4.95,1.441297977016979,1.4460657336461642,0.4398593200468933,0.1425556858147714,0.4219226260257913,0.2607268464243845,0.4277777777777777,0.275,0.9595545134818289,0.9055555555555556,361,3,0.997229916897507,False,False,1.0,False,False
ws08_new_market,barossa-valley,2026-08-30,apac,non_urban,australia/sa/barossa-valley,361,287,disclosed,1.0,0.9224,0.9785,0.3824,25368.0,58653.0,2.312086092715232,2.293628808864266,2.381398252184769,2.305818353831599,2.3185595567867034,4.851939451277199,4.925207756232687,1.4369376819953814,1.4373885461469498,0.4304635761589404,0.146050141911069,0.4155629139072848,0.2672658467360454,0.4210526315789473,0.2853185595567867,0.9602649006622516,0.9058171745152356,361,3,1.0,False,False,1.0,False,False
ws08_new_market,barwon-south-west-vic,2024-12-28,apac,non_urban,australia/vic/barwon-south-west-vic,7612,5466,reconstructed_ia_model,0.0,0.9921,0.9962,0.9496,436534.0,1018274.0,2.332633884187715,2.691736731476616,2.4902962757430016,2.3297062771742865,2.700210194429848,5.255194326215141,6.060168155543878,1.499934900597513,1.66298555293011,0.4336157092001997,0.1695366225769355,0.4534308896901501,0.2586957716924684,0.6008933263268523,0.1761692065160273,0.9254811767239208,0.9114555964266948,7612,2,1.0,False,False,1.0,False,True
ws08_new_market,barwon-south-west-vic,2025-06-25,apac,non_urban,australia/vic/barwon-south-west-vic,7264,5463,disclosed,1.0,0.9915,0.9973,0.9236,434767.0,1008931.0,2.3206246104235144,2.6929377753303965,2.4733924269565755,2.319617174256556,2.698375550660793,5.226654736905055,6.052175110132159,1.4922636814901953,1.660572640688666,0.429218408940881,0.1684327467356078,0.4480537851308862,0.2653904275163478,0.5962279735682819,0.1768997797356828,0.925447423562506,0.920704845814978,7612,3,0.954282711508145,False,False,0.954282711508145,False,False
ws08_new_market,barwon-south-west-vic,2025-09-28,apac,non_urban,australia/vic/barwon-south-west-vic,7280,5348,disclosed,1.0,0.9902,0.9967,0.916,423921.0,983149.0,2.319179752831306,2.6951236263736265,2.4689003160178067,2.31726076320824,2.699587912087912,5.209258328792393,6.0442307692307695,1.488312222968018,1.658218827169173,0.4294267092217654,0.1699160928569238,0.4463449557818555,0.26850521677388,0.595054945054945,0.1789835164835164,0.9265900957961508,0.9199175824175824,7280,2,1.0,False,False,1.0,False,False
ws08_new_market,barwon-south-west-vic,2026-06-29,apac,non_urban,australia/vic/barwon-south-west-vic,7095,5137,disclosed,1.0,0.9524,0.9838,0.6007,396474.0,921327.0,2.3238018129814315,2.696264975334743,2.4640307430983595,2.344040214490736,2.713178294573644,5.198166840700777,6.009443269908386,1.4866914133154032,1.650028256244492,0.4322553307404773,0.1702406715194439,0.4516613951986763,0.2715184350045652,0.588583509513742,0.1850599013389711,0.9294405181676478,0.9181113460183228,7095,3,1.0,False,False,1.0,False,True
ws08_new_market,barwon-south-west-vic,2026-07-24,apac,non_urban,australia/vic/barwon-south-west-vic,7083,5103,disclosed,1.0,0.941,0.984,0.4622,394730.0,918941.0,2.328024219086464,2.6927855428490752,2.467130129589633,2.34929445443721,2.710080474375265,5.20856534846604,6.002117746717492,1.4892065463080797,1.648809844369982,0.4344387302713247,0.1712892356800851,0.4540470701492159,0.2699389456083905,0.5880276718904419,0.1855146124523507,0.9301623894814176,0.9178314273612876,7095,3,0.99830866807611,False,False,0.99830866807611,False,False
ws08_new_market,barwon-south-west-vic,2026-08-31,apac,non_urban,australia/vic/barwon-south-west-vic,7076,5078,disclosed,1.0,0.9426,0.9843,0.4647,393503.0,918002.0,2.3328970808354703,2.698134539287733,2.471118640054794,2.354421694370818,2.7169304691916336,5.225322297415776,6.019219898247598,1.492673927149084,1.6526980016488255,0.4355290810997629,0.1724866138250534,0.4566089712149589,0.2680208283037232,0.5910118711136235,0.1831543244771057,0.9304859175152412,0.9200113058224986,7095,3,0.9973220577871741,False,False,0.9973220577871741,False,False
ws08_new_market,belize,2024-12-29,latam,non_urban,belize/bz/belize,3357,2221,reconstructed_ia_model,0.0,0.9803,0.9895,0.9533,127857.0,209536.5,1.638834791994181,1.7423294608281203,1.8952443290576664,1.62169063876049,1.8154602323503128,3.914725044385525,4.28358653559726,1.2088660212156142,1.2811277498723623,0.1557638611886717,0.0556872130583386,0.225165614710184,0.4197971170917509,0.2636282394995531,0.366696455168305,0.8117858232243835,0.7384569556151326,3552,3,0.9451013513513513,False,False,1.0,False,True
ws08_new_market,belize,2025-03-23,latam,non_urban,belize/bz/belize,3433,2296,disclosed,1.0,0.9819,0.9917,0.9549,130051.0,215698.0,1.6585647169187472,1.7433731430235946,1.909060916946916,1.6444433337690598,1.818817360908826,3.96702831965921,4.306146227789106,1.2206655514982367,1.2850107728683955,0.1605677772566147,0.0590768237076223,0.2326548815464702,0.4126688760563163,0.2703175065540343,0.3664433440139819,0.8173408893434114,0.7285173317797844,3581,4,0.9586707623568835,False,False,1.0,False,False
ws08_new_market,belize,2025-06-25,latam,non_urban,belize/bz/belize,3552,2278,disclosed,1.0,0.9834,0.9928,0.9567,125567.0,210284.0,1.674675671155638,1.745213963963964,1.9285714285714288,1.6571989455828362,1.817989864864865,4.0075816098178665,4.28125,1.2271785930664758,1.2787817675282274,0.1676156952065431,0.0621500872044406,0.2379526467941417,0.4109359943297204,0.2685810810810811,0.3733108108108108,0.8209800345632212,0.7336711711711712,3581,4,0.9919017034347948,False,False,1.0,False,False
ws08_new_market,belize,2025-09-28,latam,non_urban,belize/bz/belize,3581,2283,disclosed,1.0,0.9852,0.9933,0.9626,124731.0,209480.0,1.6794541854069958,1.762636135157777,1.9278199947289816,1.6610666153562466,1.834683049427534,4.020043132821833,4.32141859815694,1.232693853615271,1.2861704428952616,0.170214301176131,0.0608188822345687,0.2432434599257602,0.403283866881529,0.2736665735827981,0.3672158614912035,0.8268834531912677,0.7383412454621614,3581,3,1.0,False,False,1.0,False,False
ws08_new_market,belize,2026-06-29,latam,non_urban,belize/bz/belize,3608,2264,disclosed,1.0,0.9019,0.9361,0.8022,121152.0,208127.0,1.717899828314844,1.7854767184035476,1.946118932734043,1.765096737982039,1.8745842572062084,4.098702456418383,4.326219512195122,1.2496335032106731,1.281172158213204,0.185783148441627,0.0683934231378763,0.2588483888008452,0.3849791996830428,0.2738359201773836,0.3664079822616408,0.8280259508716323,0.7422394678492239,3651,3,0.9882224048205971,False,False,1.0,False,True
ws08_new_market,belize,2026-07-24,latam,non_urban,belize/bz/belize,3651,2302,disclosed,1.0,0.8611,0.9366,0.6382,121507.0,210200.0,1.7299414848527246,1.7901944672692414,1.9585842219351448,1.7789016270667533,1.895645028759244,4.130650909001128,4.349493289509724,1.255472747415208,1.286318997011721,0.1898326845366933,0.0704486161291119,0.2632440929329174,0.3822825022426691,0.2804711038071761,0.3645576554368666,0.8281827384430527,0.74637085729937,3651,3,1.0,False,False,1.0,False,False
ws08_new_market,belize,2026-08-31,latam,non_urban,belize/bz/belize,3650,2329,disclosed,1.0,0.8603,0.939,0.6314,121893.0,212686.0,1.7448581953024374,1.787945205479452,1.9783963077325943,1.7951482037524715,1.896027397260274,4.161272591535199,4.352328767123288,1.2600149371182192,1.2876335844863187,0.1972385616893505,0.07409777427744,0.2697447761561369,0.3818020723093204,0.2827397260273973,0.363013698630137,0.8272829448778847,0.7435616438356164,3651,3,0.9997261024376883,False,False,0.9997261024376883,False,False
ws08_new_market,bogota,2026-06-21,latam,urban,colombia/dc/bogotá,19187,12201,disclosed,1.0,0.8458,0.975,0.5061,1059324.0,1442374.0,1.3615985288731305,1.337051128368166,1.4225367963727895,1.3808372131661324,1.4037890238182102,3.2689526528238764,3.1056965653828112,1.0613639000219692,0.9802986395953542,0.0800208434813145,0.0166370251216813,0.0973554833082229,0.4671583009541934,0.0863605566268827,0.5283264710481055,0.8700237132359883,0.7243446083285557,19486,3,0.9846556502104075,False,False,1.0,False,True
ws08_new_market,bogota,2026-07-23,latam,urban,colombia/dc/bogotá,19376,12418,disclosed,1.0,0.7959,0.9764,0.3217,1073025.0,1455973.0,1.3568863726381026,1.3324215524360032,1.4172956629262723,1.377984669509098,1.4032566061106524,3.252872020689173,3.095324112303881,1.0580067292062425,0.978676927346004,0.0787111204305584,0.0167684816290394,0.0959735327695067,0.4679592740150509,0.0853117258464079,0.5291081750619323,0.8680459448754689,0.7241948802642444,19486,3,0.9943549214820897,False,False,1.0,False,False
