period,freq,region,method,tier,basis,s28_basis,s7_basis,nights_share_lt7,nights_share_7_27,nights_share_ge28,booking_share_lt7,booking_share_7_27,booking_share_ge28,alos_input,alos_check,alos_check_err,short_harmonic_mean,phi,m1_used,m2_used,m3_used,m1_implied_if_s3_zero,feasible,nights_m
2021,annual,emea,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.49050448403499725,0.24927435509041568,0.260221160874587,0.874846411122763,0.09970974203616628,0.02544384684107073,4.4,4.4,0.0,3.340009584466696,0.3369579418966819,2.4669698615830926,11.0,45.0,3.3718542881832976,True,
2022,annual,emea,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5190142977755884,0.24781046747924795,0.23317523474516366,0.8836184359620112,0.09461854212844013,0.021763021909548614,4.2,4.200000000000001,8.881784197001252e-16,3.2923147317096393,0.3231644030131107,2.4669698615830926,11.0,45.0,3.242844198197178,True,
2023,annual,emea,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5661256185478359,0.25167000840441756,0.18220437304774653,0.8949804968106594,0.08922845752520257,0.015791045664138033,3.9,3.8999999999999995,-4.440892098500626e-16,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,3.030454850268447,True,
2024,annual,emea,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5824373440150228,0.25892135324895504,0.15864130273602214,0.8971580649294203,0.08944555839509359,0.013396376675486318,3.8,3.800000000000001,1.3322676295501878e-15,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,2.9435074250551523,True,
2025,annual,emea,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5824373440150228,0.25892135324895504,0.15864130273602214,0.8971580649294203,0.08944555839509359,0.013396376675486318,3.8,3.800000000000001,1.3322676295501878e-15,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,2.9435074250551523,True,
2021,annual,emea,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5160366019067562,0.2622497761593922,0.22171362193385158,0.8734214242804887,0.10489991046375688,0.021678665255754376,4.4,4.3999999999999995,-8.881784197001252e-16,,0.3369579418966819,2.5996168461979057,11.0,45.0,,True,
2022,annual,emea,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5365896399041821,0.25620205470075774,0.20720830539506013,0.882837955459202,0.0978226027039257,0.019339441836872286,4.2,4.200000000000001,8.881784197001252e-16,,0.3231644030131107,2.5527634756316417,11.0,45.0,,True,
2023,annual,emea,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5660244698334972,0.25162504294630417,0.18235048722019867,0.8949837758811657,0.08921251522641692,0.015803708892417216,3.9,3.8999999999999995,-4.440892098500626e-16,,0.30774193467179195,2.4665200552682935,11.0,45.0,,True,
2024,annual,emea,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5829110873407067,0.2591319548943324,0.15795695776496085,0.897143100764634,0.08951831169076938,0.013338587544596695,3.8,3.8000000000000003,4.440892098500626e-16,,0.30774193467179195,2.4690176294136252,11.0,45.0,,True,
2025,annual,emea,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5993739704435463,0.26645049656266445,0.13417553299378918,0.8966230864821092,0.0920465351761932,0.011330378341697755,3.8,3.800000000000001,1.3322676295501878e-15,,0.30774193467179195,2.5402213282525414,11.0,45.0,,True,
2021,annual,latam,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5031478004409858,0.2556996878771431,0.241152511681871,0.877001205238829,0.09995533253379231,0.023043462227378783,4.3,4.3,0.0,3.340009584466696,0.3369579418966819,2.4669698615830926,11.0,45.0,3.2835958402339673,True,
2022,annual,latam,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5190142977755884,0.24781046747924795,0.23317523474516366,0.8836184359620112,0.09461854212844013,0.021763021909548614,4.2,4.200000000000001,8.881784197001252e-16,3.2923147317096393,0.3231644030131107,2.4669698615830926,11.0,45.0,3.242844198197178,True,
2023,annual,latam,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5661256185478359,0.25167000840441756,0.18220437304774653,0.8949804968106594,0.08922845752520257,0.015791045664138033,3.9,3.8999999999999995,-4.440892098500626e-16,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,3.030454850268447,True,
2024,annual,latam,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5996307843723279,0.2665646626796838,0.13380455294798826,0.8993356330481808,0.08966265926498457,0.011001707686834592,3.7,3.7000000000000006,4.440892098500626e-16,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,2.857102671093006,True,
2025,annual,latam,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.6177794158605946,0.27463260041211984,0.10758798372728554,0.9015132011669416,0.08987976013487557,0.008607038698182842,3.6,3.5999999999999996,-4.440892098500626e-16,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,2.7712355236674204,True,
2021,annual,latam,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5193776350021326,0.2639476890170579,0.21667467598080944,0.8761159798006203,0.10317955116121354,0.020704469038166234,4.3,4.3,0.0,,0.3369579418966819,2.5491189317393945,11.0,45.0,,True,
2022,annual,latam,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5365896399041821,0.25620205470075774,0.20720830539506013,0.882837955459202,0.0978226027039257,0.019339441836872286,4.2,4.200000000000001,8.881784197001252e-16,,0.3231644030131107,2.5527634756316417,11.0,45.0,,True,
2023,annual,latam,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5660244698334972,0.25162504294630417,0.18235048722019867,0.8949837758811657,0.08921251522641692,0.015803708892417216,3.9,3.8999999999999995,-4.440892098500626e-16,,0.30774193467179195,2.4665200552682935,11.0,45.0,,True,
2024,annual,latam,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5857886393930094,0.26041116488847604,0.15380019571851453,0.8997613597582326,0.0875928463715783,0.012645793870188972,3.7,3.6999999999999997,-4.440892098500626e-16,,0.30774193467179195,2.4088809129751065,11.0,45.0,,True,
2025,annual,latam,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.6042626070164232,0.2686237301473553,0.12711366283622136,0.9019176861976043,0.08791322077549808,0.010169093026897709,3.6,3.5999999999999996,-4.440892098500626e-16,,0.30774193467179195,2.4119112182289766,11.0,45.0,,True,
2021,annual,na,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5031478004409858,0.2556996878771431,0.241152511681871,0.877001205238829,0.09995533253379231,0.023043462227378783,4.3,4.3,0.0,3.340009584466696,0.3369579418966819,2.4669698615830926,11.0,45.0,3.2835958402339673,True,
2022,annual,na,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5190142977755884,0.24781046747924795,0.23317523474516366,0.8836184359620112,0.09461854212844013,0.021763021909548614,4.2,4.200000000000001,8.881784197001252e-16,3.2923147317096393,0.3231644030131107,2.4669698615830926,11.0,45.0,3.242844198197178,True,
2023,annual,na,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5358892493891478,0.23822849113161615,0.225882259479236,0.8906253605731379,0.08879425578542055,0.020580383641441498,4.1,4.1,0.0,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,3.2059982934102926,True,
2024,annual,na,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5358892493891478,0.23822849113161615,0.225882259479236,0.8906253605731379,0.08879425578542055,0.020580383641441498,4.1,4.1,0.0,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,3.2059982934102926,True,
2025,annual,na,phi_common,regional_assumption,assumed (common m1/m2/m3/phi; regional ALOS solves the regional 28+ share -- ALL regional variation booked as long-tail),SOLVED from regional ALOS (never disclosed by region),SOLVED,0.5358892493891478,0.23822849113161615,0.225882259479236,0.8906253605731379,0.08879425578542055,0.020580383641441498,4.1,4.1,0.0,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,3.2059982934102926,True,
2021,annual,na,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5193776350021326,0.2639476890170579,0.21667467598080944,0.8761159798006203,0.10317955116121354,0.020704469038166234,4.3,4.3,0.0,,0.3369579418966819,2.5491189317393945,11.0,45.0,,True,
2022,annual,na,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5365896399041821,0.25620205470075774,0.20720830539506013,0.882837955459202,0.0978226027039257,0.019339441836872286,4.2,4.200000000000001,8.881784197001252e-16,,0.3231644030131107,2.5527634756316417,11.0,45.0,,True,
2023,annual,na,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5595509521158196,0.24874725362704833,0.1917017942571319,0.8898189510804302,0.09271488544280893,0.017466163476760905,4.1,4.1000000000000005,8.881784197001252e-16,,0.30774193467179195,2.578231111946157,11.0,45.0,,True,
2024,annual,na,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.5742784311837987,0.25529432491190135,0.17042724390429984,0.8893170269771117,0.09515515746716321,0.015527815555725095,4.1,4.1,0.0,,0.30774193467179195,2.64758404081942,11.0,45.0,,True,
2025,annual,na,s3_prop_alos,regional_assumption,assumed (28+ share allocated PROPORTIONAL TO REGIONAL ALOS and renormalised to the global share; regional m1 solves -- ALL regional variation booked as short-bucket),ALLOCATED from global (assumption),assumed,0.592041015584231,0.263190646185628,0.14476833823014099,0.888711664090045,0.09809833176009772,0.013190004149857291,4.1,4.1000000000000005,8.881784197001252e-16,,0.30774193467179195,2.731333751966379,11.0,45.0,,True,
2021,annual,total,global,A_disclosed,disclosed (28+ AND 7+ shares both disclosed for all 4 quarters; nights shares need NO bucket-mean assumption),disclosed x4,disclosed x4,0.5233466400532268,0.26596473719228214,0.21068862275449102,0.8816716143470634,0.09913231113530516,0.0191960745176314,4.1,4.1,0.0,,0.3369579418966819,2.4336966159529583,11.0,45.0,,True,
2022,annual,total,global,A_disclosed,disclosed (28+ AND 7+ shares both disclosed for all 4 quarters; nights shares need NO bucket-mean assumption),disclosed x4,disclosed x4,0.5399796799593599,0.25782067564135125,0.2021996443992888,0.8854805684480056,0.09609679728450363,0.018422634267490755,4.1,4.1,0.0,,0.3231644030131107,2.5002431072132265,11.0,45.0,,True,
2023,annual,total,global,B_solved,solved (28+ disclosed; 7+ NOT disclosed; s1/s2 split from the ALOS identity with calibrated m1),disclosed x4,disclosed x2 (not used),0.5661256185478359,0.25167000840441756,0.18220437304774656,0.8949804968106594,0.08922845752520257,0.015791045664138033,3.9,3.8999999999999995,-4.440892098500626e-16,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,,True,
2024,annual,total,global,C_alos_only,alos_only (no stay-length disclosure; phi held at its 2023 value),SOLVED from ALOS,SOLVED from ALOS,0.5824373440150228,0.25892135324895504,0.15864130273602214,0.8971580649294203,0.08944555839509359,0.013396376675486318,3.8,3.800000000000001,1.3322676295501878e-15,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,,True,
2025,annual,total,global,C_alos_only,alos_only (no stay-length disclosure; phi held at its 2023 value),SOLVED from ALOS,SOLVED from ALOS,0.5996307843723279,0.2665646626796838,0.13380455294798826,0.8993356330481808,0.08966265926498457,0.011001707686834592,3.7,3.7000000000000006,4.440892098500626e-16,3.2405750131240953,0.30774193467179195,2.4669698615830926,11.0,45.0,,True,
1Q21,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.5,0.26,0.24,0.8812242424242424,0.0969090909090909,0.021866666666666663,4.1,4.1,0.0,,0.34210526315789475,2.3263091291729134,11.0,45.0,,True,64.4
2Q21,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.51,0.3,0.19,0.8708707070707071,0.1118181818181818,0.01731111111111111,4.1,4.1,0.0,,0.37037037037037035,2.401045279193469,11.0,45.0,,True,83.1
3Q21,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.55,0.25,0.2,0.8885959595959596,0.09318181818181817,0.01822222222222222,4.1,4.1,0.0,,0.3125,2.5377112912209707,11.0,45.0,,True,79.7
4Q21,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.53,0.25,0.22,0.8867737373737373,0.09318181818181817,0.02004444444444444,4.1,4.099999999999999,-8.881784197001252e-16,,0.3205128205128205,2.450455971368233,11.0,45.0,,True,73.4
1Q22,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.52,0.27,0.21,0.8802303030303031,0.10063636363636365,0.019133333333333332,4.1,4.1000000000000005,8.881784197001252e-16,,0.34177215189873417,2.42209339153665,11.0,45.0,,True,102.1
2Q22,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.55,0.26,0.19,0.885779797979798,0.0969090909090909,0.01731111111111111,4.1,4.1,0.0,,0.32098765432098764,2.54577944218528,11.0,45.0,,True,103.7
3Q22,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.55,0.25,0.2,0.8892752525252525,0.09261363636363636,0.01811111111111111,4.074999999999999,4.074999999999999,0.0,,0.3125,2.5203107740101602,11.0,45.0,,True,99.7
4Q22,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.54,0.25,0.21,0.8897393939393938,0.09147727272727273,0.01878333333333333,4.0249999999999995,4.0249999999999995,0.0,,0.3164556962025316,2.442850136573869,11.0,45.0,,True,88.2
1Q23,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.55,0.27,0.18,0.8865318181818183,0.09756818181818183,0.0159,3.9749999999999996,3.975,4.440892098500626e-16,,0.32926829268292684,2.4660705404615535,11.0,45.0,,True,121.1
2Q23,quarterly,total,global,A_disclosed,"disclosed (28+ AND 7+ both disclosed; shares need NO assumption. ALOS INTERPOLATED from annual (ignores ALOS seasonality) -- affects only the implied m1, not the shares)",disclosed,disclosed,0.55,0.27,0.18,0.8879590909090909,0.09634090909090907,0.0157,3.925,3.9249999999999994,-4.440892098500626e-16,,0.32926829268292684,2.431136774319046,11.0,45.0,,True,115.1
3Q23,quarterly,total,global,B_solved,solved (28+ disclosed; 7+ not; ALOS INTERPOLATED from annual (ignores ALOS seasonality)),disclosed,not disclosed,0.5682660742957458,0.25173392570425424,0.18,0.8954849421658829,0.08896505783411714,0.015550000000000001,3.8874999999999997,3.8875,4.440892098500626e-16,3.2381024937782517,0.3069925923222612,2.4669698615830926,11.0,45.0,,True,113.2
4Q23,quarterly,total,global,B_solved,solved (28+ disclosed; 7+ not; ALOS INTERPOLATED from annual (ignores ALOS seasonality)),disclosed,not disclosed,0.5757453067024875,0.23425469329751258,0.19,0.9014363254974265,0.0822553411692402,0.016308333333333334,3.8625,3.8624999999999994,-4.440892098500626e-16,3.180493548960972,0.2892033250586575,2.4669698615830926,11.0,45.0,,True,98.8
1Q24,quarterly,total,global,B_solved,solved (28+ disclosed; 7+ not; ALOS INTERPOLATED from annual (ignores ALOS seasonality)),disclosed,not disclosed,0.5767404059628879,0.25325959403711207,0.17,0.8971497148580125,0.08835306291976523,0.014497222222222222,3.8375,3.8375,0.0,3.231979728339454,0.3051320410085688,2.4669698615830926,11.0,45.0,,True,132.6
2Q24,quarterly,total,global,B_solved,solved (28+ disclosed; 7+ not; ALOS INTERPOLATED from annual (ignores ALOS seasonality)),disclosed,not disclosed,0.5821745984447174,0.24782540155528254,0.17,0.8997031910013573,0.08589403122086497,0.014402777777777778,3.8125,3.8125,0.0,3.2106168003043836,0.2985848211509428,2.4669698615830926,11.0,45.0,,True,125.1
3Q24,quarterly,total,global,C_alos_only,alos_only (28+ discontinued after 1Q24; phi held at 2Q24; ALOS INTERPOLATED from annual (ignores ALOS seasonality)),SOLVED from ALOS,SOLVED from ALOS,0.5863730360302201,0.2496126308217459,0.1640143331480341,0.9002492930899773,0.0859461672033966,0.013804539706626201,3.7874999999999996,3.7874999999999996,0.0,3.2106168003043836,0.2985848211509428,2.4669698615830926,11.0,45.0,,True,122.8
4Q24,quarterly,total,global,C_alos_only,alos_only (28+ discontinued after 1Q24; phi held at 2Q24; ALOS INTERPOLATED from annual (ignores ALOS seasonality)),SOLVED from ALOS,SOLVED from ALOS,0.5906272668062275,0.25142361064324525,0.15794912255052732,0.9007953951785972,0.08599830318592823,0.013206301635474647,3.7625,3.7625000000000006,4.440892098500626e-16,3.2106168003043836,0.2985848211509428,2.4669698615830926,11.0,45.0,,True,111.0
1Q25,quarterly,total,global,C_alos_only,alos_only (28+ discontinued after 1Q24; phi held at 2Q24; ALOS INTERPOLATED from annual (ignores ALOS seasonality)),SOLVED from ALOS,SOLVED from ALOS,0.5949384103685361,0.2532588176195474,0.15180277201191647,0.9013414972672172,0.08605043916845986,0.012608063564323065,3.7375,3.737500000000001,1.3322676295501878e-15,3.2106168003043836,0.2985848211509428,2.4669698615830926,11.0,45.0,,True,143.1
2Q25,quarterly,total,global,C_alos_only,alos_only (28+ discontinued after 1Q24; phi held at 2Q24; ALOS INTERPOLATED from annual (ignores ALOS seasonality)),SOLVED from ALOS,SOLVED from ALOS,0.5993076164704046,0.25511874118812294,0.14557364234147255,0.9018875993558372,0.08610257515099148,0.012009825493171485,3.7125000000000004,3.7125,-4.440892098500626e-16,3.2106168003043836,0.2985848211509428,2.4669698615830926,11.0,45.0,,True,134.4
3Q25,quarterly,total,global,C_alos_only,"alos_only (28+ discontinued after 1Q24; phi held at 2Q24; ALOS HELD FLAT at the FY2025 level -- beyond the last annual anchor (mid-2025), so this quarter carries no new ALOS information)",SOLVED from ALOS,SOLVED from ALOS,0.6015143607684765,0.2560581282607649,0.1424275109707586,0.902160650400147,0.08612864314225731,0.01171070645759571,3.7,3.7000000000000006,4.440892098500626e-16,3.2106168003043836,0.2985848211509428,2.4669698615830926,11.0,45.0,,True,133.6
4Q25,quarterly,total,global,C_alos_only,"alos_only (28+ discontinued after 1Q24; phi held at 2Q24; ALOS HELD FLAT at the FY2025 level -- beyond the last annual anchor (mid-2025), so this quarter carries no new ALOS information)",SOLVED from ALOS,SOLVED from ALOS,0.6015143607684765,0.2560581282607649,0.1424275109707586,0.902160650400147,0.08612864314225731,0.01171070645759571,3.7,3.7000000000000006,4.440892098500626e-16,3.2106168003043836,0.2985848211509428,2.4669698615830926,11.0,45.0,,True,121.9
