scenario,year,revenue,nights,gbv,cor,ops,pd,bpm,fop,ga,nb_cost,ai_cost,cash_costs,addbacks,adj_uncapped,adj_ebitda,margin,sbc,da,op_income,pretax,net_income,eps,interest_income,interest_expense,cash_taxes,d_unearned,capex,wc_resid,fcf,sbc_adj_fcf,buybacks,withholding,price,opening_cash,delta_fcf,delta_buybacks,delta_withholding,net_cash,opening_shares,buyback_shares,issuance_shares,shares
nights_case_a,2027,15965.56432735218,635.7957765036467,118035.82423647701,2696.85355265379,1331.7028825897698,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,60.669144443938286,10294.40347523269,143.69007894616962,5814.85093106566,5814.85093106566,0.36421205112704136,1965.1829999999998,111.75895029146527,3705.9778521194903,4200.97785211949,3360.7822816955922,5.848926100033302,620.0,125.0,542.8291871299741,0.0,47.89669298205654,-175.62120760087396,5543.503843352755,3578.320843352755,4000.0,687.8140499999998,191.037,9428.010887788307,5543.503843352755,4000.0,687.8140499999998,10283.700681141063,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
nights_case_a,2028,18087.078774584817,683.1703546661449,130001.71337901974,2955.396015751281,1359.3845162533637,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,139.2705065643031,11400.794976348454,162.78370897126334,6849.0675072076265,6849.0675072076265,0.37867184593852937,2122.3976399999997,126.60955142209373,4563.886158236364,5028.886158236364,4023.1089265890914,7.164491946760882,590.0,125.0,723.4831509833928,0.0,54.26123632375445,-198.957866520433,6337.365253380047,4214.967613380048,4000.0,742.8391739999998,200.58885,10283.700681141063,6337.365253380047,4000.0,742.8391739999998,11878.22676052111,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
adr_mean_reversion,2026,14224.22909298,583.1,104259.2874877,2382.0906210223684,1285.6096904315198,1484.0700000000002,1993.75,921.5799999999999,1090.38,8.422559940396688,0.0,9165.902871394284,128.01806183681998,5186.344283422536,5186.344283422536,0.3646133825264472,1786.5299999999997,99.56960365086,3271.7962215857165,3811.7962215857165,3087.5549394844306,5.243363812480045,660.0,120.0,369.82995641748,0.0,42.67268727894,-156.46652002278,5157.375119703335,3370.8451197033355,4200.0,625.2854999999998,181.94,9593.0,2200.3751197033353,2061.0,320.28549999999984,9412.089619703336,597.0,11.327910300098933,3.1779405298450034,588.850030229746
adr_mean_reversion,2027,15824.41291151889,634.815255449984,116559.886313542,2663.1316851045854,1329.6491370918313,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,60.13276906377178,10258.09148680538,142.41971620367,5708.741140917179,5708.741140917179,0.3607553198236933,1965.1829999999998,110.77089038063222,3601.1384247135093,4096.138424713509,3276.9107397708076,5.702960545142787,620.0,125.0,538.0300389916423,0.0,47.47323873455667,-174.06854202670777,5444.169321164272,3478.9863211642723,4000.0,687.8140499999998,191.037,9412.089619703336,5444.169321164272,4000.0,687.8140499999998,10168.44489086761,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
adr_mean_reversion,2028,17927.171067912208,682.1167727759473,128376.15215585908,2918.4412938678693,1357.2880802790019,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,138.039217222924,11360.512529149302,161.34453961120985,6728.003078374116,6728.003078374116,0.3752964175377647,2122.3976399999997,125.49019747538546,4444.2608987629055,4909.2608987629055,3927.4087190103246,6.994065697058832,590.0,125.0,717.0868427164884,0.0,53.78151320373662,-197.19888174703428,6224.935840706856,4102.5382007068565,4000.0,742.8391739999998,200.58885,10168.44489086761,6224.935840706856,4000.0,742.8391739999998,11650.541557574466,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
review_with_k_fx_down_sensitivity,2026,14193.8295179422,583.1,105416.882,2408.539056429354,1285.6096904315198,1484.0700000000002,1993.75,921.5799999999999,1090.38,8.422559940396688,0.0,9192.35130680127,127.7444656614798,5129.222676802409,5129.222676802409,0.3613698945952985,1786.5299999999997,99.35680662559541,3214.9482111409297,3754.9482111409297,3041.5080510241532,5.165165823015203,660.0,120.0,369.0395674664972,0.0,42.5814885538266,-156.1321246973642,5101.469496084722,3314.939496084722,4200.0,625.2854999999998,181.94,9593.0,2144.469496084722,2061.0,320.28549999999984,9356.183996084723,597.0,11.327910300098933,3.1779405298450034,588.850030229746
review_with_k_fx_down_sensitivity,2027,15833.198805201311,634.815255449984,117859.51573801387,2692.825299337316,1329.6491370918313,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,60.16615545976498,10287.818487434106,142.49878924681178,5687.879107014017,5687.879107014017,0.3592375221831681,1965.1829999999998,110.83239163640918,3580.1973177672053,4075.1973177672053,3260.1578542137645,5.673804717310934,620.0,125.0,538.3287593768446,0.0,47.49959641560393,-174.16518685721442,5422.885564364354,3457.7025643643537,4000.0,687.8140499999998,191.037,9356.183996084723,5422.885564364354,4000.0,687.8140499999998,10091.255510449077,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
review_with_k_fx_down_sensitivity,2028,17937.124436792932,682.1167727759473,129807.53159538114,2950.9815810889954,1357.2880802790019,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,138.11585816330557,11393.129457310812,161.43411993113637,6705.429099413257,6705.429099413257,0.37382965831797255,2122.3976399999997,125.55987105755052,4421.597339482121,4886.597339482121,3909.277871585697,6.961777654967009,590.0,125.0,717.4849774717173,0.0,53.8113733103788,-197.30836880472225,6201.824379826438,4079.4267398264387,4000.0,742.8391739999998,200.58885,10091.255510449077,6201.824379826438,4000.0,742.8391739999998,11550.240716275515,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
review_with_k_fx_up_sensitivity,2026,14353.5836496178,583.1,105416.882,2408.539056429354,1285.6096904315198,1484.0700000000002,1993.75,921.5799999999999,1090.38,8.422559940396688,0.0,9192.35130680127,129.1822528465602,5290.414595663089,5290.414595663089,0.368577961072736,1786.5299999999997,100.4750855473246,3374.7023428165294,3914.7023428165294,3170.908897681389,5.384917610421495,660.0,120.0,373.1931748900628,0.0,43.0607509488534,-157.88942014579578,5256.271249678377,3469.7412496783772,4200.0,625.2854999999998,181.94,9593.0,2299.271249678377,2061.0,320.28549999999984,9510.985749678377,597.0,11.327910300098933,3.1779405298450034,588.850030229746
review_with_k_fx_up_sensitivity,2027,16071.267676283049,634.815255449984,117859.51573801387,2692.825299337316,1329.6491370918313,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,61.07081716987558,10288.723149144216,144.64140908654744,5927.18593622538,5927.18593622538,0.368806372690335,1965.1829999999998,112.49887373398134,3817.3615271388326,4312.361527138833,3449.889221711066,6.0040030623194935,620.0,125.0,546.4231009936237,0.0,48.21380302884915,-176.78394443911353,5650.765087763793,3685.5820877637934,4000.0,687.8140499999998,191.037,9510.985749678377,5650.765087763793,4000.0,687.8140499999998,10473.936787442171,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
review_with_k_fx_up_sensitivity,2028,18206.82805244621,682.1167727759473,129807.53159538114,2950.9815810889954,1357.2880802790019,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,140.19257600383582,11395.206175151341,163.86145247201588,6975.483329766885,6918.594659929559,0.38,2122.3976399999997,127.44779636712347,4632.335567457543,5097.335567457543,4077.868453966035,7.262009612839381,590.0,125.0,728.2731220978484,0.0,54.62048415733863,-200.2751085769083,6400.425945097463,4278.028305097463,4000.0,742.8391739999998,200.58885,10473.936787442171,6400.425945097463,4000.0,742.8391739999998,12131.523558539635,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
