feature,n,r,perm_p,knowable_before_print,wf_start,wf_n,wf_rmse,wf_rmse_naive,wf_rmse_prior,wf_rmse_ar1,wf_ratio_vs_naive,wf_ratio_vs_prior,wf_ratio_vs_ar1,sign_acc,wf_first_t,wf_last_t,target,window,source,region,asset,vintage,last_period,ols_slope_window,role,jk_ratio_min,jk_ratio_max,jk_n_below_1,wf_slope_min,wf_slope_max,wf_first_scored,wf_last_scored,wf_first_scored_q,wf_last_scored_q
eu_core_flt_da_full,14,0.8284759234719272,0.00999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,1.967347640341817,2.1591433023308118,3.668825534145771,2.1062914888331665,0.9111704805410786,0.5362336317253863,0.9340338935859628,0.5,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full,2026-09-13,0.41868805105964374,primary,0.8346821841719182,1.1477587738405761,9,0.3678469448217333,0.46336357994706023,4,13,1Q24,2Q26
eu_core_flt_da_lag1,16,0.5802827778703866,0.03196803196803197,yes (prior quarter already published),1Q23,12,5.505733134211192,3.0475810079471226,6.282567150456889,3.137906604783577,1.8065912341145287,0.8763508614167055,1.7545879554917234,0.4166666666666667,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",lag1,2026-09-13,0.08530706021798179,reported,1.6379700096190974,2.0551314652381074,0,0.009857287683659788,0.08452019533592375,6,17,3Q23,2Q26
eu_core_flt_da_lag1,14,0.7109955852876932,0.012987012987012988,yes (prior quarter already published),1Q24,10,3.0246165817312693,3.262368771307131,4.718178674022424,3.068738699827573,0.9271228342832004,0.6410559647485056,0.9856220674315533,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",lag1,2026-09-13,0.465943579358901,reported,0.8192078605127701,1.058614927929236,9,0.24081047251749604,0.4815627105363345,4,13,1Q24,2Q26
eu_core_flt_da_lag1,18,0.7045701800850327,0.005994005994005994,yes (prior quarter already published),1Q23,14,5.8694816073966045,2.8766200777003164,12.303396798677765,3.991395294312871,2.0404090386829603,0.47706188001897104,1.470533779442923,0.42857142857142855,4,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",lag1,2026-09-13,0.14345940370430094,reported,1.7650888323499734,2.325376118360233,0,0.019857197530172305,0.14327407321750937,4,17,1Q23,2Q26
eu_core_flt_da_lag1,14,0.5669217970610638,0.06493506493506493,yes (prior quarter already published),1Q24,10,2.3311113521211233,2.1591433023308118,3.668825534145771,2.1062914888331665,1.0796464271753852,0.6353835390714174,1.1067372984602912,0.5,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",lag1,2026-09-13,0.245547761295345,reported,0.961020030881683,1.3311091214242745,2,0.06520955178165004,0.2609398796647207,4,13,1Q24,2Q26
eu_core_flt_da_vs2019,16,-0.8620737165843927,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,12,4.028016196190138,3.0475810079471226,6.282567150456889,3.137906604783577,1.3217093116430219,0.6411417657346022,1.2836635067626405,0.3333333333333333,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",vs2019,2026-09-13,-0.9031557535868903,sensitivity,1.2111664283168837,1.5543800682202096,0,-2.1652261396332526,-0.955093323693482,6,17,3Q23,2Q26
eu_core_flt_da_vs2019,14,-0.7925083911110526,0.001998001998001998,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,3.294798193202014,3.262368771307131,4.718178674022424,3.068738699827573,1.009940452526429,0.6983199282686502,1.0736652792846595,0.4,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",vs2019,2026-09-13,-0.6824917169215845,sensitivity,0.8988578145439404,1.1624307030903658,4,-1.1752508466548308,-0.73340474719616,4,13,1Q24,2Q26
eu_core_flt_da_vs2019,18,-0.9040819902405277,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,14,6.270506287860894,2.8766200777003164,12.303396798677765,3.991395294312871,2.1798173267544545,0.5096565111624116,1.571006083209901,0.5714285714285714,4,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",vs2019,2026-09-13,-1.2369721147412236,sensitivity,1.9912556641465036,3.081016007800224,0,-2.066970317054344,-1.2926356143457776,4,17,1Q23,2Q26
eu_core_flt_da_vs2019,14,-0.7010641398156726,0.01098901098901099,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,2.4219824902522773,2.1591433023308118,3.668825534145771,2.1062914888331665,1.1217330909151462,0.660151993522417,1.1498800157019082,0.5,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",vs2019,2026-09-13,-0.39902275707971147,sensitivity,1.0253050408755575,1.4043543630776654,0,-0.7772929342015009,-0.447528430397175,4,13,1Q24,2Q26
eu_core_flt_da_full_s2019,16,-0.2036152875632668,0.45054945054945056,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,12,6.755896801826961,3.0475810079471226,6.282567150456889,3.137906604783577,2.216806307760066,1.0753401658963009,2.1529948633678084,0.4166666666666667,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full_s2019,2026-09-13,-0.15161881018230786,sensitivity,2.086110461743931,2.507645164431072,0,-0.19616734234631267,-0.0926356616802246,6,17,3Q23,2Q26
eu_core_flt_da_full_s2019,14,0.8734820505655895,0.001998001998001998,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,2.690310257954059,3.262368771307131,4.718178674022424,3.068738699827573,0.8246493411828898,0.5702010126845131,0.8766827420350983,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full_s2019,2026-09-13,0.6679104886412739,sensitivity,0.7252236685659605,0.9458390008695695,10,0.5430048110707688,0.7048194745896973,4,13,1Q24,2Q26
eu_core_flt_da_full_s2019,18,-0.7654471913913358,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,14,19.771127845531506,2.8766200777003164,12.303396798677765,3.991395294312871,6.873041038265062,1.606964984471304,4.953437679726271,0.42857142857142855,4,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full_s2019,2026-09-13,-0.7717094966178875,sensitivity,2.1586226636919172,9.643401249251976,0,-1.972154045933626,-0.5524393153103578,4,17,1Q23,2Q26
eu_core_flt_da_full_s2019,14,0.8284759234719272,0.005994005994005994,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,1.967347640341817,2.1591433023308118,3.668825534145771,2.1062914888331665,0.9111704805410786,0.5362336317253863,0.9340338935859628,0.5,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full_s2019,2026-09-13,0.41868805105964374,sensitivity,0.8346821841719182,1.1477587738405761,9,0.3678469448217333,0.46336357994706023,4,13,1Q24,2Q26
eu_core_flt_da_full_sdrop,14,0.8734820505655895,0.002997002997002997,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,10,2.690310257954059,3.262368771307131,4.718178674022424,3.2379843876826393,0.8246493411828898,0.5702010126845131,0.8308595520682731,0.6,8,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full_sdrop,2026-09-13,0.6679104886412739,sensitivity,0.7252236685659605,0.9458390008695695,10,0.5430048110707688,0.7048194745896973,8,17,1Q24,2Q26
eu_core_flt_da_full_sdrop,14,0.8734820505655895,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,2.690310257954059,3.262368771307131,4.718178674022424,3.068738699827573,0.8246493411828898,0.5702010126845131,0.8766827420350983,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full_sdrop,2026-09-13,0.6679104886412739,sensitivity,0.7252236685659605,0.9458390008695695,10,0.5430048110707688,0.7048194745896973,4,13,1Q24,2Q26
eu_core_flt_da_full_sdrop,14,0.8284759234719272,0.004995004995004995,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,10,1.967347640341817,2.1591433023308118,3.668825534145771,3.037306684303905,0.9111704805410786,0.5362336317253863,0.6477276893073104,0.5,8,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full_sdrop,2026-09-13,0.41868805105964374,sensitivity,0.8346821841719182,1.1477587738405761,9,0.3678469448217333,0.46336357994706023,8,17,1Q24,2Q26
