commit_a,date_a,commit_b,date_b,entry_date,days_before_commit_a,eu40_a,eu40_b,eu_core_a,eu_core_b,eu40_rev,eu40_rev_pct,eu_core_rev,eu_core_rev_pct
92e6aaf2b8,2022-11-30,3a12a0bcc4,2022-12-06,2022-11-24,6,26692,26692,23738,23738,0,0.0,0,0.0
92e6aaf2b8,2022-11-30,3a12a0bcc4,2022-12-06,2022-11-25,5,29201,29201,26266,26266,0,0.0,0,0.0
92e6aaf2b8,2022-11-30,3a12a0bcc4,2022-12-06,2022-11-26,4,24210,24210,21271,21271,0,0.0,0,0.0
92e6aaf2b8,2022-11-30,3a12a0bcc4,2022-12-06,2022-11-27,3,27755,27755,24584,24584,0,0.0,0,0.0
92e6aaf2b8,2022-11-30,3a12a0bcc4,2022-12-06,2022-11-28,2,27543,27543,24647,24647,0,0.0,0,0.0
92e6aaf2b8,2022-11-30,3a12a0bcc4,2022-12-06,2022-11-29,1,24090,24091,21433,21435,1,0.004151100041511001,2,0.009331404842999113
03de1e860e,2022-12-08,6792b789ed,2022-12-14,2022-12-01,7,26784,26784,23864,23864,0,0.0,0,0.0
03de1e860e,2022-12-08,6792b789ed,2022-12-14,2022-12-02,6,28978,28978,26051,26051,0,0.0,0,0.0
03de1e860e,2022-12-08,6792b789ed,2022-12-14,2022-12-03,5,24259,24259,21415,21415,0,0.0,0,0.0
03de1e860e,2022-12-08,6792b789ed,2022-12-14,2022-12-04,4,27738,27738,24592,24592,0,0.0,0,0.0
03de1e860e,2022-12-08,6792b789ed,2022-12-14,2022-12-05,3,27544,27544,24751,24751,0,0.0,0,0.0
03de1e860e,2022-12-08,6792b789ed,2022-12-14,2022-12-06,2,24671,24671,22071,22071,0,0.0,0,0.0
03de1e860e,2022-12-08,6792b789ed,2022-12-14,2022-12-07,1,25720,25719,23106,23107,-1,-0.0038880248833592537,1,0.004327880204275945
e09a4c4052,2022-12-16,ce41cce67f,2022-12-21,2022-12-09,7,28405,28405,25497,25497,0,0.0,0,0.0
e09a4c4052,2022-12-16,ce41cce67f,2022-12-21,2022-12-10,6,24873,24873,22051,22051,0,0.0,0,0.0
e09a4c4052,2022-12-16,ce41cce67f,2022-12-21,2022-12-11,5,26842,26842,23803,23803,0,0.0,0,0.0
e09a4c4052,2022-12-16,ce41cce67f,2022-12-21,2022-12-12,4,27007,27007,24153,24153,0,0.0,0,0.0
e09a4c4052,2022-12-16,ce41cce67f,2022-12-21,2022-12-13,3,25275,25275,22625,22625,0,0.0,0,0.0
e09a4c4052,2022-12-16,ce41cce67f,2022-12-21,2022-12-14,2,25415,25415,22661,22661,0,0.0,0,0.0
e09a4c4052,2022-12-16,ce41cce67f,2022-12-21,2022-12-15,1,27601,27605,24522,24526,4,0.014492228542444115,4,0.016311883206916237
4c1a59a7f9,2022-12-24,ff603ca5f6,2022-12-29,2022-12-17,7,27011,27011,23966,23966,0,0.0,0,0.0
4c1a59a7f9,2022-12-24,ff603ca5f6,2022-12-29,2022-12-18,6,28404,28404,25171,25171,0,0.0,0,0.0
4c1a59a7f9,2022-12-24,ff603ca5f6,2022-12-29,2022-12-19,5,28937,28937,25777,25777,0,0.0,0,0.0
4c1a59a7f9,2022-12-24,ff603ca5f6,2022-12-29,2022-12-20,4,27586,27586,24564,24564,0,0.0,0,0.0
4c1a59a7f9,2022-12-24,ff603ca5f6,2022-12-29,2022-12-21,3,28451,28451,25320,25320,0,0.0,0,0.0
4c1a59a7f9,2022-12-24,ff603ca5f6,2022-12-29,2022-12-22,2,29897,29897,26545,26545,0,0.0,0,0.0
4c1a59a7f9,2022-12-24,ff603ca5f6,2022-12-29,2022-12-23,1,30900,30899,27552,27554,-1,-0.003236245954692557,2,0.007259001161440186
7adfd44779,2023-01-08,30528f9f91,2023-01-14,2023-01-01,7,25615,25615,22499,22499,0,0.0,0,0.0
7adfd44779,2023-01-08,30528f9f91,2023-01-14,2023-01-02,6,29676,29676,26433,26433,0,0.0,0,0.0
7adfd44779,2023-01-08,30528f9f91,2023-01-14,2023-01-03,5,26990,26990,23903,23903,0,0.0,0,0.0
7adfd44779,2023-01-08,30528f9f91,2023-01-14,2023-01-04,4,26645,26645,23598,23598,0,0.0,0,0.0
7adfd44779,2023-01-08,30528f9f91,2023-01-14,2023-01-05,3,27458,27458,24239,24239,0,0.0,0,0.0
7adfd44779,2023-01-08,30528f9f91,2023-01-14,2023-01-06,2,28954,28954,25672,25672,0,0.0,0,0.0
7adfd44779,2023-01-08,30528f9f91,2023-01-14,2023-01-07,1,27460,27459,24304,24303,-1,-0.003641660597232338,-1,-0.004114549045424622
399c5119fe,2023-01-15,7a57153ee3,2023-01-23,2023-01-08,7,29184,29184,25709,25709,0,0.0,0,0.0
399c5119fe,2023-01-15,7a57153ee3,2023-01-23,2023-01-09,6,27064,27064,24082,24082,0,0.0,0,0.0
399c5119fe,2023-01-15,7a57153ee3,2023-01-23,2023-01-10,5,23319,23319,20562,20562,0,0.0,0,0.0
399c5119fe,2023-01-15,7a57153ee3,2023-01-23,2023-01-11,4,23392,23392,20656,20656,0,0.0,0,0.0
399c5119fe,2023-01-15,7a57153ee3,2023-01-23,2023-01-12,3,25040,25040,22074,22074,0,0.0,0,0.0
399c5119fe,2023-01-15,7a57153ee3,2023-01-23,2023-01-13,2,27519,27519,24541,24541,0,0.0,0,0.0
399c5119fe,2023-01-15,7a57153ee3,2023-01-23,2023-01-14,1,24583,24586,21669,21673,3,0.012203555302444779,4,0.018459550509945084
7a57153ee3,2023-01-23,e6e4408db2,2023-01-29,2023-01-16,7,26097,26097,23251,23251,0,0.0,0,0.0
7a57153ee3,2023-01-23,e6e4408db2,2023-01-29,2023-01-17,6,22430,22430,19830,19830,0,0.0,0,0.0
7a57153ee3,2023-01-23,e6e4408db2,2023-01-29,2023-01-18,5,22964,22964,20370,20370,0,0.0,0,0.0
7a57153ee3,2023-01-23,e6e4408db2,2023-01-29,2023-01-19,4,24450,24450,21578,21578,0,0.0,0,0.0
7a57153ee3,2023-01-23,e6e4408db2,2023-01-29,2023-01-20,3,28017,28017,25051,25051,0,0.0,0,0.0
7a57153ee3,2023-01-23,e6e4408db2,2023-01-29,2023-01-21,2,24443,24443,21514,21514,0,0.0,0,0.0
7a57153ee3,2023-01-23,e6e4408db2,2023-01-29,2023-01-22,1,26540,26544,23408,23412,4,0.015071590052750565,4,0.017088174982911826
15390321ef,2023-01-30,7ff8927c36,2023-02-05,2023-01-23,7,25687,25687,22860,22860,0,0.0,0,0.0
15390321ef,2023-01-30,7ff8927c36,2023-02-05,2023-01-24,6,22192,22192,19619,19619,0,0.0,0,0.0
15390321ef,2023-01-30,7ff8927c36,2023-02-05,2023-01-25,5,22600,22600,20029,20029,0,0.0,0,0.0
15390321ef,2023-01-30,7ff8927c36,2023-02-05,2023-01-26,4,24848,24848,21978,21978,0,0.0,0,0.0
15390321ef,2023-01-30,7ff8927c36,2023-02-05,2023-01-27,3,27254,27254,24376,24376,0,0.0,0,0.0
15390321ef,2023-01-30,7ff8927c36,2023-02-05,2023-01-28,2,24315,24315,21449,21449,0,0.0,0,0.0
15390321ef,2023-01-30,7ff8927c36,2023-02-05,2023-01-29,1,26792,26793,23736,23738,1,0.0037324574499850703,2,0.008426019548365353
063bdb338e,2023-02-06,3d2ba16a41,2023-02-12,2023-01-30,7,25957,25957,23156,23156,0,0.0,0,0.0
063bdb338e,2023-02-06,3d2ba16a41,2023-02-12,2023-01-31,6,22276,22276,19732,19732,0,0.0,0,0.0
063bdb338e,2023-02-06,3d2ba16a41,2023-02-12,2023-02-01,5,23513,23513,20851,20851,0,0.0,0,0.0
063bdb338e,2023-02-06,3d2ba16a41,2023-02-12,2023-02-02,4,25244,25244,22363,22363,0,0.0,0,0.0
063bdb338e,2023-02-06,3d2ba16a41,2023-02-12,2023-02-03,3,28163,28163,25158,25158,0,0.0,0,0.0
063bdb338e,2023-02-06,3d2ba16a41,2023-02-12,2023-02-04,2,25080,25080,22204,22204,0,0.0,0,0.0
063bdb338e,2023-02-06,3d2ba16a41,2023-02-12,2023-02-05,1,27103,27101,24239,24239,-2,-0.007379256908829281,0,0.0
dbb726a0d9,2023-02-15,326dcef0f7,2023-02-20,2023-02-08,7,24056,24056,21456,21456,0,0.0,0,0.0
dbb726a0d9,2023-02-15,326dcef0f7,2023-02-20,2023-02-09,6,26355,26355,23519,23519,0,0.0,0,0.0
dbb726a0d9,2023-02-15,326dcef0f7,2023-02-20,2023-02-10,5,30126,30126,27085,27085,0,0.0,0,0.0
dbb726a0d9,2023-02-15,326dcef0f7,2023-02-20,2023-02-11,4,27014,27014,24059,24059,0,0.0,0,0.0
dbb726a0d9,2023-02-15,326dcef0f7,2023-02-20,2023-02-12,3,28827,28827,25597,25597,0,0.0,0,0.0
dbb726a0d9,2023-02-15,326dcef0f7,2023-02-20,2023-02-13,2,27919,27919,24970,24970,0,0.0,0,0.0
dbb726a0d9,2023-02-15,326dcef0f7,2023-02-20,2023-02-14,1,24384,24384,21647,21647,0,0.0,0,0.0
b14eb99292,2023-02-22,6531db57fd,2023-03-01,2023-02-15,7,25653,25653,22783,22783,0,0.0,0,0.0
b14eb99292,2023-02-22,6531db57fd,2023-03-01,2023-02-16,6,27421,27421,24407,24407,0,0.0,0,0.0
b14eb99292,2023-02-22,6531db57fd,2023-03-01,2023-02-17,5,27445,27445,24455,24455,0,0.0,0,0.0
b14eb99292,2023-02-22,6531db57fd,2023-03-01,2023-02-18,4,28902,28902,25813,25813,0,0.0,0,0.0
b14eb99292,2023-02-22,6531db57fd,2023-03-01,2023-02-19,3,29993,29993,26739,26739,0,0.0,0,0.0
b14eb99292,2023-02-22,6531db57fd,2023-03-01,2023-02-20,2,28653,28653,25666,25666,0,0.0,0,0.0
b14eb99292,2023-02-22,6531db57fd,2023-03-01,2023-02-21,1,25210,25206,22465,22468,-4,-0.01586671955573185,3,0.013354106387714223
6531db57fd,2023-03-01,3254da7be8,2023-03-06,2023-02-22,7,26190,26190,23344,23344,0,0.0,0,0.0
6531db57fd,2023-03-01,3254da7be8,2023-03-06,2023-02-23,6,27801,27801,24772,24772,0,0.0,0,0.0
6531db57fd,2023-03-01,3254da7be8,2023-03-06,2023-02-24,5,30392,30392,27273,27273,0,0.0,0,0.0
6531db57fd,2023-03-01,3254da7be8,2023-03-06,2023-02-25,4,27930,27930,24847,24847,0,0.0,0,0.0
6531db57fd,2023-03-01,3254da7be8,2023-03-06,2023-02-26,3,29715,29715,26487,26487,0,0.0,0,0.0
6531db57fd,2023-03-01,3254da7be8,2023-03-06,2023-02-27,2,28516,28516,25535,25535,0,0.0,0,0.0
6531db57fd,2023-03-01,3254da7be8,2023-03-06,2023-02-28,1,25481,25481,22701,22702,0,0.0,1,0.004405092286683406
1e07737117,2023-03-08,11467b5fa6,2023-03-13,2023-03-01,7,26709,26709,23809,23809,0,0.0,0,0.0
1e07737117,2023-03-08,11467b5fa6,2023-03-13,2023-03-02,6,28108,28108,25042,25042,0,0.0,0,0.0
1e07737117,2023-03-08,11467b5fa6,2023-03-13,2023-03-03,5,30751,30751,27567,27567,0,0.0,0,0.0
1e07737117,2023-03-08,11467b5fa6,2023-03-13,2023-03-04,4,27838,27838,24828,24828,0,0.0,0,0.0
1e07737117,2023-03-08,11467b5fa6,2023-03-13,2023-03-05,3,29704,29704,26430,26430,0,0.0,0,0.0
1e07737117,2023-03-08,11467b5fa6,2023-03-13,2023-03-06,2,28907,28907,25884,25884,0,0.0,0,0.0
1e07737117,2023-03-08,11467b5fa6,2023-03-13,2023-03-07,1,24511,24511,21834,21835,0,0.0,1,0.004580012824035908
2ab5196f4d,2023-06-29,fdad020a09,2023-07-05,2023-06-22,7,41477,41477,36637,36637,0,0.0,0,0.0
2ab5196f4d,2023-06-29,fdad020a09,2023-07-05,2023-06-23,6,42538,42538,37754,37754,0,0.0,0,0.0
2ab5196f4d,2023-06-29,fdad020a09,2023-07-05,2023-06-24,5,40228,40228,35291,35291,0,0.0,0,0.0
2ab5196f4d,2023-06-29,fdad020a09,2023-07-05,2023-06-25,4,42175,42175,37082,37082,0,0.0,0,0.0
2ab5196f4d,2023-06-29,fdad020a09,2023-07-05,2023-06-26,3,42166,42166,37157,37157,0,0.0,0,0.0
2ab5196f4d,2023-06-29,fdad020a09,2023-07-05,2023-06-27,2,40925,40925,36112,36112,0,0.0,0,0.0
2ab5196f4d,2023-06-29,fdad020a09,2023-07-05,2023-06-28,1,41469,41461,36603,36599,-8,-0.019291518965974582,-4,-0.010928066005518672
4bdded9da4,2023-07-07,8afc77fddb,2023-07-13,2023-06-30,7,43225,43225,38263,38263,0,0.0,0,0.0
4bdded9da4,2023-07-07,8afc77fddb,2023-07-13,2023-07-01,6,41867,41867,36766,36766,0,0.0,0,0.0
4bdded9da4,2023-07-07,8afc77fddb,2023-07-13,2023-07-02,5,43383,43383,38122,38122,0,0.0,0,0.0
4bdded9da4,2023-07-07,8afc77fddb,2023-07-13,2023-07-03,4,42822,42822,37618,37618,0,0.0,0,0.0
4bdded9da4,2023-07-07,8afc77fddb,2023-07-13,2023-07-04,3,41452,41452,36414,36414,0,0.0,0,0.0
4bdded9da4,2023-07-07,8afc77fddb,2023-07-13,2023-07-05,2,41522,41522,36362,36362,0,0.0,0,0.0
4bdded9da4,2023-07-07,8afc77fddb,2023-07-13,2023-07-06,1,43248,43246,37942,37941,-2,-0.004624491305956345,-1,-0.002635601707869907
4c8788f763,2023-07-15,cb0e0eef26,2023-07-21,2023-07-08,7,41809,41809,36661,36661,0,0.0,0,0.0
4c8788f763,2023-07-15,cb0e0eef26,2023-07-21,2023-07-09,6,43079,43079,37840,37840,0,0.0,0,0.0
4c8788f763,2023-07-15,cb0e0eef26,2023-07-21,2023-07-10,5,43100,43100,37955,37955,0,0.0,0,0.0
4c8788f763,2023-07-15,cb0e0eef26,2023-07-21,2023-07-11,4,41501,41501,36492,36492,0,0.0,0,0.0
4c8788f763,2023-07-15,cb0e0eef26,2023-07-21,2023-07-12,3,42162,42162,37038,37038,0,0.0,0,0.0
4c8788f763,2023-07-15,cb0e0eef26,2023-07-21,2023-07-13,2,43252,43252,38003,38003,0,0.0,0,0.0
4c8788f763,2023-07-15,cb0e0eef26,2023-07-21,2023-07-14,1,44040,44039,38853,38857,-1,-0.002270663033605813,4,0.010295215298689934
6dd991e7cd,2023-07-27,493fcb4826,2023-08-01,2023-07-20,7,43407,43407,38106,38106,0,0.0,0,0.0
6dd991e7cd,2023-07-27,493fcb4826,2023-08-01,2023-07-21,6,43410,43410,38253,38253,0,0.0,0,0.0
6dd991e7cd,2023-07-27,493fcb4826,2023-08-01,2023-07-22,5,41980,41980,36785,36785,0,0.0,0,0.0
6dd991e7cd,2023-07-27,493fcb4826,2023-08-01,2023-07-23,4,43177,43177,37920,37920,0,0.0,0,0.0
6dd991e7cd,2023-07-27,493fcb4826,2023-08-01,2023-07-24,3,42251,42251,37060,37060,0,0.0,0,0.0
6dd991e7cd,2023-07-27,493fcb4826,2023-08-01,2023-07-25,2,41501,41501,36424,36424,0,0.0,0,0.0
6dd991e7cd,2023-07-27,493fcb4826,2023-08-01,2023-07-26,1,42431,42424,37253,37250,-7,-0.016497372204284603,-3,-0.008053042707969828
c2e0c0cf56,2023-08-03,f285c4c8da,2023-08-09,2023-07-27,7,43065,43065,37755,37755,0,0.0,0,0.0
c2e0c0cf56,2023-08-03,f285c4c8da,2023-08-09,2023-07-28,6,43657,43657,38516,38516,0,0.0,0,0.0
c2e0c0cf56,2023-08-03,f285c4c8da,2023-08-09,2023-07-29,5,41989,41989,36764,36764,0,0.0,0,0.0
c2e0c0cf56,2023-08-03,f285c4c8da,2023-08-09,2023-07-30,4,43404,43404,38019,38019,0,0.0,0,0.0
c2e0c0cf56,2023-08-03,f285c4c8da,2023-08-09,2023-07-31,3,42779,42779,37576,37576,0,0.0,0,0.0
