grid_row,quarter,gbv_share,differential_pp,L,source_date,share_path,adr_ratio,delta_scenario,lead_time,lead_uplift,rebook_offset,basis
0,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
9,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
10,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
10,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
11,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
11,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
12,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
12,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
13,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
13,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
14,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
14,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
15,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
15,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
16,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
16,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
17,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
17,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
18,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
18,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
19,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
19,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
20,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
20,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
21,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
21,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
22,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
22,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
23,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
23,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
24,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
24,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
25,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
25,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
26,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
26,2026Q4,0.23,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
27,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
27,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
28,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
28,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
29,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
29,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
30,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
30,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
31,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
31,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
32,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
32,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
33,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
33,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
34,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
34,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
35,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
35,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_1.8,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
36,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
36,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
37,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
37,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
38,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
38,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
39,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
39,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
40,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
40,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
41,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
41,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
42,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
42,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
43,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
43,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
44,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
44,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
45,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
45,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
46,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
46,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
47,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
47,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
48,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
48,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
49,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
49,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
50,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
50,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
51,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
51,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
52,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
52,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
53,2026Q3,0.22,1.0,0.0022,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
53,2026Q4,0.23,1.0,0.0023,2026-09-11,share_central,adr_equal,delta_1pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
54,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
54,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
55,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
55,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
56,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
56,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
57,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
57,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
58,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
58,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
59,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
59,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
60,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
60,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
61,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
61,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
62,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
62,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_1.8,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
63,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
63,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
64,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
64,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
65,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
65,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
66,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
66,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
67,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
67,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
68,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
68,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
69,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
69,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
70,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
70,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
71,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
71,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
72,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
72,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
73,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
73,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
74,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
74,2026Q4,0.23,2.0,0.0046,2026-09-11,share_central,adr_equal,delta_2pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
75,2026Q3,0.22,2.0,0.0044,2026-09-11,share_central,adr_equal,delta_2pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
