quarter,season,gbv_musd,revenue_musd,nights_m,unearned_fees_musd,funds_held_for_clients_musd,next_revenue_musd,next_revenue_basis,paid_backlog_musd,cov_uf,cov_fp,cov_total,kernel_fee_stock_musd,carried_next_revenue_musd,alloc_factor,booked_share_next,paid_share_next,unpaid_share_next,unbooked_share_next,unpaid_share_stock,norm_unpaid_share_stock,excess_unpaid_pp,basis
2023Q1,1,20400.0,1818.0,121.1,2172.0,7760.0,2484.0,subsequent actual; retrospective,9932.0,0.8743961352657005,3.1239935587761676,3.998389694041868,3416.135606009041,1425.4892541024453,0.41728122607164225,0.5738684597835931,0.36486909139597706,0.20899936838761607,0.42613154021640687,0.36419385806013826,0.36965222460731884,-0.5458366547180571,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2023Q2,2,19100.0,2484.0,115.1,2347.0,9144.0,3397.0,subsequent actual; retrospective,11491.0,0.690903738592876,2.691786870768325,3.3826906093612013,3653.617628817029,2193.7406552192847,0.6004297324155334,0.6457876524048527,0.4148391468882122,0.23094850551664048,0.3542123475951473,0.35762298126421255,0.3615912776042455,-0.39682963400329285,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2023Q3,3,18300.0,3397.0,113.2,1467.0,5986.0,2218.0,subsequent actual; retrospective,7453.0,0.6614066726780884,2.6988277727682597,3.360234445446348,2805.316316383692,1485.6078381987177,0.5295687440031009,0.6697961398551477,0.3502603009254054,0.31953583892974236,0.33020386014485226,0.4770643184041733,0.48073527869052435,-0.3670960286351055,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2023Q4,4,15500.0,2218.0,98.8,1427.0,5869.0,2142.0,subsequent actual; retrospective,7296.0,0.6661998132586368,2.7399626517273576,3.4061624649859943,2690.921896999879,1215.2859151945593,0.4516243732489921,0.5673603712392901,0.30087207312152736,0.2664882981177627,0.43263962876070994,0.4696984696616544,0.4747605277034028,-0.5062058041748418,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2024Q1,1,22900.0,2142.0,132.6,2434.0,8737.0,2748.0,subsequent actual; retrospective,11171.0,0.8857350800582242,3.1794032023289667,4.065138282387191,3868.0741295886323,1624.456520448055,0.4199651987075064,0.5911413829869195,0.37197790889886123,0.2191634740880583,0.40885861701308046,0.3707462891206652,0.36965222460731884,0.10940645133463711,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2024Q2,2,21200.0,2748.0,125.1,2621.0,10342.0,3732.0,subsequent actual; retrospective,12963.0,0.7023043944265809,2.7711682743837085,3.4734726688102895,4089.428659952159,2464.436785353743,0.6026359646490504,0.6603528363756009,0.4232338862125298,0.23711895016307116,0.33964716362439906,0.3590791726806496,0.3615912776042455,-0.25121049235958814,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2024Q3,3,20100.0,3732.0,122.8,1657.0,6573.0,2480.0,subsequent actual; retrospective,8230.0,0.6681451612903225,2.6504032258064516,3.318548387096774,3102.769513396096,1649.0091198268824,0.5314636207128324,0.664923032188259,0.3550948465811142,0.3098281856071448,0.335076967811741,0.4659609768479541,0.48073527869052435,-1.4774301842570225,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2024Q4,4,17600.0,2480.0,111.0,1616.0,5931.0,2272.0,subsequent actual; retrospective,7547.0,0.7112676056338029,2.610475352112676,3.321742957746479,3010.7511142880735,1344.785053394468,0.4466609833714062,0.5918948298391145,0.31769548817261994,0.2741993416664945,0.40810517016088554,0.46325686227234975,0.4747605277034028,-1.1503665431053078,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2025Q1,1,24500.0,2272.0,143.1,2723.0,9175.0,3096.0,subsequent actual; retrospective,11898.0,0.8795219638242894,2.963501291989664,3.8430232558139537,4225.561459177062,1814.0416687911436,0.429301925038012,0.5859307715733668,0.3775804721829802,0.20835029939038663,0.4140692284266332,0.35558859424794387,0.36965222460731884,-1.4063630359374968,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2025Q2,2,23500.0,3096.0,134.4,2857.0,11067.0,4095.0,subsequent actual; retrospective,13924.0,0.6976800976800976,2.7025641025641027,3.4002442002442,4457.583926898755,2658.571002109079,0.5964152432590785,0.649223687938725,0.41610704517489305,0.23311664276383193,0.350776312061275,0.3590698353967545,0.3615912776042455,-0.25214422074909537,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2025Q3,3,22900.0,4095.0,133.6,1820.0,7209.0,2778.0,subsequent actual; retrospective,9029.0,0.6551475881929446,2.5950323974082075,3.250179985601152,3482.6501351611632,1839.6023687396207,0.528219113992193,0.6622038764361485,0.34606147856939934,0.3161423978667492,0.33779612356385147,0.47740946423957176,0.48073527869052435,-0.3325814450952591,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2025Q4,4,20400.0,2778.0,121.9,1743.0,6959.0,2678.0,subsequent actual; retrospective,8702.0,0.6508588498879762,2.5985810306198656,3.2494398805078415,3447.7415563456757,1528.0950930800145,0.4432162527575502,0.5706105650037395,0.2884712205214377,0.2821393444823018,0.4293894349962605,0.4944516659632001,0.4747605277034028,1.9691138259797292,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2026Q1,1,29200.0,2678.0,156.2,2733.0,10550.0,3608.0,subsequent actual; retrospective,13283.0,0.7574833702882483,2.9240576496674056,3.681541019955654,4970.2662848932905,2108.9553279688043,0.42431435401736883,0.5845219866875844,0.32141106694275745,0.2631109197448269,0.41547801331241563,0.4501300648002049,0.36965222460731884,8.047784019288606,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2026Q2,2,27200.0,3608.0,148.3,2831.0,12224.0,4730.0,Q3 guide midpoint 2026-08-06,15055.0,0.5985200845665962,2.584355179704017,3.182875264270613,5229.521361739344,3142.4467141075515,0.6009052256863467,0.6643650558366917,0.3596538464943018,0.3047112093423899,0.3356349441633083,0.4586502656414416,0.3615912776042455,9.705898803719615,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
