year,month,day,countyfips,freq,spend_all,provisional
2018,12,31,13025,d,.,0
2018,12,31,13029,d,.,0
2018,12,31,13031,d,.,0
2018,12,31,13035,d,.,0
2018,12,31,13045,d,.,0
2018,12,31,13047,d,.,0
2018,12,31,13051,d,.,0
2018,12,31,13057,d,.,0
2018,12,31,13059,d,.,0
2018,12,31,13063,d,.,0
2018,12,31,13067,d,.,0
2018,12,31,13069,d,.,0
2018,12,31,13071,d,.,0
2018,12,31,13073,d,.,0
2018,12,31,13077,d,.,0
2018,12,31,13085,d,.,0
2018,12,31,13087,d,.,0
2018,12,31,13089,d,.,0
2018,12,31,13091,d,.,0
2018,12,31,13095,d,.,0
2018,12,31,13103,d,.,0
2018,12,31,13107,d,.,0
2018,12,31,13111,d,.,0
2018,12,31,13113,d,.,0
2018,12,31,13115,d,.,0
2018,12,31,13117,d,.,0
2018,12,31,13119,d,.,0
2018,12,31,13121,d,.,0
2018,12,31,13123,d,.,0
2018,12,31,13127,d,.,0
2018,12,31,13129,d,.,0
2018,12,31,13131,d,.,0
2018,12,31,13133,d,.,0
2018,12,31,13135,d,.,0
2018,12,31,13137,d,.,0
2018,12,31,13139,d,.,0
2018,12,31,13143,d,.,0
2018,12,31,13145,d,.,0
2018,12,31,13151,d,.,0
2018,12,31,13153,d,.,0
2018,12,31,13157,d,.,0
2018,12,31,13159,d,.,0
2018,12,31,13169,d,.,0
2018,12,31,13175,d,.,0
2018,12,31,13179,d,.,0
2018,12,31,13185,d,.,0
2018,12,31,13187,d,.,0
2018,12,31,13191,d,.,0
2018,12,31,13195,d,.,0
2018,12,31,13197,d,.,0
2018,12,31,13199,d,.,0
2018,12,31,13207,d,.,0
2018,12,31,13211,d,.,0
2018,12,31,13213,d,.,0
2018,12,31,13215,d,.,0
2018,12,31,13217,d,.,0
2018,12,31,13219,d,.,0
2018,12,31,13223,d,.,0
2018,12,31,13225,d,.,0
2018,12,31,13231,d,.,0
2018,12,31,13237,d,.,0
2018,12,31,13241,d,.,0
2018,12,31,13245,d,.,0
2018,12,31,13247,d,.,0
2018,12,31,13255,d,.,0
2018,12,31,13257,d,.,0
2018,12,31,13261,d,.,0
2018,12,31,13275,d,.,0
2018,12,31,13281,d,.,0
2018,12,31,13285,d,.,0
2018,12,31,13289,d,.,0
2018,12,31,13291,d,.,0
2018,12,31,13295,d,.,0
2018,12,31,13297,d,.,0
2018,12,31,13299,d,.,0
2018,12,31,13305,d,.,0
2018,12,31,13311,d,.,0
2018,12,31,13313,d,.,0
2018,12,31,15003,d,.,0
2018,12,31,15009,d,.,0
2018,12,31,16001,d,.,0
2018,12,31,16005,d,.,0
2018,12,31,16011,d,.,0
2018,12,31,16013,d,.,0
2018,12,31,16017,d,.,0
2018,12,31,16019,d,.,0
2018,12,31,16021,d,.,0
2018,12,31,16023,d,.,0
2018,12,31,16027,d,.,0
2018,12,31,16031,d,.,0
2018,12,31,16037,d,.,0
2018,12,31,16039,d,.,0
2018,12,31,16041,d,.,0
2018,12,31,16043,d,.,0
2018,12,31,16045,d,.,0
2018,12,31,16047,d,.,0
2018,12,31,16049,d,.,0
2018,12,31,16051,d,.,0
2018,12,31,16053,d,.,0
2018,12,31,16055,d,.,0
2018,12,31,16057,d,.,0
2018,12,31,16059,d,.,0
2018,12,31,16065,d,.,0
2018,12,31,16067,d,.,0
2018,12,31,16069,d,.,0
2018,12,31,16075,d,.,0
2018,12,31,16081,d,.,0
2018,12,31,16083,d,.,0
2018,12,31,17001,d,.,0
2018,12,31,17007,d,.,0
2018,12,31,17011,d,.,0
2018,12,31,17021,d,.,0
2018,12,31,17027,d,.,0
2018,12,31,17031,d,.,0
2018,12,31,17037,d,.,0
2018,12,31,17043,d,.,0
2018,12,31,17049,d,.,0
2018,12,31,17057,d,.,0
2018,12,31,17061,d,.,0
2018,12,31,17063,d,.,0
2018,12,31,17067,d,.,0
2018,12,31,17073,d,.,0
2018,12,31,17075,d,.,0
2018,12,31,17077,d,.,0
2018,12,31,17083,d,.,0
2018,12,31,17089,d,.,0
2018,12,31,17091,d,.,0
2018,12,31,17093,d,.,0
2018,12,31,17095,d,.,0
2018,12,31,17097,d,.,0
2018,12,31,17099,d,.,0
2018,12,31,17101,d,.,0
2018,12,31,17107,d,.,0
2018,12,31,17109,d,.,0
2018,12,31,17115,d,.,0
2018,12,31,17117,d,.,0
2018,12,31,17119,d,.,0
2018,12,31,17123,d,.,0
2018,12,31,17125,d,.,0
2018,12,31,17129,d,.,0
2018,12,31,17131,d,.,0
2018,12,31,17133,d,.,0
2018,12,31,17135,d,.,0
2018,12,31,17137,d,.,0
2018,12,31,17143,d,.,0
2018,12,31,17147,d,.,0
2018,12,31,17149,d,.,0
2018,12,31,17157,d,.,0
2018,12,31,17161,d,.,0
2018,12,31,17163,d,.,0
2018,12,31,17167,d,.,0
2018,12,31,17171,d,.,0
2018,12,31,17173,d,.,0
2018,12,31,17179,d,.,0
2018,12,31,17183,d,.,0
2018,12,31,17185,d,.,0
2018,12,31,17187,d,.,0
2018,12,31,17195,d,.,0
2018,12,31,17197,d,.,0
2018,12,31,17201,d,.,0
2018,12,31,18001,d,.,0
2018,12,31,18003,d,.,0
2018,12,31,18005,d,.,0
2018,12,31,18011,d,.,0
2018,12,31,18019,d,.,0
2018,12,31,18029,d,.,0
2018,12,31,18031,d,.,0
2018,12,31,18037,d,.,0
2018,12,31,18043,d,.,0
2018,12,31,18051,d,.,0
2018,12,31,18053,d,.,0
2018,12,31,18055,d,.,0
2018,12,31,18057,d,.,0
2018,12,31,18059,d,.,0
2018,12,31,18063,d,.,0
2018,12,31,18069,d,.,0
2018,12,31,18071,d,.,0
2018,12,31,18079,d,.,0
2018,12,31,18081,d,.,0
2018,12,31,18085,d,.,0
2018,12,31,18087,d,.,0
2018,12,31,18091,d,.,0
2018,12,31,18097,d,.,0
2018,12,31,18099,d,.,0
2018,12,31,18105,d,.,0
2018,12,31,18109,d,.,0
2018,12,31,18113,d,.,0
2018,12,31,18127,d,.,0
2018,12,31,18129,d,.,0
2018,12,31,18139,d,.,0
2018,12,31,18141,d,.,0
2018,12,31,18143,d,.,0
2018,12,31,18147,d,.,0
2018,12,31,18151,d,.,0
2018,12,31,18163,d,.,0
2018,12,31,18173,d,.,0
2018,12,31,18177,d,.,0
2018,12,31,18179,d,.,0
2018,12,31,18183,d,.,0
2018,12,31,19011,d,.,0
2018,12,31,19013,d,.,0
2018,12,31,19015,d,.,0
2018,12,31,19017,d,.,0
2018,12,31,19019,d,.,0
2018,12,31,19023,d,.,0
2018,12,31,19029,d,.,0
2018,12,31,19031,d,.,0
2018,12,31,19033,d,.,0
2018,12,31,19041,d,.,0
2018,12,31,19045,d,.,0
2018,12,31,19047,d,.,0
2018,12,31,19049,d,.,0
2018,12,31,19059,d,.,0
2018,12,31,19061,d,.,0
2018,12,31,19075,d,.,0
2018,12,31,19087,d,.,0
2018,12,31,19097,d,.,0
2018,12,31,19099,d,.,0
2018,12,31,19103,d,.,0
2018,12,31,19105,d,.,0
2018,12,31,19111,d,.,0
2018,12,31,19113,d,.,0
2018,12,31,19115,d,.,0
2018,12,31,19121,d,.,0
2018,12,31,19125,d,.,0
2018,12,31,19127,d,.,0
2018,12,31,19129,d,.,0
2018,12,31,19139,d,.,0
2018,12,31,19147,d,.,0
2018,12,31,19149,d,.,0
2018,12,31,19153,d,.,0
2018,12,31,19155,d,.,0
2018,12,31,19157,d,.,0
2018,12,31,19163,d,.,0
2018,12,31,19167,d,.,0
2018,12,31,19169,d,.,0
2018,12,31,19171,d,.,0
2018,12,31,19179,d,.,0
2018,12,31,19181,d,.,0
2018,12,31,19187,d,.,0
2018,12,31,19193,d,.,0
2018,12,31,20015,d,.,0
2018,12,31,20041,d,.,0
2018,12,31,20045,d,.,0
2018,12,31,20051,d,.,0
2018,12,31,20057,d,.,0
2018,12,31,20103,d,.,0
2018,12,31,20111,d,.,0
2018,12,31,20113,d,.,0
2018,12,31,20123,d,.,0
2018,12,31,20125,d,.,0
2018,12,31,20149,d,.,0
2018,12,31,20151,d,.,0
2018,12,31,20155,d,.,0
2018,12,31,20161,d,.,0
2018,12,31,20169,d,.,0
2018,12,31,20173,d,.,0
2018,12,31,20175,d,.,0
2018,12,31,20209,d,.,0
2018,12,31,21005,d,.,0
2018,12,31,21015,d,.,0
2018,12,31,21027,d,.,0
2018,12,31,21029,d,.,0
2018,12,31,21033,d,.,0
2018,12,31,21037,d,.,0
2018,12,31,21047,d,.,0
2018,12,31,21059,d,.,0
2018,12,31,21067,d,.,0
2018,12,31,21073,d,.,0
2018,12,31,21079,d,.,0
2018,12,31,21091,d,.,0
2018,12,31,21093,d,.,0
2018,12,31,21101,d,.,0
2018,12,31,21107,d,.,0
2018,12,31,21109,d,.,0
2018,12,31,21111,d,.,0
2018,12,31,21113,d,.,0
2018,12,31,21117,d,.,0
2018,12,31,21125,d,.,0
2018,12,31,21151,d,.,0
2018,12,31,21155,d,.,0
2018,12,31,21173,d,.,0
2018,12,31,21179,d,.,0
2018,12,31,21185,d,.,0
2018,12,31,21209,d,.,0
2018,12,31,21211,d,.,0
2018,12,31,21219,d,.,0
2018,12,31,21221,d,.,0
2018,12,31,21225,d,.,0
2018,12,31,21227,d,.,0
2018,12,31,21229,d,.,0
2018,12,31,21233,d,.,0
2018,12,31,21239,d,.,0
2018,12,31,22001,d,.,0
2018,12,31,22003,d,.,0
2018,12,31,22005,d,.,0
2018,12,31,22007,d,.,0
2018,12,31,22011,d,.,0
2018,12,31,22015,d,.,0
2018,12,31,22017,d,.,0
2018,12,31,22019,d,.,0
2018,12,31,22025,d,.,0
2018,12,31,22031,d,.,0
2018,12,31,22033,d,.,0
2018,12,31,22037,d,.,0
2018,12,31,22039,d,.,0
2018,12,31,22043,d,.,0
2018,12,31,22045,d,.,0
2018,12,31,22051,d,.,0
2018,12,31,22055,d,.,0
2018,12,31,22057,d,.,0
2018,12,31,22059,d,.,0
2018,12,31,22063,d,.,0
2018,12,31,22069,d,.,0
2018,12,31,22071,d,.,0
2018,12,31,22073,d,.,0
2018,12,31,22079,d,.,0
2018,12,31,22089,d,.,0
2018,12,31,22093,d,.,0
2018,12,31,22095,d,.,0
2018,12,31,22097,d,.,0
2018,12,31,22099,d,.,0
2018,12,31,22101,d,.,0
2018,12,31,22103,d,.,0
2018,12,31,22105,d,.,0
2018,12,31,22109,d,.,0
2018,12,31,22113,d,.,0
2018,12,31,22115,d,.,0
2018,12,31,23003,d,.,0
2018,12,31,23009,d,.,0
2018,12,31,23027,d,.,0
2018,12,31,24001,d,.,0
2018,12,31,24003,d,.,0
2018,12,31,24005,d,.,0
2018,12,31,24009,d,.,0
2018,12,31,24011,d,.,0
2018,12,31,24013,d,.,0
2018,12,31,24015,d,.,0
2018,12,31,24017,d,.,0
2018,12,31,24019,d,.,0
2018,12,31,24021,d,.,0
2018,12,31,24023,d,.,0
2018,12,31,24025,d,.,0
2018,12,31,24027,d,.,0
2018,12,31,24029,d,.,0
2018,12,31,24031,d,.,0
2018,12,31,24033,d,.,0
2018,12,31,24035,d,.,0
2018,12,31,24037,d,.,0
2018,12,31,24041,d,.,0
2018,12,31,24043,d,.,0
2018,12,31,24045,d,.,0
2018,12,31,24047,d,.,0
2018,12,31,24510,d,.,0
2018,12,31,25001,d,.,0
2018,12,31,25003,d,.,0
2018,12,31,25017,d,.,0
2018,12,31,25021,d,.,0
2018,12,31,25025,d,.,0
2018,12,31,26001,d,.,0
2018,12,31,26007,d,.,0
2018,12,31,26009,d,.,0
2018,12,31,26017,d,.,0
2018,12,31,26029,d,.,0
2018,12,31,26031,d,.,0
2018,12,31,26033,d,.,0
2018,12,31,26037,d,.,0
2018,12,31,26041,d,.,0
2018,12,31,26043,d,.,0
2018,12,31,26045,d,.,0
2018,12,31,26047,d,.,0
2018,12,31,26049,d,.,0
2018,12,31,26053,d,.,0
2018,12,31,26057,d,.,0
2018,12,31,26061,d,.,0
2018,12,31,26063,d,.,0
2018,12,31,26065,d,.,0
2018,12,31,26067,d,.,0
2018,12,31,26069,d,.,0
2018,12,31,26073,d,.,0
2018,12,31,26075,d,.,0
2018,12,31,26077,d,.,0
2018,12,31,26081,d,.,0
2018,12,31,26089,d,.,0
2018,12,31,26093,d,.,0
2018,12,31,26099,d,.,0
2018,12,31,26103,d,.,0
2018,12,31,26109,d,.,0
2018,12,31,26111,d,.,0
2018,12,31,26115,d,.,0
2018,12,31,26117,d,.,0
2018,12,31,26121,d,.,0
2018,12,31,26125,d,.,0
2018,12,31,26129,d,.,0
2018,12,31,26139,d,.,0
2018,12,31,26141,d,.,0
2018,12,31,26143,d,.,0
2018,12,31,26145,d,.,0
2018,12,31,26147,d,.,0
2018,12,31,26151,d,.,0
2018,12,31,26155,d,.,0
2018,12,31,26157,d,.,0
2018,12,31,26159,d,.,0
2018,12,31,26161,d,.,0
2018,12,31,26163,d,.,0
2018,12,31,27001,d,.,0
2018,12,31,27003,d,.,0
2018,12,31,27005,d,.,0
2018,12,31,27007,d,.,0
2018,12,31,27009,d,.,0
2018,12,31,27013,d,.,0
2018,12,31,27015,d,.,0
2018,12,31,27017,d,.,0
2018,12,31,27019,d,.,0
2018,12,31,27021,d,.,0
2018,12,31,27023,d,.,0
2018,12,31,27025,d,.,0
2018,12,31,27027,d,.,0
2018,12,31,27031,d,.,0
2018,12,31,27033,d,.,0
2018,12,31,27035,d,.,0
2018,12,31,27037,d,.,0
2018,12,31,27039,d,.,0
2018,12,31,27041,d,.,0
2018,12,31,27043,d,.,0
2018,12,31,27045,d,.,0
2018,12,31,27047,d,.,0
2018,12,31,27049,d,.,0
2018,12,31,27053,d,.,0
2018,12,31,27055,d,.,0
2018,12,31,27057,d,.,0
2018,12,31,27059,d,.,0
2018,12,31,27061,d,.,0
2018,12,31,27063,d,.,0
2018,12,31,27065,d,.,0
2018,12,31,27067,d,.,0
2018,12,31,27071,d,.,0
2018,12,31,27073,d,.,0
2018,12,31,27075,d,.,0
2018,12,31,27079,d,.,0
2018,12,31,27083,d,.,0
2018,12,31,27085,d,.,0
2018,12,31,27089,d,.,0
2018,12,31,27093,d,.,0
2018,12,31,27095,d,.,0
2018,12,31,27097,d,.,0
2018,12,31,27099,d,.,0
2018,12,31,27103,d,.,0
2018,12,31,27105,d,.,0
2018,12,31,27107,d,.,0
2018,12,31,27109,d,.,0
2018,12,31,27111,d,.,0
2018,12,31,27113,d,.,0
2018,12,31,27115,d,.,0
2018,12,31,27119,d,.,0
2018,12,31,27121,d,.,0
2018,12,31,27123,d,.,0
2018,12,31,27131,d,.,0
2018,12,31,27135,d,.,0
2018,12,31,27137,d,.,0
2018,12,31,27139,d,.,0
2018,12,31,27141,d,.,0
2018,12,31,27143,d,.,0
2018,12,31,27145,d,.,0
2018,12,31,27147,d,.,0
2018,12,31,27151,d,.,0
2018,12,31,27153,d,.,0
2018,12,31,27157,d,.,0
2018,12,31,27161,d,.,0
2018,12,31,27163,d,.,0
2018,12,31,27167,d,.,0
2018,12,31,27169,d,.,0
2018,12,31,27171,d,.,0
2018,12,31,28009,d,.,0
2018,12,31,28011,d,.,0
2018,12,31,28027,d,.,0
2018,12,31,28033,d,.,0
2018,12,31,28035,d,.,0
2018,12,31,28039,d,.,0
2018,12,31,28045,d,.,0
2018,12,31,28047,d,.,0
2018,12,31,28049,d,.,0
2018,12,31,28059,d,.,0
2018,12,31,28061,d,.,0
2018,12,31,28067,d,.,0
2018,12,31,28071,d,.,0
2018,12,31,28073,d,.,0
2018,12,31,28075,d,.,0
2018,12,31,28081,d,.,0
2018,12,31,28083,d,.,0
2018,12,31,28087,d,.,0
2018,12,31,28089,d,.,0
2018,12,31,28093,d,.,0
2018,12,31,28105,d,.,0
2018,12,31,28107,d,.,0
2018,12,31,28121,d,.,0
2018,12,31,28129,d,.,0
2018,12,31,28133,d,.,0
2018,12,31,28139,d,.,0
2018,12,31,28145,d,.,0
2018,12,31,28151,d,.,0
2018,12,31,29021,d,.,0
2018,12,31,29031,d,.,0
2018,12,31,29043,d,.,0
2018,12,31,29047,d,.,0
2018,12,31,29071,d,.,0
2018,12,31,29077,d,.,0
2018,12,31,29095,d,.,0
2018,12,31,29097,d,.,0
2018,12,31,29099,d,.,0
2018,12,31,29101,d,.,0
2018,12,31,29127,d,.,0
2018,12,31,29145,d,.,0
2018,12,31,29165,d,.,0
2018,12,31,29183,d,.,0
2018,12,31,29186,d,.,0
2018,12,31,29189,d,.,0
2018,12,31,29209,d,.,0
2018,12,31,29225,d,.,0
2018,12,31,29510,d,.,0
2018,12,31,30001,d,.,0
2018,12,31,30009,d,.,0
2018,12,31,30013,d,.,0
2018,12,31,30017,d,.,0
2018,12,31,30021,d,.,0
2018,12,31,30027,d,.,0
2018,12,31,30029,d,.,0
2018,12,31,30031,d,.,0
2018,12,31,30041,d,.,0
2018,12,31,30043,d,.,0
2018,12,31,30047,d,.,0
2018,12,31,30049,d,.,0
2018,12,31,30053,d,.,0
2018,12,31,30057,d,.,0
2018,12,31,30063,d,.,0
2018,12,31,30067,d,.,0
2018,12,31,30073,d,.,0
2018,12,31,30081,d,.,0
2018,12,31,30083,d,.,0
2018,12,31,30093,d,.,0
2018,12,31,30105,d,.,0
2018,12,31,30111,d,.,0
2018,12,31,31001,d,.,0
2018,12,31,31003,d,.,0
2018,12,31,31019,d,.,0
2018,12,31,31023,d,.,0
2018,12,31,31025,d,.,0
2018,12,31,31029,d,.,0
2018,12,31,31031,d,.,0
2018,12,31,31035,d,.,0
2018,12,31,31037,d,.,0
2018,12,31,31039,d,.,0
2018,12,31,31041,d,.,0
2018,12,31,31043,d,.,0
2018,12,31,31047,d,.,0
2018,12,31,31053,d,.,0
2018,12,31,31055,d,.,0
2018,12,31,31057,d,.,0
2018,12,31,31067,d,.,0
2018,12,31,31073,d,.,0
2018,12,31,31079,d,.,0
2018,12,31,31081,d,.,0
2018,12,31,31089,d,.,0
2018,12,31,31093,d,.,0
2018,12,31,31095,d,.,0
2018,12,31,31101,d,.,0
2018,12,31,31107,d,.,0
2018,12,31,31109,d,.,0
2018,12,31,31111,d,.,0
2018,12,31,31119,d,.,0
2018,12,31,31121,d,.,0
2018,12,31,31131,d,.,0
2018,12,31,31135,d,.,0
2018,12,31,31137,d,.,0
2018,12,31,31143,d,.,0
2018,12,31,31145,d,.,0
2018,12,31,31151,d,.,0
2018,12,31,31153,d,.,0
2018,12,31,31155,d,.,0
2018,12,31,31157,d,.,0
2018,12,31,31177,d,.,0
2018,12,31,31185,d,.,0
2018,12,31,32001,d,.,0
2018,12,31,32003,d,.,0
2018,12,31,32005,d,.,0
2018,12,31,32007,d,.,0
2018,12,31,32013,d,.,0
2018,12,31,32015,d,.,0
2018,12,31,32019,d,.,0
2018,12,31,32023,d,.,0
2018,12,31,32031,d,.,0
2018,12,31,32510,d,.,0
2018,12,31,33001,d,.,0
2018,12,31,33003,d,.,0
2018,12,31,33005,d,.,0
2018,12,31,33007,d,.,0
2018,12,31,33011,d,.,0
2018,12,31,33013,d,.,0
2018,12,31,33015,d,.,0
2018,12,31,33017,d,.,0
2018,12,31,34001,d,.,0
2018,12,31,34003,d,.,0
2018,12,31,34009,d,.,0
2018,12,31,34011,d,.,0
2018,12,31,34015,d,.,0
2018,12,31,34017,d,.,0
2018,12,31,34019,d,.,0
2018,12,31,34021,d,.,0
2018,12,31,34023,d,.,0
2018,12,31,34025,d,.,0
2018,12,31,34027,d,.,0
2018,12,31,34029,d,.,0
2018,12,31,34031,d,.,0
2018,12,31,34033,d,.,0
2018,12,31,34035,d,.,0
2018,12,31,34037,d,.,0
2018,12,31,34039,d,.,0
2018,12,31,34041,d,.,0
2018,12,31,35001,d,.,0
2018,12,31,35005,d,.,0
2018,12,31,35006,d,.,0
2018,12,31,35007,d,.,0
2018,12,31,35009,d,.,0
2018,12,31,35013,d,.,0
2018,12,31,35015,d,.,0
2018,12,31,35017,d,.,0
2018,12,31,35025,d,.,0
2018,12,31,35027,d,.,0
2018,12,31,35028,d,.,0
2018,12,31,35029,d,.,0
2018,12,31,35031,d,.,0
2018,12,31,35035,d,.,0
2018,12,31,35039,d,.,0
2018,12,31,35041,d,.,0
2018,12,31,35043,d,.,0
2018,12,31,35045,d,.,0
2018,12,31,35047,d,.,0
2018,12,31,35049,d,.,0
2018,12,31,35053,d,.,0
2018,12,31,35055,d,.,0
2018,12,31,35057,d,.,0
2018,12,31,35061,d,.,0
2018,12,31,36009,d,.,0
2018,12,31,36013,d,.,0
2018,12,31,36015,d,.,0
2018,12,31,36019,d,.,0
2018,12,31,36021,d,.,0
2018,12,31,36027,d,.,0
2018,12,31,36029,d,.,0
2018,12,31,36031,d,.,0
2018,12,31,36033,d,.,0
2018,12,31,36035,d,.,0
2018,12,31,36039,d,.,0
2018,12,31,36043,d,.,0
2018,12,31,36045,d,.,0
2018,12,31,36051,d,.,0
2018,12,31,36053,d,.,0
2018,12,31,36055,d,.,0
