source,window,feature,quarter,vintage_date,n_train,n_params,pred_growth,actual_growth,legacy_naive_growth,pred_nights_m,actual_nights_m,harness_naive_nights_m,harness_ar1_nights_m,harness_trailing4_nights_m,historical_pit_admissible,admission_reason
legacy_cached_features,W2,ntto_total_full,2024Q4,2024-11-07,7,2,9.313016219982138,12.348,8.481,108.00126002534235,111.0,107.17879858657243,109.89373536498411,108.35472257052031,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_full,2025Q1,2025-02-13,8,2,9.677196003496475,7.919,12.348,145.43196190063634,143.1,148.97368421052633,151.33452936913616,145.53285089709826,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_full,2025Q2,2025-05-01,9,2,9.276868752715146,7.434,7.919,136.70536280964663,134.4,135.00610859728505,137.985013038108,136.8079191143271,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_full,2025Q3,2025-08-06,10,2,8.772744181603501,8.795,7.434,133.57292985500908,133.6,131.92901678657077,134.61302590867743,133.9076739289195,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_full,2025Q4,2025-11-06,11,2,8.904157710456403,9.82,8.795,120.88361505860661,121.9,120.76221498371336,122.70011284022125,121.12752100945976,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_full,2026Q1,2026-02-12,12,2,9.208784333920985,9.154,9.82,156.27777038184092,156.2,157.15216216216217,159.18152081317808,155.2517704104775,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_full,2026Q2,2026-05-07,13,2,9.20643694283768,10.342,9.154,146.77345125117384,148.3,146.7035639412998,148.62363847098032,146.22824103133797,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2024Q1,2024-02-13,4,2,10.710968524839059,9.496,12.018,134.0709828835801,132.6,135.65396825396826,140.71563403583323,137.800059014171,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2024Q2,2024-05-08,5,2,9.954555391382113,8.688,9.496,126.5576932554808,125.1,126.0302229562345,130.37936770370075,128.35039725366184,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2024Q3,2024-08-06,6,2,9.559214995815108,8.481,8.688,124.02103137526271,122.8,123.03492615117291,126.68005187930835,125.57930970236572,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2024Q4,2024-11-07,7,2,9.214550308151422,12.348,8.481,107.9039757044536,111.0,107.17879858657243,109.89373536498411,108.35472257052031,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2025Q1,2025-02-13,8,2,9.87716206639057,7.919,12.348,145.6971169000339,143.1,148.97368421052633,151.33452936913616,145.53285089709826,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2025Q2,2025-05-01,9,2,9.466524447431185,7.434,7.919,136.9426220837364,134.4,135.00610859728505,137.985013038108,136.8079191143271,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2025Q3,2025-08-06,10,2,8.871265437357215,8.795,7.434,133.69391395707464,133.6,131.92901678657077,134.61302590867743,133.9076739289195,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2025Q4,2025-11-06,11,2,8.94150579923068,9.82,8.795,120.92507143714604,121.9,120.76221498371336,122.70011284022125,121.12752100945976,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2026Q1,2026-02-12,12,2,9.118541788855044,9.154,9.82,156.14863329985158,156.2,157.15216216216217,159.18152081317808,155.2517704104775,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_total_qtd1m,2026Q2,2026-05-07,13,2,9.06868134540848,10.342,9.154,146.588307728229,148.3,146.7035639412998,148.62363847098032,146.22824103133797,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2024Q1,2024-02-13,4,2,10.88550705772163,9.496,12.018,134.2823490469009,132.6,135.65396825396826,140.71563403583323,137.800059014171,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2024Q2,2024-05-08,5,2,9.975941752082433,8.688,9.496,126.58230895664687,125.1,126.0302229562345,130.37936770370075,128.35039725366184,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2024Q3,2024-08-06,6,2,9.535754057053285,8.481,8.688,123.99447359258433,122.8,123.03492615117291,126.68005187930835,125.57930970236572,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2024Q4,2024-11-07,7,2,9.197650860738669,12.348,8.481,107.8872790504098,111.0,107.17879858657243,109.89373536498411,108.35472257052031,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2025Q1,2025-02-13,8,2,9.84267303283869,7.919,12.348,145.6513844415441,143.1,148.97368421052633,151.33452936913616,145.53285089709826,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2025Q2,2025-05-01,9,2,9.563217836573331,7.434,7.919,137.06358551355322,134.4,135.00610859728505,137.985013038108,136.8079191143271,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2025Q3,2025-08-06,10,2,9.029195448046451,8.795,7.434,133.88785201020104,133.6,131.92901678657077,134.61302590867743,133.9076739289195,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2025Q4,2025-11-06,11,2,8.996857903135863,9.82,8.795,120.98651227248081,121.9,120.76221498371336,122.70011284022125,121.12752100945976,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2026Q1,2026-02-12,12,2,9.073194890393605,9.154,9.82,156.08374188815324,156.2,157.15216216216217,159.18152081317808,155.2517704104775,False,current-quarter feature and historical release vintages unavailable at guide date
legacy_cached_features,W2,ntto_overseas_qtd1m,2026Q2,2026-05-07,13,2,8.88216923986418,10.342,9.154,146.33763545837746,148.3,146.7035639412998,148.62363847098032,146.22824103133797,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2023Q1,2023-02-14,4,2,16.022809001739567,18.609,20.163,118.4592879907761,121.1,122.68692098092642,134.6192077618816,134.92192712263764,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2023Q2,2023-05-09,5,2,4.8604207902515935,10.993,18.609,108.74025635949091,115.1,122.9977473065622,131.5408100738719,126.68412182894747,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2023Q3,2023-08-03,6,2,7.2956546731069345,13.541,10.993,106.97376770908761,113.2,110.6602700096432,118.04356576610438,118.35886672554214,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2023Q4,2023-11-01,7,2,8.555024120439795,12.018,13.541,95.74553127422791,98.8,100.14282848545638,104.50396291966163,102.1590978080877,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2024Q1,2024-02-13,8,2,8.803786464372415,9.496,12.018,131.76138540835498,132.6,135.65396825396826,140.71563403583323,137.800059014171,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2024Q2,2024-05-08,9,2,8.480772231134972,8.688,9.496,124.86136883803634,125.1,126.0302229562345,130.37936770370075,128.35039725366184,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2024Q3,2024-08-06,10,2,7.961807007510119,8.481,8.688,122.21276553250146,122.8,123.03492615117291,126.68005187930835,125.57930970236572,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2024Q4,2024-11-07,11,2,8.004133307117677,12.348,8.481,106.70808370743225,111.0,107.17879858657243,109.89373536498411,108.35472257052031,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2025Q1,2025-02-13,12,2,7.116964893153029,7.919,12.348,142.0370954483209,143.1,148.97368421052633,151.33452936913616,145.53285089709826,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2025Q2,2025-05-01,13,2,6.861652177387595,7.434,7.919,133.68392687391187,134.4,135.00610859728505,137.985013038108,136.8079191143271,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2025Q3,2025-08-06,14,2,5.903359405714028,8.795,7.434,130.04932535021683,133.6,131.92901678657077,134.61302590867743,133.9076739289195,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2025Q4,2025-11-06,15,2,6.898442766159778,9.82,8.795,118.65727147043737,121.9,120.76221498371336,122.70011284022125,121.12752100945976,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2026Q1,2026-02-12,16,2,8.158760818484692,9.154,9.82,154.7751867312516,156.2,157.15216216216217,159.18152081317808,155.2517704104775,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_full,2026Q2,2026-05-07,17,2,8.262847362220498,10.342,9.154,145.50526685482436,148.3,146.7035639412998,148.62363847098032,146.22824103133797,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2023Q1,2023-02-14,4,2,45.484468684456054,18.609,20.163,148.53964252682962,121.1,122.68692098092642,134.6192077618816,134.92192712263764,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2023Q2,2023-05-09,5,2,29.542435951049573,10.993,18.609,134.3355060812384,115.1,122.9977473065622,131.5408100738719,126.68412182894747,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2023Q3,2023-08-03,6,2,16.49002446490526,13.541,10.993,116.14055439151055,113.2,110.6602700096432,118.04356576610438,118.35886672554214,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2023Q4,2023-11-01,7,2,14.432504915793272,12.018,13.541,100.92946933572966,98.8,100.14282848545638,104.50396291966163,102.1590978080877,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2024Q1,2024-02-13,8,2,13.080625561630356,9.496,12.018,136.94063755513434,132.6,135.65396825396826,140.71563403583323,137.800059014171,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2024Q2,2024-05-08,9,2,11.388753870250675,8.688,9.496,128.20845570465852,125.1,126.0302229562345,130.37936770370075,128.35039725366184,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2024Q3,2024-08-06,10,2,10.994753099830463,8.481,8.688,125.6460605090081,122.8,123.03492615117291,126.68005187930835,125.57930970236572,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2024Q4,2024-11-07,11,2,10.22281050946732,12.348,8.481,108.9001367833537,111.0,107.17879858657243,109.89373536498411,108.35472257052031,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2025Q1,2025-02-13,12,2,10.629826189328709,7.919,12.348,146.69514952704986,143.1,148.97368421052633,151.33452936913616,145.53285089709826,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2025Q2,2025-05-01,13,2,9.891683086419198,7.434,7.919,137.4744955411104,134.4,135.00610859728505,137.985013038108,136.8079191143271,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2025Q3,2025-08-06,14,2,8.221606684460856,8.795,7.434,132.89613300851792,133.6,131.92901678657077,134.61302590867743,133.9076739289195,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2025Q4,2025-11-06,15,2,8.67187116603857,9.82,8.795,120.62577699430283,121.9,120.76221498371336,122.70011284022125,121.12752100945976,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2026Q1,2026-02-12,16,2,9.126221036933181,9.154,9.82,156.1596223038514,156.2,157.15216216216217,159.18152081317808,155.2517704104775,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_total_qtd1m,2026Q2,2026-05-07,17,2,8.875072394626505,10.342,9.154,146.32809729837803,148.3,146.7035639412998,148.62363847098032,146.22824103133797,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2023Q1,2023-02-14,4,2,47.87797844582454,18.609,20.163,150.98341599318684,121.1,122.68692098092642,134.6192077618816,134.92192712263764,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2023Q2,2023-05-09,5,2,31.744601600663085,10.993,18.609,136.6191518598876,115.1,122.9977473065622,131.5408100738719,126.68412182894747,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2023Q3,2023-08-03,6,2,20.5510504774229,13.541,10.993,120.18939732599063,113.2,110.6602700096432,118.04356576610438,118.35886672554214,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2023Q4,2023-11-01,7,2,18.05760392174968,12.018,13.541,104.12680665898323,98.8,100.14282848545638,104.50396291966163,102.1590978080877,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2024Q1,2024-02-13,8,2,16.618405564535923,9.496,12.018,141.224889138653,132.6,135.65396825396826,140.71563403583323,137.800059014171,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2024Q2,2024-05-08,9,2,14.234237849383915,8.688,9.496,131.48360776464088,125.1,126.0302229562345,130.37936770370075,128.35039725366184,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2024Q3,2024-08-06,10,2,13.18186560766948,8.481,8.688,128.12187186788185,122.8,123.03492615117291,126.68005187930835,125.57930970236572,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2024Q4,2024-11-07,11,2,12.192525268500486,12.348,8.481,110.84621496527846,111.0,107.17879858657243,109.89373536498411,108.35472257052031,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2025Q1,2025-02-13,12,2,12.186590728621386,7.919,12.348,148.75941930615195,143.1,148.97368421052633,151.33452936913616,145.53285089709826,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2025Q2,2025-05-01,13,2,11.851435136512222,7.434,7.919,139.92614535577678,134.4,135.00610859728505,137.985013038108,136.8079191143271,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2025Q3,2025-08-06,14,2,10.538505264118621,8.795,7.434,135.74128446433767,133.6,131.92901678657077,134.61302590867743,133.9076739289195,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2025Q4,2025-11-06,15,2,10.350013217926943,9.82,8.795,122.48851467189891,121.9,120.76221498371336,122.70011284022125,121.12752100945976,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2026Q1,2026-02-12,16,2,10.21563274025159,9.154,9.82,157.71857045130002,156.2,157.15216216216217,159.18152081317808,155.2517704104775,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,2026Q2,2026-05-07,17,2,9.359495466933712,10.342,9.154,146.9791619075589,148.3,146.7035639412998,148.62363847098032,146.22824103133797,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2024Q1,2024-02-13,4,2,11.2190058535668,9.496,12.018,134.6862160886694,132.6,135.65396825396826,140.71563403583323,137.800059014171,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2024Q2,2024-05-08,5,2,10.343928065410347,8.688,9.496,127.00586120328731,125.1,126.0302229562345,130.37936770370075,128.35039725366184,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2024Q3,2024-08-06,6,2,9.510303206602716,8.481,8.688,123.96566322987427,122.8,123.03492615117291,126.68005187930835,125.57930970236572,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2024Q4,2024-11-07,7,2,9.237886221247226,12.348,8.481,107.92703158659225,111.0,107.17879858657243,109.89373536498411,108.35472257052031,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2025Q1,2025-02-13,8,2,8.777988070997113,7.919,12.348,144.23961218214217,143.1,148.97368421052633,151.33452936913616,145.53285089709826,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2025Q2,2025-05-01,9,2,8.32643876708519,7.434,7.919,135.51637489762356,134.4,135.00610859728505,137.985013038108,136.8079191143271,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2025Q3,2025-08-06,10,2,7.391861541293464,8.795,7.434,131.87720597270837,133.6,131.92901678657077,134.61302590867743,133.9076739289195,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2025Q4,2025-11-06,11,2,8.127011968720904,9.82,8.795,120.0209832852802,121.9,120.76221498371336,122.70011284022125,121.12752100945976,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2026Q1,2026-02-12,12,2,9.0345692230796,9.154,9.82,156.02846855822688,156.2,157.15216216216217,159.18152081317808,155.2517704104775,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_full,2026Q2,2026-05-07,13,2,9.058406760979233,10.342,9.154,146.5744986867561,148.3,146.7035639412998,148.62363847098032,146.22824103133797,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_qtd1m,2024Q1,2024-02-13,4,2,11.16230123250658,9.496,12.018,134.61754679256546,132.6,135.65396825396826,140.71563403583323,137.800059014171,False,current-quarter feature and historical release vintages unavailable at guide date
