share_path,adr_ratio,delta_scenario,delta_pp_applied,lead_time,lead_uplift,rebook_offset,rnpl_nights_share_1q26_pct,rnpl_nights_share_3q26_pct,rnpl_nights_share_4q26_pct,3Q26_nights_delta_mm,3Q26_prior_year_delta_mm,3Q26_growth_delta_pts,3Q26_nights_mm,3Q26_growth_pct,4Q26_nights_delta_mm,4Q26_prior_year_delta_mm,4Q26_growth_delta_pts,4Q26_nights_mm,4Q26_growth_pct
share_central,adr_equal,delta_0pp,0.0,lead_2.2,uplift_0,0.5,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_2.2,uplift_7,0.0,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_2.2,uplift_7,0.25,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_2.2,uplift_7,0.5,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_2.2,uplift_15,0.0,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_2.2,uplift_15,0.25,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_2.2,uplift_15,0.5,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_3.0,uplift_0,0.0,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_3.0,uplift_0,0.25,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_3.0,uplift_0,0.5,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_3.0,uplift_7,0.0,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_3.0,uplift_7,0.25,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_3.0,uplift_7,0.5,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_3.0,uplift_15,0.0,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_3.0,uplift_15,0.25,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_0pp,0.0,lead_3.0,uplift_15,0.5,20.0,22.0,23.0,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_equal,delta_1pp,1.0,lead_1.8,uplift_0,0.0,20.0,22.0,23.0,-0.372,-0.037,-0.248,146.47,9.64,-0.37,-0.096,-0.218,132.43,8.68
share_central,adr_equal,delta_1pp,1.0,lead_1.8,uplift_0,0.25,20.0,22.0,23.0,-0.279,-0.028,-0.186,146.55,9.7,-0.277,-0.072,-0.163,132.5,8.74
share_central,adr_equal,delta_1pp,1.0,lead_1.8,uplift_0,0.5,20.0,22.0,23.0,-0.186,-0.019,-0.124,146.63,9.77,-0.185,-0.048,-0.109,132.57,8.79
share_central,adr_equal,delta_1pp,1.0,lead_1.8,uplift_7,0.0,20.0,22.0,23.0,-0.37,-0.036,-0.247,146.47,9.64,-0.37,-0.094,-0.219,132.43,8.68
share_central,adr_equal,delta_1pp,1.0,lead_1.8,uplift_7,0.25,20.0,22.0,23.0,-0.277,-0.027,-0.185,146.55,9.7,-0.277,-0.071,-0.165,132.5,8.74
share_central,adr_equal,delta_1pp,1.0,lead_1.8,uplift_7,0.5,20.0,22.0,23.0,-0.185,-0.018,-0.124,146.63,9.77,-0.185,-0.047,-0.11,132.57,8.79
share_central,adr_equal,delta_1pp,1.0,lead_1.8,uplift_15,0.0,20.0,22.0,23.0,-0.368,-0.035,-0.247,146.47,9.64,-0.369,-0.092,-0.221,132.43,8.68
share_central,adr_equal,delta_1pp,1.0,lead_1.8,uplift_15,0.25,20.0,22.0,23.0,-0.276,-0.026,-0.185,146.55,9.7,-0.277,-0.069,-0.166,132.5,8.73
share_central,adr_equal,delta_1pp,1.0,lead_1.8,uplift_15,0.5,20.0,22.0,23.0,-0.184,-0.017,-0.123,146.64,9.77,-0.185,-0.046,-0.111,132.57,8.79
share_central,adr_equal,delta_1pp,1.0,lead_2.2,uplift_0,0.0,20.0,22.0,23.0,-0.366,-0.034,-0.246,146.47,9.64,-0.369,-0.09,-0.223,132.43,8.68
share_central,adr_equal,delta_1pp,1.0,lead_2.2,uplift_0,0.25,20.0,22.0,23.0,-0.274,-0.025,-0.185,146.55,9.71,-0.277,-0.067,-0.167,132.5,8.73
share_central,adr_equal,delta_1pp,1.0,lead_2.2,uplift_0,0.5,20.0,22.0,23.0,-0.183,-0.017,-0.123,146.64,9.77,-0.185,-0.045,-0.111,132.56,8.79
share_central,adr_equal,delta_1pp,1.0,lead_2.2,uplift_7,0.0,20.0,22.0,23.0,-0.364,-0.033,-0.245,146.47,9.64,-0.368,-0.088,-0.224,132.43,8.68
share_central,adr_equal,delta_1pp,1.0,lead_2.2,uplift_7,0.25,20.0,22.0,23.0,-0.273,-0.024,-0.184,146.55,9.71,-0.276,-0.066,-0.168,132.5,8.73
share_central,adr_equal,delta_1pp,1.0,lead_2.2,uplift_7,0.5,20.0,22.0,23.0,-0.182,-0.016,-0.123,146.64,9.77,-0.184,-0.044,-0.112,132.56,8.79
share_central,adr_equal,delta_1pp,1.0,lead_2.2,uplift_15,0.0,20.0,22.0,23.0,-0.361,-0.031,-0.244,146.47,9.65,-0.368,-0.085,-0.226,132.42,8.67
share_central,adr_equal,delta_1pp,1.0,lead_2.2,uplift_15,0.25,20.0,22.0,23.0,-0.271,-0.024,-0.183,146.56,9.71,-0.276,-0.064,-0.169,132.49,8.73
share_central,adr_equal,delta_1pp,1.0,lead_2.2,uplift_15,0.5,20.0,22.0,23.0,-0.18,-0.016,-0.122,146.64,9.77,-0.184,-0.043,-0.113,132.56,8.79
share_central,adr_equal,delta_1pp,1.0,lead_3.0,uplift_0,0.0,20.0,22.0,23.0,-0.354,-0.029,-0.241,146.48,9.65,-0.366,-0.08,-0.229,132.42,8.67
share_central,adr_equal,delta_1pp,1.0,lead_3.0,uplift_0,0.25,20.0,22.0,23.0,-0.265,-0.021,-0.181,146.56,9.71,-0.274,-0.06,-0.172,132.49,8.73
share_central,adr_equal,delta_1pp,1.0,lead_3.0,uplift_0,0.5,20.0,22.0,23.0,-0.177,-0.014,-0.121,146.64,9.77,-0.183,-0.04,-0.114,132.56,8.79
share_central,adr_equal,delta_1pp,1.0,lead_3.0,uplift_7,0.0,20.0,22.0,23.0,-0.35,-0.028,-0.24,146.48,9.65,-0.364,-0.078,-0.23,132.42,8.67
share_central,adr_equal,delta_1pp,1.0,lead_3.0,uplift_7,0.25,20.0,22.0,23.0,-0.263,-0.021,-0.18,146.56,9.71,-0.273,-0.058,-0.172,132.49,8.73
share_central,adr_equal,delta_1pp,1.0,lead_3.0,uplift_7,0.5,20.0,22.0,23.0,-0.175,-0.014,-0.12,146.64,9.77,-0.182,-0.039,-0.115,132.56,8.79
share_central,adr_equal,delta_1pp,1.0,lead_3.0,uplift_15,0.0,20.0,22.0,23.0,-0.347,-0.026,-0.238,146.48,9.65,-0.363,-0.075,-0.231,132.42,8.67
share_central,adr_equal,delta_1pp,1.0,lead_3.0,uplift_15,0.25,20.0,22.0,23.0,-0.26,-0.02,-0.178,146.56,9.71,-0.272,-0.056,-0.173,132.49,8.73
share_central,adr_equal,delta_1pp,1.0,lead_3.0,uplift_15,0.5,20.0,22.0,23.0,-0.173,-0.013,-0.119,146.64,9.77,-0.182,-0.038,-0.115,132.56,8.78
share_central,adr_equal,delta_2pp,2.0,lead_1.8,uplift_0,0.0,20.0,22.0,23.0,-0.743,-0.074,-0.495,146.14,9.39,-0.74,-0.192,-0.436,132.17,8.46
share_central,adr_equal,delta_2pp,2.0,lead_1.8,uplift_0,0.25,20.0,22.0,23.0,-0.557,-0.056,-0.372,146.3,9.52,-0.555,-0.144,-0.327,132.3,8.57
share_central,adr_equal,delta_2pp,2.0,lead_1.8,uplift_0,0.5,20.0,22.0,23.0,-0.372,-0.037,-0.248,146.47,9.64,-0.37,-0.096,-0.218,132.43,8.68
share_central,adr_equal,delta_2pp,2.0,lead_1.8,uplift_7,0.0,20.0,22.0,23.0,-0.74,-0.072,-0.495,146.14,9.4,-0.739,-0.188,-0.439,132.16,8.46
share_central,adr_equal,delta_2pp,2.0,lead_1.8,uplift_7,0.25,20.0,22.0,23.0,-0.555,-0.054,-0.371,146.3,9.52,-0.555,-0.141,-0.329,132.3,8.57
share_central,adr_equal,delta_2pp,2.0,lead_1.8,uplift_7,0.5,20.0,22.0,23.0,-0.37,-0.036,-0.247,146.47,9.64,-0.37,-0.094,-0.219,132.43,8.68
share_central,adr_equal,delta_2pp,2.0,lead_1.8,uplift_15,0.0,20.0,22.0,23.0,-0.736,-0.07,-0.494,146.14,9.4,-0.739,-0.184,-0.443,132.16,8.46
share_central,adr_equal,delta_2pp,2.0,lead_1.8,uplift_15,0.25,20.0,22.0,23.0,-0.552,-0.052,-0.37,146.31,9.52,-0.554,-0.138,-0.332,132.3,8.57
share_central,adr_equal,delta_2pp,2.0,lead_1.8,uplift_15,0.5,20.0,22.0,23.0,-0.368,-0.035,-0.247,146.47,9.64,-0.369,-0.092,-0.221,132.43,8.68
share_central,adr_equal,delta_2pp,2.0,lead_2.2,uplift_0,0.0,20.0,22.0,23.0,-0.732,-0.067,-0.493,146.14,9.4,-0.738,-0.18,-0.446,132.16,8.45
share_central,adr_equal,delta_2pp,2.0,lead_2.2,uplift_0,0.25,20.0,22.0,23.0,-0.549,-0.051,-0.369,146.31,9.52,-0.554,-0.135,-0.334,132.29,8.57
share_central,adr_equal,delta_2pp,2.0,lead_2.2,uplift_0,0.5,20.0,22.0,23.0,-0.366,-0.034,-0.246,146.47,9.64,-0.369,-0.09,-0.223,132.43,8.68
share_central,adr_equal,delta_2pp,2.0,lead_2.2,uplift_7,0.0,20.0,22.0,23.0,-0.727,-0.065,-0.491,146.14,9.4,-0.737,-0.175,-0.449,132.15,8.45
share_central,adr_equal,delta_2pp,2.0,lead_2.2,uplift_7,0.25,20.0,22.0,23.0,-0.545,-0.049,-0.368,146.31,9.52,-0.553,-0.132,-0.336,132.29,8.56
share_central,adr_equal,delta_2pp,2.0,lead_2.2,uplift_7,0.5,20.0,22.0,23.0,-0.364,-0.033,-0.245,146.47,9.64,-0.368,-0.088,-0.224,132.43,8.68
share_central,adr_equal,delta_2pp,2.0,lead_2.2,uplift_15,0.0,20.0,22.0,23.0,-0.722,-0.063,-0.489,146.15,9.4,-0.735,-0.171,-0.452,132.15,8.45
share_central,adr_equal,delta_2pp,2.0,lead_2.2,uplift_15,0.25,20.0,22.0,23.0,-0.541,-0.047,-0.367,146.31,9.52,-0.552,-0.128,-0.339,132.29,8.56
share_central,adr_equal,delta_2pp,2.0,lead_2.2,uplift_15,0.5,20.0,22.0,23.0,-0.361,-0.031,-0.244,146.47,9.65,-0.368,-0.085,-0.226,132.42,8.67
share_central,adr_equal,delta_2pp,2.0,lead_3.0,uplift_0,0.0,20.0,22.0,23.0,-0.707,-0.057,-0.483,146.16,9.41,-0.731,-0.16,-0.458,132.14,8.44
share_central,adr_equal,delta_2pp,2.0,lead_3.0,uplift_0,0.25,20.0,22.0,23.0,-0.53,-0.043,-0.362,146.32,9.53,-0.548,-0.12,-0.343,132.28,8.56
share_central,adr_equal,delta_2pp,2.0,lead_3.0,uplift_0,0.5,20.0,22.0,23.0,-0.354,-0.029,-0.241,146.48,9.65,-0.366,-0.08,-0.229,132.42,8.67
share_central,adr_equal,delta_2pp,2.0,lead_3.0,uplift_7,0.0,20.0,22.0,23.0,-0.701,-0.055,-0.48,146.16,9.41,-0.729,-0.155,-0.46,132.14,8.44
share_central,adr_equal,delta_2pp,2.0,lead_3.0,uplift_7,0.25,20.0,22.0,23.0,-0.526,-0.041,-0.36,146.32,9.53,-0.547,-0.116,-0.345,132.28,8.56
share_central,adr_equal,delta_2pp,2.0,lead_3.0,uplift_7,0.5,20.0,22.0,23.0,-0.35,-0.028,-0.24,146.48,9.65,-0.364,-0.078,-0.23,132.42,8.67
share_central,adr_equal,delta_2pp,2.0,lead_3.0,uplift_15,0.0,20.0,22.0,23.0,-0.694,-0.053,-0.476,146.16,9.41,-0.726,-0.15,-0.462,132.14,8.44
share_central,adr_equal,delta_2pp,2.0,lead_3.0,uplift_15,0.25,20.0,22.0,23.0,-0.52,-0.04,-0.357,146.32,9.53,-0.545,-0.113,-0.346,132.28,8.55
share_central,adr_equal,delta_2pp,2.0,lead_3.0,uplift_15,0.5,20.0,22.0,23.0,-0.347,-0.026,-0.238,146.48,9.65,-0.363,-0.075,-0.231,132.42,8.67
share_central,adr_equal,delta_4pp,4.0,lead_1.8,uplift_0,0.0,20.0,22.0,23.0,-1.486,-0.149,-0.991,145.48,8.9,-1.48,-0.384,-0.874,131.64,8.03
share_central,adr_equal,delta_4pp,4.0,lead_1.8,uplift_0,0.25,20.0,22.0,23.0,-1.115,-0.111,-0.743,145.81,9.15,-1.11,-0.288,-0.655,131.9,8.25
share_central,adr_equal,delta_4pp,4.0,lead_1.8,uplift_0,0.5,20.0,22.0,23.0,-0.743,-0.074,-0.495,146.14,9.39,-0.74,-0.192,-0.436,132.17,8.46
share_central,adr_equal,delta_4pp,4.0,lead_1.8,uplift_7,0.0,20.0,22.0,23.0,-1.48,-0.144,-0.99,145.48,8.9,-1.479,-0.376,-0.88,131.63,8.02
share_central,adr_equal,delta_4pp,4.0,lead_1.8,uplift_7,0.25,20.0,22.0,23.0,-1.11,-0.108,-0.742,145.81,9.15,-1.109,-0.282,-0.66,131.9,8.24
share_central,adr_equal,delta_4pp,4.0,lead_1.8,uplift_7,0.5,20.0,22.0,23.0,-0.74,-0.072,-0.495,146.14,9.4,-0.739,-0.188,-0.439,132.16,8.46
share_central,adr_equal,delta_4pp,4.0,lead_1.8,uplift_15,0.0,20.0,22.0,23.0,-1.471,-0.139,-0.988,145.48,8.9,-1.477,-0.367,-0.887,131.62,8.01
share_central,adr_equal,delta_4pp,4.0,lead_1.8,uplift_15,0.25,20.0,22.0,23.0,-1.104,-0.104,-0.741,145.81,9.15,-1.108,-0.275,-0.665,131.89,8.24
share_central,adr_equal,delta_4pp,4.0,lead_1.8,uplift_15,0.5,20.0,22.0,23.0,-0.736,-0.07,-0.494,146.14,9.4,-0.739,-0.184,-0.443,132.16,8.46
share_central,adr_equal,delta_4pp,4.0,lead_2.2,uplift_0,0.0,20.0,22.0,23.0,-1.464,-0.135,-0.986,145.48,8.9,-1.476,-0.36,-0.892,131.61,8.01
share_central,adr_equal,delta_4pp,4.0,lead_2.2,uplift_0,0.25,20.0,22.0,23.0,-1.098,-0.101,-0.739,145.81,9.15,-1.107,-0.27,-0.669,131.88,8.23
share_central,adr_equal,delta_4pp,4.0,lead_2.2,uplift_0,0.5,20.0,22.0,23.0,-0.732,-0.067,-0.493,146.14,9.4,-0.738,-0.18,-0.446,132.16,8.45
share_central,adr_equal,delta_4pp,4.0,lead_2.2,uplift_7,0.0,20.0,22.0,23.0,-1.455,-0.13,-0.982,145.49,8.91,-1.474,-0.351,-0.898,131.6,8.0
share_central,adr_equal,delta_4pp,4.0,lead_2.2,uplift_7,0.25,20.0,22.0,23.0,-1.091,-0.098,-0.737,145.82,9.15,-1.105,-0.263,-0.673,131.88,8.23
share_central,adr_equal,delta_4pp,4.0,lead_2.2,uplift_7,0.5,20.0,22.0,23.0,-0.727,-0.065,-0.491,146.14,9.4,-0.737,-0.175,-0.449,132.15,8.45
share_central,adr_equal,delta_4pp,4.0,lead_2.2,uplift_15,0.0,20.0,22.0,23.0,-1.444,-0.126,-0.978,145.49,8.91,-1.471,-0.341,-0.904,131.6,8.0
share_central,adr_equal,delta_4pp,4.0,lead_2.2,uplift_15,0.25,20.0,22.0,23.0,-1.083,-0.094,-0.734,145.82,9.16,-1.103,-0.256,-0.678,131.87,8.22
share_central,adr_equal,delta_4pp,4.0,lead_2.2,uplift_15,0.5,20.0,22.0,23.0,-0.722,-0.063,-0.489,146.15,9.4,-0.735,-0.171,-0.452,132.15,8.45
share_central,adr_equal,delta_4pp,4.0,lead_3.0,uplift_0,0.0,20.0,22.0,23.0,-1.415,-0.114,-0.966,145.51,8.92,-1.462,-0.319,-0.917,131.58,7.98
share_central,adr_equal,delta_4pp,4.0,lead_3.0,uplift_0,0.25,20.0,22.0,23.0,-1.061,-0.086,-0.724,145.83,9.17,-1.097,-0.239,-0.687,131.86,8.21
share_central,adr_equal,delta_4pp,4.0,lead_3.0,uplift_0,0.5,20.0,22.0,23.0,-0.707,-0.057,-0.483,146.16,9.41,-0.731,-0.16,-0.458,132.14,8.44
share_central,adr_equal,delta_4pp,4.0,lead_3.0,uplift_7,0.0,20.0,22.0,23.0,-1.402,-0.11,-0.96,145.52,8.93,-1.458,-0.31,-0.921,131.58,7.98
share_central,adr_equal,delta_4pp,4.0,lead_3.0,uplift_7,0.25,20.0,22.0,23.0,-1.051,-0.083,-0.719,145.84,9.17,-1.093,-0.233,-0.69,131.86,8.21
share_central,adr_equal,delta_4pp,4.0,lead_3.0,uplift_7,0.5,20.0,22.0,23.0,-0.701,-0.055,-0.48,146.16,9.41,-0.729,-0.155,-0.46,132.14,8.44
share_central,adr_equal,delta_4pp,4.0,lead_3.0,uplift_15,0.0,20.0,22.0,23.0,-1.388,-0.106,-0.953,145.53,8.94,-1.452,-0.301,-0.925,131.57,7.97
share_central,adr_equal,delta_4pp,4.0,lead_3.0,uplift_15,0.25,20.0,22.0,23.0,-1.041,-0.079,-0.714,145.85,9.18,-1.089,-0.226,-0.693,131.85,8.21
share_central,adr_equal,delta_4pp,4.0,lead_3.0,uplift_15,0.5,20.0,22.0,23.0,-0.694,-0.053,-0.476,146.16,9.41,-0.726,-0.15,-0.462,132.14,8.44
share_central,adr_equal,mgmt_implied,5.0,lead_1.8,uplift_0,0.0,20.0,22.0,23.0,-1.858,-0.186,-1.24,145.14,8.65,-1.85,-0.48,-1.093,131.37,7.81
share_central,adr_equal,mgmt_implied,5.0,lead_1.8,uplift_0,0.25,20.0,22.0,23.0,-1.393,-0.139,-0.929,145.56,8.96,-1.387,-0.36,-0.819,131.7,8.08
share_central,adr_equal,mgmt_implied,5.0,lead_1.8,uplift_0,0.5,20.0,22.0,23.0,-0.929,-0.093,-0.619,145.97,9.27,-0.925,-0.24,-0.545,132.04,8.35
share_central,adr_equal,mgmt_implied,5.0,lead_1.8,uplift_7,0.0,20.0,22.0,23.0,-1.849,-0.18,-1.238,145.15,8.65,-1.848,-0.47,-1.101,131.36,7.8
share_central,adr_equal,mgmt_implied,5.0,lead_1.8,uplift_7,0.25,20.0,22.0,23.0,-1.387,-0.135,-0.928,145.56,8.96,-1.386,-0.353,-0.825,131.69,8.08
share_central,adr_equal,mgmt_implied,5.0,lead_1.8,uplift_7,0.5,20.0,22.0,23.0,-0.925,-0.09,-0.619,145.97,9.27,-0.924,-0.235,-0.549,132.03,8.35
share_central,adr_equal,mgmt_implied,5.0,lead_1.8,uplift_15,0.0,20.0,22.0,23.0,-1.839,-0.174,-1.235,145.15,8.65,-1.847,-0.459,-1.109,131.35,7.79
share_central,adr_equal,mgmt_implied,5.0,lead_1.8,uplift_15,0.25,20.0,22.0,23.0,-1.38,-0.13,-0.926,145.56,8.96,-1.385,-0.344,-0.831,131.69,8.07
share_central,adr_equal,mgmt_implied,5.0,lead_1.8,uplift_15,0.5,20.0,22.0,23.0,-0.92,-0.087,-0.617,145.98,9.27,-0.923,-0.229,-0.554,132.03,8.35
share_central,adr_equal,mgmt_implied,5.0,lead_2.2,uplift_0,0.0,20.0,22.0,23.0,-1.83,-0.169,-1.232,145.15,8.66,-1.845,-0.449,-1.116,131.34,7.78
share_central,adr_equal,mgmt_implied,5.0,lead_2.2,uplift_0,0.25,20.0,22.0,23.0,-1.372,-0.127,-0.924,145.57,8.97,-1.384,-0.337,-0.837,131.68,8.06
share_central,adr_equal,mgmt_implied,5.0,lead_2.2,uplift_0,0.5,20.0,22.0,23.0,-0.915,-0.084,-0.616,145.98,9.27,-0.923,-0.225,-0.557,132.02,8.34
share_central,adr_equal,mgmt_implied,5.0,lead_2.2,uplift_7,0.0,20.0,22.0,23.0,-1.818,-0.163,-1.228,145.16,8.66,-1.842,-0.438,-1.124,131.33,7.78
share_central,adr_equal,mgmt_implied,5.0,lead_2.2,uplift_7,0.25,20.0,22.0,23.0,-1.364,-0.122,-0.921,145.57,8.97,-1.382,-0.329,-0.842,131.67,8.06
share_central,adr_equal,mgmt_implied,5.0,lead_2.2,uplift_7,0.5,20.0,22.0,23.0,-0.909,-0.081,-0.614,145.98,9.28,-0.921,-0.219,-0.561,132.02,8.34
share_central,adr_equal,mgmt_implied,5.0,lead_2.2,uplift_15,0.0,20.0,22.0,23.0,-1.805,-0.157,-1.223,145.17,8.67,-1.839,-0.427,-1.131,131.32,7.77
share_central,adr_equal,mgmt_implied,5.0,lead_2.2,uplift_15,0.25,20.0,22.0,23.0,-1.354,-0.118,-0.917,145.57,8.97,-1.379,-0.32,-0.848,131.67,8.05
share_central,adr_equal,mgmt_implied,5.0,lead_2.2,uplift_15,0.5,20.0,22.0,23.0,-0.902,-0.078,-0.611,145.98,9.28,-0.919,-0.213,-0.565,132.01,8.34
share_central,adr_equal,mgmt_implied,5.0,lead_3.0,uplift_0,0.0,20.0,22.0,23.0,-1.768,-0.143,-1.207,145.19,8.68,-1.828,-0.399,-1.147,131.3,7.75
share_central,adr_equal,mgmt_implied,5.0,lead_3.0,uplift_0,0.25,20.0,22.0,23.0,-1.326,-0.107,-0.905,145.59,8.98,-1.371,-0.299,-0.859,131.65,8.04
share_central,adr_equal,mgmt_implied,5.0,lead_3.0,uplift_0,0.5,20.0,22.0,23.0,-0.884,-0.072,-0.603,145.99,9.29,-0.914,-0.199,-0.573,132.0,8.33
share_central,adr_equal,mgmt_implied,5.0,lead_3.0,uplift_7,0.0,20.0,22.0,23.0,-1.752,-0.138,-1.2,145.2,8.69,-1.822,-0.388,-1.152,131.3,7.75
share_central,adr_equal,mgmt_implied,5.0,lead_3.0,uplift_7,0.25,20.0,22.0,23.0,-1.314,-0.103,-0.899,145.6,8.99,-1.367,-0.291,-0.863,131.65,8.04
share_central,adr_equal,mgmt_implied,5.0,lead_3.0,uplift_7,0.5,20.0,22.0,23.0,-0.876,-0.069,-0.6,146.0,9.29,-0.911,-0.194,-0.575,132.0,8.32
share_central,adr_equal,mgmt_implied,5.0,lead_3.0,uplift_15,0.0,20.0,22.0,23.0,-1.735,-0.132,-1.191,145.21,8.7,-1.816,-0.376,-1.157,131.29,7.74
share_central,adr_equal,mgmt_implied,5.0,lead_3.0,uplift_15,0.25,20.0,22.0,23.0,-1.301,-0.099,-0.893,145.61,9.0,-1.362,-0.282,-0.867,131.64,8.03
share_central,adr_equal,mgmt_implied,5.0,lead_3.0,uplift_15,0.5,20.0,22.0,23.0,-0.867,-0.066,-0.595,146.0,9.29,-0.908,-0.188,-0.578,132.0,8.32
share_central,adr_plus15,delta_0pp,0.0,lead_1.8,uplift_0,0.0,17.86,19.7,20.62,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_plus15,delta_0pp,0.0,lead_1.8,uplift_0,0.25,17.86,19.7,20.62,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_plus15,delta_0pp,0.0,lead_1.8,uplift_0,0.5,17.86,19.7,20.62,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_plus15,delta_0pp,0.0,lead_1.8,uplift_7,0.0,17.86,19.7,20.62,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_plus15,delta_0pp,0.0,lead_1.8,uplift_7,0.25,17.86,19.7,20.62,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_plus15,delta_0pp,0.0,lead_1.8,uplift_7,0.5,17.86,19.7,20.62,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
share_central,adr_plus15,delta_0pp,0.0,lead_1.8,uplift_15,0.0,17.86,19.7,20.62,0.0,0.0,0.0,146.8,9.89,0.0,0.0,0.0,132.7,8.9
