series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
eurostat_platform_FR,2018-01,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1754911.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-05,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6797942.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-06,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3228719.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-06,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4058600.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-06,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7287319.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-07,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7410619.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-07,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7434565.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-07,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,14845184.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-08,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,10982185.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-08,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6599228.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-08,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,17581413.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-09,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3106082.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-09,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3681506.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-09,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6787588.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-10,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3016210.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-10,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2478480.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-10,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5494690.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-11,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2111023.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-11,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1331860.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-11,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3442883.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-12,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3364074.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-12,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2185315.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2018-12,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5549389.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-01,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2098767.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-01,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1615736.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-01,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3714503.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-02,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3472680.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-02,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1619859.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-02,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5092539.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-03,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2942665.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-03,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2035604.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-03,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4978269.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-04,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4479306.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-04,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3089197.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-04,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7568503.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-05,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3919713.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-05,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2821208.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-05,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6740921.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-06,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4397024.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-06,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5047816.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-06,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,9444840.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-07,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,8574389.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-07,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,8113257.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-07,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,16687646.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-08,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,13223566.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-08,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7356765.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-08,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,20580331.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-09,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3585306.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-09,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3991831.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-09,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7577137.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-10,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3664034.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-10,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2786972.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-10,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6451006.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-11,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2655309.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-11,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1481621.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-11,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4136930.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-12,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4019873.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-12,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2460837.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2019-12,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6480710.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
