scenario,year,revenue,nights,gbv,cor,ops,pd,bpm,fop,ga,nb_cost,ai_cost,cash_costs,addbacks,adj_uncapped,adj_ebitda,margin,sbc,da,op_income,pretax,net_income,eps,interest_income,interest_expense,cash_taxes,d_unearned,capex,wc_resid,fcf,sbc_adj_fcf,buybacks,withholding,price,opening_cash,delta_fcf,delta_buybacks,delta_withholding,net_cash,opening_shares,buyback_shares,issuance_shares,shares
nights_case_a,2027,15965.564327356486,635.7957765036467,118035.82423647701,2696.85355265379,1331.7028825897698,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,60.66914444395464,10294.403475232706,143.69007894620836,5814.850931069988,5814.850931069988,0.3642120511272143,1965.1829999999998,111.7589502914954,3705.97785212378,4200.97785212378,3360.7822816990247,5.848926100039276,620.0,125.0,542.8291871301205,0.0,47.89669298206946,-175.62120760092134,5543.503843356876,3578.320843356876,4000.0,687.8140499999998,191.037,9428.010887788616,5543.503843356876,4000.0,687.8140499999998,10283.700681145492,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
nights_case_a,2028,18087.078774589696,683.1703546661449,130001.71337901974,2955.396015751281,1359.3845162533637,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,139.27050656434065,11400.794976348492,162.78370897130725,6849.067507212511,6849.067507212511,0.3786718459386973,2122.3976399999997,126.60955142212788,4563.886158241204,5028.886158241204,4023.108926592963,7.164491946767777,590.0,125.0,723.4831509835878,0.0,54.26123632376909,-198.95786652048665,6337.365253384668,4214.967613384668,4000.0,742.8391739999998,200.58885,10283.700681145492,6337.365253384668,4000.0,742.8391739999998,11878.22676053016,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
adr_mean_reversion,2026,14224.22909297925,583.1,104259.2874877117,2382.0906210226353,1285.6096904315198,1484.0700000000002,1993.75,921.5799999999999,1090.38,8.422559940396688,0.0,9165.902871394552,128.01806183681325,5186.344283421512,5186.344283421512,0.3646133825263944,1786.5299999999997,99.56960365085476,3271.796221584699,3811.796221584699,3087.5549394836066,5.243363812478645,660.0,120.0,369.8299564174605,0.0,42.67268727893775,-156.46652002277176,5157.375119702342,3370.8451197023423,4200.0,625.2854999999998,181.94,9593.0,2200.375119702342,2061.0,320.28549999999984,9412.089619702343,597.0,11.327910300098933,3.1779405298450034,588.850030229746
adr_mean_reversion,2027,15824.412911522371,634.815255449984,116559.88631355512,2663.131685104885,1329.6491370918313,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,60.13276906378501,10258.091486805693,142.41971620370134,5708.74114092038,5708.74114092038,0.3607553198238162,1965.1829999999998,110.7708903806566,3601.1384247166784,4096.138424716679,3276.9107397733433,5.7029605451472,620.0,125.0,538.0300389917606,0.0,47.47323873456712,-174.0685420267461,5444.169321167305,3478.9863211673046,4000.0,687.8140499999998,191.037,9412.089619702343,5444.169321167305,4000.0,687.8140499999998,10168.444890869649,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
adr_mean_reversion,2028,17927.17106791615,682.1167727759473,128376.15215587354,2918.4412938681976,1357.2880802790019,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,138.03921722295436,11360.51252914966,161.34453961124535,6728.0030783777365,6728.0030783777365,0.3752964175378842,2122.3976399999997,125.49019747541307,4444.260898766492,4909.260898766492,3927.4087190131936,6.994065697063941,590.0,125.0,717.0868427166461,0.0,53.78151320374845,-197.19888174707765,6224.9358407102645,4102.538200710265,4000.0,742.8391739999998,200.58885,10168.444890869649,6224.9358407102645,4000.0,742.8391739999998,11650.541557579912,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
review_with_k_fx_down_sensitivity,2026,14193.829517942517,583.1,105416.882,2408.539056429354,1285.6096904315198,1484.0700000000002,1993.75,921.5799999999999,1090.38,8.422559940396688,0.0,9192.35130680127,127.74446566148264,5129.2226768027285,5129.2226768027285,0.36136989459531293,1786.5299999999997,99.35680662559761,3214.9482111412462,3754.9482111412462,3041.5080510244097,5.165165823015639,660.0,120.0,369.03956746650545,0.0,42.581488553827555,-156.1321246973677,5101.469496085028,3314.9394960850286,4200.0,625.2854999999998,181.94,9593.0,2144.4694960850284,2061.0,320.28549999999984,9356.183996085028,597.0,11.327910300098933,3.1779405298450034,588.850030229746
review_with_k_fx_down_sensitivity,2027,15833.198805203941,634.815255449984,117859.51573801387,2692.825299337316,1329.6491370918313,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,60.16615545977498,10287.818487434117,142.49878924683546,5687.87910701666,5687.87910701666,0.35923752218327537,1965.1829999999998,110.83239163642759,3580.1973177698246,4075.1973177698246,3260.15785421586,5.673804717314581,620.0,125.0,538.328759376934,0.0,47.499596415611826,-174.16518685724336,5422.885564366871,3457.7025643668712,4000.0,687.8140499999998,191.037,9356.183996085028,5422.885564366871,4000.0,687.8140499999998,10091.2555104519,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
review_with_k_fx_down_sensitivity,2028,17937.12443679591,682.1167727759473,129807.53159538114,2950.9815810889954,1357.2880802790019,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,138.1158581633285,11393.129457310833,161.4341199311632,6705.429099416241,6705.429099416241,0.3738296583180768,2122.3976399999997,125.55987105757139,4421.597339485078,4886.597339485078,3909.2778715880627,6.961777654971222,590.0,125.0,717.4849774718365,0.0,53.81137331038774,-197.30836880475502,6201.8243798292615,4079.426739829262,4000.0,742.8391739999998,200.58885,10091.2555104519,6201.8243798292615,4000.0,742.8391739999998,11550.240716281161,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
review_with_k_fx_up_sensitivity,2026,14353.583649618124,583.1,105416.882,2408.539056429354,1285.6096904315198,1484.0700000000002,1993.75,921.5799999999999,1090.38,8.422559940396688,0.0,9192.35130680127,129.1822528465631,5290.414595663416,5290.414595663416,0.3685779610727504,1786.5299999999997,100.47508554732687,3374.7023428168527,3914.7023428168527,3170.908897681651,5.384917610421939,660.0,120.0,373.1931748900712,0.0,43.06075094885437,-157.88942014579936,5256.27124967869,3469.74124967869,4200.0,625.2854999999998,181.94,9593.0,2299.27124967869,2061.0,320.28549999999984,9510.98574967869,597.0,11.327910300098933,3.1779405298450034,588.850030229746
review_with_k_fx_up_sensitivity,2027,16071.267676285732,634.815255449984,117859.51573801387,2692.825299337316,1329.6491370918313,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,61.07081716988578,10288.723149144227,144.64140908657157,5927.185936228077,5927.185936228077,0.3688063726904412,1965.1829999999998,112.49887373400013,3817.361527141505,4312.361527141506,3449.8892217132047,6.004003062323216,620.0,125.0,546.4231009937149,0.0,48.2138030288572,-176.78394443914303,5650.765087766362,3685.582087766362,4000.0,687.8140499999998,191.037,9510.98574967869,5650.765087766362,4000.0,687.8140499999998,10473.936787445053,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
review_with_k_fx_up_sensitivity,2028,18206.82805244925,682.1167727759473,129807.53159538114,2950.9815810889954,1357.2880802790019,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,140.19257600385924,11395.206175151365,163.86145247204325,6975.48332976993,6918.594659930715,0.38,2122.3976399999997,127.44779636714476,4632.335567458673,5097.335567458673,4077.8684539669384,7.26200961284099,590.0,125.0,728.27312209797,0.0,54.620484157347754,-200.27510857694176,6400.4259450984555,4278.028305098456,4000.0,742.8391739999998,200.58885,10473.936787445053,6400.4259450984555,4000.0,742.8391739999998,12131.523558543508,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
joint_soft,2026,14170.367652403449,583.1,104259.2874877117,2382.0906210226353,1285.6096904315198,1484.0700000000002,1993.75,921.5799999999999,1090.38,8.422559940396688,0.0,9165.902871394552,127.53330887163104,5131.998089880528,5131.998089880528,0.3621640747627381,1786.5299999999997,99.19257356682415,3217.934781008897,3757.934781008897,3043.927172617207,5.169274036429253,660.0,120.0,368.42955896248964,0.0,42.51110295721035,-155.87404417643793,5105.183383784391,3318.653383784391,4200.0,625.2854999999998,181.94,9593.0,2148.1833837843906,2061.0,320.28549999999984,9359.897883784392,597.0,11.327910300098933,3.1779405298450034,588.850030229746
joint_soft,2027,15741.16554275318,634.815255449984,116559.88631355512,2663.131685104885,1329.6491370918313,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,59.816429062462085,10257.775146804372,141.67048988477862,5625.060885833587,5625.060885833587,0.3573471653389236,1965.1829999999998,110.18815879927226,3518.2073959488084,4013.207395948808,3210.5659167590466,5.587497556353224,620.0,125.0,535.1996284536082,0.0,47.22349662825954,-173.15282097028498,5364.484939781435,3399.301939781435,4000.0,687.8140499999998,191.037,9359.897883784392,5364.484939781435,4000.0,687.8140499999998,10036.568773565827,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
joint_soft,2028,17832.86173529045,682.1167727759473,128376.15215587354,2918.4412938681976,1357.2880802790019,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,137.31303536173647,11359.786347288442,160.49575561761404,6633.571143619623,6633.571143619623,0.3719857890498908,2122.3976399999997,124.83003214703317,4350.67774800201,4815.67774800201,3852.5421984016084,6.860740799878403,590.0,125.0,713.314469411618,0.0,53.49858520587136,-196.16147908819494,6135.596609913939,4013.198969913939,4000.0,742.8391739999998,200.58885,10036.568773565827,6135.596609913939,4000.0,742.8391739999998,11429.326209479765,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
joint_firm,2026,14327.97895444699,584.0,105573.995,2412.128735706462,1287.5939962476548,1484.0700000000002,1993.75,921.5799999999999,1090.38,8.422559940396688,0.0,9197.925291894515,128.9518105900229,5259.005473142497,5259.005473142497,0.3670444722080119,1786.5299999999997,100.29585268112893,3343.5236625524744,3883.5236625524744,3145.6541666675043,5.342029388094273,660.0,120.0,372.5274528156217,0.0,42.98393686334097,-157.60776849891687,5225.886314964618,3439.356314964618,4200.0,625.2854999999998,181.94,9593.0,2268.8863149646177,2061.0,320.28549999999984,9480.600814964619,597.0,11.327910300098933,3.1779405298450034,588.850030229746
joint_firm,2027,16049.945718012528,635.7957765036467,118035.82423647701,2696.85355265379,1331.7028825897698,1632.4770000000003,2312.75,1050.6012,1150.3509000000001,58.998795545192756,60.98979372844761,10294.724124517199,144.44951146211275,5899.671104957442,5899.671104957442,0.3675819973855962,1965.1829999999998,112.3496200260877,3790.0385934953297,4285.03859349533,3428.0308747962645,5.965961962046535,620.0,125.0,545.698154412426,0.0,48.149837154037584,-176.5494028981378,5624.273710492841,3659.090710492841,4000.0,687.8140499999998,191.037,9480.600814964619,5624.273710492841,4000.0,687.8140499999998,10417.06047545746,588.850030229746,20.938352256369186,6.686500259112107,574.598178232489
joint_firm,2028,18182.672818659288,683.1703546661449,130001.71337901974,2955.396015751281,1359.3845162533637,1787.5623150000004,2624.97125,1176.6733440000003,1207.8684450000003,149.66858377950746,140.00658070367652,11401.531050487829,163.6440553679336,6944.785823539393,6909.41567109053,0.38,2122.3976399999997,127.27870973061502,4623.373975722597,5088.373975722597,4070.6991805780776,7.249242322072612,590.0,125.0,727.3069127463715,0.0,54.54801845597787,-200.00940100525216,6392.551338882928,4270.153698882928,4000.0,742.8391739999998,200.58885,10417.06047545746,6392.551338882928,4000.0,742.8391739999998,12066.772640340387,574.598178232489,19.941287863208746,6.877543123658169,561.5344334929384
