origin_date,last_reported_quarter,last_company_publication,target,quarter,year,horizon_quarters,guide_announcements_ahead,is_live,guide_event_date,actual_revenue_musd,actual_guide_mid_musd,cushion_pct,cushion_divisor,n_cushion,knowable_from,coefficient_information_date,point_in_time_eligible,oracle_future_information_used,predictive_interval,model,anchor_quarter,value_musd,source_publication,source_type
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,2023-05-09,True,False,not_calculated,revenue_growth,2023Q1,1818.0,2023-05-09,reported_revenue
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,2023-05-09,True,False,not_calculated,guide_growth,2022Q2,2080.0,2022-05-03,initial_issued_guide
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,2023-05-09,True,False,not_calculated,guide_growth,2022Q3,2830.0,2022-08-02,initial_issued_guide
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,2023-05-09,True,False,not_calculated,guide_growth,2023Q2,2400.0,2023-05-09,initial_issued_guide
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,2023-08-03,True,False,not_calculated,revenue_growth,2022Q2,2104.0,2022-08-02,reported_revenue
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,2023-08-03,True,False,not_calculated,revenue_growth,2022Q4,1902.0,2023-02-14,reported_revenue
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,2023-08-03,True,False,not_calculated,revenue_growth,2023Q2,2484.0,2023-08-03,reported_revenue
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,2023-08-03,True,False,not_calculated,guide_growth,2022Q3,2830.0,2022-08-02,initial_issued_guide
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,2023-08-03,True,False,not_calculated,guide_growth,2022Q4,1840.0,2022-11-01,initial_issued_guide
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,2023-08-03,True,False,not_calculated,guide_growth,2023Q3,3350.0,2023-08-03,initial_issued_guide
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,2023-11-01,True,False,not_calculated,revenue_growth,2022Q3,2884.0,2022-11-01,reported_revenue
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,2023-11-01,True,False,not_calculated,revenue_growth,2023Q1,1818.0,2023-05-09,reported_revenue
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,2023-11-01,True,False,not_calculated,revenue_growth,2023Q3,3397.0,2023-11-01,reported_revenue
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,2023-11-01,True,False,not_calculated,guide_growth,2022Q4,1840.0,2022-11-01,initial_issued_guide
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,2023-11-01,True,False,not_calculated,guide_growth,2023Q1,1785.0,2023-02-14,initial_issued_guide
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,2023-11-01,True,False,not_calculated,guide_growth,2023Q4,2150.0,2023-11-01,initial_issued_guide
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,2024-02-13,True,False,not_calculated,revenue_growth,2022Q4,1902.0,2023-02-14,reported_revenue
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,2024-02-13,True,False,not_calculated,revenue_growth,2023Q2,2484.0,2023-08-03,reported_revenue
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,2024-02-13,True,False,not_calculated,revenue_growth,2023Q4,2218.0,2024-02-13,reported_revenue
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,2024-02-13,True,False,not_calculated,guide_growth,2023Q1,1785.0,2023-02-14,initial_issued_guide
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,2024-02-13,True,False,not_calculated,guide_growth,2023Q2,2400.0,2023-05-09,initial_issued_guide
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,2024-02-13,True,False,not_calculated,guide_growth,2024Q1,2050.0,2024-02-13,initial_issued_guide
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,2024-05-08,True,False,not_calculated,revenue_growth,2023Q1,1818.0,2023-05-09,reported_revenue
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,2024-05-08,True,False,not_calculated,revenue_growth,2023Q3,3397.0,2023-11-01,reported_revenue
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,2024-05-08,True,False,not_calculated,revenue_growth,2024Q1,2142.0,2024-05-08,reported_revenue
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,2024-05-08,True,False,not_calculated,guide_growth,2023Q2,2400.0,2023-05-09,initial_issued_guide
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,2024-05-08,True,False,not_calculated,guide_growth,2023Q3,3350.0,2023-08-03,initial_issued_guide
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,2024-05-08,True,False,not_calculated,guide_growth,2024Q2,2710.0,2024-05-08,initial_issued_guide
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,revenue_growth,2023Q2,2484.0,2023-08-03,reported_revenue
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,revenue_growth,2023Q4,2218.0,2024-02-13,reported_revenue
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,revenue_growth,2024Q2,2748.0,2024-08-06,reported_revenue
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,guide_growth,2023Q3,3350.0,2023-08-03,initial_issued_guide
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,guide_growth,2023Q4,2150.0,2023-11-01,initial_issued_guide
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,guide_growth,2024Q3,3700.0,2024-08-06,initial_issued_guide
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,revenue_growth,2023Q3,3397.0,2023-11-01,reported_revenue
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,revenue_growth,2024Q1,2142.0,2024-05-08,reported_revenue
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,revenue_growth,2024Q3,3732.0,2024-11-07,reported_revenue
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,guide_growth,2023Q4,2150.0,2023-11-01,initial_issued_guide
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,guide_growth,2024Q1,2050.0,2024-02-13,initial_issued_guide
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,guide_growth,2024Q4,2415.0,2024-11-07,initial_issued_guide
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,revenue_growth,2023Q4,2218.0,2024-02-13,reported_revenue
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,revenue_growth,2024Q2,2748.0,2024-08-06,reported_revenue
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,revenue_growth,2024Q4,2480.0,2025-02-13,reported_revenue
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,guide_growth,2024Q1,2050.0,2024-02-13,initial_issued_guide
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,guide_growth,2024Q2,2710.0,2024-05-08,initial_issued_guide
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,guide_growth,2025Q1,2250.0,2025-02-13,initial_issued_guide
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,revenue_growth,2024Q1,2142.0,2024-05-08,reported_revenue
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,revenue_growth,2024Q3,3732.0,2024-11-07,reported_revenue
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,revenue_growth,2025Q1,2272.0,2025-05-01,reported_revenue
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,guide_growth,2024Q2,2710.0,2024-05-08,initial_issued_guide
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,guide_growth,2024Q3,3700.0,2024-08-06,initial_issued_guide
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,guide_growth,2025Q2,3020.0,2025-05-01,initial_issued_guide
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,revenue_growth,2024Q2,2748.0,2024-08-06,reported_revenue
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,revenue_growth,2024Q4,2480.0,2025-02-13,reported_revenue
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,revenue_growth,2025Q2,3096.0,2025-08-06,reported_revenue
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,guide_growth,2024Q3,3700.0,2024-08-06,initial_issued_guide
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,guide_growth,2024Q4,2415.0,2024-11-07,initial_issued_guide
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,guide_growth,2025Q3,4060.0,2025-08-06,initial_issued_guide
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,2025-11-06,True,False,not_calculated,revenue_growth,2024Q3,3732.0,2024-11-07,reported_revenue
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,2025-11-06,True,False,not_calculated,revenue_growth,2025Q1,2272.0,2025-05-01,reported_revenue
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,2025-11-06,True,False,not_calculated,revenue_growth,2025Q3,4095.0,2025-11-06,reported_revenue
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,2025-11-06,True,False,not_calculated,guide_growth,2024Q4,2415.0,2024-11-07,initial_issued_guide
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,2025-11-06,True,False,not_calculated,guide_growth,2025Q1,2250.0,2025-02-13,initial_issued_guide
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,2025-11-06,True,False,not_calculated,guide_growth,2025Q4,2690.0,2025-11-06,initial_issued_guide
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,2026-02-12,True,False,not_calculated,revenue_growth,2024Q4,2480.0,2025-02-13,reported_revenue
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,2026-02-12,True,False,not_calculated,revenue_growth,2025Q2,3096.0,2025-08-06,reported_revenue
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,2026-02-12,True,False,not_calculated,revenue_growth,2025Q4,2778.0,2026-02-12,reported_revenue
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,2026-02-12,True,False,not_calculated,guide_growth,2025Q1,2250.0,2025-02-13,initial_issued_guide
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,2026-02-12,True,False,not_calculated,guide_growth,2025Q2,3020.0,2025-05-01,initial_issued_guide
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,2026-02-12,True,False,not_calculated,guide_growth,2026Q1,2610.0,2026-02-12,initial_issued_guide
2022-08-02,2022Q2,2022-08-02,2023Q1,2023Q1,2023,3,2,False,2023-02-14,1818.0,1785.0,4.114164593107961,1.0411416459310796,3,2022-08-02,2022-08-02,True,False,not_calculated,revenue_growth,2021Q2,1335.0,2021-08-12,reported_revenue
2022-08-02,2022Q2,2022-08-02,2023Q1,2023Q1,2023,3,2,False,2023-02-14,1818.0,1785.0,4.114164593107961,1.0411416459310796,3,2022-08-02,2022-08-02,True,False,not_calculated,revenue_growth,2022Q1,1509.0,2022-05-03,reported_revenue
2022-08-02,2022Q2,2022-08-02,2023Q1,2023Q1,2023,3,2,False,2023-02-14,1818.0,1785.0,4.114164593107961,1.0411416459310796,3,2022-08-02,2022-08-02,True,False,not_calculated,revenue_growth,2022Q2,2104.0,2022-08-02,reported_revenue
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,2022-11-01,True,False,not_calculated,revenue_growth,2021Q3,2237.0,2021-11-04,reported_revenue
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,2022-11-01,True,False,not_calculated,revenue_growth,2022Q2,2104.0,2022-08-02,reported_revenue
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,2022-11-01,True,False,not_calculated,revenue_growth,2022Q3,2884.0,2022-11-01,reported_revenue
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,2022-11-01,True,False,not_calculated,guide_growth,2021Q4,1435.0,2021-11-04,initial_issued_guide
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,2022-11-01,True,False,not_calculated,guide_growth,2022Q2,2080.0,2022-05-03,initial_issued_guide
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,2022-11-01,True,False,not_calculated,guide_growth,2022Q4,1840.0,2022-11-01,initial_issued_guide
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,2023-02-14,True,False,not_calculated,revenue_growth,2021Q4,1532.0,2022-02-15,reported_revenue
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,2023-02-14,True,False,not_calculated,revenue_growth,2022Q3,2884.0,2022-11-01,reported_revenue
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,2023-02-14,True,False,not_calculated,revenue_growth,2022Q4,1902.0,2023-02-14,reported_revenue
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,2023-02-14,True,False,not_calculated,guide_growth,2022Q1,1445.0,2022-02-15,initial_issued_guide
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,2023-02-14,True,False,not_calculated,guide_growth,2022Q3,2830.0,2022-08-02,initial_issued_guide
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,2023-02-14,True,False,not_calculated,guide_growth,2023Q1,1785.0,2023-02-14,initial_issued_guide
2023-05-09,2023Q1,2023-05-09,2023Q4,2023Q4,2023,3,2,False,2023-11-01,2218.0,2150.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,2023-05-09,True,False,not_calculated,revenue_growth,2022Q1,1509.0,2022-05-03,reported_revenue
2023-05-09,2023Q1,2023-05-09,2023Q4,2023Q4,2023,3,2,False,2023-11-01,2218.0,2150.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,2023-05-09,True,False,not_calculated,revenue_growth,2022Q4,1902.0,2023-02-14,reported_revenue
2023-05-09,2023Q1,2023-05-09,2023Q4,2023Q4,2023,3,2,False,2023-11-01,2218.0,2150.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,2023-05-09,True,False,not_calculated,revenue_growth,2023Q1,1818.0,2023-05-09,reported_revenue
