path,bytes_gz,dump_date
raw_dl/spain_islas-baleares_menorca_2023-03-31.csv.gz,6930713,2023-03-31
raw_dl/spain_pv_euskadi_2023-03-31.csv.gz,26591400,2023-03-31
raw_dl/spain_vc_valencia_2023-03-19.csv.gz,38996607,2023-03-19
raw_dl/sweden_stockholms-län_stockholm_2023-03-31.csv.gz,10836104,2023-03-31
raw_dl/switzerland_geneva_geneva_2023-03-30.csv.gz,6222839,2023-03-30
raw_dl/switzerland_vd_vaud_2023-05-03.csv.gz,10238299,2023-05-03
raw_dl/switzerland_zürich_zurich_2023-03-31.csv.gz,7115134,2023-03-31
raw_dl/taiwan_northern-taiwan_taipei_2023-03-31.csv.gz,14486920,2023-03-31
raw_dl/thailand_central-thailand_bangkok_2023-03-28.csv.gz,38869359,2023-03-28
raw_dl/the-netherlands_north-holland_amsterdam_2023-03-09.csv.gz,41453025,2023-03-09
raw_dl/the-netherlands_south-holland_rotterdam_2023-03-26.csv.gz,4154124,2023-03-26
raw_dl/the-netherlands_south-holland_the-hague_2023-03-26.csv.gz,4138665,2023-03-26
raw_dl/turkey_marmara_istanbul_2023-03-31.csv.gz,57733613,2023-03-31
raw_dl/united-kingdom_england_bristol_2023-03-28.csv.gz,9929435,2023-03-28
raw_dl/united-kingdom_england_greater-manchester_2023-03-27.csv.gz,14561934,2023-03-27
raw_dl/united-kingdom_england_london_2023-03-14.csv.gz,158880598,2023-03-14
raw_dl/united-kingdom_scotland_edinburgh_2023-03-17.csv.gz,55427579,2023-03-17
raw_dl/united-states_ca_los-angeles_2023-03-07.csv.gz,152179501,2023-03-07
raw_dl/united-states_ca_oakland_2023-03-24.csv.gz,12872260,2023-03-24
raw_dl/united-states_ca_pacific-grove_2023-03-31.csv.gz,2268917,2023-03-31
raw_dl/united-states_ca_san-diego_2023-03-24.csv.gz,80717395,2023-03-24
raw_dl/united-states_ca_san-francisco_2023-03-06.csv.gz,38992827,2023-03-06
raw_dl/united-states_ca_san-mateo-county_2023-03-26.csv.gz,18034530,2023-03-26
raw_dl/united-states_ca_santa-clara-county_2023-03-26.csv.gz,19689702,2023-03-26
raw_dl/united-states_ca_santa-cruz-county_2023-03-31.csv.gz,15969476,2023-03-31
raw_dl/united-states_co_denver_2023-03-31.csv.gz,26693995,2023-03-31
raw_dl/united-states_dc_washington-dc_2023-03-19.csv.gz,36126341,2023-03-19
raw_dl/united-states_fl_broward-county_2023-03-27.csv.gz,48073629,2023-03-27
raw_dl/united-states_hi_hawaii_2023-03-16.csv.gz,137020109,2023-03-16
raw_dl/united-states_il_chicago_2023-03-19.csv.gz,37733250,2023-03-19
raw_dl/united-states_la_new-orleans_2023-03-09.csv.gz,49523921,2023-03-09
raw_dl/united-states_ma_boston_2023-03-19.csv.gz,17794466,2023-03-19
raw_dl/united-states_ma_cambridge_2023-03-29.csv.gz,5441970,2023-03-29
raw_dl/united-states_mn_twin-cities-msa_2023-03-23.csv.gz,20333569,2023-03-23
raw_dl/united-states_mt_bozeman_2023-05-13.csv.gz,2571840,2023-05-13
raw_dl/united-states_nc_asheville_2023-03-19.csv.gz,30838419,2023-03-19
raw_dl/united-states_nj_jersey-city_2023-03-26.csv.gz,4559218,2023-03-26
raw_dl/united-states_nj_newark_2023-03-31.csv.gz,3367477,2023-03-31
raw_dl/united-states_nv_clark-county-nv_2023-03-27.csv.gz,41035371,2023-03-27
raw_dl/united-states_ny_new-york-city_2023-03-06.csv.gz,131691169,2023-03-06
raw_dl/united-states_oh_columbus_2023-03-28.csv.gz,10365246,2023-03-28
raw_dl/united-states_or_portland_2023-03-23.csv.gz,44916851,2023-03-23
raw_dl/united-states_or_salem-or_2023-03-26.csv.gz,1378021,2023-03-26
raw_dl/united-states_ri_rhode-island_2023-03-31.csv.gz,20089697,2023-03-31
raw_dl/united-states_tn_nashville_2023-03-19.csv.gz,52626054,2023-03-19
raw_dl/united-states_tx_austin_2023-03-16.csv.gz,51024268,2023-03-16
raw_dl/united-states_tx_dallas_2023-05-18.csv.gz,18902209,2023-05-18
raw_dl/united-states_tx_fort-worth_2023-03-15.csv.gz,5827296,2023-03-15
raw_dl/united-states_wa_seattle_2023-03-24.csv.gz,43857856,2023-03-24
