market,dump_date,url,bytes,sha256,local_path,content_length_head,size_matches_head,downloaded_utc
paris,2024-09-06,https://data.insideairbnb.com/france/ile-de-france/paris/2024-09-06/data/calendar.csv.gz,88031456,96f729e1296d9b240c9f93ee3a8b2cddf3a992b2550fb6f1fc58af7b6b286d6b,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\paris_2024-09-06_calendar.csv.gz,88031456,True,2026-09-11T15:01:34
paris,2024-12-06,https://data.insideairbnb.com/france/ile-de-france/paris/2024-12-06/data/calendar.csv.gz,83448770,ef602e3b58b6d2474e8c5dfc391852740ba69d3428be03c4059eded1b77b3c6e,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\paris_2024-12-06_calendar.csv.gz,83448770,True,2026-09-11T15:01:56
paris,2025-03-03,https://data.insideairbnb.com/france/ile-de-france/paris/2025-03-03/data/calendar.csv.gz,77040456,21d634b430a24a9678cdfccb14a4f1e72181efa0c11f34081fde308565fb03cc,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\paris_2025-03-03_calendar.csv.gz,77040456,True,2026-09-11T15:02:25
rome,2024-06-15,https://data.insideairbnb.com/italy/lazio/rome/2024-06-15/data/calendar.csv.gz,30627956,646e0d59981ea8e45d465c965be28d7a9b5ea0c23477a2cd91d5be1e9f025271,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\rome_2024-06-15_calendar.csv.gz,30627956,True,2026-09-11T15:02:33
rome,2024-09-11,https://data.insideairbnb.com/italy/lazio/rome/2024-09-11/data/calendar.csv.gz,31666353,e4a2c7ba7f091e802c92d9401c15cfd597f1945cc409bc8c914a3f8be3a0f376,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\rome_2024-09-11_calendar.csv.gz,31666353,True,2026-09-11T15:02:37
rome,2024-12-12,https://data.insideairbnb.com/italy/lazio/rome/2024-12-12/data/calendar.csv.gz,33243310,6e6c599db1314c8bb21a1d75d4fad0255ff3214edeabb6878ec8775826ef34a4,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\rome_2024-12-12_calendar.csv.gz,33243310,True,2026-09-11T15:02:43
rome,2025-03-05,https://data.insideairbnb.com/italy/lazio/rome/2025-03-05/data/calendar.csv.gz,32281605,a799a653c44c601bac0f25328528227c66210a9be52a69670ff7a8d353bfb343,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\rome_2025-03-05_calendar.csv.gz,32281605,True,2026-09-11T15:02:48
san-diego,2025-03-16,https://data.insideairbnb.com/united-states/ca/san-diego/2025-03-16/data/calendar.csv.gz,12261423,e0f4f1db3a68cf092d43928e31daa001c1e9d940fe57df0be7b737bb60873b2f,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\san-diego_2025-03-16_calendar.csv.gz,12261423,True,2026-09-11T15:02:50
austin,2024-05-19,https://data.insideairbnb.com/united-states/tx/austin/2024-05-19/data/calendar.csv.gz,13749635,2fc09bf10244caa757b391b18097c112b8b086c1e06f96e39d6d693d47f7973d,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2024-05-19_calendar.csv.gz,13749635,True,2026-09-11T15:02:52
austin,2024-07-21,https://data.insideairbnb.com/united-states/tx/austin/2024-07-21/data/calendar.csv.gz,13763962,b769d30c6e6f86c793ba926ea4f26cdadf96e5139563325c4b1eb6446f9283b8,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2024-07-21_calendar.csv.gz,13763962,True,2026-09-11T15:02:55
austin,2024-08-14,https://data.insideairbnb.com/united-states/tx/austin/2024-08-14/data/calendar.csv.gz,13750886,bfc04568e59b5ea72b4646e0de956299605e25b66424111a7437b9af2f9170ff,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2024-08-14_calendar.csv.gz,13750886,True,2026-09-11T15:02:58
austin,2024-10-14,https://data.insideairbnb.com/united-states/tx/austin/2024-10-14/data/calendar.csv.gz,14644692,fb729755adccac0055c89121f92c6062866a47b8233869ca1a07a9726e69efa6,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2024-10-14_calendar.csv.gz,14644692,True,2026-09-11T15:03:02
austin,2024-11-14,https://data.insideairbnb.com/united-states/tx/austin/2024-11-14/data/calendar.csv.gz,14199423,8b1117e6f4980dd1b0bb929ee4351cd90668601f0db5e6117fc70f19c4ab88be,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2024-11-14_calendar.csv.gz,14199423,True,2026-09-11T15:03:06
austin,2025-01-16,https://data.insideairbnb.com/united-states/tx/austin/2025-01-16/data/calendar.csv.gz,14816452,b2bf17ad3e8de23ce648d0aa69be146a658bac61242c946617815f4983f3e944,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2025-01-16_calendar.csv.gz,14816452,True,2026-09-11T15:03:09
austin,2025-02-16,https://data.insideairbnb.com/united-states/tx/austin/2025-02-16/data/calendar.csv.gz,14195507,edd0c64256c020f81c7ca1a8a58eb32348c837d4b4b9b39149092204f2ab10c9,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2025-02-16_calendar.csv.gz,14195507,True,2026-09-11T15:03:14
austin,2025-04-12,https://data.insideairbnb.com/united-states/tx/austin/2025-04-12/data/calendar.csv.gz,14285340,4e3fa96a0bf78abc1213c747210b88a4a098dfdf05932a7f21460559b22cee7e,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2025-04-12_calendar.csv.gz,14285340,True,2026-09-11T15:03:19
austin,2025-05-11,https://data.insideairbnb.com/united-states/tx/austin/2025-05-11/data/calendar.csv.gz,13865553,1735b0c098f03eef41722cd212dfeaa6bf7925b5e1ea14edced66ca9ff7052c3,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2025-05-11_calendar.csv.gz,13865553,True,2026-09-11T15:03:24
austin,2025-07-11,https://data.insideairbnb.com/united-states/tx/austin/2025-07-11/data/calendar.csv.gz,13341612,10bd1f04db59ae660178f68679d1b93c45c04aa79931ca35eaffdb75f6ebe958,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2025-07-11_calendar.csv.gz,13341612,True,2026-09-11T15:03:30
austin,2025-08-16,https://data.insideairbnb.com/united-states/tx/austin/2025-08-16/data/calendar.csv.gz,13003041,fe7b46e0fdc33a81006f943238c19039e342197670272edcf819bf181587b733,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\austin_2025-08-16_calendar.csv.gz,13003041,True,2026-09-11T15:03:37
bangkok,2025-03-19,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-03-19/data/calendar.csv.gz,25730226,09930feb475a4da3ec61a590cd9143081f3c2012a9b45488dd03d89e8e46c84d,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\bangkok_2025-03-19_calendar.csv.gz,25730226,True,2026-09-11T15:03:49
bangkok,2025-04-25,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-04-25/data/calendar.csv.gz,25918921,5c17443dbeb3a91581ae1c5376a810a0967d6c8be3792dafcb8c1d2a036e24c7,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\bangkok_2025-04-25_calendar.csv.gz,25918921,True,2026-09-11T15:03:57
bangkok,2025-05-26,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-05-26/data/calendar.csv.gz,21421325,6490ffc6cd1d2073b6256f5f1e07ce2bd5a4a0517184c3adafac59e7dc95b62a,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\bangkok_2025-05-26_calendar.csv.gz,21421325,True,2026-09-11T15:04:02
bangkok,2025-06-24,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-06-24/data/calendar.csv.gz,24238485,51e578e412fc8aef08df791930813196111591e2e48c66d3ddf7452b21dd3143,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\bangkok_2025-06-24_calendar.csv.gz,24238485,True,2026-09-11T15:04:06
bangkok,2025-07-26,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-07-26/data/calendar.csv.gz,24450006,74d936d9fa85d26dda74c94581e4437422f429a638686a115d9a68a5916bd93e,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\bangkok_2025-07-26_calendar.csv.gz,24450006,True,2026-09-11T15:04:10
bangkok,2025-08-28,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-08-28/data/calendar.csv.gz,24101275,7167d197ce2b5d556c67a6ece0701ddd80c5cec8222fd081a1e69c976f8871f6,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\bangkok_2025-08-28_calendar.csv.gz,24101275,True,2026-09-11T15:04:16
barcelona,2025-08-10,https://data.insideairbnb.com/spain/catalonia/barcelona/2025-08-10/data/calendar.csv.gz,16992211,7714b49e0e04926692b2d6dbe0e9aff01473550912c8035e7963def2979f888f,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\barcelona_2025-08-10_calendar.csv.gz,16992211,True,2026-09-11T15:04:19
barwon-south-west-vic,2025-03-21,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-03-21/data/calendar.csv.gz,6864365,0e0eeefada985f3aa7997b53b5be3f118318a49b28af53650e96b54ecc262f14,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\barwon-south-west-vic_2025-03-21_calendar.csv.gz,6864365,True,2026-09-11T15:04:20
barwon-south-west-vic,2025-04-26,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-04-26/data/calendar.csv.gz,6865630,7f65971dd0df61c2910179e2f72375114cd7f22dd91d1a42438801b11c09ded4,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\barwon-south-west-vic_2025-04-26_calendar.csv.gz,6865630,True,2026-09-11T15:04:21
barwon-south-west-vic,2025-05-28,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-05-28/data/calendar.csv.gz,4962077,9f80cb7f70c694f0bcd3f2061d074a62d025874530d33da8bd1c299141144e63,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\barwon-south-west-vic_2025-05-28_calendar.csv.gz,4962077,True,2026-09-11T15:04:22
barwon-south-west-vic,2025-06-25,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-06-25/data/calendar.csv.gz,6323245,3b5fea6486c921b8686c15d9bfe5d68b448f01fda88cc143e27a25ff4ca289b4,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\barwon-south-west-vic_2025-06-25_calendar.csv.gz,6323245,True,2026-09-11T15:04:25
barwon-south-west-vic,2025-07-27,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-07-27/data/calendar.csv.gz,6326569,b798f4abda08972e1eba67535c3287ee3a1117d262d086772ee5d1bc7190bfae,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\barwon-south-west-vic_2025-07-27_calendar.csv.gz,6326569,True,2026-09-11T15:04:28
barwon-south-west-vic,2025-08-30,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-08-30/data/calendar.csv.gz,6383112,964392ce97c78b79c0c424eb51d5be9093b48926b2785c095e277c7419feffc5,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\barwon-south-west-vic_2025-08-30_calendar.csv.gz,6383112,True,2026-09-11T15:04:30
belize,2025-03-23,https://data.insideairbnb.com/belize/bz/belize/2025-03-23/data/calendar.csv.gz,3191513,596ce958170e026fff5db1fd8c4463da2a3cf81a06c4dd54e09fb6c6672cdc4e,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\belize_2025-03-23_calendar.csv.gz,3191513,True,2026-09-11T15:04:31
belize,2025-04-27,https://data.insideairbnb.com/belize/bz/belize/2025-04-27/data/calendar.csv.gz,3258135,fb011096d00fccb37807b411c55c67d367e649d4ac40158c54c64070b151337d,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\belize_2025-04-27_calendar.csv.gz,3258135,True,2026-09-11T15:04:32
belize,2025-06-25,https://data.insideairbnb.com/belize/bz/belize/2025-06-25/data/calendar.csv.gz,3092062,ac60211d42aa4d6345e8de2a9fde9849de0db8b30c3186082917e06d90b0a873,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\belize_2025-06-25_calendar.csv.gz,3092062,True,2026-09-11T15:04:33
belize,2025-07-29,https://data.insideairbnb.com/belize/bz/belize/2025-07-29/data/calendar.csv.gz,3157586,4d2034f3eb0cba974f38ef6848c770476ef7dddc8df0590a1d4aac6fba4f77af,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\belize_2025-07-29_calendar.csv.gz,3157586,True,2026-09-11T15:04:35
belize,2025-08-30,https://data.insideairbnb.com/belize/bz/belize/2025-08-30/data/calendar.csv.gz,3178728,3de062462a36da46a7107499e3c36f490e2be0e8118da037bdcaf10eba167b7f,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\belize_2025-08-30_calendar.csv.gz,3178728,True,2026-09-11T15:04:36
brisbane,2025-08-04,https://data.insideairbnb.com/australia/qld/brisbane/2025-08-04/data/calendar.csv.gz,5001914,17db37560a0a57e59de1272cae00c91208b28539a3e47ca7e4074cc51fc8db96,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\brisbane_2025-08-04_calendar.csv.gz,5001914,True,2026-09-11T15:04:38
buenos-aires,2025-07-27,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2025-07-27/data/calendar.csv.gz,23392296,2106b544e535bec3ad6d7905eb1db98ea162170274b11d687b5f4a059b137a01,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\buenos-aires_2025-07-27_calendar.csv.gz,23392296,True,2026-09-11T15:04:43
buenos-aires,2025-08-29,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2025-08-29/data/calendar.csv.gz,23327965,8011857a64f72da6efd7329d0ceeeeda5cc0edd03870f507da0589a28393b483,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\buenos-aires_2025-08-29_calendar.csv.gz,23327965,True,2026-09-11T15:04:49
chicago,2025-02-16,https://data.insideairbnb.com/united-states/il/chicago/2025-02-16/data/calendar.csv.gz,8059281,b1d4db833beae445602682e6d78b3d50c931911cf16a9fea09da403cd430c6cb,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\chicago_2025-02-16_calendar.csv.gz,8059281,True,2026-09-11T15:04:50
chicago,2025-04-17,https://data.insideairbnb.com/united-states/il/chicago/2025-04-17/data/calendar.csv.gz,7735558,d9d9298fae8c6e8b16181066310958588cbcd5f5849cfd4e4a2a3ae95800d9a8,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\chicago_2025-04-17_calendar.csv.gz,7735558,True,2026-09-11T15:04:52
chicago,2025-05-14,https://data.insideairbnb.com/united-states/il/chicago/2025-05-14/data/calendar.csv.gz,7879958,0db80101444172a9b3fb128bce5ce989469d8b63d47c53cf60d41dcaf3dd5954,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\chicago_2025-05-14_calendar.csv.gz,7879958,True,2026-09-11T15:04:54
chicago,2025-07-20,https://data.insideairbnb.com/united-states/il/chicago/2025-07-20/data/calendar.csv.gz,7554637,2067c0b775750293b932bc4c44ac128287c866d8611aef4a1ac916101d735057,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\chicago_2025-07-20_calendar.csv.gz,7554637,True,2026-09-11T15:04:56
chicago,2025-08-19,https://data.insideairbnb.com/united-states/il/chicago/2025-08-19/data/calendar.csv.gz,7557381,349b7449000347e4342b01aaaaa832abf5be45da07ae45d97d384aecee0cf9ec,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\chicago_2025-08-19_calendar.csv.gz,7557381,True,2026-09-11T15:04:57
hong-kong,2025-03-16,https://data.insideairbnb.com/china/hk/hong-kong/2025-03-16/data/calendar.csv.gz,6030637,90e84afe123fe11cde231c88e69085e5ffebaf01c1fb4e52cd15c3ac81c93749,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\hong-kong_2025-03-16_calendar.csv.gz,6030637,True,2026-09-11T15:04:59
hong-kong,2025-04-20,https://data.insideairbnb.com/china/hk/hong-kong/2025-04-20/data/calendar.csv.gz,6072848,19688f2c1240f330da0c191931977e30c6c6b49afabd7c08d5c3efe7d1d9baa5,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\hong-kong_2025-04-20_calendar.csv.gz,6072848,True,2026-09-11T15:05:00
hong-kong,2025-05-18,https://data.insideairbnb.com/china/hk/hong-kong/2025-05-18/data/calendar.csv.gz,6088230,16ea0b3cecb728b3958b18e31581cb5cc0b03414097b41bf8ec869b9b1596325,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\hong-kong_2025-05-18_calendar.csv.gz,6088230,True,2026-09-11T15:05:02
hong-kong,2025-07-24,https://data.insideairbnb.com/china/hk/hong-kong/2025-07-24/data/calendar.csv.gz,5783933,6db717a18b064af42640a868a7da89b92e70b8dfc4e16490b53f7b9092871c40,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\hong-kong_2025-07-24_calendar.csv.gz,5783933,True,2026-09-11T15:05:03
hong-kong,2025-08-24,https://data.insideairbnb.com/china/hk/hong-kong/2025-08-24/data/calendar.csv.gz,5756670,72fa5b099485a50f0ef4c54a59adf4b0ff252c1e8fab4d2798de2fdfb648c234,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\hong-kong_2025-08-24_calendar.csv.gz,5756670,True,2026-09-11T15:05:04
los-angeles,2025-04-01,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-04-01/data/calendar.csv.gz,39466161,4e4aa5e0259448923e5150fd328b75e7a721d9159d7084ec3bea11a48dea8772,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\los-angeles_2025-04-01_calendar.csv.gz,39466161,True,2026-09-11T15:05:10
los-angeles,2025-05-01,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-05-01/data/calendar.csv.gz,41269157,8abb10da20cd8388fbf56dee2ee373b98908888c5db509c75ae4f97b87e107bc,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\los-angeles_2025-05-01_calendar.csv.gz,41269157,True,2026-09-11T15:05:19
los-angeles,2025-07-01,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-07-01/data/calendar.csv.gz,39433544,10d962ac3b6839861f7e6ef0a2e58295142c5691d980603c7d5930adbd08752b,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\los-angeles_2025-07-01_calendar.csv.gz,39433544,True,2026-09-11T15:05:28
los-angeles,2025-08-01,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-08-01/data/calendar.csv.gz,39817648,13352ebf344b89b4aadb1805628c322fc55cb61faa7cbfa29580aff382f45c50,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\los-angeles_2025-08-01_calendar.csv.gz,39817648,True,2026-09-11T15:05:36
melbourne,2025-08-05,https://data.insideairbnb.com/australia/vic/melbourne/2025-08-05/data/calendar.csv.gz,22424641,d0806acc7ff7ce96e3221139223d63220221ea427a4574006390cbb1fba1894c,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\melbourne_2025-08-05_calendar.csv.gz,22424641,True,2026-09-11T15:05:41
mexico-city,2025-06-25,https://data.insideairbnb.com/mexico/df/mexico-city/2025-06-25/data/calendar.csv.gz,22647151,184f1030aa6d80fd2681c6a95b90fa5e65d44c79f2c73833b90f8284ae67d609,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mexico-city_2025-06-25_calendar.csv.gz,22647151,True,2026-09-11T15:05:45
mexico-city,2025-07-27,https://data.insideairbnb.com/mexico/df/mexico-city/2025-07-27/data/calendar.csv.gz,23193086,23cdd2c2c503cd92220077c73c51772cd69e2e77f0f9cc093b689c9e65a28521,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mexico-city_2025-07-27_calendar.csv.gz,23193086,True,2026-09-11T15:05:52
mexico-city,2025-08-29,https://data.insideairbnb.com/mexico/df/mexico-city/2025-08-29/data/calendar.csv.gz,23512684,745ed3c73475b67f33d1ba7408885bd09980d21018637cbf769ea97d15fafd4b,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mexico-city_2025-08-29_calendar.csv.gz,23512684,True,2026-09-11T15:05:59
mid-north-coast,2025-03-04,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2025-03-04/data/calendar.csv.gz,4420066,6959bfa5c295387fc8072535cdaf3107d80ad906f2859321d3f3c587e4d980f3,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mid-north-coast_2025-03-04_calendar.csv.gz,4420066,True,2026-09-11T15:06:00
mid-north-coast,2025-04-07,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2025-04-07/data/calendar.csv.gz,4835253,0ac05da4a0b846c0ec7742457557293bf3d9b75726a0c1766ed69f6151f8ac9e,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mid-north-coast_2025-04-07_calendar.csv.gz,4835253,True,2026-09-11T15:06:02
mid-north-coast,2025-05-06,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2025-05-06/data/calendar.csv.gz,4782494,dede6c4af446faee77781b215ae705a55533d20d00a881b1f00adc9eebfcc98d,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mid-north-coast_2025-05-06_calendar.csv.gz,4782494,True,2026-09-11T15:06:03
mid-north-coast,2025-07-07,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2025-07-07/data/calendar.csv.gz,4515527,d1e7c509e21c5fdf440b293b42ed13350430bdeeddf705bedfc2966df28863b1,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mid-north-coast_2025-07-07_calendar.csv.gz,4515527,True,2026-09-11T15:06:05
mid-north-coast,2025-08-08,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2025-08-08/data/calendar.csv.gz,4546579,3a951b39fa68daf2f0382fe1451ba5cadac5cf5d746852b6ea4a9648c806ea4e,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mid-north-coast_2025-08-08_calendar.csv.gz,4546579,True,2026-09-11T15:06:07
mornington-peninsula,2025-03-07,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2025-03-07/data/calendar.csv.gz,4345233,8fd0db0a74f4a4cfe1b1dc93d9e9deabef8b2c4dcb5b545e8b9dba2753e97871,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mornington-peninsula_2025-03-07_calendar.csv.gz,4345233,True,2026-09-11T15:06:09
mornington-peninsula,2025-04-14,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2025-04-14/data/calendar.csv.gz,4306549,b157ec7fdb26f5c384dfba6790abc11635ce5b761447b6ec2e63f9b2a45247fa,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mornington-peninsula_2025-04-14_calendar.csv.gz,4306549,True,2026-09-11T15:06:10
mornington-peninsula,2025-05-13,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2025-05-13/data/calendar.csv.gz,4219208,67bd27847fbd0af3bc6bdc5d43c590bda005775ed6934e2c8241eb656b4fe498,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mornington-peninsula_2025-05-13_calendar.csv.gz,4219208,True,2026-09-11T15:06:12
mornington-peninsula,2025-07-17,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2025-07-17/data/calendar.csv.gz,3938566,a20fa7ef3df7515fca940b984739eb617df78debbc4650f9932467d41ed46a03,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_calendar\mornington-peninsula_2025-07-17_calendar.csv.gz,3938566,True,2026-09-11T15:06:14
