market,region,snapshot_date,listing_nights,blocked_nights,horizon,blocked_share,max_listings_any_night
barwon-south-west-vic,apac,2025-12-29,222870,79138,h061_090,0.35508592452999505,7429
barwon-south-west-vic,apac,2025-12-29,668610,251138,h091_180,0.3756120907554479,7429
barwon-south-west-vic,apac,2025-12-29,1374455,759780,h181_372,0.5527863771458505,7429
barwon-south-west-vic,apac,2026-03-30,167086,66118,h000_030,0.3957123876327161,5844
barwon-south-west-vic,apac,2026-03-30,175320,39038,h031_060,0.2226671229751312,5844
barwon-south-west-vic,apac,2026-03-30,175320,32186,h061_090,0.18358430298882045,5844
barwon-south-west-vic,apac,2026-03-30,525960,125741,h091_180,0.23906951098942886,5844
barwon-south-west-vic,apac,2026-03-30,1089378,524365,h181_372,0.4813434822439961,5844
barwon-south-west-vic,apac,2026-06-29,214152,90788,h000_030,0.4239418730621241,7095
barwon-south-west-vic,apac,2026-06-29,212850,68084,h031_060,0.31986845196147523,7095
barwon-south-west-vic,apac,2026-06-29,212850,66328,h061_090,0.3116185106882781,7095
barwon-south-west-vic,apac,2026-06-29,638550,237704,h091_180,0.37225589225589223,7095
barwon-south-west-vic,apac,2026-06-29,1311277,712910,h181_372,0.543676126401973,7095
barwon-south-west-vic,apac,2026-08-31,217766,94323,h000_030,0.43313924120386105,7076
barwon-south-west-vic,apac,2026-08-31,212280,74401,h031_060,0.35048520821556434,7076
barwon-south-west-vic,apac,2026-08-31,212280,73652,h061_090,0.3469568494441304,7076
barwon-south-west-vic,apac,2026-08-31,636840,281773,h091_180,0.44245493373531813,7076
barwon-south-west-vic,apac,2026-08-31,1303574,632540,h181_372,0.4852352072072625,7076
belize,latam,2025-03-23,106423,48051,h000_030,0.4515095421102581,3433
belize,latam,2025-03-23,102990,27434,h031_060,0.26637537625012137,3433
belize,latam,2025-03-23,102990,25557,h061_090,0.2481503058549374,3433
belize,latam,2025-03-23,308970,64232,h091_180,0.20789073372819367,3433
belize,latam,2025-03-23,631672,178171,h181_372,0.28206252612115146,3433
belize,latam,2025-04-27,107572,34867,h000_030,0.3241270962704049,3500
belize,latam,2025-04-27,105000,29825,h031_060,0.28404761904761905,3500
belize,latam,2025-04-27,105000,27604,h061_090,0.26289523809523807,3500
belize,latam,2025-04-27,315000,60523,h091_180,0.19213650793650794,3500
belize,latam,2025-04-27,644928,189497,h181_372,0.2938265976977275,3500
belize,latam,2025-06-25,106552,40576,h000_030,0.3808093700728283,3552
belize,latam,2025-06-25,106560,27564,h031_060,0.25867117117117117,3552
belize,latam,2025-06-25,106560,22143,h061_090,0.20779842342342342,3552
belize,latam,2025-06-25,319680,68700,h091_180,0.2149024024024024,3552
belize,latam,2025-06-25,657075,184277,h181_372,0.2804504812996994,3552
belize,latam,2025-07-29,110267,34909,h000_030,0.3165861046369267,3557
belize,latam,2025-07-29,106710,24971,h031_060,0.23400805922593945,3557
belize,latam,2025-07-29,106710,22664,h061_090,0.21238871708368476,3557
belize,latam,2025-07-29,320130,85495,h091_180,0.2670633805016712,3557
belize,latam,2025-07-29,654488,173057,h181_372,0.26441584872449914,3557
belize,latam,2025-08-30,110577,33098,h000_030,0.29932083525507114,3567
belize,latam,2025-08-30,107010,25434,h031_060,0.23767872161480236,3567
belize,latam,2025-08-30,107010,28849,h061_090,0.2695916269507523,3567
belize,latam,2025-08-30,321030,105306,h091_180,0.32802541818521636,3567
belize,latam,2025-08-30,656328,160524,h181_372,0.24457893004717154,3567
belize,latam,2025-09-28,111011,32588,h000_030,0.2935564944014557,3581
belize,latam,2025-09-28,107430,32057,h031_060,0.2983989574606721,3581
belize,latam,2025-09-28,107430,33045,h061_090,0.3075956436749511,3581
belize,latam,2025-09-28,322290,111329,h091_180,0.34543113345123955,3581
belize,latam,2025-09-28,658904,150941,h181_372,0.2290788946492964,3581
belize,latam,2025-12-29,108300,57554,h000_030,0.5314312096029548,3630
belize,latam,2025-12-29,108900,52838,h031_060,0.48519742883379247,3630
belize,latam,2025-12-29,108900,37756,h061_090,0.34670339761248853,3630
belize,latam,2025-12-29,326700,65787,h091_180,0.2013682277318641,3630
belize,latam,2025-12-29,672150,142730,h181_372,0.2123484341292866,3630
belize,latam,2026-03-30,91803,36288,h000_030,0.3952811999607856,3074
belize,latam,2026-03-30,92220,20140,h031_060,0.21839080459770116,3074
belize,latam,2026-03-30,92220,16579,h061_090,0.17977662112340057,3074
belize,latam,2026-03-30,276660,36294,h091_180,0.13118629364563,3074
belize,latam,2026-03-30,569113,105434,h181_372,0.18526022072945092,3074
belize,latam,2026-06-29,111432,36984,h000_030,0.33189748007753606,3608
belize,latam,2026-06-29,108240,21298,h031_060,0.19676644493717665,3608
belize,latam,2026-06-29,108240,16130,h061_090,0.14902069475240207,3608
belize,latam,2026-06-29,324720,52907,h091_180,0.1629311406750431,3608
belize,latam,2026-06-29,664288,146959,h181_372,0.2212278409364613,3608
belize,latam,2026-08-31,113063,26391,h000_030,0.23341853656810804,3650
belize,latam,2026-08-31,109500,19077,h031_060,0.17421917808219178,3650
belize,latam,2026-08-31,109500,23855,h061_090,0.2178538812785388,3650
belize,latam,2026-08-31,328500,91383,h091_180,0.2781826484018265,3650
belize,latam,2026-08-31,671687,113056,h181_372,0.16831649265208348,3650
bogota,latam,2026-06-21,577068,165770,h000_030,0.2872625063250778,19187
bogota,latam,2026-06-21,575610,95156,h031_060,0.1653133197824916,19187
bogota,latam,2026-06-21,575610,60907,h061_090,0.10581296363857473,19187
bogota,latam,2026-06-21,1726830,202126,h091_180,0.1170503176340462,19187
bogota,latam,2026-06-21,3548137,588483,h181_372,0.16585689898670766,19187
bogota,latam,2026-08-18,577270,171124,h000_030,0.2964366760787846,19486
bogota,latam,2026-08-18,584580,122659,h031_060,0.20982414725101783,19486
bogota,latam,2026-08-18,584580,71832,h061_090,0.1228779636662219,19486
bogota,latam,2026-08-18,1753740,203310,h091_180,0.1159293851996305,19486
bogota,latam,2026-08-18,3611675,608525,h181_372,0.16848830528771278,19486
brisbane,apac,2025-08-04,178994,105095,h000_030,0.5871425857849983,5774
brisbane,apac,2025-08-04,173220,67548,h031_060,0.3899549705576723,5774
brisbane,apac,2025-08-04,173220,57212,h061_090,0.33028518646807525,5774
brisbane,apac,2025-08-04,519660,215353,h091_180,0.41441134587999845,5774
brisbane,apac,2025-08-04,1062416,580518,h181_372,0.5464130811282962,5774
brisbane,apac,2025-10-07,186985,106241,h000_030,0.5681792657165013,6072
brisbane,apac,2025-10-07,182160,76331,h031_060,0.41903271848924023,6072
brisbane,apac,2025-10-07,182160,73098,h061_090,0.40128458498023717,6072
brisbane,apac,2025-10-07,546480,207750,h091_180,0.3801602986385595,6072
brisbane,apac,2025-10-07,1118501,611269,h181_372,0.5465073343698397,6072
brisbane,apac,2026-01-16,175553,87645,h000_030,0.49925093846302826,5663
brisbane,apac,2026-01-16,169890,57602,h031_060,0.3390546824415798,5663
brisbane,apac,2026-01-16,169890,45522,h061_090,0.26794984990287835,5663
brisbane,apac,2026-01-16,509670,177965,h091_180,0.3491769183981792,5663
brisbane,apac,2026-01-16,1041992,546942,h181_372,0.5249003831123463,5663
brisbane,apac,2026-03-19,177320,100505,h000_030,0.5668001353485225,5720
brisbane,apac,2026-03-19,171600,58742,h031_060,0.3423193473193473,5720
brisbane,apac,2026-03-19,171600,45199,h061_090,0.2633974358974359,5720
brisbane,apac,2026-03-19,514800,190684,h091_180,0.3704040404040404,5720
brisbane,apac,2026-03-19,1052480,555434,h181_372,0.5277382943143812,5720
brisbane,apac,2026-06-15,186939,107570,h000_030,0.5754283482847345,6347
brisbane,apac,2026-06-15,190410,84380,h031_060,0.44314899427551074,6347
brisbane,apac,2026-06-15,190410,65367,h061_090,0.3432960453757681,6347
brisbane,apac,2026-06-15,571230,225876,h091_180,0.39542040859198574,6347
brisbane,apac,2026-06-15,1177190,652590,h181_372,0.5543625073267697,6347
brisbane,apac,2026-08-13,198772,116655,h000_030,0.5868784335821947,6412
brisbane,apac,2026-08-13,192360,82000,h031_060,0.4262840507381992,6412
brisbane,apac,2026-08-13,192360,66959,h061_090,0.34809211894364733,6412
brisbane,apac,2026-08-13,577080,222484,h091_180,0.38553406806681917,6412
brisbane,apac,2026-08-13,1179808,594682,h181_372,0.5040498114947517,6412
buenos-aires,latam,2025-07-27,817495,410466,h000_030,0.502102153529991,27429
buenos-aires,latam,2025-07-27,822870,278589,h031_060,0.3385577308687885,27429
buenos-aires,latam,2025-07-27,822870,221575,h061_090,0.26927096625226343,27429
buenos-aires,latam,2025-07-27,2468610,704405,h091_180,0.2853447891728544,27429
buenos-aires,latam,2025-07-27,5079748,1880745,h181_372,0.37024376012353366,27429
buenos-aires,latam,2025-08-29,806333,430499,h000_030,0.533897285612768,27234
buenos-aires,latam,2025-08-29,817020,299665,h031_060,0.36677804704903183,27234
buenos-aires,latam,2025-08-29,817020,273421,h061_090,0.33465643435901204,27234
buenos-aires,latam,2025-08-29,2451060,669828,h091_180,0.2732809478348143,27234
