market,region,regime,horizon,prior_pair,current_pair,prior_interval_days,current_interval_days,years_back,start_offset_days,end_offset_days,match_score,tight_pair,matched_nights_prior,matched_nights_current,net_change_pp_prior,net_change_pp_current,net_change_yoy_pp,new_block_rate_prior,new_block_rate_current,new_block_rate_yoy_pct,reopen_rate_prior,reopen_rate_current
austin,na,screened,d001_180,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,1457280,1115909,0.6039791026204074,2.4623549455590186,1.858375842938611,4.999259542163228,5.603074477522675,12.078087370078205,48.50572889298685,38.51681365244184
austin,na,screened,d001_180,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,1715218,1626581,-0.39235989747116173,1.857558123450355,2.249918020921517,7.016686333228559,7.218879023146556,2.881597955440629,33.37619460673986,32.94715669000359
austin,na,screened,d031_060,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,305340,297360,8.71405646164931,6.474755627297999,-2.2393008343513108,14.400974025974024,11.839644796069885,-17.78580549679799,7.16572504708098,13.603742336635966
austin,na,screened,d031_060,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,305490,281340,7.205473174244659,7.202168424383768,-0.003304749860891576,13.279154925742912,12.905206979214448,-2.816052291125315,8.522213213954199,10.462178843117554
austin,na,screened,d031_060,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,242880,186210,3.3731335090030736,4.743647530968117,1.3705140219650431,5.0661384908151765,6.449549449326955,27.30701028051008,28.3836777954425,26.679630529897906
austin,na,screened,d031_060,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,286740,272250,1.2706452799965386,3.986398071625344,2.7157527916288053,9.179952121428208,10.391191181301199,13.19439408671499,34.67479674796748,25.884206990983543
austin,na,screened,d061_090,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,305340,297360,-5.233510185367136,-0.9306900726392212,4.302820112727915,9.441748634942552,7.647773787546192,-19.000451259177964,28.41247704949283,29.275431500138183
austin,na,screened,d061_090,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,305490,281340,-5.842744443353301,-2.4845382810833865,3.358206162269915,7.58753089459812,7.091357495912427,-6.539326239039633,40.011137407768345,35.084324867837715
austin,na,screened,d061_090,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,242880,186210,2.643555116381204,2.618464473781867,-0.02509064259933691,4.604729096030503,4.1742031385594345,-9.349647905285085,31.68200197395651,28.09438583270535
austin,na,screened,d061_090,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,286740,272250,-1.9113795268090998,0.9717630853994494,2.883142612208549,6.50777984679111,6.596789643176154,1.3677444302135244,38.58001008484423,40.79778300302318
austin,na,screened,d091_180,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,916020,892080,-4.3742221785550495,-1.647554031028608,2.7266681475264414,4.678874776584471,3.760452437050311,-19.6291284419584,19.634236583389125,21.981300883700282
austin,na,screened,d091_180,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,916470,844020,-3.9110936528200577,-2.2093575217220827,1.701736131097975,4.118420569094909,3.6365043975774016,-11.701480298876243,21.2044776478928,21.03062509419927
austin,na,screened,d091_180,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,728640,558630,-3.701507831942614,-0.7808026337305526,2.9207051982120613,2.7476434866568638,3.4246181783532714,24.638374482859216,58.96433526094233,46.704578832283545
austin,na,screened,d091_180,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,860220,816750,-4.174693883441206,-1.7271579430670336,2.4475359403741725,3.3197142146715173,3.415784921860862,2.8939451102374614,34.867536287571134,38.0042859886583
bangkok,apac,all,d001_030,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,689470,447340,3.753488223959267,4.557047101867598,0.8035588779083307,7.9569005210107635,7.41359560156662,-6.8280974232304175,24.809353798362654,40.02644990645765
bangkok,apac,all,d001_030,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,800033,814496,7.340120296960827,8.806910713357828,1.466790416397001,10.154079877809496,10.758232599834717,5.949851973742337,8.442502730535185,11.995623176323468
bangkok,apac,all,d001_180,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,4436620,2757040,-1.4731819388652287,0.30111127302317897,1.7742932118884078,3.4242994548668353,3.228401628546054,-5.720814692253584,38.529702480972624,47.06303126016071
bangkok,apac,all,d001_180,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,4806233,5219546,1.1217452900783687,1.4878101559766115,0.36606486589824283,4.689768249647242,5.07216543809721,8.153861088524605,20.33558583884558,29.242975165853796
bangkok,apac,all,d031_060,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,749430,461940,0.5364076698290696,0.7414977540967932,0.20509008426772357,4.254718993975071,3.4885610558903575,-18.007251223162733,32.9050400845193,54.378533457092225
bangkok,apac,all,d031_060,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,801240,881010,0.8953237865923186,1.1430429371568047,0.24771915056448612,4.839988652168197,5.18853368214922,7.201360478911112,25.592581860330338,39.14226720373692
bangkok,apac,all,d061_090,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,749430,461940,-1.695597932779428,-0.7403558903753736,0.9552420424040543,2.3862187860219928,1.8807642919904826,-21.182235970664742,41.30708458480784,63.91553247147136
bangkok,apac,all,d061_090,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,801240,881010,-0.07943456872616704,0.11390885314545475,0.1933434218716218,3.884628783215352,4.236573945847997,9.059943234558855,26.77460099922782,39.29218380945675
bangkok,apac,all,d091_180,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,2248290,1385820,-3.6717389752294216,-0.8723363055094449,2.799402669719977,1.8819255154628225,2.1958306523412836,16.679997922301524,42.201209418923966,43.60888189050034
bangkok,apac,all,d091_180,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,2403720,2643030,-0.4720567735394745,-0.19480940313738243,0.2772473704020921,2.8986772167700137,3.349468587144515,15.551623608399456,19.813278316680687,26.841182779759155
bangkok,apac,screened,d001_030,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,536301,410755,6.861837492897365,6.295402689847067,-0.5664348030502984,7.668552619036964,7.1792728676752455,-6.380340276300577,11.171388903172726,15.856200662953219
bangkok,apac,screened,d001_030,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,696839,770634,8.295636548647645,9.044835894232707,0.7491993455850618,9.793354229231815,10.364656223605172,5.833568162663805,14.1638892800701,13.635302358160168
bangkok,apac,screened,d001_180,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,3464001,2531005,-0.13209503103135062,1.1764427243653872,1.308537755396738,3.0875563682234115,2.9510465105439496,-4.421291189511467,65.02530373846356,51.22388587076543
bangkok,apac,screened,d001_180,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,4183139,4933884,1.202100586701481,1.31454376544177,0.11244317874028908,4.29584944576692,4.635765020028546,7.912651003088,35.22274664752479,36.77434985607109
bangkok,apac,screened,d031_060,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,585540,424050,3.344731746429148,2.558530963200224,-0.786200783228924,3.9309312451298997,3.2258196862259596,-17.937519507051036,18.181818181818183,24.604351135862814
bangkok,apac,screened,d031_060,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,697260,832650,1.0171903649229186,1.0237039533707968,0.006513588447878194,4.453520833780457,4.767856840620499,7.058146095461537,47.064028753400265,50.645558090838236
bangkok,apac,screened,d061_090,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,585540,424050,0.655382343340485,1.0516331917110127,0.3962508483705277,2.0415069060047144,1.6069267510983716,-21.287224335519305,52.424651372019795,33.82456520561304
bangkok,apac,screened,d061_090,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,697260,832650,-0.12444315000033153,-0.11500398068351529,0.009439169316816237,3.4711842738759184,3.792657279199646,9.261190993031644,48.204723117011014,50.57901641053263
bangkok,apac,screened,d091_180,2025-03-19->2025-06-24,2026-03-30->2026-06-29,97,91,1,11,5,22,False,1756620,1272150,-3.6887969128153446,-0.8954728799086774,2.7933240329066673,1.5277471455661982,1.8981955975157987,24.24802121376628,77.02522138215498,64.36697868354463
bangkok,apac,screened,d091_180,2025-06-24->2025-08-28,2026-06-29->2026-08-30,65,62,1,5,2,10,True,2091780,2497950,-0.6571657410655783,-0.4968396665911209,0.16032607447445746,2.499706215581249,2.897158022116736,15.89994072335692,32.55918887355346,33.03533845136202
barwon-south-west-vic,apac,all,d001_030,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,204580,164494,2.6372629289275595,3.7942530920998205,1.156990163172261,8.142796713939044,8.307576211215451,2.0236228787872568,25.558149193028683,37.10815372271256
barwon-south-west-vic,apac,all,d001_030,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,210540,203390,5.339516567786731,5.682257169547596,0.3427406017608652,10.060610211279663,10.64778766796642,5.836400023016797,11.756683456024797,11.681995473587904
barwon-south-west-vic,apac,all,d001_180,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,1245280,989194,-2.5288740283309785,-1.281362890915719,1.2475111374152594,4.005552558158322,4.045525602224301,0.9979408205383233,34.34700390881131,41.10018098157461
barwon-south-west-vic,apac,all,d001_180,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,1263240,1223090,-0.23183530949276066,0.06735477551198628,0.2991900850047469,6.200289192592938,6.575138298755847,6.045671331116553,19.937261089665924,19.65708611286848
barwon-south-west-vic,apac,all,d031_060,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,208140,164940,-0.558818583645624,-0.2114655079369524,0.3473530757086716,3.8547088454416887,3.869439034428832,0.38213493100944795,29.09021729939968,43.41085271317829
barwon-south-west-vic,apac,all,d031_060,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,210540,203940,0.1491834848916619,0.41258633491643104,0.26340285002476915,5.8212829069336305,6.1969457249472795,6.453265096705807,21.90381820583961,22.31269429312951
barwon-south-west-vic,apac,all,d061_090,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,208140,164940,-2.312145671182858,-0.8764425825175188,1.435703088665339,2.9166089072692127,3.257084471505724,11.673679093138833,35.14963405755451,43.89235569422777
barwon-south-west-vic,apac,all,d061_090,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,210540,203940,-0.8668186567873079,-0.5930782629811747,0.27374039380613313,4.643302698388737,5.159529590969127,11.117666155159878,23.260450413819335,22.73439522557262
barwon-south-west-vic,apac,all,d091_180,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,624420,494820,-4.950393965600076,-3.460265937530397,1.4901280280696794,2.6487049441348445,2.6616941995743697,0.49040024138164995,37.12147601830609,40.84119413155037
barwon-south-west-vic,apac,all,d091_180,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,631620,611820,-2.0042977509492177,-1.694164639148457,0.31013311180076064,5.239112525523199,5.509012257316537,5.151630748117686,20.334969880566874,19.945788753209428
barwon-south-west-vic,apac,screened,d001_030,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,148174,140940,6.37088827999514,6.426863898128266,0.055975618133126126,7.691793016528611,7.87741940891372,2.413304570029684,13.430116017736744,17.23932077474131
barwon-south-west-vic,apac,screened,d001_030,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,171300,164740,6.894337419731467,7.344039959069704,0.44970253933823745,9.571994341216538,10.122170157046504,5.7477657864979825,15.316127171797275,15.760283469419194
barwon-south-west-vic,apac,screened,d001_180,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,899824,845790,-1.5056069297996049,-0.2530828516002144,1.2525240781993905,3.531441182734891,3.5953129743184986,1.8086607783778241,54.91829849015427,48.201628352490424
barwon-south-west-vic,apac,screened,d001_180,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,1027800,988540,-0.0011056272001995872,0.34818062616634315,0.34928625336654273,5.728317436254665,6.045416358884122,5.535638102430052,29.665288757369424,30.326288603542977
barwon-south-west-vic,apac,screened,d031_060,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,150330,140970,2.3843377901949045,2.069180021935927,-0.31515776825897746,3.3188883024982716,3.3788344816756752,1.8062126143949975,17.838830157624866,26.562808124630248
barwon-south-west-vic,apac,screened,d031_060,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,171300,164760,0.6869925171151082,1.054347449103457,0.3673549319883488,5.398907133617841,5.709617745198043,5.755064939818544,34.96807893209518,37.49078397640698
barwon-south-west-vic,apac,screened,d061_090,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,150330,140970,-0.00852291625091494,1.246933530398097,1.255456446649012,2.38048750814345,2.72832447655371,14.61200561735101,42.50883238103546,29.587567244471007
barwon-south-west-vic,apac,screened,d061_090,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,171300,164760,-0.6920341771480126,-0.3369981155851523,0.35503606156286033,4.195583034757144,4.649065866751148,10.808577216497728,38.61499298664866,38.43381572330558
barwon-south-west-vic,apac,screened,d091_180,2025-03-21->2025-06-25,2026-03-30->2026-06-29,96,91,1,9,4,18,True,450990,422910,-5.889127253375907,-3.7533509974454864,2.1357762559304208,2.2333866159611073,2.261409440276946,1.2547233925183754,64.3986279464362,57.428283383741174
barwon-south-west-vic,apac,screened,d091_180,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,513900,494280,-2.298643174299917,-1.990485439138027,0.30815773516189005,4.751569387911722,4.957433113515746,4.332541709855975,28.936483541463847,29.522148394241416
belize,latam,all,d001_030,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,99064,81927,4.73936041347008,4.681465957968211,-0.057894455501869224,7.411172582851416,7.089615968919903,-4.338808877228917,11.836320595197837,19.2281513748979
belize,latam,all,d001_030,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,103110,104790,3.6293984359157476,4.00574391413212,0.37634547821637243,5.841418251340307,6.006947164982109,2.8337110359084816,10.472250627498374,15.890996180982588
belize,latam,all,d001_180,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,596464,491727,1.2279815856625682,1.77651509793125,0.5485335122686819,3.542588938076697,3.3378184521064327,-5.78024968602302,22.764386757372453,26.79752033358172
belize,latam,all,d001_180,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,618660,628740,2.1649429999735488,2.341720477993023,0.1767774780194742,5.079731890414958,5.4689425596713654,7.662031730273333,14.160541054903788,21.682866093662142
belize,latam,all,d031_060,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,99480,81960,2.360572851166492,2.414605891911895,0.05403304074540305,4.173574580745043,3.824101587355236,-8.373469471520034,16.62374520418353,26.77691381009747
belize,latam,all,d031_060,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,103110,104790,1.7302792251875758,2.077170213442758,0.34689098825518205,3.8821266292991936,4.192193701760449,7.987041693104935,14.837164750957854,24.8014440433213
belize,latam,all,d061_090,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,99480,81960,1.1552626851115166,0.8824996379901214,-0.2727630471213952,2.7201056468676588,2.0648781044712656,-24.088312273860435,19.290642641272736,27.861620617599257
belize,latam,all,d061_090,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,103110,104790,2.4285626118619996,2.4338927287681935,0.0053301169061938936,5.067998047328499,5.129463239487098,1.2128100994632351,15.056681402372302,22.13346646696622
belize,latam,all,d091_180,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,298440,245880,-0.29087424821839475,0.8938962452871677,1.1847704935055625,2.3513153204185975,2.435110187242651,3.563744347531239,29.225847539211188,30.13448230839535
belize,latam,all,d091_180,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,309330,314370,1.7338059089586584,1.8445053372050222,0.1106994282463638,5.250706043868971,5.879960476387211,11.984187026676052,14.650434630290556,22.177440257114718
belize,latam,screened,d001_030,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,86114,80280,5.54584002700033,4.936841932357627,-0.6089980946427032,7.012247692063602,6.988378324710847,-0.3403953824929862,11.125052279381013,16.159425708517162
belize,latam,screened,d001_030,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,91530,99840,4.367668821946108,3.8747710622710625,-0.49289775967504523,5.57919345805616,5.481694304576842,-1.7475492508425727,10.891653214319627,17.45035674374624
belize,latam,screened,d001_180,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,518564,481680,1.4453785388028182,1.86209530379934,0.41671676499652177,3.046538514075617,3.1878442336406225,4.638238410975104,35.329021129797326,25.39050480551684
belize,latam,screened,d001_180,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,549180,599040,2.825203857652235,2.09899330993081,-0.7262105477214251,4.7877245881052515,4.819482308426154,0.6633155215277409,15.665086678378467,23.27290113578705
belize,latam,screened,d031_060,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,86490,80280,2.8689825167341945,2.663480017740107,-0.20550249899408746,3.6967214063038516,3.6800387733264746,-0.45128185610441296,18.693480901606154,20.50921187308086
belize,latam,screened,d031_060,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,91530,99840,2.3340583812560216,1.8572573260073266,-0.476801055248695,3.5830219881178413,3.568985152511835,-0.3917596836568671,17.53410813542193,27.717817896389324
belize,latam,screened,d061_090,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,86490,80280,1.4593988236249178,1.077547265888073,-0.38185155773684487,2.195735163487162,1.917559686265678,-12.668899321159433,26.32279534109817,22.27410052183466
belize,latam,screened,d061_090,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,91530,99840,3.1723329658432906,2.194463522588522,-0.9778694432547685,4.7802161449362,4.494959116984806,-5.967450410240827,16.838458938830687,24.15378186376933
belize,latam,screened,d091_180,2025-03-23->2025-06-25,2026-03-30->2026-06-29,94,91,1,7,4,14,True,259470,240840,-0.3947080341350492,0.8315675356034101,1.2262755697384593,1.8254043504157382,2.266520093131075,24.16537150329856,49.645716389067815,32.27276122189857
belize,latam,screened,d091_180,2025-06-25->2025-08-30,2026-06-29->2026-08-31,66,63,1,4,1,8,True,274590,299520,2.3590543256226644,1.5558226495726486,-0.8032316760500158,4.948745585228979,5.1686550899736785,4.44374237788836,15.972186453772855,23.420461229845703
mexico-city,latam,all,d001_030,2025-06-25->2025-08-29,2026-06-15->2026-08-30,65,76,1,-10,1,22,True,730227,792187,10.588698919861695,7.9329355582111685,-2.6557633616505267,15.994561390868643,12.928485625063894,-19.169489496318313,10.11033067799981,21.993359835743306
mexico-city,latam,all,d001_180,2025-06-25->2025-08-29,2026-06-15->2026-08-30,65,76,1,-10,1,22,True,4477977,5067187,2.18580502208578,1.638109125074305,-0.5476958970114751,7.212223706997728,6.41474534686506,-11.057315919900079,20.323290224038594,28.711420714940424
mexico-city,latam,all,d031_060,2025-06-25->2025-08-29,2026-06-15->2026-08-30,65,76,1,-10,1,22,True,749550,855000,2.45981435014855,2.380101569713757,-0.07971278043479302,8.613275020689453,7.682364536957375,-10.80785742352347,24.239705326785042,31.603823921742997
