merchant_id,merchant_name,public_parent_company,ticker,CIK,first_bnpl_provider,first_bnpl_adoption_exact,first_bnpl_adoption_month,first_bnpl_adoption_quarter,first_bnpl_adoption_year,first_bnpl_period_start,first_bnpl_period_end,first_bnpl_precision,first_bnpl_confidence,number_of_current_platforms,earlier_external_bnpl_detected,treatment_scope,parent_treatment_eligible,main_regression_eligible,main_quarterly_sample,year_only_sample,interval_timing_sample,unknown_timing_sample,manual_review_required
M0015,Alibaba,Alibaba Group Holding Ltd,BABA,1577552,,,,,,,,unknown,UNKNOWN,3,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0016,Bed Bath & Beyond,"BED BATH & BEYOND, INC.",BBBY,1130713,,,,,,,,unknown,UNKNOWN,3,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0017,Build-A-Bear Workshop,BUILD-A-BEAR WORKSHOP INC,BBW,1113809,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0018,Bath & Body Works,"Bath & Body Works, Inc.",BBWI,701985,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0019,Best Buy,BEST BUY CO INC,BBY,764478,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0020,Birkenstock,Birkenstock Holding plc,BIRK,1977102,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0021,BJ's Wholesale Club,"BJ's Wholesale Club Holdings, Inc.",BJ,1531152,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0022,Buckle,BUCKLE INC,BKE,885245,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0023,Priceline,Booking Holdings Inc.,BKNG,1075531,,,,,,,,unknown,UNKNOWN,3,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0024,Bob's Discount Furniture,"Bob's Discount Furniture, Inc.",BOBS,2085187,,,,,,,,unknown,UNKNOWN,3,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0025,Brilliant Earth,"Brilliant Earth Group, Inc.",BRLT,1866757,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0026,Burlington,"Burlington Stores, Inc.",BURL,1579298,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0027,Canon,CANON INC,CAJPY,16988,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0028,Cato,CATO CORP,CATO,18255,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0029,Chewy,"Chewy, Inc.",CHWY,1766502,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0030,Columbia,COLUMBIA SPORTSWEAR CO,COLM,1050797,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0031,Columbia Sportswear,COLUMBIA SPORTSWEAR CO,COLM,1050797,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0032,Costco Wholesale,COSTCO WHOLESALE CORP /NEW,COST,909832,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0033,Coursera,"Coursera, Inc.",COUR,1651562,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0034,Cricut,"Cricut, Inc.",CRCT,1828962,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0035,Carter's,CARTERS INC,CRI,1060822,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0036,OshKosh,CARTERS INC,CRI,1060822,,,,,,,,unknown,UNKNOWN,1,FALSE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0037,Crocs,"Crocs, Inc.",CROX,1334036,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0038,Torrid,Torrid Holdings Inc.,CURV,1792781,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0039,DoorDash,"DoorDash, Inc.",DASH,1792789,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0040,Dillard's,"DILLARD'S, INC.",DDS,28917,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0041,HOKA,DECKERS OUTDOOR CORP,DECK,910521,,,,,,,,unknown,UNKNOWN,1,FALSE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0042,UGG,DECKERS OUTDOOR CORP,DECK,910521,,,,,,,,unknown,UNKNOWN,3,FALSE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0043,Dollar General,DOLLAR GENERAL CORP,DG,29534,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0044,Dick's Sporting Goods,"DICK'S SPORTING GOODS, INC.",DKS,1089063,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0045,eBay,EBAY INC,EBAY,1065088,,,,,,,,unknown,UNKNOWN,4,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0046,Estee Lauder,ESTEE LAUDER COMPANIES INC,EL,1001250,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0047,Etsy,ETSY INC,ETSY,1370637,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0048,Expedia,"Expedia Group, Inc.",EXPE,1324424,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0049,Vrbo,"Expedia Group, Inc.",EXPE,1324424,,,,,,,,unknown,UNKNOWN,2,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0050,FIGS,"FIGS, Inc.",FIGS,1846576,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0051,Five Below,"FIVE BELOW, INC",FIVE,1177609,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0052,1-800-flowers.com,1 800 FLOWERS COM INC,FLWS,1084869,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0053,Funko,"Funko, Inc.",FNKO,1704711,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0054,Fossil,"Fossil Group, Inc.",FOSL,883569,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0055,Fiverr,Fiverr International Ltd.,FVRR,1762301,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0056,Athleta,GAP INC,GAP,39911,,,,,,,,unknown,UNKNOWN,3,FALSE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0057,Banana Republic,GAP INC,GAP,39911,,,,,,,,unknown,UNKNOWN,2,FALSE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0058,Gap,GAP INC,GAP,39911,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0059,Gap Factory,GAP INC,GAP,39911,,,,,,,,unknown,UNKNOWN,2,FALSE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0060,Old Navy,GAP INC,GAP,39911,,,,,,,,unknown,UNKNOWN,4,FALSE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0061,GameStop,GameStop Corp.,GME,1326380,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0062,Canada Goose,Canada Goose Holdings Inc.,GOOS,1690511,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0063,Georgia Power Company,GEORGIA POWER CO,GPJA,41091,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0064,GoPro,"GoPro, Inc.",GPRO,1500435,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0065,Garmin,GARMIN LTD,GRMN,1121788,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0066,Groupon,"Groupon, Inc.",GRPN,1490281,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0067,Goodyear Tire,GOODYEAR TIRE & RUBBER CO /OH/,GT,42582,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0068,The Home Depot,"HOME DEPOT, INC.",HD,354950,,,,,,,,unknown,UNKNOWN,4,TRUE,unclear,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0069,Harley-Davidson,"HARLEY-DAVIDSON, INC.",HOG,793952,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0070,HP,HP INC,HPQ,47217,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0071,Invitation Homes,Invitation Homes Inc.,INVH,1687229,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0072,J. Jill,"J.Jill, Inc.",JILL,1687932,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0073,Kohl's,KOHLS Corp,KSS,885639,,,,,,,,unknown,UNKNOWN,4,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0074,Lands' End,"LANDS' END, INC.",LE,799288,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0075,Light in the box,"LightInTheBox Holding Co., Ltd.",LITB,1523836,,,,,,,,unknown,UNKNOWN,3,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0076,Lemonade,"Lemonade, Inc.",LMND,1691421,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0077,Logitech,LOGITECH INTERNATIONAL S.A.,LOGI,1032975,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0078,Lovesac,Lovesac Co,LOVE,1701758,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0079,Lowe's,LOWES COMPANIES INC,LOW,60667,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0080,lululemon,lululemon athletica inc.,LULU,1397187,,,,,,,,unknown,UNKNOWN,5,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0081,Bloomingdale's,"Macy's, Inc.",M,794367,,,,,,,,unknown,UNKNOWN,3,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0082,Macy's,"Macy's, Inc.",M,794367,,,,,,,,unknown,UNKNOWN,3,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0083,Marriott,MARRIOTT INTERNATIONAL INC /MD/,MAR,1048286,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0084,Microsoft Store,MICROSOFT CORP,MSFT,789019,,,,,,,,unknown,UNKNOWN,1,FALSE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0085,Converse,"NIKE, Inc.",NKE,320187,,,,,,,,unknown,UNKNOWN,2,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0086,Nike,"NIKE, Inc.",NKE,320187,,,,,,,,unknown,UNKNOWN,4,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0087,Nelnet,NELNET INC,NNI,1258602,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0088,NVIDIA,NVIDIA CORP,NVDA,1045810,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0089,Graco,NEWELL BRANDS INC.,NWL,814453,,,,,,,,unknown,UNKNOWN,2,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0090,On,On Holding AG,ONON,1858985,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0091,The Children's Place,"Childrens Place, Inc.",PLCE,1041859,,,,,,,,unknown,UNKNOWN,3,TRUE,unclear,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0092,CarParts.com,"CarParts.com, Inc.",PRTS,1378950,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0093,QVC,QVC INC,QVCCQ,1254699,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0094,ROBLOX,Roblox Corp,RBLX,1315098,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0095,Royal Caribbean,ROYAL CARIBBEAN CRUISES LTD,RCL,884887,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0096,Reformation,Reformation Inc.,REF,1787117,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0097,Ralph Lauren,RALPH LAUREN CORP,RL,1037038,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0098,Roku,"ROKU, INC",ROKU,1428439,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0099,REVOLVE,"Revolve Group, Inc.",RVLV,1746618,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0100,Sally Beauty,"Sally Beauty Holdings, Inc.",SBH,1368458,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0101,Scholastic,SCHOLASTIC CORP,SCHL,866729,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0102,Vivid Seats,Vivid Seats Inc.,SEAT,1856031,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0103,Stitch Fix,"Stitch Fix, Inc.",SFIX,1576942,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0104,SiriusXM,SIRIUS XM HOLDINGS INC.,SIRI,908937,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0105,Samsonite,Samsonite International SA/ADR,SMSGY,1560968,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0106,SharkNinja,"SharkNinja, Inc.",SN,1957132,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0107,Sonos,Sonos Inc,SONO,1314727,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0108,Sony,Sony Group Corp,SONY,313838,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0109,Spectrum,"Spectrum Brands Holdings, Inc.",SPB,109177,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0110,Sportsman's Warehouse,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,1132105,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0111,StubHub,"StubHub Holdings, Inc.",STUB,1337634,,,,,,,,unknown,UNKNOWN,3,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0112,AT&T,AT&T INC.,T,732717,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0113,Turtle Beach,Turtle Beach Corp,TBCH,1493761,,,,,,,,unknown,UNKNOWN,1,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0114,Trip.com,Trip.com Group Ltd,TCOM,1269238,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0115,ThredUp,ThredUp Inc.,TDUP,1484778,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0116,Target,TARGET CORP,TGT,27419,,,,,,,,unknown,UNKNOWN,4,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0117,Tilly's,"TILLY'S, INC.",TLYS,1524025,,,,,,,,unknown,UNKNOWN,3,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0118,Coach,"TAPESTRY, INC.",TPR,1116132,,,,,,,,unknown,UNKNOWN,3,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0119,Coach Outlet,"TAPESTRY, INC.",TPR,1116132,,,,,,,,unknown,UNKNOWN,4,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0120,Kate Spade,"TAPESTRY, INC.",TPR,1116132,,,,,,,,unknown,UNKNOWN,5,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0121,Kate Spade Outlet,"TAPESTRY, INC.",TPR,1116132,,,,,,,,unknown,UNKNOWN,4,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0122,Tripadvisor,"TripAdvisor, Inc.",TRIP,1526520,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0123,Travelers,"TRAVELERS COMPANIES, INC.",TRV,86312,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0124,Tractor Supply Co,TRACTOR SUPPLY CO /DE/,TSCO,916365,,,,,,,,unknown,UNKNOWN,2,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0125,Under Armour,"Under Armour, Inc.",UAA,1336917,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0126,Frontier,"Frontier Group Holdings, Inc.",ULCC,1670076,,,,,,,,unknown,UNKNOWN,1,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0127,Ulta,"Ulta Beauty, Inc.",ULTA,1403568,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0128,Ulta Beauty,"Ulta Beauty, Inc.",ULTA,1403568,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0129,Urban Outfitters,URBAN OUTFITTERS INC,URBN,912615,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0130,Timberland,V F CORP,VFC,103379,,,,,,,,unknown,UNKNOWN,1,FALSE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0131,Vans,V F CORP,VFC,103379,,,,,,,,unknown,UNKNOWN,2,TRUE,major_brand_or_subsidiary,REVIEW,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0132,Vince,VINCE HOLDING CORP.,VNCE,1579157,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0133,Vera Bradley,"Vera Bradley, Inc.",VRA,1495320,,,,,,,,unknown,UNKNOWN,3,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0134,Victoria's Secret,Victoria's Secret & Co.,VSXY,1856437,,,,,,,,unknown,UNKNOWN,2,FALSE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
M0135,Wayfair,Wayfair Inc.,W,1616707,,,,,,,,unknown,UNKNOWN,4,TRUE,parent_core_business,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
